panel,dataset,problem_type,model,seed,method,split,alpha,raw_fallback,raw_disagreement,method_disagreement,maximum_method_disagreement,disagreement_reduction,fit_seconds,raw_loss,method_loss,trivial_loss,absolute_task_difference,relative_task_difference,safety_denominator,normalized_excess_risk,denominator_sensitive
NEW_tail_prospective,quake,regression,catboost,0,Raw,validation,0.0,True,0.08737089380605689,0.08737089380605689,0.12755366757854325,0.0,1.7922280270140618,0.21229373663975423,0.21229373663975423,0.21400691515008494,0.0,0.0,0.001713178510330704,0.0,False
NEW_tail_prospective,quake,regression,catboost,0,Raw,test,0.0,True,0.11520616975289946,0.11520616975289946,0.15661341427331635,0.0,1.7922280270140618,0.17490479286786964,0.17490479286786964,0.1749474675336079,0.0,0.0,4.267466573826262e-05,0.0,False
NEW_tail_prospective,quake,regression,catboost,0,GramAnchor-m16,validation,1.0,False,0.08737089380605689,0.0,0.0,1.0,0.3146768088918179,0.21229373663975423,0.21221703477851245,0.21400691515008494,-7.670186124178469e-05,-0.00036130063211399266,0.001713178510330704,-0.044771669022966275,False
NEW_tail_prospective,quake,regression,catboost,0,GramAnchor-m16,test,1.0,False,0.11520616975289946,0.0,0.0,1.0,0.3146768088918179,0.17490479286786964,0.1729090934027886,0.1749474675336079,-0.0019956994650810467,-0.011410204559623938,4.267466573826262e-05,-46.76543871066993,False
NEW_tail_prospective,quake,regression,catboost,0,Raw+GramAnchor@0.5,validation,0.5,False,0.08737089380605689,0.043685446903028405,0.06377683378927161,0.5000000000000004,2.1069048359058797,0.21229373663975423,0.21217366525862075,0.21400691515008494,-0.00012007138113348526,-0.0005655907848908277,0.001713178510330704,-0.07008690595255437,False
NEW_tail_prospective,quake,regression,catboost,0,Raw+GramAnchor@0.5,test,0.5,False,0.11520616975289946,0.0576030848764497,0.07830670713665808,0.5000000000000002,2.1069048359058797,0.17490479286786964,0.17379920139303795,0.1749474675336079,-0.0011055914748316908,-0.006321104508936474,4.267466573826262e-05,-25.907443109516947,False
NEW_tail_prospective,quake,regression,catboost,0,Raw+GramAnchor@0.75,validation,0.75,False,0.08737089380605689,0.021842723451514258,0.03188841689463586,0.7499999999999996,2.1069048359058797,0.21229373663975423,0.21217491731757174,0.21400691515008494,-0.00011881932218249514,-0.0005596930180946514,0.001713178510330704,-0.06935606620442537,False
NEW_tail_prospective,quake,regression,catboost,0,Raw+GramAnchor@0.75,test,0.75,False,0.11520616975289946,0.028801542438224716,0.039153353568329004,0.7500000000000013,2.1069048359058797,0.17490479286786964,0.17332698563881976,0.1749474675336079,-0.0015778072290498768,-0.009020949072801099,4.267466573826262e-05,-36.97292531187177,False
NEW_tail_prospective,quake,regression,catboost,0,PCA-canonicalization,validation,1.0,False,0.08737089380605689,0.0,0.0,1.0,0.13068298902362585,0.21229373663975423,0.21287198791265316,0.21400691515008494,0.0005782512728989275,0.002723826345758728,0.001713178510330704,0.3375312434822128,False
NEW_tail_prospective,quake,regression,catboost,0,PCA-canonicalization,test,1.0,False,0.11520616975289946,0.0,0.0,1.0,0.13068298902362585,0.17490479286786964,0.17381072389034488,0.1749474675336079,-0.0010940689775247592,-0.006255225826494443,4.267466573826262e-05,-25.637435199493638,False
NEW_tail_prospective,quake,regression,catboost,0,RankAdaptiveGram,validation,1.0,False,0.08737089380605689,0.0,0.0,1.0,0.19260033988393843,0.21229373663975423,0.21199446662405033,0.21400691515008494,-0.00029927001570390077,-0.001409697810405676,0.001713178510330704,-0.17468700074117266,False
NEW_tail_prospective,quake,regression,catboost,0,RankAdaptiveGram,test,1.0,False,0.11520616975289946,0.0,0.0,1.0,0.19260033988393843,0.17490479286786964,0.17373898213219324,0.1749474675336079,-0.001165810735676398,-0.006665401882709412,4.267466573826262e-05,-27.31856748045054,False
NEW_tail_prospective,quake,regression,catboost,0,SafeGram-t01,validation,0.0,True,0.08737089380605689,0.08737089380605689,0.12755366757854325,0.0,2.1069048359058797,0.21229373663975423,0.21229373663975423,0.21400691515008494,0.0,0.0,0.001713178510330704,0.0,False
NEW_tail_prospective,quake,regression,catboost,0,SafeGram-t01,test,0.0,True,0.11520616975289946,0.11520616975289946,0.15661341427331635,0.0,2.1069048359058797,0.17490479286786964,0.17490479286786964,0.1749474675336079,0.0,0.0,4.267466573826262e-05,0.0,False
NEW_tail_prospective,quake,regression,catboost,0,SafeRankGram-t01,validation,0.0,True,0.08737089380605689,0.08737089380605689,0.12755366757854325,0.0,1.9848283668980002,0.21229373663975423,0.21229373663975423,0.21400691515008494,0.0,0.0,0.001713178510330704,0.0,False
NEW_tail_prospective,quake,regression,catboost,0,SafeRankGram-t01,test,0.0,True,0.11520616975289946,0.11520616975289946,0.15661341427331635,0.0,1.9848283668980002,0.17490479286786964,0.17490479286786964,0.1749474675336079,0.0,0.0,4.267466573826262e-05,0.0,False
NEW_tail_prospective,quake,regression,catboost,1,Raw,validation,0.0,True,0.05828254124779186,0.05828254124779186,0.08809036842486133,0.0,1.3879425502382219,0.21253363636940048,0.21253363636940048,0.21400691515008494,0.0,0.0,0.001473278780684456,0.0,False
NEW_tail_prospective,quake,regression,catboost,1,Raw,test,0.0,True,0.07604403702505416,0.07604403702505416,0.09644038134548322,0.0,1.3879425502382219,0.1735099475917316,0.1735099475917316,0.1749474675336079,0.0,0.0,0.0014375199418762974,0.0,False
NEW_tail_prospective,quake,regression,catboost,1,GramAnchor-m16,validation,1.0,False,0.05828254124779186,0.0,0.0,1.0,0.2872695301193744,0.21253363636940048,0.21178275777855135,0.21400691515008494,-0.00075087859084913,-0.003532987077603297,0.001473278780684456,-0.5096649735905968,False
NEW_tail_prospective,quake,regression,catboost,1,GramAnchor-m16,test,1.0,False,0.07604403702505416,0.0,0.0,1.0,0.2872695301193744,0.1735099475917316,0.17373423069660568,0.1749474675336079,0.00022428310487407344,0.0012926238984395922,0.0014375199418762974,0.15602086506106613,False
NEW_tail_prospective,quake,regression,catboost,1,Raw+GramAnchor@0.5,validation,0.5,False,0.05828254124779186,0.02914127062389594,0.04404518421243074,0.4999999999999998,1.6752120803575963,0.21253363636940048,0.21211060832251913,0.21400691515008494,-0.00042302804688135187,-0.00199040516177917,0.001473278780684456,-0.28713374035348654,False
NEW_tail_prospective,quake,regression,catboost,1,Raw+GramAnchor@0.5,test,0.5,False,0.07604403702505416,0.03802201851252708,0.048220190672741886,0.5,1.6752120803575963,0.1735099475917316,0.17356005198671748,0.1749474675336079,5.01043949858726e-05,0.00028876958169434815,0.0014375199418762974,0.03485474776821164,False
NEW_tail_prospective,quake,regression,catboost,1,Raw+GramAnchor@0.75,validation,0.75,False,0.05828254124779186,0.014570635311948122,0.02202259210621544,0.7499999999999973,1.6752120803575963,0.21253363636940048,0.21193475525092612,0.21400691515008494,-0.0005988811184743648,-0.0028178180579071324,0.001473278780684456,-0.40649544833336737,False
NEW_tail_prospective,quake,regression,catboost,1,Raw+GramAnchor@0.75,test,0.75,False,0.07604403702505416,0.019011009256263547,0.02411009533637071,0.7499999999999999,1.6752120803575963,0.1735099475917316,0.17363164915552232,0.1749474675336079,0.0001217015637907104,0.000701409720191224,0.0014375199418762974,0.08466078295363444,False
NEW_tail_prospective,quake,regression,catboost,1,PCA-canonicalization,validation,1.0,False,0.05828254124779186,0.0,0.0,1.0,0.11764362687245011,0.21253363636940048,0.21245763552868419,0.21400691515008494,-7.600084071629487e-05,-0.0003575944119461605,0.001473278780684456,-0.05158619109479497,False
NEW_tail_prospective,quake,regression,catboost,1,PCA-canonicalization,test,1.0,False,0.07604403702505416,0.0,0.0,1.0,0.11764362687245011,0.1735099475917316,0.17360610023908757,0.1749474675336079,9.615264735596263e-05,0.0005541621600982183,0.0014375199418762974,0.0668878702513588,False
NEW_tail_prospective,quake,regression,catboost,1,RankAdaptiveGram,validation,1.0,False,0.05828254124779186,0.0,0.0,1.0,0.13261199789121747,0.21253363636940048,0.21331626041198534,0.21400691515008494,0.0007826240425848618,0.0036823537956344877,0.001473278780684456,0.5312124581209744,False
NEW_tail_prospective,quake,regression,catboost,1,RankAdaptiveGram,test,1.0,False,0.07604403702505416,0.0,0.0,1.0,0.13261199789121747,0.1735099475917316,0.1731407600261233,0.1749474675336079,-0.00036918756560830324,-0.00212776022777092,0.0014375199418762974,-0.2568225697978337,False
NEW_tail_prospective,quake,regression,catboost,1,SafeGram-t01,validation,0.0,True,0.05828254124779186,0.05828254124779186,0.08809036842486133,0.0,1.6752120803575963,0.21253363636940048,0.21253363636940048,0.21400691515008494,0.0,0.0,0.001473278780684456,0.0,False
NEW_tail_prospective,quake,regression,catboost,1,SafeGram-t01,test,0.0,True,0.07604403702505416,0.07604403702505416,0.09644038134548322,0.0,1.6752120803575963,0.1735099475917316,0.1735099475917316,0.1749474675336079,0.0,0.0,0.0014375199418762974,0.0,False
NEW_tail_prospective,quake,regression,catboost,1,SafeRankGram-t01,validation,0.0,True,0.05828254124779186,0.05828254124779186,0.08809036842486133,0.0,1.5205545481294394,0.21253363636940048,0.21253363636940048,0.21400691515008494,0.0,0.0,0.001473278780684456,0.0,False
NEW_tail_prospective,quake,regression,catboost,1,SafeRankGram-t01,test,0.0,True,0.07604403702505416,0.07604403702505416,0.09644038134548322,0.0,1.5205545481294394,0.1735099475917316,0.1735099475917316,0.1749474675336079,0.0,0.0,0.0014375199418762974,0.0,False
