panel,dataset,problem_type,model,seed,method,gate_family,split,alpha,raw_fallback,raw_disagreement,method_disagreement,maximum_method_disagreement,disagreement_reduction,orbit_mean_task_loss,orbit_max_C,raw_loss,method_loss,trivial_loss,absolute_task_difference,relative_task_difference,safety_denominator,normalized_excess_risk,denominator_sensitive
development,steel-plates-fault,classification,catboost,1,SafeGram-t01,SafeGram,validation,1.0,False,0.0019072539141227463,0.0,0.0,1.0,0.0017391308920011396,0.001327175402171836,0.0014683753089049332,0.0017391308920011398,0.6459857848778665,0.00027075558309620665,0.18439126662932476,0.6445174095689615,0.00042009041040067755,False
development,steel-plates-fault,classification,catboost,1,SafeGram-t01,SafeGram,test,1.0,False,0.0031157276562536608,0.0,0.0,1.0,0.0020033760117295803,0.0014784706192550845,0.0016468880507718915,0.0020033760117295803,0.6455976337440515,0.0003564879609576888,0.21646156263663702,0.6439507456932797,0.0005535950743777656,False
development,steel-plates-fault,classification,catboost,1,SafeGram-t02,SafeGram,validation,1.0,False,0.0019072539141227463,0.0,0.0,1.0,0.0017391308920011396,0.001327175402171836,0.0014683753089049332,0.0017391308920011398,0.6459857848778665,0.00027075558309620665,0.18439126662932476,0.6445174095689615,0.00042009041040067755,False
development,steel-plates-fault,classification,catboost,1,SafeGram-t02,SafeGram,test,1.0,False,0.0031157276562536608,0.0,0.0,1.0,0.0020033760117295803,0.0014784706192550845,0.0016468880507718915,0.0020033760117295803,0.6455976337440515,0.0003564879609576888,0.21646156263663702,0.6439507456932797,0.0005535950743777656,False
development,steel-plates-fault,classification,catboost,1,G1-point-t01,G1,validation,1.0,False,0.0019072539141227463,0.0,0.0,1.0,0.0017391308920011396,0.001327175402171836,0.0014683753089049332,0.0017391308920011398,0.6459857848778665,0.00027075558309620665,0.18439126662932476,0.6445174095689615,0.00042009041040067755,False
development,steel-plates-fault,classification,catboost,1,G1-point-t01,G1,test,1.0,False,0.0031157276562536608,0.0,0.0,1.0,0.0020033760117295803,0.0014784706192550845,0.0016468880507718915,0.0020033760117295803,0.6455976337440515,0.0003564879609576888,0.21646156263663702,0.6439507456932797,0.0005535950743777656,False
development,steel-plates-fault,classification,catboost,1,G2-oneSE-t01,G2,validation,1.0,False,0.0019072539141227463,0.0,0.0,1.0,0.0017391308920011396,0.001327175402171836,0.0014683753089049332,0.0017391308920011398,0.6459857848778665,0.00027075558309620665,0.18439126662932476,0.6445174095689615,0.00042009041040067755,False
development,steel-plates-fault,classification,catboost,1,G2-oneSE-t01,G2,test,1.0,False,0.0031157276562536608,0.0,0.0,1.0,0.0020033760117295803,0.0014784706192550845,0.0016468880507718915,0.0020033760117295803,0.6455976337440515,0.0003564879609576888,0.21646156263663702,0.6439507456932797,0.0005535950743777656,False
development,steel-plates-fault,classification,catboost,1,G3-validation-min,G3,validation,0.0,True,0.0019072539141227463,0.0019072539141227463,0.0021027371591378994,0.0,0.0010918692321037387,0.0,0.0014683753089049332,0.0014683753089049332,0.6459857848778665,0.0,0.0,0.6445174095689615,0.0,False
development,steel-plates-fault,classification,catboost,1,G3-validation-min,G3,test,0.0,True,0.0031157276562536608,0.0031157276562536608,0.0032860376438984995,0.0,0.0012653827172760081,0.0,0.0016468880507718915,0.0016468880507718915,0.6455976337440515,0.0,0.0,0.6439507456932797,0.0,False
development,steel-plates-fault,classification,catboost,1,G4-constrained-0.001,G4,validation,1.0,False,0.0019072539141227463,0.0,0.0,1.0,0.0017391308920011396,0.001327175402171836,0.0014683753089049332,0.0017391308920011398,0.6459857848778665,0.00027075558309620665,0.18439126662932476,0.6445174095689615,0.00042009041040067755,False
development,steel-plates-fault,classification,catboost,1,G4-constrained-0.001,G4,test,1.0,False,0.0031157276562536608,0.0,0.0,1.0,0.0020033760117295803,0.0014784706192550845,0.0016468880507718915,0.0020033760117295803,0.6455976337440515,0.0003564879609576888,0.21646156263663702,0.6439507456932797,0.0005535950743777656,False
development,steel-plates-fault,classification,catboost,1,G4-constrained-0.01,G4,validation,1.0,False,0.0019072539141227463,0.0,0.0,1.0,0.0017391308920011396,0.001327175402171836,0.0014683753089049332,0.0017391308920011398,0.6459857848778665,0.00027075558309620665,0.18439126662932476,0.6445174095689615,0.00042009041040067755,False
development,steel-plates-fault,classification,catboost,1,G4-constrained-0.01,G4,test,1.0,False,0.0031157276562536608,0.0,0.0,1.0,0.0020033760117295803,0.0014784706192550845,0.0016468880507718915,0.0020033760117295803,0.6455976337440515,0.0003564879609576888,0.21646156263663702,0.6439507456932797,0.0005535950743777656,False
development,steel-plates-fault,classification,catboost,1,G4-constrained-0.05,G4,validation,1.0,False,0.0019072539141227463,0.0,0.0,1.0,0.0017391308920011396,0.001327175402171836,0.0014683753089049332,0.0017391308920011398,0.6459857848778665,0.00027075558309620665,0.18439126662932476,0.6445174095689615,0.00042009041040067755,False
development,steel-plates-fault,classification,catboost,1,G4-constrained-0.05,G4,test,1.0,False,0.0031157276562536608,0.0,0.0,1.0,0.0020033760117295803,0.0014784706192550845,0.0016468880507718915,0.0020033760117295803,0.6455976337440515,0.0003564879609576888,0.21646156263663702,0.6439507456932797,0.0005535950743777656,False
development,wilt,classification,controlled_mlp,0,Raw,fixed,validation,0.0,True,0.05522822630839508,0.05522822630839508,0.07835330054280458,0.0,0.022826993254586165,0.0,0.023241521350602992,0.023241521350602992,0.21210188110406236,0.0,0.0,0.18886035975345938,0.0,False
development,wilt,classification,controlled_mlp,0,Raw,fixed,test,0.0,True,0.06340120549194245,0.06340120549194245,0.07711406423394655,0.0,0.04880427185773667,0.0,0.05917130684909719,0.05917130684909719,0.21210188110406236,0.0,0.0,0.15293057425496517,0.0,False
development,wilt,classification,controlled_mlp,0,Raw+GramAnchor@0.5,fixed,validation,0.5,False,0.05522822630839508,0.027614112282644557,0.039176650015159194,0.5000000157809338,0.034477835998428734,0.06872807258303265,0.023241521350602992,0.031894719428069825,0.21210188110406236,0.008653198077466832,0.3723163362213519,0.18886035975345938,0.045817968835613905,False
development,wilt,classification,controlled_mlp,0,Raw+GramAnchor@0.5,fixed,test,0.5,False,0.06340120549194245,0.031700602486161265,0.03855703176031269,0.5000000040978709,0.03869669695602049,0.004823332731465354,0.05917130684909719,0.0360091789297115,0.21210188110406236,-0.02316212791938569,-0.39144188548100467,0.15293057425496517,-0.15145518175306066,False
development,wilt,classification,controlled_mlp,0,Raw+GramAnchor@0.75,fixed,validation,0.75,False,0.05522822630839508,0.013807056007932056,0.019588324409323492,0.7500000103057214,0.044394674660559935,0.12494717949085579,0.023241521350602992,0.041137488568469265,0.21210188110406236,0.017895967217866272,0.7699998183381386,0.18886035975345938,0.09475766773518744,False
development,wilt,classification,controlled_mlp,0,Raw+GramAnchor@0.75,fixed,test,0.75,False,0.06340120549194245,0.01585030124000024,0.019278516399019202,0.7500000020975213,0.039731721050743275,0.023336521898316916,0.05917130684909719,0.03589057049346235,0.21210188110406236,-0.023280736355634837,-0.3934463779041927,0.15293057425496517,-0.15223075221584728,False
development,wilt,classification,controlled_mlp,0,GramAnchor,fixed,validation,1.0,False,0.05522822630839508,0.0,0.0,1.0,0.07072249137649467,0.2767475539862495,0.023241521350602992,0.07072249137649467,0.21210188110406236,0.047480970025891675,2.0429372634274565,0.18886035975345938,0.25140781309467963,False
development,wilt,classification,controlled_mlp,0,GramAnchor,fixed,test,1.0,False,0.06340120549194245,0.0,0.0,1.0,0.05005287248273281,0.08629019150639117,0.05917130684909719,0.05005287248273281,0.21210188110406236,-0.009118434366364378,-0.15410229808881606,0.15293057425496517,-0.05962466570721277,False
development,wilt,classification,controlled_mlp,0,SafeGram-t0,SafeGram,validation,0.0,True,0.05522822630839508,0.05522822630839508,0.07835330054280458,0.0,0.022826993254586165,0.0,0.023241521350602992,0.023241521350602992,0.21210188110406236,0.0,0.0,0.18886035975345938,0.0,False
development,wilt,classification,controlled_mlp,0,SafeGram-t0,SafeGram,test,0.0,True,0.06340120549194245,0.06340120549194245,0.07711406423394655,0.0,0.04880427185773667,0.0,0.05917130684909719,0.05917130684909719,0.21210188110406236,0.0,0.0,0.15293057425496517,0.0,False
development,wilt,classification,controlled_mlp,0,SafeGram-t005,SafeGram,validation,0.0,True,0.05522822630839508,0.05522822630839508,0.07835330054280458,0.0,0.022826993254586165,0.0,0.023241521350602992,0.023241521350602992,0.21210188110406236,0.0,0.0,0.18886035975345938,0.0,False
development,wilt,classification,controlled_mlp,0,SafeGram-t005,SafeGram,test,0.0,True,0.06340120549194245,0.06340120549194245,0.07711406423394655,0.0,0.04880427185773667,0.0,0.05917130684909719,0.05917130684909719,0.21210188110406236,0.0,0.0,0.15293057425496517,0.0,False
development,wilt,classification,controlled_mlp,0,SafeGram-t01,SafeGram,validation,0.0,True,0.05522822630839508,0.05522822630839508,0.07835330054280458,0.0,0.022826993254586165,0.0,0.023241521350602992,0.023241521350602992,0.21210188110406236,0.0,0.0,0.18886035975345938,0.0,False
development,wilt,classification,controlled_mlp,0,SafeGram-t01,SafeGram,test,0.0,True,0.06340120549194245,0.06340120549194245,0.07711406423394655,0.0,0.04880427185773667,0.0,0.05917130684909719,0.05917130684909719,0.21210188110406236,0.0,0.0,0.15293057425496517,0.0,False
development,wilt,classification,controlled_mlp,0,SafeGram-t02,SafeGram,validation,0.0,True,0.05522822630839508,0.05522822630839508,0.07835330054280458,0.0,0.022826993254586165,0.0,0.023241521350602992,0.023241521350602992,0.21210188110406236,0.0,0.0,0.18886035975345938,0.0,False
development,wilt,classification,controlled_mlp,0,SafeGram-t02,SafeGram,test,0.0,True,0.06340120549194245,0.06340120549194245,0.07711406423394655,0.0,0.04880427185773667,0.0,0.05917130684909719,0.05917130684909719,0.21210188110406236,0.0,0.0,0.15293057425496517,0.0,False
development,wilt,classification,controlled_mlp,0,G1-point-t01,G1,validation,0.0,True,0.05522822630839508,0.05522822630839508,0.07835330054280458,0.0,0.022826993254586165,0.0,0.023241521350602992,0.023241521350602992,0.21210188110406236,0.0,0.0,0.18886035975345938,0.0,False
development,wilt,classification,controlled_mlp,0,G1-point-t01,G1,test,0.0,True,0.06340120549194245,0.06340120549194245,0.07711406423394655,0.0,0.04880427185773667,0.0,0.05917130684909719,0.05917130684909719,0.21210188110406236,0.0,0.0,0.15293057425496517,0.0,False
development,wilt,classification,controlled_mlp,0,G2-oneSE-t01,G2,validation,0.0,True,0.05522822630839508,0.05522822630839508,0.07835330054280458,0.0,0.022826993254586165,0.0,0.023241521350602992,0.023241521350602992,0.21210188110406236,0.0,0.0,0.18886035975345938,0.0,False
development,wilt,classification,controlled_mlp,0,G2-oneSE-t01,G2,test,0.0,True,0.06340120549194245,0.06340120549194245,0.07711406423394655,0.0,0.04880427185773667,0.0,0.05917130684909719,0.05917130684909719,0.21210188110406236,0.0,0.0,0.15293057425496517,0.0,False
development,wilt,classification,controlled_mlp,0,G3-validation-min,G3,validation,0.0,True,0.05522822630839508,0.05522822630839508,0.07835330054280458,0.0,0.022826993254586165,0.0,0.023241521350602992,0.023241521350602992,0.21210188110406236,0.0,0.0,0.18886035975345938,0.0,False
development,wilt,classification,controlled_mlp,0,G3-validation-min,G3,test,0.0,True,0.06340120549194245,0.06340120549194245,0.07711406423394655,0.0,0.04880427185773667,0.0,0.05917130684909719,0.05917130684909719,0.21210188110406236,0.0,0.0,0.15293057425496517,0.0,False
development,wilt,classification,controlled_mlp,0,G4-constrained-0.001,G4,validation,0.0,True,0.05522822630839508,0.05522822630839508,0.07835330054280458,0.0,0.022826993254586165,0.0,0.023241521350602992,0.023241521350602992,0.21210188110406236,0.0,0.0,0.18886035975345938,0.0,False
development,wilt,classification,controlled_mlp,0,G4-constrained-0.001,G4,test,0.0,True,0.06340120549194245,0.06340120549194245,0.07711406423394655,0.0,0.04880427185773667,0.0,0.05917130684909719,0.05917130684909719,0.21210188110406236,0.0,0.0,0.15293057425496517,0.0,False
development,wilt,classification,controlled_mlp,0,G4-constrained-0.01,G4,validation,0.0,True,0.05522822630839508,0.05522822630839508,0.07835330054280458,0.0,0.022826993254586165,0.0,0.023241521350602992,0.023241521350602992,0.21210188110406236,0.0,0.0,0.18886035975345938,0.0,False
development,wilt,classification,controlled_mlp,0,G4-constrained-0.01,G4,test,0.0,True,0.06340120549194245,0.06340120549194245,0.07711406423394655,0.0,0.04880427185773667,0.0,0.05917130684909719,0.05917130684909719,0.21210188110406236,0.0,0.0,0.15293057425496517,0.0,False
development,wilt,classification,controlled_mlp,0,G4-constrained-0.05,G4,validation,0.0,True,0.05522822630839508,0.05522822630839508,0.07835330054280458,0.0,0.022826993254586165,0.0,0.023241521350602992,0.023241521350602992,0.21210188110406236,0.0,0.0,0.18886035975345938,0.0,False
development,wilt,classification,controlled_mlp,0,G4-constrained-0.05,G4,test,0.0,True,0.06340120549194245,0.06340120549194245,0.07711406423394655,0.0,0.04880427185773667,0.0,0.05917130684909719,0.05917130684909719,0.21210188110406236,0.0,0.0,0.15293057425496517,0.0,False
development,wilt,classification,controlled_mlp,1,Raw,fixed,validation,0.0,True,0.05249471911969304,0.05249471911969304,0.07028386792832256,0.0,0.027442006981536045,0.0,0.02838894547624736,0.02838894547624736,0.21210188110406236,0.0,0.0,0.183712935627815,0.0,False
development,wilt,classification,controlled_mlp,1,Raw,fixed,test,0.0,True,0.05479843029719875,0.05479843029719875,0.0822370108633923,0.0,0.05259761647978647,0.0,0.042734372653013955,0.042734372653013955,0.21210188110406236,0.0,0.0,0.16936750845104842,0.0,False
development,wilt,classification,controlled_mlp,1,Raw+GramAnchor@0.5,fixed,validation,0.5,False,0.05249471911969304,0.026247360009964395,0.03514193460397107,0.4999999914254637,0.03686193137939478,0.062463439154221194,0.02838894547624736,0.037206946120025806,0.21210188110406236,0.008818000643778447,0.31061388494181114,0.183712935627815,0.047998801029682965,False
development,wilt,classification,controlled_mlp,1,Raw+GramAnchor@0.5,fixed,test,0.5,False,0.05479843029719875,0.027399215057715393,0.041118505609942874,0.5000000016585143,0.04066352077576046,-0.026106751814046807,0.042734372653013955,0.03831273714451896,0.21210188110406236,-0.004421635508494996,-0.10346789326701743,0.16936750845104842,-0.026106751814046807,False
development,wilt,classification,controlled_mlp,1,Raw+GramAnchor@0.75,fixed,validation,0.75,False,0.05249471911969304,0.013123680794562907,0.017570968512347396,0.7499999806715864,0.04471797399226954,0.11011005977314098,0.02838894547624736,0.045083457811380165,0.21210188110406236,0.016694512335132805,0.588063841578789,0.183712935627815,0.09087281893396068,False
development,wilt,classification,controlled_mlp,1,Raw+GramAnchor@0.75,fixed,test,0.75,False,0.05479843029719875,0.013699607941864915,0.02055925317861159,0.7499999932924132,0.03960625969019583,-0.021312110263880888,0.042734372653013955,0.03912479363778643,0.21210188110406236,-0.0036095790152275223,-0.08446547336814472,0.16936750845104842,-0.021312110263880888,False
development,wilt,classification,controlled_mlp,1,GramAnchor,fixed,validation,1.0,False,0.05249471911969304,0.0,0.0,1.0,0.06125703528019574,0.20813256473544697,0.02838894547624736,0.06125703528019574,0.21210188110406236,0.03286808980394838,1.15777776358226,0.183712935627815,0.17891004621762738,False
development,wilt,classification,controlled_mlp,1,GramAnchor,fixed,test,1.0,False,0.05479843029719875,0.0,0.0,1.0,0.04178851272685865,-0.005584659860711616,0.042734372653013955,0.04178851272685865,0.21210188110406236,-0.0009458599261553055,-0.0221334693230508,0.16936750845104842,-0.005584659860711616,False
development,wilt,classification,controlled_mlp,1,SafeGram-t0,SafeGram,validation,0.0,True,0.05249471911969304,0.05249471911969304,0.07028386792832256,0.0,0.027442006981536045,0.0,0.02838894547624736,0.02838894547624736,0.21210188110406236,0.0,0.0,0.183712935627815,0.0,False
development,wilt,classification,controlled_mlp,1,SafeGram-t0,SafeGram,test,0.0,True,0.05479843029719875,0.05479843029719875,0.0822370108633923,0.0,0.05259761647978647,0.0,0.042734372653013955,0.042734372653013955,0.21210188110406236,0.0,0.0,0.16936750845104842,0.0,False
development,wilt,classification,controlled_mlp,1,SafeGram-t005,SafeGram,validation,0.0,True,0.05249471911969304,0.05249471911969304,0.07028386792832256,0.0,0.027442006981536045,0.0,0.02838894547624736,0.02838894547624736,0.21210188110406236,0.0,0.0,0.183712935627815,0.0,False
development,wilt,classification,controlled_mlp,1,SafeGram-t005,SafeGram,test,0.0,True,0.05479843029719875,0.05479843029719875,0.0822370108633923,0.0,0.05259761647978647,0.0,0.042734372653013955,0.042734372653013955,0.21210188110406236,0.0,0.0,0.16936750845104842,0.0,False
development,wilt,classification,controlled_mlp,1,SafeGram-t01,SafeGram,validation,0.0,True,0.05249471911969304,0.05249471911969304,0.07028386792832256,0.0,0.027442006981536045,0.0,0.02838894547624736,0.02838894547624736,0.21210188110406236,0.0,0.0,0.183712935627815,0.0,False
development,wilt,classification,controlled_mlp,1,SafeGram-t01,SafeGram,test,0.0,True,0.05479843029719875,0.05479843029719875,0.0822370108633923,0.0,0.05259761647978647,0.0,0.042734372653013955,0.042734372653013955,0.21210188110406236,0.0,0.0,0.16936750845104842,0.0,False
development,wilt,classification,controlled_mlp,1,SafeGram-t02,SafeGram,validation,0.0,True,0.05249471911969304,0.05249471911969304,0.07028386792832256,0.0,0.027442006981536045,0.0,0.02838894547624736,0.02838894547624736,0.21210188110406236,0.0,0.0,0.183712935627815,0.0,False
development,wilt,classification,controlled_mlp,1,SafeGram-t02,SafeGram,test,0.0,True,0.05479843029719875,0.05479843029719875,0.0822370108633923,0.0,0.05259761647978647,0.0,0.042734372653013955,0.042734372653013955,0.21210188110406236,0.0,0.0,0.16936750845104842,0.0,False
development,wilt,classification,controlled_mlp,1,G1-point-t01,G1,validation,0.0,True,0.05249471911969304,0.05249471911969304,0.07028386792832256,0.0,0.027442006981536045,0.0,0.02838894547624736,0.02838894547624736,0.21210188110406236,0.0,0.0,0.183712935627815,0.0,False
development,wilt,classification,controlled_mlp,1,G1-point-t01,G1,test,0.0,True,0.05479843029719875,0.05479843029719875,0.0822370108633923,0.0,0.05259761647978647,0.0,0.042734372653013955,0.042734372653013955,0.21210188110406236,0.0,0.0,0.16936750845104842,0.0,False
development,wilt,classification,controlled_mlp,1,G2-oneSE-t01,G2,validation,0.0,True,0.05249471911969304,0.05249471911969304,0.07028386792832256,0.0,0.027442006981536045,0.0,0.02838894547624736,0.02838894547624736,0.21210188110406236,0.0,0.0,0.183712935627815,0.0,False
development,wilt,classification,controlled_mlp,1,G2-oneSE-t01,G2,test,0.0,True,0.05479843029719875,0.05479843029719875,0.0822370108633923,0.0,0.05259761647978647,0.0,0.042734372653013955,0.042734372653013955,0.21210188110406236,0.0,0.0,0.16936750845104842,0.0,False
development,wilt,classification,controlled_mlp,1,G3-validation-min,G3,validation,0.0,True,0.05249471911969304,0.05249471911969304,0.07028386792832256,0.0,0.027442006981536045,0.0,0.02838894547624736,0.02838894547624736,0.21210188110406236,0.0,0.0,0.183712935627815,0.0,False
development,wilt,classification,controlled_mlp,1,G3-validation-min,G3,test,0.0,True,0.05479843029719875,0.05479843029719875,0.0822370108633923,0.0,0.05259761647978647,0.0,0.042734372653013955,0.042734372653013955,0.21210188110406236,0.0,0.0,0.16936750845104842,0.0,False
development,wilt,classification,controlled_mlp,1,G4-constrained-0.001,G4,validation,0.0,True,0.05249471911969304,0.05249471911969304,0.07028386792832256,0.0,0.027442006981536045,0.0,0.02838894547624736,0.02838894547624736,0.21210188110406236,0.0,0.0,0.183712935627815,0.0,False
development,wilt,classification,controlled_mlp,1,G4-constrained-0.001,G4,test,0.0,True,0.05479843029719875,0.05479843029719875,0.0822370108633923,0.0,0.05259761647978647,0.0,0.042734372653013955,0.042734372653013955,0.21210188110406236,0.0,0.0,0.16936750845104842,0.0,False
development,wilt,classification,controlled_mlp,1,G4-constrained-0.01,G4,validation,0.0,True,0.05249471911969304,0.05249471911969304,0.07028386792832256,0.0,0.027442006981536045,0.0,0.02838894547624736,0.02838894547624736,0.21210188110406236,0.0,0.0,0.183712935627815,0.0,False
development,wilt,classification,controlled_mlp,1,G4-constrained-0.01,G4,test,0.0,True,0.05479843029719875,0.05479843029719875,0.0822370108633923,0.0,0.05259761647978647,0.0,0.042734372653013955,0.042734372653013955,0.21210188110406236,0.0,0.0,0.16936750845104842,0.0,False
development,wilt,classification,controlled_mlp,1,G4-constrained-0.05,G4,validation,0.0,True,0.05249471911969304,0.05249471911969304,0.07028386792832256,0.0,0.027442006981536045,0.0,0.02838894547624736,0.02838894547624736,0.21210188110406236,0.0,0.0,0.183712935627815,0.0,False
development,wilt,classification,controlled_mlp,1,G4-constrained-0.05,G4,test,0.0,True,0.05479843029719875,0.05479843029719875,0.0822370108633923,0.0,0.05259761647978647,0.0,0.042734372653013955,0.042734372653013955,0.21210188110406236,0.0,0.0,0.16936750845104842,0.0,False
development,wilt,classification,tabm_d,0,Raw,fixed,validation,0.0,True,0.03795853677449339,0.03795853677449339,0.04578894297614749,0.0,0.031712759242011605,0.0,0.02885725381538267,0.02885725381538267,0.21210188110406236,0.0,0.0,0.18324462728867968,0.0,False
development,wilt,classification,tabm_d,0,Raw,fixed,test,0.0,True,0.04045969114176417,0.04045969114176417,0.054339476147768934,0.0,0.03948885636107853,0.0,0.03271191822618737,0.03271191822618737,0.21210188110406236,0.0,0.0,0.179389962877875,0.0,False
development,wilt,classification,tabm_d,0,Raw+GramAnchor@0.5,fixed,validation,0.5,False,0.03795853677449339,0.01897926799666515,0.022894471364566064,0.5000000102896891,0.03972651121180231,0.05493025084412058,0.02885725381538267,0.037695289555755435,0.21210188110406236,0.008838035740372764,0.30626738763553285,0.18324462728867968,0.04823080420496864,False
development,wilt,classification,tabm_d,0,Raw+GramAnchor@0.5,fixed,test,0.5,False,0.04045969114176417,0.02022984602933253,0.027169738024144754,0.49999998866895834,0.03767977589795916,0.010778004091610525,0.03271191822618737,0.034645383980078964,0.21210188110406236,0.0019334657538915972,0.05910585067260808,0.179389962877875,0.010778004091610525,False
development,wilt,classification,tabm_d,0,Raw+GramAnchor@0.75,fixed,validation,0.75,False,0.03795853677449339,0.009489634715561173,0.011447236207232644,0.7499999862497907,0.04544933929450332,0.09243685130188364,0.02885725381538267,0.044058946678650755,0.21210188110406236,0.015201692863268085,0.5267893112949181,0.18324462728867968,0.08295846425728849,False
development,wilt,classification,tabm_d,0,Raw+GramAnchor@0.75,fixed,test,0.75,False,0.04045969114176417,0.010114922921423313,0.013584869133814577,0.749999996639068,0.037723202588886014,0.021092602224763234,0.03271191822618737,0.03649571935628543,0.21210188110406236,0.0037838011300980606,0.11567041418772431,0.179389962877875,0.021092602224763234,False
development,wilt,classification,tabm_d,0,GramAnchor,fixed,validation,1.0,False,0.03795853677449339,0.0,0.0,1.0,0.05401112870536549,0.14709101066282615,0.02885725381538267,0.05401112870536549,0.21210188110406236,0.025153874889982816,0.8716655802006451,0.18324462728867968,0.1372693718891738,False
development,wilt,classification,tabm_d,0,GramAnchor,fixed,test,1.0,False,0.04045969114176417,0.0,0.0,1.0,0.03912930089753456,0.035773365289762694,0.03271191822618737,0.03912930089753456,0.21210188110406236,0.006417382671347192,0.1961787329918729,0.179389962877875,0.035773365289762694,False
development,wilt,classification,tabm_d,0,SafeGram-t0,SafeGram,validation,0.0,True,0.03795853677449339,0.03795853677449339,0.04578894297614749,0.0,0.031712759242011605,0.0,0.02885725381538267,0.02885725381538267,0.21210188110406236,0.0,0.0,0.18324462728867968,0.0,False
development,wilt,classification,tabm_d,0,SafeGram-t0,SafeGram,test,0.0,True,0.04045969114176417,0.04045969114176417,0.054339476147768934,0.0,0.03948885636107853,0.0,0.03271191822618737,0.03271191822618737,0.21210188110406236,0.0,0.0,0.179389962877875,0.0,False
development,wilt,classification,tabm_d,0,SafeGram-t005,SafeGram,validation,0.0,True,0.03795853677449339,0.03795853677449339,0.04578894297614749,0.0,0.031712759242011605,0.0,0.02885725381538267,0.02885725381538267,0.21210188110406236,0.0,0.0,0.18324462728867968,0.0,False
development,wilt,classification,tabm_d,0,SafeGram-t005,SafeGram,test,0.0,True,0.04045969114176417,0.04045969114176417,0.054339476147768934,0.0,0.03948885636107853,0.0,0.03271191822618737,0.03271191822618737,0.21210188110406236,0.0,0.0,0.179389962877875,0.0,False
development,wilt,classification,tabm_d,0,SafeGram-t01,SafeGram,validation,0.0,True,0.03795853677449339,0.03795853677449339,0.04578894297614749,0.0,0.031712759242011605,0.0,0.02885725381538267,0.02885725381538267,0.21210188110406236,0.0,0.0,0.18324462728867968,0.0,False
development,wilt,classification,tabm_d,0,SafeGram-t01,SafeGram,test,0.0,True,0.04045969114176417,0.04045969114176417,0.054339476147768934,0.0,0.03948885636107853,0.0,0.03271191822618737,0.03271191822618737,0.21210188110406236,0.0,0.0,0.179389962877875,0.0,False
development,wilt,classification,tabm_d,0,SafeGram-t02,SafeGram,validation,0.0,True,0.03795853677449339,0.03795853677449339,0.04578894297614749,0.0,0.031712759242011605,0.0,0.02885725381538267,0.02885725381538267,0.21210188110406236,0.0,0.0,0.18324462728867968,0.0,False
development,wilt,classification,tabm_d,0,SafeGram-t02,SafeGram,test,0.0,True,0.04045969114176417,0.04045969114176417,0.054339476147768934,0.0,0.03948885636107853,0.0,0.03271191822618737,0.03271191822618737,0.21210188110406236,0.0,0.0,0.179389962877875,0.0,False
development,wilt,classification,tabm_d,0,G1-point-t01,G1,validation,0.0,True,0.03795853677449339,0.03795853677449339,0.04578894297614749,0.0,0.031712759242011605,0.0,0.02885725381538267,0.02885725381538267,0.21210188110406236,0.0,0.0,0.18324462728867968,0.0,False
development,wilt,classification,tabm_d,0,G1-point-t01,G1,test,0.0,True,0.04045969114176417,0.04045969114176417,0.054339476147768934,0.0,0.03948885636107853,0.0,0.03271191822618737,0.03271191822618737,0.21210188110406236,0.0,0.0,0.179389962877875,0.0,False
development,wilt,classification,tabm_d,0,G2-oneSE-t01,G2,validation,0.0,True,0.03795853677449339,0.03795853677449339,0.04578894297614749,0.0,0.031712759242011605,0.0,0.02885725381538267,0.02885725381538267,0.21210188110406236,0.0,0.0,0.18324462728867968,0.0,False
development,wilt,classification,tabm_d,0,G2-oneSE-t01,G2,test,0.0,True,0.04045969114176417,0.04045969114176417,0.054339476147768934,0.0,0.03948885636107853,0.0,0.03271191822618737,0.03271191822618737,0.21210188110406236,0.0,0.0,0.179389962877875,0.0,False
development,wilt,classification,tabm_d,0,G3-validation-min,G3,validation,0.0,True,0.03795853677449339,0.03795853677449339,0.04578894297614749,0.0,0.031712759242011605,0.0,0.02885725381538267,0.02885725381538267,0.21210188110406236,0.0,0.0,0.18324462728867968,0.0,False
development,wilt,classification,tabm_d,0,G3-validation-min,G3,test,0.0,True,0.04045969114176417,0.04045969114176417,0.054339476147768934,0.0,0.03948885636107853,0.0,0.03271191822618737,0.03271191822618737,0.21210188110406236,0.0,0.0,0.179389962877875,0.0,False
development,wilt,classification,tabm_d,0,G4-constrained-0.001,G4,validation,0.0,True,0.03795853677449339,0.03795853677449339,0.04578894297614749,0.0,0.031712759242011605,0.0,0.02885725381538267,0.02885725381538267,0.21210188110406236,0.0,0.0,0.18324462728867968,0.0,False
development,wilt,classification,tabm_d,0,G4-constrained-0.001,G4,test,0.0,True,0.04045969114176417,0.04045969114176417,0.054339476147768934,0.0,0.03948885636107853,0.0,0.03271191822618737,0.03271191822618737,0.21210188110406236,0.0,0.0,0.179389962877875,0.0,False
development,wilt,classification,tabm_d,0,G4-constrained-0.01,G4,validation,0.0,True,0.03795853677449339,0.03795853677449339,0.04578894297614749,0.0,0.031712759242011605,0.0,0.02885725381538267,0.02885725381538267,0.21210188110406236,0.0,0.0,0.18324462728867968,0.0,False
development,wilt,classification,tabm_d,0,G4-constrained-0.01,G4,test,0.0,True,0.04045969114176417,0.04045969114176417,0.054339476147768934,0.0,0.03948885636107853,0.0,0.03271191822618737,0.03271191822618737,0.21210188110406236,0.0,0.0,0.179389962877875,0.0,False
