dataset,problem_type,model,seed,embedding,k,split,condition,rotation_member,original_task,rotated_task,task_effect,disagreement,fit_seconds,interface_location
steel-plates-fault,classification,controlled_mlp,0,PLE,8,validation,original,-1,0.004558137890676894,0.004558137890676894,0.0,0.0,0.34966162615455687,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,0,PLE,8,validation,rotated,0,0.004558137890676894,0.02174096951024279,0.017182831619565898,0.04432234671251115,0.21541701396927238,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,0,PLE,8,validation,rotated,1,0.004558137890676894,0.012875662100240142,0.008317524209563248,0.04459549795165191,0.17885722196660936,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,0,PLE,8,validation,rotated,2,0.004558137890676894,0.0044713469386337655,-8.679095204312814e-05,0.00871049684968591,0.13718094886280596,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,0,PLE,8,validation,rotated,3,0.004558137890676894,0.0009950987650625721,-0.0035630391256143215,0.023255978246983264,0.1926461230032146,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,0,PLE,8,validation,rotated,4,0.004558137890676894,0.0016667931777293189,-0.002891344712947575,0.02281809119710632,0.2131013721227646,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,0,PLE,8,validation,rotated,5,0.004558137890676894,0.0060024432689138145,0.0014443053782369208,0.027725569929914356,0.2021251660771668,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,0,PLE,8,validation,rotated,6,0.004558137890676894,0.020148427346872486,0.015590289456195592,0.047996358182138085,0.14860437507741153,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,0,PLE,8,validation,rotated,7,0.004558137890676894,0.0018926125094997977,-0.002665525381177096,0.01718182777262837,0.23031350900419056,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,0,PLE,8,test,original,-1,0.005849078136784801,0.005849078136784801,0.0,0.0,0.34966162615455687,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,0,PLE,8,test,rotated,0,0.005849078136784801,0.026669423801174832,0.020820345664390033,0.06801288662956707,0.21541701396927238,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,0,PLE,8,test,rotated,1,0.005849078136784801,0.010098047720359226,0.004248969583574425,0.03201519940777656,0.17885722196660936,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,0,PLE,8,test,rotated,2,0.005849078136784801,0.01618769408125783,0.010338615944473028,0.05288132261255244,0.13718094886280596,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,0,PLE,8,test,rotated,3,0.005849078136784801,0.00505982646484081,-0.0007892516719439913,0.02650079721444633,0.1926461230032146,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,0,PLE,8,test,rotated,4,0.005849078136784801,0.004773795351189038,-0.0010752827855957632,0.032445744057985386,0.2131013721227646,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,0,PLE,8,test,rotated,5,0.005849078136784801,0.002151929126101546,-0.003697149010683255,0.024555646040256108,0.2021251660771668,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,0,PLE,8,test,rotated,6,0.005849078136784801,0.02256079983714705,0.016711721700362246,0.05377134224877675,0.14860437507741153,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,0,PLE,8,test,rotated,7,0.005849078136784801,0.0012901164989609394,-0.004558961637823862,0.024556597671191976,0.23031350900419056,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,0,RBF,8,validation,original,-1,0.0009342786878791279,0.0009342786878791279,0.0,0.0,0.4913403650280088,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,0,RBF,8,validation,rotated,0,0.0009342786878791279,0.00033365838129818175,-0.0006006203065809461,0.006136650108664521,0.1862922259606421,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,0,RBF,8,validation,rotated,1,0.0009342786878791279,0.0012310663123159104,0.0002967876244367825,0.006346257260791514,0.14767712797038257,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,0,RBF,8,validation,rotated,2,0.0009342786878791279,0.0006389525205295948,-0.00029532616734953305,0.004101669656089878,0.4894426988903433,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,0,RBF,8,validation,rotated,3,0.0009342786878791279,0.0006488059372702204,-0.00028547275060890743,0.003148553436371051,0.3685832058545202,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,0,RBF,8,validation,rotated,4,0.0009342786878791279,0.007694607262999203,0.006760328575120075,0.04237052287360605,0.13353685894981027,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,0,RBF,8,validation,rotated,5,0.0009342786878791279,0.0009662821057416324,3.200341786250454e-05,0.004859671636046804,0.13842948782257736,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,0,RBF,8,validation,rotated,6,0.0009342786878791279,0.004249615465215564,0.003315336777336436,0.03539566640742558,0.42687678011134267,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,0,RBF,8,validation,rotated,7,0.0009342786878791279,0.00044318654226689164,-0.0004910921456122363,0.007673024850972138,0.4077563879545778,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,0,RBF,8,test,original,-1,0.0002623554773872489,0.0002623554773872489,0.0,0.0,0.4913403650280088,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,0,RBF,8,test,rotated,0,0.0002623554773872489,0.0004927123023096817,0.0002303568249224328,0.0035967331481484587,0.1862922259606421,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,0,RBF,8,test,rotated,1,0.0002623554773872489,0.0011639868918967425,0.0009016314145094936,0.010289926779643225,0.14767712797038257,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,0,RBF,8,test,rotated,2,0.0002623554773872489,0.00014013270135530392,-0.00012222277603194499,0.0025246370564015364,0.4894426988903433,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,0,RBF,8,test,rotated,3,0.0002623554773872489,0.0005478954511148093,0.0002855399737275604,0.005171750171996444,0.3685832058545202,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,0,RBF,8,test,rotated,4,0.0002623554773872489,0.00715768606329312,0.0068953305859058706,0.04406194533337319,0.13353685894981027,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,0,RBF,8,test,rotated,5,0.0002623554773872489,0.0023840565821454484,0.0021217011047581997,0.01910893421449529,0.13842948782257736,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,0,RBF,8,test,rotated,6,0.0002623554773872489,0.0009724884771999615,0.0007101329998127126,0.010197684657049537,0.42687678011134267,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,0,RBF,8,test,rotated,7,0.0002623554773872489,0.0008988812470889271,0.0006365257697016782,0.010082281285073038,0.4077563879545778,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,1,PLE,8,validation,original,-1,0.003866928515065683,0.003866928515065683,0.0,0.0,0.13472981797531247,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,1,PLE,8,validation,rotated,0,0.003866928515065683,0.012664830351658654,0.00879790183659297,0.03227030423961476,0.14971122099086642,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,1,PLE,8,validation,rotated,1,0.003866928515065683,0.003944624472032207,7.76959569665234e-05,0.015803494616159562,0.23171805101446807,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,1,PLE,8,validation,rotated,2,0.003866928515065683,0.010943044759150958,0.007076116244085275,0.04526748556282696,0.1707100800704211,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,1,PLE,8,validation,rotated,3,0.003866928515065683,0.0015768834845482469,-0.0022900450305174363,0.010098290996617005,0.20418801810592413,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,1,PLE,8,validation,rotated,4,0.003866928515065683,0.022283714539930905,0.018416786024865222,0.060494866251359365,0.1809281841851771,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,1,PLE,8,validation,rotated,5,0.003866928515065683,0.016517495077552347,0.012650566562486663,0.05059493904380391,0.16182476398535073,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,1,PLE,8,validation,rotated,6,0.003866928515065683,0.017041237691134234,0.01317430917606855,0.04596562255233093,0.22152762697078288,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,1,PLE,8,validation,rotated,7,0.003866928515065683,0.007239740595053436,0.0033728120799877527,0.02807990181691219,0.17502356390468776,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,1,PLE,8,test,original,-1,0.007988466725483074,0.007988466725483074,0.0,0.0,0.13472981797531247,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,1,PLE,8,test,rotated,0,0.007988466725483074,0.019182059619722573,0.011193592894239499,0.05178787444940761,0.14971122099086642,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,1,PLE,8,test,rotated,1,0.007988466725483074,0.003549251117497644,-0.004439215607985431,0.030663717383733646,0.23171805101446807,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,1,PLE,8,test,rotated,2,0.007988466725483074,0.00951469020542634,0.0015262234799432658,0.04662987239617593,0.1707100800704211,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,1,PLE,8,test,rotated,3,0.007988466725483074,0.0015626596788602984,-0.0064258070466227755,0.033656599620632534,0.20418801810592413,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,1,PLE,8,test,rotated,4,0.007988466725483074,0.008318847177494761,0.00033038045201168667,0.04390072812184178,0.1809281841851771,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,1,PLE,8,test,rotated,5,0.007988466725483074,0.01548783600648452,0.007499369281001445,0.04302386844290788,0.16182476398535073,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,1,PLE,8,test,rotated,6,0.007988466725483074,0.011027914575190282,0.003039447849707208,0.044269491280099764,0.22152762697078288,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,1,PLE,8,test,rotated,7,0.007988466725483074,0.016467134581504183,0.008478667856021109,0.059980928234451135,0.17502356390468776,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,1,RBF,8,validation,original,-1,0.00038220077358728605,0.00038220077358728605,0.0,0.0,0.16424096189439297,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,1,RBF,8,validation,rotated,0,0.00038220077358728605,0.0031496541838683108,0.002767453410281025,0.024817678434229166,0.16266578994691372,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,1,RBF,8,validation,rotated,1,0.00038220077358728605,0.0027025194480638495,0.0023203186744765636,0.022948062794504478,0.15542182000353932,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,1,RBF,8,validation,rotated,2,0.00038220077358728605,0.0036861091952208095,0.0033039084216335236,0.027554813170679215,0.4260124110151082,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,1,RBF,8,validation,rotated,3,0.00038220077358728605,0.0068472108313488165,0.00646501005776153,0.04695114416317789,0.140509651042521,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,1,RBF,8,validation,rotated,4,0.00038220077358728605,0.0035655166584011135,0.0031833158848138276,0.025339979724856014,0.1322833187878132,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,1,RBF,8,validation,rotated,5,0.00038220077358728605,0.0010572031999625034,0.0006750024263752173,0.008256266180442754,0.41916132904589176,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,1,RBF,8,validation,rotated,6,0.00038220077358728605,0.003483509908371282,0.003101309134783996,0.026893873203956146,0.4179277450311929,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,1,RBF,8,validation,rotated,7,0.00038220077358728605,0.0031566043801888755,0.0027744036066015896,0.02993218788959287,0.21680757403373718,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,1,RBF,8,test,original,-1,0.003071054418687663,0.003071054418687663,0.0,0.0,0.16424096189439297,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,1,RBF,8,test,rotated,0,0.003071054418687663,0.0034798338755073124,0.00040877945681964956,0.006953609041557476,0.16266578994691372,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,1,RBF,8,test,rotated,1,0.003071054418687663,0.0010402396542217392,-0.0020308147644659234,0.03407274503966594,0.15542182000353932,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,1,RBF,8,test,rotated,2,0.003071054418687663,0.00036192154985673205,-0.0027091328688309308,0.03260992639019618,0.4260124110151082,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,1,RBF,8,test,rotated,3,0.003071054418687663,0.0015847009739410139,-0.001486353444746649,0.019669485947944928,0.140509651042521,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,1,RBF,8,test,rotated,4,0.003071054418687663,0.0039016068711510386,0.0008305524524633758,0.005497155494581264,0.1322833187878132,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,1,RBF,8,test,rotated,5,0.003071054418687663,0.0017752586239557044,-0.0012957957947319584,0.010924278783781638,0.41916132904589176,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,1,RBF,8,test,rotated,6,0.003071054418687663,0.0017065808369228054,-0.0013644735817648574,0.011738083570766316,0.4179277450311929,embedding_to_backbone_boundary
steel-plates-fault,classification,controlled_mlp,1,RBF,8,test,rotated,7,0.003071054418687663,0.002898388103521705,-0.0001726663151659577,0.004759191410810202,0.21680757403373718,embedding_to_backbone_boundary
california_housing,regression,controlled_mlp,0,PLE,8,validation,original,-1,55785.08697938087,55785.08697938087,0.0,0.0,0.35970258014276624,embedding_to_backbone_boundary
california_housing,regression,controlled_mlp,0,PLE,8,validation,rotated,0,55785.08697938087,55961.387723504165,176.3007441232985,0.13138863175378016,0.4542305029463023,embedding_to_backbone_boundary
california_housing,regression,controlled_mlp,0,PLE,8,validation,rotated,1,55785.08697938087,55796.61181810563,11.524838724762958,0.11694463289160988,0.4526693969964981,embedding_to_backbone_boundary
california_housing,regression,controlled_mlp,0,PLE,8,validation,rotated,2,55785.08697938087,56122.97541056433,337.88843118346267,0.11520777289822992,0.4285303989890963,embedding_to_backbone_boundary
california_housing,regression,controlled_mlp,0,PLE,8,validation,rotated,3,55785.08697938087,56529.49680245978,744.4098230789095,0.11856577785829253,0.43066415190696716,embedding_to_backbone_boundary
california_housing,regression,controlled_mlp,0,PLE,8,validation,rotated,4,55785.08697938087,56121.341374189986,336.2543948091188,0.09213268948233955,0.4285088658798486,embedding_to_backbone_boundary
california_housing,regression,controlled_mlp,0,PLE,8,validation,rotated,5,55785.08697938087,56137.741875976935,352.6548965960683,0.1043683809115401,0.49806512310169637,embedding_to_backbone_boundary
california_housing,regression,controlled_mlp,0,PLE,8,validation,rotated,6,55785.08697938087,57334.76474772421,1549.6777683433465,0.11455009096126995,0.4345704820007086,embedding_to_backbone_boundary
california_housing,regression,controlled_mlp,0,PLE,8,validation,rotated,7,55785.08697938087,57144.97066583819,1359.883686457324,0.12029051217939604,0.3703773720189929,embedding_to_backbone_boundary
california_housing,regression,controlled_mlp,0,PLE,8,test,original,-1,61054.230927608005,61054.230927608005,0.0,0.0,0.35970258014276624,embedding_to_backbone_boundary
california_housing,regression,controlled_mlp,0,PLE,8,test,rotated,0,61054.230927608005,62129.51371875316,1075.2827911451532,0.12806740069875155,0.4542305029463023,embedding_to_backbone_boundary
california_housing,regression,controlled_mlp,0,PLE,8,test,rotated,1,61054.230927608005,61883.27852251341,829.0475949054016,0.1237575808235582,0.4526693969964981,embedding_to_backbone_boundary
california_housing,regression,controlled_mlp,0,PLE,8,test,rotated,2,61054.230927608005,62244.679210161936,1190.4482825539308,0.12758771103971564,0.4285303989890963,embedding_to_backbone_boundary
california_housing,regression,controlled_mlp,0,PLE,8,test,rotated,3,61054.230927608005,62430.02244281987,1375.7915152118658,0.12116308785395223,0.43066415190696716,embedding_to_backbone_boundary
california_housing,regression,controlled_mlp,0,PLE,8,test,rotated,4,61054.230927608005,62605.06189403838,1550.8309664303742,0.10363574463781812,0.4285088658798486,embedding_to_backbone_boundary
