dataset,problem_type,model,seed,config_id,relative_threshold,anchor_rule,normalization,standardize,screen,split,maximum_coordinate_error,median_coordinate_dimension,total_coordinate_dimension,median_reconstruction_error,maximum_reconstruction_error,median_empirical_rank,fit_seconds,raw_loss,method_loss,trivial_loss,absolute_task_difference,relative_task_difference,safety_denominator,normalized_excess_risk,denominator_sensitive
steel-plates-fault,classification,controlled_mlp,0,eps0.001__rank__N1_anchor_norm__std1,0.001,rank,N1_anchor_norm,True,rank_anchor,test,1.7052498987615182e-15,8.0,199,4.594068724757475e-14,0.0008848715235023908,8.0,0.1797804981470108,2.29065532434954e-05,0.292935386017911,0.6455976337440515,0.29291247946466753,12787.278659998474,0.6455747271908081,0.4537235847804392,False
steel-plates-fault,classification,controlled_mlp,0,eps0.001__rank_plus_one__N1_anchor_norm__std1,0.001,rank_plus_one,N1_anchor_norm,True,rank_anchor,validation,1.6247256073509886e-15,9.0,223,3.3885723921034854e-14,3.38443688981597e-12,8.0,0.15508065791800618,2.678164835674249e-05,0.3781559074689498,0.6459857848778665,0.37812912582059305,14118.963880929161,0.6459590032295097,0.585376353499393,False
steel-plates-fault,classification,controlled_mlp,0,eps0.001__rank_plus_one__N1_anchor_norm__std1,0.001,rank_plus_one,N1_anchor_norm,True,rank_anchor,test,1.6247256073509886e-15,9.0,223,3.3885723921034854e-14,3.38443688981597e-12,8.0,0.15508065791800618,2.29065532434954e-05,0.35268679142162995,0.6455976337440515,0.35266388486838646,15395.763872442474,0.6455747271908081,0.5462789511649393,False
steel-plates-fault,classification,controlled_mlp,0,eps0.001__double_rank_capped_16__N1_anchor_norm__std1,0.001,double_rank_capped_16,N1_anchor_norm,True,rank_anchor,validation,1.2683581251524303e-15,16.0,379,3.6593896149341944e-14,2.8743953346349724e-12,8.0,0.23032368789426982,2.678164835674249e-05,0.3677383430108352,0.6459857848778665,0.36771156136247846,13729.98242917726,0.6459590032295097,0.5692490692506538,False
steel-plates-fault,classification,controlled_mlp,0,eps0.001__double_rank_capped_16__N1_anchor_norm__std1,0.001,double_rank_capped_16,N1_anchor_norm,True,rank_anchor,test,1.2683581251524303e-15,16.0,379,3.6593896149341944e-14,2.8743953346349724e-12,8.0,0.23032368789426982,2.29065532434954e-05,0.3328025848101163,0.6455976337440515,0.3327796782568728,14527.706317028284,0.6455747271908081,0.5154781688944825,False
steel-plates-fault,classification,controlled_mlp,0,eps0.001__fixed_16__N1_anchor_norm__std1,0.001,fixed_16,N1_anchor_norm,True,rank_anchor,validation,1.2348341928515103e-15,16.0,403,3.02532994168022e-14,1.8271475149474482e-12,8.0,0.22218338795937598,2.678164835674249e-05,0.3803480927517018,0.6459857848778665,0.38032131110334505,14200.817889821788,0.6459590032295097,0.5887700445413818,False
steel-plates-fault,classification,controlled_mlp,0,eps0.001__fixed_16__N1_anchor_norm__std1,0.001,fixed_16,N1_anchor_norm,True,rank_anchor,test,1.2348341928515103e-15,16.0,403,3.02532994168022e-14,1.8271475149474482e-12,8.0,0.22218338795937598,2.29065532434954e-05,0.38078229181429485,0.6455976337440515,0.38075938526105135,16622.290626337366,0.6455747271908081,0.5897990878885705,False
steel-plates-fault,classification,controlled_mlp,0,eps0.0001__rank_plus_one__N0_raw_inner_product__std0,0.0001,rank_plus_one,N0_raw_inner_product,False,normalization,validation,3.640716138456233e-16,9.0,226,2.6468749694495686e-14,4.980535006791043e-12,8.0,0.19782963790930808,2.678164835674249e-05,0.08562113324036497,0.6459857848778665,0.08559435159200822,3196.0075963905024,0.6459590032295097,0.1325074055227565,False
steel-plates-fault,classification,controlled_mlp,0,eps0.0001__rank_plus_one__N0_raw_inner_product__std0,0.0001,rank_plus_one,N0_raw_inner_product,False,normalization,test,3.640716138456233e-16,9.0,226,2.6468749694495686e-14,4.980535006791043e-12,8.0,0.19782963790930808,2.29065532434954e-05,0.04250274069318548,0.6455976337440515,0.04247983413994198,1854.4838976158344,0.6455747271908081,0.06580157548110849,False
steel-plates-fault,classification,controlled_mlp,0,eps0.0001__rank_plus_one__N1_anchor_norm__std0,0.0001,rank_plus_one,N1_anchor_norm,False,normalization,validation,3.0304879018967794e-16,9.0,226,3.3885723921034854e-14,3.38443688981597e-12,8.0,0.4526783339679241,2.678164835674249e-05,0.007650620672953602,0.6459857848778665,0.00762383902459686,284.6665344509125,0.6459590032295097,0.011802357404233134,False
steel-plates-fault,classification,controlled_mlp,0,eps0.0001__rank_plus_one__N1_anchor_norm__std0,0.0001,rank_plus_one,N1_anchor_norm,False,normalization,test,3.0304879018967794e-16,9.0,226,3.3885723921034854e-14,3.38443688981597e-12,8.0,0.4526783339679241,2.29065532434954e-05,0.013687211398889119,0.6455976337440515,0.013664304845645623,596.523828809809,0.6455747271908081,0.021166108693729823,False
steel-plates-fault,classification,controlled_mlp,0,eps0.0001__rank_plus_one__N2_cosine__std0,0.0001,rank_plus_one,N2_cosine,False,normalization,validation,2.66999886568068e-16,9.0,226,0.04836806124422385,0.13739220395733726,8.0,0.1983866069931537,2.678164835674249e-05,0.005978923683174716,0.6459857848778665,0.005952142034817974,222.2470385516609,0.6459590032295097,0.009214426929665648,False
steel-plates-fault,classification,controlled_mlp,0,eps0.0001__rank_plus_one__N2_cosine__std0,0.0001,rank_plus_one,N2_cosine,False,normalization,test,2.66999886568068e-16,9.0,226,0.04836806124422385,0.13739220395733726,8.0,0.1983866069931537,2.29065532434954e-05,0.0018227856492488064,0.6455976337440515,0.001799879096005311,78.57485484056441,0.6455747271908081,0.002788025956092505,False
steel-plates-fault,classification,controlled_mlp,0,eps0.0001__rank_plus_one__N3_block_rms__std0,0.0001,rank_plus_one,N3_block_rms,False,normalization,validation,3.08706606603262e-16,9.0,226,3.968589934918073e-14,2.745331867624981e-12,8.0,0.48127931193448603,2.678164835674249e-05,7.524169890888759e-05,0.6459857848778665,4.846005055214509e-05,1.8094498854826795,0.6459590032295097,7.502031910673315e-05,False
steel-plates-fault,classification,controlled_mlp,0,eps0.0001__rank_plus_one__N3_block_rms__std0,0.0001,rank_plus_one,N3_block_rms,False,normalization,test,3.08706606603262e-16,9.0,226,3.968589934918073e-14,2.745331867624981e-12,8.0,0.48127931193448603,2.29065532434954e-05,4.492066448747291e-05,0.6455976337440515,2.201411124397751e-05,0.9610398827780295,0.6455747271908081,3.410002020954415e-05,False
eeg-eye-state,classification,controlled_mlp,0,eps1e-06__rank__N1_anchor_norm__std1,1e-06,rank,N1_anchor_norm,True,rank_anchor,validation,1.9416913985366906e-15,8.0,112,1.1942808012477019e-14,7.22888496361829e-14,8.0,0.14816466998308897,0.5320501951480752,0.4841560507551025,0.6879808065690332,-0.04789414439297268,-0.09001809383726142,0.155930611420958,-0.3071503661566187,False
eeg-eye-state,classification,controlled_mlp,0,eps1e-06__rank__N1_anchor_norm__std1,1e-06,rank,N1_anchor_norm,True,rank_anchor,test,1.9416913985366906e-15,8.0,112,1.1942808012477019e-14,7.22888496361829e-14,8.0,0.14816466998308897,0.5646256516185995,0.5268066495620283,0.6879808065690332,-0.03781900205657118,-0.06698066577059741,0.1233551549504337,-0.30658631227667404,False
eeg-eye-state,classification,controlled_mlp,0,eps1e-06__rank_plus_one__N1_anchor_norm__std1,1e-06,rank_plus_one,N1_anchor_norm,True,rank_anchor,validation,1.8339894522061e-15,9.0,126,1.227397788030092e-14,6.857308075576346e-14,8.0,0.14521453413181007,0.5320501951480752,0.5035968100907757,0.6879808065690332,-0.02845338505729944,-0.05347876068230849,0.155930611420958,-0.18247465842665925,False
eeg-eye-state,classification,controlled_mlp,0,eps1e-06__rank_plus_one__N1_anchor_norm__std1,1e-06,rank_plus_one,N1_anchor_norm,True,rank_anchor,test,1.8339894522061e-15,9.0,126,1.227397788030092e-14,6.857308075576346e-14,8.0,0.14521453413181007,0.5646256516185995,0.5363904626141549,0.6879808065690332,-0.02823518900444455,-0.05000691860793674,0.1233551549504337,-0.22889346631512847,False
eeg-eye-state,classification,controlled_mlp,0,eps1e-06__double_rank_capped_16__N1_anchor_norm__std1,1e-06,double_rank_capped_16,N1_anchor_norm,True,rank_anchor,validation,1.4193453808902095e-15,16.0,224,7.415528413987347e-15,2.85724346727716e-14,8.0,0.16685859998688102,0.5320501951480752,0.4997065946839516,0.6879808065690332,-0.032343600464123545,-0.06079050578136144,0.155930611420958,-0.20742303367750647,False
eeg-eye-state,classification,controlled_mlp,0,eps1e-06__double_rank_capped_16__N1_anchor_norm__std1,1e-06,double_rank_capped_16,N1_anchor_norm,True,rank_anchor,test,1.4193453808902095e-15,16.0,224,7.415528413987347e-15,2.85724346727716e-14,8.0,0.16685859998688102,0.5646256516185995,0.5342408166041022,0.6879808065690332,-0.03038483501449729,-0.053814124327142734,0.1233551549504337,-0.24631994525649503,False
eeg-eye-state,classification,controlled_mlp,0,eps1e-06__fixed_16__N1_anchor_norm__std1,1e-06,fixed_16,N1_anchor_norm,True,rank_anchor,validation,1.4193453808902095e-15,16.0,224,7.415528413987347e-15,2.85724346727716e-14,8.0,0.1639794500079006,0.5320501951480752,0.4997065946839516,0.6879808065690332,-0.032343600464123545,-0.06079050578136144,0.155930611420958,-0.20742303367750647,False
eeg-eye-state,classification,controlled_mlp,0,eps1e-06__fixed_16__N1_anchor_norm__std1,1e-06,fixed_16,N1_anchor_norm,True,rank_anchor,test,1.4193453808902095e-15,16.0,224,7.415528413987347e-15,2.85724346727716e-14,8.0,0.1639794500079006,0.5646256516185995,0.5342408166041022,0.6879808065690332,-0.03038483501449729,-0.053814124327142734,0.1233551549504337,-0.24631994525649503,False
eeg-eye-state,classification,controlled_mlp,0,eps0.0001__rank__N1_anchor_norm__std1,0.0001,rank,N1_anchor_norm,True,rank_anchor,validation,1.9416913985366906e-15,8.0,112,1.1942808012477019e-14,7.22888496361829e-14,8.0,0.15676345094107091,0.5320501951480752,0.4841560507551025,0.6879808065690332,-0.04789414439297268,-0.09001809383726142,0.155930611420958,-0.3071503661566187,False
eeg-eye-state,classification,controlled_mlp,0,eps0.0001__rank__N1_anchor_norm__std1,0.0001,rank,N1_anchor_norm,True,rank_anchor,test,1.9416913985366906e-15,8.0,112,1.1942808012477019e-14,7.22888496361829e-14,8.0,0.15676345094107091,0.5646256516185995,0.5268066495620283,0.6879808065690332,-0.03781900205657118,-0.06698066577059741,0.1233551549504337,-0.30658631227667404,False
eeg-eye-state,classification,controlled_mlp,0,eps0.0001__rank_plus_one__N1_anchor_norm__std1,0.0001,rank_plus_one,N1_anchor_norm,True,rank_anchor,validation,1.8339894522061e-15,9.0,126,1.227397788030092e-14,6.857308075576346e-14,8.0,0.162305693840608,0.5320501951480752,0.5035968100907757,0.6879808065690332,-0.02845338505729944,-0.05347876068230849,0.155930611420958,-0.18247465842665925,False
eeg-eye-state,classification,controlled_mlp,0,eps0.0001__rank_plus_one__N1_anchor_norm__std1,0.0001,rank_plus_one,N1_anchor_norm,True,rank_anchor,test,1.8339894522061e-15,9.0,126,1.227397788030092e-14,6.857308075576346e-14,8.0,0.162305693840608,0.5646256516185995,0.5363904626141549,0.6879808065690332,-0.02823518900444455,-0.05000691860793674,0.1233551549504337,-0.22889346631512847,False
eeg-eye-state,classification,controlled_mlp,0,eps0.0001__double_rank_capped_16__N1_anchor_norm__std1,0.0001,double_rank_capped_16,N1_anchor_norm,True,rank_anchor,validation,1.4193453808902095e-15,16.0,224,7.415528413987347e-15,2.85724346727716e-14,8.0,0.17376780905760825,0.5320501951480752,0.4997065946839516,0.6879808065690332,-0.032343600464123545,-0.06079050578136144,0.155930611420958,-0.20742303367750647,False
eeg-eye-state,classification,controlled_mlp,0,eps0.0001__double_rank_capped_16__N1_anchor_norm__std1,0.0001,double_rank_capped_16,N1_anchor_norm,True,rank_anchor,test,1.4193453808902095e-15,16.0,224,7.415528413987347e-15,2.85724346727716e-14,8.0,0.17376780905760825,0.5646256516185995,0.5342408166041022,0.6879808065690332,-0.03038483501449729,-0.053814124327142734,0.1233551549504337,-0.24631994525649503,False
eeg-eye-state,classification,controlled_mlp,0,eps0.0001__fixed_16__N1_anchor_norm__std1,0.0001,fixed_16,N1_anchor_norm,True,rank_anchor,validation,1.4193453808902095e-15,16.0,224,7.415528413987347e-15,2.85724346727716e-14,8.0,0.1585210331249982,0.5320501951480752,0.4997065946839516,0.6879808065690332,-0.032343600464123545,-0.06079050578136144,0.155930611420958,-0.20742303367750647,False
eeg-eye-state,classification,controlled_mlp,0,eps0.0001__fixed_16__N1_anchor_norm__std1,0.0001,fixed_16,N1_anchor_norm,True,rank_anchor,test,1.4193453808902095e-15,16.0,224,7.415528413987347e-15,2.85724346727716e-14,8.0,0.1585210331249982,0.5646256516185995,0.5342408166041022,0.6879808065690332,-0.03038483501449729,-0.053814124327142734,0.1233551549504337,-0.24631994525649503,False
eeg-eye-state,classification,controlled_mlp,0,eps0.001__rank__N1_anchor_norm__std1,0.001,rank,N1_anchor_norm,True,rank_anchor,validation,1.9416913985366906e-15,8.0,112,1.1942808012477019e-14,7.22888496361829e-14,8.0,0.1563586920965463,0.5320501951480752,0.4841560507551025,0.6879808065690332,-0.04789414439297268,-0.09001809383726142,0.155930611420958,-0.3071503661566187,False
eeg-eye-state,classification,controlled_mlp,0,eps0.001__rank__N1_anchor_norm__std1,0.001,rank,N1_anchor_norm,True,rank_anchor,test,1.9416913985366906e-15,8.0,112,1.1942808012477019e-14,7.22888496361829e-14,8.0,0.1563586920965463,0.5646256516185995,0.5268066495620283,0.6879808065690332,-0.03781900205657118,-0.06698066577059741,0.1233551549504337,-0.30658631227667404,False
eeg-eye-state,classification,controlled_mlp,0,eps0.001__rank_plus_one__N1_anchor_norm__std1,0.001,rank_plus_one,N1_anchor_norm,True,rank_anchor,validation,1.8339894522061e-15,9.0,126,1.227397788030092e-14,6.857308075576346e-14,8.0,0.17591936490498483,0.5320501951480752,0.5035968100907757,0.6879808065690332,-0.02845338505729944,-0.05347876068230849,0.155930611420958,-0.18247465842665925,False
eeg-eye-state,classification,controlled_mlp,0,eps0.001__rank_plus_one__N1_anchor_norm__std1,0.001,rank_plus_one,N1_anchor_norm,True,rank_anchor,test,1.8339894522061e-15,9.0,126,1.227397788030092e-14,6.857308075576346e-14,8.0,0.17591936490498483,0.5646256516185995,0.5363904626141549,0.6879808065690332,-0.02823518900444455,-0.05000691860793674,0.1233551549504337,-0.22889346631512847,False
eeg-eye-state,classification,controlled_mlp,0,eps0.001__double_rank_capped_16__N1_anchor_norm__std1,0.001,double_rank_capped_16,N1_anchor_norm,True,rank_anchor,validation,1.4193453808902095e-15,16.0,224,7.415528413987347e-15,2.85724346727716e-14,8.0,0.14990989514626563,0.5320501951480752,0.4997065946839516,0.6879808065690332,-0.032343600464123545,-0.06079050578136144,0.155930611420958,-0.20742303367750647,False
eeg-eye-state,classification,controlled_mlp,0,eps0.001__double_rank_capped_16__N1_anchor_norm__std1,0.001,double_rank_capped_16,N1_anchor_norm,True,rank_anchor,test,1.4193453808902095e-15,16.0,224,7.415528413987347e-15,2.85724346727716e-14,8.0,0.14990989514626563,0.5646256516185995,0.5342408166041022,0.6879808065690332,-0.03038483501449729,-0.053814124327142734,0.1233551549504337,-0.24631994525649503,False
eeg-eye-state,classification,controlled_mlp,0,eps0.001__fixed_16__N1_anchor_norm__std1,0.001,fixed_16,N1_anchor_norm,True,rank_anchor,validation,1.4193453808902095e-15,16.0,224,7.415528413987347e-15,2.85724346727716e-14,8.0,0.18696796894073486,0.5320501951480752,0.4997065946839516,0.6879808065690332,-0.032343600464123545,-0.06079050578136144,0.155930611420958,-0.20742303367750647,False
eeg-eye-state,classification,controlled_mlp,0,eps0.001__fixed_16__N1_anchor_norm__std1,0.001,fixed_16,N1_anchor_norm,True,rank_anchor,test,1.4193453808902095e-15,16.0,224,7.415528413987347e-15,2.85724346727716e-14,8.0,0.18696796894073486,0.5646256516185995,0.5342408166041022,0.6879808065690332,-0.03038483501449729,-0.053814124327142734,0.1233551549504337,-0.24631994525649503,False
eeg-eye-state,classification,controlled_mlp,0,eps0.0001__rank_plus_one__N0_raw_inner_product__std0,0.0001,rank_plus_one,N0_raw_inner_product,False,normalization,validation,3.6001766419598005e-16,9.0,126,1.3138259092699729e-14,1.4113399011151184e-13,8.0,0.22760164784267545,0.5320501951480752,0.4977271829312102,0.6879808065690332,-0.034323012216864957,-0.0645108535432686,0.155930611420958,-0.22011721690877525,False
eeg-eye-state,classification,controlled_mlp,0,eps0.0001__rank_plus_one__N0_raw_inner_product__std0,0.0001,rank_plus_one,N0_raw_inner_product,False,normalization,test,3.6001766419598005e-16,9.0,126,1.3138259092699729e-14,1.4113399011151184e-13,8.0,0.22760164784267545,0.5646256516185995,0.5171897701240842,0.6879808065690332,-0.047435881494515275,-0.08401297631188366,0.1233551549504337,-0.3845472166410545,False
eeg-eye-state,classification,controlled_mlp,0,eps0.0001__rank_plus_one__N1_anchor_norm__std0,0.0001,rank_plus_one,N1_anchor_norm,False,normalization,validation,3.030535342792113e-16,9.0,126,1.227397788030092e-14,6.857308075576346e-14,8.0,0.22223459789529443,0.5320501951480752,0.49018960974882936,0.6879808065690332,-0.04186058539924581,-0.07867788750194062,0.155930611420958,-0.26845649496131907,False
eeg-eye-state,classification,controlled_mlp,0,eps0.0001__rank_plus_one__N1_anchor_norm__std0,0.0001,rank_plus_one,N1_anchor_norm,False,normalization,test,3.030535342792113e-16,9.0,126,1.227397788030092e-14,6.857308075576346e-14,8.0,0.22223459789529443,0.5646256516185995,0.5075696567032086,0.6879808065690332,-0.05705599491539082,-0.10105101451170294,0.1233551549504337,-0.46253433785006337,False
eeg-eye-state,classification,controlled_mlp,0,eps0.0001__rank_plus_one__N2_cosine__std0,0.0001,rank_plus_one,N2_cosine,False,normalization,validation,2.8743051736100544e-16,9.0,126,0.07653279342507666,0.14927592902566825,8.0,0.23414616007357836,0.5320501951480752,0.47729336222306135,0.6879808065690332,-0.05475683292501382,-0.10291666730762954,0.155930611420958,-0.3511615354164781,False
eeg-eye-state,classification,controlled_mlp,0,eps0.0001__rank_plus_one__N2_cosine__std0,0.0001,rank_plus_one,N2_cosine,False,normalization,test,2.8743051736100544e-16,9.0,126,0.07653279342507666,0.14927592902566825,8.0,0.23414616007357836,0.5646256516185995,0.521954495599054,0.6879808065690332,-0.04267115601954541,-0.07557424268136062,0.1233551549504337,-0.34592114157443554,False
eeg-eye-state,classification,controlled_mlp,0,eps0.0001__rank_plus_one__N3_block_rms__std0,0.0001,rank_plus_one,N3_block_rms,False,normalization,validation,2.977908741834216e-16,9.0,126,9.718169817918811e-15,6.959318742079735e-14,8.0,0.3157349529210478,0.5320501951480752,0.5284772662303829,0.6879808065690332,-0.0035729289176922308,-0.006715398190386618,0.155930611420958,-0.02291358242703593,False
eeg-eye-state,classification,controlled_mlp,0,eps0.0001__rank_plus_one__N3_block_rms__std0,0.0001,rank_plus_one,N3_block_rms,False,normalization,test,2.977908741834216e-16,9.0,126,9.718169817918811e-15,6.959318742079735e-14,8.0,0.3157349529210478,0.5646256516185995,0.5530345370600305,0.6879808065690332,-0.011591114558568982,-0.020528848672285785,0.1233551549504337,-0.0939653844480719,False
space-ga,regression,controlled_mlp,0,eps1e-06__rank__N1_anchor_norm__std1,1e-06,rank,N1_anchor_norm,True,rank_anchor,validation,2.1556352176276532e-15,8.0,48,8.535287909460699e-15,1.2316270485308823e-14,8.0,0.2992133710067719,0.13315468666456673,0.11573161922314863,0.19926366369044726,-0.017423067441418097,-0.13084832293818524,0.06610897702588053,-0.26355070408361125,False
space-ga,regression,controlled_mlp,0,eps1e-06__rank__N1_anchor_norm__std1,1e-06,rank,N1_anchor_norm,True,rank_anchor,test,2.1556352176276532e-15,8.0,48,8.535287909460699e-15,1.2316270485308823e-14,8.0,0.2992133710067719,0.11679322209821488,0.10584620305263531,0.18712234365541708,-0.01094701904557957,-0.09372991727528415,0.0703291215572022,-0.15565414160158123,False
space-ga,regression,controlled_mlp,0,eps1e-06__rank_plus_one__N1_anchor_norm__std1,1e-06,rank_plus_one,N1_anchor_norm,True,rank_anchor,validation,2.0368087503689785e-15,9.0,54,4.227439945987929e-15,1.1348338207771485e-14,8.0,0.36391859594732523,0.13315468666456673,0.1121176818976644,0.19926366369044726,-0.02103700476690233,-0.15798921760746712,0.06610897702588053,-0.31821706692975604,False
space-ga,regression,controlled_mlp,0,eps1e-06__rank_plus_one__N1_anchor_norm__std1,1e-06,rank_plus_one,N1_anchor_norm,True,rank_anchor,test,2.0368087503689785e-15,9.0,54,4.227439945987929e-15,1.1348338207771485e-14,8.0,0.36391859594732523,0.11679322209821488,0.10236180349991034,0.18712234365541708,-0.014431418598304546,-0.12356383648846282,0.0703291215572022,-0.20519833432821638,False
