dataset,model,seed,embedding,k,interface,representation_id,shape_match,train_relative_error,validation_relative_error,test_relative_error
phoneme,controlled_mlp,0,RBF,8,Gram-after-embedding,gram_anchor__pivot_tie_v2__rbf_k8_embedding_rotated_m6,True,1.0701024931171124e-15,1.103284865419652e-15,1.0884555473815042e-15
phoneme,controlled_mlp,0,RBF,8,Gram-after-embedding,gram_anchor__pivot_tie_v2__rbf_k8_embedding_rotated_m7,True,9.69142629746201e-16,9.798814237326772e-16,9.791360648707484e-16
phoneme,controlled_mlp,0,RBF,8,RankAdaptiveGram-after-embedding,rank_adaptive_gram__rbf_k8_embedding_rotated_m0,True,1.9623503745762266e-15,2.0377745628039453e-15,2.02658992243249e-15
phoneme,controlled_mlp,0,RBF,8,RankAdaptiveGram-after-embedding,rank_adaptive_gram__rbf_k8_embedding_rotated_m1,True,1.06995014430634e-15,1.10247536425708e-15,1.1052223464693225e-15
phoneme,controlled_mlp,0,RBF,8,RankAdaptiveGram-after-embedding,rank_adaptive_gram__rbf_k8_embedding_rotated_m2,True,1.0626584776843261e-15,1.0812054238842287e-15,1.1130535072087354e-15
phoneme,controlled_mlp,0,RBF,8,RankAdaptiveGram-after-embedding,rank_adaptive_gram__rbf_k8_embedding_rotated_m3,True,1.2558809421027896e-15,1.3020430861546299e-15,1.2987812873184324e-15
phoneme,controlled_mlp,0,RBF,8,RankAdaptiveGram-after-embedding,rank_adaptive_gram__rbf_k8_embedding_rotated_m4,True,1.9221717839896833e-15,1.995164604117643e-15,1.9566760595911243e-15
phoneme,controlled_mlp,0,RBF,8,RankAdaptiveGram-after-embedding,rank_adaptive_gram__rbf_k8_embedding_rotated_m5,True,1.223541720919945e-15,1.2688615564011741e-15,1.2685591659196112e-15
phoneme,controlled_mlp,0,RBF,8,RankAdaptiveGram-after-embedding,rank_adaptive_gram__rbf_k8_embedding_rotated_m6,True,1.4362201196779243e-15,1.5164078240145902e-15,1.4848720951241437e-15
phoneme,controlled_mlp,0,RBF,8,RankAdaptiveGram-after-embedding,rank_adaptive_gram__rbf_k8_embedding_rotated_m7,True,1.1961675557818342e-15,1.2421922174781923e-15,1.2342897437097212e-15
phoneme,controlled_mlp,1,PLE,8,Gram-after-embedding,gram_anchor__pivot_tie_v2__ple_k8_embedding_rotated_m0,True,2.47465478728559e-15,2.6125965288192623e-15,2.573167112098762e-15
phoneme,controlled_mlp,1,PLE,8,Gram-after-embedding,gram_anchor__pivot_tie_v2__ple_k8_embedding_rotated_m1,True,3.1152600185329767e-15,3.2760839346736568e-15,3.203356117518145e-15
phoneme,controlled_mlp,1,PLE,8,Gram-after-embedding,gram_anchor__pivot_tie_v2__ple_k8_embedding_rotated_m2,True,1.9739430465317708e-15,2.145378492098122e-15,2.05436271474911e-15
phoneme,controlled_mlp,1,PLE,8,Gram-after-embedding,gram_anchor__pivot_tie_v2__ple_k8_embedding_rotated_m3,True,1.944392347187933e-15,2.0254861828499793e-15,1.9960592219601214e-15
phoneme,controlled_mlp,1,PLE,8,Gram-after-embedding,gram_anchor__pivot_tie_v2__ple_k8_embedding_rotated_m4,True,2.99150005555573e-15,3.154817852327564e-15,3.0669486925164163e-15
phoneme,controlled_mlp,1,PLE,8,Gram-after-embedding,gram_anchor__pivot_tie_v2__ple_k8_embedding_rotated_m5,True,2.28411427795153e-15,2.4082073349246987e-15,2.3621124536459688e-15
phoneme,controlled_mlp,1,PLE,8,Gram-after-embedding,gram_anchor__pivot_tie_v2__ple_k8_embedding_rotated_m6,True,2.3451473782839052e-15,2.4822840294324476e-15,2.4373142402967606e-15
phoneme,controlled_mlp,1,PLE,8,Gram-after-embedding,gram_anchor__pivot_tie_v2__ple_k8_embedding_rotated_m7,True,2.944423567936096e-15,3.1086760591506325e-15,3.0343108132072004e-15
phoneme,controlled_mlp,1,PLE,8,RankAdaptiveGram-after-embedding,rank_adaptive_gram__ple_k8_embedding_rotated_m0,True,2.9324181233816656e-15,3.0769630559652215e-15,3.0278463885551432e-15
phoneme,controlled_mlp,1,PLE,8,RankAdaptiveGram-after-embedding,rank_adaptive_gram__ple_k8_embedding_rotated_m1,True,3.274036121383472e-15,3.426411625674641e-15,3.369637447305246e-15
phoneme,controlled_mlp,1,PLE,8,RankAdaptiveGram-after-embedding,rank_adaptive_gram__ple_k8_embedding_rotated_m2,True,1.7070130889678987e-15,1.868698410988976e-15,1.7672474627124333e-15
phoneme,controlled_mlp,1,PLE,8,RankAdaptiveGram-after-embedding,rank_adaptive_gram__ple_k8_embedding_rotated_m3,True,2.1884685845541347e-15,2.2729965274147828e-15,2.2398392778313187e-15
phoneme,controlled_mlp,1,PLE,8,RankAdaptiveGram-after-embedding,rank_adaptive_gram__ple_k8_embedding_rotated_m4,True,2.0896571221630557e-15,2.2049885860119356e-15,2.151219874891224e-15
phoneme,controlled_mlp,1,PLE,8,RankAdaptiveGram-after-embedding,rank_adaptive_gram__ple_k8_embedding_rotated_m5,True,1.7290678007871957e-15,1.82760876101254e-15,1.771119315248931e-15
phoneme,controlled_mlp,1,PLE,8,RankAdaptiveGram-after-embedding,rank_adaptive_gram__ple_k8_embedding_rotated_m6,True,2.7098540892542497e-15,2.85398934115525e-15,2.8113220313646526e-15
phoneme,controlled_mlp,1,PLE,8,RankAdaptiveGram-after-embedding,rank_adaptive_gram__ple_k8_embedding_rotated_m7,True,2.677407612405958e-15,2.8188740327554703e-15,2.7639404656003224e-15
phoneme,controlled_mlp,1,RBF,8,Gram-after-embedding,gram_anchor__pivot_tie_v2__rbf_k8_embedding_rotated_m0,True,1.4283857826541202e-15,1.4523152429493472e-15,1.4497729622740578e-15
phoneme,controlled_mlp,1,RBF,8,Gram-after-embedding,gram_anchor__pivot_tie_v2__rbf_k8_embedding_rotated_m1,True,8.585250482892461e-16,8.669861973040605e-16,8.734249913483926e-16
phoneme,controlled_mlp,1,RBF,8,Gram-after-embedding,gram_anchor__pivot_tie_v2__rbf_k8_embedding_rotated_m2,True,8.442037971535875e-16,8.447639722012989e-16,8.715530897093539e-16
phoneme,controlled_mlp,1,RBF,8,Gram-after-embedding,gram_anchor__pivot_tie_v2__rbf_k8_embedding_rotated_m3,True,9.457243608494463e-16,9.614776786277327e-16,9.610046192752183e-16
phoneme,controlled_mlp,1,RBF,8,Gram-after-embedding,gram_anchor__pivot_tie_v2__rbf_k8_embedding_rotated_m4,True,1.4631285033828082e-15,1.4799970300555038e-15,1.4623439084629159e-15
phoneme,controlled_mlp,1,RBF,8,Gram-after-embedding,gram_anchor__pivot_tie_v2__rbf_k8_embedding_rotated_m5,True,9.175389939286014e-16,9.326273734423415e-16,9.365792976049176e-16
phoneme,controlled_mlp,1,RBF,8,Gram-after-embedding,gram_anchor__pivot_tie_v2__rbf_k8_embedding_rotated_m6,True,1.0701024931171124e-15,1.103284865419652e-15,1.0884555473815042e-15
phoneme,controlled_mlp,1,RBF,8,Gram-after-embedding,gram_anchor__pivot_tie_v2__rbf_k8_embedding_rotated_m7,True,9.69142629746201e-16,9.798814237326772e-16,9.791360648707484e-16
phoneme,controlled_mlp,1,RBF,8,RankAdaptiveGram-after-embedding,rank_adaptive_gram__rbf_k8_embedding_rotated_m0,True,1.9623503745762266e-15,2.0377745628039453e-15,2.02658992243249e-15
phoneme,controlled_mlp,1,RBF,8,RankAdaptiveGram-after-embedding,rank_adaptive_gram__rbf_k8_embedding_rotated_m1,True,1.06995014430634e-15,1.10247536425708e-15,1.1052223464693225e-15
phoneme,controlled_mlp,1,RBF,8,RankAdaptiveGram-after-embedding,rank_adaptive_gram__rbf_k8_embedding_rotated_m2,True,1.0626584776843261e-15,1.0812054238842287e-15,1.1130535072087354e-15
phoneme,controlled_mlp,1,RBF,8,RankAdaptiveGram-after-embedding,rank_adaptive_gram__rbf_k8_embedding_rotated_m3,True,1.2558809421027896e-15,1.3020430861546299e-15,1.2987812873184324e-15
phoneme,controlled_mlp,1,RBF,8,RankAdaptiveGram-after-embedding,rank_adaptive_gram__rbf_k8_embedding_rotated_m4,True,1.9221717839896833e-15,1.995164604117643e-15,1.9566760595911243e-15
phoneme,controlled_mlp,1,RBF,8,RankAdaptiveGram-after-embedding,rank_adaptive_gram__rbf_k8_embedding_rotated_m5,True,1.223541720919945e-15,1.2688615564011741e-15,1.2685591659196112e-15
phoneme,controlled_mlp,1,RBF,8,RankAdaptiveGram-after-embedding,rank_adaptive_gram__rbf_k8_embedding_rotated_m6,True,1.4362201196779243e-15,1.5164078240145902e-15,1.4848720951241437e-15
phoneme,controlled_mlp,1,RBF,8,RankAdaptiveGram-after-embedding,rank_adaptive_gram__rbf_k8_embedding_rotated_m7,True,1.1961675557818342e-15,1.2421922174781923e-15,1.2342897437097212e-15
