dataset,problem_type,model,seed,embedding,k,method,split,alpha,raw_fallback,raw_disagreement,method_disagreement,disagreement_reduction,fixed_coordinate_error,rank_coordinate_error,fit_seconds,raw_loss,method_loss,trivial_loss,absolute_task_difference,relative_task_difference,safety_denominator,normalized_excess_risk,denominator_sensitive
steel-plates-fault,classification,tabm_d,0,PLE,8,Raw embedding,validation,0.0,True,0.07090100580329259,0.07090100580329259,0.0,2.1564628234719632e-15,1.4128351646985961e-15,0.0,0.07361845631277968,0.07361845631277968,0.6459857848778665,0.0,0.0,0.5723673285650869,0.0,False
steel-plates-fault,classification,tabm_d,0,PLE,8,Raw embedding,test,0.0,True,0.08230142810016886,0.08230142810016886,0.0,2.1564628234719632e-15,1.4128351646985961e-15,0.0,0.07222359074382438,0.07222359074382438,0.6455976337440515,0.0,0.0,0.5733740430002272,0.0,False
steel-plates-fault,classification,tabm_d,0,PLE,8,Gram-after-embedding,validation,1.0,False,0.07090100580329259,0.0,1.0,2.1564628234719632e-15,1.4128351646985961e-15,0.44971565599553287,0.07361845631277968,0.006169373161843467,0.6459857848778665,-0.06744908315093621,-0.916198009699743,0.5723673285650869,-0.11784230123691665,False
steel-plates-fault,classification,tabm_d,0,PLE,8,Gram-after-embedding,test,1.0,False,0.08230142810016886,0.0,1.0,2.1564628234719632e-15,1.4128351646985961e-15,0.44971565599553287,0.07222359074382438,0.007100075728920139,0.6455976337440515,-0.06512351501490424,-0.9016931219315311,0.5733740430002272,-0.11357946145266717,False
steel-plates-fault,classification,tabm_d,0,PLE,8,RankAdaptiveGram-after-embedding,validation,1.0,False,0.07090100580329259,0.0,1.0,2.1564628234719632e-15,1.4128351646985961e-15,0.37114687194116414,0.07361845631277968,0.006241473635042538,0.6459857848778665,-0.06737698267773713,-0.915218629299633,0.5723673285650869,-0.11771633235364751,False
steel-plates-fault,classification,tabm_d,0,PLE,8,RankAdaptiveGram-after-embedding,test,1.0,False,0.08230142810016886,0.0,1.0,2.1564628234719632e-15,1.4128351646985961e-15,0.37114687194116414,0.07222359074382438,0.00515387971528668,0.6455976337440515,-0.0670697110285377,-0.9286399407422516,0.5733740430002272,-0.11697374837128985,False
steel-plates-fault,classification,tabm_d,0,PLE,8,SafeGram-after-embedding,validation,1.0,False,0.07090100580329259,0.0,1.0,2.1564628234719632e-15,1.4128351646985961e-15,0.44971565599553287,0.07361845631277968,0.006169373161843467,0.6459857848778665,-0.06744908315093621,-0.916198009699743,0.5723673285650869,-0.11784230123691665,False
steel-plates-fault,classification,tabm_d,0,PLE,8,SafeGram-after-embedding,test,1.0,False,0.08230142810016886,0.0,1.0,2.1564628234719632e-15,1.4128351646985961e-15,0.44971565599553287,0.07222359074382438,0.007100075728920139,0.6455976337440515,-0.06512351501490424,-0.9016931219315311,0.5733740430002272,-0.11357946145266717,False
steel-plates-fault,classification,tabm_d,0,PLE,8,SafeRankGram prediction hybrid,validation,1.0,False,0.07090100580329259,0.0,1.0,2.1564628234719632e-15,1.4128351646985961e-15,0.37114687194116414,0.07361845631277968,0.006241473635042538,0.6459857848778665,-0.06737698267773713,-0.915218629299633,0.5723673285650869,-0.11771633235364751,False
steel-plates-fault,classification,tabm_d,0,PLE,8,SafeRankGram prediction hybrid,test,1.0,False,0.08230142810016886,0.0,1.0,2.1564628234719632e-15,1.4128351646985961e-15,0.37114687194116414,0.07222359074382438,0.00515387971528668,0.6455976337440515,-0.0670697110285377,-0.9286399407422516,0.5733740430002272,-0.11697374837128985,False
