dataset,config_id,relative_threshold,anchor_rule,normalization,standardize,screen,feature,kind,raw_block_dimension,empirical_rank,singular_values,relative_rank_threshold,anchor_count,anchor_indices,pivot_rank,anchor_gram_condition_number,anchor_gram_effective_condition_number,coordinate_dimension,reconstruction_error,global_rms_scale,standardized,constant_coordinates
steel-plates-fault,eps0.001__double_rank_capped_16__N1_anchor_norm__std1,0.001,double_rank_capped_16,N1_anchor_norm,True,rank_anchor,V1,continuous,8,7,"[43.93706731186612, 22.16979507483453, 12.437898618853042, 6.934360384288078, 2.920403396552183, 0.9938916662191766, 0.05814347371120844, 0.0008065055408117658]",0.001,14,"[813, 407, 972, 49, 432, 589, 91, 25, 0, 1, 2, 3, 4, 5]",8,2.00997926356978e+17,2066736220.9479601,14,2.8743953346349724e-12,1.0,True,0.0
steel-plates-fault,eps0.001__double_rank_capped_16__N1_anchor_norm__std1,0.001,double_rank_capped_16,N1_anchor_norm,True,rank_anchor,V2,continuous,8,7,"[43.93887130305502, 22.37922251500703, 12.162036789807498, 6.656719424721911, 3.0524416534225787, 1.166243841980208, 0.10016246111093254, 0.0030997526611918464]",0.001,14,"[273, 472, 978, 629, 590, 187, 471, 591, 0, 1, 2, 3, 4, 5]",8,6.021451243248068e+17,181110584.2072521,14,8.380999391786019e-13,1.0,True,0.0
steel-plates-fault,eps0.001__double_rank_capped_16__N1_anchor_norm__std1,0.001,double_rank_capped_16,N1_anchor_norm,True,rank_anchor,V3,continuous,8,8,"[31.723618181540765, 19.482667494872853, 12.346315984620063, 7.797658874001304, 4.672010168513998, 1.6419265072031526, 1.4150847503815027, 0.22403020454102474]",0.001,16,"[410, 679, 369, 79, 447, 766, 118, 333, 0, 1, 2, 3, 4, 5, 6, 7]",8,9.042863795241713e+17,38754.78607780637,16,1.0470915588351323e-14,1.0,True,0.0
steel-plates-fault,eps0.001__double_rank_capped_16__N1_anchor_norm__std1,0.001,double_rank_capped_16,N1_anchor_norm,True,rank_anchor,V4,continuous,8,8,"[31.724731471086294, 19.482858048196633, 12.34611016061402, 7.797633514979985, 4.671446559655016, 1.6419428603015316, 1.4147402886600942, 0.22396305575527442]",0.001,16,"[410, 679, 369, 79, 447, 766, 118, 333, 0, 1, 2, 3, 4, 5, 6, 7]",8,2.0904059528708822e+17,38761.48666916216,16,1.1391517603293673e-14,1.0,True,0.0
steel-plates-fault,eps0.001__double_rank_capped_16__N1_anchor_norm__std1,0.001,double_rank_capped_16,N1_anchor_norm,True,rank_anchor,V5,continuous,8,8,"[39.631062722894555, 12.460372705666607, 5.277109790556888, 3.906771288481482, 1.9986314762081938, 1.0, 0.6011254376757824, 0.04122724240397012]",0.001,16,"[753, 212, 491, 268, 128, 336, 729, 888, 0, 1, 2, 3, 4, 5, 6, 7]",8,4.6101918936141195e+23,505622.46252666163,16,4.2095590712853006e-14,1.0,True,0.0
steel-plates-fault,eps0.001__double_rank_capped_16__N1_anchor_norm__std1,0.001,double_rank_capped_16,N1_anchor_norm,True,rank_anchor,V6,continuous,8,7,"[39.674304921440104, 12.910178271485908, 7.6850058585806345, 4.228835040400289, 3.7079308866936196, 1.0, 0.5737775434057726, 0.037860312818404934]",0.001,14,"[17, 614, 212, 317, 66, 336, 95, 158, 0, 1, 2, 3, 4, 5]",8,5.83505109280138e+17,682020.4415429571,14,4.5782990782985627e-14,1.0,True,0.0
steel-plates-fault,eps0.001__double_rank_capped_16__N1_anchor_norm__std1,0.001,double_rank_capped_16,N1_anchor_norm,True,rank_anchor,V7,continuous,8,8,"[37.34431882161775, 13.389452988235403, 6.4936963800595455, 6.381819567673927, 4.6587124081328195, 1.005118773722673, 1.0, 0.07200923698359943]",0.001,16,"[32, 212, 308, 181, 13, 336, 15, 62, 0, 1, 2, 3, 4, 5, 6, 7]",8,1.2259237034332956e+18,209072.47766806762,16,7.21226040084728e-14,1.0,True,0.0
steel-plates-fault,eps0.001__double_rank_capped_16__N1_anchor_norm__std1,0.001,double_rank_capped_16,N1_anchor_norm,True,rank_anchor,V8,continuous,8,8,"[38.45662740618848, 12.875753035163294, 6.261894339047953, 4.287022154257495, 1.061173303737055, 1.0, 0.7674673967093895, 0.05776726714779716]",0.001,16,"[845, 212, 480, 79, 361, 355, 445, 433, 0, 1, 2, 3, 4, 5, 6, 7]",8,3.363743179547912e+28,300020.9805075228,16,3.9313909890321994e-14,1.0,True,0.0
steel-plates-fault,eps0.001__double_rank_capped_16__N1_anchor_norm__std1,0.001,double_rank_capped_16,N1_anchor_norm,True,rank_anchor,V9,continuous,8,8,"[36.96632496793356, 17.512811348833303, 12.707651106676488, 5.951835912818251, 3.2508603362129267, 2.433154629367199, 1.5664631684345829, 0.2015094219584045]",0.001,16,"[3, 24, 212, 200, 116, 188, 114, 207, 0, 1, 2, 4, 5, 6, 7, 8]",8,5.680861299434714e+18,26655.54853286406,16,7.451967659184027e-15,1.0,True,0.0
steel-plates-fault,eps0.001__double_rank_capped_16__N1_anchor_norm__std1,0.001,double_rank_capped_16,N1_anchor_norm,True,rank_anchor,V10,continuous,8,8,"[34.97113242960436, 19.39291504040935, 9.731127214744877, 5.679962548527896, 1.8202787335620843, 1.3765316257952016, 0.8295185692677293, 0.2060830044812224]",0.001,16,"[45, 468, 765, 879, 85, 41, 476, 462, 0, 1, 2, 3, 4, 5, 6, 7]",8,2.9419256756765267e+23,28320.69703508709,16,1.4975366764309226e-14,1.0,True,0.0
steel-plates-fault,eps0.001__double_rank_capped_16__N1_anchor_norm__std1,0.001,double_rank_capped_16,N1_anchor_norm,True,rank_anchor,V11,continuous,8,7,"[48.40626655604268, 20.138370497971113, 4.937967177419695, 3.2979163856559977, 1.4944387632989724, 1.0208539593868857, 0.08400449881927555, 0.0009387706591547866]",0.001,14,"[46, 571, 600, 463, 56, 215, 631, 843, 0, 1, 2, 3, 4, 5]",8,9.967723884878305e+34,267788518.7459004,14,1.944968378089491e-12,1.0,True,0.0
steel-plates-fault,eps0.001__double_rank_capped_16__N1_anchor_norm__std1,0.001,double_rank_capped_16,N1_anchor_norm,True,rank_anchor,V14,continuous,8,6,"[45.538479831815, 23.458540668796623, 8.219561254084727, 4.690827424518135, 1.4872175943473542, 0.13784323801449777, 8.134845404176074e-15, 3.4942328087628036e-17]",0.001,12,"[16, 564, 776, 32, 10, 427, 0, 1, 2, 3, 4, 5]",6,1.8849924864128214e+97,34667.61669024826,12,3.3873882408361894e-14,1.0,True,0.0
steel-plates-fault,eps0.001__double_rank_capped_16__N1_anchor_norm__std1,0.001,double_rank_capped_16,N1_anchor_norm,True,rank_anchor,V15,continuous,8,7,"[40.44401434571029, 16.429519350233054, 13.442332617360288, 8.94712811005249, 5.342949993020605, 2.6456734350519904, 0.38149597349261666, 0.0038749056137019665]",0.001,14,"[283, 155, 465, 618, 835, 132, 91, 483, 0, 1, 2, 3, 4, 5]",8,4.596763477790163e+17,72085609.66523533,14,1.1339646828867348e-12,1.0,True,0.0
steel-plates-fault,eps0.001__double_rank_capped_16__N1_anchor_norm__std1,0.001,double_rank_capped_16,N1_anchor_norm,True,rank_anchor,V16,continuous,8,8,"[32.92702810182371, 19.88510411212426, 12.489852006494333, 5.969375587716887, 2.2551233129610866, 2.1112758811843695, 1.732473891266145, 0.4450040534429979]",0.001,16,"[438, 21, 1014, 212, 336, 47, 439, 44, 0, 1, 2, 3, 4, 5, 6, 7]",8,1.0683059704519131e+18,10510.905499550461,16,6.8359927508296935e-15,1.0,True,0.0
steel-plates-fault,eps0.001__double_rank_capped_16__N1_anchor_norm__std1,0.001,double_rank_capped_16,N1_anchor_norm,True,rank_anchor,V17,continuous,8,8,"[27.198551769404663, 23.48533677410676, 14.574582561614692, 9.266509384120013, 6.420022549603966, 4.072760537923809, 1.616246401808343, 0.8042669431715449]",0.001,16,"[326, 245, 25, 212, 429, 624, 105, 611, 0, 1, 2, 3, 4, 5, 6, 7]",8,5.7563452141253896e+32,1184.7291518356049,16,3.641940104040166e-15,1.0,True,0.0
steel-plates-fault,eps0.001__double_rank_capped_16__N1_anchor_norm__std1,0.001,double_rank_capped_16,N1_anchor_norm,True,rank_anchor,V18,continuous,8,7,"[40.54868306743958, 13.029473496907386, 8.029362432572503, 4.535089215316597, 3.2982570720999074, 1.0000000000266533, 0.5422895490615997, 0.031110025252120897]",0.001,14,"[1, 582, 216, 387, 336, 438, 38, 995, 0, 2, 3, 4, 5, 6]",8,6.201545505873029e+33,1618221.4891522275,14,9.65653774661955e-14,1.0,True,0.0
steel-plates-fault,eps0.001__double_rank_capped_16__N1_anchor_norm__std1,0.001,double_rank_capped_16,N1_anchor_norm,True,rank_anchor,V19,continuous,8,8,"[30.688431115711193, 19.49637554914373, 14.996533287900824, 9.67999516343299, 5.276856088358574, 3.3378031377367794, 1.992972311610481, 0.4623979523317383]",0.001,16,"[147, 985, 794, 212, 253, 855, 98, 10, 0, 1, 2, 3, 4, 5, 6, 7]",8,1.716786944379091e+18,5350.61192905403,16,6.5230401875109036e-15,1.0,True,0.0
steel-plates-fault,eps0.001__double_rank_capped_16__N1_anchor_norm__std1,0.001,double_rank_capped_16,N1_anchor_norm,True,rank_anchor,V20,continuous,8,5,"[55.13532825201263, 20.341886902800496, 7.3328268206723, 3.579839178857451, 1.2304780189283155, 0.023774459479216664, 1.0046257123004893e-14, 5.9578244367007765e-15]",0.001,10,"[194, 804, 728, 139, 713, 996, 0, 1, 2, 3]",6,4.2065532846658035e+33,3110283.2905957433,10,7.428419343439366e-14,1.0,True,0.0
steel-plates-fault,eps0.001__double_rank_capped_16__N1_anchor_norm__std1,0.001,double_rank_capped_16,N1_anchor_norm,True,rank_anchor,V22,continuous,8,8,"[41.17120585678695, 15.239856835103446, 12.13300494253512, 5.2380803846899475, 1.5770973228298908, 1.1079473546453342, 0.9887832302580939, 0.0975317382982088]",0.001,16,"[606, 480, 212, 336, 393, 399, 42, 401, 0, 1, 2, 3, 4, 5, 6, 7]",8,5.6511464749417517e+17,126563.43138502672,16,3.0605954139163834e-14,1.0,True,0.0
steel-plates-fault,eps0.001__double_rank_capped_16__N1_anchor_norm__std1,0.001,double_rank_capped_16,N1_anchor_norm,True,rank_anchor,V23,continuous,8,8,"[40.96784100791186, 15.157708409086133, 12.605475558445136, 5.066806836859389, 2.3909503286127505, 1.9666050546262592, 0.9448615584547747, 0.07072861911131441]",0.001,16,"[2, 156, 336, 216, 284, 7, 121, 402, 0, 1, 3, 4, 5, 6, 8, 9]",8,3.546175912779485e+33,218489.96554927772,16,9.983711706147027e-14,1.0,True,0.0
steel-plates-fault,eps0.001__double_rank_capped_16__N1_anchor_norm__std1,0.001,double_rank_capped_16,N1_anchor_norm,True,rank_anchor,V24,continuous,8,8,"[34.75573287873272, 20.561709606481102, 11.251383002431897, 4.5008524196938104, 1.652796035103249, 1.5820384616738685, 1.0, 0.3257517010336745]",0.001,16,"[32, 386, 336, 212, 49, 285, 131, 141, 0, 1, 2, 3, 4, 5, 6, 7]",8,2.968176880889492e+17,18243.304184988778,16,1.5245342617289055e-14,1.0,True,0.0
steel-plates-fault,eps0.001__double_rank_capped_16__N1_anchor_norm__std1,0.001,double_rank_capped_16,N1_anchor_norm,True,rank_anchor,V25,continuous,8,8,"[29.413000807013837, 21.400396210984912, 16.02862511460314, 9.453446255828228, 5.511769718008225, 3.470729066115495, 1.677586400891775, 0.495144978496351]",0.001,16,"[275, 68, 367, 715, 212, 468, 106, 230, 0, 1, 2, 3, 4, 5, 6, 7]",8,3.476284552414816e+32,7532.1053983552265,16,1.1102658833815642e-14,1.0,True,0.0
steel-plates-fault,eps0.001__double_rank_capped_16__N1_anchor_norm__std1,0.001,double_rank_capped_16,N1_anchor_norm,True,rank_anchor,V26,continuous,8,8,"[36.245727311721105, 18.819362355500864, 10.576940921729753, 5.3496115831114235, 2.067975048960162, 1.4227374821324863, 1.3509533559550428, 0.22302525406865498]",0.001,16,"[129, 286, 828, 201, 883, 903, 181, 816, 0, 1, 2, 3, 4, 5, 6, 7]",8,9.19662533644519e+19,26854.730210263682,16,6.9926742838899845e-15,1.0,True,0.0
steel-plates-fault,eps0.001__double_rank_capped_16__N1_anchor_norm__std1,0.001,double_rank_capped_16,N1_anchor_norm,True,rank_anchor,V27,continuous,8,7,"[33.402216002625096, 26.87900430291512, 11.811947284310095, 8.068784083874535, 4.302747065505656, 0.8120929554434994, 0.049377871071537606, 1.2387194191074803e-15]",0.001,14,"[69, 12, 164, 1011, 336, 637, 1022, 0, 1, 2, 3, 4, 5, 6]",7,2.717283918081298e+19,124551.5371554259,14,5.266331635005519e-14,1.0,True,0.0
steel-plates-fault,eps0.001__fixed_16__N1_anchor_norm__std1,0.001,fixed_16,N1_anchor_norm,True,rank_anchor,V1,continuous,8,7,"[43.93706731186612, 22.16979507483453, 12.437898618853042, 6.934360384288078, 2.920403396552183, 0.9938916662191766, 0.05814347371120844, 0.0008065055408117658]",0.001,16,"[813, 407, 972, 49, 432, 589, 91, 25, 0, 1, 2, 3, 4, 5, 6, 7]",8,4.2370520890767904e+17,2395652193.062196,16,1.8271475149474482e-12,1.0,True,0.0
steel-plates-fault,eps0.001__fixed_16__N1_anchor_norm__std1,0.001,fixed_16,N1_anchor_norm,True,rank_anchor,V2,continuous,8,7,"[43.93887130305502, 22.37922251500703, 12.162036789807498, 6.656719424721911, 3.0524416534225787, 1.166243841980208, 0.10016246111093254, 0.0030997526611918464]",0.001,16,"[273, 472, 978, 629, 590, 187, 471, 591, 0, 1, 2, 3, 4, 5, 6, 7]",8,4.3776875951866675e+17,199027975.15931174,16,1.6150127204123004e-12,1.0,True,0.0
steel-plates-fault,eps0.001__fixed_16__N1_anchor_norm__std1,0.001,fixed_16,N1_anchor_norm,True,rank_anchor,V3,continuous,8,8,"[31.723618181540765, 19.482667494872853, 12.346315984620063, 7.797658874001304, 4.672010168513998, 1.6419265072031526, 1.4150847503815027, 0.22403020454102474]",0.001,16,"[410, 679, 369, 79, 447, 766, 118, 333, 0, 1, 2, 3, 4, 5, 6, 7]",8,9.042863795241713e+17,38754.78607780637,16,1.0470915588351323e-14,1.0,True,0.0
steel-plates-fault,eps0.001__fixed_16__N1_anchor_norm__std1,0.001,fixed_16,N1_anchor_norm,True,rank_anchor,V4,continuous,8,8,"[31.724731471086294, 19.482858048196633, 12.34611016061402, 7.797633514979985, 4.671446559655016, 1.6419428603015316, 1.4147402886600942, 0.22396305575527442]",0.001,16,"[410, 679, 369, 79, 447, 766, 118, 333, 0, 1, 2, 3, 4, 5, 6, 7]",8,2.0904059528708822e+17,38761.48666916216,16,1.1391517603293673e-14,1.0,True,0.0
steel-plates-fault,eps0.001__fixed_16__N1_anchor_norm__std1,0.001,fixed_16,N1_anchor_norm,True,rank_anchor,V5,continuous,8,8,"[39.631062722894555, 12.460372705666607, 5.277109790556888, 3.906771288481482, 1.9986314762081938, 1.0, 0.6011254376757824, 0.04122724240397012]",0.001,16,"[753, 212, 491, 268, 128, 336, 729, 888, 0, 1, 2, 3, 4, 5, 6, 7]",8,4.6101918936141195e+23,505622.46252666163,16,4.2095590712853006e-14,1.0,True,0.0
steel-plates-fault,eps0.001__fixed_16__N1_anchor_norm__std1,0.001,fixed_16,N1_anchor_norm,True,rank_anchor,V6,continuous,8,7,"[39.674304921440104, 12.910178271485908, 7.6850058585806345, 4.228835040400289, 3.7079308866936196, 1.0, 0.5737775434057726, 0.037860312818404934]",0.001,16,"[17, 614, 212, 317, 66, 336, 95, 158, 0, 1, 2, 3, 4, 5, 6, 7]",8,1.2239887699005862e+33,583455.4281821117,16,8.942805480647969e-14,1.0,True,0.0
steel-plates-fault,eps0.001__fixed_16__N1_anchor_norm__std1,0.001,fixed_16,N1_anchor_norm,True,rank_anchor,V7,continuous,8,8,"[37.34431882161775, 13.389452988235403, 6.4936963800595455, 6.381819567673927, 4.6587124081328195, 1.005118773722673, 1.0, 0.07200923698359943]",0.001,16,"[32, 212, 308, 181, 13, 336, 15, 62, 0, 1, 2, 3, 4, 5, 6, 7]",8,1.2259237034332956e+18,209072.47766806762,16,7.21226040084728e-14,1.0,True,0.0
steel-plates-fault,eps0.001__fixed_16__N1_anchor_norm__std1,0.001,fixed_16,N1_anchor_norm,True,rank_anchor,V8,continuous,8,8,"[38.45662740618848, 12.875753035163294, 6.261894339047953, 4.287022154257495, 1.061173303737055, 1.0, 0.7674673967093895, 0.05776726714779716]",0.001,16,"[845, 212, 480, 79, 361, 355, 445, 433, 0, 1, 2, 3, 4, 5, 6, 7]",8,3.363743179547912e+28,300020.9805075228,16,3.9313909890321994e-14,1.0,True,0.0
steel-plates-fault,eps0.001__fixed_16__N1_anchor_norm__std1,0.001,fixed_16,N1_anchor_norm,True,rank_anchor,V9,continuous,8,8,"[36.96632496793356, 17.512811348833303, 12.707651106676488, 5.951835912818251, 3.2508603362129267, 2.433154629367199, 1.5664631684345829, 0.2015094219584045]",0.001,16,"[3, 24, 212, 200, 116, 188, 114, 207, 0, 1, 2, 4, 5, 6, 7, 8]",8,5.680861299434714e+18,26655.54853286406,16,7.451967659184027e-15,1.0,True,0.0
steel-plates-fault,eps0.001__fixed_16__N1_anchor_norm__std1,0.001,fixed_16,N1_anchor_norm,True,rank_anchor,V10,continuous,8,8,"[34.97113242960436, 19.39291504040935, 9.731127214744877, 5.679962548527896, 1.8202787335620843, 1.3765316257952016, 0.8295185692677293, 0.2060830044812224]",0.001,16,"[45, 468, 765, 879, 85, 41, 476, 462, 0, 1, 2, 3, 4, 5, 6, 7]",8,2.9419256756765267e+23,28320.69703508709,16,1.4975366764309226e-14,1.0,True,0.0
steel-plates-fault,eps0.001__fixed_16__N1_anchor_norm__std1,0.001,fixed_16,N1_anchor_norm,True,rank_anchor,V11,continuous,8,7,"[48.40626655604268, 20.138370497971113, 4.937967177419695, 3.2979163856559977, 1.4944387632989724, 1.0208539593868857, 0.08400449881927555, 0.0009387706591547866]",0.001,16,"[46, 571, 600, 463, 56, 215, 631, 843, 0, 1, 2, 3, 4, 5, 6, 7]",8,2.4412678059571547e+66,339167224.1576341,16,1.108842449116395e-12,1.0,True,0.0
steel-plates-fault,eps0.001__fixed_16__N1_anchor_norm__std1,0.001,fixed_16,N1_anchor_norm,True,rank_anchor,V14,continuous,8,6,"[45.538479831815, 23.458540668796623, 8.219561254084727, 4.690827424518135, 1.4872175943473542, 0.13784323801449777, 8.134845404176074e-15, 3.4942328087628036e-17]",0.001,16,"[16, 564, 776, 32, 10, 427, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",6,1.168076028106623e+77,33527.60770106561,16,2.990064469444056e-14,1.0,True,0.0
steel-plates-fault,eps0.001__fixed_16__N1_anchor_norm__std1,0.001,fixed_16,N1_anchor_norm,True,rank_anchor,V15,continuous,8,7,"[40.44401434571029, 16.429519350233054, 13.442332617360288, 8.94712811005249, 5.342949993020605, 2.6456734350519904, 0.38149597349261666, 0.0038749056137019665]",0.001,16,"[283, 155, 465, 618, 835, 132, 91, 483, 0, 1, 2, 3, 4, 5, 6, 7]",8,2.666486558062715e+18,98568511.43906903,16,8.69039967819987e-13,1.0,True,0.0
steel-plates-fault,eps0.001__fixed_16__N1_anchor_norm__std1,0.001,fixed_16,N1_anchor_norm,True,rank_anchor,V16,continuous,8,8,"[32.92702810182371, 19.88510411212426, 12.489852006494333, 5.969375587716887, 2.2551233129610866, 2.1112758811843695, 1.732473891266145, 0.4450040534429979]",0.001,16,"[438, 21, 1014, 212, 336, 47, 439, 44, 0, 1, 2, 3, 4, 5, 6, 7]",8,1.0683059704519131e+18,10510.905499550461,16,6.8359927508296935e-15,1.0,True,0.0
steel-plates-fault,eps0.001__fixed_16__N1_anchor_norm__std1,0.001,fixed_16,N1_anchor_norm,True,rank_anchor,V17,continuous,8,8,"[27.198551769404663, 23.48533677410676, 14.574582561614692, 9.266509384120013, 6.420022549603966, 4.072760537923809, 1.616246401808343, 0.8042669431715449]",0.001,16,"[326, 245, 25, 212, 429, 624, 105, 611, 0, 1, 2, 3, 4, 5, 6, 7]",8,5.7563452141253896e+32,1184.7291518356049,16,3.641940104040166e-15,1.0,True,0.0
steel-plates-fault,eps0.001__fixed_16__N1_anchor_norm__std1,0.001,fixed_16,N1_anchor_norm,True,rank_anchor,V18,continuous,8,7,"[40.54868306743958, 13.029473496907386, 8.029362432572503, 4.535089215316597, 3.2982570720999074, 1.0000000000266533, 0.5422895490615997, 0.031110025252120897]",0.001,16,"[1, 582, 216, 387, 336, 438, 38, 995, 0, 2, 3, 4, 5, 6, 7, 8]",8,1.2293516649257125e+33,1583321.4725141458,16,3.9918385785989574e-14,1.0,True,0.0
steel-plates-fault,eps0.001__fixed_16__N1_anchor_norm__std1,0.001,fixed_16,N1_anchor_norm,True,rank_anchor,V19,continuous,8,8,"[30.688431115711193, 19.49637554914373, 14.996533287900824, 9.67999516343299, 5.276856088358574, 3.3378031377367794, 1.992972311610481, 0.4623979523317383]",0.001,16,"[147, 985, 794, 212, 253, 855, 98, 10, 0, 1, 2, 3, 4, 5, 6, 7]",8,1.716786944379091e+18,5350.61192905403,16,6.5230401875109036e-15,1.0,True,0.0
steel-plates-fault,eps0.001__fixed_16__N1_anchor_norm__std1,0.001,fixed_16,N1_anchor_norm,True,rank_anchor,V20,continuous,8,5,"[55.13532825201263, 20.341886902800496, 7.3328268206723, 3.579839178857451, 1.2304780189283155, 0.023774459479216664, 1.0046257123004893e-14, 5.9578244367007765e-15]",0.001,16,"[194, 804, 728, 139, 713, 996, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",6,9.2289424953191e+49,4768020.608510985,16,1.0268158142457698e-12,1.0,True,0.0
steel-plates-fault,eps0.001__fixed_16__N1_anchor_norm__std1,0.001,fixed_16,N1_anchor_norm,True,rank_anchor,V22,continuous,8,8,"[41.17120585678695, 15.239856835103446, 12.13300494253512, 5.2380803846899475, 1.5770973228298908, 1.1079473546453342, 0.9887832302580939, 0.0975317382982088]",0.001,16,"[606, 480, 212, 336, 393, 399, 42, 401, 0, 1, 2, 3, 4, 5, 6, 7]",8,5.6511464749417517e+17,126563.43138502672,16,3.0605954139163834e-14,1.0,True,0.0
steel-plates-fault,eps0.001__fixed_16__N1_anchor_norm__std1,0.001,fixed_16,N1_anchor_norm,True,rank_anchor,V23,continuous,8,8,"[40.96784100791186, 15.157708409086133, 12.605475558445136, 5.066806836859389, 2.3909503286127505, 1.9666050546262592, 0.9448615584547747, 0.07072861911131441]",0.001,16,"[2, 156, 336, 216, 284, 7, 121, 402, 0, 1, 3, 4, 5, 6, 8, 9]",8,3.546175912779485e+33,218489.96554927772,16,9.983711706147027e-14,1.0,True,0.0
steel-plates-fault,eps0.001__fixed_16__N1_anchor_norm__std1,0.001,fixed_16,N1_anchor_norm,True,rank_anchor,V24,continuous,8,8,"[34.75573287873272, 20.561709606481102, 11.251383002431897, 4.5008524196938104, 1.652796035103249, 1.5820384616738685, 1.0, 0.3257517010336745]",0.001,16,"[32, 386, 336, 212, 49, 285, 131, 141, 0, 1, 2, 3, 4, 5, 6, 7]",8,2.968176880889492e+17,18243.304184988778,16,1.5245342617289055e-14,1.0,True,0.0
steel-plates-fault,eps0.001__fixed_16__N1_anchor_norm__std1,0.001,fixed_16,N1_anchor_norm,True,rank_anchor,V25,continuous,8,8,"[29.413000807013837, 21.400396210984912, 16.02862511460314, 9.453446255828228, 5.511769718008225, 3.470729066115495, 1.677586400891775, 0.495144978496351]",0.001,16,"[275, 68, 367, 715, 212, 468, 106, 230, 0, 1, 2, 3, 4, 5, 6, 7]",8,3.476284552414816e+32,7532.1053983552265,16,1.1102658833815642e-14,1.0,True,0.0
steel-plates-fault,eps0.001__fixed_16__N1_anchor_norm__std1,0.001,fixed_16,N1_anchor_norm,True,rank_anchor,V26,continuous,8,8,"[36.245727311721105, 18.819362355500864, 10.576940921729753, 5.3496115831114235, 2.067975048960162, 1.4227374821324863, 1.3509533559550428, 0.22302525406865498]",0.001,16,"[129, 286, 828, 201, 883, 903, 181, 816, 0, 1, 2, 3, 4, 5, 6, 7]",8,9.19662533644519e+19,26854.730210263682,16,6.9926742838899845e-15,1.0,True,0.0
steel-plates-fault,eps0.001__fixed_16__N1_anchor_norm__std1,0.001,fixed_16,N1_anchor_norm,True,rank_anchor,V27,continuous,8,7,"[33.402216002625096, 26.87900430291512, 11.811947284310095, 8.068784083874535, 4.302747065505656, 0.8120929554434994, 0.049377871071537606, 1.2387194191074803e-15]",0.001,16,"[69, 12, 164, 1011, 336, 637, 1022, 0, 1, 2, 3, 4, 5, 6, 7, 8]",7,1.2991290949851633e+18,118037.45397833592,16,2.040014804860371e-14,1.0,True,0.0
steel-plates-fault,eps0.0001__rank_plus_one__N0_raw_inner_product__std0,0.0001,rank_plus_one,N0_raw_inner_product,False,normalization,V1,continuous,8,7,"[43.93706731186612, 22.16979507483453, 12.437898618853042, 6.934360384288078, 2.920403396552183, 0.9938916662191766, 0.05814347371120844, 0.0008065055408117658]",0.0001,8,"[813, 407, 972, 49, 432, 589, 91, 25]",8,1320613000.984304,1320612993.565752,8,4.980535006791043e-12,1.0,False,
steel-plates-fault,eps0.0001__rank_plus_one__N0_raw_inner_product__std0,0.0001,rank_plus_one,N0_raw_inner_product,False,normalization,V2,continuous,8,7,"[43.93887130305502, 22.37922251500703, 12.162036789807498, 6.656719424721911, 3.0524416534225787, 1.166243841980208, 0.10016246111093254, 0.0030997526611918464]",0.0001,8,"[273, 472, 978, 629, 590, 187, 471, 591]",8,160189004.7304128,160189004.82707393,8,9.033943916584482e-13,1.0,False,
steel-plates-fault,eps0.0001__rank_plus_one__N0_raw_inner_product__std0,0.0001,rank_plus_one,N0_raw_inner_product,False,normalization,V3,continuous,8,8,"[31.723618181540765, 19.482667494872853, 12.346315984620063, 7.797658874001304, 4.672010168513998, 1.6419265072031526, 1.4150847503815027, 0.22403020454102474]",0.0001,9,"[410, 679, 369, 79, 447, 766, 118, 333, 0]",8,2.4425110210526022e+17,27579.037466562673,9,1.8180347428691308e-14,1.0,False,
steel-plates-fault,eps0.0001__rank_plus_one__N0_raw_inner_product__std0,0.0001,rank_plus_one,N0_raw_inner_product,False,normalization,V4,continuous,8,8,"[31.724731471086294, 19.482858048196633, 12.34611016061402, 7.797633514979985, 4.671446559655016, 1.6419428603015316, 1.4147402886600942, 0.22396305575527442]",0.0001,9,"[410, 679, 369, 79, 447, 766, 118, 333, 0]",8,4.59261338108948e+16,27595.915837752982,9,2.4440838626070737e-14,1.0,False,
steel-plates-fault,eps0.0001__rank_plus_one__N0_raw_inner_product__std0,0.0001,rank_plus_one,N0_raw_inner_product,False,normalization,V5,continuous,8,8,"[39.631062722894555, 12.460372705666607, 5.277109790556888, 3.906771288481482, 1.9986314762081938, 1.0, 0.6011254376757824, 0.04122724240397012]",0.0001,9,"[753, 212, 491, 268, 128, 336, 729, 888, 0]",8,3.5239160389335796e+16,599142.9968675654,9,6.284282635448276e-14,1.0,False,
steel-plates-fault,eps0.0001__rank_plus_one__N0_raw_inner_product__std0,0.0001,rank_plus_one,N0_raw_inner_product,False,normalization,V6,continuous,8,8,"[39.674304921440104, 12.910178271485908, 7.6850058585806345, 4.228835040400289, 3.7079308866936196, 1.0, 0.5737775434057726, 0.037860312818404934]",0.0001,9,"[17, 614, 212, 317, 66, 336, 95, 158, 0]",8,7.012580127676929e+16,439021.35709229443,9,2.9140135425298595e-13,1.0,False,
