dataset,config_id,relative_threshold,anchor_rule,normalization,standardize,screen,feature,kind,raw_block_dimension,empirical_rank,singular_values,relative_rank_threshold,anchor_count,anchor_indices,pivot_rank,anchor_gram_condition_number,anchor_gram_effective_condition_number,coordinate_dimension,reconstruction_error,global_rms_scale,standardized,constant_coordinates
steel-plates-fault,eps1e-06__rank__N1_anchor_norm__std1,1e-06,rank,N1_anchor_norm,True,rank_anchor,V11,continuous,8,8,"[48.40626655604268, 20.138370497971113, 4.937967177419695, 3.2979163856559977, 1.4944387632989724, 1.0208539593868857, 0.08400449881927555, 0.0009387706591547866]",1e-06,8,"[46, 571, 600, 463, 56, 215, 631, 843]",8,168994787.19540408,168994782.77525702,8,5.678289540298938e-13,1.0,True,0.0
steel-plates-fault,eps1e-06__rank__N1_anchor_norm__std1,1e-06,rank,N1_anchor_norm,True,rank_anchor,V14,continuous,8,6,"[45.538479831815, 23.458540668796623, 8.219561254084727, 4.690827424518135, 1.4872175943473542, 0.13784323801449777, 8.134845404176074e-15, 3.4942328087628036e-17]",1e-06,6,"[16, 564, 776, 32, 10, 427]",6,38820.852833746074,38820.85283382057,6,4.0759779869270586e-14,1.0,True,0.0
steel-plates-fault,eps1e-06__rank__N1_anchor_norm__std1,1e-06,rank,N1_anchor_norm,True,rank_anchor,V15,continuous,8,8,"[40.44401434571029, 16.429519350233054, 13.442332617360288, 8.94712811005249, 5.342949993020605, 2.6456734350519904, 0.38149597349261666, 0.0038749056137019665]",1e-06,8,"[283, 155, 465, 618, 835, 132, 91, 483]",8,78169033.08111723,78169033.14319436,8,7.946119303897827e-13,1.0,True,0.0
steel-plates-fault,eps1e-06__rank__N1_anchor_norm__std1,1e-06,rank,N1_anchor_norm,True,rank_anchor,V16,continuous,8,8,"[32.92702810182371, 19.88510411212426, 12.489852006494333, 5.969375587716887, 2.2551233129610866, 2.1112758811843695, 1.732473891266145, 0.4450040534429979]",1e-06,8,"[438, 21, 1014, 212, 336, 47, 439, 44]",8,9282.255800308412,9282.255800305242,8,9.755151877294134e-15,1.0,True,0.0
steel-plates-fault,eps1e-06__rank__N1_anchor_norm__std1,1e-06,rank,N1_anchor_norm,True,rank_anchor,V17,continuous,8,8,"[27.198551769404663, 23.48533677410676, 14.574582561614692, 9.266509384120013, 6.420022549603966, 4.072760537923809, 1.616246401808343, 0.8042669431715449]",1e-06,8,"[326, 245, 25, 212, 429, 624, 105, 611]",8,797.3794555123638,797.3794555123287,8,5.4580139010521036e-15,1.0,True,0.0
steel-plates-fault,eps1e-06__rank__N1_anchor_norm__std1,1e-06,rank,N1_anchor_norm,True,rank_anchor,V18,continuous,8,8,"[40.54868306743958, 13.029473496907386, 8.029362432572503, 4.535089215316597, 3.2982570720999074, 1.0000000000266533, 0.5422895490615997, 0.031110025252120897]",1e-06,8,"[1, 582, 216, 387, 336, 438, 38, 995]",8,547707.1310856536,547707.1310678873,8,1.9285943252966136e-13,1.0,True,0.0
steel-plates-fault,eps1e-06__rank__N1_anchor_norm__std1,1e-06,rank,N1_anchor_norm,True,rank_anchor,V19,continuous,8,8,"[30.688431115711193, 19.49637554914373, 14.996533287900824, 9.67999516343299, 5.276856088358574, 3.3378031377367794, 1.992972311610481, 0.4623979523317383]",1e-06,8,"[147, 985, 794, 212, 253, 855, 98, 10]",8,5468.5861996652775,5468.586199665302,8,2.4590252163038804e-14,1.0,True,0.0
steel-plates-fault,eps1e-06__rank__N1_anchor_norm__std1,1e-06,rank,N1_anchor_norm,True,rank_anchor,V20,continuous,8,6,"[55.13532825201263, 20.341886902800496, 7.3328268206723, 3.579839178857451, 1.2304780189283155, 0.023774459479216664, 1.0046257123004893e-14, 5.9578244367007765e-15]",1e-06,6,"[194, 804, 728, 139, 713, 996]",6,2654362.4237895655,2654362.4239687044,6,4.575558661943448e-13,1.0,True,0.0
steel-plates-fault,eps1e-06__rank__N1_anchor_norm__std1,1e-06,rank,N1_anchor_norm,True,rank_anchor,V22,continuous,8,8,"[41.17120585678695, 15.239856835103446, 12.13300494253512, 5.2380803846899475, 1.5770973228298908, 1.1079473546453342, 0.9887832302580939, 0.0975317382982088]",1e-06,8,"[606, 480, 212, 336, 393, 399, 42, 401]",8,46141.40226909948,46141.402269081525,8,2.4894798639211265e-14,1.0,True,0.0
steel-plates-fault,eps1e-06__rank__N1_anchor_norm__std1,1e-06,rank,N1_anchor_norm,True,rank_anchor,V23,continuous,8,8,"[40.96784100791186, 15.157708409086133, 12.605475558445136, 5.066806836859389, 2.3909503286127505, 1.9666050546262592, 0.9448615584547747, 0.07072861911131441]",1e-06,8,"[2, 156, 336, 216, 284, 7, 121, 402]",8,80653.50870656922,80653.50870676247,8,6.614328399853163e-14,1.0,True,0.0
steel-plates-fault,eps1e-06__rank__N1_anchor_norm__std1,1e-06,rank,N1_anchor_norm,True,rank_anchor,V24,continuous,8,8,"[34.75573287873272, 20.561709606481102, 11.251383002431897, 4.5008524196938104, 1.652796035103249, 1.5820384616738685, 1.0, 0.3257517010336745]",1e-06,8,"[32, 386, 336, 212, 49, 285, 131, 141]",8,18844.780734600987,18844.78073459158,8,3.6759911610126465e-14,1.0,True,0.0
steel-plates-fault,eps1e-06__rank__N1_anchor_norm__std1,1e-06,rank,N1_anchor_norm,True,rank_anchor,V25,continuous,8,8,"[29.413000807013837, 21.400396210984912, 16.02862511460314, 9.453446255828228, 5.511769718008225, 3.470729066115495, 1.677586400891775, 0.495144978496351]",1e-06,8,"[275, 68, 367, 715, 212, 468, 106, 230]",8,6160.666253354919,6160.666253357639,8,1.1601116134429774e-14,1.0,True,0.0
steel-plates-fault,eps1e-06__rank__N1_anchor_norm__std1,1e-06,rank,N1_anchor_norm,True,rank_anchor,V26,continuous,8,8,"[36.245727311721105, 18.819362355500864, 10.576940921729753, 5.3496115831114235, 2.067975048960162, 1.4227374821324863, 1.3509533559550428, 0.22302525406865498]",1e-06,8,"[129, 286, 828, 201, 883, 903, 181, 816]",8,13372.901773176996,13372.90177318941,8,1.1783640757721867e-14,1.0,True,0.0
steel-plates-fault,eps1e-06__rank__N1_anchor_norm__std1,1e-06,rank,N1_anchor_norm,True,rank_anchor,V27,continuous,8,7,"[33.402216002625096, 26.87900430291512, 11.811947284310095, 8.068784083874535, 4.302747065505656, 0.8120929554434994, 0.049377871071537606, 1.2387194191074803e-15]",1e-06,7,"[69, 12, 164, 1011, 336, 637, 1022]",7,132472.23376375265,132472.23376380143,7,1.3164988818908753e-13,1.0,True,0.0
steel-plates-fault,eps1e-06__rank_plus_one__N1_anchor_norm__std1,1e-06,rank_plus_one,N1_anchor_norm,True,rank_anchor,V1,continuous,8,8,"[43.93706731186612, 22.16979507483453, 12.437898618853042, 6.934360384288078, 2.920403396552183, 0.9938916662191766, 0.05814347371120844, 0.0008065055408117658]",1e-06,9,"[813, 407, 972, 49, 432, 589, 91, 25, 0]",8,1.307274278679994e+16,1728695429.5070384,9,2.728469344682046e-12,1.0,True,0.0
steel-plates-fault,eps1e-06__rank_plus_one__N1_anchor_norm__std1,1e-06,rank_plus_one,N1_anchor_norm,True,rank_anchor,V2,continuous,8,8,"[43.93887130305502, 22.37922251500703, 12.162036789807498, 6.656719424721911, 3.0524416534225787, 1.166243841980208, 0.10016246111093254, 0.0030997526611918464]",1e-06,9,"[273, 472, 978, 629, 590, 187, 471, 591, 0]",8,2.0109147198491896e+16,211173111.39110926,9,2.334203916173058e-12,1.0,True,0.0
steel-plates-fault,eps1e-06__rank_plus_one__N1_anchor_norm__std1,1e-06,rank_plus_one,N1_anchor_norm,True,rank_anchor,V3,continuous,8,8,"[31.723618181540765, 19.482667494872853, 12.346315984620063, 7.797658874001304, 4.672010168513998, 1.6419265072031526, 1.4150847503815027, 0.22403020454102474]",1e-06,9,"[410, 679, 369, 79, 447, 766, 118, 333, 0]",8,2.4425110210526022e+17,27579.037466562673,9,1.066853487962914e-14,1.0,True,0.0
