dataset,problem_type,model,method,gate_family,alpha,disagreement_reduction,normalized_excess_risk,absolute_task_difference,relative_task_difference,denominator_sensitive,raw_fallback
house_16H,regression,tabpfn_2_6,Raw+GramAnchor@0.5,fixed,0.5,0.5,-0.03822806742342148,-715.8600193010407,-0.02260951641101132,False,False
house_16H,regression,tabpfn_2_6,Raw+GramAnchor@0.75,fixed,0.75,0.75,-0.049425198364055734,-925.4797195103911,-0.02922899152990526,False,False
house_16H,regression,tabpfn_2_6,SafeGram-t0,SafeGram,0.0,0.0,0.0,0.0,0.0,False,True
house_16H,regression,tabpfn_2_6,SafeGram-t005,SafeGram,0.0,0.0,0.0,0.0,0.0,False,True
house_16H,regression,tabpfn_2_6,SafeGram-t01,SafeGram,0.125,0.125,-0.012550883837715817,-232.32390866097012,-0.007286803616480129,False,True
house_16H,regression,tabpfn_2_6,SafeGram-t02,SafeGram,0.25,0.25,-0.022182249593056282,-410.6058979580157,-0.01287859075474994,False,True
phoneme,classification,catboost,G1-point-t01,G1,0.875,0.875,-0.0009758993836819965,-0.0002966653708164346,-0.0009862086648240436,False,False
phoneme,classification,catboost,G2-oneSE-t01,G2,0.375,0.37499999999999994,-0.0063699296339311375,-0.001945545519060593,-0.0064989252470969835,False,False
phoneme,classification,catboost,G3-validation-min,G3,0.25,0.25,-0.0014278377519030775,-0.0004363672869532875,-0.0014585602166664671,False,True
phoneme,classification,catboost,G4-constrained-0.001,G4,0.375,0.37499999999999994,-0.0063699296339311375,-0.001945545519060593,-0.0064989252470969835,False,False
phoneme,classification,catboost,G4-constrained-0.01,G4,0.625,0.625,-0.005848030235013004,-0.0017855623210334404,-0.005962532552608239,False,False
phoneme,classification,catboost,G4-constrained-0.05,G4,1.0,1.0,0.0015484301123672214,0.00047419506987220195,0.0015883169451590459,False,False
phoneme,classification,catboost,GramAnchor,fixed,1.0,1.0,0.0015484301123672214,0.00047419506987220195,0.0015883169451590459,False,False
phoneme,classification,catboost,Raw,fixed,0.0,0.0,0.0,0.0,0.0,False,True
phoneme,classification,catboost,Raw+GramAnchor@0.5,fixed,0.5,0.5,-0.00836993610012731,-0.002556292201823296,-0.008538701700770143,False,False
phoneme,classification,catboost,Raw+GramAnchor@0.75,fixed,0.75,0.75,-0.005456136310583971,-0.001665888750779887,-0.005562845845140614,False,False
phoneme,classification,catboost,SafeGram-t0,SafeGram,0.0,0.0,0.0,0.0,0.0,False,True
phoneme,classification,catboost,SafeGram-t005,SafeGram,0.0,0.0,0.0,0.0,0.0,False,True
phoneme,classification,catboost,SafeGram-t01,SafeGram,0.25,0.25,-0.0068315463954402725,-0.002086622089954887,-0.006970474512961569,False,False
phoneme,classification,catboost,SafeGram-t02,SafeGram,0.375,0.37499999999999994,-0.0063699296339311375,-0.001945545519060593,-0.0064989252470969835,False,False
phoneme,classification,controlled_mlp,G1-point-t01,G1,0.75,0.7500000000725195,0.012100096400194674,0.0029715028059343895,0.008271324798482275,False,False
phoneme,classification,controlled_mlp,G2-oneSE-t01,G2,0.375,0.3750000012721915,-0.021834869748175032,-0.005400577590425837,-0.015110661282975201,False,False
phoneme,classification,controlled_mlp,G3-validation-min,G3,0.375,0.3750000012721915,-0.021834869748175032,-0.005400577590425837,-0.015110661282975201,False,False
phoneme,classification,controlled_mlp,G4-constrained-0.001,G4,0.375,0.3750000012721915,-0.021834869748175032,-0.005400577590425837,-0.015110661282975201,False,False
phoneme,classification,controlled_mlp,G4-constrained-0.01,G4,0.625,0.6250000009865364,-0.014354132807429804,-0.0035424962000616955,-0.009896078659845346,False,False
phoneme,classification,controlled_mlp,G4-constrained-0.05,G4,1.0,1.0,0.037207434280901695,0.009351153327138428,0.026462736631296665,False,False
phoneme,classification,controlled_mlp,GramAnchor,fixed,1.0,1.0,0.037207434280901695,0.009351153327138428,0.026462736631296665,False,False
phoneme,classification,controlled_mlp,Raw,fixed,0.0,0.0,0.0,0.0,0.0,False,True
phoneme,classification,controlled_mlp,Raw+GramAnchor@0.5,fixed,0.5,0.5000000012910136,-0.019792452613286902,-0.004881609486319605,-0.013630836882169373,False,False
phoneme,classification,controlled_mlp,Raw+GramAnchor@0.75,fixed,0.75,0.7500000009686372,-0.00703510200617496,-0.0016827666306510891,-0.0045931069089059345,False,False
phoneme,classification,controlled_mlp,SafeGram-t0,SafeGram,0.0,0.0,0.0,0.0,0.0,False,True
phoneme,classification,controlled_mlp,SafeGram-t005,SafeGram,0.125,0.12500000091343139,-0.015750417749536907,-0.003878329047475565,-0.01081657649698487,False,True
phoneme,classification,controlled_mlp,SafeGram-t01,SafeGram,0.125,0.12500000091343139,-0.015750417749536907,-0.003878329047475565,-0.01081657649698487,False,True
phoneme,classification,controlled_mlp,SafeGram-t02,SafeGram,0.375,0.3750000012721915,-0.021834869748175032,-0.005400577590425837,-0.015110661282975201,False,False
phoneme,classification,tabicl_v2,G1-point-t01,G1,0.75,0.7500000003763041,0.028001455763596195,0.009229088429957844,0.03353622077534081,False,False
phoneme,classification,tabicl_v2,G2-oneSE-t01,G2,0.25,0.2500000003763043,0.0057741240749506545,0.0019031118290124271,0.006915436875732151,False,False
phoneme,classification,tabicl_v2,G3-validation-min,G3,0.25,0.2500000003763043,0.0057741240749506545,0.0019031118290124271,0.006915436875732151,False,False
phoneme,classification,tabicl_v2,G4-constrained-0.001,G4,0.25,0.2500000003763043,0.0057741240749506545,0.0019031118290124271,0.006915436875732151,False,False
phoneme,classification,tabicl_v2,G4-constrained-0.01,G4,0.5,0.5000000005017389,0.015039127594531222,0.004956793662842129,0.01801176008621723,False,False
phoneme,classification,tabicl_v2,G4-constrained-0.05,G4,1.0,1.0,0.04529965442099576,0.014930456474388953,0.05425357969010291,False,False
phoneme,classification,tabicl_v2,GramAnchor,fixed,1.0,1.0,0.04529965442099576,0.014930456474388953,0.05425357969010291,False,False
phoneme,classification,tabicl_v2,Raw,fixed,0.0,0.0,0.0,0.0,0.0,False,True
phoneme,classification,tabicl_v2,Raw+GramAnchor@0.5,fixed,0.5,0.5000000005017389,0.015039127594531222,0.004956793662842129,0.01801176008621723,False,False
phoneme,classification,tabicl_v2,Raw+GramAnchor@0.75,fixed,0.75,0.7500000003763041,0.028001455763596195,0.009229088429957844,0.03353622077534081,False,False
phoneme,classification,tabicl_v2,SafeGram-t0,SafeGram,0.0,0.0,0.0,0.0,0.0,False,True
phoneme,classification,tabicl_v2,SafeGram-t005,SafeGram,0.0,0.0,0.0,0.0,0.0,False,True
phoneme,classification,tabicl_v2,SafeGram-t01,SafeGram,0.25,0.2500000003763043,0.0057741240749506545,0.0019031118290124271,0.006915436875732151,False,False
phoneme,classification,tabicl_v2,SafeGram-t02,SafeGram,0.5,0.5000000005017389,0.015039127594531222,0.004956793662842129,0.01801176008621723,False,False
phoneme,classification,tabm_d,G1-point-t01,G1,0.875,0.8749999999778941,-0.03602504475833687,-0.009714387876901098,-0.028986715851991057,False,False
phoneme,classification,tabm_d,G2-oneSE-t01,G2,0.25,0.2499999999645754,-0.02349806386494762,-0.006353869216676938,-0.019002261839924685,False,False
phoneme,classification,tabm_d,G3-validation-min,G3,0.375,0.37499999996013567,-0.034154987198866935,-0.009226798626966876,-0.027572864074774515,False,False
phoneme,classification,tabm_d,G4-constrained-0.001,G4,0.375,0.37499999996013567,-0.034154987198866935,-0.009226798626966876,-0.027572864074774515,False,False
phoneme,classification,tabm_d,G4-constrained-0.01,G4,0.625,0.6249999999572067,-0.04002575944492033,-0.010811418238634851,-0.032304962949656506,False,False
phoneme,classification,tabm_d,G4-constrained-0.05,G4,1.0,1.0,-0.022347157429787115,-0.0059742392185775095,-0.017698968413549357,False,False
phoneme,classification,tabm_d,GramAnchor,fixed,1.0,1.0,-0.022347157429787115,-0.0059742392185775095,-0.017698968413549357,False,False
phoneme,classification,tabm_d,Raw,fixed,0.0,1.6653345369377348e-16,0.0,0.0,0.0,False,True
phoneme,classification,tabm_d,Raw+GramAnchor@0.5,fixed,0.5,0.499999999952767,-0.03466177803700047,-0.009365378001673336,-0.02799109584168103,False,False
phoneme,classification,tabm_d,Raw+GramAnchor@0.75,fixed,0.75,0.749999999964575,-0.035233830376102074,-0.009501089629616932,-0.0283503986392132,False,False
phoneme,classification,tabm_d,SafeGram-t0,SafeGram,0.0,1.6653345369377348e-16,0.0,0.0,0.0,False,True
phoneme,classification,tabm_d,SafeGram-t005,SafeGram,0.0,1.6653345369377348e-16,0.0,0.0,0.0,False,True
phoneme,classification,tabm_d,SafeGram-t01,SafeGram,0.125,0.12499999998668115,-0.018530668848737167,-0.004995560337610255,-0.014902893346595919,False,True
phoneme,classification,tabm_d,SafeGram-t02,SafeGram,0.375,0.37499999996013567,-0.034154987198866935,-0.009226798626966876,-0.027572864074774515,False,False
phoneme,classification,tabpfn_2_6,G1-point-t01,G1,0.875,0.8749999996086988,-0.007698858553861026,-0.0025513457226528924,-0.009331977918184946,False,False
phoneme,classification,tabpfn_2_6,G2-oneSE-t01,G2,0.375,0.3749999992218615,-0.014028938632722381,-0.004659394011633955,-0.017088620166101028,False,False
phoneme,classification,tabpfn_2_6,G3-validation-min,G3,0.375,0.3749999992218615,-0.014028938632722381,-0.004659394011633955,-0.017088620166101028,False,False
phoneme,classification,tabpfn_2_6,G4-constrained-0.001,G4,0.375,0.3749999992218615,-0.014028938632722381,-0.004659394011633955,-0.017088620166101028,False,False
phoneme,classification,tabpfn_2_6,G4-constrained-0.01,G4,0.625,0.624999999188137,-0.014783438743852708,-0.004907035462748066,-0.017983700057293685,False,False
phoneme,classification,tabpfn_2_6,G4-constrained-0.05,G4,1.0,1.0,-0.001764981604258799,-0.0005848308258164236,-0.0021387988617766053,False,False
phoneme,classification,tabpfn_2_6,GramAnchor,fixed,1.0,1.0,-0.001764981604258799,-0.0005848308258164236,-0.0021387988617766053,False,False
phoneme,classification,tabpfn_2_6,Raw,fixed,0.0,0.0,0.0,0.0,0.0,False,True
phoneme,classification,tabpfn_2_6,Raw+GramAnchor@0.5,fixed,0.5,0.4999999990914277,-0.016620918095425784,-0.00551838826934975,-0.020230675949210665,False,False
phoneme,classification,tabpfn_2_6,Raw+GramAnchor@0.75,fixed,0.75,0.7499999993185706,-0.013682221550665449,-0.004542086874590984,-0.016648779815794178,False,False
phoneme,classification,tabpfn_2_6,SafeGram-t0,SafeGram,0.0,0.0,0.0,0.0,0.0,False,True
phoneme,classification,tabpfn_2_6,SafeGram-t005,SafeGram,0.125,0.12499999970987197,-0.005983069908293631,-0.001990643637653916,-0.007316443492048167,False,True
phoneme,classification,tabpfn_2_6,SafeGram-t01,SafeGram,0.375,0.3749999992218615,-0.014028938632722381,-0.004659394011633955,-0.017088620166101028,False,False
phoneme,classification,tabpfn_2_6,SafeGram-t02,SafeGram,0.375,0.3749999992218615,-0.014028938632722381,-0.004659394011633955,-0.017088620166101028,False,False
satimage,classification,catboost,G1-point-t01,G1,1.0,1.0,0.0076048343480971375,0.010585456006711874,0.0321371824515887,False,False
satimage,classification,catboost,G2-oneSE-t01,G2,1.0,1.0,0.0076048343480971375,0.010585456006711874,0.0321371824515887,False,False
satimage,classification,catboost,G3-validation-min,G3,0.875,0.875,0.005988462484322166,0.00833294052122624,0.025265115528081507,False,False
satimage,classification,catboost,G4-constrained-0.001,G4,0.875,0.875,0.005988462484322166,0.00833294052122624,0.025265115528081507,False,False
satimage,classification,catboost,G4-constrained-0.01,G4,1.0,1.0,0.0076048343480971375,0.010585456006711874,0.0321371824515887,False,False
satimage,classification,catboost,G4-constrained-0.05,G4,1.0,1.0,0.0076048343480971375,0.010585456006711874,0.0321371824515887,False,False
satimage,classification,catboost,GramAnchor,fixed,1.0,1.0,0.0076048343480971375,0.010585456006711874,0.0321371824515887,False,False
satimage,classification,catboost,Raw,fixed,0.0,0.0,0.0,0.0,0.0,False,True
satimage,classification,catboost,Raw+GramAnchor@0.5,fixed,0.5,0.5,0.002768048212438374,0.0038541454415733367,0.01171632102427754,False,False
satimage,classification,catboost,Raw+GramAnchor@0.75,fixed,0.75,0.75,0.00491232120115142,0.006838551401927018,0.02077322475180764,False,False
satimage,classification,catboost,SafeGram-t0,SafeGram,0.25,0.25,0.0006730894861631297,0.0009346891715493189,0.0028095237138331818,False,True
satimage,classification,catboost,SafeGram-t005,SafeGram,0.875,0.875,0.005988462484322166,0.00833294052122624,0.025265115528081507,False,False
satimage,classification,catboost,SafeGram-t01,SafeGram,1.0,1.0,0.0076048343480971375,0.010585456006711874,0.0321371824515887,False,False
satimage,classification,catboost,SafeGram-t02,SafeGram,1.0,1.0,0.0076048343480971375,0.010585456006711874,0.0321371824515887,False,False
satimage,classification,controlled_mlp,G1-point-t01,G1,1.0,1.0,-0.028716839937436962,-0.04054389488215984,-0.13108526276834595,False,False
satimage,classification,controlled_mlp,G2-oneSE-t01,G2,0.875,0.8750000001831422,-0.03081337678821544,-0.04352229824899753,-0.14098979964869604,False,False
satimage,classification,controlled_mlp,G3-validation-min,G3,0.375,0.3749999949843693,-0.025135107343672847,-0.0354844870131118,-0.11468947746012102,False,False
satimage,classification,controlled_mlp,G4-constrained-0.001,G4,0.375,0.3749999949843693,-0.025135107343672847,-0.0354844870131118,-0.11468947746012102,False,False
satimage,classification,controlled_mlp,G4-constrained-0.01,G4,0.625,0.6250000018392741,-0.02997852819999675,-0.04233869670171567,-0.13708954807527707,False,False
satimage,classification,controlled_mlp,G4-constrained-0.05,G4,1.0,1.0,-0.028716839937436962,-0.04054389488215984,-0.13108526276834595,False,False
satimage,classification,controlled_mlp,GramAnchor,fixed,1.0,1.0,-0.028716839937436962,-0.04054389488215984,-0.13108526276834595,False,False
satimage,classification,controlled_mlp,Raw,fixed,0.0,0.0,0.0,0.0,0.0,False,True
satimage,classification,controlled_mlp,Raw+GramAnchor@0.5,fixed,0.5,0.499999999147982,-0.028137607128944333,-0.039749928598868556,-0.12887399792081425,False,False
satimage,classification,controlled_mlp,Raw+GramAnchor@0.75,fixed,0.75,0.7499999991763886,-0.030645991260300594,-0.04328691481927968,-0.14024280173480422,False,False
satimage,classification,controlled_mlp,SafeGram-t0,SafeGram,0.125,0.12500000171655173,-0.011426968198388206,-0.016069005482850174,-0.05099557597743248,False,True
satimage,classification,controlled_mlp,SafeGram-t005,SafeGram,0.375,0.3749999949843693,-0.025135107343672847,-0.0354844870131118,-0.11468947746012102,False,False
satimage,classification,controlled_mlp,SafeGram-t01,SafeGram,0.625,0.6250000018392741,-0.02997852819999675,-0.04233869670171567,-0.13708954807527707,False,False
satimage,classification,controlled_mlp,SafeGram-t02,SafeGram,0.875,0.8750000001831422,-0.03081337678821544,-0.04352229824899753,-0.14098979964869604,False,False
satimage,classification,tabicl_v2,G1-point-t01,G1,1.0,1.0,0.0006124390008726516,0.0009241632726359195,0.004352017358835152,False,False
satimage,classification,tabicl_v2,G2-oneSE-t01,G2,1.0,1.0,0.0006124390008726516,0.0009241632726359195,0.004352017358835152,False,False
satimage,classification,tabicl_v2,G3-validation-min,G3,0.25,0.24999999863476507,-0.0018328700122672034,-0.0027657793616009674,-0.013024451575600933,False,False
satimage,classification,tabicl_v2,G4-constrained-0.001,G4,0.5,0.49999999817968643,-0.0021873094034352536,-0.003300624247746714,-0.015543112831367473,False,False
satimage,classification,tabicl_v2,G4-constrained-0.01,G4,1.0,1.0,0.0006124390008726516,0.0009241632726359195,0.004352017358835152,False,False
satimage,classification,tabicl_v2,G4-constrained-0.05,G4,1.0,1.0,0.0006124390008726516,0.0009241632726359195,0.004352017358835152,False,False
satimage,classification,tabicl_v2,GramAnchor,fixed,1.0,1.0,0.0006124390008726516,0.0009241632726359195,0.004352017358835152,False,False
satimage,classification,tabicl_v2,Raw,fixed,0.0,0.0,0.0,0.0,0.0,False,True
satimage,classification,tabicl_v2,Raw+GramAnchor@0.5,fixed,0.5,0.49999999817968643,-0.0021873094034352536,-0.003300624247746714,-0.015543112831367473,False,False
satimage,classification,tabicl_v2,Raw+GramAnchor@0.75,fixed,0.75,0.7499999986347645,-0.001372838194529476,-0.0020715967416316816,-0.009755446085162904,False,False
satimage,classification,tabicl_v2,SafeGram-t0,SafeGram,0.0,0.0,0.0,0.0,0.0,False,True
satimage,classification,tabicl_v2,SafeGram-t005,SafeGram,0.5,0.49999999817968643,-0.0021873094034352536,-0.003300624247746714,-0.015543112831367473,False,False
satimage,classification,tabicl_v2,SafeGram-t01,SafeGram,0.75,0.7499999986347645,-0.001372838194529476,-0.0020715967416316816,-0.009755446085162904,False,False
satimage,classification,tabicl_v2,SafeGram-t02,SafeGram,1.0,1.0,0.0006124390008726516,0.0009241632726359195,0.004352017358835152,False,False
satimage,classification,tabm_d,G1-point-t01,G1,1.0,1.0,-0.0024775187881338027,-0.003617298927733742,-0.013844818153611013,False,False
satimage,classification,tabm_d,G2-oneSE-t01,G2,0.75,0.7500000026132165,-0.004070856060612171,-0.005946759647612154,-0.02282826479834317,False,False
satimage,classification,tabm_d,G3-validation-min,G3,0.0,0.0,0.0,0.0,0.0,False,True
satimage,classification,tabm_d,G4-constrained-0.001,G4,0.125,0.12499999139650969,-0.0014950360711257595,-0.002181602240772268,-0.008323211991048771,False,True
satimage,classification,tabm_d,G4-constrained-0.01,G4,1.0,1.0,-0.0024775187881338027,-0.003617298927733742,-0.013844818153611013,False,False
satimage,classification,tabm_d,G4-constrained-0.05,G4,1.0,1.0,-0.0024775187881338027,-0.003617298927733742,-0.013844818153611013,False,False
satimage,classification,tabm_d,GramAnchor,fixed,1.0,1.0,-0.0024775187881338027,-0.003617298927733742,-0.013844818153611013,False,False
satimage,classification,tabm_d,Raw,fixed,0.0,0.0,0.0,0.0,0.0,False,True
satimage,classification,tabm_d,Raw+GramAnchor@0.5,fixed,0.5,0.5000000000559275,-0.0036346552117555095,-0.005310246149860781,-0.020399938262771686,False,False
satimage,classification,tabm_d,Raw+GramAnchor@0.75,fixed,0.75,0.7500000026132165,-0.004070856060612171,-0.005946759647612154,-0.02282826479834317,False,False
satimage,classification,tabm_d,SafeGram-t0,SafeGram,0.0,0.0,0.0,0.0,0.0,False,True
satimage,classification,tabm_d,SafeGram-t005,SafeGram,0.5,0.5000000000559275,-0.0036346552117555095,-0.005310246149860781,-0.020399938262771686,False,False
satimage,classification,tabm_d,SafeGram-t01,SafeGram,0.75,0.7500000026132165,-0.004070856060612171,-0.005946759647612154,-0.02282826479834317,False,False
satimage,classification,tabm_d,SafeGram-t02,SafeGram,1.0,1.0,-0.0024775187881338027,-0.003617298927733742,-0.013844818153611013,False,False
satimage,classification,tabpfn_2_6,G1-point-t01,G1,1.0,1.0,-0.004736351607583632,-0.0069703984323089135,-0.02792927839692602,False,False
satimage,classification,tabpfn_2_6,G2-oneSE-t01,G2,1.0,1.0,-0.004736351607583632,-0.0069703984323089135,-0.02792927839692602,False,False
satimage,classification,tabpfn_2_6,G3-validation-min,G3,0.5,0.5,-0.002778051798714754,-0.004098488312201845,-0.016658431409204658,False,True
satimage,classification,tabpfn_2_6,G4-constrained-0.001,G4,0.625,0.6250000006248206,-0.0038437634235837124,-0.005661388939938075,-0.022792054362409057,False,False
satimage,classification,tabpfn_2_6,G4-constrained-0.01,G4,1.0,1.0,-0.004736351607583632,-0.0069703984323089135,-0.02792927839692602,False,False
satimage,classification,tabpfn_2_6,G4-constrained-0.05,G4,1.0,1.0,-0.004736351607583632,-0.0069703984323089135,-0.02792927839692602,False,False
satimage,classification,tabpfn_2_6,GramAnchor,fixed,1.0,1.0,-0.004736351607583632,-0.0069703984323089135,-0.02792927839692602,False,False
satimage,classification,tabpfn_2_6,Raw,fixed,0.0,0.0,0.0,0.0,0.0,False,True
satimage,classification,tabpfn_2_6,Raw+GramAnchor@0.5,fixed,0.5,0.5000000001313569,-0.0035322257931077405,-0.005195965409089134,-0.020764438691457526,False,False
satimage,classification,tabpfn_2_6,Raw+GramAnchor@0.75,fixed,0.75,0.7500000000985175,-0.004413263356673955,-0.006493127613162036,-0.025975000199964512,False,False
satimage,classification,tabpfn_2_6,SafeGram-t0,SafeGram,0.5,0.5,-0.002778051798714754,-0.004098488312201845,-0.016658431409204658,False,True
satimage,classification,tabpfn_2_6,SafeGram-t005,SafeGram,0.75,0.7500000008330941,-0.00450552744991399,-0.006631887326208397,-0.026600787350569394,False,False
satimage,classification,tabpfn_2_6,SafeGram-t01,SafeGram,0.875,0.8750000006248204,-0.004806460843471097,-0.007073215898330362,-0.028332786821190285,False,False
satimage,classification,tabpfn_2_6,SafeGram-t02,SafeGram,1.0,1.0,-0.004736351607583632,-0.0069703984323089135,-0.02792927839692602,False,False
space-ga,regression,catboost,G1-point-t01,G1,1.0,1.0,0.0050253606248646995,0.00042074826258434866,0.004069247022017079,False,False
space-ga,regression,catboost,G2-oneSE-t01,G2,0.875,0.875,0.0022937651891515006,0.00019243860576896588,0.0018642360282571599,False,False
space-ga,regression,catboost,G3-validation-min,G3,0.75,0.75,0.001060945919710643,8.939825775786114e-05,0.000869074004300118,False,False
space-ga,regression,catboost,G4-constrained-0.001,G4,0.75,0.75,0.001060945919710643,8.939825775786114e-05,0.000869074004300118,False,False
space-ga,regression,catboost,G4-constrained-0.01,G4,1.0,1.0,0.0050253606248646995,0.00042074826258434866,0.004069247022017079,False,False
space-ga,regression,catboost,G4-constrained-0.05,G4,1.0,1.0,0.0050253606248646995,0.00042074826258434866,0.004069247022017079,False,False
space-ga,regression,catboost,GramAnchor,fixed,1.0,1.0,0.0050253606248646995,0.00042074826258434866,0.004069247022017079,False,False
space-ga,regression,catboost,Raw,fixed,0.0,0.0,0.0,0.0,0.0,False,True
space-ga,regression,catboost,Raw+GramAnchor@0.5,fixed,0.5,0.5,-0.0035503984454287414,-0.0002970929851983384,-0.0028720373668623344,False,False
space-ga,regression,catboost,Raw+GramAnchor@0.75,fixed,0.75,0.75,-0.0007708615957288101,-6.44173827447983e-05,-0.0006220476247179112,False,False
space-ga,regression,catboost,SafeGram-t0,SafeGram,0.5,0.5,0.0031165532269801987,0.0002612081065861416,0.002528410761172081,False,True
space-ga,regression,catboost,SafeGram-t005,SafeGram,0.625,0.625,0.0013358778337717347,0.00011237736005325488,0.0010910058047103363,False,False
space-ga,regression,catboost,SafeGram-t01,SafeGram,0.75,0.75,0.001060945919710643,8.939825775786114e-05,0.000869074004300118,False,False
space-ga,regression,catboost,SafeGram-t02,SafeGram,0.875,0.875,0.0022937651891515006,0.00019243860576896588,0.0018642360282571599,False,False
space-ga,regression,controlled_mlp,G1-point-t01,G1,1.0,1.0,-0.11192227519424847,-0.007729371165701639,-0.06508746974378327,False,False
space-ga,regression,controlled_mlp,G2-oneSE-t01,G2,1.0,1.0,-0.11192227519424847,-0.007729371165701639,-0.06508746974378327,False,False
space-ga,regression,controlled_mlp,G3-validation-min,G3,0.875,0.8749999977256766,-0.1258109029974657,-0.008959270237462152,-0.07756514756720488,False,False
space-ga,regression,controlled_mlp,G4-constrained-0.001,G4,0.875,0.8749999977256766,-0.1258109029974657,-0.008959270237462152,-0.07756514756720488,False,False
space-ga,regression,controlled_mlp,G4-constrained-0.01,G4,0.875,0.8749999977256766,-0.1258109029974657,-0.008959270237462152,-0.07756514756720488,False,False
space-ga,regression,controlled_mlp,G4-constrained-0.05,G4,1.0,1.0,-0.11192227519424847,-0.007729371165701639,-0.06508746974378327,False,False
space-ga,regression,controlled_mlp,GramAnchor,fixed,1.0,1.0,-0.11192227519424847,-0.007729371165701639,-0.06508746974378327,False,False
space-ga,regression,controlled_mlp,Raw,fixed,0.0,0.0,0.0,0.0,0.0,False,True
space-ga,regression,controlled_mlp,Raw+GramAnchor@0.5,fixed,0.5,0.5000000055048262,-0.11987462463715322,-0.008651921244777955,-0.07578084598269433,False,False
space-ga,regression,controlled_mlp,Raw+GramAnchor@0.75,fixed,0.75,0.7499999960689019,-0.13301169923652964,-0.009465695911467925,-0.08190123544035136,False,False
space-ga,regression,controlled_mlp,SafeGram-t0,SafeGram,0.875,0.8749999977256766,-0.1258109029974657,-0.008959270237462152,-0.07756514756720488,False,False
space-ga,regression,controlled_mlp,SafeGram-t005,SafeGram,0.875,0.8749999977256766,-0.1258109029974657,-0.008959270237462152,-0.07756514756720488,False,False
space-ga,regression,controlled_mlp,SafeGram-t01,SafeGram,0.875,0.8749999977256766,-0.1258109029974657,-0.008959270237462152,-0.07756514756720488,False,False
space-ga,regression,controlled_mlp,SafeGram-t02,SafeGram,1.0,1.0,-0.11192227519424847,-0.007729371165701639,-0.06508746974378327,False,False
space-ga,regression,tabicl_v2,G1-point-t01,G1,1.0,1.0,0.00427699408302631,0.00038633063643289667,0.003991235947585328,False,False
space-ga,regression,tabicl_v2,G2-oneSE-t01,G2,1.0,1.0,0.00427699408302631,0.00038633063643289667,0.003991235947585328,False,False
space-ga,regression,tabicl_v2,G3-validation-min,G3,1.0,1.0,0.00427699408302631,0.00038633063643289667,0.003991235947585328,False,False
space-ga,regression,tabicl_v2,G4-constrained-0.001,G4,1.0,1.0,0.00427699408302631,0.00038633063643289667,0.003991235947585328,False,False
space-ga,regression,tabicl_v2,G4-constrained-0.01,G4,1.0,1.0,0.00427699408302631,0.00038633063643289667,0.003991235947585328,False,False
space-ga,regression,tabicl_v2,G4-constrained-0.05,G4,1.0,1.0,0.00427699408302631,0.00038633063643289667,0.003991235947585328,False,False
space-ga,regression,tabicl_v2,GramAnchor,fixed,1.0,1.0,0.00427699408302631,0.00038633063643289667,0.003991235947585328,False,False
space-ga,regression,tabicl_v2,Raw,fixed,0.0,0.0,0.0,0.0,0.0,False,True
space-ga,regression,tabicl_v2,Raw+GramAnchor@0.5,fixed,0.5,0.5,-0.00796887031793556,-0.0007198089784124506,-0.007436447434148688,False,False
space-ga,regression,tabicl_v2,Raw+GramAnchor@0.75,fixed,0.75,0.75,-0.0043562110559303155,-0.00039348611595056704,-0.004065160209292429,False,False
space-ga,regression,tabicl_v2,SafeGram-t0,SafeGram,0.875,0.875,-3.9608486452002815e-05,-3.5777397588351856e-06,-3.696213085355041e-05,False,False
space-ga,regression,tabicl_v2,SafeGram-t005,SafeGram,1.0,1.0,0.00427699408302631,0.00038633063643289667,0.003991235947585328,False,False
space-ga,regression,tabicl_v2,SafeGram-t01,SafeGram,1.0,1.0,0.00427699408302631,0.00038633063643289667,0.003991235947585328,False,False
space-ga,regression,tabicl_v2,SafeGram-t02,SafeGram,1.0,1.0,0.00427699408302631,0.00038633063643289667,0.003991235947585328,False,False
space-ga,regression,tabm_d,G1-point-t01,G1,1.0,1.0,-0.05846389010977848,-0.004794592234639433,-0.045617056741434125,False,False
space-ga,regression,tabm_d,G2-oneSE-t01,G2,1.0,1.0,-0.05846389010977848,-0.004794592234639433,-0.045617056741434125,False,False
space-ga,regression,tabm_d,G3-validation-min,G3,1.0,1.0,-0.05846389010977848,-0.004794592234639433,-0.045617056741434125,False,False
space-ga,regression,tabm_d,G4-constrained-0.001,G4,1.0,1.0,-0.05846389010977848,-0.004794592234639433,-0.045617056741434125,False,False
space-ga,regression,tabm_d,G4-constrained-0.01,G4,1.0,1.0,-0.05846389010977848,-0.004794592234639433,-0.045617056741434125,False,False
space-ga,regression,tabm_d,G4-constrained-0.05,G4,1.0,1.0,-0.05846389010977848,-0.004794592234639433,-0.045617056741434125,False,False
space-ga,regression,tabm_d,GramAnchor,fixed,1.0,1.0,-0.05846389010977848,-0.004794592234639433,-0.045617056741434125,False,False
space-ga,regression,tabm_d,Raw,fixed,0.0,0.0,0.0,0.0,0.0,False,True
space-ga,regression,tabm_d,Raw+GramAnchor@0.5,fixed,0.5,0.5000000452533688,-0.03884512942372326,-0.0031849823713520214,-0.03029770626302565,False,False
space-ga,regression,tabm_d,Raw+GramAnchor@0.75,fixed,0.75,0.7499999993334396,-0.051136023368227305,-0.00419312145781945,-0.03989067240518221,False,False
