dataset,model,seed,interface,representation_id,shape_match,train_relative_error,validation_relative_error,test_relative_error
debutanizer,catboost,0,RankAdaptiveGram,rank_adaptive_gram__orthogonal_all__m4,True,1.2097259960612192e-15,1.296499685737215e-15,1.3125922748799706e-15
debutanizer,catboost,0,RankAdaptiveGram,rank_adaptive_gram__orthogonal_all__m5,True,1.1306658468372029e-15,1.1967354742046204e-15,1.2421448576194507e-15
debutanizer,catboost,0,RankAdaptiveGram,rank_adaptive_gram__orthogonal_all__m6,True,1.1515200975974608e-15,1.2413408722694079e-15,1.2665839445972532e-15
debutanizer,catboost,0,RankAdaptiveGram,rank_adaptive_gram__orthogonal_all__m7,True,1.75230557395688e-15,1.8731814708925254e-15,1.9210727142368285e-15
debutanizer,catboost,0,PCA-canonicalization,pca__v1__orthogonal_all__m0,True,0.026056360726160556,2.0163498894784617e-15,1.9972998330223505e-15
debutanizer,catboost,0,PCA-canonicalization,pca__v1__orthogonal_all__m1,True,0.02605636072616056,2.0560722172395393e-15,2.0401724245041644e-15
debutanizer,catboost,0,PCA-canonicalization,pca__v1__orthogonal_all__m2,True,0.026056360726160556,1.6108485063051755e-15,1.6100798181060635e-15
debutanizer,catboost,0,PCA-canonicalization,pca__v1__orthogonal_all__m3,True,0.026056360726160556,1.801681132388975e-15,1.8111342370907073e-15
debutanizer,catboost,0,PCA-canonicalization,pca__v1__orthogonal_all__m4,True,1.8397624523299607e-15,1.793922217540675e-15,1.7919840683766773e-15
debutanizer,catboost,0,PCA-canonicalization,pca__v1__orthogonal_all__m5,True,2.6658848622580183e-15,2.425686689227206e-15,2.4886098715606115e-15
debutanizer,catboost,0,PCA-canonicalization,pca__v1__orthogonal_all__m6,True,2.0578251434952737e-15,1.9825511565255773e-15,2.0024570794145894e-15
debutanizer,catboost,0,PCA-canonicalization,pca__v1__orthogonal_all__m7,True,2.3350300237317428e-15,2.2782494145295762e-15,2.2940525682205564e-15
debutanizer,catboost,1,GramAnchor-m16,gram_anchor__pivot_tie_v2__orthogonal_all__m0,True,8.843429205611799e-16,8.769448848438398e-16,9.34306178882347e-16
debutanizer,catboost,1,GramAnchor-m16,gram_anchor__pivot_tie_v2__orthogonal_all__m1,True,8.952591912867939e-16,9.21576728408182e-16,9.455179966059256e-16
debutanizer,catboost,1,GramAnchor-m16,gram_anchor__pivot_tie_v2__orthogonal_all__m2,True,8.394365262811086e-16,8.622963859474574e-16,8.852422682104659e-16
debutanizer,catboost,1,GramAnchor-m16,gram_anchor__pivot_tie_v2__orthogonal_all__m3,True,1.0206016603349418e-15,1.043820613563578e-15,1.066314579817534e-15
debutanizer,catboost,1,GramAnchor-m16,gram_anchor__pivot_tie_v2__orthogonal_all__m4,True,8.95517772585687e-16,9.278588860976369e-16,9.311997170254718e-16
debutanizer,catboost,1,GramAnchor-m16,gram_anchor__pivot_tie_v2__orthogonal_all__m5,True,8.464805604741568e-16,8.662891316740807e-16,8.894849673514032e-16
debutanizer,catboost,1,GramAnchor-m16,gram_anchor__pivot_tie_v2__orthogonal_all__m6,True,8.575840223131598e-16,8.952940243940677e-16,9.031771397547358e-16
debutanizer,catboost,1,GramAnchor-m16,gram_anchor__pivot_tie_v2__orthogonal_all__m7,True,1.2688961363036848e-15,1.312883885496149e-15,1.3322925939806065e-15
debutanizer,catboost,1,RankAdaptiveGram,rank_adaptive_gram__orthogonal_all__m0,True,1.1836656329030962e-15,1.2066920473137534e-15,1.3070869523021088e-15
debutanizer,catboost,1,RankAdaptiveGram,rank_adaptive_gram__orthogonal_all__m1,True,1.2115019755999777e-15,1.286595395209691e-15,1.336258452053397e-15
debutanizer,catboost,1,RankAdaptiveGram,rank_adaptive_gram__orthogonal_all__m2,True,1.1235065812937007e-15,1.190773273569514e-15,1.237361665950323e-15
debutanizer,catboost,1,RankAdaptiveGram,rank_adaptive_gram__orthogonal_all__m3,True,1.380540079460538e-15,1.4573406624452008e-15,1.5054601085213163e-15
debutanizer,catboost,1,RankAdaptiveGram,rank_adaptive_gram__orthogonal_all__m4,True,1.2097259960612192e-15,1.296499685737215e-15,1.3125922748799706e-15
debutanizer,catboost,1,RankAdaptiveGram,rank_adaptive_gram__orthogonal_all__m5,True,1.1306658468372029e-15,1.1967354742046204e-15,1.2421448576194507e-15
debutanizer,catboost,1,RankAdaptiveGram,rank_adaptive_gram__orthogonal_all__m6,True,1.1515200975974608e-15,1.2413408722694079e-15,1.2665839445972532e-15
debutanizer,catboost,1,RankAdaptiveGram,rank_adaptive_gram__orthogonal_all__m7,True,1.75230557395688e-15,1.8731814708925254e-15,1.9210727142368285e-15
debutanizer,catboost,1,PCA-canonicalization,pca__v1__orthogonal_all__m0,True,0.026056360726160556,2.0163498894784617e-15,1.9972998330223505e-15
debutanizer,catboost,1,PCA-canonicalization,pca__v1__orthogonal_all__m1,True,0.02605636072616056,2.0560722172395393e-15,2.0401724245041644e-15
debutanizer,catboost,1,PCA-canonicalization,pca__v1__orthogonal_all__m2,True,0.026056360726160556,1.6108485063051755e-15,1.6100798181060635e-15
debutanizer,catboost,1,PCA-canonicalization,pca__v1__orthogonal_all__m3,True,0.026056360726160556,1.801681132388975e-15,1.8111342370907073e-15
debutanizer,catboost,1,PCA-canonicalization,pca__v1__orthogonal_all__m4,True,1.8397624523299607e-15,1.793922217540675e-15,1.7919840683766773e-15
debutanizer,catboost,1,PCA-canonicalization,pca__v1__orthogonal_all__m5,True,2.6658848622580183e-15,2.425686689227206e-15,2.4886098715606115e-15
debutanizer,catboost,1,PCA-canonicalization,pca__v1__orthogonal_all__m6,True,2.0578251434952737e-15,1.9825511565255773e-15,2.0024570794145894e-15
debutanizer,catboost,1,PCA-canonicalization,pca__v1__orthogonal_all__m7,True,2.3350300237317428e-15,2.2782494145295762e-15,2.2940525682205564e-15
