dataset,problem_type,model,seed,natural_pair,method,split,alpha,natural_reconstruction_error,gram_coordinate_error,rank_coordinate_error,raw_disagreement,method_disagreement,disagreement_reduction,fit_seconds,raw_loss,method_loss,trivial_loss,absolute_task_difference,relative_task_difference,safety_denominator,normalized_excess_risk,denominator_sensitive
CPMP-2015-regression,regression,tabm_d,0,local_hat_to_spectral_hat,Raw,test,0.0,2.1793901466347934e-16,6.078116997472917e-17,3.5051215325586926e-17,0.01746343410604248,0.01746343410604248,0.0,1.2657735340762883,453.99035378502055,453.99035378502055,1585.5685638698344,0.0,0.0,1131.578210084814,0.0,False
CPMP-2015-regression,regression,tabm_d,0,local_hat_to_spectral_hat,GramAnchor-m16,validation,1.0,2.1793901466347934e-16,6.078116997472917e-17,3.5051215325586926e-17,0.01623768958633582,0.0,1.0,0.3828333280980587,325.4096326563192,314.81702743055325,1594.0829609633915,-10.592605225765965,-0.03255160315722223,1268.6733283070723,-0.008349355968490976,False
CPMP-2015-regression,regression,tabm_d,0,local_hat_to_spectral_hat,GramAnchor-m16,test,1.0,2.1793901466347934e-16,6.078116997472917e-17,3.5051215325586926e-17,0.01746343410604248,0.0,1.0,0.3828333280980587,453.99035378502055,473.6150939036484,1585.5685638698344,19.62474011862787,0.04322721827680249,1131.578210084814,0.0173428048929618,False
CPMP-2015-regression,regression,tabm_d,0,local_hat_to_spectral_hat,Raw+GramAnchor@0.75,validation,0.75,2.1793901466347934e-16,6.078116997472917e-17,3.5051215325586926e-17,0.01623768958633582,0.004059422396583955,0.75,1.648606862174347,325.4096326563192,312.3371402299149,1594.0829609633915,-13.072492426404324,-0.04017241997323052,1268.6733283070723,-0.010304064990353632,False
CPMP-2015-regression,regression,tabm_d,0,local_hat_to_spectral_hat,Raw+GramAnchor@0.75,test,0.75,2.1793901466347934e-16,6.078116997472917e-17,3.5051215325586926e-17,0.01746343410604248,0.00436585852651062,0.75,1.648606862174347,453.99035378502055,465.3439879655919,1585.5685638698344,11.353634180571362,0.025008536163628893,1131.578210084814,0.010033450696899144,False
CPMP-2015-regression,regression,tabm_d,0,local_hat_to_spectral_hat,RankAdaptiveGram,validation,1.0,2.1793901466347934e-16,6.078116997472917e-17,3.5051215325586926e-17,0.01623768958633582,0.0,1.0,0.6296516668517143,325.4096326563192,328.9083328857177,1594.0829609633915,3.49870022939848,0.010751679969761762,1268.6733283070723,0.0027577628939887727,False
CPMP-2015-regression,regression,tabm_d,0,local_hat_to_spectral_hat,RankAdaptiveGram,test,1.0,2.1793901466347934e-16,6.078116997472917e-17,3.5051215325586926e-17,0.01746343410604248,0.0,1.0,0.6296516668517143,453.99035378502055,454.420596512686,1585.5685638698344,0.43024272766547256,0.0009476913420702474,1131.578210084814,0.00038021475124836937,False
CPMP-2015-regression,regression,tabm_d,0,local_hat_to_spectral_hat,SafeGram-t01,validation,1.0,2.1793901466347934e-16,6.078116997472917e-17,3.5051215325586926e-17,0.01623768958633582,0.0,1.0,1.648606862174347,325.4096326563192,314.81702743055325,1594.0829609633915,-10.592605225765965,-0.03255160315722223,1268.6733283070723,-0.008349355968490976,False
CPMP-2015-regression,regression,tabm_d,0,local_hat_to_spectral_hat,SafeGram-t01,test,1.0,2.1793901466347934e-16,6.078116997472917e-17,3.5051215325586926e-17,0.01746343410604248,0.0,1.0,1.648606862174347,453.99035378502055,473.6150939036484,1585.5685638698344,19.62474011862787,0.04322721827680249,1131.578210084814,0.0173428048929618,False
CPMP-2015-regression,regression,tabm_d,0,local_hat_to_spectral_hat,SafeRankGram-t01,validation,1.0,2.1793901466347934e-16,6.078116997472917e-17,3.5051215325586926e-17,0.01623768958633582,0.0,1.0,1.8954252009280026,325.4096326563192,328.9083328857177,1594.0829609633915,3.49870022939848,0.010751679969761762,1268.6733283070723,0.0027577628939887727,False
CPMP-2015-regression,regression,tabm_d,0,local_hat_to_spectral_hat,SafeRankGram-t01,test,1.0,2.1793901466347934e-16,6.078116997472917e-17,3.5051215325586926e-17,0.01746343410604248,0.0,1.0,1.8954252009280026,453.99035378502055,454.420596512686,1585.5685638698344,0.43024272766547256,0.0009476913420702474,1131.578210084814,0.00038021475124836937,False
CPMP-2015-regression,regression,catboost,0,local_hat_to_spectral_hat,Raw,validation,0.0,2.1793901466347934e-16,6.078116997472917e-17,3.5051215325586926e-17,0.03946515757460692,0.03946515757460692,0.0,2.0281672799028456,328.2740496753705,328.2740496753705,1594.0829609633915,0.0,0.0,1265.8089112880211,0.0,False
CPMP-2015-regression,regression,catboost,0,local_hat_to_spectral_hat,Raw,test,0.0,2.1793901466347934e-16,6.078116997472917e-17,3.5051215325586926e-17,0.04064193527454291,0.04064193527454291,0.0,2.0281672799028456,466.3664446180996,466.3664446180996,1585.5685638698344,0.0,0.0,1119.2021192517348,0.0,False
CPMP-2015-regression,regression,catboost,0,local_hat_to_spectral_hat,GramAnchor-m16,validation,1.0,2.1793901466347934e-16,6.078116997472917e-17,3.5051215325586926e-17,0.03946515757460692,0.0,1.0,1.891461563995108,328.2740496753705,313.7514026646514,1594.0829609633915,-14.52264701071914,-0.04423940005334127,1265.8089112880211,-0.01147301688367927,False
CPMP-2015-regression,regression,catboost,0,local_hat_to_spectral_hat,GramAnchor-m16,test,1.0,2.1793901466347934e-16,6.078116997472917e-17,3.5051215325586926e-17,0.04064193527454291,0.0,1.0,1.891461563995108,466.3664446180996,460.3153191360332,1585.5685638698344,-6.051125482066368,-0.012975044735522391,1119.2021192517348,-0.0054066422659313496,False
CPMP-2015-regression,regression,catboost,0,local_hat_to_spectral_hat,Raw+GramAnchor@0.75,validation,0.75,2.1793901466347934e-16,6.078116997472917e-17,3.5051215325586926e-17,0.03946515757460692,0.009866289393651728,0.75,3.9196288438979536,328.2740496753705,315.4265951763739,1594.0829609633915,-12.847454498996626,-0.039136369480625856,1265.8089112880211,-0.010149600294663533,False
CPMP-2015-regression,regression,catboost,0,local_hat_to_spectral_hat,Raw+GramAnchor@0.75,test,0.75,2.1793901466347934e-16,6.078116997472917e-17,3.5051215325586926e-17,0.04064193527454291,0.010160483818635727,0.75,3.9196288438979536,466.3664446180996,460.3054625055829,1585.5685638698344,-6.060982112516683,-0.012996179683295889,1119.2021192517348,-0.0054154491027669565,False
CPMP-2015-regression,regression,catboost,0,local_hat_to_spectral_hat,RankAdaptiveGram,validation,1.0,2.1793901466347934e-16,6.078116997472917e-17,3.5051215325586926e-17,0.03946515757460692,0.0,1.0,0.7448050649836659,328.2740496753705,318.8349407095675,1594.0829609633915,-9.43910896580303,-0.028753746984074263,1265.8089112880211,-0.007456977812076141,False
CPMP-2015-regression,regression,catboost,0,local_hat_to_spectral_hat,RankAdaptiveGram,test,1.0,2.1793901466347934e-16,6.078116997472917e-17,3.5051215325586926e-17,0.04064193527454291,0.0,1.0,0.7448050649836659,466.3664446180996,468.23796517513324,1585.5685638698344,1.871520557033648,0.0040129828778016135,1119.2021192517348,0.0016721917559313513,False
CPMP-2015-regression,regression,catboost,0,local_hat_to_spectral_hat,SafeGram-t01,validation,1.0,2.1793901466347934e-16,6.078116997472917e-17,3.5051215325586926e-17,0.03946515757460692,0.0,1.0,3.9196288438979536,328.2740496753705,313.7514026646514,1594.0829609633915,-14.52264701071914,-0.04423940005334127,1265.8089112880211,-0.01147301688367927,False
CPMP-2015-regression,regression,catboost,0,local_hat_to_spectral_hat,SafeGram-t01,test,1.0,2.1793901466347934e-16,6.078116997472917e-17,3.5051215325586926e-17,0.04064193527454291,0.0,1.0,3.9196288438979536,466.3664446180996,460.3153191360332,1585.5685638698344,-6.051125482066368,-0.012975044735522391,1119.2021192517348,-0.0054066422659313496,False
CPMP-2015-regression,regression,catboost,0,local_hat_to_spectral_hat,SafeRankGram-t01,validation,1.0,2.1793901466347934e-16,6.078116997472917e-17,3.5051215325586926e-17,0.03946515757460692,0.0,1.0,2.7729723448865116,328.2740496753705,318.8349407095675,1594.0829609633915,-9.43910896580303,-0.028753746984074263,1265.8089112880211,-0.007456977812076141,False
CPMP-2015-regression,regression,catboost,0,local_hat_to_spectral_hat,SafeRankGram-t01,test,1.0,2.1793901466347934e-16,6.078116997472917e-17,3.5051215325586926e-17,0.04064193527454291,0.0,1.0,2.7729723448865116,466.3664446180996,468.23796517513324,1585.5685638698344,1.871520557033648,0.0040129828778016135,1119.2021192517348,0.0016721917559313513,False
CPMP-2015-regression,regression,controlled_mlp,0,one_hot_to_helmert,Raw,validation,0.0,2.8466282290534746e-16,2.9901399972699284e-17,8.208809198949224e-17,0.05536500957685778,0.05536500957685778,0.0,0.8520196969620883,361.1761665682506,361.1761665682506,1594.0829609633915,0.0,0.0,1232.9067943951409,0.0,False
CPMP-2015-regression,regression,controlled_mlp,0,one_hot_to_helmert,Raw,test,0.0,2.8466282290534746e-16,2.9901399972699284e-17,8.208809198949224e-17,0.05327600668740298,0.05327600668740298,0.0,0.8520196969620883,465.8904171640396,465.8904171640396,1585.5685638698344,0.0,0.0,1119.678146705795,0.0,False
CPMP-2015-regression,regression,controlled_mlp,0,one_hot_to_helmert,GramAnchor-m16,validation,1.0,2.8466282290534746e-16,2.9901399972699284e-17,8.208809198949224e-17,0.05536500957685778,0.0,1.0,0.17850701604038477,361.1761665682506,334.2474236569266,1594.0829609633915,-26.92874291132398,-0.07455847147166428,1232.9067943951409,-0.021841669649111727,False
CPMP-2015-regression,regression,controlled_mlp,0,one_hot_to_helmert,GramAnchor-m16,test,1.0,2.8466282290534746e-16,2.9901399972699284e-17,8.208809198949224e-17,0.05327600668740298,0.0,1.0,0.17850701604038477,465.8904171640396,477.18756976525555,1585.5685638698344,11.297152601215942,0.024248518932807807,1119.678146705795,0.010089642844645396,False
CPMP-2015-regression,regression,controlled_mlp,0,one_hot_to_helmert,Raw+GramAnchor@0.75,validation,0.75,2.8466282290534746e-16,2.9901399972699284e-17,8.208809198949224e-17,0.05536500957685778,0.013841252394214444,0.75,1.0305267130024731,361.1761665682506,322.6260372637442,1594.0829609633915,-38.55012930450641,-0.10673497554059035,1232.9067943951409,-0.03126767528555875,False
CPMP-2015-regression,regression,controlled_mlp,0,one_hot_to_helmert,Raw+GramAnchor@0.75,test,0.75,2.8466282290534746e-16,2.9901399972699284e-17,8.208809198949224e-17,0.05327600668740298,0.013319001671850746,0.75,1.0305267130024731,465.8904171640396,459.8940396490224,1585.5685638698344,-5.99637751501723,-0.012870789555016561,1119.678146705795,-0.005355447485207398,False
CPMP-2015-regression,regression,controlled_mlp,0,one_hot_to_helmert,RankAdaptiveGram,validation,1.0,2.8466282290534746e-16,2.9901399972699284e-17,8.208809198949224e-17,0.05536500957685778,0.0,1.0,0.24727809615433216,361.1761665682506,567.2499989150624,1594.0829609633915,206.0738323468118,0.5705632082671505,1232.9067943951409,0.16714469681214694,False
CPMP-2015-regression,regression,controlled_mlp,0,one_hot_to_helmert,RankAdaptiveGram,test,1.0,2.8466282290534746e-16,2.9901399972699284e-17,8.208809198949224e-17,0.05327600668740298,0.0,1.0,0.24727809615433216,465.8904171640396,631.4455819580126,1585.5685638698344,165.55516479397295,0.35535215727710734,1119.678146705795,0.14785960169094378,False
CPMP-2015-regression,regression,controlled_mlp,0,one_hot_to_helmert,SafeGram-t01,validation,0.75,2.8466282290534746e-16,2.9901399972699284e-17,8.208809198949224e-17,0.05536500957685778,0.013841252394214444,0.75,1.0305267130024731,361.1761665682506,322.6260372637442,1594.0829609633915,-38.55012930450641,-0.10673497554059035,1232.9067943951409,-0.03126767528555875,False
CPMP-2015-regression,regression,controlled_mlp,0,one_hot_to_helmert,SafeGram-t01,test,0.75,2.8466282290534746e-16,2.9901399972699284e-17,8.208809198949224e-17,0.05327600668740298,0.013319001671850746,0.75,1.0305267130024731,465.8904171640396,459.8940396490224,1585.5685638698344,-5.99637751501723,-0.012870789555016561,1119.678146705795,-0.005355447485207398,False
CPMP-2015-regression,regression,controlled_mlp,0,one_hot_to_helmert,SafeRankGram-t01,validation,0.0,2.8466282290534746e-16,2.9901399972699284e-17,8.208809198949224e-17,0.05536500957685778,0.05536500957685778,0.0,1.0992977931164205,361.1761665682506,361.1761665682506,1594.0829609633915,0.0,0.0,1232.9067943951409,0.0,False
CPMP-2015-regression,regression,controlled_mlp,0,one_hot_to_helmert,SafeRankGram-t01,test,0.0,2.8466282290534746e-16,2.9901399972699284e-17,8.208809198949224e-17,0.05327600668740298,0.05327600668740298,0.0,1.0992977931164205,465.8904171640396,465.8904171640396,1585.5685638698344,0.0,0.0,1119.678146705795,0.0,False
CPMP-2015-regression,regression,tabm_d,0,one_hot_to_helmert,Raw,validation,0.0,2.8466282290534746e-16,2.9901399972699284e-17,8.208809198949224e-17,0.06641775425653786,0.06641775425653786,0.0,1.3493565521202981,325.485088181208,325.485088181208,1594.0829609633915,0.0,0.0,1268.5978727821835,0.0,False
CPMP-2015-regression,regression,tabm_d,0,one_hot_to_helmert,Raw,test,0.0,2.8466282290534746e-16,2.9901399972699284e-17,8.208809198949224e-17,0.06151863948696214,0.06151863948696214,0.0,1.3493565521202981,449.44468684535445,449.44468684535445,1585.5685638698344,0.0,0.0,1136.12387702448,0.0,False
CPMP-2015-regression,regression,tabm_d,0,one_hot_to_helmert,GramAnchor-m16,validation,1.0,2.8466282290534746e-16,2.9901399972699284e-17,8.208809198949224e-17,0.06641775425653786,0.0,1.0,0.3652627831324935,325.485088181208,316.4299517773906,1594.0829609633915,-9.055136403817414,-0.027820433969546796,1268.5978727821835,-0.007137909181542644,False
CPMP-2015-regression,regression,tabm_d,0,one_hot_to_helmert,GramAnchor-m16,test,1.0,2.8466282290534746e-16,2.9901399972699284e-17,8.208809198949224e-17,0.06151863948696214,0.0,1.0,0.3652627831324935,449.44468684535445,472.4479999358242,1585.5685638698344,23.00331309046976,0.05118163316587336,1136.12387702448,0.02024718743761963,False
CPMP-2015-regression,regression,tabm_d,0,one_hot_to_helmert,Raw+GramAnchor@0.75,validation,0.75,2.8466282290534746e-16,2.9901399972699284e-17,8.208809198949224e-17,0.06641775425653786,0.016604438564134464,0.75,1.7146193352527916,325.485088181208,313.08512531756827,1594.0829609633915,-12.399962863639757,-0.03809686930031123,1268.5978727821835,-0.009774541743827135,False
CPMP-2015-regression,regression,tabm_d,0,one_hot_to_helmert,Raw+GramAnchor@0.75,test,0.75,2.8466282290534746e-16,2.9901399972699284e-17,8.208809198949224e-17,0.06151863948696214,0.015379659871740534,0.75,1.7146193352527916,449.44468684535445,463.233315173667,1585.5685638698344,13.78862832831254,0.030679255383114477,1136.12387702448,0.012136553598737049,False
CPMP-2015-regression,regression,tabm_d,0,one_hot_to_helmert,RankAdaptiveGram,validation,1.0,2.8466282290534746e-16,2.9901399972699284e-17,8.208809198949224e-17,0.06641775425653786,0.0,1.0,0.5741109540686011,325.485088181208,331.102707636485,1594.0829609633915,5.617619455276952,0.017259222186392274,1268.5978727821835,0.004428211315660537,False
CPMP-2015-regression,regression,tabm_d,0,one_hot_to_helmert,RankAdaptiveGram,test,1.0,2.8466282290534746e-16,2.9901399972699284e-17,8.208809198949224e-17,0.06151863948696214,0.0,1.0,0.5741109540686011,449.44468684535445,454.44369126573145,1585.5685638698344,4.999004420376991,0.011122624355546238,1136.12387702448,0.004400052249116914,False
CPMP-2015-regression,regression,tabm_d,0,one_hot_to_helmert,SafeGram-t01,validation,1.0,2.8466282290534746e-16,2.9901399972699284e-17,8.208809198949224e-17,0.06641775425653786,0.0,1.0,1.7146193352527916,325.485088181208,316.4299517773906,1594.0829609633915,-9.055136403817414,-0.027820433969546796,1268.5978727821835,-0.007137909181542644,False
CPMP-2015-regression,regression,tabm_d,0,one_hot_to_helmert,SafeGram-t01,test,1.0,2.8466282290534746e-16,2.9901399972699284e-17,8.208809198949224e-17,0.06151863948696214,0.0,1.0,1.7146193352527916,449.44468684535445,472.4479999358242,1585.5685638698344,23.00331309046976,0.05118163316587336,1136.12387702448,0.02024718743761963,False
CPMP-2015-regression,regression,tabm_d,0,one_hot_to_helmert,SafeRankGram-t01,validation,0.75,2.8466282290534746e-16,2.9901399972699284e-17,8.208809198949224e-17,0.06641775425653786,0.016604438564134464,0.75,1.9234675061888993,325.485088181208,328.35392090353145,1594.0829609633915,2.8688327223234182,0.008814021982863457,1268.5978727821835,0.002261420095267646,False
CPMP-2015-regression,regression,tabm_d,0,one_hot_to_helmert,SafeRankGram-t01,test,0.75,2.8466282290534746e-16,2.9901399972699284e-17,8.208809198949224e-17,0.06151863948696214,0.015379659871740534,0.75,1.9234675061888993,449.44468684535445,452.4289931619972,1585.5685638698344,2.984306316642744,0.006639985751282423,1136.12387702448,0.0026267437706341255,False
CPMP-2015-regression,regression,catboost,0,one_hot_to_helmert,Raw,validation,0.0,2.8466282290534746e-16,2.9901399972699284e-17,8.208809198949224e-17,0.1628937962790186,0.1628937962790186,0.0,2.0964623410254717,319.66624933202013,319.66624933202013,1594.0829609633915,0.0,0.0,1274.4167116313715,0.0,False
CPMP-2015-regression,regression,catboost,0,one_hot_to_helmert,Raw,test,0.0,2.8466282290534746e-16,2.9901399972699284e-17,8.208809198949224e-17,0.16316365541163574,0.16316365541163574,0.0,2.0964623410254717,471.8205208628873,471.8205208628873,1585.5685638698344,0.0,0.0,1113.7480430069472,0.0,False
CPMP-2015-regression,regression,catboost,0,one_hot_to_helmert,GramAnchor-m16,validation,1.0,2.8466282290534746e-16,2.9901399972699284e-17,8.208809198949224e-17,0.1628937962790186,0.0,1.0,1.837096517905593,319.66624933202013,315.0938705311769,1594.0829609633915,-4.572378800843239,-0.014303601992383485,1274.4167116313715,-0.0035878208117580087,False
CPMP-2015-regression,regression,catboost,0,one_hot_to_helmert,GramAnchor-m16,test,1.0,2.8466282290534746e-16,2.9901399972699284e-17,8.208809198949224e-17,0.16316365541163574,0.0,1.0,1.837096517905593,471.8205208628873,465.5524736635094,1585.5685638698344,-6.268047199377918,-0.013284812597626363,1113.7480430069472,-0.005627886162165692,False
CPMP-2015-regression,regression,catboost,0,one_hot_to_helmert,Raw+GramAnchor@0.75,validation,0.75,2.8466282290534746e-16,2.9901399972699284e-17,8.208809198949224e-17,0.1628937962790186,0.040723449069754655,0.75,3.9335588589310646,319.66624933202013,314.8530602823575,1594.0829609633915,-4.81318904966264,-0.015056919708353194,1274.4167116313715,-0.0037767780395011547,False
CPMP-2015-regression,regression,catboost,0,one_hot_to_helmert,Raw+GramAnchor@0.75,test,0.75,2.8466282290534746e-16,2.9901399972699284e-17,8.208809198949224e-17,0.16316365541163574,0.040790913852908936,0.75,3.9335588589310646,471.8205208628873,465.78732008221306,1585.5685638698344,-6.033200780674235,-0.012787067356969632,1113.7480430069472,-0.005417024809655806,False
CPMP-2015-regression,regression,catboost,0,one_hot_to_helmert,RankAdaptiveGram,validation,1.0,2.8466282290534746e-16,2.9901399972699284e-17,8.208809198949224e-17,0.1628937962790186,0.0,1.0,0.9227801449596882,319.66624933202013,316.8484184510489,1594.0829609633915,-2.8178308809712576,-0.008814915202525895,1274.4167116313715,-0.002211074961002491,False
CPMP-2015-regression,regression,catboost,0,one_hot_to_helmert,RankAdaptiveGram,test,1.0,2.8466282290534746e-16,2.9901399972699284e-17,8.208809198949224e-17,0.16316365541163574,0.0,1.0,0.9227801449596882,471.8205208628873,468.67612838658306,1585.5685638698344,-3.1443924763042332,-0.006664382614290752,1113.7480430069472,-0.002823252975434965,False
CPMP-2015-regression,regression,catboost,0,one_hot_to_helmert,SafeGram-t01,validation,1.0,2.8466282290534746e-16,2.9901399972699284e-17,8.208809198949224e-17,0.1628937962790186,0.0,1.0,3.9335588589310646,319.66624933202013,315.0938705311769,1594.0829609633915,-4.572378800843239,-0.014303601992383485,1274.4167116313715,-0.0035878208117580087,False
CPMP-2015-regression,regression,catboost,0,one_hot_to_helmert,SafeGram-t01,test,1.0,2.8466282290534746e-16,2.9901399972699284e-17,8.208809198949224e-17,0.16316365541163574,0.0,1.0,3.9335588589310646,471.8205208628873,465.5524736635094,1585.5685638698344,-6.268047199377918,-0.013284812597626363,1113.7480430069472,-0.005627886162165692,False
CPMP-2015-regression,regression,catboost,0,one_hot_to_helmert,SafeRankGram-t01,validation,1.0,2.8466282290534746e-16,2.9901399972699284e-17,8.208809198949224e-17,0.1628937962790186,0.0,1.0,3.01924248598516,319.66624933202013,316.8484184510489,1594.0829609633915,-2.8178308809712576,-0.008814915202525895,1274.4167116313715,-0.002211074961002491,False
CPMP-2015-regression,regression,catboost,0,one_hot_to_helmert,SafeRankGram-t01,test,1.0,2.8466282290534746e-16,2.9901399972699284e-17,8.208809198949224e-17,0.16316365541163574,0.0,1.0,3.01924248598516,471.8205208628873,468.67612838658306,1585.5685638698344,-3.1443924763042332,-0.006664382614290752,1113.7480430069472,-0.002823252975434965,False
