dataset,model,seed,anchor_rule,normalization,relative_threshold,standardize,feature,kind,raw_block_dimension,empirical_rank,singular_values,relative_rank_threshold,anchor_count,anchor_indices,pivot_rank,anchor_gram_condition_number,anchor_gram_effective_condition_number,coordinate_dimension,reconstruction_error,global_rms_scale,standardized,constant_coordinates
eeg-eye-state,tabm_d,0,rank,N1_anchor_norm,0.0001,True,V12,continuous,8,8,"[32.55930054345064, 19.089237486624068, 11.13850337002844, 5.958507044098166, 2.3029601464271603, 1.0737198536867463, 1.0009084451490964, 0.4870942585331703]",0.0001,8,"[120, 6, 7, 389, 721, 8, 59, 24]",8,5780.982201540972,5780.982201539173,8,6.573180548763792e-15,1.0,True,0
eeg-eye-state,tabm_d,0,rank,N1_anchor_norm,0.0001,True,V13,continuous,8,8,"[36.55704338165456, 18.474573870650257, 10.070350196667972, 4.678090075281594, 1.3457835732619992, 1.0008725562707048, 1.0001146465331325, 0.19495574145277333]",0.0001,8,"[216, 542, 13, 389, 114, 99, 68, 720]",8,37850.26271827687,37850.26271831759,8,3.8278989063393835e-14,1.0,True,0
eeg-eye-state,tabm_d,0,rank,N1_anchor_norm,0.0001,True,V14,continuous,8,8,"[30.569449368450837, 17.429125755519372, 10.496249786054141, 7.335177796908473, 3.054702555413326, 1.392414209136925, 1.0000005791232947, 0.6802560367962971]",0.0001,8,"[154, 191, 210, 13, 389, 50, 470, 817]",8,5696.237336839812,5696.237336837558,8,6.665343588176186e-15,1.0,True,0
eeg-eye-state,tabm_d,1,rank,N1_anchor_norm,0.0001,True,V1,continuous,8,8,"[30.49738773845803, 17.41727765296808, 9.156153372382962, 7.190993591822369, 3.237380970470454, 2.329492742767183, 1.0000004524490287, 0.7564550782844814]",0.0001,8,"[34, 271, 1, 12, 169, 67, 38, 956]",8,2362.2724437580473,2362.2724437579386,8,8.505199518114442e-15,1.0,True,0
eeg-eye-state,tabm_d,1,rank,N1_anchor_norm,0.0001,True,V2,continuous,8,8,"[31.97029661381492, 17.581263128522345, 11.333166200770963, 6.785197941937698, 3.0363492708747946, 1.4390404578940572, 1.1438028159640246, 0.5709328798636456]",0.0001,8,"[130, 146, 137, 12, 16, 42, 441, 196]",8,10577.99307168825,10577.993071696415,8,7.47560558482627e-15,1.0,True,0
eeg-eye-state,tabm_d,1,rank,N1_anchor_norm,0.0001,True,V3,continuous,8,8,"[38.71428283631977, 19.259579315565677, 10.146307692951252, 3.0437158300992406, 2.2913102405583756, 1.3973747712042741, 0.9495235066877937, 0.0957146677149866]",0.0001,8,"[23, 16, 721, 987, 104, 168, 61, 711]",8,64547.73370860013,64547.73370841232,8,6.299277867165979e-14,1.0,True,0
eeg-eye-state,tabm_d,1,rank,N1_anchor_norm,0.0001,True,V4,continuous,8,8,"[31.856937604346445, 20.10680552363987, 12.392033123834983, 4.699689813172232, 1.8388943234432416, 1.7594403670580467, 1.2946745625661085, 0.46967475610170845]",0.0001,8,"[100, 33, 9, 16, 721, 2, 34, 57]",8,3470.197656795624,3470.197656795083,8,5.76279723723188e-15,1.0,True,0
eeg-eye-state,tabm_d,1,rank,N1_anchor_norm,0.0001,True,V5,continuous,8,8,"[31.447844590889016, 19.958015487263136, 11.439296575188052, 5.9728436461622, 2.917317595664683, 2.3388140846425256, 1.0039660548740346, 0.5529975797862293]",0.0001,8,"[2, 12, 416, 721, 24, 111, 345, 146]",8,2117.85556166783,2117.8555616677754,8,8.405859829771199e-15,1.0,True,0
eeg-eye-state,tabm_d,1,rank,N1_anchor_norm,0.0001,True,V6,continuous,8,8,"[39.36356046078212, 17.874310520049416, 10.427109547041596, 4.16638163357004, 2.138378738112745, 1.4142135624206145, 0.9960681597337024, 0.09080944172983427]",0.0001,8,"[62, 64, 73, 721, 6, 67, 19, 326]",8,218470.6522204811,218470.65222196793,8,7.22888496361829e-14,1.0,True,0
eeg-eye-state,tabm_d,1,rank,N1_anchor_norm,0.0001,True,V7,continuous,8,8,"[28.650062962673516, 18.99286508609882, 12.019673472373604, 7.24085258481562, 3.3494568155022177, 1.7435307346014135, 1.0635915606152604, 0.9656271304498536]",0.0001,8,"[141, 160, 10, 721, 252, 210, 167, 128]",8,3560.126428947312,3560.126428947187,8,9.300684068177607e-15,1.0,True,0
eeg-eye-state,tabm_d,1,rank,N1_anchor_norm,0.0001,True,V8,continuous,8,8,"[33.93983689867996, 19.446074582281465, 11.566571428016251, 5.514178759863108, 2.785895774446247, 1.8875432344934815, 1.0091669460013424, 0.3449141239291649]",0.0001,8,"[75, 314, 92, 721, 219, 36, 80, 111]",8,14373.925990530366,14373.925990529113,8,3.230070291166675e-14,1.0,True,0
eeg-eye-state,tabm_d,1,rank,N1_anchor_norm,0.0001,True,V9,continuous,8,8,"[35.998786995616754, 19.39512953368541, 11.029610758838865, 5.030255149134236, 1.4726558289876812, 1.2070206483424575, 1.0008165236497968, 0.23666576374575687]",0.0001,8,"[80, 50, 144, 608, 721, 53, 241, 47]",8,14658.477541006409,14658.477540993334,8,1.5805371074187005e-14,1.0,True,0
eeg-eye-state,tabm_d,1,rank,N1_anchor_norm,0.0001,True,V10,continuous,8,8,"[36.3033950856744, 19.140499205196846, 10.781526408176836, 4.897019239430956, 2.1265400268637102, 1.4859829272000478, 1.0611719858483808, 0.2258846438317437]",0.0001,8,"[32, 18, 93, 278, 721, 17, 28, 752]",8,39760.566999365044,39760.56699935798,8,1.5026311346749615e-14,1.0,True,0
eeg-eye-state,tabm_d,1,rank,N1_anchor_norm,0.0001,True,V11,continuous,8,8,"[34.822217447972456, 19.098364729053866, 10.34864589465269, 5.4886105215333085, 1.6210376691411188, 1.4310865947522138, 1.0006859097585101, 0.2980315764979516]",0.0001,8,"[125, 313, 165, 389, 721, 96, 34, 355]",8,15145.233319378316,15145.233319392426,8,1.458493195677643e-14,1.0,True,0
eeg-eye-state,tabm_d,1,rank,N1_anchor_norm,0.0001,True,V12,continuous,8,8,"[32.55930054345064, 19.089237486624068, 11.13850337002844, 5.958507044098166, 2.3029601464271603, 1.0737198536867463, 1.0009084451490964, 0.4870942585331703]",0.0001,8,"[120, 6, 7, 389, 721, 8, 59, 24]",8,5780.982201540972,5780.982201539173,8,6.573180548763792e-15,1.0,True,0
eeg-eye-state,tabm_d,1,rank,N1_anchor_norm,0.0001,True,V13,continuous,8,8,"[36.55704338165456, 18.474573870650257, 10.070350196667972, 4.678090075281594, 1.3457835732619992, 1.0008725562707048, 1.0001146465331325, 0.19495574145277333]",0.0001,8,"[216, 542, 13, 389, 114, 99, 68, 720]",8,37850.26271827687,37850.26271831759,8,3.8278989063393835e-14,1.0,True,0
eeg-eye-state,tabm_d,1,rank,N1_anchor_norm,0.0001,True,V14,continuous,8,8,"[30.569449368450837, 17.429125755519372, 10.496249786054141, 7.335177796908473, 3.054702555413326, 1.392414209136925, 1.0000005791232947, 0.6802560367962971]",0.0001,8,"[154, 191, 210, 13, 389, 50, 470, 817]",8,5696.237336839812,5696.237336837558,8,6.665343588176186e-15,1.0,True,0
satimage,tabm_d,0,rank,N1_anchor_norm,0.0001,True,Aattr,continuous,8,8,"[36.17865571322006, 20.23008088221194, 13.892577668075008, 8.486072904780087, 5.074026591843507, 2.747502318022214, 0.9603474706040523, 0.11550647484024161]",0.0001,8,"[5, 51, 30, 119, 272, 170, 14, 101]",8,111518.39538792062,111518.39538750378,8,6.867571718682552e-14,1.0,True,0
satimage,tabm_d,0,rank,N1_anchor_norm,0.0001,True,Battr,continuous,8,8,"[30.635292573288865, 20.8270881228685, 10.621979252230691, 8.367476609312526, 7.538353605599825, 3.9158534049659575, 1.781920061629845, 0.5045491687267138]",0.0001,8,"[6, 32, 615, 30, 65, 89, 0, 17]",8,3536.4987290039635,3536.498729005239,8,2.2833652151516477e-14,1.0,True,0
satimage,tabm_d,0,rank,N1_anchor_norm,0.0001,True,Cattr,continuous,8,8,"[32.15518506673191, 21.64508022463615, 13.17001644322361, 6.1509067952901475, 3.5554327868618394, 2.7174603150705336, 1.8083202408039751, 0.4589690039133341]",0.0001,8,"[48, 33, 532, 371, 2, 95, 115, 303]",8,3081.842838087105,3081.842838087999,8,1.0892800591670163e-14,1.0,True,0
satimage,tabm_d,0,rank,N1_anchor_norm,0.0001,True,Dattr,continuous,8,8,"[32.40904748032987, 20.087903567227304, 11.856901731770847, 5.788991542304235, 2.214674899159448, 1.2780718859767015, 1.2225365721704826, 0.4227551672109023]",0.0001,8,"[21, 33, 371, 786, 5, 8, 17, 230]",8,2450.007671335334,2450.0076713354383,8,4.018710266840064e-15,1.0,True,0
satimage,tabm_d,0,rank,N1_anchor_norm,0.0001,True,Eattr,continuous,8,8,"[33.468971494648244, 19.054903706634512, 13.086927201386706, 7.930991002223655, 5.491463831019608, 3.9849237806066076, 1.8092877009893036, 0.28672423515385237]",0.0001,8,"[5, 68, 1, 636, 397, 16, 14, 100]",8,8754.032341771133,8754.03234177195,8,3.8740731753303734e-14,1.0,True,0
satimage,tabm_d,0,rank,N1_anchor_norm,0.0001,True,Fattr,continuous,8,8,"[30.255995367371295, 20.76695696147074, 11.00406637084695, 7.74173006141661, 7.050989061277664, 3.5703727695986403, 2.003822619249336, 0.6038311582282411]",0.0001,8,"[132, 62, 969, 70, 235, 40, 0, 300]",8,2246.272586722809,2246.2725867225286,8,1.5660564797350524e-14,1.0,True,0
satimage,tabm_d,0,rank,N1_anchor_norm,0.0001,True,A1attr,continuous,8,8,"[29.106732969060612, 21.221685356145393, 13.426719498273805, 7.174170009208208, 3.1379996100124465, 1.693100012089619, 1.220777673347866, 0.976980315464922]",0.0001,8,"[9, 151, 786, 785, 36, 12, 15, 23]",8,2935.874188292593,2935.874188292293,8,2.028766175723879e-14,1.0,True,0
satimage,tabm_d,0,rank,N1_anchor_norm,0.0001,True,B2attr,continuous,8,8,"[32.9944850343441, 19.841777599870852, 11.827291322490266, 6.009534320367193, 2.2271611817768764, 2.0821117726554665, 1.077424494398458, 0.39580519228225547]",0.0001,8,"[23, 62, 785, 70, 5, 59, 21, 20]",8,3730.5032413310246,3730.5032413306717,8,3.7043413053725766e-14,1.0,True,0
satimage,tabm_d,0,rank,N1_anchor_norm,0.0001,True,C3attr,continuous,8,8,"[33.6195016456577, 18.789259701470204, 13.205691400289785, 7.815962637644275, 5.3137378556981085, 3.9753138074528525, 1.8565130556546028, 0.2879434843769546]",0.0001,8,"[5, 67, 36, 420, 48, 33, 32, 101]",8,7807.326325578597,7807.326325577587,8,2.4293570789585267e-14,1.0,True,0
satimage,tabm_d,0,rank,N1_anchor_norm,0.0001,True,D4attr,continuous,8,8,"[34.554029184293746, 22.411787541690725, 10.839108065421039, 8.043601412640735, 6.357306702346782, 2.7803481423580205, 0.8242119925095864, 0.18431277131952067]",0.0001,8,"[132, 60, 615, 70, 1, 178, 95, 78]",8,41376.32554526723,41376.325545257896,8,4.8624769110187244e-14,1.0,True,0
satimage,tabm_d,0,rank,N1_anchor_norm,0.0001,True,E5attr,continuous,8,8,"[29.43710731481969, 21.607090699234398, 13.633971841423813, 6.592280833025946, 3.454643954221397, 2.646821700217587, 1.3724828096868795, 0.9040034141012296]",0.0001,8,"[6, 121, 7, 82, 114, 128, 138, 9]",8,1631.4430102893452,1631.4430102898264,8,8.73228986125579e-15,1.0,True,0
satimage,tabm_d,0,rank,N1_anchor_norm,0.0001,True,F6attr,continuous,8,8,"[32.84582533533029, 19.875397783035282, 11.911223676411723, 5.9458001818307675, 2.0611125902982965, 1.4123638321443996, 1.2383142904758753, 0.39086868051252993]",0.0001,8,"[57, 163, 82, 602, 5, 59, 176, 260]",8,3357.897713027841,3357.8977130280728,8,6.258676525363048e-15,1.0,True,0
satimage,tabm_d,0,rank,N1_anchor_norm,0.0001,True,A7attr,continuous,8,8,"[36.296716843518105, 19.253516653975602, 12.922455572377615, 7.539288733660996, 5.136825062376628, 3.2618235690446924, 1.1590907127895245, 0.1382669943012857]",0.0001,8,"[35, 15, 48, 119, 23, 182, 32, 45]",8,50411.76622226796,50411.766222462364,8,4.44749576330671e-14,1.0,True,0
satimage,tabm_d,0,rank,N1_anchor_norm,0.0001,True,B8attr,continuous,8,8,"[32.642099069256496, 22.114869616176605, 10.5508436620689, 7.797984580018244, 6.57399364613798, 3.43013621487578, 1.0706822204191102, 0.30077194966247683]",0.0001,8,"[50, 175, 155, 329, 615, 22, 188, 171]",8,3941.1502528928977,3941.1502528928645,8,1.7141648530848693e-14,1.0,True,0
satimage,tabm_d,0,rank,N1_anchor_norm,0.0001,True,C9attr,continuous,8,8,"[29.44955434890224, 20.880964025899893, 13.658559655119173, 7.56499313479389, 4.380464009831794, 3.32912131558665, 2.4354501255645125, 0.8384894651229702]",0.0001,8,"[6, 76, 371, 7, 1, 112, 30, 24]",8,2347.3825629620032,2347.3825629622006,8,6.951019367313191e-15,1.0,True,0
satimage,tabm_d,0,rank,N1_anchor_norm,0.0001,True,D10attr,continuous,8,8,"[29.28614948347512, 19.1601769017561, 12.696092099585107, 7.23893294128844, 3.195837216300323, 2.248695275543106, 1.6986969014412605, 0.8187652251801257]",0.0001,8,"[14, 16, 365, 371, 786, 35, 44, 65]",8,644.3758601315222,644.3758601315116,8,9.034587921517978e-15,1.0,True,0
satimage,tabm_d,0,rank,N1_anchor_norm,0.0001,True,E11attr,continuous,8,8,"[36.37155921596061, 19.575601956008864, 13.2836690865842, 7.389438098243061, 4.822458129178621, 3.0631687002755936, 1.1354794691242551, 0.13043974541742723]",0.0001,8,"[35, 26, 233, 119, 23, 158, 14, 99]",8,51378.66734004672,51378.66734013472,8,1.187719813017248e-13,1.0,True,0
satimage,tabm_d,0,rank,N1_anchor_norm,0.0001,True,F12attr,continuous,8,8,"[30.055792619984672, 21.34936280882872, 11.01277872413172, 7.563191029847404, 6.941028894375024, 3.5470459615348657, 1.92624582008279, 0.617012211603783]",0.0001,8,"[256, 8, 403, 596, 235, 622, 5, 150]",8,1219.5545799993358,1219.5545799992983,8,1.3740231823913276e-14,1.0,True,0
satimage,tabm_d,0,rank,N1_anchor_norm,0.0001,True,A13attr,continuous,8,8,"[32.16191331014182, 22.102177863954534, 13.175693797023452, 6.765199187672441, 4.349845570087088, 3.3766292592783147, 1.6689983890021218, 0.4675904869285143]",0.0001,8,"[22, 88, 785, 7, 161, 5, 36, 26]",8,6916.062760101167,6916.0627600969865,8,3.0480008072034775e-14,1.0,True,0
satimage,tabm_d,0,rank,N1_anchor_norm,0.0001,True,B14attr,continuous,8,8,"[29.19722086072567, 19.281867392153668, 12.93296706951528, 7.18103604765371, 3.138360244697751, 1.8476470501410496, 1.8463343022944139, 0.827680107084139]",0.0001,8,"[14, 16, 96, 167, 786, 50, 60, 65]",8,644.333099553376,644.3330995534186,8,3.832155669845609e-15,1.0,True,0
satimage,tabm_d,0,rank,N1_anchor_norm,0.0001,True,C15attr,continuous,8,8,"[33.67189617087665, 18.908336639696596, 13.261239086944746, 7.73106062329716, 5.326322273212117, 3.884627284677917, 1.851783192912635, 0.2823923729719941]",0.0001,8,"[6, 52, 1, 238, 596, 47, 14, 145]",8,7807.271798252923,7807.271798251955,8,3.8414934404459455e-14,1.0,True,0
satimage,tabm_d,0,rank,N1_anchor_norm,0.0001,True,D16attr,continuous,8,8,"[30.33349198883158, 20.903528327006473, 10.987666540555525, 7.752946894783443, 7.161025981731852, 3.721627778948339, 2.0299380093936543, 0.597715542324046]",0.0001,8,"[3, 8, 969, 596, 297, 248, 15, 10]",8,2264.697928637671,2264.697928638002,8,1.4222092174674656e-14,1.0,True,0
satimage,tabm_d,0,rank,N1_anchor_norm,0.0001,True,E17attr,continuous,8,8,"[32.704917292609245, 21.223077436947932, 12.774476059810858, 6.299208703047082, 3.624371889242787, 2.964111657676794, 1.8720251422888838, 0.41443430001939674]",0.0001,8,"[3, 121, 666, 167, 64, 8, 10, 28]",8,2728.6921954311615,2728.6921954314867,8,6.044522821666191e-15,1.0,True,0
satimage,tabm_d,0,rank,N1_anchor_norm,0.0001,True,F18attr,continuous,8,8,"[32.827600078242675, 19.832814348676855, 11.889036702277913, 6.084967199463347, 2.356612972040532, 2.092400945149432, 1.3904549219185383, 0.3946481921231481]",0.0001,8,"[45, 24, 167, 786, 93, 131, 60, 80]",8,3357.922806102586,3357.9228061030835,8,1.3497196046876047e-14,1.0,True,0
satimage,tabm_d,0,rank,N1_anchor_norm,0.0001,True,A19attr,continuous,8,8,"[36.185640551136196, 19.709674070284596, 13.058322553728644, 7.645347771673865, 5.086112860392903, 3.273784150210327, 1.1171282195562349, 0.1332730693260575]",0.0001,8,"[10, 45, 782, 119, 1, 16, 6, 3]",8,51379.648224482415,51379.64822445073,8,3.610216242164416e-14,1.0,True,0
satimage,tabm_d,0,rank,N1_anchor_norm,0.0001,True,B20attr,continuous,8,8,"[33.07115027797644, 21.90574052644482, 10.876939688421318, 8.004280239286537, 6.796297802437743, 3.659589537762868, 1.0110447662582547, 0.22503812037047163]",0.0001,8,"[4, 24, 128, 56, 615, 15, 10, 41]",8,6453.204062800072,6453.204062801108,8,1.9622313503014663e-14,1.0,True,0
satimage,tabm_d,0,rank,N1_anchor_norm,0.0001,True,C21attr,continuous,8,8,"[32.75518417846073, 21.328524246178546, 12.862796812450167, 6.1353233766546325, 3.7960468501126714, 2.7396669576091224, 1.8658845910415385, 0.4435954584674545]",0.0001,8,"[55, 188, 28, 785, 2, 460, 66, 7]",8,5841.550377857915,5841.550377854914,8,2.434766162122517e-14,1.0,True,0
satimage,tabm_d,0,rank,N1_anchor_norm,0.0001,True,D22attr,continuous,8,8,"[28.963770754455126, 19.40959966462885, 13.193947176210882, 7.0516813186368115, 3.1857147975860483, 2.7777057350319954, 2.1970824442609693, 0.8651400925556708]",0.0001,8,"[18, 12, 0, 882, 785, 86, 112, 159]",8,829.7464032726826,829.7464032726901,8,5.421714442702456e-15,1.0,True,0
satimage,tabm_d,0,rank,N1_anchor_norm,0.0001,True,E23attr,continuous,8,8,"[33.75540990193111, 18.776494821136477, 12.619116410247411, 7.469055234356111, 5.124704780518288, 4.007076363835523, 1.909873955346878, 0.3040565257386657]",0.0001,8,"[10, 43, 37, 119, 137, 38, 8, 34]",8,7686.715633332249,7686.715633330955,8,9.599138862171925e-15,1.0,True,0
satimage,tabm_d,0,rank,N1_anchor_norm,0.0001,True,F24attr,continuous,8,8,"[32.45214024680579, 22.237144613524286, 10.526004364520553, 7.769611532923459, 6.184503822854232, 3.301368386143121, 1.132907071493694, 0.3204463917950769]",0.0001,8,"[16, 29, 596, 36, 615, 4, 240, 152]",8,3829.8853236229493,3829.885323623108,8,1.340601050171746e-14,1.0,True,0
satimage,tabm_d,0,rank,N1_anchor_norm,0.0001,True,A25attr,continuous,8,8,"[30.954028293498368, 21.37312399727748, 13.038655709445703, 6.31254032130991, 3.892071605486279, 2.6380006454957243, 2.0881821547476207, 0.6235007589502355]",0.0001,8,"[3, 24, 666, 82, 8, 1, 58, 9]",8,5725.0847924942245,5725.0847924956,8,1.0176570944705001e-14,1.0,True,0
satimage,tabm_d,0,rank,N1_anchor_norm,0.0001,True,B26attr,continuous,8,8,"[28.83027492800028, 19.55105726214268, 12.773219680189936, 7.2036501383033285, 3.039035973936569, 1.4382685789944265, 1.2846530828244453, 0.8960363559900106]",0.0001,8,"[22, 63, 167, 786, 46, 12, 18, 143]",8,2102.0275686996874,2102.0275686996874,8,1.384211941347827e-14,1.0,True,0
satimage,tabm_d,0,rank,N1_anchor_norm,0.0001,True,C27attr,continuous,8,8,"[33.75821062504456, 18.904346035225448, 13.73939301898651, 7.854828308677665, 5.128395966680559, 3.797739760334339, 1.82734891795069, 0.28464585755046856]",0.0001,8,"[10, 39, 82, 420, 9, 15, 31, 125]",8,7607.66378282857,7607.663782827486,8,1.1450632465502937e-14,1.0,True,0
satimage,tabm_d,0,rank,N1_anchor_norm,0.0001,True,D28attr,continuous,8,8,"[32.42933946044291, 22.099688337184958, 10.577705756257421, 7.628601587158048, 5.971457066095329, 2.991216680547387, 1.1795437500198553, 0.3444256706282847]",0.0001,8,"[142, 19, 596, 969, 36, 40, 17, 238]",8,3315.087766362872,3315.08776636337,8,1.2731599554807828e-14,1.0,True,0
satimage,tabm_d,0,rank,N1_anchor_norm,0.0001,True,E29attr,continuous,8,8,"[29.432553050424943, 21.24121741866738, 13.201362150500723, 6.91809015137936, 3.629396985318621, 3.0449917920961727, 2.4061226695602342, 0.8354663194641198]",0.0001,8,"[129, 16, 82, 786, 20, 160, 43, 4]",8,3821.372810312485,3821.3728103125077,8,1.2141643407952516e-14,1.0,True,0
satimage,tabm_d,0,rank,N1_anchor_norm,0.0001,True,F30attr,continuous,8,8,"[28.806188717405952, 19.34044226797311, 13.15771190691757, 7.123557623556819, 3.0465548406163077, 2.2718458940099993, 2.1474802669186066, 0.9064375392743346]",0.0001,8,"[3, 29, 332, 786, 158, 106, 288, 191]",8,828.971837522038,828.9718375219732,8,9.022372537558088e-15,1.0,True,0
satimage,tabm_d,1,rank,N1_anchor_norm,0.0001,True,Aattr,continuous,8,8,"[36.17865571322006, 20.23008088221194, 13.892577668075008, 8.486072904780087, 5.074026591843507, 2.747502318022214, 0.9603474706040523, 0.11550647484024161]",0.0001,8,"[5, 51, 30, 119, 272, 170, 14, 101]",8,111518.39538792062,111518.39538750378,8,6.867571718682552e-14,1.0,True,0
satimage,tabm_d,1,rank,N1_anchor_norm,0.0001,True,Battr,continuous,8,8,"[30.635292573288865, 20.8270881228685, 10.621979252230691, 8.367476609312526, 7.538353605599825, 3.9158534049659575, 1.781920061629845, 0.5045491687267138]",0.0001,8,"[6, 32, 615, 30, 65, 89, 0, 17]",8,3536.4987290039635,3536.498729005239,8,2.2833652151516477e-14,1.0,True,0
satimage,tabm_d,1,rank,N1_anchor_norm,0.0001,True,Cattr,continuous,8,8,"[32.15518506673191, 21.64508022463615, 13.17001644322361, 6.1509067952901475, 3.5554327868618394, 2.7174603150705336, 1.8083202408039751, 0.4589690039133341]",0.0001,8,"[48, 33, 532, 371, 2, 95, 115, 303]",8,3081.842838087105,3081.842838087999,8,1.0892800591670163e-14,1.0,True,0
satimage,tabm_d,1,rank,N1_anchor_norm,0.0001,True,Dattr,continuous,8,8,"[32.40904748032987, 20.087903567227304, 11.856901731770847, 5.788991542304235, 2.214674899159448, 1.2780718859767015, 1.2225365721704826, 0.4227551672109023]",0.0001,8,"[21, 33, 371, 786, 5, 8, 17, 230]",8,2450.007671335334,2450.0076713354383,8,4.018710266840064e-15,1.0,True,0
satimage,tabm_d,1,rank,N1_anchor_norm,0.0001,True,Eattr,continuous,8,8,"[33.468971494648244, 19.054903706634512, 13.086927201386706, 7.930991002223655, 5.491463831019608, 3.9849237806066076, 1.8092877009893036, 0.28672423515385237]",0.0001,8,"[5, 68, 1, 636, 397, 16, 14, 100]",8,8754.032341771133,8754.03234177195,8,3.8740731753303734e-14,1.0,True,0
satimage,tabm_d,1,rank,N1_anchor_norm,0.0001,True,Fattr,continuous,8,8,"[30.255995367371295, 20.76695696147074, 11.00406637084695, 7.74173006141661, 7.050989061277664, 3.5703727695986403, 2.003822619249336, 0.6038311582282411]",0.0001,8,"[132, 62, 969, 70, 235, 40, 0, 300]",8,2246.272586722809,2246.2725867225286,8,1.5660564797350524e-14,1.0,True,0
satimage,tabm_d,1,rank,N1_anchor_norm,0.0001,True,A1attr,continuous,8,8,"[29.106732969060612, 21.221685356145393, 13.426719498273805, 7.174170009208208, 3.1379996100124465, 1.693100012089619, 1.220777673347866, 0.976980315464922]",0.0001,8,"[9, 151, 786, 785, 36, 12, 15, 23]",8,2935.874188292593,2935.874188292293,8,2.028766175723879e-14,1.0,True,0
satimage,tabm_d,1,rank,N1_anchor_norm,0.0001,True,B2attr,continuous,8,8,"[32.9944850343441, 19.841777599870852, 11.827291322490266, 6.009534320367193, 2.2271611817768764, 2.0821117726554665, 1.077424494398458, 0.39580519228225547]",0.0001,8,"[23, 62, 785, 70, 5, 59, 21, 20]",8,3730.5032413310246,3730.5032413306717,8,3.7043413053725766e-14,1.0,True,0
satimage,tabm_d,1,rank,N1_anchor_norm,0.0001,True,C3attr,continuous,8,8,"[33.6195016456577, 18.789259701470204, 13.205691400289785, 7.815962637644275, 5.3137378556981085, 3.9753138074528525, 1.8565130556546028, 0.2879434843769546]",0.0001,8,"[5, 67, 36, 420, 48, 33, 32, 101]",8,7807.326325578597,7807.326325577587,8,2.4293570789585267e-14,1.0,True,0
satimage,tabm_d,1,rank,N1_anchor_norm,0.0001,True,D4attr,continuous,8,8,"[34.554029184293746, 22.411787541690725, 10.839108065421039, 8.043601412640735, 6.357306702346782, 2.7803481423580205, 0.8242119925095864, 0.18431277131952067]",0.0001,8,"[132, 60, 615, 70, 1, 178, 95, 78]",8,41376.32554526723,41376.325545257896,8,4.8624769110187244e-14,1.0,True,0
satimage,tabm_d,1,rank,N1_anchor_norm,0.0001,True,E5attr,continuous,8,8,"[29.43710731481969, 21.607090699234398, 13.633971841423813, 6.592280833025946, 3.454643954221397, 2.646821700217587, 1.3724828096868795, 0.9040034141012296]",0.0001,8,"[6, 121, 7, 82, 114, 128, 138, 9]",8,1631.4430102893452,1631.4430102898264,8,8.73228986125579e-15,1.0,True,0
satimage,tabm_d,1,rank,N1_anchor_norm,0.0001,True,F6attr,continuous,8,8,"[32.84582533533029, 19.875397783035282, 11.911223676411723, 5.9458001818307675, 2.0611125902982965, 1.4123638321443996, 1.2383142904758753, 0.39086868051252993]",0.0001,8,"[57, 163, 82, 602, 5, 59, 176, 260]",8,3357.897713027841,3357.8977130280728,8,6.258676525363048e-15,1.0,True,0
satimage,tabm_d,1,rank,N1_anchor_norm,0.0001,True,A7attr,continuous,8,8,"[36.296716843518105, 19.253516653975602, 12.922455572377615, 7.539288733660996, 5.136825062376628, 3.2618235690446924, 1.1590907127895245, 0.1382669943012857]",0.0001,8,"[35, 15, 48, 119, 23, 182, 32, 45]",8,50411.76622226796,50411.766222462364,8,4.44749576330671e-14,1.0,True,0
satimage,tabm_d,1,rank,N1_anchor_norm,0.0001,True,B8attr,continuous,8,8,"[32.642099069256496, 22.114869616176605, 10.5508436620689, 7.797984580018244, 6.57399364613798, 3.43013621487578, 1.0706822204191102, 0.30077194966247683]",0.0001,8,"[50, 175, 155, 329, 615, 22, 188, 171]",8,3941.1502528928977,3941.1502528928645,8,1.7141648530848693e-14,1.0,True,0
satimage,tabm_d,1,rank,N1_anchor_norm,0.0001,True,C9attr,continuous,8,8,"[29.44955434890224, 20.880964025899893, 13.658559655119173, 7.56499313479389, 4.380464009831794, 3.32912131558665, 2.4354501255645125, 0.8384894651229702]",0.0001,8,"[6, 76, 371, 7, 1, 112, 30, 24]",8,2347.3825629620032,2347.3825629622006,8,6.951019367313191e-15,1.0,True,0
satimage,tabm_d,1,rank,N1_anchor_norm,0.0001,True,D10attr,continuous,8,8,"[29.28614948347512, 19.1601769017561, 12.696092099585107, 7.23893294128844, 3.195837216300323, 2.248695275543106, 1.6986969014412605, 0.8187652251801257]",0.0001,8,"[14, 16, 365, 371, 786, 35, 44, 65]",8,644.3758601315222,644.3758601315116,8,9.034587921517978e-15,1.0,True,0
satimage,tabm_d,1,rank,N1_anchor_norm,0.0001,True,E11attr,continuous,8,8,"[36.37155921596061, 19.575601956008864, 13.2836690865842, 7.389438098243061, 4.822458129178621, 3.0631687002755936, 1.1354794691242551, 0.13043974541742723]",0.0001,8,"[35, 26, 233, 119, 23, 158, 14, 99]",8,51378.66734004672,51378.66734013472,8,1.187719813017248e-13,1.0,True,0
