dataset,model,embedding,k,method,seed,alpha,raw_fallback,raw_disagreement,method_disagreement,disagreement_reduction,fixed_coordinate_error,rank_coordinate_error,fit_seconds,raw_loss,method_loss,trivial_loss,absolute_task_difference,relative_task_difference,safety_denominator,normalized_excess_risk,denominator_sensitive
california_housing,controlled_mlp,PLE,8,Gram-after-embedding,0.5,1.0,0.0,0.1192315479488816,0.0,1.0,7.546119829130262e-15,1.0592053414180684e-14,0.2655690654646605,61234.68106787335,68037.66267707988,113685.69177493482,6802.98160920653,0.11110108070867225,52451.01070706147,0.12969874613028193,0.0
california_housing,controlled_mlp,PLE,8,RankAdaptiveGram-after-embedding,0.5,1.0,0.0,0.1192315479488816,0.0,1.0,7.546119829130262e-15,1.0592053414180684e-14,0.22149956598877907,61234.68106787335,65463.081908091066,113685.69177493482,4228.400840217713,0.06904105638129643,52451.01070706147,0.08063340738672291,0.0
california_housing,controlled_mlp,PLE,8,Raw embedding,0.5,0.0,1.0,0.1192315479488816,0.1192315479488816,0.0,7.546119829130262e-15,1.0592053414180684e-14,0.0,61234.68106787335,61234.68106787335,113685.69177493482,0.0,0.0,52451.01070706147,0.0,0.0
california_housing,controlled_mlp,PLE,8,SafeGram-after-embedding,0.5,0.0,1.0,0.1192315479488816,0.1192315479488816,0.0,7.546119829130262e-15,1.0592053414180684e-14,0.2655690654646605,61234.68106787335,61234.68106787335,113685.69177493482,0.0,0.0,52451.01070706147,0.0,0.0
california_housing,controlled_mlp,PLE,8,SafeRankGram prediction hybrid,0.5,0.0,1.0,0.1192315479488816,0.1192315479488816,0.0,7.546119829130262e-15,1.0592053414180684e-14,0.22149956598877907,61234.68106787335,61234.68106787335,113685.69177493482,0.0,0.0,52451.01070706147,0.0,0.0
california_housing,controlled_mlp,RBF,8,Gram-after-embedding,0.5,1.0,0.0,0.11619452951881087,0.0,1.0,8.299772117821142e-16,1.1359121293483068e-15,0.23485388094559312,64904.49143450815,64831.835825306756,113685.69177493482,-72.65560920138887,-0.0010185721234665327,48781.20034042667,-0.0016681211657757905,0.0
california_housing,controlled_mlp,RBF,8,RankAdaptiveGram-after-embedding,0.5,1.0,0.0,0.11619452951881087,0.0,1.0,8.299772117821142e-16,1.1359121293483068e-15,0.18233750306535512,64904.49143450815,64789.215077217494,113685.69177493482,-115.27635729065514,-0.001734670897333799,48781.20034042667,-0.0024367174233618284,0.0
california_housing,controlled_mlp,RBF,8,Raw embedding,0.5,0.0,1.0,0.11619452951881087,0.11619452951881087,0.0,8.299772117821142e-16,1.1359121293483068e-15,0.0,64904.49143450815,64904.49143450815,113685.69177493482,0.0,0.0,48781.20034042667,0.0,0.0
california_housing,controlled_mlp,RBF,8,SafeGram-after-embedding,0.5,0.5,0.0,0.11619452951881087,0.05809726475940544,0.5,8.299772117821142e-16,1.1359121293483068e-15,0.23485388094559312,64904.49143450815,64065.22047696631,113685.69177493482,-839.2709575418412,-0.012875271650720402,48781.20034042667,-0.01730508636901436,0.0
california_housing,controlled_mlp,RBF,8,SafeRankGram prediction hybrid,0.5,0.625,0.0,0.11619452951881087,0.04246903926959239,0.625,8.299772117821142e-16,1.1359121293483068e-15,0.18233750306535512,64904.49143450815,63893.95762739236,113685.69177493482,-1010.5338071157857,-0.015540330300898686,48781.20034042667,-0.020769624351608503,0.0
california_housing,resnet_tabular,PLE,8,Gram-after-embedding,0.5,1.0,0.0,0.22408057698246117,0.0,1.0,7.546119829130262e-15,1.0592053414180684e-14,0.5347196775255725,63610.70810391369,70882.07185548122,113685.69177493482,7271.363751567536,0.1144819896942536,50074.98367102113,0.14498019933609185,0.0
california_housing,resnet_tabular,PLE,8,RankAdaptiveGram-after-embedding,0.5,1.0,0.0,0.22408057698246117,0.0,1.0,7.546119829130262e-15,1.0592053414180684e-14,0.28524111141450703,63610.70810391369,67781.96102071926,113685.69177493482,4171.252916805563,0.06548837943355254,50074.98367102113,0.0834667671396234,0.0
california_housing,resnet_tabular,PLE,8,Raw embedding,0.5,0.0,1.0,0.22408057698246117,0.22408057698246117,0.0,7.546119829130262e-15,1.0592053414180684e-14,0.0,63610.70810391369,63610.70810391369,113685.69177493482,0.0,0.0,50074.98367102113,0.0,0.0
california_housing,resnet_tabular,PLE,8,SafeGram-after-embedding,0.5,0.25,0.5,0.22408057698246117,0.16495830706432538,0.25000000182670246,7.546119829130262e-15,1.0592053414180684e-14,0.5347196775255725,63610.70810391369,63355.01607990189,113685.69177493482,-255.6920240117979,-0.0039772191687114135,50074.98367102113,-0.005176313854773761,0.0
california_housing,resnet_tabular,PLE,8,SafeRankGram prediction hybrid,0.5,0.0,1.0,0.22408057698246117,0.22408057698246117,0.0,7.546119829130262e-15,1.0592053414180684e-14,0.28524111141450703,63610.70810391369,63610.70810391369,113685.69177493482,0.0,0.0,50074.98367102113,0.0,0.0
california_housing,resnet_tabular,RBF,8,Gram-after-embedding,0.5,1.0,0.0,0.22507010594966964,0.0,1.0,8.299772117821142e-16,1.1359121293483068e-15,0.5070699260104448,64878.35481312133,63830.81805037267,113685.69177493482,-1047.536762748663,-0.015941389177667763,48807.33696181349,-0.021835579567800113,0.0
california_housing,resnet_tabular,RBF,8,RankAdaptiveGram-after-embedding,0.5,1.0,0.0,0.22507010594966964,0.0,1.0,8.299772117821142e-16,1.1359121293483068e-15,0.3296620670007542,64878.35481312133,64021.04529765139,113685.69177493482,-857.309515469944,-0.013107495297534652,48807.33696181349,-0.017762588290233465,0.0
california_housing,resnet_tabular,RBF,8,Raw embedding,0.5,0.0,1.0,0.22507010594966964,0.22507010594966964,0.0,8.299772117821142e-16,1.1359121293483068e-15,0.0,64878.35481312133,64878.35481312133,113685.69177493482,0.0,0.0,48807.33696181349,0.0,0.0
california_housing,resnet_tabular,RBF,8,SafeGram-after-embedding,0.5,0.75,0.0,0.22507010594966964,0.05621712410308203,0.749999990907579,8.299772117821142e-16,1.1359121293483068e-15,0.5070699260104448,64878.35481312133,63236.23344313014,113685.69177493482,-1642.1213699911896,-0.02522546015585695,48807.33696181349,-0.03381298938282733,0.0
california_housing,resnet_tabular,RBF,8,SafeRankGram prediction hybrid,0.5,0.75,0.0,0.22507010594966964,0.05621712119076594,0.750000003858776,8.299772117821142e-16,1.1359121293483068e-15,0.3296620670007542,64878.35481312133,63386.33583130795,113685.69177493482,-1492.018981813384,-0.02301809113920853,48807.33696181349,-0.030548279845769705,0.0
california_housing,tabm_d,PLE,8,Gram-after-embedding,0.5,1.0,0.0,0.21848532505861146,0.0,1.0,7.546119829130262e-15,1.0592053414180684e-14,0.4345495159504935,62997.536521269605,61238.13814933867,113685.69177493482,-1759.3983719309254,-0.02792348421185443,50688.155253665216,-0.03471784057107653,0.0
california_housing,tabm_d,PLE,8,RankAdaptiveGram-after-embedding,0.5,1.0,0.0,0.21848532505861146,0.0,1.0,7.546119829130262e-15,1.0592053414180684e-14,0.3305427705636248,62997.536521269605,61001.710656918,113685.69177493482,-1995.8258643515946,-0.03167853196313918,50688.155253665216,-0.039379048525512064,0.0
california_housing,tabm_d,PLE,8,Raw embedding,0.5,0.0,1.0,0.21848532505861146,0.21848532505861146,0.0,7.546119829130262e-15,1.0592053414180684e-14,0.0,62997.536521269605,62997.536521269605,113685.69177493482,0.0,0.0,50688.155253665216,0.0,0.0
california_housing,tabm_d,PLE,8,SafeGram-after-embedding,0.5,1.0,0.0,0.21848532505861146,0.0,1.0,7.546119829130262e-15,1.0592053414180684e-14,0.4345495159504935,62997.536521269605,61238.13814933867,113685.69177493482,-1759.3983719309254,-0.02792348421185443,50688.155253665216,-0.03471784057107653,0.0
california_housing,tabm_d,PLE,8,SafeRankGram prediction hybrid,0.5,1.0,0.0,0.21848532505861146,0.0,1.0,7.546119829130262e-15,1.0592053414180684e-14,0.3305427705636248,62997.536521269605,61001.710656918,113685.69177493482,-1995.8258643515946,-0.03167853196313918,50688.155253665216,-0.039379048525512064,0.0
california_housing,tabm_d,RBF,8,Gram-after-embedding,0.5,1.0,0.0,0.17298802491261173,0.0,1.0,8.299772117821142e-16,1.1359121293483068e-15,0.37031977891456336,60985.62031566495,59699.48868807398,113685.69177493482,-1286.1316275909703,-0.021076635696647937,52700.07145926987,-0.024422280201258292,0.0
california_housing,tabm_d,RBF,8,RankAdaptiveGram-after-embedding,0.5,1.0,0.0,0.17298802491261173,0.0,1.0,8.299772117821142e-16,1.1359121293483068e-15,0.34754729096312076,60985.62031566495,60147.8437143582,113685.69177493482,-837.7766013067558,-0.013714156490853554,52700.07145926987,-0.015928589890830017,0.0
california_housing,tabm_d,RBF,8,Raw embedding,0.5,0.0,1.0,0.17298802491261173,0.17298802491261173,0.0,8.299772117821142e-16,1.1359121293483068e-15,0.0,60985.62031566495,60985.62031566495,113685.69177493482,0.0,0.0,52700.07145926987,0.0,0.0
