dataset,problem_type,model,seed,embedding,k,method,split,alpha,raw_fallback,raw_disagreement,method_disagreement,disagreement_reduction,fixed_coordinate_error,rank_coordinate_error,fit_seconds,raw_loss,method_loss,trivial_loss,absolute_task_difference,relative_task_difference,safety_denominator,normalized_excess_risk,denominator_sensitive
steel-plates-fault,classification,resnet_tabular,0,PLE,8,Raw embedding,validation,0.0,True,0.06365492914259305,0.06365492914259305,0.0,2.1564628234719632e-15,1.4128351646985961e-15,0.0,0.04450032804022093,0.04450032804022093,0.6459857848778665,0.0,0.0,0.6014854568376455,0.0,False
steel-plates-fault,classification,resnet_tabular,0,PLE,8,Raw embedding,test,0.0,True,0.10381198764773787,0.10381198764773787,0.0,2.1564628234719632e-15,1.4128351646985961e-15,0.0,0.06003995206852454,0.06003995206852454,0.6455976337440515,0.0,0.0,0.585557681675527,0.0,False
steel-plates-fault,classification,resnet_tabular,0,PLE,8,Gram-after-embedding,validation,1.0,False,0.06365492914259305,0.0,1.0,2.1564628234719632e-15,1.4128351646985961e-15,0.23762005101889372,0.04450032804022093,0.014806491081735932,0.6459857848778665,-0.029693836958484997,-0.667272316097236,0.6014854568376455,-0.04936750609832289,False
steel-plates-fault,classification,resnet_tabular,0,PLE,8,Gram-after-embedding,test,1.0,False,0.10381198764773787,0.0,1.0,2.1564628234719632e-15,1.4128351646985961e-15,0.23762005101889372,0.06003995206852454,0.016847394828986534,0.6455976337440515,-0.04319255723953801,-0.719396930734416,0.585557681675527,-0.07376311265518014,False
steel-plates-fault,classification,resnet_tabular,0,PLE,8,RankAdaptiveGram-after-embedding,validation,1.0,False,0.06365492914259305,0.0,1.0,2.1564628234719632e-15,1.4128351646985961e-15,0.24100810894742608,0.04450032804022093,0.059973999706596365,0.6459857848778665,0.015473671666375435,0.34772039550786676,0.6014854568376455,0.025725761929023875,False
steel-plates-fault,classification,resnet_tabular,0,PLE,8,RankAdaptiveGram-after-embedding,test,1.0,False,0.10381198764773787,0.0,1.0,2.1564628234719632e-15,1.4128351646985961e-15,0.24100810894742608,0.06003995206852454,0.07091609209852452,0.6455976337440515,0.010876140029999981,0.18114837962540128,0.585557681675527,0.018573985741043932,False
steel-plates-fault,classification,resnet_tabular,0,PLE,8,SafeGram-after-embedding,validation,0.75,False,0.06365492914259305,0.015913732265122403,0.7500000003224552,2.1564628234719632e-15,1.4128351646985961e-15,0.23762005101889372,0.04450032804022093,0.012899517314000583,0.6459857848778665,-0.03160081072622035,-0.7101253432931651,0.6014854568376455,-0.05253794645736566,False
steel-plates-fault,classification,resnet_tabular,0,PLE,8,SafeGram-after-embedding,test,0.75,False,0.10381198764773787,0.025952996418025072,0.7500000047577299,2.1564628234719632e-15,1.4128351646985961e-15,0.23762005101889372,0.06003995206852454,0.01667922341934093,0.6455976337440515,-0.04336072864918361,-0.7221979224716124,0.585557681675527,-0.07405031136319536,False
steel-plates-fault,classification,resnet_tabular,0,PLE,8,SafeRankGram prediction hybrid,validation,0.5,False,0.06365492914259305,0.03182746457260427,0.49999999997945566,2.1564628234719632e-15,1.4128351646985961e-15,0.24100810894742608,0.04450032804022093,0.043216266790668006,0.6459857848778665,-0.001284061249552923,-0.028855096267882435,0.6014854568376455,-0.002134816785602715,False
steel-plates-fault,classification,resnet_tabular,0,PLE,8,SafeRankGram prediction hybrid,test,0.5,False,0.10381198764773787,0.0519059937355416,0.5000000008508395,2.1564628234719632e-15,1.4128351646985961e-15,0.24100810894742608,0.06003995206852454,0.041623750801375585,0.6455976337440515,-0.018416201267148956,-0.30673244452510984,0.585557681675527,-0.03145070390751677,False
steel-plates-fault,classification,resnet_tabular,0,RBF,8,Raw embedding,validation,0.0,True,0.0664660239136432,0.0664660239136432,0.0,9.3338706002943e-16,1.3844609692438327e-15,0.0,0.02343690286548087,0.02343690286548087,0.6459857848778665,0.0,0.0,0.6225488820123857,0.0,False
steel-plates-fault,classification,resnet_tabular,0,RBF,8,Raw embedding,test,0.0,True,0.07586019214656109,0.07586019214656109,0.0,9.3338706002943e-16,1.3844609692438327e-15,0.0,0.03934774325625473,0.03934774325625473,0.6455976337440515,0.0,0.0,0.6062498904877969,0.0,False
steel-plates-fault,classification,resnet_tabular,0,RBF,8,Gram-after-embedding,validation,1.0,False,0.0664660239136432,0.0,1.0,9.3338706002943e-16,1.3844609692438327e-15,0.6429670499637723,0.02343690286548087,0.016421273324210985,0.6459857848778665,-0.0070156295412698855,-0.2993411536301105,0.6225488820123857,-0.011269202698737333,False
steel-plates-fault,classification,resnet_tabular,0,RBF,8,Gram-after-embedding,test,1.0,False,0.07586019214656109,0.0,1.0,9.3338706002943e-16,1.3844609692438327e-15,0.6429670499637723,0.03934774325625473,0.011025560228431186,0.6455976337440515,-0.028322183027823543,-0.719791802121242,0.6062498904877969,-0.04671701137139197,False
steel-plates-fault,classification,resnet_tabular,0,RBF,8,RankAdaptiveGram-after-embedding,validation,1.0,False,0.0664660239136432,0.0,1.0,9.3338706002943e-16,1.3844609692438327e-15,0.6277352368924767,0.02343690286548087,0.05273539539224935,0.6459857848778665,0.02929849252676848,1.250100864219601,0.6225488820123857,0.047062155877722035,False
steel-plates-fault,classification,resnet_tabular,0,RBF,8,RankAdaptiveGram-after-embedding,test,1.0,False,0.07586019214656109,0.0,1.0,9.3338706002943e-16,1.3844609692438327e-15,0.6277352368924767,0.03934774325625473,0.033411060378986966,0.6455976337440515,-0.005936682877267764,-0.15087734101050554,0.6062498904877969,-0.0097924683705774,False
steel-plates-fault,classification,resnet_tabular,0,RBF,8,SafeGram-after-embedding,validation,0.5,False,0.0664660239136432,0.03323301226132693,0.4999999954186317,9.3338706002943e-16,1.3844609692438327e-15,0.6429670499637723,0.02343690286548087,0.013957284453304533,0.6459857848778665,-0.009479618412176337,-0.4044740240033349,0.6225488820123857,-0.01522710695669957,False
steel-plates-fault,classification,resnet_tabular,0,RBF,8,SafeGram-after-embedding,test,0.5,False,0.07586019214656109,0.03793009451832058,0.5000000204977066,9.3338706002943e-16,1.3844609692438327e-15,0.6429670499637723,0.03934774325625473,0.017466608310100263,0.6455976337440515,-0.021881134946154467,-0.5560963129105564,0.6062498904877969,-0.036092600245335484,False
steel-plates-fault,classification,resnet_tabular,0,RBF,8,SafeRankGram prediction hybrid,validation,0.25,False,0.0664660239136432,0.0498495173056328,0.2500000094725029,9.3338706002943e-16,1.3844609692438327e-15,0.6277352368924767,0.02343690286548087,0.023676246851926402,0.6459857848778665,0.0002393439864455324,0.010212270273904284,0.6225488820123857,0.00038445814194036355,False
steel-plates-fault,classification,resnet_tabular,0,RBF,8,SafeRankGram prediction hybrid,test,0.25,False,0.07586019214656109,0.05689514324746637,0.25000001136899896,9.3338706002943e-16,1.3844609692438327e-15,0.6277352368924767,0.03934774325625473,0.02727735561598472,0.6455976337440515,-0.012070387640270009,-0.3067618786078995,0.6062498904877969,-0.01990992135364843,False
steel-plates-fault,classification,resnet_tabular,1,PLE,8,Raw embedding,validation,0.0,True,0.06873375367951788,0.06873375367951788,0.0,2.1564628234719632e-15,1.4128351646985961e-15,0.0,0.002101481650293893,0.002101481650293893,0.6459857848778665,0.0,0.0,0.6438843032275726,0.0,False
steel-plates-fault,classification,resnet_tabular,1,PLE,8,Raw embedding,test,0.0,True,0.08758400951770928,0.08758400951770928,0.0,2.1564628234719632e-15,1.4128351646985961e-15,0.0,0.008369713187933392,0.008369713187933392,0.6455976337440515,0.0,0.0,0.6372279205561182,0.0,False
steel-plates-fault,classification,resnet_tabular,1,PLE,8,Gram-after-embedding,validation,1.0,False,0.06873375367951788,0.0,1.0,2.1564628234719632e-15,1.4128351646985961e-15,0.37549133389256895,0.002101481650293893,0.0013972796270125512,0.6459857848778665,-0.0007042020232813418,-0.3350978692499451,0.6438843032275726,-0.0010936778855322564,False
steel-plates-fault,classification,resnet_tabular,1,PLE,8,Gram-after-embedding,test,1.0,False,0.08758400951770928,0.0,1.0,2.1564628234719632e-15,1.4128351646985961e-15,0.37549133389256895,0.008369713187933392,0.01676296461584647,0.6455976337440515,0.008393251427913077,1.0028123114198968,0.6372279205561182,0.013171506076802415,False
steel-plates-fault,classification,resnet_tabular,1,PLE,8,RankAdaptiveGram-after-embedding,validation,1.0,False,0.06873375367951788,0.0,1.0,2.1564628234719632e-15,1.4128351646985961e-15,0.22634366597048938,0.002101481650293893,0.06256214672380729,0.6459857848778665,0.0604606650735134,28.770493934628433,0.6438843032275726,0.09389988973243281,False
steel-plates-fault,classification,resnet_tabular,1,PLE,8,RankAdaptiveGram-after-embedding,test,1.0,False,0.08758400951770928,0.0,1.0,2.1564628234719632e-15,1.4128351646985961e-15,0.22634366597048938,0.008369713187933392,0.03463766283208076,0.6455976337440515,0.026267949644147366,3.138452782589712,0.6372279205561182,0.04122222017708034,False
steel-plates-fault,classification,resnet_tabular,1,PLE,8,SafeGram-after-embedding,validation,1.0,False,0.06873375367951788,0.0,1.0,2.1564628234719632e-15,1.4128351646985961e-15,0.37549133389256895,0.002101481650293893,0.0013972796270125512,0.6459857848778665,-0.0007042020232813418,-0.3350978692499451,0.6438843032275726,-0.0010936778855322564,False
steel-plates-fault,classification,resnet_tabular,1,PLE,8,SafeGram-after-embedding,test,1.0,False,0.08758400951770928,0.0,1.0,2.1564628234719632e-15,1.4128351646985961e-15,0.37549133389256895,0.008369713187933392,0.01676296461584647,0.6455976337440515,0.008393251427913077,1.0028123114198968,0.6372279205561182,0.013171506076802415,False
