panel,dataset,problem_type,model,seed,method,split,alpha,raw_fallback,raw_disagreement,method_disagreement,maximum_method_disagreement,disagreement_reduction,fit_seconds,raw_loss,method_loss,trivial_loss,absolute_task_difference,relative_task_difference,safety_denominator,normalized_excess_risk,denominator_sensitive
NEW_tail_prospective,cardiotocography,classification,catboost,0,Raw,validation,0.0,True,0.006113880866491075,0.006113880866491075,0.007314648600405412,0.0,86.80220237281173,0.018162968572197423,0.018162968572197423,2.018330722147358,0.0,0.0,2.0001677535751607,0.0,False
NEW_tail_prospective,cardiotocography,classification,catboost,0,Raw,test,0.0,True,0.005497931148668518,0.005497931148668518,0.007192881682069918,0.0,86.80220237281173,0.018706670513171545,0.018706670513171545,2.01796768586807,0.0,0.0,1.9992610153548984,0.0,False
NEW_tail_prospective,cardiotocography,classification,catboost,0,GramAnchor-m16,validation,1.0,False,0.006113880866491075,0.0,0.0,1.0,14.909128432162106,0.018162968572197423,0.02645617068576217,2.018330722147358,0.008293202113564747,0.4565994859595468,2.0001677535751607,0.0041462532823765535,False
NEW_tail_prospective,cardiotocography,classification,catboost,0,GramAnchor-m16,test,1.0,False,0.005497931148668518,0.0,0.0,1.0,14.909128432162106,0.018706670513171545,0.02839966755027284,2.01796768586807,0.009692997037101296,0.5181572546689356,1.9992610153548984,0.004848289924455235,False
NEW_tail_prospective,cardiotocography,classification,catboost,0,Raw+GramAnchor@0.5,validation,0.5,False,0.006113880866491075,0.0030569404332455377,0.0036573243002027025,0.5,101.71133080497384,0.018162968572197423,0.02224162645096041,2.018330722147358,0.004078657878762985,0.22455899004341745,2.0001677535751607,0.002039157901367357,False
NEW_tail_prospective,cardiotocography,classification,catboost,0,Raw+GramAnchor@0.5,test,0.5,False,0.005497931148668518,0.002748965574334258,0.0035964408410349594,0.5000000000000002,101.71133080497384,0.018706670513171545,0.023406298867044442,2.01796768586807,0.004699628353872897,0.2512274084564564,1.9992610153548984,0.0023506827361602124,False
NEW_tail_prospective,cardiotocography,classification,catboost,0,Raw+GramAnchor@0.75,validation,0.75,False,0.006113880866491075,0.0015284702166227702,0.0018286621501013515,0.7499999999999998,101.71133080497384,0.018162968572197423,0.024330755081870405,2.018330722147358,0.006167786509672982,0.3395803106279769,2.0001677535751607,0.003083634609471377,False
NEW_tail_prospective,cardiotocography,classification,catboost,0,Raw+GramAnchor@0.75,test,0.75,False,0.005497931148668518,0.0013744827871671294,0.0017982204205174805,0.75,101.71133080497384,0.018706670513171545,0.025860379649132244,2.01796768586807,0.007153709135960699,0.3824148787419816,1.9992610153548984,0.003578176676791154,False
NEW_tail_prospective,cardiotocography,classification,catboost,0,PCA-canonicalization,validation,1.0,False,0.006113880866491075,0.0,0.0,1.0,9.412612833082676,0.018162968572197423,0.014942076706022205,2.018330722147358,-0.0032208918661752184,-0.17733289871489014,2.0001677535751607,-0.0016103108653852149,False
NEW_tail_prospective,cardiotocography,classification,catboost,0,PCA-canonicalization,test,1.0,False,0.005497931148668518,0.0,0.0,1.0,9.412612833082676,0.018706670513171545,0.01635095969099302,2.01796768586807,-0.0023557108221785236,-0.12592892040942535,1.9992610153548984,-0.0011782907804863839,False
NEW_tail_prospective,cardiotocography,classification,catboost,0,RankAdaptiveGram,validation,1.0,False,0.006113880866491075,0.0,0.0,1.0,9.227128366008401,0.018162968572197423,0.021002070397617992,2.018330722147358,0.002839101825420569,0.15631265418619197,2.0001677535751607,0.0014194318553260705,False
NEW_tail_prospective,cardiotocography,classification,catboost,0,RankAdaptiveGram,test,1.0,False,0.005497931148668518,0.0,0.0,1.0,9.227128366008401,0.018706670513171545,0.020785442318300415,2.01796768586807,0.00207877180512887,0.11112462817288554,1.9992610153548984,0.001039770089629771,False
NEW_tail_prospective,cardiotocography,classification,catboost,0,SafeGram-t01,validation,1.0,False,0.006113880866491075,0.0,0.0,1.0,101.71133080497384,0.018162968572197423,0.02645617068576217,2.018330722147358,0.008293202113564747,0.4565994859595468,2.0001677535751607,0.0041462532823765535,False
NEW_tail_prospective,cardiotocography,classification,catboost,0,SafeGram-t01,test,1.0,False,0.005497931148668518,0.0,0.0,1.0,101.71133080497384,0.018706670513171545,0.02839966755027284,2.01796768586807,0.009692997037101296,0.5181572546689356,1.9992610153548984,0.004848289924455235,False
NEW_tail_prospective,cardiotocography,classification,catboost,0,SafeRankGram-t01,validation,1.0,False,0.006113880866491075,0.0,0.0,1.0,96.02933073882014,0.018162968572197423,0.021002070397617992,2.018330722147358,0.002839101825420569,0.15631265418619197,2.0001677535751607,0.0014194318553260705,False
NEW_tail_prospective,cardiotocography,classification,catboost,0,SafeRankGram-t01,test,1.0,False,0.005497931148668518,0.0,0.0,1.0,96.02933073882014,0.018706670513171545,0.020785442318300415,2.01796768586807,0.00207877180512887,0.11112462817288554,1.9992610153548984,0.001039770089629771,False
NEW_tail_prospective,cardiotocography,classification,catboost,1,Raw,validation,0.0,True,0.003364708122294675,0.003364708122294675,0.00418427406214356,0.0,86.52908122818917,0.017441881152955835,0.017441881152955835,2.018330722147358,0.0,0.0,2.0008888409944023,0.0,False
NEW_tail_prospective,cardiotocography,classification,catboost,1,Raw,test,0.0,True,0.004347307561716605,0.004347307561716605,0.006501670751428498,0.0,86.52908122818917,0.01768323106083954,0.01768323106083954,2.01796768586807,0.0,0.0,2.0002844548072303,0.0,False
NEW_tail_prospective,cardiotocography,classification,catboost,1,GramAnchor-m16,validation,1.0,False,0.003364708122294675,0.0,0.0,1.0,15.254727093037218,0.017441881152955835,0.02517961844755131,2.018330722147358,0.0077377372945954745,0.44362974536632355,2.0008888409944023,0.0038671500065690662,False
