dataset,problem_type,model,seed,alpha,raw_loss,method_loss,trivial_loss,absolute_task_difference,relative_task_difference,safety_denominator,normalized_excess_risk,denominator_sensitive,bootstrap_mean_C,bootstrap_se_C,bootstrap_ucb95_C,bootstrap_lcb95_C,bootstrap_resamples
steel-plates-fault,classification,controlled_mlp,0,0.0,2.678164835674249e-05,2.678164835674249e-05,0.6459857848778665,0.0,0.0,0.6459590032295097,0.0,False,0.0,0.0,0.0,0.0,500
steel-plates-fault,classification,controlled_mlp,0,0.25,2.678164835674249e-05,0.01631434103703315,0.6459857848778665,0.016287559388676407,608.161199479564,0.6459590032295097,0.02521454040774384,False,0.02515328604134975,0.0056067517873703634,0.034920292115531264,0.016573207500470713,500
steel-plates-fault,classification,controlled_mlp,0,0.5,2.678164835674249e-05,0.037381014331181225,0.6459857848778665,0.037354232682824486,1394.7697387872045,0.6459590032295097,0.057827559482985486,False,0.05768288332795845,0.013269124300555251,0.08101082825042508,0.037337519360964216,500
steel-plates-fault,classification,controlled_mlp,0,0.75,2.678164835674249e-05,0.06924669181499164,0.6459857848778665,0.0692199101666349,2584.602308438877,0.6459590032295097,0.10715836426238494,False,0.1068955051814981,0.025825440166687325,0.152515585238205,0.0672715157551897,500
steel-plates-fault,classification,controlled_mlp,0,1.0,2.678164835674249e-05,0.3803480927517018,0.6459857848778665,0.38032131110334505,14200.817889821788,0.6459590032295097,0.5887700445413818,False,0.5906110576012947,0.2172484317009122,0.968217442422114,0.259594015181342,500
steel-plates-fault,classification,controlled_mlp,1,0.0,0.00038530863263939785,0.00038530863263939785,0.6459857848778665,0.0,0.0,0.6456004762452271,0.0,False,0.0,0.0,0.0,0.0,500
steel-plates-fault,classification,controlled_mlp,1,0.25,0.00038530863263939785,0.022858438916360514,0.6459857848778665,0.022473130283721117,58.325011121028375,0.6456004762452271,0.03480965567811144,False,0.03487309277447945,0.005716925092037798,0.04492815364021958,0.02626431216933981,500
steel-plates-fault,classification,controlled_mlp,1,0.5,0.00038530863263939785,0.05171309801344299,0.6459857848778665,0.05132778938080359,133.2121448440014,0.6456004762452271,0.07950395216453816,False,0.07960414618506428,0.013524165801642169,0.10383241446023675,0.0594090619367662,500
steel-plates-fault,classification,controlled_mlp,1,0.75,0.00038530863263939785,0.09460992319512529,0.6459857848778665,0.09422461456248589,244.54322218798742,0.6456004762452271,0.14594879965159024,False,0.1459844713311496,0.02621624637515067,0.193219879855408,0.10769944882355406,500
steel-plates-fault,classification,controlled_mlp,1,1.0,0.00038530863263939785,0.42201321462161745,0.6459857848778665,0.42162790598897804,1094.2602118742836,0.6456004762452271,0.65307867869172,False,0.6484147072025753,0.192219811334043,0.9926361478601036,0.36532766594247,500
