dataset,model,embedding,k,method,seed,alpha,raw_fallback,raw_disagreement,method_disagreement,disagreement_reduction,fixed_coordinate_error,rank_coordinate_error,fit_seconds,raw_loss,method_loss,trivial_loss,absolute_task_difference,relative_task_difference,safety_denominator,normalized_excess_risk,denominator_sensitive
california_housing,controlled_mlp,PLE,4,Gram-after-embedding,0.0,1.0,0.0,0.11939647257183614,0.0,1.0,1.806572406209866e-15,2.218579720618108e-15,0.2551845679990947,61571.83915083235,71296.95794537957,113685.69177493482,9725.118794547227,0.15794751186047298,52113.852624102474,0.18661293120457945,0.0
california_housing,controlled_mlp,PLE,4,RankAdaptiveGram-after-embedding,0.0,1.0,0.0,0.11939647257183614,0.0,1.0,1.806572406209866e-15,2.218579720618108e-15,0.22391239507123828,61571.83915083235,68177.36094595771,113685.69177493482,6605.521795125365,0.10728154114324633,52113.852624102474,0.12675174569746422,0.0
california_housing,controlled_mlp,PLE,4,Raw embedding,0.0,0.0,1.0,0.11939647257183614,0.11939647257183614,0.0,1.806572406209866e-15,2.218579720618108e-15,0.0,61571.83915083235,61571.83915083235,113685.69177493482,0.0,0.0,52113.852624102474,0.0,0.0
california_housing,controlled_mlp,PLE,4,SafeGram-after-embedding,0.0,0.25,0.0,0.11939647257183614,0.0895473544288771,0.2500000000000001,1.806572406209866e-15,2.218579720618108e-15,0.2551845679990947,61571.83915083235,61606.097117464604,113685.69177493482,34.257966632256284,0.0005563901794184619,52113.852624102474,0.0006573677613006124,0.0
california_housing,controlled_mlp,PLE,4,SafeRankGram prediction hybrid,0.0,0.0,1.0,0.11939647257183614,0.11939647257183614,0.0,1.806572406209866e-15,2.218579720618108e-15,0.22391239507123828,61571.83915083235,61571.83915083235,113685.69177493482,0.0,0.0,52113.852624102474,0.0,0.0
california_housing,controlled_mlp,PLE,8,Gram-after-embedding,0.0,1.0,0.0,0.11854954786854172,0.0,1.0,7.546119829130262e-15,1.0592053414180684e-14,0.2533236399758607,61054.230927608005,67924.59099242851,113685.69177493482,6870.360064820503,0.11252881185198595,52631.460847326816,0.13053713414396806,0.0
california_housing,controlled_mlp,PLE,8,RankAdaptiveGram-after-embedding,0.0,1.0,0.0,0.11854954786854172,0.0,1.0,7.546119829130262e-15,1.0592053414180684e-14,0.19762507500126958,61054.230927608005,65034.74585990833,113685.69177493482,3980.514932300328,0.0651963815090886,52631.460847326816,0.0756299534198185,0.0
california_housing,controlled_mlp,PLE,8,Raw embedding,0.0,0.0,1.0,0.11854954786854172,0.11854954786854172,0.0,7.546119829130262e-15,1.0592053414180684e-14,0.0,61054.230927608005,61054.230927608005,113685.69177493482,0.0,0.0,52631.460847326816,0.0,0.0
california_housing,controlled_mlp,PLE,8,SafeGram-after-embedding,0.0,0.0,1.0,0.11854954786854172,0.11854954786854172,0.0,7.546119829130262e-15,1.0592053414180684e-14,0.2533236399758607,61054.230927608005,61054.230927608005,113685.69177493482,0.0,0.0,52631.460847326816,0.0,0.0
california_housing,controlled_mlp,PLE,8,SafeRankGram prediction hybrid,0.0,0.0,1.0,0.11854954786854172,0.11854954786854172,0.0,7.546119829130262e-15,1.0592053414180684e-14,0.19762507500126958,61054.230927608005,61054.230927608005,113685.69177493482,0.0,0.0,52631.460847326816,0.0,0.0
california_housing,controlled_mlp,PLE,16,Gram-after-embedding,0.0,1.0,0.0,0.13257122011144348,0.0,1.0,3.616353515683813e-15,3.745047416426518e-15,0.22747954004444182,63037.35356002362,67003.73134947711,113685.69177493482,3966.377789453487,0.06292107084852057,50648.3382149112,0.07831210123071243,0.0
california_housing,controlled_mlp,PLE,16,RankAdaptiveGram-after-embedding,0.0,1.0,0.0,0.13257122011144348,0.0,1.0,3.616353515683813e-15,3.745047416426518e-15,0.19123508618213236,63037.35356002362,66328.03424243037,113685.69177493482,3290.680682406746,0.052202075381755815,50648.3382149112,0.06497114808473516,0.0
california_housing,controlled_mlp,PLE,16,Raw embedding,0.0,0.0,1.0,0.13257122011144348,0.13257122011144348,0.0,3.616353515683813e-15,3.745047416426518e-15,0.0,63037.35356002362,63037.35356002362,113685.69177493482,0.0,0.0,50648.3382149112,0.0,0.0
california_housing,controlled_mlp,PLE,16,SafeGram-after-embedding,0.0,0.25,0.0,0.13257122011144348,0.0994284150835826,0.25,3.616353515683813e-15,3.745047416426518e-15,0.22747954004444182,63037.35356002362,61630.902544310986,113685.69177493482,-1406.4510157126351,-0.02231139056898105,50648.3382149112,-0.027768946924670607,0.0
california_housing,controlled_mlp,PLE,16,SafeRankGram prediction hybrid,0.0,0.25,0.0,0.13257122011144348,0.0994284150835826,0.25,3.616353515683813e-15,3.745047416426518e-15,0.19123508618213236,63037.35356002362,61492.58650789644,113685.69177493482,-1544.7670521271793,-0.024505582244284185,50648.3382149112,-0.030499856590998475,0.0
california_housing,controlled_mlp,PLE,32,Gram-after-embedding,0.0,1.0,0.0,0.13497347897189627,0.0,1.0,2.7671621800458354e-15,3.2636937714599197e-15,0.24154093279503286,61698.94896556439,66828.1906697028,113685.69177493482,5129.241704138411,0.08313337245017187,51986.74280937043,0.09866441763714195,0.0
california_housing,controlled_mlp,PLE,32,RankAdaptiveGram-after-embedding,0.0,1.0,0.0,0.13497347897189627,0.0,1.0,2.7671621800458354e-15,3.2636937714599197e-15,0.1680297611746937,61698.94896556439,65820.76773306668,113685.69177493482,4121.8187675022855,0.06680533196445158,51986.74280937043,0.07928595916494584,0.0
california_housing,controlled_mlp,PLE,32,Raw embedding,0.0,0.0,1.0,0.13497347897189627,0.13497347897189627,0.0,2.7671621800458354e-15,3.2636937714599197e-15,0.0,61698.94896556439,61698.94896556439,113685.69177493482,0.0,0.0,51986.74280937043,0.0,0.0
california_housing,controlled_mlp,PLE,32,SafeGram-after-embedding,0.0,0.25,0.0,0.13497347897189627,0.1012301092289222,0.25,2.7671621800458354e-15,3.2636937714599197e-15,0.24154093279503286,61698.94896556439,60551.21515038864,113685.69177493482,-1147.7338151757504,-0.01860216153465316,51986.74280937043,-0.02207743269056809,0.0
california_housing,controlled_mlp,PLE,32,SafeRankGram prediction hybrid,0.0,0.25,0.0,0.13497347897189627,0.1012301092289222,0.25,2.7671621800458354e-15,3.2636937714599197e-15,0.1680297611746937,61698.94896556439,60445.62090325067,113685.69177493482,-1253.3280623137252,-0.020313604742493045,51986.74280937043,-0.024108609129630202,0.0
california_housing,controlled_mlp,RBF,4,Gram-after-embedding,0.0,1.0,0.0,0.07654301571098254,0.0,1.0,1.4354662292914243e-15,1.4531329438004408e-15,0.2630949839949608,62611.60827401567,60636.930658283636,113685.69177493482,-1974.6776157320346,-0.031538522490749406,51074.08350091915,-0.0386630063698842,0.0
california_housing,controlled_mlp,RBF,4,RankAdaptiveGram-after-embedding,0.0,1.0,0.0,0.07654301571098254,0.0,1.0,1.4354662292914243e-15,1.4531329438004408e-15,0.3064375489484519,62611.60827401567,61217.05058149336,113685.69177493482,-1394.557692522314,-0.022273149196537518,51074.08350091915,-0.02730460532879101,0.0
california_housing,controlled_mlp,RBF,4,Raw embedding,0.0,0.0,1.0,0.07654301571098254,0.07654301571098254,0.0,1.4354662292914243e-15,1.4531329438004408e-15,0.0,62611.60827401567,62611.60827401567,113685.69177493482,0.0,0.0,51074.08350091915,0.0,0.0
california_housing,controlled_mlp,RBF,4,SafeGram-after-embedding,0.0,0.75,0.0,0.07654301571098254,0.019135753927745636,0.75,1.4354662292914243e-15,1.4531329438004408e-15,0.2630949839949608,62611.60827401567,60289.55353278189,113685.69177493482,-2322.0547412337837,-0.037086649029545136,51074.08350091915,-0.045464442669676,0.0
california_housing,controlled_mlp,RBF,4,SafeRankGram prediction hybrid,0.0,0.5,0.0,0.07654301571098254,0.03827150785549127,0.5,1.4354662292914243e-15,1.4531329438004408e-15,0.3064375489484519,62611.60827401567,60447.56101208463,113685.69177493482,-2164.0472619310385,-0.03456303585846614,51074.08350091915,-0.042370750752523896,0.0
