panel,dataset,problem_type,model,seed,method,split,alpha,raw_fallback,raw_disagreement,method_disagreement,maximum_method_disagreement,disagreement_reduction,fit_seconds,raw_loss,method_loss,trivial_loss,absolute_task_difference,relative_task_difference,safety_denominator,normalized_excess_risk,denominator_sensitive
NEW_tail_prospective,first-order-theorem-proving,classification,catboost,1,Raw,validation,0.0,True,0.03100808584452261,0.03100808584452261,0.03180239337265253,0.0,175.22543389699422,1.3485423668353005,1.3485423668353005,1.5924752380968317,0.0,0.0,0.24393287126153118,0.0,False
NEW_tail_prospective,first-order-theorem-proving,classification,catboost,1,Raw,test,0.0,True,0.0301684416521368,0.0301684416521368,0.03322825668544455,0.0,175.22543389699422,1.2785150842442718,1.2785150842442718,1.5936783099392764,0.0,0.0,0.31516322569500455,0.0,False
NEW_tail_prospective,first-order-theorem-proving,classification,catboost,1,GramAnchor-m16,validation,1.0,False,0.03100808584452261,0.0,0.0,1.0,35.32723251404241,1.3485423668353005,1.3338118673325732,1.5924752380968317,-0.014730499502727312,-0.0109232752822562,0.24393287126153118,-0.060387513279971584,False
NEW_tail_prospective,first-order-theorem-proving,classification,catboost,1,GramAnchor-m16,test,1.0,False,0.0301684416521368,0.0,0.0,1.0,35.32723251404241,1.2785150842442718,1.298251000836336,1.5936783099392764,0.019735916592064084,0.015436592681055423,0.31516322569500455,0.06262125458496,False
NEW_tail_prospective,first-order-theorem-proving,classification,catboost,1,Raw+GramAnchor@0.5,validation,0.5,False,0.03100808584452261,0.015504042922261305,0.015901196686326263,0.5,210.55266641103663,1.3485423668353005,1.3381161619587059,1.5924752380968317,-0.010426204876594625,-0.007731462602144552,0.24393287126153118,-0.04274210696850377,False
NEW_tail_prospective,first-order-theorem-proving,classification,catboost,1,Raw+GramAnchor@0.5,test,0.5,False,0.0301684416521368,0.0150842208260684,0.016614128342722276,0.5,210.55266641103663,1.2785150842442718,1.2857548036081135,1.5936783099392764,0.007239719363841601,0.005662599880955638,0.31516322569500455,0.022971332863713462,False
NEW_tail_prospective,first-order-theorem-proving,classification,catboost,1,Raw+GramAnchor@0.75,validation,0.75,False,0.03100808584452261,0.007752021461130654,0.007950598343163133,0.75,210.55266641103663,1.3485423668353005,1.335219307663917,1.5924752380968317,-0.013323059171383544,-0.009879600002964319,0.24393287126153118,-0.054617727830126285,False
NEW_tail_prospective,first-order-theorem-proving,classification,catboost,1,Raw+GramAnchor@0.75,test,0.75,False,0.0301684416521368,0.007542110413034198,0.008307064171361137,0.75,210.55266641103663,1.2785150842442718,1.291313240022005,1.5936783099392764,0.012798155777733244,0.010010171906026603,0.31516322569500455,0.04060802382483072,False
NEW_tail_prospective,first-order-theorem-proving,classification,catboost,1,PCA-canonicalization,validation,1.0,False,0.03100808584452261,0.0,0.0,1.0,19.132898977026343,1.3485423668353005,1.3476516683691449,1.5924752380968317,-0.0008906984661556372,-0.000660489791096359,0.24393287126153118,-0.003651408117115467,False
NEW_tail_prospective,first-order-theorem-proving,classification,catboost,1,PCA-canonicalization,test,1.0,False,0.0301684416521368,0.0,0.0,1.0,19.132898977026343,1.2785150842442718,1.2997090709234311,1.5936783099392764,0.021193986679159282,0.0165770329504458,0.31516322569500455,0.06724765122079791,False
NEW_tail_prospective,first-order-theorem-proving,classification,catboost,1,RankAdaptiveGram,validation,1.0,False,0.03100808584452261,0.0,0.0,1.0,17.405909196007997,1.3485423668353005,1.3400813962660574,1.5924752380968317,-0.00846097056924311,-0.006274159994764525,0.24393287126153118,-0.0346856515298085,False
NEW_tail_prospective,first-order-theorem-proving,classification,catboost,1,RankAdaptiveGram,test,1.0,False,0.0301684416521368,0.0,0.0,1.0,17.405909196007997,1.2785150842442718,1.288797400281724,1.5936783099392764,0.01028231603745211,0.008042389303157867,0.31516322569500455,0.03262536742596581,False
NEW_tail_prospective,first-order-theorem-proving,classification,catboost,1,SafeGram-t01,validation,1.0,False,0.03100808584452261,0.0,0.0,1.0,210.55266641103663,1.3485423668353005,1.3338118673325732,1.5924752380968317,-0.014730499502727312,-0.0109232752822562,0.24393287126153118,-0.060387513279971584,False
NEW_tail_prospective,first-order-theorem-proving,classification,catboost,1,SafeGram-t01,test,1.0,False,0.0301684416521368,0.0,0.0,1.0,210.55266641103663,1.2785150842442718,1.298251000836336,1.5936783099392764,0.019735916592064084,0.015436592681055423,0.31516322569500455,0.06262125458496,False
NEW_tail_prospective,first-order-theorem-proving,classification,catboost,1,SafeRankGram-t01,validation,0.5,False,0.03100808584452261,0.015504042922261308,0.015901196686326266,0.4999999999999999,192.63134309300222,1.3485423668353005,1.3414742825481407,1.5924752380968317,-0.0070680842871597704,-0.0052412771455944964,0.24393287126153118,-0.02897553023750442,False
NEW_tail_prospective,first-order-theorem-proving,classification,catboost,1,SafeRankGram-t01,test,0.5,False,0.0301684416521368,0.015084220826068398,0.016614128342722276,0.5,192.63134309300222,1.2785150842442718,1.281238166441252,1.5936783099392764,0.002723082196980142,0.002129878818433927,0.31516322569500455,0.008640228221345128,False
