dataset,problem_type,model,seed,embedding,k,method,split,alpha,raw_fallback,raw_disagreement,method_disagreement,disagreement_reduction,fixed_coordinate_error,rank_coordinate_error,fit_seconds,raw_loss,method_loss,trivial_loss,absolute_task_difference,relative_task_difference,safety_denominator,normalized_excess_risk,denominator_sensitive
steel-plates-fault,classification,controlled_mlp,0,RBF,8,Raw embedding,validation,0.0,True,0.013754002028745941,0.013754002028745941,0.0,9.3338706002943e-16,1.3844609692438327e-15,0.0,0.0009342786878791279,0.0009342786878791279,0.6459857848778665,0.0,0.0,0.6450515061899874,0.0,False
steel-plates-fault,classification,controlled_mlp,0,RBF,8,Raw embedding,test,0.0,True,0.01312923658077259,0.01312923658077259,0.0,9.3338706002943e-16,1.3844609692438327e-15,0.0,0.0002623554773872489,0.0002623554773872489,0.6455976337440515,0.0,0.0,0.6453352782666643,0.0,False
steel-plates-fault,classification,controlled_mlp,0,RBF,8,Gram-after-embedding,validation,1.0,False,0.013754002028745941,0.0,1.0,9.3338706002943e-16,1.3844609692438327e-15,0.4721417420078069,0.0009342786878791279,2.3692223349889306e-05,0.6459857848778665,-0.0009105864645292385,-0.9746411604403905,0.6450515061899874,-0.001411649233884655,False
steel-plates-fault,classification,controlled_mlp,0,RBF,8,Gram-after-embedding,test,1.0,False,0.01312923658077259,0.0,1.0,9.3338706002943e-16,1.3844609692438327e-15,0.4721417420078069,0.0002623554773872489,0.00015360811575387338,0.6455976337440515,-0.00010874736163337553,-0.41450387358545354,0.6453352782666643,-0.0001685129657338199,False
steel-plates-fault,classification,controlled_mlp,0,RBF,8,RankAdaptiveGram-after-embedding,validation,1.0,False,0.013754002028745941,0.0,1.0,9.3338706002943e-16,1.3844609692438327e-15,0.09160392684862018,0.0009342786878791279,0.09183985656662269,0.6459857848778665,0.09090557787874357,97.30027994655964,0.6450515061899874,0.14092762671880205,False
steel-plates-fault,classification,controlled_mlp,0,RBF,8,RankAdaptiveGram-after-embedding,test,1.0,False,0.01312923658077259,0.0,1.0,9.3338706002943e-16,1.3844609692438327e-15,0.09160392684862018,0.0002623554773872489,0.10052498890961901,0.6455976337440515,0.10026263343223177,382.16329398085884,0.6453352782666643,0.155365182733434,False
steel-plates-fault,classification,controlled_mlp,0,RBF,8,SafeGram-after-embedding,validation,1.0,False,0.013754002028745941,0.0,1.0,9.3338706002943e-16,1.3844609692438327e-15,0.4721417420078069,0.0009342786878791279,2.3692223349889306e-05,0.6459857848778665,-0.0009105864645292385,-0.9746411604403905,0.6450515061899874,-0.001411649233884655,False
steel-plates-fault,classification,controlled_mlp,0,RBF,8,SafeGram-after-embedding,test,1.0,False,0.01312923658077259,0.0,1.0,9.3338706002943e-16,1.3844609692438327e-15,0.4721417420078069,0.0002623554773872489,0.00015360811575387338,0.6455976337440515,-0.00010874736163337553,-0.41450387358545354,0.6453352782666643,-0.0001685129657338199,False
steel-plates-fault,classification,controlled_mlp,0,RBF,8,SafeRankGram prediction hybrid,validation,0.0,True,0.013754002028745941,0.013754002028745941,0.0,9.3338706002943e-16,1.3844609692438327e-15,0.09160392684862018,0.0009342786878791279,0.0009342786878791279,0.6459857848778665,0.0,0.0,0.6450515061899874,0.0,False
steel-plates-fault,classification,controlled_mlp,0,RBF,8,SafeRankGram prediction hybrid,test,0.0,True,0.01312923658077259,0.01312923658077259,0.0,9.3338706002943e-16,1.3844609692438327e-15,0.09160392684862018,0.0002623554773872489,0.0002623554773872489,0.6455976337440515,0.0,0.0,0.6453352782666643,0.0,False
steel-plates-fault,classification,controlled_mlp,1,PLE,8,Raw embedding,validation,0.0,True,0.036071863134953086,0.036071863134953086,0.0,2.1564628234719632e-15,1.4128351646985961e-15,0.0,0.003866928515065683,0.003866928515065683,0.6459857848778665,0.0,0.0,0.6421188563628009,0.0,False
steel-plates-fault,classification,controlled_mlp,1,PLE,8,Raw embedding,test,0.0,True,0.04423913499115628,0.04423913499115628,0.0,2.1564628234719632e-15,1.4128351646985961e-15,0.0,0.007988466725483074,0.007988466725483074,0.6455976337440515,0.0,0.0,0.6376091670185685,0.0,False
steel-plates-fault,classification,controlled_mlp,1,PLE,8,Gram-after-embedding,validation,1.0,False,0.036071863134953086,0.0,1.0,2.1564628234719632e-15,1.4128351646985961e-15,0.26815658202394843,0.003866928515065683,0.0013902203470445814,0.6459857848778665,-0.0024767081680211016,-0.6404846012466389,0.6421188563628009,-0.0038570868048480845,False
steel-plates-fault,classification,controlled_mlp,1,PLE,8,Gram-after-embedding,test,1.0,False,0.04423913499115628,0.0,1.0,2.1564628234719632e-15,1.4128351646985961e-15,0.26815658202394843,0.007988466725483074,4.888993497049006e-06,0.6455976337440515,-0.007983577731986026,-0.9993879935080092,0.6376091670185685,-0.01252111504186314,False
steel-plates-fault,classification,controlled_mlp,1,PLE,8,RankAdaptiveGram-after-embedding,validation,1.0,False,0.036071863134953086,0.0,1.0,2.1564628234719632e-15,1.4128351646985961e-15,0.1266602559480816,0.003866928515065683,0.11806145051152504,0.6459857848778665,0.11419452199645935,29.531066207082358,0.6421188563628009,0.17784016286844376,False
steel-plates-fault,classification,controlled_mlp,1,PLE,8,RankAdaptiveGram-after-embedding,test,1.0,False,0.04423913499115628,0.0,1.0,2.1564628234719632e-15,1.4128351646985961e-15,0.1266602559480816,0.007988466725483074,0.07056780001056083,0.6455976337440515,0.06257933328507775,7.83371020191531,0.6376091670185685,0.09814685315409731,False
steel-plates-fault,classification,controlled_mlp,1,PLE,8,SafeGram-after-embedding,validation,1.0,False,0.036071863134953086,0.0,1.0,2.1564628234719632e-15,1.4128351646985961e-15,0.26815658202394843,0.003866928515065683,0.0013902203470445814,0.6459857848778665,-0.0024767081680211016,-0.6404846012466389,0.6421188563628009,-0.0038570868048480845,False
steel-plates-fault,classification,controlled_mlp,1,PLE,8,SafeGram-after-embedding,test,1.0,False,0.04423913499115628,0.0,1.0,2.1564628234719632e-15,1.4128351646985961e-15,0.26815658202394843,0.007988466725483074,4.888993497049006e-06,0.6455976337440515,-0.007983577731986026,-0.9993879935080092,0.6376091670185685,-0.01252111504186314,False
steel-plates-fault,classification,controlled_mlp,1,PLE,8,SafeRankGram prediction hybrid,validation,0.25,False,0.036071863134953086,0.027053897628910254,0.2499999923016053,2.1564628234719632e-15,1.4128351646985961e-15,0.1266602559480816,0.003866928515065683,0.006118486856802245,0.6459857848778665,0.0022515583417365616,0.5822601408235024,0.6421188563628009,0.003506451055635124,False
steel-plates-fault,classification,controlled_mlp,1,PLE,8,SafeRankGram prediction hybrid,test,0.25,False,0.04423913499115628,0.033179351472715404,0.249999994815717,2.1564628234719632e-15,1.4128351646985961e-15,0.1266602559480816,0.007988466725483074,0.010007977664704404,0.6455976337440515,0.0020195109392213296,0.25280332366899944,0.6376091670185685,0.0031673179177527685,False
steel-plates-fault,classification,controlled_mlp,1,RBF,8,Raw embedding,validation,0.0,True,0.026586750695179816,0.026586750695179816,0.0,9.3338706002943e-16,1.3844609692438327e-15,0.0,0.00038220077358728605,0.00038220077358728605,0.6459857848778665,0.0,0.0,0.6456035841042792,0.0,False
steel-plates-fault,classification,controlled_mlp,1,RBF,8,Raw embedding,test,0.0,True,0.015778059459912994,0.015778059459912994,0.0,9.3338706002943e-16,1.3844609692438327e-15,0.0,0.003071054418687663,0.003071054418687663,0.6455976337440515,0.0,0.0,0.6425265793253638,0.0,False
steel-plates-fault,classification,controlled_mlp,1,RBF,8,Gram-after-embedding,validation,1.0,False,0.026586750695179816,0.0,1.0,9.3338706002943e-16,1.3844609692438327e-15,0.1392683379817754,0.00038220077358728605,7.655337067700885e-05,0.6459857848778665,-0.00030564740291027723,-0.7997037788320286,0.6456035841042792,-0.0004734289127814204,False
steel-plates-fault,classification,controlled_mlp,1,RBF,8,Gram-after-embedding,test,1.0,False,0.015778059459912994,0.0,1.0,9.3338706002943e-16,1.3844609692438327e-15,0.1392683379817754,0.003071054418687663,0.008009358417870191,0.6455976337440515,0.004938303999182528,1.6080157906458679,0.6425265793253638,0.00768575831425934,False
steel-plates-fault,classification,controlled_mlp,1,RBF,8,RankAdaptiveGram-after-embedding,validation,1.0,False,0.026586750695179816,0.0,1.0,9.3338706002943e-16,1.3844609692438327e-15,0.0769055699929595,0.00038220077358728605,0.0649075487910014,0.6459857848778665,0.06452534801741411,168.82579125046686,0.6456035841042792,0.09994577106776384,False
steel-plates-fault,classification,controlled_mlp,1,RBF,8,RankAdaptiveGram-after-embedding,test,1.0,False,0.015778059459912994,0.0,1.0,9.3338706002943e-16,1.3844609692438327e-15,0.0769055699929595,0.003071054418687663,0.09830569895258437,0.6455976337440515,0.09523464453389671,31.010406052847745,0.6425265793253638,0.1482189960668874,False
steel-plates-fault,classification,controlled_mlp,1,RBF,8,SafeGram-after-embedding,validation,1.0,False,0.026586750695179816,0.0,1.0,9.3338706002943e-16,1.3844609692438327e-15,0.1392683379817754,0.00038220077358728605,7.655337067700885e-05,0.6459857848778665,-0.00030564740291027723,-0.7997037788320286,0.6456035841042792,-0.0004734289127814204,False
steel-plates-fault,classification,controlled_mlp,1,RBF,8,SafeGram-after-embedding,test,1.0,False,0.015778059459912994,0.0,1.0,9.3338706002943e-16,1.3844609692438327e-15,0.1392683379817754,0.003071054418687663,0.008009358417870191,0.6455976337440515,0.004938303999182528,1.6080157906458679,0.6425265793253638,0.00768575831425934,False
steel-plates-fault,classification,controlled_mlp,1,RBF,8,SafeRankGram prediction hybrid,validation,0.0,True,0.026586750695179816,0.026586750695179816,0.0,9.3338706002943e-16,1.3844609692438327e-15,0.0769055699929595,0.00038220077358728605,0.00038220077358728605,0.6459857848778665,0.0,0.0,0.6456035841042792,0.0,False
steel-plates-fault,classification,controlled_mlp,1,RBF,8,SafeRankGram prediction hybrid,test,0.0,True,0.015778059459912994,0.015778059459912994,0.0,9.3338706002943e-16,1.3844609692438327e-15,0.0769055699929595,0.003071054418687663,0.003071054418687663,0.6455976337440515,0.0,0.0,0.6425265793253638,0.0,False
california_housing,regression,controlled_mlp,0,PLE,8,Raw embedding,validation,0.0,True,0.11418106111705727,0.11418106111705727,0.0,7.546119829130262e-15,1.0592053414180684e-14,0.0,55785.08697938087,55785.08697938087,109670.020675679,0.0,0.0,53884.93369629813,0.0,False
california_housing,regression,controlled_mlp,0,PLE,8,Raw embedding,test,0.0,True,0.11854954786854172,0.11854954786854172,0.0,7.546119829130262e-15,1.0592053414180684e-14,0.0,61054.230927608005,61054.230927608005,113685.69177493482,0.0,0.0,52631.460847326816,0.0,False
california_housing,regression,controlled_mlp,0,PLE,8,Gram-after-embedding,validation,1.0,False,0.11418106111705727,0.0,1.0,7.546119829130262e-15,1.0592053414180684e-14,0.2533236399758607,55785.08697938087,60331.89341080579,109670.020675679,4546.80643142492,0.08150576933052912,53884.93369629813,0.08437992068527467,False
california_housing,regression,controlled_mlp,0,PLE,8,Gram-after-embedding,test,1.0,False,0.11854954786854172,0.0,1.0,7.546119829130262e-15,1.0592053414180684e-14,0.2533236399758607,61054.230927608005,67924.59099242851,113685.69177493482,6870.360064820503,0.11252881185198595,52631.460847326816,0.13053713414396806,False
california_housing,regression,controlled_mlp,0,PLE,8,RankAdaptiveGram-after-embedding,validation,1.0,False,0.11418106111705727,0.0,1.0,7.546119829130262e-15,1.0592053414180684e-14,0.19762507500126958,55785.08697938087,60557.286787511475,109670.020675679,4772.199808130608,0.08554615698447321,53884.93369629813,0.0885627851938594,False
california_housing,regression,controlled_mlp,0,PLE,8,RankAdaptiveGram-after-embedding,test,1.0,False,0.11854954786854172,0.0,1.0,7.546119829130262e-15,1.0592053414180684e-14,0.19762507500126958,61054.230927608005,65034.74585990833,113685.69177493482,3980.514932300328,0.0651963815090886,52631.460847326816,0.0756299534198185,False
california_housing,regression,controlled_mlp,0,PLE,8,SafeGram-after-embedding,validation,0.0,True,0.11418106111705727,0.11418106111705727,0.0,7.546119829130262e-15,1.0592053414180684e-14,0.2533236399758607,55785.08697938087,55785.08697938087,109670.020675679,0.0,0.0,53884.93369629813,0.0,False
california_housing,regression,controlled_mlp,0,PLE,8,SafeGram-after-embedding,test,0.0,True,0.11854954786854172,0.11854954786854172,0.0,7.546119829130262e-15,1.0592053414180684e-14,0.2533236399758607,61054.230927608005,61054.230927608005,113685.69177493482,0.0,0.0,52631.460847326816,0.0,False
california_housing,regression,controlled_mlp,0,PLE,8,SafeRankGram prediction hybrid,validation,0.0,True,0.11418106111705727,0.11418106111705727,0.0,7.546119829130262e-15,1.0592053414180684e-14,0.19762507500126958,55785.08697938087,55785.08697938087,109670.020675679,0.0,0.0,53884.93369629813,0.0,False
california_housing,regression,controlled_mlp,0,PLE,8,SafeRankGram prediction hybrid,test,0.0,True,0.11854954786854172,0.11854954786854172,0.0,7.546119829130262e-15,1.0592053414180684e-14,0.19762507500126958,61054.230927608005,61054.230927608005,113685.69177493482,0.0,0.0,52631.460847326816,0.0,False
california_housing,regression,controlled_mlp,0,RBF,8,Raw embedding,validation,0.0,True,0.12153748880170145,0.12153748880170145,0.0,8.299772117821142e-16,1.1359121293483068e-15,0.0,61317.246253487836,61317.246253487836,109670.020675679,0.0,0.0,48352.77442219116,0.0,False
california_housing,regression,controlled_mlp,0,RBF,8,Raw embedding,test,0.0,True,0.1250258039185044,0.1250258039185044,0.0,8.299772117821142e-16,1.1359121293483068e-15,0.0,65288.85728446,65288.85728446,113685.69177493482,0.0,0.0,48396.83449047482,0.0,False
california_housing,regression,controlled_mlp,0,RBF,8,Gram-after-embedding,validation,1.0,False,0.12153748880170145,0.0,1.0,8.299772117821142e-16,1.1359121293483068e-15,0.23008534195832908,61317.246253487836,60010.64274014156,109670.020675679,-1306.6035133462792,-0.02130890725171725,48352.77442219116,-0.027022306971213276,False
california_housing,regression,controlled_mlp,0,RBF,8,Gram-after-embedding,test,1.0,False,0.1250258039185044,0.0,1.0,8.299772117821142e-16,1.1359121293483068e-15,0.23008534195832908,65288.85728446,64110.49459905955,113685.69177493482,-1178.362685400447,-0.018048450140065782,48396.83449047482,-0.024347928904985827,False
california_housing,regression,controlled_mlp,0,RBF,8,RankAdaptiveGram-after-embedding,validation,1.0,False,0.12153748880170145,0.0,1.0,8.299772117821142e-16,1.1359121293483068e-15,0.22511048708111048,61317.246253487836,58934.01123558403,109670.020675679,-2383.235017903804,-0.03886728715851686,48352.77442219116,-0.049288485436112535,False
california_housing,regression,controlled_mlp,0,RBF,8,RankAdaptiveGram-after-embedding,test,1.0,False,0.1250258039185044,0.0,1.0,8.299772117821142e-16,1.1359121293483068e-15,0.22511048708111048,65288.85728446,64718.943436042544,113685.69177493482,-569.9138484174546,-0.00872911354435828,48396.83449047482,-0.01177584968970691,False
california_housing,regression,controlled_mlp,0,RBF,8,SafeGram-after-embedding,validation,0.5,False,0.12153748880170145,0.06076874440085073,0.5,8.299772117821142e-16,1.1359121293483068e-15,0.23008534195832908,61317.246253487836,59739.477108407635,109670.020675679,-1577.7691450802013,-0.025731245962312844,48352.77442219116,-0.03263037465655942,False
california_housing,regression,controlled_mlp,0,RBF,8,SafeGram-after-embedding,test,0.5,False,0.1250258039185044,0.0625129019592522,0.5,8.299772117821142e-16,1.1359121293483068e-15,0.23008534195832908,65288.85728446,63835.386356501585,113685.69177493482,-1453.470927958413,-0.022262159094402885,48396.83449047482,-0.030032355282337247,False
california_housing,regression,controlled_mlp,0,RBF,8,SafeRankGram prediction hybrid,validation,0.75,False,0.12153748880170145,0.030384372200425364,0.75,8.299772117821142e-16,1.1359121293483068e-15,0.22511048708111048,61317.246253487836,58806.977820056774,109670.020675679,-2510.2684334310616,-0.04093902754623905,48352.77442219116,-0.05191570625322777,False
california_housing,regression,controlled_mlp,0,RBF,8,SafeRankGram prediction hybrid,test,0.75,False,0.1250258039185044,0.0312564509796261,0.75,8.299772117821142e-16,1.1359121293483068e-15,0.22511048708111048,65288.85728446,63952.09278250492,113685.69177493482,-1336.7645019550764,-0.020474619369287874,48396.83449047482,-0.027620907772762916,False
california_housing,regression,controlled_mlp,1,PLE,8,Raw embedding,validation,0.0,True,0.1217092789290845,0.1217092789290845,0.0,7.546119829130262e-15,1.0592053414180684e-14,0.0,56365.511214744416,56365.511214744416,109670.020675679,0.0,0.0,53304.50946093458,0.0,False
california_housing,regression,controlled_mlp,1,PLE,8,Raw embedding,test,0.0,True,0.11991354802922148,0.11991354802922148,0.0,7.546119829130262e-15,1.0592053414180684e-14,0.0,61415.1312081387,61415.1312081387,113685.69177493482,0.0,0.0,52270.56056679612,0.0,False
california_housing,regression,controlled_mlp,1,PLE,8,Gram-after-embedding,validation,1.0,False,0.1217092789290845,0.0,1.0,7.546119829130262e-15,1.0592053414180684e-14,0.27781449095346034,56365.511214744416,61403.15154224785,109670.020675679,5037.640327503432,0.08937451677339985,53304.50946093458,0.09450683213200528,False
california_housing,regression,controlled_mlp,1,PLE,8,Gram-after-embedding,test,1.0,False,0.11991354802922148,0.0,1.0,7.546119829130262e-15,1.0592053414180684e-14,0.27781449095346034,61415.1312081387,68150.73436173126,113685.69177493482,6735.603153592558,0.10967334956535857,52270.56056679612,0.12886035811659577,False
california_housing,regression,controlled_mlp,1,PLE,8,RankAdaptiveGram-after-embedding,validation,1.0,False,0.1217092789290845,0.0,1.0,7.546119829130262e-15,1.0592053414180684e-14,0.24537405697628856,56365.511214744416,62114.25671851271,109670.020675679,5748.745503768296,0.1019904792820278,53304.50946093458,0.10784726399145261,False
california_housing,regression,controlled_mlp,1,PLE,8,RankAdaptiveGram-after-embedding,test,1.0,False,0.11991354802922148,0.0,1.0,7.546119829130262e-15,1.0592053414180684e-14,0.24537405697628856,61415.1312081387,65891.4179562738,113685.69177493482,4476.286748135099,0.07288573125350424,52270.56056679612,0.08563686135362732,False
california_housing,regression,controlled_mlp,1,PLE,8,SafeGram-after-embedding,validation,0.0,True,0.1217092789290845,0.1217092789290845,0.0,7.546119829130262e-15,1.0592053414180684e-14,0.27781449095346034,56365.511214744416,56365.511214744416,109670.020675679,0.0,0.0,53304.50946093458,0.0,False
california_housing,regression,controlled_mlp,1,PLE,8,SafeGram-after-embedding,test,0.0,True,0.11991354802922148,0.11991354802922148,0.0,7.546119829130262e-15,1.0592053414180684e-14,0.27781449095346034,61415.1312081387,61415.1312081387,113685.69177493482,0.0,0.0,52270.56056679612,0.0,False
california_housing,regression,controlled_mlp,1,PLE,8,SafeRankGram prediction hybrid,validation,0.0,True,0.1217092789290845,0.1217092789290845,0.0,7.546119829130262e-15,1.0592053414180684e-14,0.24537405697628856,56365.511214744416,56365.511214744416,109670.020675679,0.0,0.0,53304.50946093458,0.0,False
california_housing,regression,controlled_mlp,1,PLE,8,SafeRankGram prediction hybrid,test,0.0,True,0.11991354802922148,0.11991354802922148,0.0,7.546119829130262e-15,1.0592053414180684e-14,0.24537405697628856,61415.1312081387,61415.1312081387,113685.69177493482,0.0,0.0,52270.56056679612,0.0,False
california_housing,regression,controlled_mlp,1,RBF,8,Raw embedding,validation,0.0,True,0.11262360165460572,0.11262360165460572,0.0,8.299772117821142e-16,1.1359121293483068e-15,0.0,60603.919194023496,60603.919194023496,109670.020675679,0.0,0.0,49066.1014816555,0.0,False
california_housing,regression,controlled_mlp,1,RBF,8,Raw embedding,test,0.0,True,0.10736325511911735,0.10736325511911735,0.0,8.299772117821142e-16,1.1359121293483068e-15,0.0,64520.1255845563,64520.1255845563,113685.69177493482,0.0,0.0,49165.56619037852,0.0,False
california_housing,regression,controlled_mlp,1,RBF,8,Gram-after-embedding,validation,1.0,False,0.11262360165460572,0.0,1.0,8.299772117821142e-16,1.1359121293483068e-15,0.23962241993285716,60603.919194023496,59418.02590503748,109670.020675679,-1185.8932889860152,-0.019567930667806762,49066.1014816555,-0.0241692992346129,False
california_housing,regression,controlled_mlp,1,RBF,8,Gram-after-embedding,test,1.0,False,0.10736325511911735,0.0,1.0,8.299772117821142e-16,1.1359121293483068e-15,0.23962241993285716,64520.1255845563,65553.17705155397,113685.69177493482,1033.0514669976692,0.016011305893132717,49165.56619037852,0.021011686573434246,False
california_housing,regression,controlled_mlp,1,RBF,8,RankAdaptiveGram-after-embedding,validation,1.0,False,0.11262360165460572,0.0,1.0,8.299772117821142e-16,1.1359121293483068e-15,0.13956451904959977,60603.919194023496,60284.59904313048,109670.020675679,-319.3201508930142,-0.0052689686597777695,49066.1014816555,-0.006507958473374932,False
california_housing,regression,controlled_mlp,1,RBF,8,RankAdaptiveGram-after-embedding,test,1.0,False,0.10736325511911735,0.0,1.0,8.299772117821142e-16,1.1359121293483068e-15,0.13956451904959977,64520.1255845563,64859.48671839244,113685.69177493482,339.3611338361443,0.005259771749690683,49165.56619037852,0.006902414842983253,False
california_housing,regression,controlled_mlp,1,RBF,8,SafeGram-after-embedding,validation,0.5,False,0.11262360165460572,0.05631180082730286,0.5,8.299772117821142e-16,1.1359121293483068e-15,0.23962241993285716,60603.919194023496,59271.60609006562,109670.020675679,-1332.313103957873,-0.021983942980526913,49066.1014816555,-0.027153433097919732,False
california_housing,regression,controlled_mlp,1,RBF,8,SafeGram-after-embedding,test,0.5,False,0.10736325511911735,0.05368162755955867,0.5,8.299772117821142e-16,1.1359121293483068e-15,0.23962241993285716,64520.1255845563,64295.05459743103,113685.69177493482,-225.0709871252693,-0.003488384207037918,49165.56619037852,-0.004577817455691473,False
california_housing,regression,controlled_mlp,1,RBF,8,SafeRankGram prediction hybrid,validation,0.5,False,0.11262360165460572,0.05631180082730286,0.5,8.299772117821142e-16,1.1359121293483068e-15,0.13956451904959977,60603.919194023496,59855.5740559106,109670.020675679,-748.345138112898,-0.012348131079065537,49066.1014816555,-0.015251774963060478,False
california_housing,regression,controlled_mlp,1,RBF,8,SafeRankGram prediction hybrid,test,0.5,False,0.10736325511911735,0.05368162755955867,0.5,8.299772117821142e-16,1.1359121293483068e-15,0.13956451904959977,64520.1255845563,63835.822472279804,113685.69177493482,-684.3031122764951,-0.010606041232509498,49165.56619037852,-0.013918340930454088,False
phoneme,classification,controlled_mlp,0,PLE,8,Raw embedding,validation,0.0,True,0.04635496507350608,0.04635496507350608,0.0,3.2760839346736568e-15,3.426411625674641e-15,0.0,0.29511571409791026,0.29511571409791026,0.6047907936193666,0.0,0.0,0.30967507952145634,0.0,False
phoneme,classification,controlled_mlp,0,PLE,8,Raw embedding,test,0.0,True,0.04893946448155143,0.04893946448155143,0.0,3.2760839346736568e-15,3.426411625674641e-15,0.0,0.33507949633612333,0.33507949633612333,0.6047907936193667,0.0,0.0,0.2697112972832434,0.0,False
phoneme,classification,controlled_mlp,0,PLE,8,Gram-after-embedding,validation,1.0,False,0.04635496507350608,0.0,1.0,3.2760839346736568e-15,3.426411625674641e-15,0.1874076488893479,0.29511571409791026,0.28274265745636157,0.6047907936193666,-0.012373056641548696,-0.04192611931685786,0.30967507952145634,-0.03995496395986688,False
phoneme,classification,controlled_mlp,0,PLE,8,Gram-after-embedding,test,1.0,False,0.04893946448155143,0.0,1.0,3.2760839346736568e-15,3.426411625674641e-15,0.1874076488893479,0.33507949633612333,0.36403514503782464,0.6047907936193667,0.02895564870170131,0.08641426592290045,0.2697112972832434,0.10735793788901947,False
phoneme,classification,controlled_mlp,0,PLE,8,RankAdaptiveGram-after-embedding,validation,1.0,False,0.04635496507350608,0.0,1.0,3.2760839346736568e-15,3.426411625674641e-15,0.16911320900544524,0.29511571409791026,0.27324055221673554,0.6047907936193666,-0.02187516188117472,-0.07412401588997466,0.30967507952145634,-0.0706390773031482,False
phoneme,classification,controlled_mlp,0,PLE,8,RankAdaptiveGram-after-embedding,test,1.0,False,0.04893946448155143,0.0,1.0,3.2760839346736568e-15,3.426411625674641e-15,0.16911320900544524,0.33507949633612333,0.3556041915552788,0.6047907936193667,0.020524695219155453,0.06125321138290962,0.2697112972832434,0.07609875976978815,False
phoneme,classification,controlled_mlp,0,PLE,8,SafeGram-after-embedding,validation,0.5,False,0.04635496507350608,0.023177482429676752,0.5000000023099206,3.2760839346736568e-15,3.426411625674641e-15,0.1874076488893479,0.29511571409791026,0.26346957347776945,0.6047907936193666,-0.03164614062014082,-0.1072329906825687,0.30967507952145634,-0.10219143454824935,False
