hypothesis,dataset,task,seed,arm,budget_per_numeric,input_features,split_fingerprint,parameters,best_epoch,epochs_trained,train_seconds,val_proper_loss,val_metric,val_member_loss_mean,val_member_loss_std,val_ensemble_gain_vs_mean_member,val_member_disagreement,val_member_prediction_correlation,val_roc_auc,val_accuracy,test_proper_loss,test_metric,test_member_loss_mean,test_member_loss_std,test_ensemble_gain_vs_mean_member,test_member_disagreement,test_member_prediction_correlation,test_roc_auc,test_accuracy,val_rmse,test_rmse
selective_measure_orbit,credit_card_default,binclass,2,baseline_tabm,44,1035,bb6c2176954b57c7,125192,26,30,14.28784997900948,0.43480467583008203,0.8131111111111111,0.43498671877914813,0.0004097722955686677,0.000418502315604086,0.007497844286262989,0.9984406281328873,0.7768959685775064,0.8131111111111111,0.44041621798625824,0.8158187069540103,0.4405975233214484,0.00024100399029055878,0.0004114987615531789,0.007473783567547798,0.9984882823003355,0.7653899847210955,0.8158187069540103,,
selective_measure_orbit,credit_card_default,binclass,2,measure_orbit_tabm,44,1035,bb6c2176954b57c7,125192,16,22,10.306455128127709,0.43524430013575544,0.8133333333333334,0.4385176733918402,0.005299038770630026,0.007464632453159636,0.03318582847714424,0.9698190436321756,0.7775860863545505,0.8133333333333334,0.44120579213410344,0.8144856698511442,0.44435031914193224,0.0053916326085973925,0.007076684481516916,0.03248382359743118,0.9720675193971186,0.7640684884777568,0.8144856698511442,,
selective_measure_orbit,fremtpl_claim_count,regression,0,baseline_tabm,128,811,947d3e7f7418d88a,110856,9,15,13.714128760853782,0.9319668412208557,0.22994561659907742,0.93227369338274,0.00047159852874081794,0.0003291438598582566,0.0175199955701828,0.9906715982833413,,,0.9443493485450745,0.23146814660545978,0.9446577206254005,0.0004751319644651662,0.00032643789765665165,0.01756187155842781,0.9910128255814038,,,0.22994561659907742,0.23146814660545978
selective_measure_orbit,fremtpl_claim_count,regression,0,measure_orbit_tabm,128,811,947d3e7f7418d88a,110856,18,24,22.042477970942855,0.9301185011863708,0.2297174805813924,0.9356607720255852,0.0024263306991476334,0.005923376297176617,0.07444695383310318,0.8623030718582891,,,0.9437795877456665,0.23139831020798685,0.9492390230298042,0.0015597091402624612,0.00575138100276595,0.07388808578252792,0.869961086563965,,,0.2297174805813924,0.23139831020798685
selective_measure_orbit,fremtpl_claim_count,regression,1,baseline_tabm,128,811,947d3e7f7418d88a,110856,9,15,15.26769620901905,0.9334522485733032,0.23012878984571206,0.9341391697525978,0.0007540458361715354,0.0007353520776529625,0.026208745315670967,0.9860291643551984,,,0.9467493295669556,0.2317620869944168,0.9474426060914993,0.0010596394236221218,0.0007317345874952229,0.026329414919018745,0.9860974307817294,,,0.23012878984571206,0.2317620869944168
selective_measure_orbit,fremtpl_claim_count,regression,1,measure_orbit_tabm,128,811,947d3e7f7418d88a,110856,11,17,14.847253983840346,0.9302417635917664,0.22973270006057334,0.9345012232661247,0.0015645121443237403,0.0045580033158986785,0.06526447087526321,0.8875088527448247,,,0.9433752298355103,0.231348733322446,0.9472880959510803,0.001169110181130238,0.004130597789937958,0.06255311518907547,0.8964605966963239,,,0.22973270006057334,0.231348733322446
selective_measure_orbit,fremtpl_claim_count,regression,2,baseline_tabm,128,811,947d3e7f7418d88a,110856,7,13,11.39593949681148,0.9338897466659546,0.23018271109751165,0.9341632351279259,0.0003909360462307953,0.0002927630329337795,0.01653807796537876,0.990574186015657,,,0.9469068050384521,0.23178136689434936,0.9471875727176666,0.0004877459096345882,0.0002964224693203059,0.016753921285271645,0.990466318367688,,,0.23018271109751165,0.23178136689434936
selective_measure_orbit,fremtpl_claim_count,regression,2,measure_orbit_tabm,128,811,947d3e7f7418d88a,110856,17,23,20.328016330022365,0.9296327829360962,0.22965749709301608,0.9371531084179878,0.0029070932318468303,0.008024649776370827,0.08672028034925461,0.8390456542082496,,,0.943791389465332,0.2313997583300731,0.9504126459360123,0.001747106272284119,0.006966717561043502,0.08137095719575882,0.8534413322855989,,,0.22965749709301608,0.2313997583300731
selective_measure_orbit,heloc_credit_risk,binclass,0,baseline_tabm,46,1034,2f1b3021b9779b07,125128,15,21,3.32881782297045,0.532943901874243,0.7374735356386732,0.5330730203155813,0.00023421584913224357,0.0002422152996261183,0.006992049980908632,0.9993533230831176,0.8127657031296691,0.7374735356386732,0.5451963749325792,0.7346506704304869,0.5453294834870004,0.00030225834370100507,0.00024408831440770907,0.007029530592262745,0.9993038873236432,0.8005542208037995,0.7346506704304869,,
selective_measure_orbit,heloc_credit_risk,binclass,0,measure_orbit_tabm,46,1034,2f1b3021b9779b07,125128,15,21,3.3919979569036514,0.5303382308716857,0.7417078334509527,0.5343437412825993,0.0048589904631711435,0.007496130489521668,0.03939112648367882,0.9789358450837986,0.8133912385202303,0.7417078334509527,0.5407255389298707,0.739590684544813,0.5449786721796861,0.001965559596156307,0.007804219627172942,0.040759582072496414,0.9764147382466828,0.8034348939968046,0.739590684544813,,
selective_measure_orbit,heloc_credit_risk,binclass,1,baseline_tabm,46,1034,2f1b3021b9779b07,125128,12,18,2.6198339441325516,0.5326371495003573,0.7360621030345801,0.5327955478994624,0.00041416956658560253,0.00029729677683966,0.008002986200153828,0.9991941951185214,0.8110703826921927,0.7360621030345801,0.5438325484958393,0.7353563867325336,0.5439948968841237,0.00046759145373968797,0.0002984373368469682,0.008108492940664291,0.9991383915400858,0.8016578812110782,0.7353563867325336,,
selective_measure_orbit,heloc_credit_risk,binclass,1,measure_orbit_tabm,46,1034,2f1b3021b9779b07,125128,16,22,3.150746696861461,0.5306562097114865,0.7473535638673253,0.5353416932443684,0.00460722648068992,0.008752323220868777,0.04292429983615875,0.9759574181677467,0.8130505807119949,0.7473535638673253,0.541513410113787,0.7424135497529993,0.5463087060335774,0.0036155288762001643,0.008777630425490077,0.04371647164225578,0.9735564722466743,0.803118139475582,0.7424135497529993,,
selective_measure_orbit,heloc_credit_risk,binclass,2,baseline_tabm,46,1034,2f1b3021b9779b07,125128,12,18,2.8083320518489927,0.5320970135608776,0.7374735356386732,0.5322108235037688,0.00039750608957240033,0.00021384372106897573,0.006525201722979546,0.9993943241221552,0.811319401557862,0.7374735356386732,0.5435257426249234,0.7325335215243473,0.5436373282151997,0.0005842585511233833,0.00020525741056578369,0.006552115082740784,0.9993568030524772,0.8011180040082395,0.7325335215243473,,
selective_measure_orbit,heloc_credit_risk,binclass,2,measure_orbit_tabm,46,1034,2f1b3021b9779b07,125128,13,19,2.8394863698631525,0.5311256529281797,0.7417078334509527,0.5355064816782876,0.0030819481781534904,0.008180720308703494,0.041143566370010376,0.9807263763492744,0.8126780484889534,0.7417078334509527,0.5415903104509785,0.7381792519407199,0.5458489115659961,0.0027819475437499248,0.007801794644602395,0.04090765491127968,0.9798915217854389,0.8024477753473344,0.7381792519407199,,
selective_measure_orbit,kdd17_stock_return,regression,0,baseline_tabm,39,1089,719f9adf74cde6d1,128648,4,10,10.89961368800141,0.3673644959926605,0.01284854781507605,0.3677492029964924,0.0003621032940352983,0.0010461124067630753,0.01961357891559601,0.8913276017566671,,,0.5780416131019592,0.016117030944150068,0.5785711109638214,0.0010752813452528612,0.0009151819920287942,0.023010283708572388,0.9466285737542351,,,0.01284854781507605,0.016117030944150068
selective_measure_orbit,kdd17_stock_return,regression,0,measure_orbit_tabm,39,1089,719f9adf74cde6d1,128648,4,10,10.589597017969936,0.3681223690509796,0.012861794664207893,0.36854279413819313,0.0006022208872183909,0.0011407768484434637,0.020504793152213097,0.8959811332512887,,,0.5781466960906982,0.016118495375487707,0.578773744404316,0.0008729614079898223,0.0010834083606592682,0.025040486827492714,0.9430362705278299,,,0.012861794664207893,0.016118495375487707
selective_measure_orbit,kdd17_stock_return,regression,1,baseline_tabm,39,1089,719f9adf74cde6d1,128648,1,7,7.304817471886054,0.3656497895717621,0.012818527604419483,0.3660181388258934,0.00046427492941933965,0.001006368851863193,0.019192518666386604,0.7380273749546392,,,0.5701291561126709,0.016006341920447587,0.57053542137146,0.000379754425155651,0.0007120771884986162,0.020155606791377068,0.8670204850546833,,,0.012818527604419483,0.016006341920447587
selective_measure_orbit,kdd17_stock_return,regression,1,measure_orbit_tabm,39,1089,719f9adf74cde6d1,128648,1,7,7.371681125136092,0.36593350768089294,0.012823499595199128,0.3663407191634178,0.0002100465735273196,0.0011115648936181248,0.020179737359285355,0.7719584455659411,,,0.5699627995491028,0.016004006916899738,0.5703765451908112,0.0003517939467473005,0.0007253903499309591,0.02033981680870056,0.8903679112907226,,,0.012823499595199128,0.016004006916899738
selective_measure_orbit,kdd17_stock_return,regression,2,baseline_tabm,39,1089,719f9adf74cde6d1,128648,3,9,9.2867283038795,0.36703917384147644,0.012842858139223257,0.3673866428434849,0.0005229424665453334,0.0009457856151740058,0.01863962970674038,0.8798949141828484,,,0.5710257887840271,0.016018924152768732,0.5715033784508705,0.0008696252528965447,0.0008356725171738778,0.02185356244444847,0.9286558113981594,,,0.012842858139223257,0.016018924152768732
selective_measure_orbit,kdd17_stock_return,regression,2,measure_orbit_tabm,39,1089,719f9adf74cde6d1,128648,3,9,9.452121790032834,0.36716753244400024,0.012845103432136962,0.36743760108947754,0.0006085216290413102,0.0007350054667146829,0.01643357425928116,0.8882376131224199,,,0.5711200833320618,0.016020245805209776,0.5714927911758423,0.0009777643286668493,0.0006521654332921224,0.019306283444166183,0.933843295549528,,,0.012845103432136962,0.016020245805209776
selective_measure_orbit,polish_bankruptcy_1year,binclass,0,baseline_tabm,16,1088,e7679523e2fe345e,128584,30,30,2.6701220700051636,0.09288027299936685,0.9725378787878788,0.09311497803151902,0.0008990637138957453,0.00252059375531104,0.006923242937773466,0.9964163416200494,0.9156742125984251,0.9725378787878788,0.12464422352471904,0.9695528068506185,0.12491820981806445,0.0008415533563052955,0.0021933254866880595,0.0064091929234564304,0.9966125891413251,0.8405940594059407,0.9695528068506185,,
selective_measure_orbit,polish_bankruptcy_1year,binclass,0,measure_orbit_tabm,16,1088,e7679523e2fe345e,128584,30,30,2.790204631863162,0.09328975999357433,0.9744318181818182,0.09435485659921183,0.0018902307512934603,0.011288201201573306,0.01594187505543232,0.9783344502387534,0.9166338582677166,0.9744318181818182,0.1261366742886348,0.9705042816365367,0.12754533260698195,0.004838818132473112,0.011044373710544153,0.01612396538257599,0.9775471307681673,0.8346293165901956,0.9705042816365367,,
selective_measure_orbit,polish_bankruptcy_1year,binclass,1,baseline_tabm,16,1088,e7679523e2fe345e,128584,30,30,2.7453499659895897,0.09795964729125921,0.9734848484848485,0.09818164199246093,0.001259703736907225,0.002261061199391747,0.007633466273546219,0.9965729459938419,0.9080708661417322,0.9734848484848485,0.1296985271745621,0.9686013320647003,0.12997554671549622,0.0011370661874254024,0.0021313204516884166,0.006753789260983467,0.997149108463158,0.8280367061096353,0.9686013320647003,,
selective_measure_orbit,polish_bankruptcy_1year,binclass,1,measure_orbit_tabm,16,1088,e7679523e2fe345e,128584,30,30,2.5921174311079085,0.10152619218874519,0.9734848484848485,0.10266584966161771,0.0031075634038188497,0.011100648137903537,0.01914113014936447,0.9763245448514127,0.8975147637795275,0.9734848484848485,0.13052526339353307,0.9686013320647003,0.13212565021530404,0.004697282354843152,0.012112612646848448,0.018266787752509117,0.9770894432495959,0.8232311035981648,0.9686013320647003,,
selective_measure_orbit,polish_bankruptcy_1year,binclass,2,baseline_tabm,16,1088,e7679523e2fe345e,128584,29,30,2.628305991878733,0.09548717818774892,0.9753787878787878,0.0956328396211634,0.000705869509874594,0.0015231319491452347,0.005604386329650879,0.9976628133201776,0.9081692913385826,0.9753787878787878,0.12799161691293823,0.972407231208373,0.12819387322519676,0.0009737542434647553,0.001577737743388367,0.005142848938703537,0.9978539597546907,0.8331079449408356,0.972407231208373,,
selective_measure_orbit,polish_bankruptcy_1year,binclass,2,measure_orbit_tabm,16,1088,e7679523e2fe345e,128584,29,30,2.7141516839619726,0.09804871590252959,0.9734848484848485,0.09873837595008339,0.0003987771412554961,0.006984721400547002,0.014183721505105495,0.9818793883566695,0.8993110236220473,0.9734848484848485,0.12881405196884704,0.972407231208373,0.13008142084238772,0.003915284233056331,0.009742889225328144,0.0130342161282897,0.9853969939162515,0.8255735329630524,0.972407231208373,,
selective_measure_orbit,polish_bankruptcy_3year,binclass,0,baseline_tabm,16,1088,6498601e1dacd00e,128584,18,24,3.3391912390943617,0.15551404146339012,0.9567154678548695,0.15574360408752463,0.0005871823918414796,0.0014739778591838749,0.006543867290019989,0.9957958050357288,0.8145989304812835,0.9567154678548695,0.1460436812096285,0.9582013932868905,0.1462415101080617,0.0004760179610662078,0.001352754756751479,0.006346218287944794,0.9952713108235437,0.8254826254826254,0.9582013932868905,,
selective_measure_orbit,polish_bankruptcy_3year,binclass,0,measure_orbit_tabm,16,1088,6498601e1dacd00e,128584,25,30,4.038212236948311,0.14719637594126506,0.9560789306174411,0.15514517435718875,0.0049986754425772155,0.051234583665639995,0.036948688328266144,0.9150506363586957,0.8531907308377897,0.9560789306174411,0.13310160810605784,0.9601013299556681,0.1450703692172737,0.01364001620551206,0.08250314089495493,0.038463056087493896,0.9042457049534499,0.866454161802999,0.9601013299556681,,
selective_measure_orbit,polish_bankruptcy_3year,binclass,1,baseline_tabm,16,1088,6498601e1dacd00e,128584,27,30,3.946311089908704,0.15177442973864805,0.9586250795671547,0.1522716001500235,0.0008712889458752702,0.0032650238842017974,0.009659025818109512,0.9931851451738768,0.8430481283422461,0.9586250795671547,0.1448133369375748,0.9613679544015199,0.14529870674798093,0.0016159701185701858,0.0033404964247065556,0.008844214491546154,0.9930644229805586,0.8435036365268923,0.9613679544015199,,
selective_measure_orbit,polish_bankruptcy_3year,binclass,1,measure_orbit_tabm,16,1088,6498601e1dacd00e,128584,27,30,4.066996830981225,0.14240759047701915,0.9598981540420115,0.14805091160239728,0.00399269712969541,0.03811743584891748,0.0309265349060297,0.9373471661040099,0.8543137254901961,0.9598981540420115,0.1298546965911441,0.9651678277390754,0.13742930888576455,0.011153049475081712,0.0551164257175789,0.03201387822628021,0.9264141518568695,0.865816647211996,0.9651678277390754,,
selective_measure_orbit,polish_bankruptcy_3year,binclass,2,baseline_tabm,16,1088,6498601e1dacd00e,128584,16,22,2.9087001129519194,0.16020131788611702,0.954169318905156,0.16035375760265155,0.0006897016510885593,0.0009506463634751125,0.004519476555287838,0.9966750681867429,0.8124866310160428,0.954169318905156,0.15455445836796758,0.9556681443951869,0.15468364417923502,0.0005936221248115223,0.0008351614157587069,0.004201818723231554,0.9964893848368065,0.8174912453982222,0.9556681443951869,,
selective_measure_orbit,polish_bankruptcy_3year,binclass,2,measure_orbit_tabm,16,1088,6498601e1dacd00e,128584,16,22,3.017004151828587,0.1517263856025675,0.9535327816677276,0.15682824485933458,0.0023047053496918126,0.032531507709871725,0.028723781928420067,0.9314618995724675,0.8253832442067736,0.9535327816677276,0.14055224129735436,0.9575680810639645,0.1478905277022315,0.006203820134021011,0.04961971884806795,0.030263110995292664,0.9173628990672054,0.8441950255903744,0.9575680810639645,,
selective_measure_orbit,polish_bankruptcy_5year,binclass,0,baseline_tabm,16,1088,06c91658fcc8fa6c,128584,28,30,2.306053228210658,0.15741050118323677,0.9449438202247191,0.15757668150627108,0.0006736713221080256,0.0010545997126338521,0.005268273875117302,0.9983617647020447,0.9072554331705196,0.9449438202247191,0.1673605232397216,0.9457013574660633,0.16753500873511,0.0008837156660414996,0.0010414867716651757,0.006392376031726599,0.9974922032251864,0.8844491365057865,0.9457013574660633,,
selective_measure_orbit,polish_bankruptcy_5year,binclass,0,measure_orbit_tabm,16,1088,06c91658fcc8fa6c,128584,28,30,2.351450731046498,0.15641731271396872,0.946067415730337,0.157485336064314,0.001157131204725764,0.006781732045891063,0.017582779750227928,0.9831060813173288,0.9068401589906859,0.946067415730337,0.16770406544329622,0.9479638009049773,0.1691734691074977,0.0011499342018661143,0.008685780766650698,0.017742684110999107,0.9824475726041056,0.8809433699181324,0.9479638009049773,,
selective_measure_orbit,polish_bankruptcy_5year,binclass,1,baseline_tabm,16,1088,06c91658fcc8fa6c,128584,26,30,2.2548961241263896,0.15539275092076762,0.9415730337078652,0.15559660157412475,0.0008777796035697532,0.0013101227873541397,0.00674004340544343,0.9980903165036769,0.906365559928019,0.9415730337078652,0.17044060283292378,0.9411764705882353,0.17064854989904066,0.0006275501158795267,0.0012185691952255194,0.007263983599841595,0.9977456555377674,0.8820389219767742,0.9411764705882353,,
selective_measure_orbit,polish_bankruptcy_5year,binclass,1,measure_orbit_tabm,16,1088,06c91658fcc8fa6c,128584,26,30,2.258129066089168,0.15904473921856493,0.9426966292134832,0.15978275952536974,0.001456713439658622,0.004618898240317532,0.015279024839401245,0.9907873711464398,0.9020743934030729,0.9426966292134832,0.17439513918865507,0.9366515837104072,0.17525612405712043,0.0014665250833600027,0.004912723438895336,0.01487901620566845,0.990948444217091,0.8761627791167859,0.9366515837104072,,
selective_measure_orbit,polish_bankruptcy_5year,binclass,2,baseline_tabm,16,1088,06c91658fcc8fa6c,128584,29,30,2.3699265271425247,0.15446051151903561,0.949438202247191,0.15468108089746385,0.0010370596208804114,0.0014259622259457164,0.008179890923202038,0.9976179401546554,0.9100239277027428,0.949438202247191,0.17172853680950484,0.9423076923076923,0.1719739291697297,0.0016071141707357283,0.0014269160529714411,0.008817760273814201,0.9973726706121301,0.888891102125371,0.9423076923076923,,
selective_measure_orbit,polish_bankruptcy_5year,binclass,2,measure_orbit_tabm,16,1088,06c91658fcc8fa6c,128584,29,30,2.175088934833184,0.14956723121119786,0.949438202247191,0.1535730469206993,0.0036440147886967426,0.026084106487578782,0.025518789887428284,0.9786076134017845,0.9171824635646344,0.949438202247191,0.16504221242000863,0.9400452488687783,0.16964070854317287,0.002498609297781611,0.027107267840690123,0.02784854918718338,0.976324978556777,0.8931737147182439,0.9400452488687783,,
selective_measure_orbit,jannis_extension,multiclass,0,baseline_tabm,18,1026,98bcb10fc4b4e01d,129248,29,30,28.756029111798853,0.6857727117077368,0.7171965965069413,0.6916044795016231,0.0009680089532404101,0.008432229643869147,0.02727116085588932,0.9912924390073294,,0.7171965965069413,0.6955077887481669,0.7136203499134173,0.7013390524785601,0.0010837715325326936,0.008314471737721298,0.027267633005976677,0.9912617961369782,,0.7136203499134173,,
selective_measure_orbit,jannis_extension,multiclass,0,measure_orbit_tabm,18,1026,98bcb10fc4b4e01d,129248,29,30,29.213120002066717,0.6855984907261469,0.7192864606657711,0.6915975238262885,0.0012097219657296622,0.008674167985668507,0.02771649695932865,0.9909737218025313,,0.7192864606657711,0.6954790106644959,0.7135009255389025,0.7015731954980085,0.0014459324833767117,0.008686456199608098,0.027849819511175156,0.9908740948620409,,0.7135009255389025,,
selective_measure_orbit,jannis_extension,multiclass,1,baseline_tabm,18,1026,98bcb10fc4b4e01d,129248,28,30,31.06610567914322,0.6880282472451112,0.7160023884161815,0.6935685607076896,0.0014614621095752258,0.00798812659115519,0.02717619575560093,0.9908263650880815,,0.7160023884161815,0.6971472158087378,0.7132620767898729,0.7027916601086635,0.001342621822510435,0.008031461698126702,0.02740449085831642,0.9906366731327584,,0.7132620767898729,,
selective_measure_orbit,jannis_extension,multiclass,1,measure_orbit_tabm,18,1026,98bcb10fc4b4e01d,129248,28,30,29.017208768054843,0.6862038445090939,0.7169726824899239,0.6916504634130919,0.0011867824783098428,0.007874814219194674,0.027203518897294998,0.9908209397042194,,0.7169726824899239,0.69608593976378,0.7137994864751895,0.701640363500001,0.0010981465022187596,0.007916340086983966,0.027281250804662704,0.9907296526207953,,0.7137994864751895,,
selective_measure_orbit,jannis_extension,multiclass,2,baseline_tabm,18,1026,98bcb10fc4b4e01d,129248,22,28,25.365346285980195,0.6885681810878997,0.7153306463651291,0.693066484514379,0.0009613324507694403,0.006490435660918115,0.024419324472546577,0.9926665958606132,,0.7153306463651291,0.696666351523306,0.7117095599211799,0.7011099380374459,0.0010593578287151247,0.0063379311475436064,0.02452375553548336,0.992577115038327,,0.7117095599211799,,
selective_measure_orbit,jannis_extension,multiclass,2,measure_orbit_tabm,18,1026,98bcb10fc4b4e01d,129248,22,28,25.56885445700027,0.6873171193599773,0.7168980444842514,0.6918158227860647,0.0011463346630364705,0.006502747231149334,0.024716267362236977,0.9923969358074664,,0.7168980444842514,0.6966658779414459,0.7128440914790709,0.7012235048530783,0.0009115527996104067,0.006499535283814167,0.024846844375133514,0.9922906303048434,,0.7128440914790709,,
selective_measure_orbit,santander_extension,binclass,0,baseline_tabm,5,1200,89ece6af6f024b80,135752,14,20,17.462644051061943,0.21500722316738344,0.9198,0.21575607178563175,0.0006617068384889292,0.0034708113289731277,0.014655504375696182,0.9938693665039043,0.884956218419169,0.9198,0.21130049760764236,0.9207,0.21202581580784258,0.00045092466757043416,0.0034208956934639063,0.01475172583013773,0.9936185401421012,0.8869333121820138,0.9207,,
selective_measure_orbit,santander_extension,binclass,0,measure_orbit_tabm,5,1200,89ece6af6f024b80,135752,14,20,17.82758931000717,0.21500722316738344,0.9198,0.21575607178563175,0.0006617068384889292,0.0034708113289731277,0.014655504375696182,0.9938693665039043,0.884956218419169,0.9198,0.21130049760764236,0.9207,0.21202581580784258,0.00045092466757043416,0.0034208956934639063,0.01475172583013773,0.9936185401421012,0.8869333121820138,0.9207,,
selective_measure_orbit,santander_extension,binclass,1,baseline_tabm,5,1200,89ece6af6f024b80,135752,12,18,15.853292845888063,0.21588322345255812,0.9204,0.21608579802225558,0.00020715814839517404,0.0009374728536143906,0.0074277096427977085,0.9977531756501647,0.8840572000588228,0.9204,0.21217498687088365,0.9207,0.21237124140606375,0.00019885815126124883,0.0009241106935230164,0.007449169177561998,0.9976644657336091,0.8869334655737036,0.9207,,
selective_measure_orbit,santander_extension,binclass,1,measure_orbit_tabm,5,1200,89ece6af6f024b80,135752,12,18,15.36283306707628,0.21588322345255812,0.9204,0.21608579802225558,0.00020715814839517404,0.0009374728536143906,0.0074277096427977085,0.9977531756501647,0.8840572000588228,0.9204,0.21217498687088365,0.9207,0.21237124140606375,0.00019885815126124883,0.0009241106935230164,0.007449169177561998,0.9976644657336091,0.8869334655737036,0.9207,,
selective_measure_orbit,santander_extension,binclass,2,baseline_tabm,5,1200,89ece6af6f024b80,135752,12,18,18.276431010104716,0.21586861525103218,0.92065,0.21610440447528656,0.0003430671498206336,0.001091089396474303,0.008059891872107983,0.9978297639738326,0.8825023765721347,0.92065,0.21228113626918477,0.9211,0.2125097346002343,0.0003997425213089847,0.0010757075739592655,0.008181719109416008,0.9977023292223318,0.8854497217042463,0.9211,,
