hypothesis,dataset,task,seed,arm,budget_per_numeric,input_features,split_fingerprint,parameters,best_epoch,epochs_trained,train_seconds,val_proper_loss,val_metric,val_member_loss_mean,val_member_loss_std,val_ensemble_gain_vs_mean_member,val_member_disagreement,val_member_prediction_correlation,val_roc_auc,val_accuracy,test_proper_loss,test_metric,test_member_loss_mean,test_member_loss_std,test_ensemble_gain_vs_mean_member,test_member_disagreement,test_member_prediction_correlation,test_roc_auc,test_accuracy,val_rmse,test_rmse
selective_measure_orbit,compustat_kor_direction,binclass,2,baseline_tabm,37,1413,b899ebd561dc724d,149384,5,11,14.157318311044946,0.6845010458821545,0.5667,0.6845847965848351,0.00028272908847653383,0.00012233795301666459,0.006348860450088978,0.9488311633649855,0.5098544093669772,0.5667,0.6892454170133601,0.54995,0.6893299632381253,0.000466893432952593,0.00012264986185733895,0.006359586026519537,0.9606999578274443,0.5089795485584274,0.54995,,
selective_measure_orbit,compustat_kor_direction,binclass,2,measure_orbit_tabm,37,1413,b899ebd561dc724d,149384,5,11,14.66432216996327,0.6844316403014887,0.5663,0.6845160973228228,9.284798222543608e-05,0.0001233820821225375,0.00642198184505105,0.9558696017971026,0.51118465339688,0.5663,0.6890782083164184,0.5489,0.6891709893099095,0.0003916246129521898,0.00013462695750438724,0.006712379865348339,0.9615753118300278,0.5102500319570187,0.5489,,
selective_measure_orbit,credit_card_fraud,binclass,0,baseline_tabm,35,1044,8d8acbdd83787e3d,125768,7,13,13.177639822941273,0.003438410892188502,0.9996120164061634,0.003441632776694418,3.897870582624892e-05,0.0009361499947738119,0.0011936919763684273,0.9992523002471518,0.9724969165249026,0.9996120164061634,0.005351626102094155,0.9991125901275651,0.0053604426936179825,8.174866240289072e-05,0.0016447506349287486,0.001295400783419609,0.9990315387379898,0.9063277777777778,0.9991125901275651,,
selective_measure_orbit,credit_card_fraud,binclass,0,measure_orbit_tabm,35,1044,8d8acbdd83787e3d,125768,7,13,12.039180130930617,0.0034475859213907133,0.9995565901784724,0.0034508635197581716,4.35238399126306e-05,0.0009497907838696599,0.001191538292914629,0.9992973258259995,0.9726298466928152,0.9995565901784724,0.0053731020332044264,0.9991125901275651,0.005381809486808241,8.211164714761893e-05,0.0016179416282122003,0.001306438585743308,0.999051962441898,0.9061203703703704,0.9991125901275651,,
selective_measure_orbit,credit_card_fraud,binclass,1,baseline_tabm,35,1044,8d8acbdd83787e3d,125768,4,10,9.76526907319203,0.0032980505248012917,0.9995565901784724,0.003303883328324005,3.860099655945386e-05,0.0017654387104741969,0.0010759556898847222,0.9991895829848946,0.967270573467475,0.9995565901784724,0.004970098248343907,0.9991680532445923,0.004980277791089538,3.597716847547737e-05,0.0020439708732398823,0.001052082167007029,0.9992513202158777,0.9131759259259259,0.9991680532445923,,
selective_measure_orbit,credit_card_fraud,binclass,1,measure_orbit_tabm,35,1044,8d8acbdd83787e3d,125768,4,10,12.279203545069322,0.003294367904875278,0.9995565901784724,0.0033030040352186847,3.18599290574394e-05,0.002614629062309061,0.0011796093313023448,0.9989226151485252,0.9648845610864601,0.9995565901784724,0.004953414519641271,0.9991680532445923,0.00496634607678907,4.341573347297131e-05,0.0026038372976536243,0.0011220152955502272,0.9990806546040863,0.9120222222222223,0.9991680532445923,,
selective_measure_orbit,credit_card_fraud,binclass,2,baseline_tabm,35,1044,8d8acbdd83787e3d,125768,5,11,9.920172797050327,0.0033913942416846517,0.9995011639507815,0.003394609610539368,2.6196964194731192e-05,0.0009471984185555292,0.0006598944310098886,0.9996672524208335,0.9653641192871578,0.9995011639507815,0.0051330537679435415,0.9991680532445923,0.0051389191332375,3.1981359139362635e-05,0.0011413616641721665,0.0006739561795257032,0.99961629054782,0.9075166666666667,0.9991680532445923,,
selective_measure_orbit,credit_card_fraud,binclass,2,measure_orbit_tabm,35,1044,8d8acbdd83787e3d,125768,5,11,10.5176214678213,0.0033901552232944933,0.9995011639507815,0.0033934602955476363,2.5750017959239008e-05,0.0009739534178370737,0.0006426466861739755,0.9996567778083209,0.965438156342704,0.9995011639507815,0.0051306593898935516,0.9991680532445923,0.005136784281842945,3.8426760629018986e-05,0.0011923591907573633,0.0006604049121960998,0.9996083726674373,0.9076657407407408,0.9991680532445923,,
selective_measure_orbit,german_credit_risk,binclass,0,baseline_tabm,128,944,5ddfc79b7d577452,119368,30,30,0.45089537487365305,0.5125940870566424,0.7733333333333333,0.5131265918909242,0.0014606684599196204,0.0010377650324444587,0.014369627460837364,0.995989444914086,0.7699470899470899,0.7733333333333333,0.5016923453817768,0.78,0.5022187299910719,0.0024997837314768056,0.0010481182358620176,0.013807523064315319,0.9962656808046236,0.7858201058201058,0.78,,
selective_measure_orbit,german_credit_risk,binclass,0,measure_orbit_tabm,128,944,5ddfc79b7d577452,119368,30,30,0.48385191382840276,0.5075459869947484,0.76,0.5128771365042066,0.011754808505187448,0.01039459381206888,0.03337842598557472,0.9761421565083015,0.7782010582010582,0.76,0.4960882022600762,0.78,0.499418424742055,0.004517381423891685,0.006668201085490214,0.032989777624607086,0.9765039301613959,0.7911111111111112,0.78,,
selective_measure_orbit,german_credit_risk,binclass,1,baseline_tabm,128,944,5ddfc79b7d577452,119368,30,30,0.3863743271213025,0.5046356765235702,0.7666666666666667,0.5049936606665812,0.0015938021618874143,0.0007088883898829415,0.011818642728030682,0.997260169089077,0.7815873015873015,0.7666666666666667,0.5047562732923274,0.7533333333333333,0.5051667831505198,0.0019915978554817643,0.0008126224286406379,0.011943026445806026,0.9975013914425771,0.7828571428571428,0.7533333333333333,,
selective_measure_orbit,german_credit_risk,binclass,1,measure_orbit_tabm,128,944,5ddfc79b7d577452,119368,30,30,0.3678831940051168,0.5013875967217583,0.7733333333333333,0.5059021709246243,0.009362972742273191,0.00892380871703887,0.03221377357840538,0.975609738802984,0.7851851851851852,0.7733333333333333,0.49699369926771764,0.7866666666666666,0.5004827382075625,0.0025989335453929763,0.0069713472083784,0.031031770631670952,0.9804690193637383,0.7877248677248677,0.7866666666666666,,
selective_measure_orbit,german_credit_risk,binclass,2,baseline_tabm,128,944,5ddfc79b7d577452,119368,30,30,0.4256111471913755,0.5204025750792056,0.74,0.5209286358947876,0.0023559906810243624,0.0010098519822745531,0.013154133222997189,0.996160502465418,0.765079365079365,0.74,0.4996746646427224,0.7733333333333333,0.5001380441679094,0.0017749888479622966,0.0009265032536325559,0.01263037696480751,0.9967177795855833,0.7902645502645503,0.7733333333333333,,
selective_measure_orbit,german_credit_risk,binclass,2,measure_orbit_tabm,128,944,5ddfc79b7d577452,119368,30,30,0.489502941025421,0.513963318543039,0.7533333333333333,0.5188014886559993,0.011710238553511216,0.009325667367481898,0.03285449743270874,0.9733375369804049,0.7701587301587302,0.7533333333333333,0.49728554681238146,0.78,0.5005756569734058,0.0021121273388557712,0.006572653134826955,0.03421766683459282,0.9748337577012357,0.7889947089947089,0.78,,
selective_measure_orbit,kdd17_stock_direction,binclass,0,baseline_tabm,39,1089,d48a3cc2b3763413,128648,4,10,8.939819891005754,0.6911403043388796,0.5284782608695652,0.6912385408261492,0.00020044061497000124,0.0001421166232313635,0.006988964509218931,0.9554177479826081,0.5265161499044877,0.5284782608695652,0.6934112340301195,0.5181521739130435,0.6935104638246663,0.0002462996064955763,0.00014308334152530254,0.0070023625157773495,0.9561496958177058,0.51191341730693,0.5181521739130435,,
selective_measure_orbit,kdd17_stock_direction,binclass,0,measure_orbit_tabm,39,1089,d48a3cc2b3763413,128648,4,10,11.139424341032282,0.6915145052672935,0.5270652173913043,0.6916485350208046,0.00024120302801402925,0.00019378303679488783,0.008128519169986248,0.9437596806971495,0.5228591991546107,0.5270652173913043,0.693362925911275,0.5171739130434783,0.6935157606621678,0.00043536686383038604,0.0002203767521402204,0.008658383041620255,0.942598278192626,0.5157694255714776,0.5171739130434783,,
selective_measure_orbit,kdd17_stock_direction,binclass,1,baseline_tabm,39,1089,d48a3cc2b3763413,128648,2,8,7.86692817392759,0.6919585022687045,0.5255978260869565,0.6920283642354644,0.000172943359570531,0.00010095246144590622,0.005861605983227491,0.9596562233963091,0.5201365219173113,0.5255978260869565,0.6927991948530897,0.5166847826086957,0.6928744797088869,0.00019391936987361543,0.00010865583594426915,0.006077414844185114,0.9596501887146129,0.5173669590407534,0.5166847826086957,,
selective_measure_orbit,kdd17_stock_direction,binclass,1,measure_orbit_tabm,39,1089,d48a3cc2b3763413,128648,2,8,7.643302327953279,0.6917219962222346,0.5261956521739131,0.6918004744418342,0.000148390972935057,0.00011344054029874414,0.006204099860042334,0.945825825417204,0.523085057008889,0.5261956521739131,0.6928935301783525,0.5168478260869566,0.692981596213477,0.00022526910739270717,0.0001270827906623474,0.0065592071041464806,0.9502965705560508,0.5161188019734931,0.5168478260869566,,
selective_measure_orbit,kdd17_stock_direction,binclass,2,baseline_tabm,39,1089,d48a3cc2b3763413,128648,3,9,8.91438504587859,0.6915668883428805,0.5239673913043478,0.6916480974187688,0.00011141817529808002,0.00011741386435000541,0.00634877709671855,0.9551546839724782,0.5223726004621949,0.5239673913043478,0.6936990154744395,0.5119021739130435,0.6937898209603746,0.0003428326475921946,0.0001308832778915668,0.0066959005780518055,0.958199374056891,0.5080306448759695,0.5119021739130435,,
selective_measure_orbit,kdd17_stock_direction,binclass,2,measure_orbit_tabm,39,1089,d48a3cc2b3763413,128648,3,9,8.712667403975502,0.6914995594958131,0.52625,0.6915785206994982,0.00012425487486747943,0.0001141753269104532,0.006256382446736097,0.9568003471117995,0.5234955177909785,0.52625,0.6933813677187661,0.5110326086956521,0.6934672663604832,0.00018428109552921646,0.0001238683437328808,0.006511488929390907,0.9588165021064086,0.5111300689309687,0.5110326086956521,,
selective_measure_orbit,lendingclub_loan_default,binclass,0,baseline_tabm,85,1038,b3075a867ca2de40,125384,10,16,2.7977245929650962,0.4076881675251506,0.8399443284620738,0.40774772895405687,0.0002763841408472231,0.00014607421372786171,0.004340076353400946,0.9982005548382114,0.6975469183386767,0.8399443284620738,0.4239213988239994,0.8399443284620738,0.4239835686607015,0.00041374019342448217,0.00014663265583271943,0.0044056689366698265,0.9982744270980771,0.6383235474226433,0.8399443284620738,,
selective_measure_orbit,lendingclub_loan_default,binclass,0,measure_orbit_tabm,85,1038,b3075a867ca2de40,125384,16,22,3.5568117778748274,0.40722645342464187,0.8399443284620738,0.4078563074737834,0.0009681246006066206,0.0015443038089633955,0.013058233074843884,0.9769926265315382,0.6947156082273693,0.8399443284620738,0.4216271653280461,0.8406402226861517,0.4223199580721654,0.000523472986026357,0.0016404451906127545,0.013470247387886047,0.977000942190961,0.6450271964266416,0.8406402226861517,,
selective_measure_orbit,lendingclub_loan_default,binclass,1,baseline_tabm,85,1038,b3075a867ca2de40,125384,11,17,2.828931416850537,0.4074436891265846,0.8399443284620738,0.4075053244141411,0.00028626721481180017,0.0001512502631595054,0.004525258205831051,0.9974634216659176,0.6964950830301502,0.8399443284620738,0.4218171929992727,0.8399443284620738,0.42188671065184424,0.0002863242644170939,0.0001647780098692992,0.004831215832382441,0.9973007774593253,0.6444364396095242,0.8399443284620738,,
selective_measure_orbit,lendingclub_loan_default,binclass,1,measure_orbit_tabm,85,1038,b3075a867ca2de40,125384,23,29,5.164390013786033,0.40729432859712095,0.8392484342379958,0.4082148415204692,0.0006567313935999844,0.002254971720086551,0.016782280057668686,0.9701992497053663,0.6926335506646014,0.8392484342379958,0.41998288586177374,0.8413361169102297,0.4209312626353978,0.0009294420442284664,0.0022530442801668243,0.01739143207669258,0.9705776624604129,0.655599582147617,0.8413361169102297,,
selective_measure_orbit,lendingclub_loan_default,binclass,2,baseline_tabm,85,1038,b3075a867ca2de40,125384,19,25,4.4758011100348085,0.406109851329097,0.8399443284620738,0.4061801457614383,0.000374040512865389,0.00017306220669531736,0.004531295038759708,0.9979187206097525,0.6988833255286193,0.8399443284620738,0.4218629797995191,0.8399443284620738,0.42193918697304444,0.00043819324770899716,0.00018061174661699304,0.0046409908682107925,0.9979631449060459,0.646518497172292,0.8399443284620738,,
selective_measure_orbit,lendingclub_loan_default,binclass,2,measure_orbit_tabm,85,1038,b3075a867ca2de40,125384,19,25,4.448009878862649,0.40581085489212626,0.8399443284620738,0.4063991522880419,0.0006113170608628042,0.0014475851945150806,0.013341865502297878,0.9778541745900112,0.6992255322214619,0.8399443284620738,0.421825160855688,0.8399443284620738,0.4224875629235123,0.001011342508848314,0.001567861698083241,0.014178667217493057,0.9766375125185932,0.6453477900651994,0.8399443284620738,,
selective_measure_orbit,polish_bankruptcy_2year,binclass,0,baseline_tabm,16,1088,509a7035866b11d4,128584,26,30,4.705565098905936,0.10645019910085973,0.971185330713818,0.10684713398706826,0.0007904929638114696,0.003714979254909785,0.00772073632106185,0.9944646937075161,0.8784810418879602,0.971185330713818,0.1229914225864518,0.9698162729658792,0.1235691757009261,0.0013414478424548639,0.0046755439711973525,0.006921431515365839,0.9956242776582248,0.8581853369763205,0.9698162729658792,,
selective_measure_orbit,polish_bankruptcy_2year,binclass,0,measure_orbit_tabm,16,1088,509a7035866b11d4,128584,27,30,4.72421051398851,0.10424222376997942,0.9731499672560576,0.10829394674567622,0.00598768571422881,0.037414122372066615,0.02344251051545143,0.9417749473559548,0.8792776982404286,0.9731499672560576,0.11348269105216181,0.9691601049868767,0.12172498591753941,0.008948917079112799,0.06771243227714323,0.02192044071853161,0.9521727059804788,0.8830031876138433,0.9691601049868767,,
selective_measure_orbit,polish_bankruptcy_2year,binclass,1,baseline_tabm,16,1088,509a7035866b11d4,128584,29,30,4.084430773975328,0.10562914996357105,0.971185330713818,0.10602934890661159,0.0009970712441338533,0.003774416679602793,0.010092929936945438,0.9938556359933115,0.8801782662910451,0.971185330713818,0.11809093937911033,0.968503937007874,0.11865123546835271,0.0005309493114799083,0.004722210325334744,0.008712767623364925,0.9952395474926086,0.8622153916211293,0.968503937007874,,
selective_measure_orbit,polish_bankruptcy_2year,binclass,1,measure_orbit_tabm,16,1088,509a7035866b11d4,128584,29,30,4.296373947989196,0.10487853142237531,0.9718402095612312,0.10809481658630804,0.006203551682289555,0.029754295955206074,0.025878194719552994,0.9503280189919657,0.8822911374867224,0.9718402095612312,0.11630536606785152,0.9691601049868767,0.1213341159838054,0.0057055473691421405,0.04144547372500801,0.02265108749270439,0.9607071945729568,0.8718920765027323,0.9691601049868767,,
selective_measure_orbit,polish_bankruptcy_2year,binclass,2,baseline_tabm,16,1088,509a7035866b11d4,128584,28,30,4.4742252139840275,0.10719226927307887,0.971185330713818,0.10755296446267379,0.0010251656477821823,0.003353651769590195,0.007839573547244072,0.9949750322941545,0.8591303745439431,0.971185330713818,0.12187282200400051,0.968503937007874,0.12234342780632629,0.0008293722245869091,0.0038465965092195947,0.007644768338650465,0.995029134852446,0.8410860655737703,0.968503937007874,,
selective_measure_orbit,polish_bankruptcy_2year,binclass,2,measure_orbit_tabm,16,1088,509a7035866b11d4,128584,25,30,4.191731669008732,0.10450723936634815,0.971185330713818,0.10871402794361885,0.005520880514860327,0.03869591309276505,0.02543485350906849,0.95393271667185,0.8694176326606013,0.971185330713818,0.11658936090333762,0.9698162729658792,0.1248437873494769,0.00877094273376512,0.06611803936252399,0.027993548661470413,0.9443022199614015,0.860450819672131,0.9698162729658792,,
selective_measure_orbit,polish_bankruptcy_4year,binclass,0,baseline_tabm,16,1088,3a8c7cdb3a80f854,128584,25,30,4.097708473913372,0.14188015662741252,0.961038961038961,0.14226121048892512,0.0009599553847000236,0.002678550675922079,0.008128536865115166,0.9967978727826997,0.8857405221041584,0.961038961038961,0.15235710054688983,0.9586720867208672,0.15265367097696048,0.0009283002984164068,0.0019427664475582915,0.007983055897057056,0.9963696337635978,0.8698002641135688,0.9586720867208672,,
selective_measure_orbit,polish_bankruptcy_4year,binclass,0,measure_orbit_tabm,16,1088,3a8c7cdb3a80f854,128584,25,30,4.383641381980851,0.14528555152738806,0.9603554340396445,0.147917605493334,0.006115031506643006,0.01779405471828399,0.017807435244321823,0.9827544449978604,0.8749180112816476,0.9603554340396445,0.15720106893684033,0.9579945799457995,0.15916590776308692,0.00462631610424259,0.012344595987045114,0.017252782359719276,0.980094889409747,0.8593686952056051,0.9579945799457995,,
selective_measure_orbit,polish_bankruptcy_4year,binclass,1,baseline_tabm,16,1088,3a8c7cdb3a80f854,128584,28,30,4.623240216169506,0.13932537289216243,0.9603554340396445,0.13992481781186308,0.0010541873055679469,0.004284050028256184,0.009653867222368717,0.9955224730696043,0.8873240756357639,0.9603554340396445,0.1500795296186505,0.9579945799457995,0.15052035534133867,0.0010186584095695761,0.0029286784613848,0.009622566401958466,0.9945130965049331,0.8657881222258905,0.9579945799457995,,
selective_measure_orbit,polish_bankruptcy_4year,binclass,1,measure_orbit_tabm,16,1088,3a8c7cdb3a80f854,128584,24,30,4.307784824166447,0.14258232041598998,0.9589883800410116,0.1442624609582377,0.0038910022874644582,0.01164641536743295,0.01870352029800415,0.979150552173702,0.8703641236108768,0.9589883800410116,0.15420694558320885,0.9566395663956639,0.1556566569575561,0.0023074261423679603,0.009313519914169443,0.017740733921527863,0.9761129702405024,0.8554986977733758,0.9566395663956639,,
selective_measure_orbit,polish_bankruptcy_4year,binclass,2,baseline_tabm,16,1088,3a8c7cdb3a80f854,128584,19,25,3.1544058499857783,0.14506764706031622,0.9576213260423787,0.14535288456459677,0.0006747965263288237,0.0019623793854176464,0.007851633243262768,0.996744018984191,0.8662225220666779,0.9576213260423787,0.1564079648333695,0.9546070460704607,0.15669099888774624,0.0006176843425192494,0.0018063198038548907,0.008027836680412292,0.9958828158006073,0.8538846704082754,0.9546070460704607,,
selective_measure_orbit,polish_bankruptcy_4year,binclass,2,measure_orbit_tabm,16,1088,3a8c7cdb3a80f854,128584,26,30,4.271157220937312,0.14427949146311927,0.9624060150375939,0.1457784380981971,0.0038820979076055148,0.010282361744527175,0.01769963465631008,0.9840146705696432,0.8748805307246865,0.9624060150375939,0.15627969464559932,0.9552845528455285,0.15785078581403872,0.003034943972655181,0.009953014553188689,0.018675237894058228,0.9782830533665331,0.861670518322879,0.9552845528455285,,
selective_measure_orbit,covtype_extension,multiclass,0,baseline_tabm,18,1026,f0654bd942e87b2f,133880,30,30,31.057851211866364,0.46927347350060955,0.8013,0.4783102653344319,0.0035934404535528717,0.018893158873568933,0.028700320050120354,0.9882208265806776,,0.8013,0.4665590657598462,0.8016,0.47528715763444807,0.003176620221802421,0.018363828549549866,0.028389642015099525,0.9885147392407835,,0.8016,,
selective_measure_orbit,covtype_extension,multiclass,0,measure_orbit_tabm,18,1026,f0654bd942e87b2f,133880,30,30,30.40151293692179,0.4688938321162129,0.80135,0.47832523703624946,0.0015069440256323965,0.0197175565698237,0.029404906556010246,0.9875935096751464,,0.80135,0.46498771917863985,0.80325,0.47428648548951036,0.002370511471137853,0.01960580070349942,0.02904738485813141,0.987942060553201,,0.80325,,
selective_measure_orbit,covtype_extension,multiclass,1,baseline_tabm,18,1026,f0654bd942e87b2f,133880,30,30,30.005323800025508,0.4617134298280248,0.8052,0.4714640898937913,0.0019594510795578955,0.020681660119571444,0.027804989367723465,0.9894097185146459,,0.8052,0.45759902882873277,0.80575,0.4668926854879499,0.002033497569553051,0.019905337881882434,0.027718564495444298,0.9894731275114313,,0.80575,,
selective_measure_orbit,covtype_extension,multiclass,1,measure_orbit_tabm,18,1026,f0654bd942e87b2f,133880,30,30,29.200594115071,0.46016964547943773,0.80615,0.4701639779896478,0.00433555070556058,0.021257120872901387,0.028637226670980453,0.988679146690477,,0.80615,0.4553704951566173,0.8044,0.46514463011662155,0.00469595710763828,0.021013109315168598,0.02875645086169243,0.9885860544249795,,0.8044,,
selective_measure_orbit,covtype_extension,multiclass,2,baseline_tabm,18,1026,f0654bd942e87b2f,133880,30,30,29.38732981798239,0.45618945182946125,0.8071,0.46495035486317743,0.002614149577664522,0.01884266339853485,0.028445854783058167,0.9883720270666438,,0.8071,0.4517943994226212,0.8102,0.4604965465637017,0.003952444538050561,0.018897312490218074,0.028425034135580063,0.9884242902076625,,0.8102,,
selective_measure_orbit,covtype_extension,multiclass,2,measure_orbit_tabm,18,1026,f0654bd942e87b2f,133880,30,30,28.722266129916534,0.46049932318860953,0.80675,0.469178351124362,0.002716283401852531,0.018498355507993138,0.02900020219385624,0.9878498728803043,,0.80675,0.45561855345395924,0.80635,0.46437701402355513,0.0029599999586289653,0.018860667744316106,0.02901393175125122,0.9878886467969721,,0.80635,,
selective_measure_orbit,gesture_extension,multiclass,0,baseline_tabm,32,1056,d123d787cc2c4441,132712,27,30,3.334619387984276,1.0491644935411784,0.5873417721518988,1.0601792603561115,0.004603504998303464,0.010389532437404363,0.031129363924264908,0.9824934924136919,,0.5873417721518988,1.0713249129787983,0.5746835443037974,1.0826560452888114,0.00394575224860593,0.010466050006667107,0.031116604804992676,0.9823658045216306,,0.5746835443037974,,
selective_measure_orbit,gesture_extension,multiclass,0,measure_orbit_tabm,32,1056,d123d787cc2c4441,132712,27,30,3.783176564844325,1.0491644935411784,0.5873417721518988,1.0601792603561115,0.004603504998303464,0.010389532437404363,0.031129363924264908,0.9824934924136919,,0.5873417721518988,1.0713249129787983,0.5746835443037974,1.0826560452888114,0.00394575224860593,0.010466050006667107,0.031116604804992676,0.9823658045216306,,0.5746835443037974,,
selective_measure_orbit,gesture_extension,multiclass,1,baseline_tabm,32,1056,d123d787cc2c4441,132712,27,30,3.8241277609486133,1.0543816094086478,0.5943037974683544,1.0664940524202349,0.007908910536635661,0.011357253220587468,0.031571079045534134,0.9824064398068003,,0.5943037974683544,1.08569939259225,0.5777215189873418,1.0981977234912412,0.003953067671632499,0.011380765623205098,0.03155290335416794,0.9824254730460309,,0.5777215189873418,,
selective_measure_orbit,gesture_extension,multiclass,1,measure_orbit_tabm,32,1056,d123d787cc2c4441,132712,27,30,3.5768005789723247,1.0543816094086478,0.5943037974683544,1.0664940524202349,0.007908910536635661,0.011357253220587468,0.031571079045534134,0.9824064398068003,,0.5943037974683544,1.08569939259225,0.5777215189873418,1.0981977234912412,0.003953067671632499,0.011380765623205098,0.03155290335416794,0.9824254730460309,,0.5777215189873418,,
selective_measure_orbit,gesture_extension,multiclass,2,baseline_tabm,32,1056,d123d787cc2c4441,132712,26,30,3.895115263061598,1.050494628335947,0.579746835443038,1.061370461201145,0.001781614338369021,0.010246971498424583,0.030236542224884033,0.9825613424320058,,0.579746835443038,1.0810606369198548,0.579746835443038,1.0917310323374276,0.00289171991140517,0.009773831741987987,0.030147382989525795,0.9824679560984411,,0.579746835443038,,
