stage,dataset,task,score_unit,relative_loss_reduction,relative_loss_reduction_std,selected_relative_loss_reduction,score_change,member_correlation_reduction,runtime_ratio,memory_ratio
confirmation,australian_credit_approval,binclass,accuracy_percentage_points,0.014003613108047333,0.03277566361921986,0.036697706492392186,2.8846153846153855,0.01989231494603187,1.006646289909012,1.0198769317284713
confirmation,bank_marketing_subscription,binclass,accuracy_percentage_points,0.005184276867142676,0.0018222258882170858,0.00608288432578578,0.10322961215159336,0.013077312710986,0.9247581520847358,1.029818972472755
confirmation,compustat_kor_direction,binclass,accuracy_percentage_points,7.651589712237192e-05,0.00015310745862230835,5.1244113447438895e-05,0.0,0.12186392803769776,0.8707826197445132,1.1454445941644877
confirmation,covtype_extension,multiclass,accuracy_percentage_points,0.0014231590612589081,0.0030247599820008766,0.0012209306667580403,0.018333333333331314,0.0027648900292350045,0.8970932915012694,1.054439541577744
confirmation,credit_card_default,binclass,accuracy_percentage_points,0.0025176082480718874,0.006851208435611572,3.636043726800454e-05,-0.06665185514329967,0.0091616338381126,1.2024747502532727,1.0482112859607229
confirmation,credit_card_fraud,binclass,accuracy_percentage_points,0.10051958935708614,0.03683443676358101,0.09172529729256133,0.0,-0.0033868888057481485,0.7918161015592647,1.1104641929287813
confirmation,fb_comments_extension,regression,relative_rmse_reduction,-0.000668283856875047,0.0029874589021861094,-0.00404332699945898,-0.00033333135202104623,0.0020380662317981413,1.0241532192032332,1.1196252723964144
confirmation,fremtpl_claim_count,regression,relative_rmse_reduction,0.0007703690122524753,0.0012557277672054772,-4.8942823657858904e-05,0.0003853883725139537,0.021650008533828296,1.2535111373951668,1.0517464896189381
confirmation,german_credit_risk,binclass,accuracy_percentage_points,-0.01012422675014863,0.018618448016790638,-0.013478967533466628,-1.3333333333333308,0.06775938358955784,0.9488473103383438,1.025369329229942
confirmation,gesture_extension,multiclass,accuracy_percentage_points,0.005701358367119655,0.004485519468871211,0.007357446939349369,0.10126582278480918,0.0175707844008115,1.0648266011742018,1.0740120239886728
confirmation,heloc_credit_risk,binclass,accuracy_percentage_points,0.002949567420786474,0.0005020019463026214,0.0019900984571571845,0.3763820277581746,0.004880365840264633,1.0466038765849448,1.0481971262463476
confirmation,jannis_extension,multiclass,accuracy_percentage_points,0.008064136865173424,0.0013563733581987512,0.004051799541465332,0.18112696801417064,0.005261106994184732,1.032197342106568,1.103943288349389
confirmation,kdd17_stock_direction,binclass,accuracy_percentage_points,-2.100842176896543e-05,0.00012193430706788279,-5.6041868295712296e-05,0.03442028985507495,0.11604003034992151,1.00598378289766,1.1150637645028287
confirmation,kdd17_stock_return,regression,relative_rmse_reduction,0.0005746442990148153,0.00043274866080746446,0.0005772217527397853,0.0002873995866249346,0.1417596014973512,0.9771361062876647,1.115025334030275
confirmation,lendingclub_loan_default,binclass,accuracy_percentage_points,0.00365974795221104,0.0017333381731811026,-0.0011849314116073393,0.0,0.030227308052439523,1.1698250828534553,1.0322206996797614
confirmation,polish_bankruptcy_1year,binclass,accuracy_percentage_points,-0.0020123196605736824,0.03715072368172938,0.024020599039352015,0.06343165239454847,0.01570144603175938,1.0122525260407937,1.0737866660754274
confirmation,polish_bankruptcy_2year,binclass,accuracy_percentage_points,0.01367521461907087,0.02366614332813538,0.014415492921798017,0.08748906386702264,0.02676992820762329,1.139412013673249,1.0775217667113068
confirmation,polish_bankruptcy_3year,binclass,accuracy_percentage_points,-0.007676198928434704,0.024306711308457477,-0.0006315177546584623,0.0,0.02841411890768919,0.9995288121189015,1.0737866660754274
confirmation,polish_bankruptcy_4year,binclass,accuracy_percentage_points,-0.015512779342982584,0.03619982522500924,-0.018972480943216297,0.04516711833785214,0.014375219840542833,1.1967491184454866,1.0775217667113068
confirmation,polish_bankruptcy_5year,binclass,accuracy_percentage_points,0.028346481306352075,0.033920547402483195,0.03702230482234998,-3.700743415417189e-15,0.017376059998899535,0.9846521333145931,1.0737866660754274
confirmation,santander_extension,binclass,accuracy_percentage_points,0.009691439293914401,0.005837317494556275,0.008167439726877656,0.039999999999995595,0.011612233941190708,1.1432361944604368,1.1716761424634325
screen,adult,binclass,accuracy_percentage_points,0.005549754307094372,0.0019355033894874986,0.0036058701665762963,0.010236881436439157,0.004671900986965165,1.4050055957707397,1.0482687361887308
screen,black-friday,regression,relative_rmse_reduction,0.0013143815632666513,0.0014204749088319,0.0016676042221776476,0.0006575632780145075,6.683141059726783e-05,0.9474859494563734,1.0370489420790368
screen,california,regression,relative_rmse_reduction,0.01032240189811969,0.004922117736201243,0.009735039987145103,0.005176645156051626,0.00208695072720951,0.9878110702279481,1.0290916804612245
screen,churn,binclass,accuracy_percentage_points,0.007723773648193898,0.0025461473258854453,0.0034282484385495526,0.13333333333332975,0.008757764391265003,1.0717730973401247,1.0291188146215882
screen,diamond,regression,relative_rmse_reduction,-0.002726067122584624,0.003100343463774708,-0.0033790898233026488,-0.0013613161178252751,0.00010085080497594194,0.9953407391254677,1.0290916804612245
screen,higgs-small,binclass,accuracy_percentage_points,0.009926036475684038,0.003060099964841108,0.009926036475684038,0.550739418663948,0.025935384479119954,1.0490876472598958,1.0983259880044705
screen,house,regression,relative_rmse_reduction,0.02097202848137082,0.010583206796925697,0.01448682651398849,0.010551213181485684,0.018661510090074662,1.3305636726836791,1.0483013399848304
screen,microsoft,regression,relative_rmse_reduction,0.001032043277732208,0.000246177204373963,0.0009512275591172847,0.0005161676898371132,0.0017075037699831503,0.9516202001288319,1.1054322943518629
screen,otto,multiclass,accuracy_percentage_points,1.2065828603901498e-05,0.00020926486838414006,-0.00012491802667715675,0.02424046541693592,-3.401512570118855e-05,0.9804246198668518,1.0369551269955088
