stage,dataset,arm,seed,epoch,train_member_loss,val_proper_loss
screen,adult,cumulative,0,1,0.5548239039115297,0.42557015872658754
screen,adult,cumulative,0,2,0.3665349997525133,0.33480677400041353
screen,adult,cumulative,0,3,0.32874610595386794,0.3235435898784764
screen,adult,cumulative,0,4,0.3189809891310605,0.31931065219850807
screen,adult,cumulative,0,5,0.31491912853805676,0.31653377184146425
screen,adult,cumulative,0,6,0.31034566070289515,0.31382558742714173
screen,adult,cumulative,0,7,0.3074495381600148,0.31198686082124216
screen,adult,cumulative,0,8,0.30531763532530765,0.31173226335649334
screen,adult,cumulative,0,9,0.30298035311757493,0.3100659784077142
screen,adult,cumulative,0,10,0.3014745768663046,0.3117738566891477
screen,adult,cumulative,0,11,0.300016500074096,0.3102893589747576
screen,adult,cumulative,0,12,0.29940275280422896,0.31077032373892516
screen,adult,cumulative,0,13,0.29715953961344255,0.3111044086604354
screen,adult,cumulative,0,14,0.2960590865893212,0.3107713212867492
screen,adult,cumulative,0,15,0.2944062175709727,0.31332957546895174
screen,adult,local,0,1,0.5488311821178371,0.41782573825778535
screen,adult,local,0,2,0.36551648803073594,0.33534564569368364
screen,adult,local,0,3,0.32904192490425394,0.32377208937555296
screen,adult,local,0,4,0.31956303280753057,0.3184521916461623
screen,adult,local,0,5,0.314795544677636,0.3158219659117038
screen,adult,local,0,6,0.3103972155719776,0.31294763691766847
screen,adult,local,0,7,0.3069532107955408,0.310935742434284
screen,adult,local,0,8,0.30471821857904624,0.310648556359125
screen,adult,local,0,9,0.30258367585901547,0.3094568039919174
screen,adult,local,0,10,0.3009196292856109,0.3107504656459919
screen,adult,local,0,11,0.2995085931527234,0.3094477923373639
screen,adult,local,0,12,0.29946535034906074,0.30970229672861443
screen,adult,local,0,13,0.2970436902977618,0.3097697955456718
screen,adult,local,0,14,0.29603608564018324,0.30943181348539506
screen,adult,local,0,15,0.29427188598260245,0.3113785471480428
screen,adult,local,0,16,0.294485701975717,0.3100795289564754
screen,adult,local,0,17,0.29310274336496206,0.3103619635544034
screen,adult,local,0,18,0.29210946857196984,0.311641560408669
screen,adult,local,0,19,0.2914750083951458,0.3115935723230449
screen,adult,local,0,20,0.2907991193289839,0.31179769065318974
screen,adult,orbit_natural,0,1,0.5556659708737741,0.4312251593960064
screen,adult,orbit_natural,0,2,0.3750634916145034,0.33811331922345234
screen,adult,orbit_natural,0,3,0.3323020616532544,0.32483086768002223
screen,adult,orbit_natural,0,4,0.3209779999179981,0.3192664722587659
screen,adult,orbit_natural,0,5,0.31579803900578096,0.31547788661671317
screen,adult,orbit_natural,0,6,0.3107518127567938,0.3126018646314227
screen,adult,orbit_natural,0,7,0.3077515573847206,0.3105364974450219
screen,adult,orbit_natural,0,8,0.3057718415371616,0.31028526748539026
screen,adult,orbit_natural,0,9,0.3038044635581736,0.30909644411805115
screen,adult,orbit_natural,0,10,0.3024379341549604,0.30985336526605145
screen,adult,orbit_natural,0,11,0.3011537410263933,0.30891064716958383
screen,adult,orbit_natural,0,12,0.3010723459046947,0.30903513617015804
screen,adult,orbit_natural,0,13,0.2992400369568012,0.3087284609281801
screen,adult,orbit_natural,0,14,0.29807039275216235,0.3086695784186718
screen,adult,orbit_natural,0,15,0.2969341908538078,0.3101255551532617
screen,adult,orbit_natural,0,16,0.29659403761716086,0.30866710147252946
screen,adult,orbit_natural,0,17,0.29529712424231397,0.30853131024640157
screen,adult,orbit_natural,0,18,0.2946520999842838,0.31004822508219665
screen,adult,orbit_natural,0,19,0.2940701752242058,0.30911033128704934
screen,adult,orbit_natural,0,20,0.2931495969359939,0.31008305864736824
screen,adult,orbit_natural,0,21,0.29221766828319073,0.30997827990900584
screen,adult,orbit_natural,0,22,0.29182754453335696,0.3084226653670516
screen,adult,orbit_natural,0,23,0.2909310184766971,0.3091624931032203
screen,adult,orbit_natural,0,24,0.29050339491127164,0.3096134758626886
screen,adult,orbit_natural,0,25,0.28941309268995935,0.308092822686528
screen,adult,orbit_natural,0,26,0.28860969954978044,0.3095127236314515
screen,adult,orbit_natural,0,27,0.28813295868163613,0.3098435279791436
screen,adult,orbit_natural,0,28,0.2871921044895631,0.3091805404319396
screen,adult,orbit_natural,0,29,0.2864141008777759,0.3096115220888979
screen,adult,orbit_natural,0,30,0.2858180279227967,0.31203683204438437
screen,adult,orbit_random,0,1,0.5619020998770833,0.4444743566359314
screen,adult,orbit_random,0,2,0.38786484055788567,0.33944191827392345
screen,adult,orbit_random,0,3,0.3374110651397002,0.32524191072712105
screen,adult,orbit_random,0,4,0.32244517483933843,0.3205681341407602
screen,adult,orbit_random,0,5,0.31726742391211393,0.31685813441668687
screen,adult,orbit_random,0,6,0.3125829368610054,0.3144296560069788
screen,adult,orbit_random,0,7,0.3100807254525309,0.3125677612053513
screen,adult,orbit_random,0,8,0.3078551113751948,0.3117981699600575
screen,adult,orbit_random,0,9,0.30626009217937106,0.3108246202496321
screen,adult,orbit_random,0,10,0.30475221651192086,0.3113217370545578
screen,adult,orbit_random,0,11,0.3033839203508832,0.310105348999449
screen,adult,orbit_random,0,12,0.30279639312031814,0.3106151173548792
screen,adult,orbit_random,0,13,0.30139447239751604,0.3100494043132
screen,adult,orbit_random,0,14,0.3001670472012691,0.3100977942721865
screen,adult,orbit_random,0,15,0.29902121263581355,0.31167229639247807
