stage,dataset,arm,seed,epoch,train_member_loss,val_proper_loss
screen,black-friday,cumulative,0,1,0.9250264383506774,0.7882305383682251
screen,black-friday,cumulative,0,2,0.7222687333106995,0.649769127368927
screen,black-friday,cumulative,0,3,0.6433419503593445,0.617462694644928
screen,black-friday,cumulative,0,4,0.6208831362915039,0.6066935658454895
screen,black-friday,cumulative,0,5,0.6083402025222778,0.5975103378295898
screen,black-friday,cumulative,0,6,0.5994355656433106,0.5902858376502991
screen,black-friday,cumulative,0,7,0.5916420184326172,0.5840563774108887
screen,black-friday,cumulative,0,8,0.5849754119300842,0.5785136818885803
screen,black-friday,cumulative,0,9,0.5774482510375977,0.5729640126228333
screen,black-friday,cumulative,0,10,0.571666834602356,0.5670256614685059
screen,black-friday,cumulative,0,11,0.5652288954544067,0.5601592063903809
screen,black-friday,cumulative,0,12,0.5588646648788452,0.5541968941688538
screen,black-friday,cumulative,0,13,0.5528049688339234,0.5471476912498474
screen,black-friday,cumulative,0,14,0.5468445699501038,0.5411566495895386
screen,black-friday,cumulative,0,15,0.5408691100311279,0.536362886428833
screen,black-friday,cumulative,0,16,0.534334026184082,0.529351532459259
screen,black-friday,cumulative,0,17,0.5283797310161591,0.5250424146652222
screen,black-friday,cumulative,0,18,0.5240928310775756,0.5233458280563354
screen,black-friday,cumulative,0,19,0.5187527368927002,0.5161755084991455
screen,black-friday,cumulative,0,20,0.5153282168197632,0.5131462216377258
screen,black-friday,cumulative,0,21,0.5114377358436585,0.511223316192627
screen,black-friday,cumulative,0,22,0.5086144210243225,0.5080149173736572
screen,black-friday,cumulative,0,23,0.5053396622371673,0.5054530501365662
screen,black-friday,cumulative,0,24,0.501987107257843,0.5021345019340515
screen,black-friday,cumulative,0,25,0.5000136398124695,0.5025530457496643
screen,black-friday,cumulative,0,26,0.49812654549598695,0.49899300932884216
screen,black-friday,cumulative,0,27,0.49612055536270144,0.49770858883857727
screen,black-friday,cumulative,0,28,0.4946320667266846,0.4973725974559784
screen,black-friday,cumulative,0,29,0.49291066093444824,0.4973123073577881
screen,black-friday,cumulative,0,30,0.49172254709243773,0.4953451156616211
screen,black-friday,cumulative,1,1,0.9177709411811829,0.7698402404785156
screen,black-friday,cumulative,1,2,0.7095661785316467,0.6397581100463867
screen,black-friday,cumulative,1,3,0.6379822305107117,0.6206954717636108
screen,black-friday,cumulative,1,4,0.620510020828247,0.6067827939987183
screen,black-friday,cumulative,1,5,0.6081518906974792,0.5994544625282288
screen,black-friday,cumulative,1,6,0.6005731958770752,0.5917766690254211
screen,black-friday,cumulative,1,7,0.5934225415611267,0.5860982537269592
screen,black-friday,cumulative,1,8,0.5871857426834106,0.5808547735214233
screen,black-friday,cumulative,1,9,0.5816877682495117,0.5765957236289978
screen,black-friday,cumulative,1,10,0.5769476649284363,0.5713708400726318
screen,black-friday,cumulative,1,11,0.5707945545387269,0.5665208697319031
screen,black-friday,cumulative,1,12,0.5651526748847961,0.5598692297935486
screen,black-friday,cumulative,1,13,0.5592915918922424,0.5521657466888428
screen,black-friday,cumulative,1,14,0.5519714713668823,0.5462753772735596
screen,black-friday,cumulative,1,15,0.5453896218681336,0.5388280153274536
screen,black-friday,cumulative,1,16,0.5393025763893128,0.5333088636398315
screen,black-friday,cumulative,1,17,0.5329153178405762,0.5268946886062622
screen,black-friday,cumulative,1,18,0.5261252441787719,0.5222741961479187
screen,black-friday,cumulative,1,19,0.5219969353103637,0.5170119404792786
screen,black-friday,cumulative,1,20,0.5159589869594574,0.5134022831916809
screen,black-friday,cumulative,1,21,0.5122402669715881,0.509026050567627
screen,black-friday,cumulative,1,22,0.5088514220237732,0.5064250230789185
screen,black-friday,cumulative,1,23,0.5050684301376342,0.5034364461898804
screen,black-friday,cumulative,1,24,0.5019123646068573,0.5008447170257568
screen,black-friday,cumulative,1,25,0.49941739868164065,0.4989445209503174
screen,black-friday,cumulative,1,26,0.49754006439208986,0.4973545968532562
screen,black-friday,cumulative,1,27,0.49534191440582276,0.49744072556495667
screen,black-friday,cumulative,1,28,0.4942823497390747,0.4960929751396179
screen,black-friday,cumulative,1,29,0.4927878322792053,0.49493658542633057
screen,black-friday,cumulative,1,30,0.49160022003173826,0.49349677562713623
screen,black-friday,cumulative,2,1,0.9153733034324646,0.7786471843719482
screen,black-friday,cumulative,2,2,0.7203272443199158,0.6461755633354187
screen,black-friday,cumulative,2,3,0.6390102833175659,0.6142680644989014
screen,black-friday,cumulative,2,4,0.6161615329170227,0.6004773378372192
screen,black-friday,cumulative,2,5,0.6036843976020813,0.5928600430488586
screen,black-friday,cumulative,2,6,0.5958495953369141,0.5862113237380981
screen,black-friday,cumulative,2,7,0.5888899761581421,0.5805001258850098
screen,black-friday,cumulative,2,8,0.5815541437149048,0.5759613513946533
screen,black-friday,cumulative,2,9,0.5760425636863709,0.5704449415206909
screen,black-friday,cumulative,2,10,0.570118614768982,0.5655518770217896
screen,black-friday,cumulative,2,11,0.5648674889183044,0.560578465461731
