experiment,stage,dataset,task,split_fingerprint,arm,seed,failure,input_features,ensemble_size,member_specific_views,basis_relation_error,basis_transform_condition,all_orbit_transforms_full_rank,parameters,best_epoch,epochs_trained,train_seconds,peak_cuda_bytes,peak_memory_observation_valid,val_proper_loss,val_metric,val_member_loss_mean,val_member_loss_std,val_ensemble_gain_vs_mean_member,val_member_disagreement,val_member_prediction_correlation,val_roc_auc,val_accuracy,test_proper_loss,test_metric,test_member_loss_mean,test_member_loss_std,test_ensemble_gain_vs_mean_member,test_member_disagreement,test_member_prediction_correlation,test_roc_auc,test_accuracy,val_rmse,test_rmse
equivalent_basis_orbit_ensemble,screen,adult,binclass,cf26f38091e76190,cumulative,0,,123,8,False,4.75769192263855e-13,1.0000000000047562,True,66824,9,15,2.8733182358555496,135773184,True,0.3100659784077142,0.8533701827115001,0.31097923032495534,0.00036209951176854725,0.0029366974646082462,0.016400638967752457,0.9964765945656183,0.9120793653659643,0.8533701827115001,0.31307480438170715,0.8562127633437749,0.3143958259184477,0.0007824578842553927,0.0042017782293434095,0.01617158204317093,0.9964925747720713,0.9089196531270981,0.8562127633437749,,
equivalent_basis_orbit_ensemble,screen,adult,binclass,cf26f38091e76190,local,0,,123,8,False,4.75769192263855e-13,1.0000000000047562,True,66824,14,20,3.738816663157195,135773184,True,0.30943181348539506,0.8524489482573315,0.3105499208114896,0.0005772578673368246,0.003600410919999025,0.01786312833428383,0.9959443682523463,0.9125126390293226,0.8524489482573315,0.31270434196557556,0.8538173330876482,0.3138675224838184,0.0004122259946579467,0.0037059601102971454,0.017203709110617638,0.9961407110784944,0.9089024027386509,0.8538173330876482,,
equivalent_basis_orbit_ensemble,screen,adult,binclass,cf26f38091e76190,orbit_natural,0,,123,8,True,4.75769192263855e-13,1.0000000000047562,True,66824,25,30,5.516941635869443,142326784,True,0.308092822686528,0.8526024873330262,0.3111077752378726,0.0016545282869354031,0.009691022826540956,0.029649768024683,0.9889117252740744,0.9133514578733414,0.8526024873330262,0.312013378823004,0.8552300227258768,0.3157011480134915,0.0017198968489871714,0.011681202978488599,0.029473112896084785,0.9887572438216204,0.9093229567542171,0.8552300227258768,,
equivalent_basis_orbit_ensemble,screen,adult,binclass,cf26f38091e76190,orbit_random,0,,123,8,True,4.75769192263855e-13,1.0000000000047562,True,66824,16,22,4.02978024398908,142326784,True,0.30964338999301017,0.8512206356517734,0.3124820641508349,0.0008928933803475099,0.009084278694646975,0.029440389946103096,0.9888716871234922,0.9121728683890138,0.8512206356517734,0.30999640838472037,0.8564584484982495,0.31304445169857714,0.0008327250568309735,0.009736774752972337,0.029084431007504463,0.9888715856376514,0.9101261975690126,0.8564584484982495,,
equivalent_basis_orbit_ensemble,screen,adult,binclass,cf26f38091e76190,cumulative,1,,123,8,False,4.75769192263855e-13,1.0000000000047562,True,66824,9,15,2.9748863361310214,135773184,True,0.31120149278270137,0.8529095654844158,0.31215817779863375,0.0005096662908464828,0.0030647443635114864,0.01671341061592102,0.9964065548084585,0.9113259889395596,0.8529095654844158,0.31339081761725035,0.854861494994165,0.3144230786381005,0.0004542708886707345,0.0032830319750105285,0.016224423423409462,0.9965430436652201,0.9088699092796843,0.854861494994165,,
equivalent_basis_orbit_ensemble,screen,adult,binclass,cf26f38091e76190,cumulative,2,,123,8,False,4.75769192263855e-13,1.0000000000047562,True,66824,12,18,3.220844268100336,135773184,True,0.31037934043476484,0.8515277138031629,0.31126702942718976,0.0005987171880669669,0.002851856793372849,0.01582709699869156,0.9967604422886375,0.9118725624729163,0.8515277138031629,0.3128780728542641,0.8579939807137154,0.31403106458327135,0.0006101743480171274,0.003671584945066789,0.015946513041853905,0.9966270816915579,0.9091517388077912,0.8579939807137154,,
equivalent_basis_orbit_ensemble,screen,adult,binclass,cf26f38091e76190,local,1,,123,8,False,4.75769192263855e-13,1.0000000000047562,True,66824,9,15,2.7205732208676636,135773184,True,0.3115442637565896,0.8522954091816367,0.31244167978406284,0.0007186452445965285,0.0028722673239161287,0.016227291896939278,0.9966390781882576,0.9111531695590267,0.8522954091816367,0.312738167155239,0.8562127633437749,0.3137453582228752,0.0007369593188811756,0.003210218227103506,0.016233468428254128,0.9965633321236107,0.9090653823177455,0.8562127633437749,,
equivalent_basis_orbit_ensemble,screen,adult,binclass,cf26f38091e76190,local,2,,123,8,False,4.75769192263855e-13,1.0000000000047562,True,66824,12,18,3.266266153892502,135773184,True,0.30969065248527394,0.8527560264087211,0.3106692720937543,0.0006612359660927438,0.003150036699429373,0.016755376011133194,0.9964401536188507,0.9124028858257156,0.8527560264087211,0.31141927431081545,0.8563356059210122,0.3124979523122958,0.0004662631175522633,0.0034517922229531624,0.016706323251128197,0.996358399703774,0.9095589838873009,0.8563356059210122,,
equivalent_basis_orbit_ensemble,screen,adult,binclass,cf26f38091e76190,orbit_natural,1,,123,8,True,4.75769192263855e-13,1.0000000000047562,True,66824,15,21,3.8431804948486388,142326784,True,0.3097658238528084,0.8512206356517734,0.31158669015271623,0.0004797962760530705,0.005843851350054143,0.023593267425894737,0.9930014581978638,0.9121631311776481,0.8512206356517734,0.3114695296063237,0.8559056569006818,0.31337874530628973,0.0008537403807309985,0.00609235861896129,0.023310469463467598,0.9930004338614592,0.909693244183326,0.8559056569006818,,
equivalent_basis_orbit_ensemble,screen,adult,binclass,cf26f38091e76190,orbit_natural,2,,123,8,True,4.75769192263855e-13,1.0000000000047562,True,66824,12,18,3.2307730719912797,142326784,True,0.3082738069405141,0.8533701827115001,0.3098839207471854,0.0007593967296211167,0.005195861091433973,0.021993231028318405,0.9937744009120056,0.9129205701491919,0.8533701827115001,0.3106477866863009,0.8582396658681899,0.31241314200497317,0.00036891713438224217,0.00565070760897817,0.02147826738655567,0.9938893194848741,0.9098255285257651,0.8582396658681899,,
