experiment,stage,dataset,task,split_fingerprint,arm,seed,failure,input_features,ensemble_size,member_specific_views,basis_relation_error,basis_transform_condition,all_orbit_transforms_full_rank,parameters,best_epoch,epochs_trained,train_seconds,peak_cuda_bytes,peak_memory_observation_valid,val_proper_loss,val_metric,val_member_loss_mean,val_member_loss_std,val_ensemble_gain_vs_mean_member,val_member_disagreement,val_member_prediction_correlation,val_rmse,test_proper_loss,test_metric,test_member_loss_mean,test_member_loss_std,test_ensemble_gain_vs_mean_member,test_member_disagreement,test_member_prediction_correlation,test_rmse,val_roc_auc,val_accuracy,test_roc_auc,test_accuracy
equivalent_basis_orbit_ensemble,screen,black-friday,regression,bb341a505fcd2063,cumulative,0,,39,8,False,9.777765263246604e-14,1.0000000000000646,True,61448,30,30,11.492751970188692,336091648,True,0.4953451156616211,0.7021356251595989,0.49777578189969063,0.0008554747674712294,0.00488305443224506,0.049301959574222565,0.9945805132373083,0.7021356251595989,0.49248915910720825,0.7001085893224968,0.49492035433650017,0.000538625797511121,0.004912295903754501,0.049307167530059814,0.9945913661478402,0.7001085893224968,,,,
equivalent_basis_orbit_ensemble,screen,black-friday,regression,bb341a505fcd2063,cumulative,1,,39,8,False,9.777765263246604e-14,1.0000000000000646,True,61448,30,30,13.398721711942926,336091648,True,0.49349677562713623,0.700824405492142,0.4960506483912468,0.001302523145021106,0.005148411301130415,0.05053539201617241,0.9946204696671849,0.700824405492142,0.4918469190597534,0.6996519131152468,0.4944520778954029,0.001226553569055128,0.005268779224749439,0.05104091763496399,0.9945250927831536,0.6996519131152468,,,,
equivalent_basis_orbit_ensemble,screen,black-friday,regression,bb341a505fcd2063,cumulative,2,,39,8,False,9.777765263246604e-14,1.0000000000000646,True,61448,30,30,12.642201995011419,336091648,True,0.49453726410865784,0.7015628176199584,0.49678710475564003,0.000760668591370608,0.004528782300194459,0.047432322055101395,0.9947738014830309,0.7015628176199584,0.4919978976249695,0.6997593033796079,0.49425380304455757,0.001053187990578044,0.004564265172451726,0.04749637097120285,0.9947694418995194,0.6997593033796079,,,,
equivalent_basis_orbit_ensemble,screen,black-friday,regression,bb341a505fcd2063,local,0,,39,8,False,9.777765263246604e-14,1.0000000000000646,True,61448,30,30,11.205768963089213,336091648,True,0.49504902958869934,0.7019257206007978,0.497724462300539,0.0008140224804514114,0.005375328951029495,0.05172470211982727,0.994178057476703,0.7019257206007978,0.49301308393478394,0.7004808874648916,0.49567898735404015,0.000898833905496682,0.005378286123216438,0.05163228511810303,0.9941940827530394,0.7004808874648916,,,,
equivalent_basis_orbit_ensemble,screen,black-friday,regression,bb341a505fcd2063,local,1,,39,8,False,9.777765263246604e-14,1.0000000000000646,True,61448,30,30,11.569878824986517,336091648,True,0.49630507826805115,0.7028156445744571,0.49891017749905586,0.0015373209271598964,0.005221579651999873,0.051040299236774445,0.9943330692690207,0.7028156445744571,0.4932911992073059,0.7006784237097463,0.4959188960492611,0.0020133389255150413,0.005298642303991111,0.05126127600669861,0.9942838847279453,0.7006784237097463,,,,
equivalent_basis_orbit_ensemble,screen,black-friday,regression,bb341a505fcd2063,local,2,,39,8,False,9.777765263246604e-14,1.0000000000000646,True,61448,30,30,11.222990300972015,336091648,True,0.4952080547809601,0.7020384625394627,0.4976264610886574,0.0011805760528551576,0.004859882857528414,0.049177397042512894,0.994282448103848,0.7020384625394627,0.49305614829063416,0.7005114514714705,0.49548837915062904,0.0010764418523945651,0.004908754599177971,0.04931778088212013,0.9942334683856184,0.7005114514714705,,,,
equivalent_basis_orbit_ensemble,screen,black-friday,regression,bb341a505fcd2063,orbit_natural,0,,39,8,True,9.777765263246604e-14,1.0000000000000646,True,61448,30,30,11.598731016973034,348543488,True,0.4936430752277374,0.7009282874366818,0.49602825567126274,0.0007956575890644789,0.004808557609883551,0.0488385446369648,0.9946789813181737,0.7009282874366818,0.49108418822288513,0.6991092533408505,0.4934479780495167,0.0007341417909903175,0.004790352644619295,0.04861927777528763,0.9947263708799544,0.6991092533408505,,,,
equivalent_basis_orbit_ensemble,screen,black-friday,regression,bb341a505fcd2063,orbit_natural,1,,39,8,True,9.777765263246604e-14,1.0000000000000646,True,61448,30,30,12.15113825793378,348543488,True,0.4932985305786133,0.7006836564579544,0.4959009699523449,0.001209205498276287,0.005247901358171779,0.05101408064365387,0.9946267140174682,0.7006836564579544,0.491336464881897,0.6992887722822161,0.49394769221544266,0.0009556100793493591,0.005286445052175199,0.05110030248761177,0.994603613224707,0.6992887722822161,,,,
equivalent_basis_orbit_ensemble,screen,black-friday,regression,bb341a505fcd2063,orbit_natural,2,,39,8,True,9.777765263246604e-14,1.0000000000000646,True,61448,30,30,11.711086023133248,348543488,True,0.4939979016780853,0.7011801729072431,0.4964829720556736,0.0012481677142165608,0.005005348657374711,0.049850624054670334,0.9943586970680174,0.7011801729072431,0.49197205901145935,0.6997409292978318,0.49446114525198936,0.0014594581926225267,0.005033936972462245,0.04989060387015343,0.9943554224940601,0.6997409292978318,,,,
equivalent_basis_orbit_ensemble,screen,black-friday,regression,bb341a505fcd2063,orbit_random,0,,39,8,True,9.777765263246604e-14,1.0000000000000646,True,61448,30,30,10.975826058071107,348543488,True,0.5103025436401367,0.7126576114711725,0.5166444182395935,0.004041007593347078,0.012275124583879173,0.07963582873344421,0.9846202129419002,0.7126576114711725,0.5096797347068787,0.7122225798133286,0.516075611114502,0.004077145639916367,0.012393293288576341,0.07997447997331619,0.9844181526879454,0.7122225798133286,,,,
