step,loss
1,1.305310845375061
250,0.9042893648147583
500,0.8187717199325562
750,0.80298912525177
1000,0.855466365814209
1250,0.830938458442688
1500,0.7945494651794434
1750,0.8042013645172119
2000,0.8347305655479431
2250,0.8079310655593872
2500,0.8151721954345703
2750,0.7929840087890625
3000,0.7858213186264038
3250,0.7928500175476074
3500,0.8063875436782837
3750,0.8010689616203308
4000,0.7687881588935852
