dataset,model,model_seed,method,family,variant,scope,representation_id,reference_id,member,is_reference,rmse,mae,prediction_rmse_normalized,prediction_pearson,prediction_spearman,fit_seconds,best_epoch,best_validation_mse_normalized,lambda
wine-quality-red,mlp,1,raw,T6,rbf_basis_reference,reference,basis_reference__density,basis_reference__density,-1,True,0.7087741951966872,0.528944106400013,0.0,1.0,1.0,0.6731731928884983,81,0.649569034576416,0.0
wine-quality-red,mlp,1,raw,T6,orthogonal,one,T6_basis_orthogonal_m0,basis_reference__density,0,False,0.7707890268674977,0.5838937982916832,0.49337753303966225,0.7840138553907957,0.7923594625054818,0.6731731928884983,81,0.649569034576416,0.0
wine-quality-red,mlp,1,raw,T6,orthogonal,one,T6_basis_orthogonal_m1,basis_reference__density,1,False,0.7819372848759818,0.6308819800615311,0.5510943424546138,0.7030640764675862,0.6711186877033068,0.6731731928884983,81,0.649569034576416,0.0
wine-quality-red,mlp,1,raw,T6,orthogonal,one,T6_basis_orthogonal_m2,basis_reference__density,2,False,0.8273176560514078,0.6325612634420394,0.6577132682118869,0.7324755991193874,0.7915296181379222,0.6731731928884983,81,0.649569034576416,0.0
wine-quality-red,mlp,1,raw,T6,orthogonal,one,T6_basis_orthogonal_m3,basis_reference__density,3,False,0.7739666604517442,0.5963339164853096,0.5937753874694673,0.6650116294511212,0.6675722566108767,0.6731731928884983,81,0.649569034576416,0.0
wine-quality-red,mlp,1,raw,T6,orthogonal,one,T6_basis_orthogonal_m4,basis_reference__density,4,False,0.7994487233224401,0.599876444786787,0.5726109037145031,0.7385337301205875,0.786150278369572,0.6731731928884983,81,0.649569034576416,0.0
wine-quality-red,mlp,1,raw,T6,orthogonal,one,T6_basis_orthogonal_m5,basis_reference__density,5,False,0.7660555797119408,0.5798991777002811,0.5742944719067048,0.7496233530353468,0.7334884866418311,0.6731731928884983,81,0.649569034576416,0.0
wine-quality-red,mlp,1,raw,T6,orthogonal,one,T6_basis_orthogonal_m6,basis_reference__density,6,False,0.7583879632712375,0.5828818276524543,0.5780712937984039,0.750525642997808,0.7272858943852752,0.6731731928884983,81,0.649569034576416,0.0
wine-quality-red,mlp,1,raw,T6,orthogonal,one,T6_basis_orthogonal_m7,basis_reference__density,7,False,0.8054894163821256,0.6242026530206204,0.6208347500633938,0.6775350422539751,0.7048797302456482,0.6731731928884983,81,0.649569034576416,0.0
wine-quality-red,mlp,1,generic_noise,T6,rbf_basis_reference,reference,basis_reference__density,basis_reference__density,-1,True,0.6847696210244366,0.5223157271742821,0.0,0.9999999999999998,1.0,0.4823030298575759,52,0.6470906734466553,0.0
