dataset,K,parameterization,rank,regularization,val_mse,r2,spearman,mae,coefficient
california_housing,16,ID-factor joint,2.0,0.01,0.01001072277367283,0.09949666015556258,0.2902257855149259,0.08824963643467978,
california_housing,16,ID-factor residual,2.0,0.02,0.00903532236978202,0.17117998508615795,0.4081023243469423,0.08463948988928621,
california_housing,16,ID-factor joint,4.0,0.01,0.01237757490647138,0.13072790927467304,0.3429825937896008,0.08678734837407812,
california_housing,16,ID-factor residual,4.0,0.02,0.009970057225741381,0.17129662039268323,0.40452194086185356,0.08477489705369692,
california_housing,16,ID-factor joint,8.0,0.01,0.0105127107559369,0.12535744901614632,0.3377455132490434,0.0868864759117225,
california_housing,16,ID-factor residual,8.0,0.02,0.013697621643865808,0.17031591270005775,0.4069961559736347,0.08464939103614876,
california_housing,16,ID-factor joint,16.0,0.01,0.011577515623880676,0.03144871600085586,0.34924966433144256,0.09208129207322037,
california_housing,16,ID-factor residual,16.0,0.02,0.010433633170352206,0.17473466423251027,0.4068960045356554,0.08437785134177836,
california_housing,16,feature-bilinear MLP,4.0,0.01,0.012958763048939365,0.12205075368745266,0.33626453755012664,0.08739250348084866,
california_housing,16,feature-bilinear MLP,8.0,0.01,0.011679211380119292,0.1369285979239736,0.36726463240801954,0.08677672259215714,
california_housing,16,feature-bilinear MLP,16.0,0.01,0.012047320549423838,0.11049027349909357,0.3287147254435945,0.08793215621168793,
california_housing,16,signed bilinear,4.0,0.02,0.012110554440814937,0.1352479238528338,0.3312407807893722,0.0866628643071192,
california_housing,16,signed bilinear,8.0,0.02,0.01262139906957105,0.13405192182855363,0.3601662927618803,0.08616131052587543,
california_housing,16,signed bilinear,16.0,0.02,0.012504164054683043,0.09947288588903169,0.2930000898685746,0.08841668695282034,
california_housing,16,DeepSets,,0.01,0.011425302908315204,0.2572931449821211,0.5167578728248321,0.0809361398484007,
california_housing,16,cosine_diversity,,1.0,,0.179980069759913,0.423038274581778,0.08464486474864026,0.0009320729877799749
california_housing,16,rbf_diversity,,1.0,,0.17182886179064416,0.4078602815642681,0.08474485549390887,2.4797113411817725e-05
california_housing,16,euclidean_neighbor_diversity,,1.0,,0.17548477630040216,0.41321016937457855,0.08479032492917621,0.0003488864073840957
california_housing,16,label_target_complementarity,,1.0,,0.171017786865178,0.40720534226997307,0.08463257044924209,2.987176246265673e-05
california_housing,16,geometry + complementarity,,1.0,,0.19724548059682723,0.43093088936241436,0.08362273439727175,"[0.0011333282560138124, 0.0014437805664241521]"
california_housing,32,ID-factor joint,2.0,0.01,0.004164878756690049,0.11012480183534323,0.33478684749984344,0.054834698616044945,
california_housing,32,ID-factor residual,2.0,0.02,0.0037991976624750655,0.21175177942397738,0.4821254325571637,0.051318929661012744,
california_housing,32,ID-factor joint,4.0,0.01,0.003922627559602783,0.1500975586292692,0.38823936145000776,0.053402719789187106,
california_housing,32,ID-factor residual,4.0,0.02,0.0032406510378210455,0.21276169723829286,0.47491623269231337,0.05115745378919729,
california_housing,32,ID-factor joint,8.0,0.01,0.00460548669124044,0.1370765348556101,0.37421061531011257,0.05328591370214278,
california_housing,32,ID-factor residual,8.0,0.02,0.0036209665041386212,0.21380606625935417,0.4768507495933553,0.05107741535900866,
california_housing,32,ID-factor joint,16.0,0.01,0.004413191739042243,0.13731322485880093,0.37869722936462064,0.05368021877308799,
california_housing,32,ID-factor residual,16.0,0.02,0.003242752053379807,0.2122818690448801,0.47413242295716773,0.051148698734781985,
california_housing,32,feature-bilinear MLP,4.0,0.01,0.004190851489271266,0.1416957083041127,0.3950704683406153,0.053482220642057876,
california_housing,32,feature-bilinear MLP,8.0,0.01,0.005319666978947304,-0.04758568419439113,0.3285871936003352,0.06059685455601172,
california_housing,32,feature-bilinear MLP,16.0,0.01,0.005594179910060679,0.028609334164814704,0.3764711415700204,0.057353396413959486,
california_housing,32,signed bilinear,4.0,0.02,0.006052913065389753,0.04765143470866817,0.2542593719020212,0.055705981991504304,
california_housing,32,signed bilinear,8.0,0.02,0.005022963521097788,0.05479557622002318,0.2676127347116792,0.055798147575695574,
california_housing,32,signed bilinear,16.0,0.02,0.005656436825626955,0.07396488964083703,0.3168289523569387,0.05568727872066259,
california_housing,32,DeepSets,,0.01,0.005144029179572455,0.19352209688936017,0.46828810587284747,0.05057534426818181,
california_housing,32,cosine_diversity,,1.0,,0.21159655883735884,0.4761419013233314,0.05136722491627897,0.0001725487527437508
california_housing,32,rbf_diversity,,1.0,,0.21258000747615025,0.4746988931197361,0.05117359997807613,1.5340268702823122e-06
california_housing,32,euclidean_neighbor_diversity,,1.0,,0.21191430803455058,0.47428672675225614,0.051271076158287895,2.2105943271907885e-05
california_housing,32,label_target_complementarity,,1.0,,0.21304940487882607,0.47465155544127446,0.05111734189458092,8.26927370520809e-07
california_housing,32,geometry + complementarity,,1.0,,0.21233457372723474,0.4744904369675385,0.051204258447756716,"[3.958039670399165e-06, 1.5550729330541342e-06]"
california_housing,64,ID-factor joint,2.0,0.01,0.0013598319199976002,0.07910756091661275,0.35395288781438705,0.031118985348283733,
