dataset,K,parameterization,rank,regularization,val_mse,r2,spearman,mae,coefficient
california_housing,64,ID-factor residual,2.0,0.02,0.00098510359710259,0.18128223541052735,0.4081726615658391,0.02913949870398119,
california_housing,64,ID-factor joint,4.0,0.01,0.001524125091168703,0.10167197622241575,0.3165631798896886,0.030037711403528015,
california_housing,64,ID-factor residual,4.0,0.02,0.0008838040405505518,0.18011691472048197,0.40626722873973886,0.029144635647848117,
california_housing,64,ID-factor joint,8.0,0.01,0.001557964132674149,0.10908316010641783,0.3069589855523336,0.03018693534785734,
california_housing,64,ID-factor residual,8.0,0.02,0.0007789129814094393,0.17792855058229662,0.4058337665014857,0.029210820994935098,
california_housing,64,ID-factor joint,16.0,0.01,0.0011193880422344063,0.1095363224594893,0.33847894303847414,0.030284544782546472,
california_housing,64,ID-factor residual,16.0,0.02,0.001068857343654878,0.17778484720204246,0.40420578844888844,0.029207623016635844,
california_housing,64,feature-bilinear MLP,4.0,0.01,0.001493059961944951,0.029652720448842484,0.30362904150753833,0.03207580483026069,
california_housing,64,feature-bilinear MLP,8.0,0.01,0.0015080357764541096,0.010260286612378766,0.3762747327961459,0.03235984327649872,
california_housing,64,feature-bilinear MLP,16.0,0.01,0.00173625711801676,-0.031062612234812326,0.3321481065750027,0.03368301991931625,
california_housing,64,signed bilinear,4.0,0.02,0.0014202846731305948,0.09699362088211694,0.30851297566533015,0.03105471707863271,
california_housing,64,signed bilinear,8.0,0.02,0.001576612096475072,0.12072309894156663,0.364674567759232,0.030423589903384403,
california_housing,64,signed bilinear,16.0,0.02,0.0014918992409107925,0.11842864658953955,0.31664568617759864,0.030710069296036546,
california_housing,64,DeepSets,,0.01,0.0016268436497151575,0.16750065683734217,0.42441861207995485,0.029049671626542737,
california_housing,64,cosine_diversity,,1.0,,0.18082960196522935,0.40743339062328204,0.029166934078750647,1.4966432900109794e-05
california_housing,64,rbf_diversity,,1.0,,0.18100241199521028,0.40769782449294073,0.02914399343605766,0.0
california_housing,64,euclidean_neighbor_diversity,,1.0,,0.18100241199521028,0.40769782449294073,0.02914399343605766,0.0
california_housing,64,label_target_complementarity,,1.0,,0.18100241199521028,0.40769782449294073,0.02914399343605766,0.0
california_housing,64,geometry + complementarity,,1.0,,0.18100241199521028,0.40769782449294073,0.02914399343605766,"[0.0, 0.0]"
