dataset,K,parameterization,rank,regularization,val_mse,r2,spearman,mae,coefficient
churn,16,ID-factor joint,2.0,0.01,0.015010399321684657,0.13900437992692294,0.3687508408066121,0.09372050138907999,
churn,16,ID-factor residual,2.0,0.02,0.009879530091895782,0.20252462586419884,0.46034900524858025,0.09277741349602182,
churn,16,ID-factor joint,4.0,0.01,0.01681725320876125,0.12408437279198936,0.399378075389938,0.09625247754352743,
churn,16,ID-factor residual,4.0,0.02,0.011574227632726596,0.200860676934272,0.4600087580789688,0.09276815715921731,
churn,16,ID-factor joint,8.0,0.01,0.022501954234381845,0.12578071152158454,0.40496039241840226,0.09648372330865607,
churn,16,ID-factor residual,8.0,0.02,0.009591577809234822,0.2000673254796853,0.45999232983580096,0.09269383919818919,
churn,16,ID-factor joint,16.0,0.01,0.019982120549207963,0.11544999745565598,0.3868775209367311,0.09728700670129307,
churn,16,ID-factor residual,16.0,0.02,0.011405877151901042,0.20098033022657358,0.46015685564886055,0.0928010539624807,
churn,16,feature-bilinear MLP,4.0,0.01,0.015129903449538675,0.18520486387008506,0.4400659660893072,0.09458216725006223,
churn,16,feature-bilinear MLP,8.0,0.01,0.015319183009332412,0.19412723854438851,0.4683266818216196,0.09368949096820402,
churn,16,feature-bilinear MLP,16.0,0.01,0.02243720446960084,0.06990237199219718,0.38101581367524134,0.10196731921100646,
churn,16,signed bilinear,4.0,0.02,0.017075654763474456,0.07278469722777059,0.39335304763077045,0.1008125667646851,
churn,16,signed bilinear,8.0,0.02,0.018534092974389765,0.005441228487531591,0.36590997164546074,0.1049310081858178,
churn,16,signed bilinear,16.0,0.02,0.02140705288519575,0.019603003424478294,0.36682106984248536,0.10259543391922621,
churn,16,DeepSets,,0.01,0.014230727481528139,0.2736598256303865,0.46682818266332365,0.0900625318115014,
churn,16,cosine_diversity,,1.0,,0.20189569322823375,0.4600010915654904,0.092825836593269,1.57941976794973e-05
churn,16,rbf_diversity,,1.0,,0.20183436934830512,0.46026954122792346,0.09281207994249122,2.813824869480212e-07
churn,16,euclidean_neighbor_diversity,,1.0,,0.20213216820015434,0.4602494622640516,0.0928703217149625,7.189367713770287e-05
churn,16,label_target_complementarity,,1.0,,0.20182791823175927,0.46026954122792346,0.09281103277342684,0.0
churn,16,geometry + complementarity,,1.0,,0.20183436934830512,0.46026954122792346,0.09281207994249122,"[2.813824869480213e-07, 0.0]"
churn,32,ID-factor joint,2.0,0.01,0.0038369117091254933,0.08812707362270344,0.3901298263212216,0.05064532607601853,
churn,32,ID-factor residual,2.0,0.02,0.0021619724275638496,0.16877152169849163,0.4725113812739079,0.04775161921802279,
churn,32,ID-factor joint,4.0,0.01,0.004685055505028959,0.04111780985317104,0.4196332473811707,0.05531073594426531,
churn,32,ID-factor residual,4.0,0.02,0.002745939476625079,0.17058398171823208,0.4779256434592988,0.047813456540612025,
churn,32,ID-factor joint,8.0,0.01,0.005028813107974676,0.09761507708376871,0.3660983488337864,0.05109954948618143,
churn,32,ID-factor residual,8.0,0.02,0.0030336048222980917,0.16934156161607572,0.47815381350329783,0.047678073046422374,
churn,32,ID-factor joint,16.0,0.01,0.0047542675973776954,0.09800052026380346,0.3754143796169067,0.049674757423182066,
churn,32,ID-factor residual,16.0,0.02,0.0024491543740810754,0.17265673962028782,0.47904568457128155,0.04765387269889935,
churn,32,feature-bilinear MLP,4.0,0.01,0.0064465336138152755,0.0916706283453671,0.39688049566565137,0.05359913756169005,
churn,32,feature-bilinear MLP,8.0,0.01,0.0038168813800247476,0.051353363127737195,0.39960636712462716,0.052732213980147005,
churn,32,feature-bilinear MLP,16.0,0.01,0.006046168638669413,-0.3010559631456038,0.2771127618182803,0.06427260715289032,
churn,32,signed bilinear,4.0,0.02,0.003927588857718187,0.08598082423570907,0.30684946393121404,0.05067681934401704,
churn,32,signed bilinear,8.0,0.02,0.005435120301585541,-0.0009661441916781754,0.2882020693380166,0.05377400185415354,
churn,32,signed bilinear,16.0,0.02,0.003085461177098077,0.05480655341058893,0.26560009238757193,0.050534919302285104,
churn,32,DeepSets,,0.01,0.003306871371495374,0.12804421719539938,0.44296999271863746,0.05020917886148199,
churn,32,cosine_diversity,,1.0,,0.1704238824067842,0.478032974647996,0.047697711137864716,0.0
churn,32,rbf_diversity,,1.0,,0.1704238824067842,0.478032974647996,0.047697711137864716,0.0
churn,32,euclidean_neighbor_diversity,,1.0,,0.1704238824067842,0.478032974647996,0.047697711137864716,0.0
churn,32,label_target_complementarity,,1.0,,0.1704238824067842,0.478032974647996,0.047697711137864716,0.0
churn,32,geometry + complementarity,,1.0,,0.1704238824067842,0.478032974647996,0.047697711137864716,"[0.0, 0.0]"
churn,64,ID-factor joint,2.0,0.01,0.0010530725233114434,0.1474970235687404,0.45324835347932846,0.029600744394294932,
churn,64,ID-factor residual,2.0,0.02,0.0006309593198099655,0.26352412678004034,0.5871308687845186,0.026864754074093822,
churn,64,ID-factor joint,4.0,0.01,0.0011423898944116445,0.15432295695274045,0.5483342947911942,0.030036171198277953,
churn,64,ID-factor residual,4.0,0.02,0.0009373556733408663,0.2626132433958752,0.5863729791663713,0.02676140285183949,
churn,64,ID-factor joint,8.0,0.01,0.0016029753064310107,0.18597282543489313,0.5375555419126771,0.029764074987918252,
churn,64,ID-factor residual,8.0,0.02,0.0009927269068041118,0.26298731564017397,0.5857392140521593,0.026880753957377917,
churn,64,ID-factor joint,16.0,0.01,0.000967038613924657,0.1271863452053641,0.42265386654990866,0.029271780995042535,
churn,64,ID-factor residual,16.0,0.02,0.0007905406493129249,0.2615340003468719,0.5877469887486613,0.026730756693339665,
churn,64,feature-bilinear MLP,4.0,0.01,0.0013851804538063965,0.1529763995705148,0.4887354274637998,0.03082302963838909,
churn,64,feature-bilinear MLP,8.0,0.01,0.0019920878363131524,0.014988721221140922,0.46555639326074516,0.03315744320039989,
churn,64,feature-bilinear MLP,16.0,0.01,0.0014966732322645403,0.021368693766890767,0.4525072571764194,0.03243002084906573,
churn,64,signed bilinear,4.0,0.02,0.0014677239386022467,0.010694514967221735,0.39987299142670835,0.03256673925116805,
churn,64,signed bilinear,8.0,0.02,0.001504341374153564,-0.0009764695056535544,0.2826436036848184,0.03242447209474734,
