generator_seed,pair_id,world,rho,true_ate,effect_gap,observational_distance,latent_loading,confounder_to_outcome,outcome_residual_variance,n_rows
20260831,0,low_effect,0.29858653184564,-0.29446978060755824,1.1861126249063965,0.0,0.8,0.7413203905664978,0.7130059512713134,160
20260831,0,high_effect,0.29858653184564,0.8916428442988382,1.1861126249063965,0.0,0.8,-0.7413203905664978,0.7130059512713133,160
20260831,1,low_effect,0.29797201259734063,-0.126540415664826,0.8490248565243332,0.0,0.8,0.5306405353277083,0.8098441037248546,160
20260831,1,high_effect,0.29797201259734063,0.7224844408595072,0.8490248565243332,0.0,0.8,-0.5306405353277083,0.8098441037248547,160
20260831,2,low_effect,0.48862135505371,0.06543690709292121,0.8463688959215776,0.0,0.8,0.5289805599509859,0.6605138155752952,160
20260831,2,high_effect,0.48862135505371,0.9118058030144989,0.8463688959215776,0.0,0.8,-0.528980559950986,0.6605138155752952,160
20260831,3,low_effect,0.512445601640085,0.09852827495686062,0.8278346533664488,0.0,0.8,0.5173966583540305,0.641027756612401,160
20260831,3,high_effect,0.512445601640085,0.9263629283233095,0.8278346533664488,0.0,0.8,-0.5173966583540305,0.641027756612401,160
20260831,4,low_effect,0.4142973698427681,-0.2060581419021723,1.2407110234898808,0.0,0.8,0.7754443896811755,0.6118846488056808,160
20260831,4,high_effect,0.4142973698427681,1.0346528815877085,1.2407110234898808,0.0,0.8,-0.7754443896811755,0.6118846488056808,160
20260831,5,low_effect,0.45948462496002007,-0.05117920694536149,1.0213276638107631,0.0,0.8,0.638329789881727,0.6421865079911877,160
20260831,5,high_effect,0.45948462496002007,0.9701484568654016,1.0213276638107631,0.0,0.8,-0.638329789881727,0.6421865079911879,160
20260831,6,low_effect,0.3834278080473965,-0.09814827868147802,0.9631521734577491,0.0,0.8,0.6019701084110931,0.7225306319046022,160
20260831,6,high_effect,0.3834278080473965,0.865003894776271,0.9631521734577491,0.0,0.8,-0.6019701084110931,0.7225306319046021,160
20260831,7,low_effect,0.37177834161297624,-0.05236717220026793,0.8482910276264883,0.0,0.8,0.5301818922665552,0.7605874427080609,160
20260831,7,high_effect,0.37177834161297624,0.7959238554262205,0.8482910276264883,0.0,0.8,-0.5301818922665552,0.7605874427080609,160
20260831,8,low_effect,0.273174638430339,-0.2369706091582638,1.0202904951772056,0.0,0.8,0.6376815594857534,0.7789860192475079,160
20260831,8,high_effect,0.273174638430339,0.7833198860189419,1.0202904951772056,0.0,0.8,-0.6376815594857534,0.7789860192475078,160
20260831,9,low_effect,0.25970233799227666,-0.29758062394604284,1.114565923876639,0.0,0.8,0.6966037024228994,0.7578622770788004,160
20260831,9,high_effect,0.25970233799227666,0.8169852999305962,1.114565923876639,0.0,0.8,-0.6966037024228994,0.7578622770788006,160
20260831,10,low_effect,0.4963350306124702,0.013580228894658264,0.9655096034356239,0.0,0.8,0.6034435021472648,0.6225596756847662,160
20260831,10,high_effect,0.4963350306124702,0.9790898323302821,0.9655096034356239,0.0,0.8,-0.6034435021472648,0.6225596756847661,160
20260831,11,low_effect,0.48892136141216863,0.03733107766999849,0.9031805674843403,0.0,0.8,0.5644878546777127,0.646243148646559,160
20260831,11,high_effect,0.48892136141216863,0.9405116451543387,0.9031805674843403,0.0,0.8,-0.5644878546777126,0.646243148646559,160
20260831,12,low_effect,0.2606988591500352,-0.20573594593597772,0.9328696101720259,0.0,0.8,0.5830435063575161,0.80965780192783,160
20260831,12,high_effect,0.2606988591500352,0.7271336642360482,0.9328696101720259,0.0,0.8,-0.5830435063575162,0.80965780192783,160
