scope,dataset,model,seed,problem_type,n_test,trivial_loss_recomputed,trivial_loss_stored,trivial_loss_mismatch,trivial_matches_tolerance
general,waveform-5000,catboost,2,classification,512,1.0985714006966874,1.0985714006966874,0.0,True
general,waveform-5000,tabicl_v2,0,classification,512,1.0985714006966874,1.0985714006966874,0.0,True
general,waveform-5000,tabicl_v2,1,classification,512,1.0985714006966874,1.0985714006966874,0.0,True
general,waveform-5000,tabicl_v2,2,classification,512,1.0985714006966874,1.0985714006966874,0.0,True
general,waveform-5000,tabpfn_2_6,0,classification,512,1.0985714006966874,1.0985714006966874,0.0,True
general,waveform-5000,tabpfn_2_6,1,classification,512,1.0985714006966874,1.0985714006966874,0.0,True
general,waveform-5000,tabpfn_2_6,2,classification,512,1.0985714006966874,1.0985714006966874,0.0,True
general,JapaneseVowels,controlled_mlp,0,classification,512,2.170709159425451,2.170709159425451,0.0,True
general,JapaneseVowels,controlled_mlp,1,classification,512,2.170709159425451,2.170709159425451,0.0,True
general,JapaneseVowels,controlled_mlp,2,classification,512,2.170709159425451,2.170709159425451,0.0,True
general,JapaneseVowels,tabm_d,0,classification,512,2.170709159425451,2.170709159425451,0.0,True
general,JapaneseVowels,tabm_d,1,classification,512,2.170709159425451,2.170709159425451,0.0,True
general,JapaneseVowels,tabm_d,2,classification,512,2.170709159425451,2.170709159425451,0.0,True
general,JapaneseVowels,catboost,0,classification,512,2.170709159425451,2.170709159425451,0.0,True
general,JapaneseVowels,catboost,1,classification,512,2.170709159425451,2.170709159425451,0.0,True
general,JapaneseVowels,catboost,2,classification,512,2.170709159425451,2.170709159425451,0.0,True
general,JapaneseVowels,tabicl_v2,0,classification,512,2.170709159425451,2.170709159425451,0.0,True
general,JapaneseVowels,tabicl_v2,1,classification,512,2.170709159425451,2.170709159425451,0.0,True
general,JapaneseVowels,tabicl_v2,2,classification,512,2.170709159425451,2.170709159425451,0.0,True
general,JapaneseVowels,tabpfn_2_6,0,classification,512,2.170709159425451,2.170709159425451,0.0,True
general,JapaneseVowels,tabpfn_2_6,1,classification,512,2.170709159425451,2.170709159425451,0.0,True
general,JapaneseVowels,tabpfn_2_6,2,classification,512,2.170709159425451,2.170709159425451,0.0,True
general,ada_prior,controlled_mlp,0,classification,512,0.5601792272249806,0.5601792272249806,0.0,True
general,ada_prior,controlled_mlp,1,classification,512,0.5601792272249806,0.5601792272249806,0.0,True
general,ada_prior,controlled_mlp,2,classification,512,0.5601792272249806,0.5601792272249806,0.0,True
general,ada_prior,tabm_d,0,classification,512,0.5601792272249806,0.5601792272249806,0.0,True
general,ada_prior,tabm_d,1,classification,512,0.5601792272249806,0.5601792272249806,0.0,True
general,ada_prior,tabm_d,2,classification,512,0.5601792272249806,0.5601792272249806,0.0,True
general,ada_prior,catboost,0,classification,512,0.5601792272249806,0.5601792272249806,0.0,True
general,ada_prior,catboost,1,classification,512,0.5601792272249806,0.5601792272249806,0.0,True
general,ada_prior,catboost,2,classification,512,0.5601792272249806,0.5601792272249806,0.0,True
general,ada_prior,tabicl_v2,0,classification,512,0.5601792272249806,0.5601792272249806,0.0,True
general,ada_prior,tabicl_v2,1,classification,512,0.5601792272249806,0.5601792272249806,0.0,True
general,ada_prior,tabicl_v2,2,classification,512,0.5601792272249806,0.5601792272249806,0.0,True
general,ada_prior,tabpfn_2_6,0,classification,512,0.5601792272249806,0.5601792272249806,0.0,True
general,ada_prior,tabpfn_2_6,1,classification,512,0.5601792272249806,0.5601792272249806,0.0,True
general,ada_prior,tabpfn_2_6,2,classification,512,0.5601792272249806,0.5601792272249806,0.0,True
general,eye_movements,controlled_mlp,0,classification,512,1.085336496348905,1.085336496348905,0.0,True
general,eye_movements,controlled_mlp,1,classification,512,1.085336496348905,1.085336496348905,0.0,True
general,eye_movements,controlled_mlp,2,classification,512,1.085336496348905,1.085336496348905,0.0,True
general,eye_movements,tabm_d,0,classification,512,1.085336496348905,1.085336496348905,0.0,True
general,eye_movements,tabm_d,1,classification,512,1.085336496348905,1.085336496348905,0.0,True
general,eye_movements,tabm_d,2,classification,512,1.085336496348905,1.085336496348905,0.0,True
general,eye_movements,catboost,0,classification,512,1.085336496348905,1.085336496348905,0.0,True
general,eye_movements,catboost,1,classification,512,1.085336496348905,1.085336496348905,0.0,True
general,eye_movements,catboost,2,classification,512,1.085336496348905,1.085336496348905,0.0,True
general,eye_movements,tabicl_v2,0,classification,512,1.085336496348905,1.085336496348905,0.0,True
general,eye_movements,tabicl_v2,1,classification,512,1.085336496348905,1.085336496348905,0.0,True
general,eye_movements,tabicl_v2,2,classification,512,1.085336496348905,1.085336496348905,0.0,True
general,eye_movements,tabpfn_2_6,0,classification,512,1.085336496348905,1.085336496348905,0.0,True
general,eye_movements,tabpfn_2_6,1,classification,512,1.085336496348905,1.085336496348905,0.0,True
general,eye_movements,tabpfn_2_6,2,classification,512,1.085336496348905,1.085336496348905,0.0,True
general,mozilla4,controlled_mlp,0,classification,512,0.6328428307500614,0.6328428307500614,0.0,True
general,mozilla4,controlled_mlp,1,classification,512,0.6328428307500614,0.6328428307500614,0.0,True
general,mozilla4,controlled_mlp,2,classification,512,0.6328428307500614,0.6328428307500614,0.0,True
general,mozilla4,tabm_d,0,classification,512,0.6328428307500614,0.6328428307500614,0.0,True
general,mozilla4,tabm_d,1,classification,512,0.6328428307500614,0.6328428307500614,0.0,True
general,mozilla4,tabm_d,2,classification,512,0.6328428307500614,0.6328428307500614,0.0,True
general,mozilla4,catboost,0,classification,512,0.6328428307500614,0.6328428307500614,0.0,True
general,mozilla4,catboost,1,classification,512,0.6328428307500614,0.6328428307500614,0.0,True
general,mozilla4,catboost,2,classification,512,0.6328428307500614,0.6328428307500614,0.0,True
general,mozilla4,tabicl_v2,0,classification,512,0.6328428307500614,0.6328428307500614,0.0,True
general,mozilla4,tabicl_v2,1,classification,512,0.6328428307500614,0.6328428307500614,0.0,True
general,mozilla4,tabicl_v2,2,classification,512,0.6328428307500614,0.6328428307500614,0.0,True
general,mozilla4,tabpfn_2_6,0,classification,512,0.6328428307500614,0.6328428307500614,0.0,True
general,mozilla4,tabpfn_2_6,1,classification,512,0.6328428307500614,0.6328428307500614,0.0,True
general,mozilla4,tabpfn_2_6,2,classification,512,0.6328428307500614,0.6328428307500614,0.0,True
general,2dplanes,controlled_mlp,0,regression,512,4.3739142822513895,4.3739142822513895,0.0,True
general,2dplanes,controlled_mlp,1,regression,512,4.3739142822513895,4.3739142822513895,0.0,True
general,2dplanes,controlled_mlp,2,regression,512,4.3739142822513895,4.3739142822513895,0.0,True
general,2dplanes,tabm_d,0,regression,512,4.3739142822513895,4.3739142822513895,0.0,True
general,2dplanes,tabm_d,1,regression,512,4.3739142822513895,4.3739142822513895,0.0,True
general,2dplanes,tabm_d,2,regression,512,4.3739142822513895,4.3739142822513895,0.0,True
general,2dplanes,catboost,0,regression,512,4.3739142822513895,4.3739142822513895,0.0,True
general,2dplanes,catboost,1,regression,512,4.3739142822513895,4.3739142822513895,0.0,True
general,2dplanes,catboost,2,regression,512,4.3739142822513895,4.3739142822513895,0.0,True
general,2dplanes,tabicl_v2,0,regression,512,4.3739142822513895,4.3739142822513895,0.0,True
general,2dplanes,tabicl_v2,1,regression,512,4.3739142822513895,4.3739142822513895,0.0,True
general,2dplanes,tabicl_v2,2,regression,512,4.3739142822513895,4.3739142822513895,0.0,True
general,2dplanes,tabpfn_2_6,0,regression,512,4.3739142822513895,4.3739142822513895,0.0,True
general,2dplanes,tabpfn_2_6,1,regression,512,4.3739142822513895,4.3739142822513895,0.0,True
general,2dplanes,tabpfn_2_6,2,regression,512,4.3739142822513895,4.3739142822513895,0.0,True
general,puma8NH,controlled_mlp,0,regression,512,5.843013733789818,5.843013733789818,0.0,True
general,puma8NH,controlled_mlp,1,regression,512,5.843013733789818,5.843013733789818,0.0,True
general,puma8NH,controlled_mlp,2,regression,512,5.843013733789818,5.843013733789818,0.0,True
general,puma8NH,tabm_d,0,regression,512,5.843013733789818,5.843013733789818,0.0,True
general,puma8NH,tabm_d,1,regression,512,5.843013733789818,5.843013733789818,0.0,True
general,puma8NH,tabm_d,2,regression,512,5.843013733789818,5.843013733789818,0.0,True
general,puma8NH,catboost,0,regression,512,5.843013733789818,5.843013733789818,0.0,True
general,puma8NH,catboost,1,regression,512,5.843013733789818,5.843013733789818,0.0,True
general,puma8NH,catboost,2,regression,512,5.843013733789818,5.843013733789818,0.0,True
general,puma8NH,tabicl_v2,0,regression,512,5.843013733789818,5.843013733789818,0.0,True
general,puma8NH,tabicl_v2,1,regression,512,5.843013733789818,5.843013733789818,0.0,True
general,puma8NH,tabicl_v2,2,regression,512,5.843013733789818,5.843013733789818,0.0,True
general,puma8NH,tabpfn_2_6,0,regression,512,5.843013733789818,5.843013733789818,0.0,True
general,puma8NH,tabpfn_2_6,1,regression,512,5.843013733789818,5.843013733789818,0.0,True
general,puma8NH,tabpfn_2_6,2,regression,512,5.843013733789818,5.843013733789818,0.0,True
general,bank32nh,controlled_mlp,0,regression,512,0.12041162161748488,0.12041162161748488,0.0,True
general,bank32nh,controlled_mlp,1,regression,512,0.12041162161748488,0.12041162161748488,0.0,True
general,bank32nh,controlled_mlp,2,regression,512,0.12041162161748488,0.12041162161748488,0.0,True
general,bank32nh,tabm_d,0,regression,512,0.12041162161748488,0.12041162161748488,0.0,True
general,bank32nh,tabm_d,1,regression,512,0.12041162161748488,0.12041162161748488,0.0,True
general,bank32nh,tabm_d,2,regression,512,0.12041162161748488,0.12041162161748488,0.0,True
general,bank32nh,catboost,0,regression,512,0.12041162161748488,0.12041162161748488,0.0,True
general,bank32nh,catboost,1,regression,512,0.12041162161748488,0.12041162161748488,0.0,True
general,bank32nh,catboost,2,regression,512,0.12041162161748488,0.12041162161748488,0.0,True
general,bank32nh,tabicl_v2,0,regression,512,0.12041162161748488,0.12041162161748488,0.0,True
general,bank32nh,tabicl_v2,1,regression,512,0.12041162161748488,0.12041162161748488,0.0,True
general,bank32nh,tabicl_v2,2,regression,512,0.12041162161748488,0.12041162161748488,0.0,True
general,bank32nh,tabpfn_2_6,0,regression,512,0.12041162161748488,0.12041162161748488,0.0,True
general,bank32nh,tabpfn_2_6,1,regression,512,0.12041162161748488,0.12041162161748488,0.0,True
general,bank32nh,tabpfn_2_6,2,regression,512,0.12041162161748488,0.12041162161748488,0.0,True
general,OnlineNewsPopularity,controlled_mlp,0,regression,512,5264.751611011675,5264.751611011675,0.0,True
general,OnlineNewsPopularity,controlled_mlp,1,regression,512,5264.751611011675,5264.751611011675,0.0,True
general,OnlineNewsPopularity,controlled_mlp,2,regression,512,5264.751611011675,5264.751611011675,0.0,True
general,OnlineNewsPopularity,tabm_d,0,regression,512,5264.751611011675,5264.751611011675,0.0,True
general,OnlineNewsPopularity,tabm_d,1,regression,512,5264.751611011675,5264.751611011675,0.0,True
general,OnlineNewsPopularity,tabm_d,2,regression,512,5264.751611011675,5264.751611011675,0.0,True
general,OnlineNewsPopularity,catboost,0,regression,512,5264.751611011675,5264.751611011675,0.0,True
general,OnlineNewsPopularity,catboost,1,regression,512,5264.751611011675,5264.751611011675,0.0,True
general,OnlineNewsPopularity,catboost,2,regression,512,5264.751611011675,5264.751611011675,0.0,True
general,OnlineNewsPopularity,tabicl_v2,0,regression,512,5264.751611011675,5264.751611011675,0.0,True
general,OnlineNewsPopularity,tabicl_v2,1,regression,512,5264.751611011675,5264.751611011675,0.0,True
general,OnlineNewsPopularity,tabicl_v2,2,regression,512,5264.751611011675,5264.751611011675,0.0,True
general,OnlineNewsPopularity,tabpfn_2_6,0,regression,512,5264.751611011675,5264.751611011675,0.0,True
general,OnlineNewsPopularity,tabpfn_2_6,1,regression,512,5264.751611011675,5264.751611011675,0.0,True
general,OnlineNewsPopularity,tabpfn_2_6,2,regression,512,5264.751611011675,5264.751611011675,0.0,True
general,SoilKsatDB,controlled_mlp,0,regression,512,1148.7614652193272,1148.7614652193272,0.0,True
general,SoilKsatDB,controlled_mlp,1,regression,512,1148.7614652193272,1148.7614652193272,0.0,True
general,SoilKsatDB,controlled_mlp,2,regression,512,1148.7614652193272,1148.7614652193272,0.0,True
general,SoilKsatDB,tabm_d,0,regression,512,1148.7614652193272,1148.7614652193272,0.0,True
general,SoilKsatDB,tabm_d,1,regression,512,1148.7614652193272,1148.7614652193272,0.0,True
general,SoilKsatDB,tabm_d,2,regression,512,1148.7614652193272,1148.7614652193272,0.0,True
general,SoilKsatDB,catboost,0,regression,512,1148.7614652193272,1148.7614652193272,0.0,True
general,SoilKsatDB,catboost,1,regression,512,1148.7614652193272,1148.7614652193272,0.0,True
general,SoilKsatDB,catboost,2,regression,512,1148.7614652193272,1148.7614652193272,0.0,True
general,SoilKsatDB,tabicl_v2,0,regression,512,1148.7614652193272,1148.7614652193272,0.0,True
general,SoilKsatDB,tabicl_v2,1,regression,512,1148.7614652193272,1148.7614652193272,0.0,True
general,SoilKsatDB,tabicl_v2,2,regression,512,1148.7614652193272,1148.7614652193272,0.0,True
general,SoilKsatDB,tabpfn_2_6,0,regression,512,1148.7614652193272,1148.7614652193272,0.0,True
general,SoilKsatDB,tabpfn_2_6,1,regression,512,1148.7614652193272,1148.7614652193272,0.0,True
general,SoilKsatDB,tabpfn_2_6,2,regression,512,1148.7614652193272,1148.7614652193272,0.0,True
general,Brazilian_houses,controlled_mlp,0,regression,512,4729.547636266773,4729.547636266773,0.0,True
general,Brazilian_houses,controlled_mlp,1,regression,512,4729.547636266773,4729.547636266773,0.0,True
general,Brazilian_houses,controlled_mlp,2,regression,512,4729.547636266773,4729.547636266773,0.0,True
general,Brazilian_houses,tabm_d,0,regression,512,4729.547636266773,4729.547636266773,0.0,True
general,Brazilian_houses,tabm_d,1,regression,512,4729.547636266773,4729.547636266773,0.0,True
general,Brazilian_houses,tabm_d,2,regression,512,4729.547636266773,4729.547636266773,0.0,True
general,Brazilian_houses,catboost,0,regression,512,4729.547636266773,4729.547636266773,0.0,True
general,Brazilian_houses,catboost,1,regression,512,4729.547636266773,4729.547636266773,0.0,True
general,Brazilian_houses,catboost,2,regression,512,4729.547636266773,4729.547636266773,0.0,True
general,Brazilian_houses,tabicl_v2,0,regression,512,4729.547636266773,4729.547636266773,0.0,True
general,Brazilian_houses,tabicl_v2,1,regression,512,4729.547636266773,4729.547636266773,0.0,True
general,Brazilian_houses,tabicl_v2,2,regression,512,4729.547636266773,4729.547636266773,0.0,True
general,Brazilian_houses,tabpfn_2_6,0,regression,512,4729.547636266773,4729.547636266773,0.0,True
general,Brazilian_houses,tabpfn_2_6,1,regression,512,4729.547636266773,4729.547636266773,0.0,True
general,Brazilian_houses,tabpfn_2_6,2,regression,512,4729.547636266773,4729.547636266773,0.0,True
embedding,mfeat-fourier,controlled_mlp,0,classification,400,2.302596522337036,2.302596522337036,0.0,True
embedding,mfeat-fourier,controlled_mlp,1,classification,400,2.302596522337036,2.302596522337036,0.0,True
embedding,mfeat-fourier,controlled_mlp,2,classification,400,2.302596522337036,2.302596522337036,0.0,True
embedding,mfeat-fourier,tabm_d,0,classification,400,2.302596522337036,2.302596522337036,0.0,True
embedding,mfeat-fourier,tabm_d,1,classification,400,2.302596522337036,2.302596522337036,0.0,True
embedding,mfeat-fourier,tabm_d,2,classification,400,2.302596522337036,2.302596522337036,0.0,True
embedding,mfeat-fourier,resnet_tabular,0,classification,400,2.302596522337036,2.302596522337036,0.0,True
embedding,mfeat-fourier,resnet_tabular,1,classification,400,2.302596522337036,2.302596522337036,0.0,True
embedding,mfeat-fourier,resnet_tabular,2,classification,400,2.302596522337036,2.302596522337036,0.0,True
embedding,waveform-5000,controlled_mlp,0,classification,512,1.0985714006966874,1.0985714006966874,0.0,True
embedding,waveform-5000,controlled_mlp,1,classification,512,1.0985714006966874,1.0985714006966874,0.0,True
embedding,waveform-5000,controlled_mlp,2,classification,512,1.0985714006966874,1.0985714006966874,0.0,True
embedding,waveform-5000,tabm_d,0,classification,512,1.0985714006966874,1.0985714006966874,0.0,True
embedding,waveform-5000,tabm_d,1,classification,512,1.0985714006966874,1.0985714006966874,0.0,True
embedding,waveform-5000,tabm_d,2,classification,512,1.0985714006966874,1.0985714006966874,0.0,True
embedding,waveform-5000,resnet_tabular,0,classification,512,1.0985714006966874,1.0985714006966874,0.0,True
embedding,waveform-5000,resnet_tabular,1,classification,512,1.0985714006966874,1.0985714006966874,0.0,True
embedding,waveform-5000,resnet_tabular,2,classification,512,1.0985714006966874,1.0985714006966874,0.0,True
embedding,JapaneseVowels,controlled_mlp,0,classification,512,2.170709159425451,2.170709159425451,0.0,True
embedding,JapaneseVowels,controlled_mlp,1,classification,512,2.170709159425451,2.170709159425451,0.0,True
embedding,JapaneseVowels,controlled_mlp,2,classification,512,2.170709159425451,2.170709159425451,0.0,True
embedding,JapaneseVowels,tabm_d,0,classification,512,2.170709159425451,2.170709159425451,0.0,True
embedding,JapaneseVowels,tabm_d,1,classification,512,2.170709159425451,2.170709159425451,0.0,True
embedding,JapaneseVowels,tabm_d,2,classification,512,2.170709159425451,2.170709159425451,0.0,True
embedding,JapaneseVowels,resnet_tabular,0,classification,512,2.170709159425451,2.170709159425451,0.0,True
embedding,JapaneseVowels,resnet_tabular,1,classification,512,2.170709159425451,2.170709159425451,0.0,True
embedding,JapaneseVowels,resnet_tabular,2,classification,512,2.170709159425451,2.170709159425451,0.0,True
embedding,ada_prior,controlled_mlp,0,classification,512,0.5601792272249806,0.5601792272249806,0.0,True
embedding,ada_prior,controlled_mlp,1,classification,512,0.5601792272249806,0.5601792272249806,0.0,True
embedding,ada_prior,controlled_mlp,2,classification,512,0.5601792272249806,0.5601792272249806,0.0,True
embedding,ada_prior,tabm_d,0,classification,512,0.5601792272249806,0.5601792272249806,0.0,True
embedding,ada_prior,tabm_d,1,classification,512,0.5601792272249806,0.5601792272249806,0.0,True
embedding,ada_prior,tabm_d,2,classification,512,0.5601792272249806,0.5601792272249806,0.0,True
embedding,ada_prior,resnet_tabular,0,classification,512,0.5601792272249806,0.5601792272249806,0.0,True
embedding,ada_prior,resnet_tabular,1,classification,512,0.5601792272249806,0.5601792272249806,0.0,True
embedding,ada_prior,resnet_tabular,2,classification,512,0.5601792272249806,0.5601792272249806,0.0,True
embedding,eye_movements,controlled_mlp,0,classification,512,1.085336496348905,1.085336496348905,0.0,True
embedding,eye_movements,controlled_mlp,1,classification,512,1.085336496348905,1.085336496348905,0.0,True
embedding,eye_movements,controlled_mlp,2,classification,512,1.085336496348905,1.085336496348905,0.0,True
embedding,eye_movements,tabm_d,0,classification,512,1.085336496348905,1.085336496348905,0.0,True
embedding,eye_movements,tabm_d,1,classification,512,1.085336496348905,1.085336496348905,0.0,True
embedding,eye_movements,tabm_d,2,classification,512,1.085336496348905,1.085336496348905,0.0,True
embedding,eye_movements,resnet_tabular,0,classification,512,1.085336496348905,1.085336496348905,0.0,True
embedding,eye_movements,resnet_tabular,1,classification,512,1.085336496348905,1.085336496348905,0.0,True
embedding,eye_movements,resnet_tabular,2,classification,512,1.085336496348905,1.085336496348905,0.0,True
embedding,mozilla4,controlled_mlp,0,classification,512,0.6328428307500614,0.6328428307500614,0.0,True
embedding,mozilla4,controlled_mlp,1,classification,512,0.6328428307500614,0.6328428307500614,0.0,True
embedding,mozilla4,controlled_mlp,2,classification,512,0.6328428307500614,0.6328428307500614,0.0,True
embedding,mozilla4,tabm_d,0,classification,512,0.6328428307500614,0.6328428307500614,0.0,True
embedding,mozilla4,tabm_d,1,classification,512,0.6328428307500614,0.6328428307500614,0.0,True
embedding,mozilla4,tabm_d,2,classification,512,0.6328428307500614,0.6328428307500614,0.0,True
embedding,mozilla4,resnet_tabular,0,classification,512,0.6328428307500614,0.6328428307500614,0.0,True
embedding,mozilla4,resnet_tabular,1,classification,512,0.6328428307500614,0.6328428307500614,0.0,True
embedding,mozilla4,resnet_tabular,2,classification,512,0.6328428307500614,0.6328428307500614,0.0,True
embedding,2dplanes,controlled_mlp,0,regression,512,4.3739142822513895,4.3739142822513895,0.0,True
embedding,2dplanes,controlled_mlp,1,regression,512,4.3739142822513895,4.3739142822513895,0.0,True
embedding,2dplanes,controlled_mlp,2,regression,512,4.3739142822513895,4.3739142822513895,0.0,True
embedding,2dplanes,tabm_d,0,regression,512,4.3739142822513895,4.3739142822513895,0.0,True
embedding,2dplanes,tabm_d,1,regression,512,4.3739142822513895,4.3739142822513895,0.0,True
embedding,2dplanes,tabm_d,2,regression,512,4.3739142822513895,4.3739142822513895,0.0,True
embedding,2dplanes,resnet_tabular,0,regression,512,4.3739142822513895,4.3739142822513895,0.0,True
embedding,2dplanes,resnet_tabular,1,regression,512,4.3739142822513895,4.3739142822513895,0.0,True
embedding,2dplanes,resnet_tabular,2,regression,512,4.3739142822513895,4.3739142822513895,0.0,True
embedding,puma8NH,controlled_mlp,0,regression,512,5.843013733789818,5.843013733789818,0.0,True
embedding,puma8NH,controlled_mlp,1,regression,512,5.843013733789818,5.843013733789818,0.0,True
embedding,puma8NH,controlled_mlp,2,regression,512,5.843013733789818,5.843013733789818,0.0,True
embedding,puma8NH,tabm_d,0,regression,512,5.843013733789818,5.843013733789818,0.0,True
embedding,puma8NH,tabm_d,1,regression,512,5.843013733789818,5.843013733789818,0.0,True
embedding,puma8NH,tabm_d,2,regression,512,5.843013733789818,5.843013733789818,0.0,True
embedding,puma8NH,resnet_tabular,0,regression,512,5.843013733789818,5.843013733789818,0.0,True
embedding,puma8NH,resnet_tabular,1,regression,512,5.843013733789818,5.843013733789818,0.0,True
embedding,puma8NH,resnet_tabular,2,regression,512,5.843013733789818,5.843013733789818,0.0,True
embedding,bank32nh,controlled_mlp,0,regression,512,0.12041162161748488,0.12041162161748488,0.0,True
embedding,bank32nh,controlled_mlp,1,regression,512,0.12041162161748488,0.12041162161748488,0.0,True
embedding,bank32nh,controlled_mlp,2,regression,512,0.12041162161748488,0.12041162161748488,0.0,True
embedding,bank32nh,tabm_d,0,regression,512,0.12041162161748488,0.12041162161748488,0.0,True
embedding,bank32nh,tabm_d,1,regression,512,0.12041162161748488,0.12041162161748488,0.0,True
embedding,bank32nh,tabm_d,2,regression,512,0.12041162161748488,0.12041162161748488,0.0,True
embedding,bank32nh,resnet_tabular,0,regression,512,0.12041162161748488,0.12041162161748488,0.0,True
embedding,bank32nh,resnet_tabular,1,regression,512,0.12041162161748488,0.12041162161748488,0.0,True
embedding,bank32nh,resnet_tabular,2,regression,512,0.12041162161748488,0.12041162161748488,0.0,True
embedding,OnlineNewsPopularity,controlled_mlp,0,regression,512,5264.751611011675,5264.751611011675,0.0,True
embedding,OnlineNewsPopularity,controlled_mlp,1,regression,512,5264.751611011675,5264.751611011675,0.0,True
embedding,OnlineNewsPopularity,controlled_mlp,2,regression,512,5264.751611011675,5264.751611011675,0.0,True
embedding,OnlineNewsPopularity,tabm_d,0,regression,512,5264.751611011675,5264.751611011675,0.0,True
embedding,OnlineNewsPopularity,tabm_d,1,regression,512,5264.751611011675,5264.751611011675,0.0,True
embedding,OnlineNewsPopularity,tabm_d,2,regression,512,5264.751611011675,5264.751611011675,0.0,True
embedding,OnlineNewsPopularity,resnet_tabular,0,regression,512,5264.751611011675,5264.751611011675,0.0,True
embedding,OnlineNewsPopularity,resnet_tabular,1,regression,512,5264.751611011675,5264.751611011675,0.0,True
embedding,OnlineNewsPopularity,resnet_tabular,2,regression,512,5264.751611011675,5264.751611011675,0.0,True
embedding,SoilKsatDB,controlled_mlp,0,regression,512,1148.7614652193272,1148.7614652193272,0.0,True
embedding,SoilKsatDB,controlled_mlp,1,regression,512,1148.7614652193272,1148.7614652193272,0.0,True
embedding,SoilKsatDB,controlled_mlp,2,regression,512,1148.7614652193272,1148.7614652193272,0.0,True
embedding,SoilKsatDB,tabm_d,0,regression,512,1148.7614652193272,1148.7614652193272,0.0,True
embedding,SoilKsatDB,tabm_d,1,regression,512,1148.7614652193272,1148.7614652193272,0.0,True
embedding,SoilKsatDB,tabm_d,2,regression,512,1148.7614652193272,1148.7614652193272,0.0,True
embedding,SoilKsatDB,resnet_tabular,0,regression,512,1148.7614652193272,1148.7614652193272,0.0,True
embedding,SoilKsatDB,resnet_tabular,1,regression,512,1148.7614652193272,1148.7614652193272,0.0,True
embedding,SoilKsatDB,resnet_tabular,2,regression,512,1148.7614652193272,1148.7614652193272,0.0,True
embedding,Brazilian_houses,controlled_mlp,0,regression,512,4729.547636266773,4729.547636266773,0.0,True
embedding,Brazilian_houses,controlled_mlp,1,regression,512,4729.547636266773,4729.547636266773,0.0,True
embedding,Brazilian_houses,controlled_mlp,2,regression,512,4729.547636266773,4729.547636266773,0.0,True
embedding,Brazilian_houses,tabm_d,0,regression,512,4729.547636266773,4729.547636266773,0.0,True
embedding,Brazilian_houses,tabm_d,1,regression,512,4729.547636266773,4729.547636266773,0.0,True
embedding,Brazilian_houses,tabm_d,2,regression,512,4729.547636266773,4729.547636266773,0.0,True
embedding,Brazilian_houses,resnet_tabular,0,regression,512,4729.547636266773,4729.547636266773,0.0,True
embedding,Brazilian_houses,resnet_tabular,1,regression,512,4729.547636266773,4729.547636266773,0.0,True
embedding,Brazilian_houses,resnet_tabular,2,regression,512,4729.547636266773,4729.547636266773,0.0,True
