record_type,dataset,model,method,seed,problem_type,L_raw,L_method,L_trivial,numerator,raw_headroom,denominator_used,C_recomputed,reported_raw_loss,reported_method_loss,reported_C,denominator_clipped,aggregation_semantics
seed,Brazilian_houses,tabm_d,PureGram,1.0,regression,2320.516449826237,2272.861516135993,4729.547636266773,-47.65493369024398,2409.031186440536,2409.031186440536,-0.019781783630894594,2320.516449826237,2272.861516135993,-0.019781783630894594,False,per-seed
seed,Brazilian_houses,tabm_d,PureGram,2.0,regression,2258.178948355299,2259.6728911604846,4729.547636266773,1.4939428051857249,2471.3686879114744,2471.3686879114744,0.0006045001753454435,2258.178948355299,2259.6728911604846,0.0006045001753454435,False,per-seed
aggregated_report,Brazilian_houses,tabm_d,Raw+Gram@0.75,,regression,2320.516449826237,2226.989072250113,4729.547636266773,-93.52737757612385,2409.031186440536,2409.031186440536,-0.05389226512159153,2320.516449826237,2226.989072250113,-0.0538922651215915,False,"independent medians of raw loss, method loss, and per-seed C"
seed,Brazilian_houses,tabm_d,Raw+Gram@0.75,0.0,regression,2475.5015976503278,2317.0589131195866,4729.547636266773,-158.4426845307412,2254.0460386164455,2254.0460386164455,-0.07029256803822641,2475.5015976503278,2317.0589131195866,-0.07029256803822641,False,per-seed
seed,Brazilian_houses,tabm_d,Raw+Gram@0.75,1.0,regression,2320.516449826237,2190.6883024404015,4729.547636266773,-129.82814738583556,2409.031186440536,2409.031186440536,-0.05389226512159153,2320.516449826237,2190.6883024404015,-0.05389226512159153,False,per-seed
seed,Brazilian_houses,tabm_d,Raw+Gram@0.75,2.0,regression,2258.178948355299,2226.989072250113,4729.547636266773,-31.189876105185704,2471.3686879114744,2471.3686879114744,-0.012620486881519857,2258.178948355299,2226.989072250113,-0.012620486881519857,False,per-seed
aggregated_report,Brazilian_houses,tabm_d,SafeGram-t01,,regression,2320.516449826237,2226.989072250113,4729.547636266773,-93.52737757612385,2409.031186440536,2409.031186440536,-0.05389226512159153,2320.516449826237,2226.989072250113,-0.0538922651215915,False,"independent medians of raw loss, method loss, and per-seed C"
seed,Brazilian_houses,tabm_d,SafeGram-t01,0.0,regression,2475.5015976503278,2317.0589131195866,4729.547636266773,-158.4426845307412,2254.0460386164455,2254.0460386164455,-0.07029256803822641,2475.5015976503278,2317.0589131195866,-0.07029256803822641,False,per-seed
seed,Brazilian_houses,tabm_d,SafeGram-t01,1.0,regression,2320.516449826237,2190.6883024404015,4729.547636266773,-129.82814738583556,2409.031186440536,2409.031186440536,-0.05389226512159153,2320.516449826237,2190.6883024404015,-0.05389226512159153,False,per-seed
seed,Brazilian_houses,tabm_d,SafeGram-t01,2.0,regression,2258.178948355299,2226.989072250113,4729.547636266773,-31.189876105185704,2471.3686879114744,2471.3686879114744,-0.012620486881519857,2258.178948355299,2226.989072250113,-0.012620486881519857,False,per-seed
aggregated_report,Brazilian_houses,tabm_d,SafeRankGram-t01,,regression,2320.516449826237,2052.9182772980216,4729.547636266773,-267.5981725282154,2409.031186440536,2409.031186440536,-0.08305546317766967,2320.516449826237,2052.9182772980216,-0.0830554631776696,False,"independent medians of raw loss, method loss, and per-seed C"
seed,Brazilian_houses,tabm_d,SafeRankGram-t01,0.0,regression,2475.5015976503278,2028.4285282479918,4729.547636266773,-447.07306940233593,2254.0460386164455,2254.0460386164455,-0.1983424747068403,2475.5015976503278,2028.4285282479918,-0.1983424747068403,False,per-seed
seed,Brazilian_houses,tabm_d,SafeRankGram-t01,1.0,regression,2320.516449826237,2190.5382704758053,4729.547636266773,-129.97817935043167,2409.031186440536,2409.031186440536,-0.0539545440847866,2320.516449826237,2190.5382704758053,-0.0539545440847866,False,per-seed
seed,Brazilian_houses,tabm_d,SafeRankGram-t01,2.0,regression,2258.178948355299,2052.9182772980216,4729.547636266773,-205.26067105727725,2471.3686879114744,2471.3686879114744,-0.08305546317766967,2258.178948355299,2052.9182772980216,-0.08305546317766967,False,per-seed
aggregated_report,Brazilian_houses,tabpfn_2_6,BlockGuard-Greedy-t01,,regression,746.8160385624719,743.6991930931237,4729.547636266773,-3.116845469348277,3982.7315977043013,3982.7315977043013,-0.005308566448072117,746.8160385624719,743.6991930931237,-0.0053085664480721,False,"independent medians of raw loss, method loss, and per-seed C"
seed,Brazilian_houses,tabpfn_2_6,BlockGuard-Greedy-t01,0.0,regression,689.7950120352451,668.3497167957383,4729.547636266773,-21.445295239506777,4039.752624231528,4039.752624231528,-0.005308566448072117,689.7950120352451,668.3497167957383,-0.005308566448072117,False,per-seed
seed,Brazilian_houses,tabpfn_2_6,BlockGuard-Greedy-t01,1.0,regression,746.8160385624719,854.0212751724011,4729.547636266773,107.20523660992922,3982.7315977043013,3982.7315977043013,0.026917514770948593,746.8160385624719,854.0212751724011,0.026917514770948593,False,per-seed
seed,Brazilian_houses,tabpfn_2_6,BlockGuard-Greedy-t01,2.0,regression,812.4923192421743,743.6991930931237,4729.547636266773,-68.79312614905064,3917.055317024599,3917.055317024599,-0.01756245970028986,812.4923192421743,743.6991930931237,-0.01756245970028986,False,per-seed
aggregated_report,Brazilian_houses,tabpfn_2_6,GuardedGram-G2-g0p0-t01,,regression,746.8160385624719,756.1258699252595,4729.547636266773,9.309831362787577,3982.7315977043013,3982.7315977043013,0.002910751054383045,746.8160385624719,756.1258699252595,0.002910751054383,False,"independent medians of raw loss, method loss, and per-seed C"
seed,Brazilian_houses,tabpfn_2_6,GuardedGram-G2-g0p0-t01,0.0,regression,689.7950120352451,701.5537262456737,4729.547636266773,11.758714210428593,4039.752624231528,4039.752624231528,0.002910751054383045,689.7950120352451,701.5537262456737,0.002910751054383045,False,per-seed
seed,Brazilian_houses,tabpfn_2_6,GuardedGram-G2-g0p0-t01,1.0,regression,746.8160385624719,820.8713802197284,4729.547636266773,74.05534165725646,3982.7315977043013,3982.7315977043013,0.018594108048843396,746.8160385624719,820.8713802197284,0.018594108048843396,False,per-seed
seed,Brazilian_houses,tabpfn_2_6,GuardedGram-G2-g0p0-t01,2.0,regression,812.4923192421743,756.1258699252595,4729.547636266773,-56.36644931691478,3917.055317024599,3917.055317024599,-0.01439000594960472,812.4923192421743,756.1258699252595,-0.01439000594960472,False,per-seed
aggregated_report,Brazilian_houses,tabpfn_2_6,PureGram,,regression,746.8160385624719,757.3049053184997,4729.547636266773,10.488866756027733,3982.7315977043013,3982.7315977043013,0.016711392890325007,746.8160385624719,757.3049053184997,0.016711392890325,False,"independent medians of raw loss, method loss, and per-seed C"
seed,Brazilian_houses,tabpfn_2_6,PureGram,0.0,regression,689.7950120352451,757.3049053184997,4729.547636266773,67.50989328325454,4039.752624231528,4039.752624231528,0.016711392890325007,689.7950120352451,757.3049053184997,0.016711392890325007,False,per-seed
seed,Brazilian_houses,tabpfn_2_6,PureGram,1.0,regression,746.8160385624719,854.0212751724011,4729.547636266773,107.20523660992922,3982.7315977043013,3982.7315977043013,0.026917514770948593,746.8160385624719,854.0212751724011,0.026917514770948593,False,per-seed
seed,Brazilian_houses,tabpfn_2_6,PureGram,2.0,regression,812.4923192421743,743.6991930931237,4729.547636266773,-68.79312614905064,3917.055317024599,3917.055317024599,-0.01756245970028986,812.4923192421743,743.6991930931237,-0.01756245970028986,False,per-seed
aggregated_report,Brazilian_houses,tabpfn_2_6,Raw+Gram@0.75,,regression,746.8160385624719,756.1258699252595,4729.547636266773,9.309831362787577,3982.7315977043013,3982.7315977043013,0.011324605341254302,746.8160385624719,756.1258699252595,0.0113246053412543,False,"independent medians of raw loss, method loss, and per-seed C"
seed,Brazilian_houses,tabpfn_2_6,Raw+Gram@0.75,0.0,regression,689.7950120352451,735.5436161809636,4729.547636266773,45.748604145718446,4039.752624231528,4039.752624231528,0.011324605341254302,689.7950120352451,735.5436161809636,0.011324605341254302,False,per-seed
seed,Brazilian_houses,tabpfn_2_6,Raw+Gram@0.75,1.0,regression,746.8160385624719,820.8713802197284,4729.547636266773,74.05534165725646,3982.7315977043013,3982.7315977043013,0.018594108048843396,746.8160385624719,820.8713802197284,0.018594108048843396,False,per-seed
seed,Brazilian_houses,tabpfn_2_6,Raw+Gram@0.75,2.0,regression,812.4923192421743,756.1258699252595,4729.547636266773,-56.36644931691478,3917.055317024599,3917.055317024599,-0.01439000594960472,812.4923192421743,756.1258699252595,-0.01439000594960472,False,per-seed
aggregated_report,Brazilian_houses,tabpfn_2_6,SafeGram-t01,,regression,746.8160385624719,743.6991930931237,4729.547636266773,-3.116845469348277,3982.7315977043013,3982.7315977043013,0.002910751054383045,746.8160385624719,743.6991930931237,0.002910751054383,False,"independent medians of raw loss, method loss, and per-seed C"
seed,Brazilian_houses,tabpfn_2_6,SafeGram-t01,0.0,regression,689.7950120352451,701.5537262456737,4729.547636266773,11.758714210428593,4039.752624231528,4039.752624231528,0.002910751054383045,689.7950120352451,701.5537262456737,0.002910751054383045,False,per-seed
seed,Brazilian_houses,tabpfn_2_6,SafeGram-t01,1.0,regression,746.8160385624719,791.6560451593016,4729.547636266773,44.84000659682965,3982.7315977043013,3982.7315977043013,0.011258606184427799,746.8160385624719,791.6560451593016,0.011258606184427799,False,per-seed
seed,Brazilian_houses,tabpfn_2_6,SafeGram-t01,2.0,regression,812.4923192421743,743.6991930931237,4729.547636266773,-68.79312614905064,3917.055317024599,3917.055317024599,-0.01756245970028986,812.4923192421743,743.6991930931237,-0.01756245970028986,False,per-seed
aggregated_report,Brazilian_houses,tabpfn_2_6,SafeRankGram-t01,,regression,746.8160385624719,695.7183869990724,4729.547636266773,-51.097651563399495,3982.7315977043013,3982.7315977043013,-0.016334334000054025,746.8160385624719,695.7183869990724,-0.016334334000054,False,"independent medians of raw loss, method loss, and per-seed C"
seed,Brazilian_houses,tabpfn_2_6,SafeRankGram-t01,0.0,regression,689.7950120352451,695.7183869990724,4729.547636266773,5.923374963827314,4039.752624231528,4039.752624231528,0.001466271703939818,689.7950120352451,695.7183869990724,0.001466271703939818,False,per-seed
seed,Brazilian_houses,tabpfn_2_6,SafeRankGram-t01,1.0,regression,746.8160385624719,681.7607704130011,4729.547636266773,-65.05526814947086,3982.7315977043013,3982.7315977043013,-0.016334334000054025,746.8160385624719,681.7607704130011,-0.016334334000054025,False,per-seed
seed,Brazilian_houses,tabpfn_2_6,SafeRankGram-t01,2.0,regression,812.4923192421743,737.3284968980423,4729.547636266773,-75.16382234413197,3917.055317024599,3917.055317024599,-0.019188859043539504,812.4923192421743,737.3284968980423,-0.019188859043539504,False,per-seed
aggregated_report,OnlineNewsPopularity,catboost,BlockGuard-Greedy-t01,,regression,5254.3235099848525,5254.073517473051,5264.751611011675,-0.24999251180179272,10.428101026822333,10.428101026822333,0.0,5254.3235099848525,5254.073517473051,0.0,False,"independent medians of raw loss, method loss, and per-seed C"
seed,OnlineNewsPopularity,catboost,BlockGuard-Greedy-t01,0.0,regression,5254.3235099848525,5254.3235099848525,5264.751611011675,0.0,10.428101026822333,10.428101026822333,0.0,5254.3235099848525,5254.3235099848525,0.0,False,per-seed
seed,OnlineNewsPopularity,catboost,BlockGuard-Greedy-t01,1.0,regression,5244.701418429609,5254.073517473051,5264.751611011675,9.372099043442176,20.050192582066302,20.050192582066302,0.4674318715434663,5244.701418429609,5254.073517473051,0.4674318715434663,False,per-seed
seed,OnlineNewsPopularity,catboost,BlockGuard-Greedy-t01,2.0,regression,5258.751483259394,5182.087209007452,5264.751611011675,-76.66427425194252,6.000127752280605,6.000127752280605,-12.77710699123081,5258.751483259394,5182.087209007452,-12.77710699123081,False,per-seed
aggregated_report,OnlineNewsPopularity,catboost,GuardedGram-G2-g0p0-t01,,regression,5254.3235099848525,5250.599878357612,5264.751611011675,-3.723631627240138,10.428101026822333,10.428101026822333,0.24694695217184615,5254.3235099848525,5250.599878357612,0.2469469521718461,False,"independent medians of raw loss, method loss, and per-seed C"
seed,OnlineNewsPopularity,catboost,GuardedGram-G2-g0p0-t01,0.0,regression,5254.3235099848525,5256.898697750366,5264.751611011675,2.575187765513874,10.428101026822333,10.428101026822333,0.24694695217184615,5254.3235099848525,5256.898697750366,0.24694695217184615,False,per-seed
seed,OnlineNewsPopularity,catboost,GuardedGram-G2-g0p0-t01,1.0,regression,5244.701418429609,5250.599878357612,5264.751611011675,5.898459928003831,20.050192582066302,20.050192582066302,0.2941847019105268,5244.701418429609,5250.599878357612,0.2941847019105268,False,per-seed
seed,OnlineNewsPopularity,catboost,GuardedGram-G2-g0p0-t01,2.0,regression,5258.751483259394,5248.375740545727,5264.751611011675,-10.375742713667023,6.000127752280605,6.000127752280605,-1.7292536329286121,5258.751483259394,5248.375740545727,-1.7292536329286121,False,per-seed
aggregated_report,OnlineNewsPopularity,catboost,PureGram,,regression,5254.3235099848525,5253.853217365155,5264.751611011675,-0.47029261969782965,10.428101026822333,10.428101026822333,0.4526652264905023,5254.3235099848525,5253.853217365155,0.4526652264905023,False,"independent medians of raw loss, method loss, and per-seed C"
seed,OnlineNewsPopularity,catboost,PureGram,0.0,regression,5254.3235099848525,5259.043948698025,5264.751611011675,4.720438713172371,10.428101026822333,10.428101026822333,0.4526652264905023,5254.3235099848525,5259.043948698025,0.4526652264905023,False,per-seed
seed,OnlineNewsPopularity,catboost,PureGram,1.0,regression,5244.701418429609,5253.853217365155,5264.751611011675,9.15179893554614,20.050192582066302,20.050192582066302,0.45644444052531824,5244.701418429609,5253.853217365155,0.45644444052531824,False,per-seed
seed,OnlineNewsPopularity,catboost,PureGram,2.0,regression,5258.751483259394,5246.887855304712,5264.751611011675,-11.86362795468267,6.000127752280605,6.000127752280605,-1.9772292265232838,5258.751483259394,5246.887855304712,-1.9772292265232838,False,per-seed
aggregated_report,OnlineNewsPopularity,catboost,Raw+Gram@0.75,,regression,5254.3235099848525,5250.599878357612,5264.751611011675,-3.723631627240138,10.428101026822333,10.428101026822333,0.24694695217184615,5254.3235099848525,5250.599878357612,0.2469469521718461,False,"independent medians of raw loss, method loss, and per-seed C"
seed,OnlineNewsPopularity,catboost,Raw+Gram@0.75,0.0,regression,5254.3235099848525,5256.898697750366,5264.751611011675,2.575187765513874,10.428101026822333,10.428101026822333,0.24694695217184615,5254.3235099848525,5256.898697750366,0.24694695217184615,False,per-seed
seed,OnlineNewsPopularity,catboost,Raw+Gram@0.75,1.0,regression,5244.701418429609,5250.599878357612,5264.751611011675,5.898459928003831,20.050192582066302,20.050192582066302,0.2941847019105268,5244.701418429609,5250.599878357612,0.2941847019105268,False,per-seed
seed,OnlineNewsPopularity,catboost,Raw+Gram@0.75,2.0,regression,5258.751483259394,5248.375740545727,5264.751611011675,-10.375742713667023,6.000127752280605,6.000127752280605,-1.7292536329286121,5258.751483259394,5248.375740545727,-1.7292536329286121,False,per-seed
aggregated_report,OnlineNewsPopularity,catboost,SafeGram-t01,,regression,5254.3235099848525,5250.8499943000015,5264.751611011675,-3.4735156848510087,10.428101026822333,10.428101026822333,0.0,5254.3235099848525,5250.8499943000015,0.0,False,"independent medians of raw loss, method loss, and per-seed C"
seed,OnlineNewsPopularity,catboost,SafeGram-t01,0.0,regression,5254.3235099848525,5254.3235099848525,5264.751611011675,0.0,10.428101026822333,10.428101026822333,0.0,5254.3235099848525,5254.3235099848525,0.0,False,per-seed
seed,OnlineNewsPopularity,catboost,SafeGram-t01,1.0,regression,5244.701418429609,5244.701418429609,5264.751611011675,0.0,20.050192582066302,20.050192582066302,0.0,5244.701418429609,5244.701418429609,0.0,False,per-seed
seed,OnlineNewsPopularity,catboost,SafeGram-t01,2.0,regression,5258.751483259394,5250.8499943000015,5264.751611011675,-7.901488959392736,6.000127752280605,6.000127752280605,-1.3168867873503922,5258.751483259394,5250.8499943000015,-1.3168867873503922,False,per-seed
aggregated_report,OnlineNewsPopularity,catboost,SafeRankGram-t01,,regression,5254.3235099848525,5254.3235099848525,5264.751611011675,0.0,10.428101026822333,10.428101026822333,0.0,5254.3235099848525,5254.3235099848525,0.0,False,"independent medians of raw loss, method loss, and per-seed C"
seed,OnlineNewsPopularity,catboost,SafeRankGram-t01,0.0,regression,5254.3235099848525,5254.3235099848525,5264.751611011675,0.0,10.428101026822333,10.428101026822333,0.0,5254.3235099848525,5254.3235099848525,0.0,False,per-seed
seed,OnlineNewsPopularity,catboost,SafeRankGram-t01,1.0,regression,5244.701418429609,5244.701418429609,5264.751611011675,0.0,20.050192582066302,20.050192582066302,0.0,5244.701418429609,5244.701418429609,0.0,False,per-seed
seed,OnlineNewsPopularity,catboost,SafeRankGram-t01,2.0,regression,5258.751483259394,5258.751483259394,5264.751611011675,0.0,6.000127752280605,6.000127752280605,0.0,5258.751483259394,5258.751483259394,0.0,False,per-seed
aggregated_report,OnlineNewsPopularity,controlled_mlp,BlockGuard-Greedy-t01,,regression,5161.020707519959,5396.224620335829,5264.751611011675,235.20391281587035,103.73090349171616,103.73090349171616,2.163545391795535,5161.020707519959,5396.224620335829,2.163545391795535,False,"independent medians of raw loss, method loss, and per-seed C"
seed,OnlineNewsPopularity,controlled_mlp,BlockGuard-Greedy-t01,0.0,regression,5151.758159917111,5396.224620335829,5264.751611011675,244.46646041871827,112.99345109456408,112.99345109456408,2.163545391795535,5151.758159917111,5396.224620335829,2.163545391795535,False,per-seed
seed,OnlineNewsPopularity,controlled_mlp,BlockGuard-Greedy-t01,1.0,regression,5161.020707519959,5420.184243158586,5264.751611011675,259.16353563862685,103.73090349171616,103.73090349171616,2.4984216555997065,5161.020707519959,5420.184243158586,2.4984216555997065,False,per-seed
seed,OnlineNewsPopularity,controlled_mlp,BlockGuard-Greedy-t01,2.0,regression,5199.40844623241,5189.85864905803,5264.751611011675,-9.549797174379819,65.34316477926495,65.34316477926495,-0.1461483723146849,5199.40844623241,5189.85864905803,-0.1461483723146849,False,per-seed
aggregated_report,OnlineNewsPopularity,controlled_mlp,GuardedGram-G2-g0p0-t01,,regression,5161.020707519959,5177.10244286607,5264.751611011675,16.0817353461116,103.73090349171616,103.73090349171616,0.0,5161.020707519959,5177.10244286607,0.0,False,"independent medians of raw loss, method loss, and per-seed C"
seed,OnlineNewsPopularity,controlled_mlp,GuardedGram-G2-g0p0-t01,0.0,regression,5151.758159917111,5151.758159917111,5264.751611011675,0.0,112.99345109456408,112.99345109456408,0.0,5151.758159917111,5151.758159917111,0.0,False,per-seed
seed,OnlineNewsPopularity,controlled_mlp,GuardedGram-G2-g0p0-t01,1.0,regression,5161.020707519959,5189.622192826875,5264.751611011675,28.601485306916402,103.73090349171616,103.73090349171616,0.27572771801028884,5161.020707519959,5189.622192826875,0.27572771801028884,False,per-seed
seed,OnlineNewsPopularity,controlled_mlp,GuardedGram-G2-g0p0-t01,2.0,regression,5199.40844623241,5177.10244286607,5264.751611011675,-22.30600336633961,65.34316477926495,65.34316477926495,-0.34136704950994157,5199.40844623241,5177.10244286607,-0.34136704950994157,False,per-seed
aggregated_report,OnlineNewsPopularity,controlled_mlp,PureGram,,regression,5161.020707519959,5325.190997828433,5264.751611011675,164.17029030847425,103.73090349171616,103.73090349171616,1.9249534671442337,5161.020707519959,5325.190997828433,1.9249534671442337,False,"independent medians of raw loss, method loss, and per-seed C"
seed,OnlineNewsPopularity,controlled_mlp,PureGram,0.0,regression,5151.758159917111,5299.747253193653,5264.751611011675,147.989093276542,112.99345109456408,112.99345109456408,1.3097138979558216,5151.758159917111,5299.747253193653,1.3097138979558216,False,per-seed
seed,OnlineNewsPopularity,controlled_mlp,PureGram,1.0,regression,5161.020707519959,5426.16537786971,5264.751611011675,265.1446703497513,103.73090349171616,103.73090349171616,2.5560817598674967,5161.020707519959,5426.16537786971,2.5560817598674967,False,per-seed
seed,OnlineNewsPopularity,controlled_mlp,PureGram,2.0,regression,5199.40844623241,5325.190997828433,5264.751611011675,125.78255159602304,65.34316477926495,65.34316477926495,1.9249534671442337,5199.40844623241,5325.190997828433,1.9249534671442337,False,per-seed
aggregated_report,OnlineNewsPopularity,controlled_mlp,Raw+Gram@0.75,,regression,5161.020707519959,5247.49388755485,5264.751611011675,86.4731800348909,103.73090349171616,103.73090349171616,0.8472679319938436,5161.020707519959,5247.49388755485,0.8472679319938436,False,"independent medians of raw loss, method loss, and per-seed C"
seed,OnlineNewsPopularity,controlled_mlp,Raw+Gram@0.75,0.0,regression,5151.758159917111,5247.49388755485,5264.751611011675,95.73572763773882,112.99345109456408,112.99345109456408,0.8472679319938436,5151.758159917111,5247.49388755485,0.8472679319938436,False,per-seed
seed,OnlineNewsPopularity,controlled_mlp,Raw+Gram@0.75,1.0,regression,5161.020707519959,5323.133145672038,5264.751611011675,162.11243815207945,103.73090349171616,103.73090349171616,1.562817180754871,5161.020707519959,5323.133145672038,1.562817180754871,False,per-seed
seed,OnlineNewsPopularity,controlled_mlp,Raw+Gram@0.75,2.0,regression,5199.40844623241,5230.361693072538,5264.751611011675,30.953246840128486,65.34316477926495,65.34316477926495,0.47370290289261807,5199.40844623241,5230.361693072538,0.47370290289261807,False,per-seed
aggregated_report,OnlineNewsPopularity,controlled_mlp,SafeGram-t01,,regression,5161.020707519959,5161.020707519959,5264.751611011675,0.0,103.73090349171616,103.73090349171616,0.0,5161.020707519959,5161.020707519959,0.0,False,"independent medians of raw loss, method loss, and per-seed C"
seed,OnlineNewsPopularity,controlled_mlp,SafeGram-t01,0.0,regression,5151.758159917111,5151.758159917111,5264.751611011675,0.0,112.99345109456408,112.99345109456408,0.0,5151.758159917111,5151.758159917111,0.0,False,per-seed
seed,OnlineNewsPopularity,controlled_mlp,SafeGram-t01,1.0,regression,5161.020707519959,5161.020707519959,5264.751611011675,0.0,103.73090349171616,103.73090349171616,0.0,5161.020707519959,5161.020707519959,0.0,False,per-seed
seed,OnlineNewsPopularity,controlled_mlp,SafeGram-t01,2.0,regression,5199.40844623241,5199.40844623241,5264.751611011675,0.0,65.34316477926495,65.34316477926495,0.0,5199.40844623241,5199.40844623241,0.0,False,per-seed
aggregated_report,OnlineNewsPopularity,controlled_mlp,SafeRankGram-t01,,regression,5161.020707519959,5161.020707519959,5264.751611011675,0.0,103.73090349171616,103.73090349171616,0.0,5161.020707519959,5161.020707519959,0.0,False,"independent medians of raw loss, method loss, and per-seed C"
seed,OnlineNewsPopularity,controlled_mlp,SafeRankGram-t01,0.0,regression,5151.758159917111,5151.758159917111,5264.751611011675,0.0,112.99345109456408,112.99345109456408,0.0,5151.758159917111,5151.758159917111,0.0,False,per-seed
seed,OnlineNewsPopularity,controlled_mlp,SafeRankGram-t01,1.0,regression,5161.020707519959,5161.020707519959,5264.751611011675,0.0,103.73090349171616,103.73090349171616,0.0,5161.020707519959,5161.020707519959,0.0,False,per-seed
seed,OnlineNewsPopularity,controlled_mlp,SafeRankGram-t01,2.0,regression,5199.40844623241,5199.40844623241,5264.751611011675,0.0,65.34316477926495,65.34316477926495,0.0,5199.40844623241,5199.40844623241,0.0,False,per-seed
aggregated_report,OnlineNewsPopularity,tabicl_v2,BlockGuard-Greedy-t01,,regression,5203.2604179528935,5194.308090018732,5264.751611011675,-8.952327934161076,61.49119305878139,61.49119305878139,-0.1455871562876209,5203.2604179528935,5194.308090018732,-0.1455871562876209,False,"independent medians of raw loss, method loss, and per-seed C"
seed,OnlineNewsPopularity,tabicl_v2,BlockGuard-Greedy-t01,0.0,regression,5203.2604179528935,5194.308090018732,5264.751611011675,-8.952327934161076,61.49119305878139,61.49119305878139,-0.1455871562876209,5203.2604179528935,5194.308090018732,-0.1455871562876209,False,per-seed
seed,OnlineNewsPopularity,tabicl_v2,BlockGuard-Greedy-t01,1.0,regression,5203.2604179528935,5194.308090018732,5264.751611011675,-8.952327934161076,61.49119305878139,61.49119305878139,-0.1455871562876209,5203.2604179528935,5194.308090018732,-0.1455871562876209,False,per-seed
seed,OnlineNewsPopularity,tabicl_v2,BlockGuard-Greedy-t01,2.0,regression,5203.2604179528935,5194.308090018732,5264.751611011675,-8.952327934161076,61.49119305878139,61.49119305878139,-0.1455871562876209,5203.2604179528935,5194.308090018732,-0.1455871562876209,False,per-seed
aggregated_report,OnlineNewsPopularity,tabicl_v2,GuardedGram-G2-g0p0-t01,,regression,5203.2604179528935,5203.2604179528935,5264.751611011675,0.0,61.49119305878139,61.49119305878139,0.0,5203.2604179528935,5203.2604179528935,0.0,False,"independent medians of raw loss, method loss, and per-seed C"
seed,OnlineNewsPopularity,tabicl_v2,GuardedGram-G2-g0p0-t01,0.0,regression,5203.2604179528935,5203.2604179528935,5264.751611011675,0.0,61.49119305878139,61.49119305878139,0.0,5203.2604179528935,5203.2604179528935,0.0,False,per-seed
seed,OnlineNewsPopularity,tabicl_v2,GuardedGram-G2-g0p0-t01,1.0,regression,5203.2604179528935,5203.2604179528935,5264.751611011675,0.0,61.49119305878139,61.49119305878139,0.0,5203.2604179528935,5203.2604179528935,0.0,False,per-seed
seed,OnlineNewsPopularity,tabicl_v2,GuardedGram-G2-g0p0-t01,2.0,regression,5203.2604179528935,5203.2604179528935,5264.751611011675,0.0,61.49119305878139,61.49119305878139,0.0,5203.2604179528935,5203.2604179528935,0.0,False,per-seed
aggregated_report,OnlineNewsPopularity,tabicl_v2,PureGram,,regression,5203.2604179528935,5480.1942526461935,5264.751611011675,276.9338346933,61.49119305878139,61.49119305878139,4.503634112751238,5203.2604179528935,5480.1942526461935,4.503634112751238,False,"independent medians of raw loss, method loss, and per-seed C"
seed,OnlineNewsPopularity,tabicl_v2,PureGram,0.0,regression,5203.2604179528935,5480.1942526461935,5264.751611011675,276.9338346933,61.49119305878139,61.49119305878139,4.503634112751238,5203.2604179528935,5480.1942526461935,4.503634112751238,False,per-seed
seed,OnlineNewsPopularity,tabicl_v2,PureGram,1.0,regression,5203.2604179528935,5480.1942526461935,5264.751611011675,276.9338346933,61.49119305878139,61.49119305878139,4.503634112751238,5203.2604179528935,5480.1942526461935,4.503634112751238,False,per-seed
seed,OnlineNewsPopularity,tabicl_v2,PureGram,2.0,regression,5203.2604179528935,5480.1942526461935,5264.751611011675,276.9338346933,61.49119305878139,61.49119305878139,4.503634112751238,5203.2604179528935,5480.1942526461935,4.503634112751238,False,per-seed
aggregated_report,OnlineNewsPopularity,tabicl_v2,Raw+Gram@0.75,,regression,5203.2604179528935,5354.421979026617,5264.751611011675,151.16156107372353,61.49119305878139,61.49119305878139,2.4582635911653785,5203.2604179528935,5354.421979026617,2.4582635911653785,False,"independent medians of raw loss, method loss, and per-seed C"
seed,OnlineNewsPopularity,tabicl_v2,Raw+Gram@0.75,0.0,regression,5203.2604179528935,5354.421979026617,5264.751611011675,151.16156107372353,61.49119305878139,61.49119305878139,2.4582635911653785,5203.2604179528935,5354.421979026617,2.4582635911653785,False,per-seed
seed,OnlineNewsPopularity,tabicl_v2,Raw+Gram@0.75,1.0,regression,5203.2604179528935,5354.421979026617,5264.751611011675,151.16156107372353,61.49119305878139,61.49119305878139,2.4582635911653785,5203.2604179528935,5354.421979026617,2.4582635911653785,False,per-seed
seed,OnlineNewsPopularity,tabicl_v2,Raw+Gram@0.75,2.0,regression,5203.2604179528935,5354.421979026617,5264.751611011675,151.16156107372353,61.49119305878139,61.49119305878139,2.4582635911653785,5203.2604179528935,5354.421979026617,2.4582635911653785,False,per-seed
aggregated_report,OnlineNewsPopularity,tabicl_v2,SafeGram-t01,,regression,5203.2604179528935,5203.2604179528935,5264.751611011675,0.0,61.49119305878139,61.49119305878139,0.0,5203.2604179528935,5203.2604179528935,0.0,False,"independent medians of raw loss, method loss, and per-seed C"
seed,OnlineNewsPopularity,tabicl_v2,SafeGram-t01,0.0,regression,5203.2604179528935,5203.2604179528935,5264.751611011675,0.0,61.49119305878139,61.49119305878139,0.0,5203.2604179528935,5203.2604179528935,0.0,False,per-seed
seed,OnlineNewsPopularity,tabicl_v2,SafeGram-t01,1.0,regression,5203.2604179528935,5203.2604179528935,5264.751611011675,0.0,61.49119305878139,61.49119305878139,0.0,5203.2604179528935,5203.2604179528935,0.0,False,per-seed
