scope,method,family,units,datasets,model_families,median_alpha,median_invariant_feature_fraction,p25_disagreement_reduction,median_disagreement_reduction,p75_disagreement_reduction,median_C,p90_C,p95_C,max_C,wins,ties,losses,fraction_C_lt_0,fraction_C_gt_0p01,fraction_C_gt_0p05,fallback_rate,mean_predictive_rank,inference_multiplier,minimum_seeds_per_unit,training_multiplier,parameter_multiplier,paper_score
embedding,Gram-after-RBF-k16 embedding,embedding_baseline,36,12,3,1.0,,1.0,1.0,1.0,-0.0015165341774989233,0.04362981432196916,0.052770260510687755,0.09050023382487948,22,0,14,0.5555555555555556,0.2777777777777778,0.05555555555555555,0.0,3.0,1.0,3,2.0,2.0,0.7906887508181778
embedding,GuardedGram-G2-after-RBF-k16,embedding_G2,36,12,3,0.75,,0.4375000029318835,0.75,0.7500000000510354,-0.014879570034488216,0.0009215682546608411,0.0017642761293988223,0.0035632696714541262,29,1,6,0.7777777777777778,0.0,0.0,0.1388888888888889,1.7638888888888888,2.0,3,2.0,2.0,0.7
embedding,Raw RBF-k16 embedding,embedding_baseline,36,12,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,36,0,0.0,0.0,0.0,1.0,3.1527777777777777,1.0,3,2.0,2.0,0.0
embedding,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,36,12,3,0.75,,0.7499999996089097,0.75,0.7500000006225703,-0.014879570034488216,0.016070609788882403,0.025178136093397082,0.038172006752745326,26,0,10,0.6944444444444444,0.1388888888888889,0.0,0.0,2.0833333333333335,2.0,3,2.0,2.0,0.6544655917198087
