scope,dataset,model,method,seed,problem_type,n_test,raw_loss_recomputed,raw_loss_stored,method_loss_recomputed,method_loss_stored,absolute_loss_mismatch,raw_loss_mismatch,method_loss_mismatch,loss_matches_tolerance
general,mfeat-fourier,controlled_mlp,Raw+Gram@0.5,2,classification,400,0.624761809712978,0.624761809712978,0.60067449991111,0.60067449991111,0.0,0.0,0.0,True
general,mfeat-fourier,controlled_mlp,Raw+Gram@0.75,2,classification,400,0.624761809712978,0.624761809712978,0.6274469604110556,0.6274469604110556,0.0,0.0,0.0,True
general,mfeat-fourier,controlled_mlp,PureGram,2,classification,400,0.624761809712978,0.624761809712978,0.7362267983764316,0.7362267983764316,0.0,0.0,0.0,True
general,mfeat-fourier,controlled_mlp,GuardedGram-G2-g0p0-t01,2,classification,400,0.624761809712978,0.624761809712978,0.6274469604110556,0.6274469604110556,0.0,0.0,0.0,True
general,mfeat-fourier,controlled_mlp,SafeGram-t01,2,classification,400,0.624761809712978,0.624761809712978,0.60067449991111,0.60067449991111,0.0,0.0,0.0,True
general,mfeat-fourier,controlled_mlp,SafeRankGram-t01,2,classification,400,0.624761809712978,0.624761809712978,0.6085736420997754,0.6085736420997754,0.0,0.0,0.0,True
general,mfeat-fourier,controlled_mlp,BlockGuard-Greedy-t01,2,classification,400,0.624761809712978,0.624761809712978,0.5545218376207037,0.5545218376207037,0.0,0.0,0.0,True
general,mfeat-fourier,tabm_d,Raw,0,classification,400,0.5036816895751923,0.5036816895751923,0.5036816895751923,0.5036816895751923,0.0,0.0,0.0,True
general,mfeat-fourier,tabm_d,Raw+Gram@0.5,0,classification,400,0.5036816895751923,0.5036816895751923,0.49476557443985697,0.49476557443985697,0.0,0.0,0.0,True
general,mfeat-fourier,tabm_d,Raw+Gram@0.75,0,classification,400,0.5036816895751923,0.5036816895751923,0.4991309990578657,0.4991309990578657,0.0,0.0,0.0,True
general,mfeat-fourier,tabm_d,PureGram,0,classification,400,0.5036816895751923,0.5036816895751923,0.5163105863911902,0.5163105863911902,0.0,0.0,0.0,True
general,mfeat-fourier,tabm_d,GuardedGram-G2-g0p0-t01,0,classification,400,0.5036816895751923,0.5036816895751923,0.49476557443985697,0.49476557443985697,0.0,0.0,0.0,True
general,mfeat-fourier,tabm_d,SafeGram-t01,0,classification,400,0.5036816895751923,0.5036816895751923,0.49591599815136006,0.49591599815136006,0.0,0.0,0.0,True
general,mfeat-fourier,tabm_d,SafeRankGram-t01,0,classification,400,0.5036816895751923,0.5036816895751923,0.48533937256512744,0.48533937256512744,0.0,0.0,0.0,True
general,mfeat-fourier,tabm_d,BlockGuard-Greedy-t01,0,classification,400,0.5036816895751923,0.5036816895751923,0.48887952769096976,0.48887952769096976,0.0,0.0,0.0,True
general,mfeat-fourier,tabm_d,Raw,1,classification,400,0.48629760978893044,0.48629760978893044,0.48629760978893044,0.48629760978893044,0.0,0.0,0.0,True
general,mfeat-fourier,tabm_d,Raw+Gram@0.5,1,classification,400,0.48629760978893044,0.48629760978893044,0.47657509957997257,0.47657509957997257,0.0,0.0,0.0,True
general,mfeat-fourier,tabm_d,Raw+Gram@0.75,1,classification,400,0.48629760978893044,0.48629760978893044,0.4815665943346704,0.4815665943346704,0.0,0.0,0.0,True
general,mfeat-fourier,tabm_d,PureGram,1,classification,400,0.48629760978893044,0.48629760978893044,0.502507442200218,0.502507442200218,0.0,0.0,0.0,True
general,mfeat-fourier,tabm_d,GuardedGram-G2-g0p0-t01,1,classification,400,0.48629760978893044,0.48629760978893044,0.4815665943346704,0.4815665943346704,0.0,0.0,0.0,True
general,mfeat-fourier,tabm_d,SafeGram-t01,1,classification,400,0.48629760978893044,0.48629760978893044,0.4776857773207941,0.4776857773207941,0.0,0.0,0.0,True
general,mfeat-fourier,tabm_d,SafeRankGram-t01,1,classification,400,0.48629760978893044,0.48629760978893044,0.46742648591855185,0.46742648591855185,0.0,0.0,0.0,True
general,mfeat-fourier,tabm_d,BlockGuard-Greedy-t01,1,classification,400,0.48629760978893044,0.48629760978893044,0.5530002578090623,0.5530002578090623,0.0,0.0,0.0,True
general,mfeat-fourier,tabm_d,Raw,2,classification,400,0.50367737287535,0.50367737287535,0.50367737287535,0.50367737287535,0.0,0.0,0.0,True
general,mfeat-fourier,tabm_d,Raw+Gram@0.5,2,classification,400,0.50367737287535,0.50367737287535,0.48659481895631385,0.48659481895631385,0.0,0.0,0.0,True
general,mfeat-fourier,tabm_d,Raw+Gram@0.75,2,classification,400,0.50367737287535,0.50367737287535,0.4875846740934989,0.4875846740934989,0.0,0.0,0.0,True
general,mfeat-fourier,tabm_d,PureGram,2,classification,400,0.50367737287535,0.50367737287535,0.49795495141667667,0.49795495141667667,0.0,0.0,0.0,True
general,mfeat-fourier,tabm_d,GuardedGram-G2-g0p0-t01,2,classification,400,0.50367737287535,0.50367737287535,0.48659481895631385,0.48659481895631385,0.0,0.0,0.0,True
general,mfeat-fourier,tabm_d,SafeGram-t01,2,classification,400,0.50367737287535,0.50367737287535,0.4910344826443901,0.4910344826443901,0.0,0.0,0.0,True
general,mfeat-fourier,tabm_d,SafeRankGram-t01,2,classification,400,0.50367737287535,0.50367737287535,0.4966043594685414,0.4966043594685414,0.0,0.0,0.0,True
general,mfeat-fourier,tabm_d,BlockGuard-Greedy-t01,2,classification,400,0.50367737287535,0.50367737287535,0.483818210917293,0.483818210917293,0.0,0.0,0.0,True
general,mfeat-fourier,catboost,Raw,0,classification,400,0.5731691130129043,0.5731691130129043,0.5731691130129043,0.5731691130129043,0.0,0.0,0.0,True
general,mfeat-fourier,catboost,Raw+Gram@0.5,0,classification,400,0.5731691130129043,0.5731691130129043,0.5772895459167487,0.5772895459167487,0.0,0.0,0.0,True
general,mfeat-fourier,catboost,Raw+Gram@0.75,0,classification,400,0.5731691130129043,0.5731691130129043,0.5814360255549564,0.5814360255549564,0.0,0.0,0.0,True
general,mfeat-fourier,catboost,PureGram,0,classification,400,0.5731691130129043,0.5731691130129043,0.5871655282516531,0.5871655282516531,0.0,0.0,0.0,True
general,mfeat-fourier,catboost,GuardedGram-G2-g0p0-t01,0,classification,400,0.5731691130129043,0.5731691130129043,0.5814360255549564,0.5814360255549564,0.0,0.0,0.0,True
general,mfeat-fourier,catboost,SafeGram-t01,0,classification,400,0.5731691130129043,0.5731691130129043,0.5871655282516531,0.5871655282516531,0.0,0.0,0.0,True
general,mfeat-fourier,catboost,SafeRankGram-t01,0,classification,400,0.5731691130129043,0.5731691130129043,0.584527931521621,0.584527931521621,0.0,0.0,0.0,True
general,mfeat-fourier,catboost,BlockGuard-Greedy-t01,0,classification,400,0.5731691130129043,0.5731691130129043,0.5871655282516531,0.5871655282516531,0.0,0.0,0.0,True
general,mfeat-fourier,catboost,Raw,1,classification,400,0.5763371966996348,0.5763371966996348,0.5763371966996348,0.5763371966996348,0.0,0.0,0.0,True
general,mfeat-fourier,catboost,Raw+Gram@0.5,1,classification,400,0.5763371966996348,0.5763371966996348,0.5781316808918413,0.5781316808918413,0.0,0.0,0.0,True
general,mfeat-fourier,catboost,Raw+Gram@0.75,1,classification,400,0.5763371966996348,0.5763371966996348,0.5808358112356408,0.5808358112356408,0.0,0.0,0.0,True
general,mfeat-fourier,catboost,PureGram,1,classification,400,0.5763371966996348,0.5763371966996348,0.5848575832422377,0.5848575832422377,0.0,0.0,0.0,True
general,mfeat-fourier,catboost,GuardedGram-G2-g0p0-t01,1,classification,400,0.5763371966996348,0.5763371966996348,0.5808358112356408,0.5808358112356408,0.0,0.0,0.0,True
general,mfeat-fourier,catboost,SafeGram-t01,1,classification,400,0.5763371966996348,0.5763371966996348,0.5808358112356408,0.5808358112356408,0.0,0.0,0.0,True
general,mfeat-fourier,catboost,SafeRankGram-t01,1,classification,400,0.5763371966996348,0.5763371966996348,0.5755327013906848,0.5755327013906848,0.0,0.0,0.0,True
general,mfeat-fourier,catboost,BlockGuard-Greedy-t01,1,classification,400,0.5763371966996348,0.5763371966996348,0.5848575832422377,0.5848575832422377,0.0,0.0,0.0,True
general,mfeat-fourier,catboost,Raw,2,classification,400,0.5791666876926069,0.5791666876926069,0.5791666876926069,0.5791666876926069,0.0,0.0,0.0,True
general,mfeat-fourier,catboost,Raw+Gram@0.5,2,classification,400,0.5791666876926069,0.5791666876926069,0.5764723599739203,0.5764723599739203,0.0,0.0,0.0,True
general,mfeat-fourier,catboost,Raw+Gram@0.75,2,classification,400,0.5791666876926069,0.5791666876926069,0.5772212765347327,0.5772212765347327,0.0,0.0,0.0,True
general,mfeat-fourier,catboost,PureGram,2,classification,400,0.5791666876926069,0.5791666876926069,0.5794732772838814,0.5794732772838814,0.0,0.0,0.0,True
general,mfeat-fourier,catboost,GuardedGram-G2-g0p0-t01,2,classification,400,0.5791666876926069,0.5791666876926069,0.5772212765347327,0.5772212765347327,0.0,0.0,0.0,True
general,mfeat-fourier,catboost,SafeGram-t01,2,classification,400,0.5791666876926069,0.5791666876926069,0.5794732772838814,0.5794732772838814,0.0,0.0,0.0,True
general,mfeat-fourier,catboost,SafeRankGram-t01,2,classification,400,0.5791666876926069,0.5791666876926069,0.5740428421100452,0.5740428421100452,0.0,0.0,0.0,True
general,mfeat-fourier,catboost,BlockGuard-Greedy-t01,2,classification,400,0.5791666876926069,0.5791666876926069,0.5794732772838814,0.5794732772838814,0.0,0.0,0.0,True
general,mfeat-fourier,tabicl_v2,Raw,0,classification,400,0.3329462013969758,0.3329462013969758,0.3329462013969758,0.3329462013969758,0.0,0.0,0.0,True
general,mfeat-fourier,tabicl_v2,Raw+Gram@0.5,0,classification,400,0.3329462013969758,0.3329462013969758,0.31997319442309063,0.31997319442309063,0.0,0.0,0.0,True
general,mfeat-fourier,tabicl_v2,Raw+Gram@0.75,0,classification,400,0.3329462013969758,0.3329462013969758,0.3208094338302269,0.3208094338302269,0.0,0.0,0.0,True
general,mfeat-fourier,tabicl_v2,PureGram,0,classification,400,0.3329462013969758,0.3329462013969758,0.3273920833527552,0.3273920833527552,0.0,0.0,0.0,True
general,mfeat-fourier,tabicl_v2,GuardedGram-G2-g0p0-t01,0,classification,400,0.3329462013969758,0.3329462013969758,0.3208094338302269,0.3208094338302269,0.0,0.0,0.0,True
general,mfeat-fourier,tabicl_v2,SafeGram-t01,0,classification,400,0.3329462013969758,0.3329462013969758,0.3273920833527552,0.3273920833527552,0.0,0.0,0.0,True
general,mfeat-fourier,tabicl_v2,SafeRankGram-t01,0,classification,400,0.3329462013969758,0.3329462013969758,0.33216591738482876,0.33216591738482876,0.0,0.0,0.0,True
general,mfeat-fourier,tabicl_v2,BlockGuard-Greedy-t01,0,classification,400,0.3329462013969758,0.3329462013969758,0.3273920833527552,0.3273920833527552,0.0,0.0,0.0,True
general,mfeat-fourier,tabicl_v2,Raw,1,classification,400,0.3329462013969758,0.3329462013969758,0.3329462013969758,0.3329462013969758,0.0,0.0,0.0,True
general,mfeat-fourier,tabicl_v2,Raw+Gram@0.5,1,classification,400,0.3329462013969758,0.3329462013969758,0.31997319442309063,0.31997319442309063,0.0,0.0,0.0,True
general,mfeat-fourier,tabicl_v2,Raw+Gram@0.75,1,classification,400,0.3329462013969758,0.3329462013969758,0.3208094338302269,0.3208094338302269,0.0,0.0,0.0,True
general,mfeat-fourier,tabicl_v2,PureGram,1,classification,400,0.3329462013969758,0.3329462013969758,0.3273920833527552,0.3273920833527552,0.0,0.0,0.0,True
general,mfeat-fourier,tabicl_v2,GuardedGram-G2-g0p0-t01,1,classification,400,0.3329462013969758,0.3329462013969758,0.3208094338302269,0.3208094338302269,0.0,0.0,0.0,True
general,mfeat-fourier,tabicl_v2,SafeGram-t01,1,classification,400,0.3329462013969758,0.3329462013969758,0.3273920833527552,0.3273920833527552,0.0,0.0,0.0,True
general,mfeat-fourier,tabicl_v2,SafeRankGram-t01,1,classification,400,0.3329462013969758,0.3329462013969758,0.33216591738482876,0.33216591738482876,0.0,0.0,0.0,True
general,mfeat-fourier,tabicl_v2,BlockGuard-Greedy-t01,1,classification,400,0.3329462013969758,0.3329462013969758,0.3273920833527552,0.3273920833527552,0.0,0.0,0.0,True
general,mfeat-fourier,tabicl_v2,Raw,2,classification,400,0.3329462013969758,0.3329462013969758,0.3329462013969758,0.3329462013969758,0.0,0.0,0.0,True
general,mfeat-fourier,tabicl_v2,Raw+Gram@0.5,2,classification,400,0.3329462013969758,0.3329462013969758,0.31997319442309063,0.31997319442309063,0.0,0.0,0.0,True
general,mfeat-fourier,tabicl_v2,Raw+Gram@0.75,2,classification,400,0.3329462013969758,0.3329462013969758,0.3208094338302269,0.3208094338302269,0.0,0.0,0.0,True
general,mfeat-fourier,tabicl_v2,PureGram,2,classification,400,0.3329462013969758,0.3329462013969758,0.3273920833527552,0.3273920833527552,0.0,0.0,0.0,True
general,mfeat-fourier,tabicl_v2,GuardedGram-G2-g0p0-t01,2,classification,400,0.3329462013969758,0.3329462013969758,0.3208094338302269,0.3208094338302269,0.0,0.0,0.0,True
general,mfeat-fourier,tabicl_v2,SafeGram-t01,2,classification,400,0.3329462013969758,0.3329462013969758,0.3273920833527552,0.3273920833527552,0.0,0.0,0.0,True
general,mfeat-fourier,tabicl_v2,SafeRankGram-t01,2,classification,400,0.3329462013969758,0.3329462013969758,0.33216591738482876,0.33216591738482876,0.0,0.0,0.0,True
general,mfeat-fourier,tabicl_v2,BlockGuard-Greedy-t01,2,classification,400,0.3329462013969758,0.3329462013969758,0.3273920833527552,0.3273920833527552,0.0,0.0,0.0,True
general,mfeat-fourier,tabpfn_2_6,Raw,0,classification,400,0.36169976468078757,0.36169976468078757,0.36169976468078757,0.36169976468078757,0.0,0.0,0.0,True
general,mfeat-fourier,tabpfn_2_6,Raw+Gram@0.5,0,classification,400,0.36169976468078757,0.36169976468078757,0.35315935433075746,0.35315935433075746,0.0,0.0,0.0,True
general,mfeat-fourier,tabpfn_2_6,Raw+Gram@0.75,0,classification,400,0.36169976468078757,0.36169976468078757,0.35460785705709874,0.35460785705709874,0.0,0.0,0.0,True
general,mfeat-fourier,tabpfn_2_6,PureGram,0,classification,400,0.36169976468078757,0.36169976468078757,0.3607738265255655,0.3607738265255655,0.0,0.0,0.0,True
general,mfeat-fourier,tabpfn_2_6,GuardedGram-G2-g0p0-t01,0,classification,400,0.36169976468078757,0.36169976468078757,0.35460785705709874,0.35460785705709874,0.0,0.0,0.0,True
general,mfeat-fourier,tabpfn_2_6,SafeGram-t01,0,classification,400,0.36169976468078757,0.36169976468078757,0.35460785705709874,0.35460785705709874,0.0,0.0,0.0,True
general,mfeat-fourier,tabpfn_2_6,SafeRankGram-t01,0,classification,400,0.36169976468078757,0.36169976468078757,0.3588780322709817,0.3588780322709817,0.0,0.0,0.0,True
general,mfeat-fourier,tabpfn_2_6,BlockGuard-Greedy-t01,0,classification,400,0.36169976468078757,0.36169976468078757,0.3550405835315765,0.3550405835315765,0.0,0.0,0.0,True
general,mfeat-fourier,tabpfn_2_6,Raw,1,classification,400,0.36370751590667694,0.36370751590667694,0.36370751590667694,0.36370751590667694,0.0,0.0,0.0,True
general,mfeat-fourier,tabpfn_2_6,Raw+Gram@0.5,1,classification,400,0.36370751590667694,0.36370751590667694,0.3503790513010225,0.3503790513010225,0.0,0.0,0.0,True
general,mfeat-fourier,tabpfn_2_6,Raw+Gram@0.75,1,classification,400,0.36370751590667694,0.36370751590667694,0.35001203409342874,0.35001203409342874,0.0,0.0,0.0,True
general,mfeat-fourier,tabpfn_2_6,PureGram,1,classification,400,0.36370751590667694,0.36370751590667694,0.3529843655028948,0.3529843655028948,0.0,0.0,0.0,True
general,mfeat-fourier,tabpfn_2_6,GuardedGram-G2-g0p0-t01,1,classification,400,0.36370751590667694,0.36370751590667694,0.35001203409342874,0.35001203409342874,0.0,0.0,0.0,True
general,mfeat-fourier,tabpfn_2_6,SafeGram-t01,1,classification,400,0.36370751590667694,0.36370751590667694,0.3529843655028948,0.3529843655028948,0.0,0.0,0.0,True
general,mfeat-fourier,tabpfn_2_6,SafeRankGram-t01,1,classification,400,0.36370751590667694,0.36370751590667694,0.37727014035690454,0.37727014035690454,0.0,0.0,0.0,True
general,mfeat-fourier,tabpfn_2_6,BlockGuard-Greedy-t01,1,classification,400,0.36370751590667694,0.36370751590667694,0.3529843655028948,0.3529843655028948,0.0,0.0,0.0,True
general,mfeat-fourier,tabpfn_2_6,Raw,2,classification,400,0.3338027255187944,0.3338027255187944,0.3338027255187944,0.3338027255187944,0.0,0.0,0.0,True
general,mfeat-fourier,tabpfn_2_6,Raw+Gram@0.5,2,classification,400,0.3338027255187944,0.3338027255187944,0.3227489316907514,0.3227489316907514,0.0,0.0,0.0,True
general,mfeat-fourier,tabpfn_2_6,Raw+Gram@0.75,2,classification,400,0.3338027255187944,0.3338027255187944,0.3238035457323912,0.3238035457323912,0.0,0.0,0.0,True
general,mfeat-fourier,tabpfn_2_6,PureGram,2,classification,400,0.3338027255187944,0.3338027255187944,0.33017490180487874,0.33017490180487874,0.0,0.0,0.0,True
general,mfeat-fourier,tabpfn_2_6,GuardedGram-G2-g0p0-t01,2,classification,400,0.3338027255187944,0.3338027255187944,0.3238035457323912,0.3238035457323912,0.0,0.0,0.0,True
general,mfeat-fourier,tabpfn_2_6,SafeGram-t01,2,classification,400,0.3338027255187944,0.3338027255187944,0.33017490180487874,0.33017490180487874,0.0,0.0,0.0,True
general,mfeat-fourier,tabpfn_2_6,SafeRankGram-t01,2,classification,400,0.3338027255187944,0.3338027255187944,0.3259609446629497,0.3259609446629497,0.0,0.0,0.0,True
general,mfeat-fourier,tabpfn_2_6,BlockGuard-Greedy-t01,2,classification,400,0.3338027255187944,0.3338027255187944,0.33017490180487874,0.33017490180487874,0.0,0.0,0.0,True
general,waveform-5000,controlled_mlp,Raw,0,classification,512,0.38773141539094025,0.38773141539094025,0.38773141539094025,0.38773141539094025,0.0,0.0,0.0,True
general,waveform-5000,controlled_mlp,Raw+Gram@0.5,0,classification,512,0.38773141539094025,0.38773141539094025,0.38129164176563285,0.38129164176563285,0.0,0.0,0.0,True
general,waveform-5000,controlled_mlp,Raw+Gram@0.75,0,classification,512,0.38773141539094025,0.38773141539094025,0.3923679961914823,0.3923679961914823,0.0,0.0,0.0,True
general,waveform-5000,controlled_mlp,PureGram,0,classification,512,0.38773141539094025,0.38773141539094025,0.43406703357413495,0.43406703357413495,0.0,0.0,0.0,True
general,waveform-5000,controlled_mlp,GuardedGram-G2-g0p0-t01,0,classification,512,0.38773141539094025,0.38773141539094025,0.3923679961914823,0.3923679961914823,0.0,0.0,0.0,True
general,waveform-5000,controlled_mlp,SafeGram-t01,0,classification,512,0.38773141539094025,0.38773141539094025,0.3804940415932905,0.3804940415932905,0.0,0.0,0.0,True
general,waveform-5000,controlled_mlp,SafeRankGram-t01,0,classification,512,0.38773141539094025,0.38773141539094025,0.3798449750637771,0.3798449750637771,0.0,0.0,0.0,True
general,waveform-5000,controlled_mlp,BlockGuard-Greedy-t01,0,classification,512,0.38773141539094025,0.38773141539094025,0.38773141539094025,0.38773141539094025,0.0,0.0,0.0,True
general,waveform-5000,controlled_mlp,Raw,1,classification,512,0.44351250410608345,0.44351250410608345,0.44351250410608345,0.44351250410608345,0.0,0.0,0.0,True
general,waveform-5000,controlled_mlp,Raw+Gram@0.5,1,classification,512,0.44351250410608345,0.44351250410608345,0.4029241185943975,0.4029241185943975,0.0,0.0,0.0,True
general,waveform-5000,controlled_mlp,Raw+Gram@0.75,1,classification,512,0.44351250410608345,0.44351250410608345,0.40494722878381223,0.40494722878381223,0.0,0.0,0.0,True
general,waveform-5000,controlled_mlp,PureGram,1,classification,512,0.44351250410608345,0.44351250410608345,0.43092686134520175,0.43092686134520175,0.0,0.0,0.0,True
general,waveform-5000,controlled_mlp,GuardedGram-G2-g0p0-t01,1,classification,512,0.44351250410608345,0.44351250410608345,0.40494722878381223,0.40494722878381223,0.0,0.0,0.0,True
general,waveform-5000,controlled_mlp,SafeGram-t01,1,classification,512,0.44351250410608345,0.44351250410608345,0.4029241185943975,0.4029241185943975,0.0,0.0,0.0,True
general,waveform-5000,controlled_mlp,SafeRankGram-t01,1,classification,512,0.44351250410608345,0.44351250410608345,0.3992488799801522,0.3992488799801522,0.0,0.0,0.0,True
general,waveform-5000,controlled_mlp,BlockGuard-Greedy-t01,1,classification,512,0.44351250410608345,0.44351250410608345,0.44351250410608345,0.44351250410608345,0.0,0.0,0.0,True
general,waveform-5000,controlled_mlp,Raw,2,classification,512,0.41378524684018825,0.41378524684018825,0.41378524684018825,0.41378524684018825,0.0,0.0,0.0,True
general,waveform-5000,controlled_mlp,Raw+Gram@0.5,2,classification,512,0.41378524684018825,0.41378524684018825,0.3835488935873687,0.3835488935873687,0.0,0.0,0.0,True
general,waveform-5000,controlled_mlp,Raw+Gram@0.75,2,classification,512,0.41378524684018825,0.41378524684018825,0.3834886814359047,0.3834886814359047,0.0,0.0,0.0,True
general,waveform-5000,controlled_mlp,PureGram,2,classification,512,0.41378524684018825,0.41378524684018825,0.4028212117054438,0.4028212117054438,0.0,0.0,0.0,True
general,waveform-5000,controlled_mlp,GuardedGram-G2-g0p0-t01,2,classification,512,0.41378524684018825,0.41378524684018825,0.3834886814359047,0.3834886814359047,0.0,0.0,0.0,True
general,waveform-5000,controlled_mlp,SafeGram-t01,2,classification,512,0.41378524684018825,0.41378524684018825,0.3835488935873687,0.3835488935873687,0.0,0.0,0.0,True
general,waveform-5000,controlled_mlp,SafeRankGram-t01,2,classification,512,0.41378524684018825,0.41378524684018825,0.37854720360999766,0.37854720360999766,0.0,0.0,0.0,True
general,waveform-5000,controlled_mlp,BlockGuard-Greedy-t01,2,classification,512,0.41378524684018825,0.41378524684018825,0.3796216734472371,0.3796216734472371,0.0,0.0,0.0,True
general,waveform-5000,tabm_d,Raw,0,classification,512,0.32493248899563354,0.32493248899563354,0.32493248899563354,0.32493248899563354,0.0,0.0,0.0,True
general,waveform-5000,tabm_d,Raw+Gram@0.5,0,classification,512,0.32493248899563354,0.32493248899563354,0.3193134773015639,0.3193134773015639,0.0,0.0,0.0,True
general,waveform-5000,tabm_d,Raw+Gram@0.75,0,classification,512,0.32493248899563354,0.32493248899563354,0.31922443243654025,0.31922443243654025,0.0,0.0,0.0,True
general,waveform-5000,tabm_d,PureGram,0,classification,512,0.32493248899563354,0.32493248899563354,0.3213896975593355,0.3213896975593355,0.0,0.0,0.0,True
general,waveform-5000,tabm_d,GuardedGram-G2-g0p0-t01,0,classification,512,0.32493248899563354,0.32493248899563354,0.31922443243654025,0.31922443243654025,0.0,0.0,0.0,True
general,waveform-5000,tabm_d,SafeGram-t01,0,classification,512,0.32493248899563354,0.32493248899563354,0.31922443243654025,0.31922443243654025,0.0,0.0,0.0,True
general,waveform-5000,tabm_d,SafeRankGram-t01,0,classification,512,0.32493248899563354,0.32493248899563354,0.32450453253542555,0.32450453253542555,0.0,0.0,0.0,True
general,waveform-5000,tabm_d,BlockGuard-Greedy-t01,0,classification,512,0.32493248899563354,0.32493248899563354,0.32493248899563354,0.32493248899563354,0.0,0.0,0.0,True
general,waveform-5000,tabm_d,Raw,1,classification,512,0.3350053047248538,0.3350053047248538,0.3350053047248538,0.3350053047248538,0.0,0.0,0.0,True
general,waveform-5000,tabm_d,Raw+Gram@0.5,1,classification,512,0.3350053047248538,0.3350053047248538,0.3355295457113278,0.3355295457113278,0.0,0.0,0.0,True
general,waveform-5000,tabm_d,Raw+Gram@0.75,1,classification,512,0.3350053047248538,0.3350053047248538,0.33745160017367676,0.33745160017367676,0.0,0.0,0.0,True
general,waveform-5000,tabm_d,PureGram,1,classification,512,0.3350053047248538,0.3350053047248538,0.3404874229305995,0.3404874229305995,0.0,0.0,0.0,True
general,waveform-5000,tabm_d,GuardedGram-G2-g0p0-t01,1,classification,512,0.3350053047248538,0.3350053047248538,0.33745160017367676,0.33745160017367676,0.0,0.0,0.0,True
general,waveform-5000,tabm_d,SafeGram-t01,1,classification,512,0.3350053047248538,0.3350053047248538,0.3404874229305995,0.3404874229305995,0.0,0.0,0.0,True
general,waveform-5000,tabm_d,SafeRankGram-t01,1,classification,512,0.3350053047248538,0.3350053047248538,0.33901316130967835,0.33901316130967835,0.0,0.0,0.0,True
general,waveform-5000,tabm_d,BlockGuard-Greedy-t01,1,classification,512,0.3350053047248538,0.3350053047248538,0.3350053047248538,0.3350053047248538,0.0,0.0,0.0,True
general,waveform-5000,tabm_d,Raw,2,classification,512,0.3292352896832944,0.3292352896832944,0.3292352896832944,0.3292352896832944,0.0,0.0,0.0,True
general,waveform-5000,tabm_d,Raw+Gram@0.5,2,classification,512,0.3292352896832944,0.3292352896832944,0.32906938149647985,0.32906938149647985,0.0,0.0,0.0,True
