scope,dataset,model,method,seed,split,n_rows,training_classes,probability_columns,class_ordering,row_sum_min,row_sum_max,maximum_row_sum_deviation,minimum_probability,maximum_probability,entries_clipped_at_epsilon,entries_clipped_at_one,clipping_epsilon,renormalized_after_clipping,sample_weights_used
general,JapaneseVowels,controlled_mlp,Raw,1,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.999999849861788,1.0000001444361266,1.5013821197396027e-07,4.237391497336019e-25,1.0,1275,0,1e-08,True,False
general,JapaneseVowels,controlled_mlp,Raw+Gram@0.5,1,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999998858946688,1.0000001067189623,1.1410533118372257e-07,4.4223002548281846e-16,1.0,499,0,1e-08,True,False
general,JapaneseVowels,controlled_mlp,Raw+Gram@0.5,1,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999998675358617,1.0000001181943787,1.324641383249059e-07,3.856217788024474e-18,1.0,1032,0,1e-08,True,False
general,JapaneseVowels,controlled_mlp,Raw+Gram@0.75,1,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999998723191371,1.0000001114461847,1.2768086288250657e-07,6.633441911788606e-16,1.0,526,0,1e-08,True,False
general,JapaneseVowels,controlled_mlp,Raw+Gram@0.75,1,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999998763728986,1.0000001239930987,1.239930986773885e-07,4.27046022281641e-18,1.0,1045,0,1e-08,True,False
general,JapaneseVowels,controlled_mlp,PureGram,1,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.999999810023658,1.000000123451315,1.899763419910272e-07,1.9964181152317198e-19,1.0,673,0,1e-08,True,False
general,JapaneseVowels,controlled_mlp,PureGram,1,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999998547503168,1.0000001674703731,1.674703731247007e-07,5.334947404894068e-21,1.0,1327,0,1e-08,True,False
general,JapaneseVowels,controlled_mlp,GuardedGram-G2-g0p0-t01,1,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999998723191371,1.0000001114461847,1.2768086288250657e-07,6.633441911788606e-16,1.0,526,0,1e-08,True,False
general,JapaneseVowels,controlled_mlp,GuardedGram-G2-g0p0-t01,1,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999998763728986,1.0000001239930987,1.239930986773885e-07,4.27046022281641e-18,1.0,1045,0,1e-08,True,False
general,JapaneseVowels,controlled_mlp,SafeGram-t01,1,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.999999810023658,1.000000123451315,1.899763419910272e-07,1.9964181152317198e-19,1.0,673,0,1e-08,True,False
general,JapaneseVowels,controlled_mlp,SafeGram-t01,1,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999998547503168,1.0000001674703731,1.674703731247007e-07,5.334947404894068e-21,1.0,1327,0,1e-08,True,False
general,JapaneseVowels,controlled_mlp,SafeRankGram-t01,1,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999998485582182,1.000000174827676,1.7482767589172e-07,1.6919430763207534e-25,1.0,680,0,1e-08,True,False
general,JapaneseVowels,controlled_mlp,SafeRankGram-t01,1,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999998468003213,1.0000001565239343,1.5652393425824584e-07,1.3026942121927658e-23,1.0,1266,0,1e-08,True,False
general,JapaneseVowels,controlled_mlp,BlockGuard-Greedy-t01,1,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999998661805094,1.0000001829216596,1.8292165959721274e-07,9.867949345149084e-20,0.9999998807907104,375,0,1e-08,True,False
general,JapaneseVowels,controlled_mlp,BlockGuard-Greedy-t01,1,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999998240605112,1.0000001690554905,1.759394887557164e-07,2.3847501823102753e-23,0.9999998807907104,826,0,1e-08,True,False
general,JapaneseVowels,controlled_mlp,Raw,2,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999998575790859,1.000000125355929,1.4242091406213575e-07,1.371517040805234e-23,1.0,654,0,1e-08,True,False
general,JapaneseVowels,controlled_mlp,Raw,2,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999998240295422,1.0000001928608788,1.928608788226427e-07,6.307241126664163e-24,1.0,1342,0,1e-08,True,False
general,JapaneseVowels,controlled_mlp,Raw+Gram@0.5,2,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.999999898341788,1.000000123798465,1.2379846503485226e-07,2.2115699620705064e-17,1.0,547,0,1e-08,True,False
general,JapaneseVowels,controlled_mlp,Raw+Gram@0.5,2,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999998698112308,1.0000001187191527,1.3018876920956046e-07,5.707547389838627e-18,1.0,1105,0,1e-08,True,False
general,JapaneseVowels,controlled_mlp,Raw+Gram@0.75,2,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999998956727931,1.0000001360585808,1.3605858084630995e-07,3.317354257347239e-17,1.0,569,0,1e-08,True,False
general,JapaneseVowels,controlled_mlp,Raw+Gram@0.75,2,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999998344058469,1.0000001249585093,1.6559415305650305e-07,8.178128916360321e-18,1.0,1119,0,1e-08,True,False
general,JapaneseVowels,controlled_mlp,PureGram,2,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999998495028422,1.0000001739204558,1.7392045581487992e-07,2.7808296385560287e-18,1.0,747,0,1e-08,True,False
general,JapaneseVowels,controlled_mlp,PureGram,2,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.999999799000463,1.0000001441888502,2.0099953701446793e-07,2.200543979151488e-21,1.0,1442,0,1e-08,True,False
general,JapaneseVowels,controlled_mlp,GuardedGram-G2-g0p0-t01,2,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999998956727931,1.0000001360585808,1.3605858084630995e-07,3.317354257347239e-17,1.0,569,0,1e-08,True,False
general,JapaneseVowels,controlled_mlp,GuardedGram-G2-g0p0-t01,2,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999998344058469,1.0000001249585093,1.6559415305650305e-07,8.178128916360321e-18,1.0,1119,0,1e-08,True,False
general,JapaneseVowels,controlled_mlp,SafeGram-t01,2,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999998495028422,1.0000001739204558,1.7392045581487992e-07,2.7808296385560287e-18,1.0,747,0,1e-08,True,False
general,JapaneseVowels,controlled_mlp,SafeGram-t01,2,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.999999799000463,1.0000001441888502,2.0099953701446793e-07,2.200543979151488e-21,1.0,1442,0,1e-08,True,False
general,JapaneseVowels,controlled_mlp,SafeRankGram-t01,2,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.999999842297364,1.0000001572538881,1.5770263595005218e-07,7.156957818949931e-25,1.0,795,0,1e-08,True,False
general,JapaneseVowels,controlled_mlp,SafeRankGram-t01,2,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999998459963152,1.0000001746342715,1.746342714881166e-07,4.436993767436664e-26,1.0,1519,0,1e-08,True,False
general,JapaneseVowels,controlled_mlp,BlockGuard-Greedy-t01,2,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999998712629403,1.000000156234506,1.5623450599910882e-07,3.997550642967109e-21,1.0,584,0,1e-08,True,False
general,JapaneseVowels,controlled_mlp,BlockGuard-Greedy-t01,2,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999998233562646,1.0000001688942803,1.7664373541670386e-07,4.1654664978577836e-19,1.0,1166,0,1e-08,True,False
general,JapaneseVowels,tabm_d,Raw,0,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999998007687267,1.0000002413505937,2.4135059373264767e-07,5.217023305872058e-15,0.9999996423721313,313,0,1e-08,True,False
general,JapaneseVowels,tabm_d,Raw,0,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999997846923038,1.000000224477334,2.2447733405428494e-07,1.180633591277736e-15,1.0,660,0,1e-08,True,False
general,JapaneseVowels,tabm_d,Raw+Gram@0.5,0,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999998710872071,1.000000125560617,1.2891279288496094e-07,5.942819845050699e-15,0.9999998211860657,358,0,1e-08,True,False
general,JapaneseVowels,tabm_d,Raw+Gram@0.5,0,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999998409865402,1.0000001325828278,1.5901345984392634e-07,7.078293821806013e-16,1.0,722,0,1e-08,True,False
general,JapaneseVowels,tabm_d,Raw+Gram@0.75,0,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999998523719402,1.0000001575985007,1.5759850069407833e-07,3.2046360505684073e-15,0.9999999105930328,398,0,1e-08,True,False
general,JapaneseVowels,tabm_d,Raw+Gram@0.75,0,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999998474514197,1.0000001669290166,1.669290166095294e-07,3.900164529121406e-16,1.0,811,0,1e-08,True,False
general,JapaneseVowels,tabm_d,PureGram,0,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999998060319006,1.0000001904262141,1.9396809936012005e-07,1.3153509290643638e-17,1.0,643,0,1e-08,True,False
general,JapaneseVowels,tabm_d,PureGram,0,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999997974128875,1.0000002047243868,2.0472438677643368e-07,2.165481915866859e-18,1.0,1242,0,1e-08,True,False
general,JapaneseVowels,tabm_d,GuardedGram-G2-g0p0-t01,0,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999998523719402,1.0000001575985007,1.5759850069407833e-07,3.2046360505684073e-15,0.9999999105930328,398,0,1e-08,True,False
general,JapaneseVowels,tabm_d,GuardedGram-G2-g0p0-t01,0,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999998474514197,1.0000001669290166,1.669290166095294e-07,3.900164529121406e-16,1.0,811,0,1e-08,True,False
general,JapaneseVowels,tabm_d,SafeGram-t01,0,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999998060319006,1.0000001904262141,1.9396809936012005e-07,1.3153509290643638e-17,1.0,643,0,1e-08,True,False
general,JapaneseVowels,tabm_d,SafeGram-t01,0,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999997974128875,1.0000002047243868,2.0472438677643368e-07,2.165481915866859e-18,1.0,1242,0,1e-08,True,False
general,JapaneseVowels,tabm_d,SafeRankGram-t01,0,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999997904847184,1.000000203441326,2.095152815684287e-07,1.9900258470175597e-13,0.9999998807907104,289,0,1e-08,True,False
general,JapaneseVowels,tabm_d,SafeRankGram-t01,0,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.999999766412544,1.000000215368098,2.33587456044404e-07,4.6975071673217156e-14,1.0,601,0,1e-08,True,False
general,JapaneseVowels,tabm_d,BlockGuard-Greedy-t01,0,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999998269489296,1.000000247462764,2.4746276405807066e-07,2.512765166160771e-15,0.9999996423721313,359,0,1e-08,True,False
general,JapaneseVowels,tabm_d,BlockGuard-Greedy-t01,0,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999998269344272,1.0000001897120239,1.8971202386808272e-07,5.190459082096742e-16,1.0,745,0,1e-08,True,False
general,JapaneseVowels,tabm_d,Raw,1,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999997939959483,1.0000002426458483,2.426458483029137e-07,8.236892274477402e-15,0.9999997615814209,327,0,1e-08,True,False
general,JapaneseVowels,tabm_d,Raw,1,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.999999821662577,1.0000002429720964,2.429720964425286e-07,1.8571637825683107e-15,0.9999998807907104,720,0,1e-08,True,False
general,JapaneseVowels,tabm_d,Raw+Gram@0.5,1,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999998628707605,1.000000184155934,1.841559340576282e-07,2.80694901763428e-13,0.9999966621398926,146,0,1e-08,True,False
general,JapaneseVowels,tabm_d,Raw+Gram@0.5,1,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999998448672649,1.0000001563047736,1.5630477356864958e-07,3.074742981653677e-14,0.9999993443489075,309,0,1e-08,True,False
general,JapaneseVowels,tabm_d,Raw+Gram@0.75,1,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999998292780505,1.0000001716611788,1.7166117882716492e-07,4.1416715477183533e-13,0.9999951124191284,138,0,1e-08,True,False
general,JapaneseVowels,tabm_d,Raw+Gram@0.75,1,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999997908488378,1.0000001731096901,2.091511621671316e-07,2.3843647969392073e-14,0.9999994337558746,273,0,1e-08,True,False
general,JapaneseVowels,tabm_d,PureGram,1,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999997956853406,1.0000002110649362,2.11064936195271e-07,5.476394077802427e-13,0.9999935626983643,137,0,1e-08,True,False
general,JapaneseVowels,tabm_d,PureGram,1,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999997103835112,1.0000002068190277,2.8961648879111124e-07,1.6939866122247377e-14,0.9999995231628418,256,0,1e-08,True,False
general,JapaneseVowels,tabm_d,GuardedGram-G2-g0p0-t01,1,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999998292780505,1.0000001716611788,1.7166117882716492e-07,4.1416715477183533e-13,0.9999951124191284,138,0,1e-08,True,False
general,JapaneseVowels,tabm_d,GuardedGram-G2-g0p0-t01,1,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999997908488378,1.0000001731096901,2.091511621671316e-07,2.3843647969392073e-14,0.9999994337558746,273,0,1e-08,True,False
general,JapaneseVowels,tabm_d,SafeGram-t01,1,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999998628707605,1.000000184155934,1.841559340576282e-07,2.80694901763428e-13,0.9999966621398926,146,0,1e-08,True,False
general,JapaneseVowels,tabm_d,SafeGram-t01,1,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999998448672649,1.0000001563047736,1.5630477356864958e-07,3.074742981653677e-14,0.9999993443489075,309,0,1e-08,True,False
general,JapaneseVowels,tabm_d,SafeRankGram-t01,1,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999997944665076,1.0000001731567956,2.0553349244778474e-07,4.792907132918252e-15,0.9999998807907104,386,0,1e-08,True,False
general,JapaneseVowels,tabm_d,SafeRankGram-t01,1,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999998071556631,1.0000002428594446,2.4285944455471054e-07,7.344098584005925e-16,1.0,796,0,1e-08,True,False
general,JapaneseVowels,tabm_d,BlockGuard-Greedy-t01,1,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999998104806167,1.000000219820452,2.1982045206314638e-07,1.0143794441572207e-12,0.9999995231628418,182,0,1e-08,True,False
general,JapaneseVowels,tabm_d,BlockGuard-Greedy-t01,1,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999997876703062,1.0000002135079171,2.1350791712393402e-07,3.6322282529789585e-13,1.0,392,0,1e-08,True,False
general,JapaneseVowels,tabm_d,Raw,2,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999997854455316,1.0000001896784312,2.1455446841400772e-07,1.6077603137709673e-10,0.9998986721038818,22,0,1e-08,True,False
general,JapaneseVowels,tabm_d,Raw,2,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999997589587792,1.0000002183480774,2.4104122076096246e-07,1.2692756568011276e-10,0.9999717473983765,60,0,1e-08,True,False
general,JapaneseVowels,tabm_d,Raw+Gram@0.5,2,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999998623115758,1.000000150984008,1.5098400796276223e-07,8.094301655802924e-11,0.9999473094940186,32,0,1e-08,True,False
general,JapaneseVowels,tabm_d,Raw+Gram@0.5,2,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999998537148684,1.0000001373565501,1.4628513156367262e-07,9.965274438972216e-11,0.9999830722808838,81,0,1e-08,True,False
general,JapaneseVowels,tabm_d,Raw+Gram@0.75,2,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999998424089789,1.0000001708078983,1.7080789826984244e-07,4.1026509148495496e-11,0.9999716281890869,43,0,1e-08,True,False
general,JapaneseVowels,tabm_d,Raw+Gram@0.75,2,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999998562127519,1.0000001911365572,1.911365572482282e-07,8.061378788896262e-11,0.9999894201755524,102,0,1e-08,True,False
general,JapaneseVowels,tabm_d,PureGram,2,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.999999822506382,1.0000002431178814,2.4311788138220436e-07,1.0568919871223326e-12,0.9999967813491821,123,0,1e-08,True,False
general,JapaneseVowels,tabm_d,PureGram,2,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999997820491677,1.000000266806552,2.668065519628726e-07,3.931117855283245e-13,0.9999996423721313,266,0,1e-08,True,False
general,JapaneseVowels,tabm_d,GuardedGram-G2-g0p0-t01,2,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999998424089789,1.0000001708078983,1.7080789826984244e-07,4.1026509148495496e-11,0.9999716281890869,43,0,1e-08,True,False
general,JapaneseVowels,tabm_d,GuardedGram-G2-g0p0-t01,2,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999998562127519,1.0000001911365572,1.911365572482282e-07,8.061378788896262e-11,0.9999894201755524,102,0,1e-08,True,False
general,JapaneseVowels,tabm_d,SafeGram-t01,2,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.999999822506382,1.0000002431178814,2.4311788138220436e-07,1.0568919871223326e-12,0.9999967813491821,123,0,1e-08,True,False
general,JapaneseVowels,tabm_d,SafeGram-t01,2,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999997820491677,1.000000266806552,2.668065519628726e-07,3.931117855283245e-13,0.9999996423721313,266,0,1e-08,True,False
general,JapaneseVowels,tabm_d,SafeRankGram-t01,2,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999997945976702,1.000000234612501,2.3461250098222308e-07,1.0464335154685214e-13,0.9999940395355225,109,0,1e-08,True,False
general,JapaneseVowels,tabm_d,SafeRankGram-t01,2,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999997997241881,1.000000292177873,2.921778730069491e-07,5.656057219805e-13,0.9999979734420776,246,0,1e-08,True,False
general,JapaneseVowels,tabm_d,BlockGuard-Greedy-t01,2,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.999999822506382,1.0000002431178814,2.4311788138220436e-07,1.0568919871223326e-12,0.9999967813491821,123,0,1e-08,True,False
general,JapaneseVowels,tabm_d,BlockGuard-Greedy-t01,2,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999997820491677,1.000000266806552,2.668065519628726e-07,3.931117855283245e-13,0.9999996423721313,266,0,1e-08,True,False
general,JapaneseVowels,catboost,Raw,0,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999999999999996,1.0000000000000004,4.440892098500626e-16,0.0008688418720299329,0.9867276822926493,0,0,1e-08,True,False
general,JapaneseVowels,catboost,Raw,0,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999999999999996,1.0000000000000004,4.440892098500626e-16,0.0007537819615491038,0.9881379362791298,0,0,1e-08,True,False
general,JapaneseVowels,catboost,Raw+Gram@0.5,0,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999999999999997,1.0000000000000002,3.3306690738754696e-16,0.0008440182951670026,0.9864004918235374,0,0,1e-08,True,False
general,JapaneseVowels,catboost,Raw+Gram@0.5,0,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999999999999997,1.0000000000000004,4.440892098500626e-16,0.0008401646839255805,0.9860584923719915,0,0,1e-08,True,False
general,JapaneseVowels,catboost,Raw+Gram@0.75,0,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999999999999997,1.0000000000000004,4.440892098500626e-16,0.0008316065067355375,0.9862368965889814,0,0,1e-08,True,False
general,JapaneseVowels,catboost,Raw+Gram@0.75,0,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999999999999997,1.0000000000000004,4.440892098500626e-16,0.0008769974965861906,0.9862928948872263,0,0,1e-08,True,False
general,JapaneseVowels,catboost,PureGram,0,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999999999999996,1.0000000000000004,4.440892098500626e-16,0.0008191947183040722,0.9860733013544254,0,0,1e-08,True,False
general,JapaneseVowels,catboost,PureGram,0,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999999999999996,1.0000000000000004,4.440892098500626e-16,0.0009138303092468008,0.9865272974024608,0,0,1e-08,True,False
general,JapaneseVowels,catboost,GuardedGram-G2-g0p0-t01,0,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999999999999997,1.0000000000000004,4.440892098500626e-16,0.0008316065067355375,0.9862368965889814,0,0,1e-08,True,False
general,JapaneseVowels,catboost,GuardedGram-G2-g0p0-t01,0,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999999999999997,1.0000000000000004,4.440892098500626e-16,0.0008769974965861906,0.9862928948872263,0,0,1e-08,True,False
general,JapaneseVowels,catboost,SafeGram-t01,0,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999999999999996,1.0000000000000004,4.440892098500626e-16,0.0008191947183040722,0.9860733013544254,0,0,1e-08,True,False
general,JapaneseVowels,catboost,SafeGram-t01,0,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999999999999996,1.0000000000000004,4.440892098500626e-16,0.0009138303092468008,0.9865272974024608,0,0,1e-08,True,False
general,JapaneseVowels,catboost,SafeRankGram-t01,0,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999999999999997,1.0000000000000002,3.3306690738754696e-16,0.0008557371721825066,0.9866876543379886,0,0,1e-08,True,False
general,JapaneseVowels,catboost,SafeRankGram-t01,0,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999999999999997,1.0000000000000004,4.440892098500626e-16,0.0009057137271127026,0.9858339919490011,0,0,1e-08,True,False
general,JapaneseVowels,catboost,BlockGuard-Greedy-t01,0,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999999999999996,1.0000000000000004,4.440892098500626e-16,0.0011195431530968297,0.9842553527662291,0,0,1e-08,True,False
general,JapaneseVowels,catboost,BlockGuard-Greedy-t01,0,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999999999999996,1.0000000000000004,4.440892098500626e-16,0.0009834611337424326,0.9850810856596333,0,0,1e-08,True,False
general,JapaneseVowels,catboost,Raw,1,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999999999999993,1.0000000000000004,6.661338147750939e-16,0.0007119890626450565,0.9887661930905881,0,0,1e-08,True,False
general,JapaneseVowels,catboost,Raw,1,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999999999999996,1.0000000000000009,8.881784197001252e-16,0.0006650665183276119,0.9869174337900181,0,0,1e-08,True,False
general,JapaneseVowels,catboost,Raw+Gram@0.5,1,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999999999999997,1.0000000000000002,3.3306690738754696e-16,0.0008652158964173905,0.9855678850739666,0,0,1e-08,True,False
general,JapaneseVowels,catboost,Raw+Gram@0.5,1,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999999999999997,1.0000000000000004,4.440892098500626e-16,0.0007996998011915155,0.9872160868583835,0,0,1e-08,True,False
general,JapaneseVowels,catboost,Raw+Gram@0.75,1,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999999999999997,1.0000000000000004,4.440892098500626e-16,0.0009114732873736641,0.9839687310656559,0,0,1e-08,True,False
general,JapaneseVowels,catboost,Raw+Gram@0.75,1,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999999999999996,1.0000000000000004,4.440892098500626e-16,0.0008670164426234675,0.9882239931425392,0,0,1e-08,True,False
general,JapaneseVowels,catboost,PureGram,1,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999999999999994,1.0000000000000007,6.661338147750939e-16,0.0009577306783299377,0.9827220001765005,0,0,1e-08,True,False
general,JapaneseVowels,catboost,PureGram,1,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999999999999996,1.0000000000000004,4.440892098500626e-16,0.0007868656830101755,0.9892318994266949,0,0,1e-08,True,False
general,JapaneseVowels,catboost,GuardedGram-G2-g0p0-t01,1,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999999999999997,1.0000000000000004,4.440892098500626e-16,0.0009114732873736641,0.9839687310656559,0,0,1e-08,True,False
general,JapaneseVowels,catboost,GuardedGram-G2-g0p0-t01,1,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999999999999996,1.0000000000000004,4.440892098500626e-16,0.0008670164426234675,0.9882239931425392,0,0,1e-08,True,False
general,JapaneseVowels,catboost,SafeGram-t01,1,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999999999999997,1.0000000000000002,3.3306690738754696e-16,0.0008652158964173905,0.9855678850739666,0,0,1e-08,True,False
general,JapaneseVowels,catboost,SafeGram-t01,1,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999999999999997,1.0000000000000004,4.440892098500626e-16,0.0007996998011915155,0.9872160868583835,0,0,1e-08,True,False
general,JapaneseVowels,catboost,SafeRankGram-t01,1,validation,256,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999999999999997,1.0000000000000004,4.440892098500626e-16,0.0008488969674285243,0.9862504360140927,0,0,1e-08,True,False
general,JapaneseVowels,catboost,SafeRankGram-t01,1,test,512,9,9,training-only LabelEncoder sorted classes; encoded columns 0..K-1,0.9999999999999997,1.0000000000000004,4.440892098500626e-16,0.0007968065721376037,0.9841412938986176,0,0,1e-08,True,False
