scope,dataset,problem_type,model,method,family,seeds_included,selected_alpha,invariant_feature_fraction,disagreement_reduction,normalized_excess_risk,raw_task_error,method_task_error,trivial_task_error,raw_fallback,inference_multiplier,validation_C,predictive_rank,task_outcome
general,2dplanes,regression,tabicl_v2,GuardedGram-G2-g0p0-t01,G2,3,0.75,,0.75,0.00046743956891444826,0.9847244247204872,0.9867689653270515,4.3739142822513895,False,2.0,-0.00022500022107556955,4.5,L
general,2dplanes,regression,tabicl_v2,PureGram,fixed,3,1.0,,1.0,0.0011055585788950616,0.9847244247204872,0.9895600431785818,4.3739142822513895,False,1.0,0.00020145082127444815,7.0,L
general,2dplanes,regression,tabicl_v2,Raw,fixed,3,0.0,,0.0,0.0,0.9847244247204872,0.9847244247204872,4.3739142822513895,True,1.0,0.0,2.0,T
general,2dplanes,regression,tabicl_v2,Raw+Gram@0.5,fixed,3,0.5,,0.5,6.975243234739644e-05,0.9847244247204872,0.9850295158805532,4.3739142822513895,False,2.0,-0.0004009795370496904,3.0,L
general,2dplanes,regression,tabicl_v2,Raw+Gram@0.75,fixed,3,0.75,,0.75,0.00046743956891444826,0.9847244247204872,0.9867689653270515,4.3739142822513895,False,2.0,-0.00022500022107556955,4.5,L
general,2dplanes,regression,tabicl_v2,SafeGram-t01,safety_reference,3,1.0,,1.0,0.0011055585788950616,0.9847244247204872,0.9895600431785818,4.3739142822513895,False,1.0,0.00020145082127444815,7.0,L
general,2dplanes,regression,tabicl_v2,SafeRankGram-t01,safety_reference,3,1.0,,1.0,-0.0012156522351453038,0.9847244247204872,0.9794072660469343,4.3739142822513895,False,1.0,-0.0030522813635860853,1.0,W
general,2dplanes,regression,tabm_d,BlockGuard-Greedy-t01,BlockGuard-Greedy,3,,1.0,1.0,-0.0016711738103212317,1.0377689646176242,1.018286793077321,4.3739142822513895,False,1.0,0.003386899923348047,2.5,W
general,2dplanes,regression,tabm_d,GuardedGram-G2-g0p0-t01,G2,3,0.75,,0.75,-0.002174088552443817,1.0377689646176242,1.0194308714514286,4.3739142822513895,False,2.0,0.0017871776186078271,5.0,W
general,2dplanes,regression,tabm_d,PureGram,fixed,3,1.0,,1.0,-0.0016711738103212317,1.0377689646176242,1.018286793077321,4.3739142822513895,False,1.0,0.003386899923348047,2.5,W
general,2dplanes,regression,tabm_d,Raw,fixed,3,0.0,,0.0,0.0,1.0377689646176242,1.0377689646176242,4.3739142822513895,True,1.0,0.0,8.0,T
general,2dplanes,regression,tabm_d,Raw+Gram@0.5,fixed,3,0.5,,0.5,-0.002061818119447424,1.0377689646176242,1.0237216402188993,4.3739142822513895,False,2.0,0.0006491518486631496,7.0,W
general,2dplanes,regression,tabm_d,Raw+Gram@0.75,fixed,3,0.75,,0.75,-0.002174088552443817,1.0377689646176242,1.0194308714514286,4.3739142822513895,False,2.0,0.0017871776186078271,5.0,W
general,2dplanes,regression,tabm_d,SafeGram-t01,safety_reference,3,0.75,,0.75,-0.002174088552443817,1.0377689646176242,1.0194308714514286,4.3739142822513895,False,2.0,0.0017871776186078271,5.0,W
general,2dplanes,regression,tabm_d,SafeRankGram-t01,safety_reference,3,1.0,,1.0,-0.010666323051599218,1.0377689646176242,0.9842922813660713,4.3739142822513895,False,1.0,-0.0016784971369067194,1.0,W
general,2dplanes,regression,tabpfn_2_6,BlockGuard-Greedy-t01,BlockGuard-Greedy,3,,1.0,1.0,0.0019112346045642358,0.9646361826974531,0.9729957590310897,4.3739142822513895,False,1.0,0.0027167088041275935,7.5,L
general,2dplanes,regression,tabpfn_2_6,GuardedGram-G2-g0p0-t01,G2,3,0.75,,0.75,0.0007342012425355977,0.9646361826974531,0.9678475159982263,4.3739142822513895,False,2.0,0.0016267168585694495,3.5,L
general,2dplanes,regression,tabpfn_2_6,PureGram,fixed,3,1.0,,1.0,0.0019112346045642358,0.9646361826974531,0.9729957590310897,4.3739142822513895,False,1.0,0.0027167088041275935,7.5,L
general,2dplanes,regression,tabpfn_2_6,Raw,fixed,3,0.0,,0.0,0.0,0.9646361826974531,0.9646361826974531,4.3739142822513895,True,1.0,0.0,1.0,T
general,2dplanes,regression,tabpfn_2_6,Raw+Gram@0.5,fixed,3,0.5,,0.5,2.0805464679070523e-05,0.9646361826974531,0.9654275483216906,4.3739142822513895,False,2.0,0.0008087636714942077,2.0,L
general,2dplanes,regression,tabpfn_2_6,Raw+Gram@0.75,fixed,3,0.75,,0.75,0.0007342012425355977,0.9646361826974531,0.9678475159982263,4.3739142822513895,False,2.0,0.0016267168585694495,3.5,L
general,2dplanes,regression,tabpfn_2_6,SafeGram-t01,safety_reference,3,1.0,,1.0,0.0019112346045642358,0.9646361826974531,0.9701024330579666,4.3739142822513895,False,1.0,0.0027167088041275935,5.0,L
general,2dplanes,regression,tabpfn_2_6,SafeRankGram-t01,safety_reference,3,1.0,,1.0,0.0016930225010312828,0.9646361826974531,0.971537799019287,4.3739142822513895,False,1.0,0.002474648604352241,6.0,L
general,Brazilian_houses,regression,catboost,BlockGuard-Greedy-t01,BlockGuard-Greedy,3,,0.2,0.0,0.0037556000620207514,959.1540277399796,1045.924430850446,4729.547636266773,True,1.0,0.0,5.0,L
general,Brazilian_houses,regression,catboost,GuardedGram-G2-g0p0-t01,G2,3,0.0,,0.0,0.0,959.1540277399796,959.1540277399796,4729.547636266773,True,1.0,0.0,2.5,T
general,Brazilian_houses,regression,catboost,PureGram,fixed,3,1.0,,1.0,0.10236520561401727,959.1540277399796,1434.8963521346518,4729.547636266773,False,1.0,0.14120915065542475,8.0,L
general,Brazilian_houses,regression,catboost,Raw,fixed,3,0.0,,0.0,0.0,959.1540277399796,959.1540277399796,4729.547636266773,True,1.0,0.0,2.5,T
general,Brazilian_houses,regression,catboost,Raw+Gram@0.5,fixed,3,0.5,,0.5,0.030380121888155424,959.1540277399796,1106.8398423279673,4729.547636266773,False,2.0,0.04993796690004378,6.0,L
general,Brazilian_houses,regression,catboost,Raw+Gram@0.75,fixed,3,0.75,,0.75,0.06283305839194868,959.1540277399796,1256.3259705370326,4729.547636266773,False,2.0,0.09278560918504446,7.0,L
general,Brazilian_houses,regression,catboost,SafeGram-t01,safety_reference,3,0.0,,0.0,0.0,959.1540277399796,959.1540277399796,4729.547636266773,True,1.0,0.0,2.5,T
general,Brazilian_houses,regression,catboost,SafeRankGram-t01,safety_reference,3,0.0,,0.0,0.0,959.1540277399796,959.1540277399796,4729.547636266773,True,1.0,0.0,2.5,T
general,Brazilian_houses,regression,controlled_mlp,BlockGuard-Greedy-t01,BlockGuard-Greedy,3,,1.0,1.0,-0.3648423167252874,2954.690271671243,1140.245348894303,4729.547636266773,False,1.0,-0.4323948247003071,2.0,W
general,Brazilian_houses,regression,controlled_mlp,GuardedGram-G2-g0p0-t01,G2,3,0.75,,0.75,-0.3431651163833391,2954.690271671243,1294.119219078137,4729.547636266773,False,2.0,-0.39684475516109885,5.5,W
general,Brazilian_houses,regression,controlled_mlp,PureGram,fixed,3,1.0,,1.0,-0.3648423167252874,2954.690271671243,1140.245348894303,4729.547636266773,False,1.0,-0.4323948247003071,2.0,W
general,Brazilian_houses,regression,controlled_mlp,Raw,fixed,3,0.0,,0.0,0.0,2954.690271671243,2954.690271671243,4729.547636266773,True,1.0,0.0,8.0,T
general,Brazilian_houses,regression,controlled_mlp,Raw+Gram@0.5,fixed,3,0.5,,0.5,-0.25461897615290596,2954.690271671243,1743.5807992514913,4729.547636266773,False,2.0,-0.2802856333039763,7.0,W
general,Brazilian_houses,regression,controlled_mlp,Raw+Gram@0.75,fixed,3,0.75,,0.75,-0.3431651163833391,2954.690271671243,1294.119219078137,4729.547636266773,False,2.0,-0.39684475516109885,5.5,W
general,Brazilian_houses,regression,controlled_mlp,SafeGram-t01,safety_reference,3,1.0,,1.0,-0.3648423167252874,2954.690271671243,1140.245348894303,4729.547636266773,False,1.0,-0.4323948247003071,2.0,W
general,Brazilian_houses,regression,controlled_mlp,SafeRankGram-t01,safety_reference,3,1.0,,1.0,-0.3555892051193152,2954.690271671243,1229.2214176814932,4729.547636266773,False,1.0,-0.30314589143999937,4.0,W
general,Brazilian_houses,regression,tabicl_v2,BlockGuard-Greedy-t01,BlockGuard-Greedy,3,,1.0,1.0,-0.0014736322250633897,967.399294306095,960.4296804993199,4729.547636266773,False,1.0,0.0029623958744483658,5.5,W
general,Brazilian_houses,regression,tabicl_v2,GuardedGram-G2-g0p0-t01,G2,3,0.75,,0.75,-0.0022091502510618866,967.399294306095,956.9510129580271,4729.547636266773,False,2.0,0.001103656419585559,2.5,W
general,Brazilian_houses,regression,tabicl_v2,PureGram,fixed,3,1.0,,1.0,-0.0014736322250633897,967.399294306095,960.4296804993199,4729.547636266773,False,1.0,0.0029623958744483658,5.5,W
general,Brazilian_houses,regression,tabicl_v2,Raw,fixed,3,0.0,,0.0,0.0,967.399294306095,967.399294306095,4729.547636266773,True,1.0,0.0,8.0,T
general,Brazilian_houses,regression,tabicl_v2,Raw+Gram@0.5,fixed,3,0.5,,0.5,-0.0022073759799134647,967.399294306095,956.9594044579433,4729.547636266773,False,2.0,-1.9347220520715376e-05,4.0,W
general,Brazilian_houses,regression,tabicl_v2,Raw+Gram@0.75,fixed,3,0.75,,0.75,-0.0022091502510618866,967.399294306095,956.9510129580271,4729.547636266773,False,2.0,0.001103656419585559,2.5,W
general,Brazilian_houses,regression,tabicl_v2,SafeGram-t01,safety_reference,3,0.25,,0.2500000000000001,-0.0014683287368009999,967.399294306095,960.4547635996953,4729.547636266773,False,2.0,-0.00038918590663195843,7.0,W
general,Brazilian_houses,regression,tabicl_v2,SafeRankGram-t01,safety_reference,3,1.0,,1.0,-0.0037849492973932824,967.399294306095,949.4981963032191,4729.547636266773,False,1.0,-0.010517929559937841,1.0,W
general,Brazilian_houses,regression,tabm_d,BlockGuard-Greedy-t01,BlockGuard-Greedy,3,,1.0,1.0,-0.005539007441262318,2320.516449826237,2294.3194502751508,4729.547636266773,False,1.0,-0.014760846049443485,7.0,W
general,Brazilian_houses,regression,tabm_d,GuardedGram-G2-g0p0-t01,G2,3,0.75,,0.75,-0.027450436568245303,2320.516449826237,2226.989072250113,4729.547636266773,False,2.0,-0.02624507514030645,4.0,W
general,Brazilian_houses,regression,tabm_d,PureGram,fixed,3,1.0,,1.0,-0.010076002475336094,2320.516449826237,2272.861516135993,4729.547636266773,False,1.0,-0.014760846049443485,6.0,W
general,Brazilian_houses,regression,tabm_d,Raw,fixed,3,0.0,,0.0,0.0,2320.516449826237,2320.516449826237,4729.547636266773,True,1.0,0.0,8.0,T
general,Brazilian_houses,regression,tabm_d,Raw+Gram@0.5,fixed,3,0.5,,0.5,-0.028503545667800598,2320.516449826237,2215.7335151528505,4729.547636266773,False,2.0,-0.025305730841227912,2.0,W
general,Brazilian_houses,regression,tabm_d,Raw+Gram@0.75,fixed,3,0.75,,0.75,-0.027450436568245303,2320.516449826237,2226.989072250113,4729.547636266773,False,2.0,-0.02624507514030645,4.0,W
general,Brazilian_houses,regression,tabm_d,SafeGram-t01,safety_reference,3,0.75,,0.75,-0.027450436568245303,2320.516449826237,2226.989072250113,4729.547636266773,False,2.0,-0.02624507514030645,4.0,W
general,Brazilian_houses,regression,tabm_d,SafeRankGram-t01,safety_reference,3,1.0,,1.0,-0.04339964132791735,2320.516449826237,2052.9182772980216,4729.547636266773,False,1.0,-0.047671629206100595,1.0,W
general,Brazilian_houses,regression,tabpfn_2_6,BlockGuard-Greedy-t01,BlockGuard-Greedy,3,,1.0,1.0,-0.004534322706692184,746.8160385624719,743.6991930931237,4729.547636266773,False,1.0,0.0024456067718622303,2.5,W
general,Brazilian_houses,regression,tabpfn_2_6,GuardedGram-G2-g0p0-t01,G2,3,0.75,,0.75,0.0024862238663717596,746.8160385624719,756.1258699252595,4729.547636266773,False,2.0,0.0002646158723693971,5.5,L
general,Brazilian_houses,regression,tabpfn_2_6,PureGram,fixed,3,1.0,,1.0,0.014274069842447529,746.8160385624719,757.3049053184997,4729.547636266773,False,1.0,0.0024456067718622303,7.0,L
general,Brazilian_houses,regression,tabpfn_2_6,Raw,fixed,3,0.0,,0.0,0.0,746.8160385624719,746.8160385624719,4729.547636266773,True,1.0,0.0,4.0,T
general,Brazilian_houses,regression,tabpfn_2_6,Raw+Gram@0.5,fixed,3,0.5,,0.5,0.005726236873754323,746.8160385624719,771.8688304765346,4729.547636266773,False,2.0,-0.0008889879979907103,8.0,L
general,Brazilian_houses,regression,tabpfn_2_6,Raw+Gram@0.75,fixed,3,0.75,,0.75,0.009672934425041482,746.8160385624719,756.1258699252595,4729.547636266773,False,2.0,0.0002646158723693971,5.5,L
general,Brazilian_houses,regression,tabpfn_2_6,SafeGram-t01,safety_reference,3,0.5,,0.5,0.0024862238663717596,746.8160385624719,743.6991930931237,4729.547636266773,False,2.0,-0.0008889879979907103,2.5,W
general,Brazilian_houses,regression,tabpfn_2_6,SafeRankGram-t01,safety_reference,3,1.0,,1.0,-0.013755071975725286,746.8160385624719,695.7183869990724,4729.547636266773,False,1.0,-0.0023270632496056663,1.0,W
general,JapaneseVowels,classification,catboost,BlockGuard-Greedy-t01,BlockGuard-Greedy,3,,0.8571428571428571,0.6111362407407807,0.008656501930246013,0.39376163248045826,0.4122499447089702,2.170709159425451,False,1.0,0.0062706719914633014,8.0,L
general,JapaneseVowels,classification,catboost,GuardedGram-G2-g0p0-t01,G2,3,0.75,,0.75,0.005666041566741022,0.39376163248045826,0.4062088369005763,2.170709159425451,False,2.0,0.00091609094094829,4.5,L
general,JapaneseVowels,classification,catboost,PureGram,fixed,3,1.0,,1.0,0.008373971862018319,0.39376163248045826,0.4120869659956204,2.170709159425451,False,1.0,0.002227416885557549,7.0,L
general,JapaneseVowels,classification,catboost,Raw,fixed,3,0.0,,0.0,0.0,0.39376163248045826,0.39376163248045826,2.170709159425451,True,1.0,0.0,1.0,T
general,JapaneseVowels,classification,catboost,Raw+Gram@0.5,fixed,3,0.5,,0.5,0.0033888250804009045,0.39376163248045826,0.40126566221568316,2.170709159425451,False,2.0,0.00012502257573492593,3.0,L
general,JapaneseVowels,classification,catboost,Raw+Gram@0.75,fixed,3,0.75,,0.75,0.005666041566741022,0.39376163248045826,0.4062088369005763,2.170709159425451,False,2.0,0.00091609094094829,4.5,L
general,JapaneseVowels,classification,catboost,SafeGram-t01,safety_reference,3,1.0,,1.0,0.0077542851905343215,0.39376163248045826,0.41059393036834824,2.170709159425451,False,1.0,0.002227416885557549,6.0,L
general,JapaneseVowels,classification,catboost,SafeRankGram-t01,safety_reference,3,0.5,,0.5,0.0005340111003211657,0.39376163248045826,0.3946183794671031,2.170709159425451,False,2.0,0.0029030242932083904,2.0,L
general,JapaneseVowels,classification,controlled_mlp,BlockGuard-Greedy-t01,BlockGuard-Greedy,3,,0.2857142857142857,0.19243016209189623,-0.004556090560517731,0.3847952030028535,0.37490525549196585,2.170709159425451,False,1.0,-0.0026836386533677834,7.0,W
general,JapaneseVowels,classification,controlled_mlp,GuardedGram-G2-g0p0-t01,G2,3,0.75,,0.7500000014834822,-0.03414978742914047,0.3847952030028535,0.31094604414101745,2.170709159425451,False,2.0,-0.033182112064334156,2.5,W
general,JapaneseVowels,classification,controlled_mlp,PureGram,fixed,3,1.0,,1.0,-0.017591375974388757,0.3847952030028535,0.34661669870152967,2.170709159425451,False,1.0,-0.03342240018469852,6.0,W
general,JapaneseVowels,classification,controlled_mlp,Raw,fixed,3,0.0,,0.0,0.0,0.3847952030028535,0.3847952030028535,2.170709159425451,True,1.0,0.0,8.0,T
general,JapaneseVowels,classification,controlled_mlp,Raw+Gram@0.5,fixed,3,0.5,,0.5000000006209039,-0.03176518374585132,0.3847952030028535,0.3182762303456085,2.170709159425451,False,2.0,-0.03192674306413253,4.0,W
general,JapaneseVowels,classification,controlled_mlp,Raw+Gram@0.75,fixed,3,0.75,,0.7500000014834822,-0.03414978742914047,0.3847952030028535,0.31094604414101745,2.170709159425451,False,2.0,-0.033182112064334156,2.5,W
general,JapaneseVowels,classification,controlled_mlp,SafeGram-t01,safety_reference,3,1.0,,1.0,-0.02343315306487548,0.3847952030028535,0.3440386689409573,2.170709159425451,False,1.0,-0.03342240018469852,5.0,W
general,JapaneseVowels,classification,controlled_mlp,SafeRankGram-t01,safety_reference,3,1.0,,1.0,-0.04564413030480327,0.3847952030028535,0.29249666584725414,2.170709159425451,False,1.0,-0.03272272094886302,1.0,W
general,JapaneseVowels,classification,tabicl_v2,BlockGuard-Greedy-t01,BlockGuard-Greedy,3,,1.0,1.0,-0.002853350501189403,0.12598476490481525,0.11979097083683221,2.170709159425451,False,1.0,-0.010885356384880465,6.0,W
general,JapaneseVowels,classification,tabicl_v2,GuardedGram-G2-g0p0-t01,G2,3,0.75,,0.7500000010568191,-0.00454736227964001,0.12598476490481525,0.11611376395317488,2.170709159425451,False,2.0,-0.01233890032542602,3.5,W
general,JapaneseVowels,classification,tabicl_v2,PureGram,fixed,3,1.0,,1.0,-0.002853350501189403,0.12598476490481525,0.11979097083683221,2.170709159425451,False,1.0,-0.010885356384880465,6.0,W
general,JapaneseVowels,classification,tabicl_v2,Raw,fixed,3,0.0,,0.0,0.0,0.12598476490481525,0.12598476490481525,2.170709159425451,True,1.0,0.0,8.0,T
general,JapaneseVowels,classification,tabicl_v2,Raw+Gram@0.5,fixed,3,0.5,,0.5000000014090925,-0.004971604118978091,0.12598476490481525,0.1151928583067122,2.170709159425451,False,2.0,-0.01103330500137598,2.0,W
general,JapaneseVowels,classification,tabicl_v2,Raw+Gram@0.75,fixed,3,0.75,,0.7500000010568191,-0.00454736227964001,0.12598476490481525,0.11611376395317488,2.170709159425451,False,2.0,-0.01233890032542602,3.5,W
general,JapaneseVowels,classification,tabicl_v2,SafeGram-t01,safety_reference,3,1.0,,1.0,-0.002853350501189403,0.12598476490481525,0.11979097083683221,2.170709159425451,False,1.0,-0.010885356384880465,6.0,W
general,JapaneseVowels,classification,tabicl_v2,SafeRankGram-t01,safety_reference,3,1.0,,1.0,-0.012527039387594207,0.12598476490481525,0.09879220576568111,2.170709159425451,False,1.0,-0.014229374643590191,1.0,W
general,JapaneseVowels,classification,tabm_d,BlockGuard-Greedy-t01,BlockGuard-Greedy,3,,0.14285714285714285,0.20403214322912577,0.0014426228947311299,0.17521591745263876,0.2005691211610459,2.170709159425451,False,1.0,0.0027680633488063504,5.0,L
general,JapaneseVowels,classification,tabm_d,GuardedGram-G2-g0p0-t01,G2,3,0.75,,0.7500000017109534,-0.0046467461390300386,0.17521591745263876,0.20322596901586815,2.170709159425451,False,2.0,-0.012908532393423714,6.5,L
general,JapaneseVowels,classification,tabm_d,PureGram,fixed,3,1.0,,1.0,-0.0028294849325757013,0.17521591745263876,0.21895456808754124,2.170709159425451,False,1.0,-0.01548327042111291,8.0,L
general,JapaneseVowels,classification,tabm_d,Raw,fixed,3,0.0,,0.0,0.0,0.17521591745263876,0.17521591745263876,2.170709159425451,True,1.0,0.0,2.0,T
general,JapaneseVowels,classification,tabm_d,Raw+Gram@0.5,fixed,3,0.5,,0.5000000019657809,-0.004387998627496985,0.17521591745263876,0.1907308538492969,2.170709159425451,False,2.0,-0.009344824404424532,3.5,L
general,JapaneseVowels,classification,tabm_d,Raw+Gram@0.75,fixed,3,0.75,,0.7500000017109534,-0.0046467461390300386,0.17521591745263876,0.20322596901586815,2.170709159425451,False,2.0,-0.012908532393423714,6.5,L
general,JapaneseVowels,classification,tabm_d,SafeGram-t01,safety_reference,3,1.0,,1.0,-0.0028294849325757013,0.17521591745263876,0.1907308538492969,2.170709159425451,False,1.0,-0.01548327042111291,3.5,L
general,JapaneseVowels,classification,tabm_d,SafeRankGram-t01,safety_reference,3,1.0,,1.0,-0.01120279443606922,0.17521591745263876,0.15862821880352715,2.170709159425451,False,1.0,-0.005953493061013369,1.0,W
general,JapaneseVowels,classification,tabpfn_2_6,BlockGuard-Greedy-t01,BlockGuard-Greedy,3,,1.0,1.0,-0.0010599774258543732,0.10969185778182322,0.11992281376032618,2.170709159425451,False,1.0,-0.0016036417457143538,7.5,L
general,JapaneseVowels,classification,tabpfn_2_6,GuardedGram-G2-g0p0-t01,G2,3,0.75,,0.7499999992278088,-0.004121507198343049,0.10969185778182322,0.11327712304133129,2.170709159425451,False,2.0,-0.002982156734315362,5.5,L
general,JapaneseVowels,classification,tabpfn_2_6,PureGram,fixed,3,1.0,,1.0,-0.0010599774258543732,0.10969185778182322,0.11992281376032618,2.170709159425451,False,1.0,-0.0016036417457143538,7.5,L
general,JapaneseVowels,classification,tabpfn_2_6,Raw,fixed,3,0.0,,0.0,0.0,0.10969185778182322,0.10969185778182322,2.170709159425451,True,1.0,0.0,2.0,T
general,JapaneseVowels,classification,tabpfn_2_6,Raw+Gram@0.5,fixed,3,0.5,,0.4999999989704119,-0.004098695066577641,0.10969185778182322,0.11119234474066918,2.170709159425451,False,2.0,-0.0033093435749732324,3.0,L
general,JapaneseVowels,classification,tabpfn_2_6,Raw+Gram@0.75,fixed,3,0.75,,0.7499999992278088,-0.004121507198343049,0.10969185778182322,0.11327712304133129,2.170709159425451,False,2.0,-0.002982156734315362,5.5,L
general,JapaneseVowels,classification,tabpfn_2_6,SafeGram-t01,safety_reference,3,1.0,,1.0,-0.0010599774258543732,0.10969185778182322,0.11236707297263074,2.170709159425451,False,1.0,-0.0016036417457143538,4.0,L
general,JapaneseVowels,classification,tabpfn_2_6,SafeRankGram-t01,safety_reference,3,1.0,,1.0,-0.0023137695467423994,0.10969185778182322,0.10477328967411301,2.170709159425451,False,1.0,-0.0007821139016972597,1.0,W
general,OnlineNewsPopularity,regression,catboost,BlockGuard-Greedy-t01,BlockGuard-Greedy,3,,0.14634146341463414,-0.04694103923817594,0.0,5254.3235099848525,5254.073517473051,5264.751611011675,True,1.0,-0.0015862579634529153,6.0,W
general,OnlineNewsPopularity,regression,catboost,GuardedGram-G2-g0p0-t01,G2,3,0.75,,0.75,0.0004891375616140466,5254.3235099848525,5250.599878357612,5264.751611011675,False,2.0,-0.001547375656011811,1.5,W
general,OnlineNewsPopularity,regression,catboost,PureGram,fixed,3,1.0,,1.0,0.0008966118559704075,5254.3235099848525,5253.853217365155,5264.751611011675,False,1.0,-0.0015946419476604945,5.0,W
general,OnlineNewsPopularity,regression,catboost,Raw,fixed,3,0.0,,0.0,0.0,5254.3235099848525,5254.3235099848525,5264.751611011675,True,1.0,0.0,7.5,T
general,OnlineNewsPopularity,regression,catboost,Raw+Gram@0.5,fixed,3,0.5,,0.5,0.00020381511916116296,5254.3235099848525,5250.8499943000015,5264.751611011675,False,2.0,-0.0012656869345613532,3.5,W
general,OnlineNewsPopularity,regression,catboost,Raw+Gram@0.75,fixed,3,0.75,,0.75,0.0004891375616140466,5254.3235099848525,5250.599878357612,5264.751611011675,False,2.0,-0.001547375656011811,1.5,W
general,OnlineNewsPopularity,regression,catboost,SafeGram-t01,safety_reference,3,0.0,,0.0,0.0,5254.3235099848525,5250.8499943000015,5264.751611011675,True,1.0,0.0,3.5,W
general,OnlineNewsPopularity,regression,catboost,SafeRankGram-t01,safety_reference,3,0.0,,0.0,0.0,5254.3235099848525,5254.3235099848525,5264.751611011675,True,1.0,0.0,7.5,T
general,OnlineNewsPopularity,regression,controlled_mlp,BlockGuard-Greedy-t01,BlockGuard-Greedy,3,,0.7560975609756098,0.7201151281641343,0.04643456680983694,5161.020707519959,5396.224620335829,5264.751611011675,False,1.0,-0.004212801708362116,8.0,L
general,OnlineNewsPopularity,regression,controlled_mlp,GuardedGram-G2-g0p0-t01,G2,3,0.25,,0.25,0.0,5161.020707519959,5177.10244286607,5264.751611011675,True,2.0,0.0,4.0,L
general,OnlineNewsPopularity,regression,controlled_mlp,PureGram,fixed,3,1.0,,1.0,0.02810941602012339,5161.020707519959,5325.190997828433,5264.751611011675,False,1.0,0.008480514398952518,7.0,L
general,OnlineNewsPopularity,regression,controlled_mlp,Raw,fixed,3,0.0,,0.0,0.0,5161.020707519959,5161.020707519959,5264.751611011675,True,1.0,0.0,2.0,T
