scope,dataset,model,method,seed,split,problem_type,n_rows,family,selected_alpha,invariant_feature_fraction,raw_disagreement_recomputed,raw_disagreement_stored,method_disagreement_recomputed,method_disagreement_stored,disagreement_reduction,disagreement_reduction_stored,disagreement_mismatch,disagreement_matches_tolerance,raw_fallback,inference_multiplier,raw_loss_recomputed,raw_loss_stored,method_loss_recomputed,method_loss_stored,trivial_loss_recomputed,trivial_loss_stored,raw_loss_mismatch,method_loss_mismatch,trivial_loss_mismatch,absolute_loss_mismatch,loss_matches_tolerance,trivial_matches_tolerance,L_raw,L_method,L_trivial,numerator,raw_headroom,denominator_used,denominator_clipped,C_recomputed,C_stored,C_difference,C_matches_tolerance,C_stable,delta_L,delta_sigma,delta_logloss
general,mfeat-fourier,tabicl_v2,GuardedGram-G2-g0p0-t01,0,test,classification,400,G2,0.75,,0.047717217876545356,0.047717217876545356,0.011929304563510053,0.011929304563510053,0.7499999980222294,0.7499999980222294,0.0,True,False,2.0,0.3329462013969758,0.3329462013969758,0.3208094338302269,0.3208094338302269,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.3329462013969758,0.3208094338302269,2.302596522337036,-0.012136767566748863,1.9696503209400604,1.9696503209400604,False,-0.006161889467241228,-0.006161889467241228,0.0,True,-0.005270905019187021,-0.012136767566748863,,-0.012136767566748863
general,mfeat-fourier,tabicl_v2,SafeGram-t01,0,validation,classification,256,safety_reference,1.0,,0.045410214230649136,0.045410214230649136,0.0,0.0,1.0,1.0,0.0,True,False,1.0,0.3146558684178442,0.3146558684178442,0.2817655962077399,0.2817655962077399,2.302573656302008,2.302573656302008,0.0,0.0,0.0,0.0,True,True,0.3146558684178442,0.2817655962077399,2.302573656302008,-0.03289027221010432,1.9879177878841638,1.9879177878841638,False,-0.0165450867287178,-0.0165450867287178,0.0,True,-0.014284134676901905,-0.03289027221010432,,-0.03289027221010432
general,mfeat-fourier,tabicl_v2,SafeGram-t01,0,test,classification,400,safety_reference,1.0,,0.047717217876545356,0.047717217876545356,0.0,0.0,1.0,1.0,0.0,True,False,1.0,0.3329462013969758,0.3329462013969758,0.3273920833527552,0.3273920833527552,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.3329462013969758,0.3273920833527552,2.302596522337036,-0.005554118044220568,1.9696503209400604,1.9696503209400604,False,-0.002819849790174806,-0.002819849790174806,0.0,True,-0.0024121108454482412,-0.005554118044220568,,-0.005554118044220568
general,mfeat-fourier,tabicl_v2,SafeRankGram-t01,0,validation,classification,256,safety_reference,1.0,,0.045410214230649136,0.045410214230649136,0.0,0.0,1.0,1.0,0.0,True,False,1.0,0.3146558684178442,0.3146558684178442,0.28903226399580306,0.28903226399580306,2.302573656302008,2.302573656302008,0.0,0.0,0.0,0.0,True,True,0.3146558684178442,0.28903226399580306,2.302573656302008,-0.025623604422041146,1.9879177878841638,1.9879177878841638,False,-0.012889670074995191,-0.012889670074995191,0.0,True,-0.011128245279759393,-0.025623604422041146,,-0.025623604422041146
general,mfeat-fourier,tabicl_v2,SafeRankGram-t01,0,test,classification,400,safety_reference,1.0,,0.047717217876545356,0.047717217876545356,0.0,0.0,1.0,1.0,0.0,True,False,1.0,0.3329462013969758,0.3329462013969758,0.33216591738482876,0.33216591738482876,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.3329462013969758,0.33216591738482876,2.302596522337036,-0.0007802840121470256,1.9696503209400604,1.9696503209400604,False,-0.0003961535729725961,-0.0003961535729725961,0.0,True,-0.000338871358736819,-0.0007802840121470256,,-0.0007802840121470256
general,mfeat-fourier,tabicl_v2,BlockGuard-Greedy-t01,0,validation,classification,256,BlockGuard-Greedy,,1.0,0.045410214230649136,0.045410214230649136,0.0,0.0,1.0,1.0,0.0,True,False,1.0,0.3146558684178442,0.3146558684178442,0.2817655962077399,0.2817655962077399,2.302573656302008,2.302573656302008,0.0,0.0,0.0,0.0,True,True,0.3146558684178442,0.2817655962077399,2.302573656302008,-0.03289027221010432,1.9879177878841638,1.9879177878841638,False,-0.0165450867287178,-0.0165450867287178,0.0,True,-0.014284134676901905,-0.03289027221010432,,-0.03289027221010432
general,mfeat-fourier,tabicl_v2,BlockGuard-Greedy-t01,0,test,classification,400,BlockGuard-Greedy,,1.0,0.047717217876545356,0.047717217876545356,0.0,0.0,1.0,1.0,0.0,True,False,1.0,0.3329462013969758,0.3329462013969758,0.3273920833527552,0.3273920833527552,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.3329462013969758,0.3273920833527552,2.302596522337036,-0.005554118044220568,1.9696503209400604,1.9696503209400604,False,-0.002819849790174806,-0.002819849790174806,0.0,True,-0.0024121108454482412,-0.005554118044220568,,-0.005554118044220568
general,mfeat-fourier,tabicl_v2,Raw,1,validation,classification,256,fixed,0.0,,0.045410214230649136,0.045410214230649136,0.045410214230649136,0.045410214230649136,0.0,0.0,0.0,True,True,1.0,0.3146558684178442,0.3146558684178442,0.3146558684178442,0.3146558684178442,2.302573656302008,2.302573656302008,0.0,0.0,0.0,0.0,True,True,0.3146558684178442,0.3146558684178442,2.302573656302008,0.0,1.9879177878841638,1.9879177878841638,False,0.0,0.0,0.0,True,0.0,0.0,,0.0
general,mfeat-fourier,tabicl_v2,Raw,1,test,classification,400,fixed,0.0,,0.047717217876545356,0.047717217876545356,0.047717217876545356,0.047717217876545356,0.0,0.0,0.0,True,True,1.0,0.3329462013969758,0.3329462013969758,0.3329462013969758,0.3329462013969758,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.3329462013969758,0.3329462013969758,2.302596522337036,0.0,1.9696503209400604,1.9696503209400604,False,0.0,0.0,0.0,True,0.0,0.0,,0.0
general,mfeat-fourier,tabicl_v2,Raw+Gram@0.5,1,validation,classification,256,fixed,0.5,,0.045410214230649136,0.045410214230649136,0.022705107164413655,0.022705107164413655,0.49999999891898583,0.49999999891898583,0.0,True,False,2.0,0.3146558684178442,0.3146558684178442,0.29391502444254364,0.29391502444254364,2.302573656302008,2.302573656302008,0.0,0.0,0.0,0.0,True,True,0.3146558684178442,0.29391502444254364,2.302573656302008,-0.02074084397530057,1.9879177878841638,1.9879177878841638,False,-0.010433451575166015,-0.010433451575166015,0.0,True,-0.009007678828659446,-0.02074084397530057,,-0.02074084397530057
general,mfeat-fourier,tabicl_v2,Raw+Gram@0.5,1,test,classification,400,fixed,0.5,,0.047717217876545356,0.047717217876545356,0.02385860906410427,0.02385860906410427,0.49999999736297296,0.49999999736297296,0.0,True,False,2.0,0.3329462013969758,0.3329462013969758,0.31997319442309063,0.31997319442309063,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.3329462013969758,0.31997319442309063,2.302596522337036,-0.012973006973885148,1.9696503209400604,1.9696503209400604,False,-0.006586451836635391,-0.006586451836635391,0.0,True,-0.005634077376577511,-0.012973006973885148,,-0.012973006973885148
general,mfeat-fourier,tabicl_v2,Raw+Gram@0.75,1,validation,classification,256,fixed,0.75,,0.045410214230649136,0.045410214230649136,0.011352553594479118,0.011352553594479118,0.749999999189239,0.749999999189239,0.0,True,False,2.0,0.3146558684178442,0.3146558684178442,0.28700580217419747,0.28700580217419747,2.302573656302008,2.302573656302008,0.0,0.0,0.0,0.0,True,True,0.3146558684178442,0.28700580217419747,2.302573656302008,-0.027650066243646743,1.9879177878841638,1.9879177878841638,False,-0.013909059223759969,-0.013909059223759969,0.0,True,-0.012008330837960447,-0.027650066243646743,,-0.027650066243646743
general,mfeat-fourier,tabicl_v2,Raw+Gram@0.75,1,test,classification,400,fixed,0.75,,0.047717217876545356,0.047717217876545356,0.011929304563510053,0.011929304563510053,0.7499999980222294,0.7499999980222294,0.0,True,False,2.0,0.3329462013969758,0.3329462013969758,0.3208094338302269,0.3208094338302269,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.3329462013969758,0.3208094338302269,2.302596522337036,-0.012136767566748863,1.9696503209400604,1.9696503209400604,False,-0.006161889467241228,-0.006161889467241228,0.0,True,-0.005270905019187021,-0.012136767566748863,,-0.012136767566748863
general,mfeat-fourier,tabicl_v2,PureGram,1,validation,classification,256,fixed,1.0,,0.045410214230649136,0.045410214230649136,0.0,0.0,1.0,1.0,0.0,True,False,1.0,0.3146558684178442,0.3146558684178442,0.2817655962077399,0.2817655962077399,2.302573656302008,2.302573656302008,0.0,0.0,0.0,0.0,True,True,0.3146558684178442,0.2817655962077399,2.302573656302008,-0.03289027221010432,1.9879177878841638,1.9879177878841638,False,-0.0165450867287178,-0.0165450867287178,0.0,True,-0.014284134676901905,-0.03289027221010432,,-0.03289027221010432
general,mfeat-fourier,tabicl_v2,PureGram,1,test,classification,400,fixed,1.0,,0.047717217876545356,0.047717217876545356,0.0,0.0,1.0,1.0,0.0,True,False,1.0,0.3329462013969758,0.3329462013969758,0.3273920833527552,0.3273920833527552,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.3329462013969758,0.3273920833527552,2.302596522337036,-0.005554118044220568,1.9696503209400604,1.9696503209400604,False,-0.002819849790174806,-0.002819849790174806,0.0,True,-0.0024121108454482412,-0.005554118044220568,,-0.005554118044220568
general,mfeat-fourier,tabicl_v2,GuardedGram-G2-g0p0-t01,1,validation,classification,256,G2,0.75,,0.045410214230649136,0.045410214230649136,0.011352553594479118,0.011352553594479118,0.749999999189239,0.749999999189239,0.0,True,False,2.0,0.3146558684178442,0.3146558684178442,0.28700580217419747,0.28700580217419747,2.302573656302008,2.302573656302008,0.0,0.0,0.0,0.0,True,True,0.3146558684178442,0.28700580217419747,2.302573656302008,-0.027650066243646743,1.9879177878841638,1.9879177878841638,False,-0.013909059223759969,-0.013909059223759969,0.0,True,-0.012008330837960447,-0.027650066243646743,,-0.027650066243646743
general,mfeat-fourier,tabicl_v2,GuardedGram-G2-g0p0-t01,1,test,classification,400,G2,0.75,,0.047717217876545356,0.047717217876545356,0.011929304563510053,0.011929304563510053,0.7499999980222294,0.7499999980222294,0.0,True,False,2.0,0.3329462013969758,0.3329462013969758,0.3208094338302269,0.3208094338302269,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.3329462013969758,0.3208094338302269,2.302596522337036,-0.012136767566748863,1.9696503209400604,1.9696503209400604,False,-0.006161889467241228,-0.006161889467241228,0.0,True,-0.005270905019187021,-0.012136767566748863,,-0.012136767566748863
general,mfeat-fourier,tabicl_v2,SafeGram-t01,1,validation,classification,256,safety_reference,1.0,,0.045410214230649136,0.045410214230649136,0.0,0.0,1.0,1.0,0.0,True,False,1.0,0.3146558684178442,0.3146558684178442,0.2817655962077399,0.2817655962077399,2.302573656302008,2.302573656302008,0.0,0.0,0.0,0.0,True,True,0.3146558684178442,0.2817655962077399,2.302573656302008,-0.03289027221010432,1.9879177878841638,1.9879177878841638,False,-0.0165450867287178,-0.0165450867287178,0.0,True,-0.014284134676901905,-0.03289027221010432,,-0.03289027221010432
general,mfeat-fourier,tabicl_v2,SafeGram-t01,1,test,classification,400,safety_reference,1.0,,0.047717217876545356,0.047717217876545356,0.0,0.0,1.0,1.0,0.0,True,False,1.0,0.3329462013969758,0.3329462013969758,0.3273920833527552,0.3273920833527552,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.3329462013969758,0.3273920833527552,2.302596522337036,-0.005554118044220568,1.9696503209400604,1.9696503209400604,False,-0.002819849790174806,-0.002819849790174806,0.0,True,-0.0024121108454482412,-0.005554118044220568,,-0.005554118044220568
general,mfeat-fourier,tabicl_v2,SafeRankGram-t01,1,validation,classification,256,safety_reference,1.0,,0.045410214230649136,0.045410214230649136,0.0,0.0,1.0,1.0,0.0,True,False,1.0,0.3146558684178442,0.3146558684178442,0.28903226399580306,0.28903226399580306,2.302573656302008,2.302573656302008,0.0,0.0,0.0,0.0,True,True,0.3146558684178442,0.28903226399580306,2.302573656302008,-0.025623604422041146,1.9879177878841638,1.9879177878841638,False,-0.012889670074995191,-0.012889670074995191,0.0,True,-0.011128245279759393,-0.025623604422041146,,-0.025623604422041146
general,mfeat-fourier,tabicl_v2,SafeRankGram-t01,1,test,classification,400,safety_reference,1.0,,0.047717217876545356,0.047717217876545356,0.0,0.0,1.0,1.0,0.0,True,False,1.0,0.3329462013969758,0.3329462013969758,0.33216591738482876,0.33216591738482876,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.3329462013969758,0.33216591738482876,2.302596522337036,-0.0007802840121470256,1.9696503209400604,1.9696503209400604,False,-0.0003961535729725961,-0.0003961535729725961,0.0,True,-0.000338871358736819,-0.0007802840121470256,,-0.0007802840121470256
general,mfeat-fourier,tabicl_v2,BlockGuard-Greedy-t01,1,validation,classification,256,BlockGuard-Greedy,,1.0,0.045410214230649136,0.045410214230649136,0.0,0.0,1.0,1.0,0.0,True,False,1.0,0.3146558684178442,0.3146558684178442,0.2817655962077399,0.2817655962077399,2.302573656302008,2.302573656302008,0.0,0.0,0.0,0.0,True,True,0.3146558684178442,0.2817655962077399,2.302573656302008,-0.03289027221010432,1.9879177878841638,1.9879177878841638,False,-0.0165450867287178,-0.0165450867287178,0.0,True,-0.014284134676901905,-0.03289027221010432,,-0.03289027221010432
general,mfeat-fourier,tabicl_v2,BlockGuard-Greedy-t01,1,test,classification,400,BlockGuard-Greedy,,1.0,0.047717217876545356,0.047717217876545356,0.0,0.0,1.0,1.0,0.0,True,False,1.0,0.3329462013969758,0.3329462013969758,0.3273920833527552,0.3273920833527552,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.3329462013969758,0.3273920833527552,2.302596522337036,-0.005554118044220568,1.9696503209400604,1.9696503209400604,False,-0.002819849790174806,-0.002819849790174806,0.0,True,-0.0024121108454482412,-0.005554118044220568,,-0.005554118044220568
general,mfeat-fourier,tabicl_v2,Raw,2,validation,classification,256,fixed,0.0,,0.045410214230649136,0.045410214230649136,0.045410214230649136,0.045410214230649136,0.0,0.0,0.0,True,True,1.0,0.3146558684178442,0.3146558684178442,0.3146558684178442,0.3146558684178442,2.302573656302008,2.302573656302008,0.0,0.0,0.0,0.0,True,True,0.3146558684178442,0.3146558684178442,2.302573656302008,0.0,1.9879177878841638,1.9879177878841638,False,0.0,0.0,0.0,True,0.0,0.0,,0.0
general,mfeat-fourier,tabicl_v2,Raw,2,test,classification,400,fixed,0.0,,0.047717217876545356,0.047717217876545356,0.047717217876545356,0.047717217876545356,0.0,0.0,0.0,True,True,1.0,0.3329462013969758,0.3329462013969758,0.3329462013969758,0.3329462013969758,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.3329462013969758,0.3329462013969758,2.302596522337036,0.0,1.9696503209400604,1.9696503209400604,False,0.0,0.0,0.0,True,0.0,0.0,,0.0
general,mfeat-fourier,tabicl_v2,Raw+Gram@0.5,2,validation,classification,256,fixed,0.5,,0.045410214230649136,0.045410214230649136,0.022705107164413655,0.022705107164413655,0.49999999891898583,0.49999999891898583,0.0,True,False,2.0,0.3146558684178442,0.3146558684178442,0.29391502444254364,0.29391502444254364,2.302573656302008,2.302573656302008,0.0,0.0,0.0,0.0,True,True,0.3146558684178442,0.29391502444254364,2.302573656302008,-0.02074084397530057,1.9879177878841638,1.9879177878841638,False,-0.010433451575166015,-0.010433451575166015,0.0,True,-0.009007678828659446,-0.02074084397530057,,-0.02074084397530057
general,mfeat-fourier,tabicl_v2,Raw+Gram@0.5,2,test,classification,400,fixed,0.5,,0.047717217876545356,0.047717217876545356,0.02385860906410427,0.02385860906410427,0.49999999736297296,0.49999999736297296,0.0,True,False,2.0,0.3329462013969758,0.3329462013969758,0.31997319442309063,0.31997319442309063,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.3329462013969758,0.31997319442309063,2.302596522337036,-0.012973006973885148,1.9696503209400604,1.9696503209400604,False,-0.006586451836635391,-0.006586451836635391,0.0,True,-0.005634077376577511,-0.012973006973885148,,-0.012973006973885148
general,mfeat-fourier,tabicl_v2,Raw+Gram@0.75,2,validation,classification,256,fixed,0.75,,0.045410214230649136,0.045410214230649136,0.011352553594479118,0.011352553594479118,0.749999999189239,0.749999999189239,0.0,True,False,2.0,0.3146558684178442,0.3146558684178442,0.28700580217419747,0.28700580217419747,2.302573656302008,2.302573656302008,0.0,0.0,0.0,0.0,True,True,0.3146558684178442,0.28700580217419747,2.302573656302008,-0.027650066243646743,1.9879177878841638,1.9879177878841638,False,-0.013909059223759969,-0.013909059223759969,0.0,True,-0.012008330837960447,-0.027650066243646743,,-0.027650066243646743
general,mfeat-fourier,tabicl_v2,Raw+Gram@0.75,2,test,classification,400,fixed,0.75,,0.047717217876545356,0.047717217876545356,0.011929304563510053,0.011929304563510053,0.7499999980222294,0.7499999980222294,0.0,True,False,2.0,0.3329462013969758,0.3329462013969758,0.3208094338302269,0.3208094338302269,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.3329462013969758,0.3208094338302269,2.302596522337036,-0.012136767566748863,1.9696503209400604,1.9696503209400604,False,-0.006161889467241228,-0.006161889467241228,0.0,True,-0.005270905019187021,-0.012136767566748863,,-0.012136767566748863
general,mfeat-fourier,tabicl_v2,PureGram,2,validation,classification,256,fixed,1.0,,0.045410214230649136,0.045410214230649136,0.0,0.0,1.0,1.0,0.0,True,False,1.0,0.3146558684178442,0.3146558684178442,0.2817655962077399,0.2817655962077399,2.302573656302008,2.302573656302008,0.0,0.0,0.0,0.0,True,True,0.3146558684178442,0.2817655962077399,2.302573656302008,-0.03289027221010432,1.9879177878841638,1.9879177878841638,False,-0.0165450867287178,-0.0165450867287178,0.0,True,-0.014284134676901905,-0.03289027221010432,,-0.03289027221010432
general,mfeat-fourier,tabicl_v2,PureGram,2,test,classification,400,fixed,1.0,,0.047717217876545356,0.047717217876545356,0.0,0.0,1.0,1.0,0.0,True,False,1.0,0.3329462013969758,0.3329462013969758,0.3273920833527552,0.3273920833527552,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.3329462013969758,0.3273920833527552,2.302596522337036,-0.005554118044220568,1.9696503209400604,1.9696503209400604,False,-0.002819849790174806,-0.002819849790174806,0.0,True,-0.0024121108454482412,-0.005554118044220568,,-0.005554118044220568
general,mfeat-fourier,tabicl_v2,GuardedGram-G2-g0p0-t01,2,validation,classification,256,G2,0.75,,0.045410214230649136,0.045410214230649136,0.011352553594479118,0.011352553594479118,0.749999999189239,0.749999999189239,0.0,True,False,2.0,0.3146558684178442,0.3146558684178442,0.28700580217419747,0.28700580217419747,2.302573656302008,2.302573656302008,0.0,0.0,0.0,0.0,True,True,0.3146558684178442,0.28700580217419747,2.302573656302008,-0.027650066243646743,1.9879177878841638,1.9879177878841638,False,-0.013909059223759969,-0.013909059223759969,0.0,True,-0.012008330837960447,-0.027650066243646743,,-0.027650066243646743
general,mfeat-fourier,tabicl_v2,GuardedGram-G2-g0p0-t01,2,test,classification,400,G2,0.75,,0.047717217876545356,0.047717217876545356,0.011929304563510053,0.011929304563510053,0.7499999980222294,0.7499999980222294,0.0,True,False,2.0,0.3329462013969758,0.3329462013969758,0.3208094338302269,0.3208094338302269,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.3329462013969758,0.3208094338302269,2.302596522337036,-0.012136767566748863,1.9696503209400604,1.9696503209400604,False,-0.006161889467241228,-0.006161889467241228,0.0,True,-0.005270905019187021,-0.012136767566748863,,-0.012136767566748863
general,mfeat-fourier,tabicl_v2,SafeGram-t01,2,validation,classification,256,safety_reference,1.0,,0.045410214230649136,0.045410214230649136,0.0,0.0,1.0,1.0,0.0,True,False,1.0,0.3146558684178442,0.3146558684178442,0.2817655962077399,0.2817655962077399,2.302573656302008,2.302573656302008,0.0,0.0,0.0,0.0,True,True,0.3146558684178442,0.2817655962077399,2.302573656302008,-0.03289027221010432,1.9879177878841638,1.9879177878841638,False,-0.0165450867287178,-0.0165450867287178,0.0,True,-0.014284134676901905,-0.03289027221010432,,-0.03289027221010432
general,mfeat-fourier,tabicl_v2,SafeGram-t01,2,test,classification,400,safety_reference,1.0,,0.047717217876545356,0.047717217876545356,0.0,0.0,1.0,1.0,0.0,True,False,1.0,0.3329462013969758,0.3329462013969758,0.3273920833527552,0.3273920833527552,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.3329462013969758,0.3273920833527552,2.302596522337036,-0.005554118044220568,1.9696503209400604,1.9696503209400604,False,-0.002819849790174806,-0.002819849790174806,0.0,True,-0.0024121108454482412,-0.005554118044220568,,-0.005554118044220568
general,mfeat-fourier,tabicl_v2,SafeRankGram-t01,2,validation,classification,256,safety_reference,1.0,,0.045410214230649136,0.045410214230649136,0.0,0.0,1.0,1.0,0.0,True,False,1.0,0.3146558684178442,0.3146558684178442,0.28903226399580306,0.28903226399580306,2.302573656302008,2.302573656302008,0.0,0.0,0.0,0.0,True,True,0.3146558684178442,0.28903226399580306,2.302573656302008,-0.025623604422041146,1.9879177878841638,1.9879177878841638,False,-0.012889670074995191,-0.012889670074995191,0.0,True,-0.011128245279759393,-0.025623604422041146,,-0.025623604422041146
general,mfeat-fourier,tabicl_v2,SafeRankGram-t01,2,test,classification,400,safety_reference,1.0,,0.047717217876545356,0.047717217876545356,0.0,0.0,1.0,1.0,0.0,True,False,1.0,0.3329462013969758,0.3329462013969758,0.33216591738482876,0.33216591738482876,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.3329462013969758,0.33216591738482876,2.302596522337036,-0.0007802840121470256,1.9696503209400604,1.9696503209400604,False,-0.0003961535729725961,-0.0003961535729725961,0.0,True,-0.000338871358736819,-0.0007802840121470256,,-0.0007802840121470256
general,mfeat-fourier,tabicl_v2,BlockGuard-Greedy-t01,2,validation,classification,256,BlockGuard-Greedy,,1.0,0.045410214230649136,0.045410214230649136,0.0,0.0,1.0,1.0,0.0,True,False,1.0,0.3146558684178442,0.3146558684178442,0.2817655962077399,0.2817655962077399,2.302573656302008,2.302573656302008,0.0,0.0,0.0,0.0,True,True,0.3146558684178442,0.2817655962077399,2.302573656302008,-0.03289027221010432,1.9879177878841638,1.9879177878841638,False,-0.0165450867287178,-0.0165450867287178,0.0,True,-0.014284134676901905,-0.03289027221010432,,-0.03289027221010432
general,mfeat-fourier,tabicl_v2,BlockGuard-Greedy-t01,2,test,classification,400,BlockGuard-Greedy,,1.0,0.047717217876545356,0.047717217876545356,0.0,0.0,1.0,1.0,0.0,True,False,1.0,0.3329462013969758,0.3329462013969758,0.3273920833527552,0.3273920833527552,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.3329462013969758,0.3273920833527552,2.302596522337036,-0.005554118044220568,1.9696503209400604,1.9696503209400604,False,-0.002819849790174806,-0.002819849790174806,0.0,True,-0.0024121108454482412,-0.005554118044220568,,-0.005554118044220568
general,mfeat-fourier,tabpfn_2_6,Raw,0,validation,classification,256,fixed,0.0,,0.05691965599391975,0.05691965599391975,0.05691965599391975,0.05691965599391975,0.0,0.0,0.0,True,True,1.0,0.3076396012967597,0.3076396012967597,0.3076396012967597,0.3076396012967597,2.302573656302008,2.302573656302008,0.0,0.0,0.0,0.0,True,True,0.3076396012967597,0.3076396012967597,2.302573656302008,0.0,1.9949340550052483,1.9949340550052483,False,0.0,0.0,0.0,True,0.0,0.0,,0.0
general,mfeat-fourier,tabpfn_2_6,Raw,0,test,classification,400,fixed,0.0,,0.05951325158732984,0.05951325158732984,0.05951325158732984,0.05951325158732984,0.0,0.0,0.0,True,True,1.0,0.36169976468078757,0.36169976468078757,0.36169976468078757,0.36169976468078757,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.36169976468078757,0.36169976468078757,2.302596522337036,0.0,1.9408967576562486,1.9408967576562486,False,0.0,0.0,0.0,True,0.0,0.0,,0.0
general,mfeat-fourier,tabpfn_2_6,Raw+Gram@0.5,0,validation,classification,256,fixed,0.5,,0.05691965599391975,0.05691965599391975,0.028459827921015018,0.028459827921015018,0.5000000013342466,0.5000000013342466,0.0,True,False,2.0,0.3076396012967597,0.3076396012967597,0.30459868166305853,0.30459868166305853,2.302573656302008,2.302573656302008,0.0,0.0,0.0,0.0,True,True,0.3076396012967597,0.30459868166305853,2.302573656302008,-0.003040919633701178,1.9949340550052483,1.9949340550052483,False,-0.0015243208797160856,-0.0015243208797160856,0.0,True,-0.0013206611764094323,-0.003040919633701178,,-0.003040919633701178
general,mfeat-fourier,tabpfn_2_6,Raw+Gram@0.5,0,test,classification,400,fixed,0.5,,0.05951325158732984,0.05951325158732984,0.02975662587302162,0.02975662587302162,0.49999999866657097,0.49999999866657097,0.0,True,False,2.0,0.36169976468078757,0.36169976468078757,0.35315935433075746,0.35315935433075746,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.36169976468078757,0.35315935433075746,2.302596522337036,-0.008540410350030114,1.9408967576562486,1.9408967576562486,False,-0.004400239382306549,-0.004400239382306549,0.0,True,-0.0037090346776698707,-0.008540410350030114,,-0.008540410350030114
general,mfeat-fourier,tabpfn_2_6,Raw+Gram@0.75,0,validation,classification,256,fixed,0.75,,0.05691965599391975,0.05691965599391975,0.014229913941521314,0.014229913941521314,0.7500000010006846,0.7500000010006846,0.0,True,False,2.0,0.3076396012967597,0.3076396012967597,0.30703925648796937,0.30703925648796937,2.302573656302008,2.302573656302008,0.0,0.0,0.0,0.0,True,True,0.3076396012967597,0.30703925648796937,2.302573656302008,-0.0006003448087903429,1.9949340550052483,1.9949340550052483,False,-0.0003009346636216321,-0.0003009346636216321,0.0,True,-0.0002607277327034619,-0.0006003448087903429,,-0.0006003448087903429
general,mfeat-fourier,tabpfn_2_6,Raw+Gram@0.75,0,test,classification,400,fixed,0.75,,0.05951325158732984,0.05951325158732984,0.01487831295635,0.01487831295635,0.749999998999928,0.749999998999928,0.0,True,False,2.0,0.36169976468078757,0.36169976468078757,0.35460785705709874,0.35460785705709874,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.36169976468078757,0.35460785705709874,2.302596522337036,-0.007091907623688831,1.9408967576562486,1.9408967576562486,False,-0.0036539334695229967,-0.0036539334695229967,0.0,True,-0.0030799610591311284,-0.007091907623688831,,-0.007091907623688831
general,mfeat-fourier,tabpfn_2_6,PureGram,0,validation,classification,256,fixed,1.0,,0.05691965599391975,0.05691965599391975,0.0,0.0,1.0,1.0,0.0,True,False,1.0,0.3076396012967597,0.3076396012967597,0.3119014903714674,0.3119014903714674,2.302573656302008,2.302573656302008,0.0,0.0,0.0,0.0,True,True,0.3076396012967597,0.3119014903714674,2.302573656302008,0.004261889074707703,1.9949340550052483,1.9949340550052483,False,0.002136355868012134,0.002136355868012134,0.0,True,0.001850924100969871,0.004261889074707703,,0.004261889074707703
general,mfeat-fourier,tabpfn_2_6,PureGram,0,test,classification,400,fixed,1.0,,0.05951325158732984,0.05951325158732984,0.0,0.0,1.0,1.0,0.0,True,False,1.0,0.36169976468078757,0.36169976468078757,0.3607738265255655,0.3607738265255655,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.36169976468078757,0.3607738265255655,2.302596522337036,-0.0009259381552220725,1.9408967576562486,1.9408967576562486,False,-0.00047706718637636315,-0.00047706718637636315,0.0,True,-0.0004021278353544481,-0.0009259381552220725,,-0.0009259381552220725
