scope,dataset,model,method,seed,problem_type,L_raw,L_method,L_trivial,numerator,raw_headroom,denominator_used,denominator_clipped,C_recomputed,C_stored,C_difference,C_matches_tolerance,C_stable,delta_L,delta_sigma,delta_logloss
general,waveform-5000,tabicl_v2,GuardedGram-G2-g0p0-t01,2,classification,0.28203166835984417,0.2905749122844784,1.0985714006966874,0.008543243924634236,0.8165397323368432,0.8165397323368432,False,0.010462741231445591,0.010462741231445591,0.0,True,0.007776685174232934,0.008543243924634236,,0.008543243924634236
general,waveform-5000,tabicl_v2,SafeGram-t01,2,classification,0.28203166835984417,0.2905749122844784,1.0985714006966874,0.008543243924634236,0.8165397323368432,0.8165397323368432,False,0.010462741231445591,0.010462741231445591,0.0,True,0.007776685174232934,0.008543243924634236,,0.008543243924634236
general,waveform-5000,tabicl_v2,SafeRankGram-t01,2,classification,0.28203166835984417,0.28344125568554357,1.0985714006966874,0.0014095873256994018,0.8165397323368432,0.8165397323368432,False,0.0017262936142315138,0.0017262936142315138,0.0,True,0.0012831094317633572,0.0014095873256994018,,0.0014095873256994018
general,waveform-5000,tabicl_v2,BlockGuard-Greedy-t01,2,classification,0.28203166835984417,0.29884928066755717,1.0985714006966874,0.016817612307713004,0.8165397323368432,0.8165397323368432,False,0.02059619592494651,0.02059619592494651,0.0,True,0.015308620174389831,0.016817612307713004,,0.016817612307713004
general,waveform-5000,tabpfn_2_6,Raw,0,classification,0.30503522791299725,0.30503522791299725,1.0985714006966874,0.0,0.79353617278369,0.79353617278369,False,0.0,0.0,0.0,True,0.0,0.0,,0.0
general,waveform-5000,tabpfn_2_6,Raw+Gram@0.5,0,classification,0.30503522791299725,0.3014210625015425,1.0985714006966874,-0.0036141654114547617,0.79353617278369,0.79353617278369,False,-0.0045545061906584906,-0.0045545061906584906,0.0,True,-0.0032898775711462593,-0.0036141654114547617,,-0.0036141654114547617
general,waveform-5000,tabpfn_2_6,Raw+Gram@0.75,0,classification,0.30503522791299725,0.3009950969219292,1.0985714006966874,-0.004040130991068036,0.79353617278369,0.79353617278369,False,-0.00509130034601376,-0.00509130034601376,0.0,True,-0.0036776225819331204,-0.004040130991068036,,-0.004040130991068036
general,waveform-5000,tabpfn_2_6,PureGram,0,classification,0.30503522791299725,0.3014117077945514,1.0985714006966874,-0.0036235201184458554,0.79353617278369,0.79353617278369,False,-0.004566294824008723,-0.004566294824008723,0.0,True,-0.0032983929093256086,-0.0036235201184458554,,-0.0036235201184458554
general,waveform-5000,tabpfn_2_6,GuardedGram-G2-g0p0-t01,0,classification,0.30503522791299725,0.3009950969219292,1.0985714006966874,-0.004040130991068036,0.79353617278369,0.79353617278369,False,-0.00509130034601376,-0.00509130034601376,0.0,True,-0.0036776225819331204,-0.004040130991068036,,-0.004040130991068036
general,waveform-5000,tabpfn_2_6,SafeGram-t01,0,classification,0.30503522791299725,0.3014210625015425,1.0985714006966874,-0.0036141654114547617,0.79353617278369,0.79353617278369,False,-0.0045545061906584906,-0.0045545061906584906,0.0,True,-0.0032898775711462593,-0.0036141654114547617,,-0.0036141654114547617
general,waveform-5000,tabpfn_2_6,SafeRankGram-t01,0,classification,0.30503522791299725,0.30246459187879404,1.0985714006966874,-0.002570636034203211,0.79353617278369,0.79353617278369,False,-0.0032394692546724524,-0.0032394692546724524,0.0,True,-0.0023399808447343304,-0.002570636034203211,,-0.002570636034203211
general,waveform-5000,tabpfn_2_6,BlockGuard-Greedy-t01,0,classification,0.30503522791299725,0.3014117077945514,1.0985714006966874,-0.0036235201184458554,0.79353617278369,0.79353617278369,False,-0.004566294824008723,-0.004566294824008723,0.0,True,-0.0032983929093256086,-0.0036235201184458554,,-0.0036235201184458554
general,waveform-5000,tabpfn_2_6,Raw,1,classification,0.30740778674473856,0.30740778674473856,1.0985714006966874,0.0,0.7911636139519488,0.7911636139519488,False,0.0,0.0,0.0,True,0.0,0.0,,0.0
general,waveform-5000,tabpfn_2_6,Raw+Gram@0.5,1,classification,0.30740778674473856,0.30503924334512594,1.0985714006966874,-0.0023685433996126215,0.7911636139519488,0.7911636139519488,False,-0.002993746625658741,-0.002993746625658741,0.0,True,-0.0021560213547435775,-0.0023685433996126215,,-0.0023685433996126215
general,waveform-5000,tabpfn_2_6,Raw+Gram@0.75,1,classification,0.30740778674473856,0.305290355429021,1.0985714006966874,-0.002117431315717566,0.7911636139519488,0.7911636139519488,False,-0.0026763507299593383,-0.0026763507299593383,0.0,True,-0.0019274407784280044,-0.002117431315717566,,-0.002117431315717566
general,waveform-5000,tabpfn_2_6,PureGram,1,classification,0.30740778674473856,0.30640667368164604,1.0985714006966874,-0.0010011130630925291,0.7911636139519488,0.7911636139519488,False,-0.0012653679282492022,-0.0012653679282492022,0.0,True,-0.0009112862964188286,-0.0010011130630925291,,-0.0010011130630925291
general,waveform-5000,tabpfn_2_6,GuardedGram-G2-g0p0-t01,1,classification,0.30740778674473856,0.305290355429021,1.0985714006966874,-0.002117431315717566,0.7911636139519488,0.7911636139519488,False,-0.0026763507299593383,-0.0026763507299593383,0.0,True,-0.0019274407784280044,-0.002117431315717566,,-0.002117431315717566
general,waveform-5000,tabpfn_2_6,SafeGram-t01,1,classification,0.30740778674473856,0.30640667368164604,1.0985714006966874,-0.0010011130630925291,0.7911636139519488,0.7911636139519488,False,-0.0012653679282492022,-0.0012653679282492022,0.0,True,-0.0009112862964188286,-0.0010011130630925291,,-0.0010011130630925291
general,waveform-5000,tabpfn_2_6,SafeRankGram-t01,1,classification,0.30740778674473856,0.30943524733222993,1.0985714006966874,0.00202746058749137,0.7911636139519488,0.7911636139519488,False,0.0025626312329557,0.0025626312329557,0.0,True,0.0018455428442844984,0.00202746058749137,,0.00202746058749137
general,waveform-5000,tabpfn_2_6,BlockGuard-Greedy-t01,1,classification,0.30740778674473856,0.30640667368164604,1.0985714006966874,-0.0010011130630925291,0.7911636139519488,0.7911636139519488,False,-0.0012653679282492022,-0.0012653679282492022,0.0,True,-0.0009112862964188286,-0.0010011130630925291,,-0.0010011130630925291
general,waveform-5000,tabpfn_2_6,Raw,2,classification,0.30725959307369843,0.30725959307369843,1.0985714006966874,0.0,0.7913118076229889,0.7913118076229889,False,0.0,0.0,0.0,True,0.0,0.0,,0.0
general,waveform-5000,tabpfn_2_6,Raw+Gram@0.5,2,classification,0.30725959307369843,0.30774060687359217,1.0985714006966874,0.00048101379989373694,0.7913118076229889,0.7913118076229889,False,0.0006078688517724106,0.0006078688517724106,0.0,True,0.00043785392518746585,0.00048101379989373694,,0.00048101379989373694
general,waveform-5000,tabpfn_2_6,Raw+Gram@0.75,2,classification,0.30725959307369843,0.30924581374006865,1.0985714006966874,0.0019862206663702198,0.7913118076229889,0.7913118076229889,False,0.0025100354212287085,0.0025100354212287085,0.0,True,0.0018080032532347072,0.0019862206663702198,,0.0019862206663702198
general,waveform-5000,tabpfn_2_6,PureGram,2,classification,0.30725959307369843,0.3116692602193831,1.0985714006966874,0.0044096671456846925,0.7913118076229889,0.7913118076229889,False,0.005572603748869657,0.005572603748869657,0.0,True,0.0040140014048137326,0.0044096671456846925,,0.0044096671456846925
general,waveform-5000,tabpfn_2_6,GuardedGram-G2-g0p0-t01,2,classification,0.30725959307369843,0.30924581374006865,1.0985714006966874,0.0019862206663702198,0.7913118076229889,0.7913118076229889,False,0.0025100354212287085,0.0025100354212287085,0.0,True,0.0018080032532347072,0.0019862206663702198,,0.0019862206663702198
general,waveform-5000,tabpfn_2_6,SafeGram-t01,2,classification,0.30725959307369843,0.30774060687359217,1.0985714006966874,0.00048101379989373694,0.7913118076229889,0.7913118076229889,False,0.0006078688517724106,0.0006078688517724106,0.0,True,0.00043785392518746585,0.00048101379989373694,,0.00048101379989373694
general,waveform-5000,tabpfn_2_6,SafeRankGram-t01,2,classification,0.30725959307369843,0.301727734036278,1.0985714006966874,-0.005531859037420428,0.7913118076229889,0.7913118076229889,False,-0.006990744968203503,-0.006990744968203503,0.0,True,-0.00503550250253398,-0.005531859037420428,,-0.005531859037420428
general,waveform-5000,tabpfn_2_6,BlockGuard-Greedy-t01,2,classification,0.30725959307369843,0.3116692602193831,1.0985714006966874,0.0044096671456846925,0.7913118076229889,0.7913118076229889,False,0.005572603748869657,0.005572603748869657,0.0,True,0.0040140014048137326,0.0044096671456846925,,0.0044096671456846925
general,JapaneseVowels,controlled_mlp,Raw,0,classification,0.3847952030028535,0.3847952030028535,2.170709159425451,0.0,1.7859139564225974,1.7859139564225974,False,0.0,0.0,0.0,True,0.0,0.0,,0.0
general,JapaneseVowels,controlled_mlp,Raw+Gram@0.5,0,classification,0.3847952030028535,0.3182762303456085,2.170709159425451,-0.06651897265724505,1.7859139564225974,1.7859139564225974,False,-0.03724645995291432,-0.03724645995291432,0.0,True,-0.030643889978725414,-0.06651897265724505,,-0.06651897265724505
general,JapaneseVowels,controlled_mlp,Raw+Gram@0.75,0,classification,0.3847952030028535,0.31094604414101745,2.170709159425451,-0.07384915886183607,1.7859139564225974,1.7859139564225974,False,-0.04135090528648139,-0.04135090528648139,0.0,True,-0.03402075240765219,-0.07384915886183607,,-0.07384915886183607
general,JapaneseVowels,controlled_mlp,PureGram,0,classification,0.3847952030028535,0.34661669870152967,2.170709159425451,-0.03817850430132386,1.7859139564225974,1.7859139564225974,False,-0.021377572062766137,-0.021377572062766137,0.0,True,-0.017588032987076466,-0.03817850430132386,,-0.03817850430132386
general,JapaneseVowels,controlled_mlp,GuardedGram-G2-g0p0-t01,0,classification,0.3847952030028535,0.31094604414101745,2.170709159425451,-0.07384915886183607,1.7859139564225974,1.7859139564225974,False,-0.04135090528648139,-0.04135090528648139,0.0,True,-0.03402075240765219,-0.07384915886183607,,-0.07384915886183607
general,JapaneseVowels,controlled_mlp,SafeGram-t01,0,classification,0.3847952030028535,0.31094604414101745,2.170709159425451,-0.07384915886183607,1.7859139564225974,1.7859139564225974,False,-0.04135090528648139,-0.04135090528648139,0.0,True,-0.03402075240765219,-0.07384915886183607,,-0.07384915886183607
general,JapaneseVowels,controlled_mlp,SafeRankGram-t01,0,classification,0.3847952030028535,0.29249666584725414,2.170709159425451,-0.09229853715559938,1.7859139564225974,1.7859139564225974,False,-0.051681402020332806,-0.051681402020332806,0.0,True,-0.04251999248947252,-0.09229853715559938,,-0.09229853715559938
general,JapaneseVowels,controlled_mlp,BlockGuard-Greedy-t01,0,classification,0.3847952030028535,0.37490525549196585,2.170709159425451,-0.009889947510887676,1.7859139564225974,1.7859139564225974,False,-0.005537751399120281,-0.005537751399120281,0.0,True,-0.004556090560517731,-0.009889947510887676,,-0.009889947510887676
general,JapaneseVowels,controlled_mlp,Raw,1,classification,0.39810545844013373,0.39810545844013373,2.170709159425451,0.0,1.7726037009853173,1.7726037009853173,False,0.0,0.0,0.0,True,0.0,0.0,,0.0
general,JapaneseVowels,controlled_mlp,Raw+Gram@0.5,1,classification,0.39810545844013373,0.3291524831321818,2.170709159425451,-0.06895297530795191,1.7726037009853173,1.7726037009853173,False,-0.03889926172986314,-0.03889926172986314,0.0,True,-0.03176518374585132,-0.06895297530795191,,-0.06895297530795191
general,JapaneseVowels,controlled_mlp,Raw+Gram@0.75,1,classification,0.39810545844013373,0.3239762020752664,2.170709159425451,-0.07412925636486734,1.7726037009853173,1.7726037009853173,False,-0.04181941870236531,-0.04181941870236531,0.0,True,-0.03414978742914047,-0.07412925636486734,,-0.07412925636486734
general,JapaneseVowels,controlled_mlp,PureGram,1,classification,0.39810545844013373,0.34723889844798994,2.170709159425451,-0.05086655999214379,1.7726037009853173,1.7726037009853173,False,-0.028695957231652608,-0.028695957231652608,0.0,True,-0.02343315306487548,-0.05086655999214379,,-0.05086655999214379
general,JapaneseVowels,controlled_mlp,GuardedGram-G2-g0p0-t01,1,classification,0.39810545844013373,0.3239762020752664,2.170709159425451,-0.07412925636486734,1.7726037009853173,1.7726037009853173,False,-0.04181941870236531,-0.04181941870236531,0.0,True,-0.03414978742914047,-0.07412925636486734,,-0.07412925636486734
general,JapaneseVowels,controlled_mlp,SafeGram-t01,1,classification,0.39810545844013373,0.34723889844798994,2.170709159425451,-0.05086655999214379,1.7726037009853173,1.7726037009853173,False,-0.028695957231652608,-0.028695957231652608,0.0,True,-0.02343315306487548,-0.05086655999214379,,-0.05086655999214379
general,JapaneseVowels,controlled_mlp,SafeRankGram-t01,1,classification,0.39810545844013373,0.29902532671348847,2.170709159425451,-0.09908013172664526,1.7726037009853173,1.7726037009853173,False,-0.05589525265662635,-0.05589525265662635,0.0,True,-0.04564413030480327,-0.09908013172664526,,-0.09908013172664526
general,JapaneseVowels,controlled_mlp,BlockGuard-Greedy-t01,1,classification,0.39810545844013373,0.36333190995329534,2.170709159425451,-0.03477354848683839,1.7726037009853173,1.7726037009853173,False,-0.01961721532427649,-0.01961721532427649,0.0,True,-0.016019441543261532,-0.03477354848683839,,-0.03477354848683839
general,JapaneseVowels,controlled_mlp,Raw,2,classification,0.3822244298954598,0.3822244298954598,2.170709159425451,0.0,1.7884847295299913,1.7884847295299913,False,0.0,0.0,0.0,True,0.0,0.0,,0.0
general,JapaneseVowels,controlled_mlp,Raw+Gram@0.5,2,classification,0.3822244298954598,0.30748741650216327,2.170709159425451,-0.07473701339329653,1.7884847295299913,1.7884847295299913,False,-0.04178789573055913,-0.04178789573055913,0.0,True,-0.034429768294283195,-0.07473701339329653,,-0.07473701339329653
general,JapaneseVowels,controlled_mlp,Raw+Gram@0.75,2,classification,0.3822244298954598,0.3072740981771762,2.170709159425451,-0.07495033171828358,1.7884847295299913,1.7884847295299913,False,-0.04190716894629585,-0.04190716894629585,0.0,True,-0.03452803955465025,-0.07495033171828358,,-0.07495033171828358
general,JapaneseVowels,controlled_mlp,PureGram,2,classification,0.3822244298954598,0.3440386689409573,2.170709159425451,-0.03818576095450249,1.7884847295299913,1.7884847295299913,False,-0.021350901309924855,-0.021350901309924855,0.0,True,-0.017591375974388757,-0.03818576095450249,,-0.03818576095450249
general,JapaneseVowels,controlled_mlp,GuardedGram-G2-g0p0-t01,2,classification,0.3822244298954598,0.3072740981771762,2.170709159425451,-0.07495033171828358,1.7884847295299913,1.7884847295299913,False,-0.04190716894629585,-0.04190716894629585,0.0,True,-0.03452803955465025,-0.07495033171828358,,-0.07495033171828358
general,JapaneseVowels,controlled_mlp,SafeGram-t01,2,classification,0.3822244298954598,0.3440386689409573,2.170709159425451,-0.03818576095450249,1.7884847295299913,1.7884847295299913,False,-0.021350901309924855,-0.021350901309924855,0.0,True,-0.017591375974388757,-0.03818576095450249,,-0.03818576095450249
general,JapaneseVowels,controlled_mlp,SafeRankGram-t01,2,classification,0.3822244298954598,0.2714566963042583,2.170709159425451,-0.11076773359120151,1.7884847295299913,1.7884847295299913,False,-0.0619338436399795,-0.0619338436399795,0.0,True,-0.051028362371917116,-0.11076773359120151,,-0.11076773359120151
general,JapaneseVowels,controlled_mlp,BlockGuard-Greedy-t01,2,classification,0.3822244298954598,0.39802416579509076,2.170709159425451,0.015799735899630962,1.7884847295299913,1.7884847295299913,False,0.008834146380317761,0.008834146380317761,0.0,True,0.007278605625736097,0.015799735899630962,,0.015799735899630962
general,JapaneseVowels,tabm_d,Raw,0,classification,0.17023462139645162,0.17023462139645162,2.170709159425451,0.0,2.0004745380289997,2.0004745380289997,False,0.0,0.0,0.0,True,0.0,0.0,,0.0
general,JapaneseVowels,tabm_d,Raw+Gram@0.5,0,classification,0.17023462139645162,0.1607095525841976,2.170709159425451,-0.009525068812254012,2.0004745380289997,2.0004745380289997,False,-0.004761404672332766,-0.004761404672332766,0.0,True,-0.004387998627496985,-0.009525068812254012,,-0.009525068812254012
general,JapaneseVowels,tabm_d,Raw+Gram@0.75,0,classification,0.17023462139645162,0.16014788699093427,2.170709159425451,-0.010086734405517356,2.0004745380289997,2.0004745380289997,False,-0.00504217085184972,-0.00504217085184972,0.0,True,-0.0046467461390300386,-0.010086734405517356,,-0.010086734405517356
general,JapaneseVowels,tabm_d,PureGram,0,classification,0.17023462139645162,0.16409263253685324,2.170709159425451,-0.00614198885959838,2.0004745380289997,2.0004745380289997,False,-0.0030702659508227855,-0.0030702659508227855,0.0,True,-0.0028294849325757013,-0.00614198885959838,,-0.00614198885959838
general,JapaneseVowels,tabm_d,GuardedGram-G2-g0p0-t01,0,classification,0.17023462139645162,0.16014788699093427,2.170709159425451,-0.010086734405517356,2.0004745380289997,2.0004745380289997,False,-0.00504217085184972,-0.00504217085184972,0.0,True,-0.0046467461390300386,-0.010086734405517356,,-0.010086734405517356
general,JapaneseVowels,tabm_d,SafeGram-t01,0,classification,0.17023462139645162,0.16409263253685324,2.170709159425451,-0.00614198885959838,2.0004745380289997,2.0004745380289997,False,-0.0030702659508227855,-0.0030702659508227855,0.0,True,-0.0028294849325757013,-0.00614198885959838,,-0.00614198885959838
general,JapaneseVowels,tabm_d,SafeRankGram-t01,0,classification,0.17023462139645162,0.15862821880352715,2.170709159425451,-0.011606402592924475,2.0004745380289997,2.0004745380289997,False,-0.005801824703232601,-0.005801824703232601,0.0,True,-0.005346825272528213,-0.011606402592924475,,-0.011606402592924475
general,JapaneseVowels,tabm_d,BlockGuard-Greedy-t01,0,classification,0.17023462139645162,0.17336613612764135,2.170709159425451,0.003131514731189722,2.0004745380289997,2.0004745380289997,False,0.0015653859480136637,0.0015653859480136637,0.0,True,0.0014426228947311299,0.003131514731189722,,0.003131514731189722
general,JapaneseVowels,tabm_d,Raw,1,classification,0.17521591745263876,0.17521591745263876,2.170709159425451,0.0,1.9954932419728122,1.9954932419728122,False,0.0,0.0,0.0,True,0.0,0.0,,0.0
general,JapaneseVowels,tabm_d,Raw+Gram@0.5,1,classification,0.17521591745263876,0.1907308538492969,2.170709159425451,0.01551493639665813,1.9954932419728122,1.9954932419728122,False,0.007774988193555363,0.007774988193555363,0.0,True,0.007147404491887188,0.01551493639665813,,0.01551493639665813
general,JapaneseVowels,tabm_d,Raw+Gram@0.75,1,classification,0.17521591745263876,0.20322596901586815,2.170709159425451,0.028010051563229388,1.9954932419728122,1.9954932419728122,False,0.014036655686960735,0.014036655686960735,0.0,True,0.012903640933013412,0.028010051563229388,,0.028010051563229388
general,JapaneseVowels,tabm_d,PureGram,1,classification,0.17521591745263876,0.2223996383156407,2.170709159425451,0.04718372086300193,1.9954932419728122,1.9954932419728122,False,0.02364514189802743,0.02364514189802743,0.0,True,0.021736546629531263,0.04718372086300193,,0.04718372086300193
general,JapaneseVowels,tabm_d,GuardedGram-G2-g0p0-t01,1,classification,0.17521591745263876,0.20322596901586815,2.170709159425451,0.028010051563229388,1.9954932419728122,1.9954932419728122,False,0.014036655686960735,0.014036655686960735,0.0,True,0.012903640933013412,0.028010051563229388,,0.028010051563229388
general,JapaneseVowels,tabm_d,SafeGram-t01,1,classification,0.17521591745263876,0.1907308538492969,2.170709159425451,0.01551493639665813,1.9954932419728122,1.9954932419728122,False,0.007774988193555363,0.007774988193555363,0.0,True,0.007147404491887188,0.01551493639665813,,0.01551493639665813
general,JapaneseVowels,tabm_d,SafeRankGram-t01,1,classification,0.17521591745263876,0.15089790895910282,2.170709159425451,-0.024318008493535936,1.9954932419728122,1.9954932419728122,False,-0.012186464971183931,-0.012186464971183931,0.0,True,-0.01120279443606922,-0.024318008493535936,,-0.024318008493535936
general,JapaneseVowels,tabm_d,BlockGuard-Greedy-t01,1,classification,0.17521591745263876,0.2005691211610459,2.170709159425451,0.02535320370840713,1.9954932419728122,1.9954932419728122,False,0.012705231556355508,0.012705231556355508,0.0,True,0.011679687072918457,0.02535320370840713,,0.02535320370840713
general,JapaneseVowels,tabm_d,Raw,2,classification,0.2868966677517675,0.2868966677517675,2.170709159425451,0.0,1.8838124916736836,1.8838124916736836,False,0.0,0.0,0.0,True,0.0,0.0,,0.0
general,JapaneseVowels,tabm_d,Raw+Gram@0.5,2,classification,0.2868966677517675,0.24594198540929654,2.170709159425451,-0.04095468234247093,1.8838124916736836,1.8838124916736836,False,-0.021740317851955914,-0.021740317851955914,0.0,True,-0.018866959751213712,-0.04095468234247093,,-0.04095468234247093
general,JapaneseVowels,tabm_d,Raw+Gram@0.75,2,classification,0.2868966677517675,0.2310705940385401,2.170709159425451,-0.05582607371322737,1.8838124916736836,1.8838124916736836,False,-0.02963462338209064,-0.02963462338209064,0.0,True,-0.025717896601128987,-0.05582607371322737,,-0.05582607371322737
general,JapaneseVowels,tabm_d,PureGram,2,classification,0.2868966677517675,0.21895456808754124,2.170709159425451,-0.06794209966422624,1.8838124916736836,1.8838124916736836,False,-0.03606627515452066,-0.03606627515452066,0.0,True,-0.03129949462331901,-0.06794209966422624,,-0.06794209966422624
general,JapaneseVowels,tabm_d,GuardedGram-G2-g0p0-t01,2,classification,0.2868966677517675,0.2310705940385401,2.170709159425451,-0.05582607371322737,1.8838124916736836,1.8838124916736836,False,-0.02963462338209064,-0.02963462338209064,0.0,True,-0.025717896601128987,-0.05582607371322737,,-0.05582607371322737
general,JapaneseVowels,tabm_d,SafeGram-t01,2,classification,0.2868966677517675,0.21895456808754124,2.170709159425451,-0.06794209966422624,1.8838124916736836,1.8838124916736836,False,-0.03606627515452066,-0.03606627515452066,0.0,True,-0.03129949462331901,-0.06794209966422624,,-0.06794209966422624
general,JapaneseVowels,tabm_d,SafeRankGram-t01,2,classification,0.2868966677517675,0.2034486363962054,2.170709159425451,-0.08344803135556209,1.8838124916736836,1.8838124916736836,False,-0.044297419050142416,-0.044297419050142416,0.0,True,-0.03844275083708097,-0.08344803135556209,,-0.08344803135556209
general,JapaneseVowels,tabm_d,BlockGuard-Greedy-t01,2,classification,0.2868966677517675,0.21895456808754124,2.170709159425451,-0.06794209966422624,1.8838124916736836,1.8838124916736836,False,-0.03606627515452066,-0.03606627515452066,0.0,True,-0.03129949462331901,-0.06794209966422624,,-0.06794209966422624
general,JapaneseVowels,catboost,Raw,0,classification,0.39376163248045826,0.39376163248045826,2.170709159425451,0.0,1.7769475269449928,1.7769475269449928,False,0.0,0.0,0.0,True,0.0,0.0,,0.0
general,JapaneseVowels,catboost,Raw+Gram@0.5,0,classification,0.39376163248045826,0.4001761410650651,2.170709159425451,0.006414508584606848,1.7769475269449928,1.7769475269449928,False,0.0036098469354550705,0.0036098469354550705,0.0,True,0.0029550290312980745,0.006414508584606848,,0.006414508584606848
general,JapaneseVowels,catboost,Raw+Gram@0.75,0,classification,0.39376163248045826,0.4048531483595075,2.170709159425451,0.011091515879049219,1.7769475269449928,1.7769475269449928,False,0.006241892746331258,0.006241892746331258,0.0,True,0.005109627805682153,0.011091515879049219,,0.011091515879049219
general,JapaneseVowels,catboost,PureGram,0,classification,0.39376163248045826,0.41059393036834824,2.170709159425451,0.01683229788788998,1.7769475269449928,1.7769475269449928,False,0.009472591414575316,0.009472591414575316,0.0,True,0.0077542851905343215,0.01683229788788998,,0.01683229788788998
general,JapaneseVowels,catboost,GuardedGram-G2-g0p0-t01,0,classification,0.39376163248045826,0.4048531483595075,2.170709159425451,0.011091515879049219,1.7769475269449928,1.7769475269449928,False,0.006241892746331258,0.006241892746331258,0.0,True,0.005109627805682153,0.011091515879049219,,0.011091515879049219
general,JapaneseVowels,catboost,SafeGram-t01,0,classification,0.39376163248045826,0.41059393036834824,2.170709159425451,0.01683229788788998,1.7769475269449928,1.7769475269449928,False,0.009472591414575316,0.009472591414575316,0.0,True,0.0077542851905343215,0.01683229788788998,,0.01683229788788998
general,JapaneseVowels,catboost,SafeRankGram-t01,0,classification,0.39376163248045826,0.39614009284886764,2.170709159425451,0.0023784603684093852,1.7769475269449928,1.7769475269449928,False,0.0013385090625036857,0.0013385090625036857,0.0,True,0.0010957066072540655,0.0023784603684093852,,0.0023784603684093852
general,JapaneseVowels,catboost,BlockGuard-Greedy-t01,0,classification,0.39376163248045826,0.4030930398974099,2.170709159425451,0.009331407416951654,1.7769475269449928,1.7769475269449928,False,0.005251369145939061,0.005251369145939061,0.0,True,0.004298782900709515,0.009331407416951654,,0.009331407416951654
general,JapaneseVowels,catboost,Raw,1,classification,0.3939095085739662,0.3939095085739662,2.170709159425451,0.0,1.7767996508514847,1.7767996508514847,False,0.0,0.0,0.0,True,0.0,0.0,,0.0
general,JapaneseVowels,catboost,Raw+Gram@0.5,1,classification,0.3939095085739662,0.40126566221568316,2.170709159425451,0.007356153641716934,1.7767996508514847,1.7767996508514847,False,0.004140114299432516,0.004140114299432516,0.0,True,0.0033888250804009045,0.007356153641716934,,0.007356153641716934
general,JapaneseVowels,catboost,Raw+Gram@0.75,1,classification,0.3939095085739662,0.4062088369005763,2.170709159425451,0.01229932832661007,1.7767996508514847,1.7767996508514847,False,0.006922180742615488,0.006922180742615488,0.0,True,0.005666041566741022,0.01229932832661007,,0.01229932832661007
general,JapaneseVowels,catboost,PureGram,1,classification,0.3939095085739662,0.4120869659956204,2.170709159425451,0.018177457421654164,1.7767996508514847,1.7767996508514847,False,0.010230448555605632,0.010230448555605632,0.0,True,0.008373971862018319,0.018177457421654164,,0.018177457421654164
general,JapaneseVowels,catboost,GuardedGram-G2-g0p0-t01,1,classification,0.3939095085739662,0.4062088369005763,2.170709159425451,0.01229932832661007,1.7767996508514847,1.7767996508514847,False,0.006922180742615488,0.006922180742615488,0.0,True,0.005666041566741022,0.01229932832661007,,0.01229932832661007
general,JapaneseVowels,catboost,SafeGram-t01,1,classification,0.3939095085739662,0.40126566221568316,2.170709159425451,0.007356153641716934,1.7767996508514847,1.7767996508514847,False,0.004140114299432516,0.004140114299432516,0.0,True,0.0033888250804009045,0.007356153641716934,,0.007356153641716934
general,JapaneseVowels,catboost,SafeRankGram-t01,1,classification,0.3939095085739662,0.39329126185327845,2.170709159425451,-0.0006182467206877762,1.7767996508514847,1.7767996508514847,False,-0.0003479552240971556,-0.0003479552240971556,0.0,True,-0.00028481324547937844,-0.0006182467206877762,,-0.0006182467206877762
general,JapaneseVowels,catboost,BlockGuard-Greedy-t01,1,classification,0.3939095085739662,0.4147579839951426,2.170709159425451,0.02084847542117635,1.7767996508514847,1.7767996508514847,False,0.01173372327667065,0.01173372327667065,0.0,True,0.009604453609388454,0.02084847542117635,,0.02084847542117635
general,JapaneseVowels,catboost,Raw,2,classification,0.3934591966804011,0.3934591966804011,2.170709159425451,0.0,1.77724996274505,1.77724996274505,False,0.0,0.0,0.0,True,0.0,0.0,,0.0
general,JapaneseVowels,catboost,Raw+Gram@0.5,2,classification,0.3934591966804011,0.4013409974370446,2.170709159425451,0.00788180075664352,1.77724996274505,1.77724996274505,False,0.0044348296085879165,0.0044348296085879165,0.0,True,0.0036309796374239724,0.00788180075664352,,0.00788180075664352
general,JapaneseVowels,catboost,Raw+Gram@0.75,2,classification,0.3934591966804011,0.40638964097475166,2.170709159425451,0.012930444294350585,1.77724996274505,1.77724996274505,False,0.007275534992488551,0.007275534992488551,0.0,True,0.005956783403343195,0.012930444294350585,,0.012930444294350585
general,JapaneseVowels,catboost,PureGram,2,classification,0.3934591966804011,0.4122499447089702,2.170709159425451,0.018790748028569115,1.77724996274505,1.77724996274505,False,0.010572934827662554,0.010572934827662554,0.0,True,0.008656501930246013,0.018790748028569115,,0.018790748028569115
general,JapaneseVowels,catboost,GuardedGram-G2-g0p0-t01,2,classification,0.3934591966804011,0.40638964097475166,2.170709159425451,0.012930444294350585,1.77724996274505,1.77724996274505,False,0.007275534992488551,0.007275534992488551,0.0,True,0.005956783403343195,0.012930444294350585,,0.012930444294350585
general,JapaneseVowels,catboost,SafeGram-t01,2,classification,0.3934591966804011,0.4122499447089702,2.170709159425451,0.018790748028569115,1.77724996274505,1.77724996274505,False,0.010572934827662554,0.010572934827662554,0.0,True,0.008656501930246013,0.018790748028569115,,0.018790748028569115
