scope,dataset,problem_type,model,embedding,k,method,family,seeds_included,selected_alpha,invariant_feature_fraction,disagreement_reduction,normalized_excess_risk,raw_task_error,method_task_error,trivial_task_error,raw_fallback,inference_multiplier,validation_C,predictive_rank,task_outcome
embedding,Brazilian_houses,regression,controlled_mlp,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,-0.2774168880276454,3132.9683984873595,1654.141472826595,4729.547636266773,False,1.0,-0.38716094731806744,3.0,W
embedding,Brazilian_houses,regression,controlled_mlp,RBF,16,GuardedGram-G2-after-RBF-k16,embedding_G2,3,0.75,,0.75,-0.2815781218335114,3132.9683984873595,1634.4607193161082,4729.547636266773,False,2.0,-0.3586716788712305,1.5,W
embedding,Brazilian_houses,regression,controlled_mlp,RBF,16,Raw RBF-k16 embedding,embedding_baseline,3,0.0,,0.0,0.0,3132.9683984873595,3132.9683984873595,4729.547636266773,True,1.0,0.0,4.0,T
embedding,Brazilian_houses,regression,controlled_mlp,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,3,0.75,,0.75,-0.2815781218335114,3132.9683984873595,1634.4607193161082,4729.547636266773,False,2.0,-0.3586716788712305,1.5,W
embedding,Brazilian_houses,regression,resnet_tabular,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,0.09050023382487948,1447.7044000378237,1905.3327987247876,4729.547636266773,False,1.0,0.12516839575871283,4.0,L
embedding,Brazilian_houses,regression,resnet_tabular,RBF,16,GuardedGram-G2-after-RBF-k16,embedding_G2,3,0.25,,0.25000001574167285,-0.007143020203617487,1447.7044000378237,1392.8069486847482,4729.547636266773,False,2.0,-0.011214939108320495,1.0,W
embedding,Brazilian_houses,regression,resnet_tabular,RBF,16,Raw RBF-k16 embedding,embedding_baseline,3,0.0,,0.0,0.0,1447.7044000378237,1447.7044000378237,4729.547636266773,True,1.0,0.0,2.0,T
embedding,Brazilian_houses,regression,resnet_tabular,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,3,0.75,,0.7500000034378926,0.038172006752745326,1447.7044000378237,1728.5491877433315,4729.547636266773,False,2.0,0.067552040108656,3.0,L
embedding,Brazilian_houses,regression,tabm_d,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,-0.05022698322218003,2776.604104476069,2539.0531947007967,4729.547636266773,False,1.0,-0.0551071989814447,3.0,W
embedding,Brazilian_houses,regression,tabm_d,RBF,16,GuardedGram-G2-after-RBF-k16,embedding_G2,3,0.75,,0.75,-0.05888064921224128,2776.604104476069,2491.9577198849643,4729.547636266773,False,2.0,-0.06066175801349641,1.5,W
embedding,Brazilian_houses,regression,tabm_d,RBF,16,Raw RBF-k16 embedding,embedding_baseline,3,0.0,,0.0,0.0,2776.604104476069,2776.604104476069,4729.547636266773,True,1.0,0.0,4.0,T
embedding,Brazilian_houses,regression,tabm_d,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,3,0.75,,0.75,-0.05888064921224128,2776.604104476069,2491.9577198849643,4729.547636266773,False,2.0,-0.06066175801349641,1.5,W
embedding,JapaneseVowels,classification,controlled_mlp,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,-0.031922338001009846,0.547846063482692,0.4633917725001975,2.170709159425451,False,1.0,-0.07207018031302173,3.0,W
embedding,JapaneseVowels,classification,controlled_mlp,RBF,16,GuardedGram-G2-after-RBF-k16,embedding_G2,3,0.75,,0.7500000011367232,-0.04969995231609956,0.547846063482692,0.4177915438329459,2.170709159425451,False,2.0,-0.07025310701576297,1.5,W
embedding,JapaneseVowels,classification,controlled_mlp,RBF,16,Raw RBF-k16 embedding,embedding_baseline,3,0.0,,0.0,0.0,0.547846063482692,0.547846063482692,2.170709159425451,True,1.0,0.0,4.0,T
embedding,JapaneseVowels,classification,controlled_mlp,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,3,0.75,,0.7500000011367232,-0.04969995231609956,0.547846063482692,0.4177915438329459,2.170709159425451,False,2.0,-0.07025310701576297,1.5,W
embedding,JapaneseVowels,classification,resnet_tabular,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,-0.0453747987387969,0.49178353257135915,0.39029509124894624,2.170709159425451,False,1.0,-0.02237716697248786,3.0,W
embedding,JapaneseVowels,classification,resnet_tabular,RBF,16,GuardedGram-G2-after-RBF-k16,embedding_G2,3,0.75,,0.7499999996522295,-0.06396261472607466,0.49178353257135915,0.34994634883164755,2.170709159425451,False,2.0,-0.03980049091762677,1.5,W
embedding,JapaneseVowels,classification,resnet_tabular,RBF,16,Raw RBF-k16 embedding,embedding_baseline,3,0.0,,0.0,0.0,0.49178353257135915,0.49178353257135915,2.170709159425451,True,1.0,0.0,4.0,T
embedding,JapaneseVowels,classification,resnet_tabular,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,3,0.75,,0.7499999996522295,-0.06396261472607466,0.49178353257135915,0.34994634883164755,2.170709159425451,False,2.0,-0.03980049091762677,1.5,W
embedding,JapaneseVowels,classification,tabm_d,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,-0.03180481798175935,0.2620027930886515,0.19296378338178719,2.170709159425451,False,1.0,-0.023307511227630133,1.0,W
embedding,JapaneseVowels,classification,tabm_d,RBF,16,GuardedGram-G2-after-RBF-k16,embedding_G2,3,0.75,,0.7500000028493158,-0.025997871716920543,0.2620027930886515,0.20556897482716419,2.170709159425451,False,2.0,-0.019088403635501742,2.5,W
embedding,JapaneseVowels,classification,tabm_d,RBF,16,Raw RBF-k16 embedding,embedding_baseline,3,0.0,,0.0,0.0,0.2620027930886515,0.2620027930886515,2.170709159425451,True,1.0,0.0,4.0,T
embedding,JapaneseVowels,classification,tabm_d,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,3,0.75,,0.7500000028493158,-0.025997871716920543,0.2620027930886515,0.20556897482716419,2.170709159425451,False,2.0,-0.019088403635501742,2.5,W
embedding,OnlineNewsPopularity,regression,controlled_mlp,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,0.0015307548587428915,5185.3472727022945,5193.406316810925,5264.751611011675,False,1.0,0.009945682056723528,4.0,L
embedding,OnlineNewsPopularity,regression,controlled_mlp,RBF,16,GuardedGram-G2-after-RBF-k16,embedding_G2,3,0.25,,0.2499999999999999,-0.008597610096309006,5185.3472727022945,5145.388810906474,5264.751611011675,True,2.0,-0.0007570613530325938,1.0,W
embedding,OnlineNewsPopularity,regression,controlled_mlp,RBF,16,Raw RBF-k16 embedding,embedding_baseline,3,0.0,,0.0,0.0,5185.3472727022945,5185.3472727022945,5264.751611011675,True,1.0,0.0,3.0,T
embedding,OnlineNewsPopularity,regression,controlled_mlp,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,3,0.75,,0.75,-0.007078585444521728,5185.3472727022945,5148.080278579565,5264.751611011675,False,2.0,0.005019950772195726,2.0,W
embedding,OnlineNewsPopularity,regression,resnet_tabular,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,0.07279488304019296,5130.358216018208,5532.975297944423,5264.751611011675,False,1.0,0.03677535787520143,4.0,L
embedding,OnlineNewsPopularity,regression,resnet_tabular,RBF,16,GuardedGram-G2-after-RBF-k16,embedding_G2,3,0.0,,0.0,0.0,5130.358216018208,5149.728320185161,5264.751611011675,True,1.0,0.0,2.0,L
embedding,OnlineNewsPopularity,regression,resnet_tabular,RBF,16,Raw RBF-k16 embedding,embedding_baseline,3,0.0,,0.0,0.0,5130.358216018208,5130.358216018208,5264.751611011675,True,1.0,0.0,1.0,T
embedding,OnlineNewsPopularity,regression,resnet_tabular,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,3,0.75,,0.7500000065713509,0.036813702382343404,5130.358216018208,5343.543319109907,5264.751611011675,False,2.0,0.021659701409540478,3.0,L
embedding,OnlineNewsPopularity,regression,tabm_d,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,-0.0010613395488706136,5158.427986878866,5144.769682976135,5264.751611011675,False,1.0,-0.0003596674391464015,1.0,W
embedding,OnlineNewsPopularity,regression,tabm_d,RBF,16,GuardedGram-G2-after-RBF-k16,embedding_G2,3,0.75,,0.75,-0.0004892787875380886,5158.427986878866,5147.4093823879575,5264.751611011675,False,2.0,-0.0003080133798749936,2.5,W
embedding,OnlineNewsPopularity,regression,tabm_d,RBF,16,Raw RBF-k16 embedding,embedding_baseline,3,0.0,,0.0,0.0,5158.427986878866,5158.427986878866,5264.751611011675,True,1.0,0.0,4.0,T
embedding,OnlineNewsPopularity,regression,tabm_d,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,3,0.75,,0.75,-0.0009445688270341065,5158.427986878866,5147.4093823879575,5264.751611011675,False,2.0,-0.0003080133798749936,2.5,W
embedding,SoilKsatDB,regression,controlled_mlp,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,-0.001971728806127233,1000.0365831188411,998.2598643234674,1148.7614652193272,False,1.0,-0.016314951810153216,3.0,W
embedding,SoilKsatDB,regression,controlled_mlp,RBF,16,GuardedGram-G2-after-RBF-k16,embedding_G2,3,0.75,,0.75,-0.006333703747156174,1000.0365831188411,994.832376615997,1148.7614652193272,False,2.0,-0.0166264897887736,1.5,W
embedding,SoilKsatDB,regression,controlled_mlp,RBF,16,Raw RBF-k16 embedding,embedding_baseline,3,0.0,,0.0,0.0,1000.0365831188411,1000.0365831188411,1148.7614652193272,True,1.0,0.0,4.0,T
embedding,SoilKsatDB,regression,controlled_mlp,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,3,0.75,,0.75,-0.006333703747156174,1000.0365831188411,994.832376615997,1148.7614652193272,False,2.0,-0.0166264897887736,1.5,W
embedding,SoilKsatDB,regression,resnet_tabular,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,-0.020376649633962712,1011.590497655444,999.0421627675164,1148.7614652193272,False,1.0,0.007606537168906523,1.0,W
embedding,SoilKsatDB,regression,resnet_tabular,RBF,16,GuardedGram-G2-after-RBF-k16,embedding_G2,3,0.75,,0.7499999940673674,-0.019777583109610173,1011.590497655444,999.7303473057955,1148.7614652193272,False,2.0,0.0011687823222050607,2.5,W
embedding,SoilKsatDB,regression,resnet_tabular,RBF,16,Raw RBF-k16 embedding,embedding_baseline,3,0.0,,0.0,0.0,1011.590497655444,1011.590497655444,1148.7614652193272,True,1.0,0.0,4.0,T
embedding,SoilKsatDB,regression,resnet_tabular,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,3,0.75,,0.7499999978271914,-0.019777583109610173,1011.590497655444,999.7303473057955,1148.7614652193272,False,2.0,0.0011687823222050607,2.5,W
embedding,SoilKsatDB,regression,tabm_d,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,-0.03728403686134234,978.0778170855842,941.185421852194,1148.7614652193272,False,1.0,-0.01845213972328226,1.0,W
embedding,SoilKsatDB,regression,tabm_d,RBF,16,GuardedGram-G2-after-RBF-k16,embedding_G2,3,0.75,,0.75,-0.03439267318831054,978.0778170855842,943.5767108674385,1148.7614652193272,False,2.0,-0.020507628367225292,2.5,W
embedding,SoilKsatDB,regression,tabm_d,RBF,16,Raw RBF-k16 embedding,embedding_baseline,3,0.0,,0.0,0.0,978.0778170855842,978.0778170855842,1148.7614652193272,True,1.0,0.0,4.0,T
embedding,SoilKsatDB,regression,tabm_d,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,3,0.75,,0.75,-0.03439267318831054,978.0778170855842,943.5767108674385,1148.7614652193272,False,2.0,-0.020507628367225292,2.5,W
embedding,ada_prior,classification,controlled_mlp,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,0.028281884635222052,0.37858743242487025,0.3944605338689764,0.5601792272249806,False,1.0,0.028409165140639885,4.0,L
embedding,ada_prior,classification,controlled_mlp,RBF,16,GuardedGram-G2-after-RBF-k16,embedding_G2,3,0.5,,0.49999999866195377,-0.0019161613278813614,0.37858743242487025,0.3775140386529793,0.5601792272249806,False,2.0,-0.0010879908698260287,1.0,W
embedding,ada_prior,classification,controlled_mlp,RBF,16,Raw RBF-k16 embedding,embedding_baseline,3,0.0,,0.0,0.0,0.37858743242487025,0.37858743242487025,0.5601792272249806,True,1.0,0.0,2.0,T
embedding,ada_prior,classification,controlled_mlp,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,3,0.75,,0.749999998611001,0.005512076934992914,0.37858743242487025,0.3827973197362019,0.5601792272249806,False,2.0,0.006278252581840079,3.0,L
embedding,ada_prior,classification,resnet_tabular,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,0.022113786958502735,0.3747307182205792,0.3870097525560626,0.5601792272249806,False,1.0,0.01616688529624489,4.0,L
embedding,ada_prior,classification,resnet_tabular,RBF,16,GuardedGram-G2-after-RBF-k16,embedding_G2,3,0.75,,0.7499999958111536,-0.003693226403635569,0.3747307182205792,0.37330769102205785,0.5601792272249806,False,2.0,-0.004743525635255043,1.5,W
embedding,ada_prior,classification,resnet_tabular,RBF,16,Raw RBF-k16 embedding,embedding_baseline,3,0.0,,0.0,0.0,0.3747307182205792,0.3747307182205792,0.5601792272249806,True,1.0,0.0,3.0,T
embedding,ada_prior,classification,resnet_tabular,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,3,0.75,,0.7500000040180689,0.00562723256330053,0.3747307182205792,0.37330769102205785,0.5601792272249806,False,2.0,0.0014505726955552547,1.5,W
embedding,ada_prior,classification,tabm_d,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,0.026294502274331957,0.36383627652669237,0.3794888269245045,0.5601792272249806,False,1.0,0.07436359856080142,4.0,L
embedding,ada_prior,classification,tabm_d,RBF,16,GuardedGram-G2-after-RBF-k16,embedding_G2,3,0.0,,0.0,0.0,0.36383627652669237,0.36383627652669237,0.5601792272249806,True,1.0,0.0,1.5,T
embedding,ada_prior,classification,tabm_d,RBF,16,Raw RBF-k16 embedding,embedding_baseline,3,0.0,,0.0,0.0,0.36383627652669237,0.36383627652669237,0.5601792272249806,True,1.0,0.0,1.5,T
embedding,ada_prior,classification,tabm_d,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,3,0.75,,0.7499999994789504,0.012538269751060404,0.36383627652669237,0.3704544801478279,0.5601792272249806,False,2.0,0.04359201106872955,3.0,L
embedding,bank32nh,regression,controlled_mlp,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,-0.013903850724026296,0.10755604982977267,0.10604008001184133,0.12041162161748488,False,1.0,-0.010340746979431647,3.0,W
embedding,bank32nh,regression,controlled_mlp,RBF,16,GuardedGram-G2-after-RBF-k16,embedding_G2,3,0.75,,0.75,-0.02053583162115926,0.10755604982977267,0.10508329704300526,0.12041162161748488,False,2.0,-0.01850228916571368,1.5,W
embedding,bank32nh,regression,controlled_mlp,RBF,16,Raw RBF-k16 embedding,embedding_baseline,3,0.0,,0.0,0.0,0.10755604982977267,0.10755604982977267,0.12041162161748488,True,1.0,0.0,4.0,T
embedding,bank32nh,regression,controlled_mlp,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,3,0.75,,0.75,-0.02053583162115926,0.10755604982977267,0.10508329704300526,0.12041162161748488,False,2.0,-0.01850228916571368,1.5,W
embedding,bank32nh,regression,resnet_tabular,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,-0.016275759565552394,0.10728861848585254,0.10532882788350809,0.12041162161748488,False,1.0,-0.04220963700919984,3.0,W
embedding,bank32nh,regression,resnet_tabular,RBF,16,GuardedGram-G2-after-RBF-k16,embedding_G2,3,0.75,,0.7499999998058278,-0.024167394037679656,0.10728861848585254,0.10388854286611296,0.12041162161748488,False,2.0,-0.044963020344792895,1.5,W
embedding,bank32nh,regression,resnet_tabular,RBF,16,Raw RBF-k16 embedding,embedding_baseline,3,0.0,,0.0,0.0,0.10728861848585254,0.10728861848585254,0.12041162161748488,True,1.0,0.0,4.0,T
embedding,bank32nh,regression,resnet_tabular,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,3,0.75,,0.7499999998058278,-0.024167394037679656,0.10728861848585254,0.10388854286611296,0.12041162161748488,False,2.0,-0.044963020344792895,1.5,W
embedding,bank32nh,regression,tabm_d,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,-0.022503781861188225,0.09628909213014004,0.09357937526370823,0.12041162161748488,False,1.0,-0.009589541777045867,1.0,W
embedding,bank32nh,regression,tabm_d,RBF,16,GuardedGram-G2-after-RBF-k16,embedding_G2,3,0.75,,0.75,-0.021213208730349528,0.09628909213014004,0.09373477526720847,0.12041162161748488,False,2.0,-0.012155905833732706,2.5,W
embedding,bank32nh,regression,tabm_d,RBF,16,Raw RBF-k16 embedding,embedding_baseline,3,0.0,,0.0,0.0,0.09628909213014004,0.09628909213014004,0.12041162161748488,True,1.0,0.0,4.0,T
embedding,bank32nh,regression,tabm_d,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,3,0.75,,0.75,-0.021213208730349528,0.09628909213014004,0.09373477526720847,0.12041162161748488,False,2.0,-0.012155905833732706,2.5,W
embedding,eye_movements,classification,controlled_mlp,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,-0.0009638364137385054,1.0051633060902205,1.0002166117084363,1.085336496348905,False,1.0,-0.007758197442972519,3.0,W
embedding,eye_movements,classification,controlled_mlp,RBF,16,GuardedGram-G2-after-RBF-k16,embedding_G2,3,0.75,,0.7500000006270489,-0.013985267442249209,1.0051633060902205,0.9860839773785036,1.085336496348905,False,2.0,-0.014785797073691742,1.5,W
embedding,eye_movements,classification,controlled_mlp,RBF,16,Raw RBF-k16 embedding,embedding_baseline,3,0.0,,0.0,0.0,1.0051633060902205,1.0051633060902205,1.085336496348905,True,1.0,0.0,4.0,T
embedding,eye_movements,classification,controlled_mlp,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,3,0.75,,0.7500000006270489,-0.013985267442249209,1.0051633060902205,0.9860839773785036,1.085336496348905,False,2.0,-0.014785797073691742,1.5,W
embedding,eye_movements,classification,resnet_tabular,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,0.003528378640840862,1.006612061435585,0.9982615061588864,1.085336496348905,False,1.0,-0.00033957664271485943,3.0,W
embedding,eye_movements,classification,resnet_tabular,RBF,16,GuardedGram-G2-after-RBF-k16,embedding_G2,3,0.75,,0.749999998435358,-0.016208705604107355,1.006612061435585,0.9775288354616205,1.085336496348905,False,2.0,-0.017282915916282577,1.5,W
embedding,eye_movements,classification,resnet_tabular,RBF,16,Raw RBF-k16 embedding,embedding_baseline,3,0.0,,0.0,0.0,1.006612061435585,1.006612061435585,1.085336496348905,True,1.0,0.0,4.0,T
embedding,eye_movements,classification,resnet_tabular,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,3,0.75,,0.749999998435358,-0.016208705604107355,1.006612061435585,0.9775288354616205,1.085336496348905,False,2.0,-0.017282915916282577,1.5,W
embedding,eye_movements,classification,tabm_d,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,-0.003997359688553047,1.036316337024269,1.027584697873833,1.085336496348905,False,1.0,-0.021652664860865665,3.0,W
embedding,eye_movements,classification,tabm_d,RBF,16,GuardedGram-G2-after-RBF-k16,embedding_G2,3,0.75,,0.7500000003590122,-0.015773872626727223,1.036316337024269,0.9960331051775465,1.085336496348905,False,2.0,-0.028741538329926517,1.5,W
embedding,eye_movements,classification,tabm_d,RBF,16,Raw RBF-k16 embedding,embedding_baseline,3,0.0,,0.0,0.0,1.036316337024269,1.036316337024269,1.085336496348905,True,1.0,0.0,4.0,T
embedding,eye_movements,classification,tabm_d,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,3,0.75,,0.7500000003590122,-0.015773872626727223,1.036316337024269,0.9960331051775465,1.085336496348905,False,2.0,-0.028741538329926517,1.5,W
embedding,mfeat-fourier,classification,controlled_mlp,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,0.009813230474590116,0.7840133501114812,0.789904248190362,2.302596522337036,False,1.0,-0.0018781526887507191,4.0,L
embedding,mfeat-fourier,classification,controlled_mlp,RBF,16,GuardedGram-G2-after-RBF-k16,embedding_G2,3,0.75,,0.7499999999866844,-0.020930245680111495,0.7840133501114812,0.71435435835146,2.302596522337036,False,2.0,-0.022659641606853957,1.5,W
embedding,mfeat-fourier,classification,controlled_mlp,RBF,16,Raw RBF-k16 embedding,embedding_baseline,3,0.0,,0.0,0.0,0.7840133501114812,0.7840133501114812,2.302596522337036,True,1.0,0.0,3.0,T
embedding,mfeat-fourier,classification,controlled_mlp,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,3,0.75,,0.7499999999866844,-0.020930245680111495,0.7840133501114812,0.71435435835146,2.302596522337036,False,2.0,-0.022659641606853957,1.5,W
embedding,mfeat-fourier,classification,resnet_tabular,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,-0.0397528118266816,0.7418387641516663,0.6539032464210828,2.302596522337036,False,1.0,-0.02681737040143696,3.0,W
embedding,mfeat-fourier,classification,resnet_tabular,RBF,16,GuardedGram-G2-after-RBF-k16,embedding_G2,3,0.75,,0.7500000019772172,-0.041571753146708024,0.7418387641516663,0.6474031776369563,2.302596522337036,False,2.0,-0.03764154561116483,1.5,W
embedding,mfeat-fourier,classification,resnet_tabular,RBF,16,Raw RBF-k16 embedding,embedding_baseline,3,0.0,,0.0,0.0,0.7418387641516663,0.7418387641516663,2.302596522337036,True,1.0,0.0,4.0,T
embedding,mfeat-fourier,classification,resnet_tabular,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,3,0.75,,0.7500000019772172,-0.041571753146708024,0.7418387641516663,0.6474031776369563,2.302596522337036,False,2.0,-0.03764154561116483,1.5,W
embedding,mfeat-fourier,classification,tabm_d,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,-0.016408138579962005,0.5835188158337392,0.5457374930014945,2.302596522337036,False,1.0,-0.006639092898162215,3.0,W
embedding,mfeat-fourier,classification,tabm_d,RBF,16,GuardedGram-G2-after-RBF-k16,embedding_G2,3,0.75,,0.7500000037078582,-0.017117249926643843,0.5835188158337392,0.5441046956806752,2.302596522337036,False,2.0,-0.009689733868784087,1.5,W
embedding,mfeat-fourier,classification,tabm_d,RBF,16,Raw RBF-k16 embedding,embedding_baseline,3,0.0,,0.0,0.0,0.5835188158337392,0.5835188158337392,2.302596522337036,True,1.0,0.0,4.0,T
embedding,mfeat-fourier,classification,tabm_d,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,3,0.75,,0.7500000037078582,-0.017117249926643843,0.5835188158337392,0.5441046956806752,2.302596522337036,False,2.0,-0.009689733868784087,1.5,W
embedding,mozilla4,classification,controlled_mlp,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,0.04211438665380792,0.3162899058494846,0.342941693514783,0.6328428307500614,False,1.0,0.06235851763171579,4.0,L
embedding,mozilla4,classification,controlled_mlp,RBF,16,GuardedGram-G2-after-RBF-k16,embedding_G2,3,0.25,,0.25000000035130654,0.0008479158489291287,0.3162899058494846,0.3172749251510702,0.6328428307500614,True,2.0,0.0024740332232185028,2.0,L
embedding,mozilla4,classification,controlled_mlp,RBF,16,Raw RBF-k16 embedding,embedding_baseline,3,0.0,,0.0,0.0,0.3162899058494846,0.3162899058494846,0.6328428307500614,True,1.0,0.0,1.0,T
embedding,mozilla4,classification,controlled_mlp,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,3,0.75,,0.7500000025987184,0.0196029498267044,0.3162899058494846,0.3286954921088676,0.6328428307500614,False,2.0,0.030013791110319536,3.0,L
embedding,mozilla4,classification,resnet_tabular,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,0.04609538633418602,0.3320949367244349,0.3504602875754121,0.6328428307500614,False,1.0,0.07478871465083402,4.0,L
