backbone,source,task,split,operator,validation_gain,validation_se,test_gain,validation_states,test_states,ordinary_dimensions,oof_finite
resnet,ACS,acs_occupation,2,harmonic,5.367675428543716e-05,0.0009548005697676839,-0.00021133072758823578,86,88,10,True
resnet,ACS,acs_occupation,2,kernel_ridge,0.014560029036402373,0.0036737131505998042,0.007678885782119793,86,88,10,True
resnet,ACS,acs_occupation,2,knn_1,0.0043057746838670195,0.005704626893379464,-0.006729327978387784,86,88,10,True
resnet,ACS,acs_occupation,2,knn_10,0.012492220070258514,0.00393694360659925,0.008484841816007373,86,88,10,True
resnet,ACS,acs_occupation,2,knn_3,0.01150259820219607,0.004717291810655436,0.0009271354844342443,86,88,10,True
resnet,ACS,acs_occupation,2,knn_5,0.01180466408782986,0.004580074167230862,0.0058245944769342054,86,88,10,True
resnet,ACS,acs_occupation,2,rbf,-0.00010484055723351282,0.0009562295851810555,-0.0003592265366685723,86,88,10,True
resnet,ACS,acs_occupation,2,rbf_double,-0.00018569112347641053,0.0009579430999647674,-0.00044251236768351053,86,88,10,True
resnet,ACS,acs_occupation,2,rbf_half,0.0002820222644519954,0.000951699475749342,3.246205412830126e-05,86,88,10,True
resnet,BTS,airline_origin_airport,2,harmonic,0.002980699303231668,0.0017391498821805237,0.006668837315732254,43,43,310,True
resnet,BTS,airline_origin_airport,2,kernel_ridge,0.0014541406575554266,0.002311867533208916,0.005323558964208605,43,43,310,True
resnet,BTS,airline_origin_airport,2,knn_1,-0.003663560483390469,0.0035520756685249455,-0.004571552531966112,43,43,310,True
resnet,BTS,airline_origin_airport,2,knn_10,0.0007142787337892483,0.002816948963668785,0.0018195542239318337,43,43,310,True
resnet,BTS,airline_origin_airport,2,knn_3,-0.001105589467804068,0.003002895858897219,-0.0002046500307257494,43,43,310,True
resnet,BTS,airline_origin_airport,2,knn_5,-0.000754725561071248,0.003203524644295528,0.001637372787151021,43,43,310,True
resnet,BTS,airline_origin_airport,2,rbf,0.002971188297119187,0.0017420708231977616,0.006648379839061691,43,43,310,True
resnet,BTS,airline_origin_airport,2,rbf_double,0.003264863405404084,0.0016509129921229442,0.006541141209412436,43,43,310,True
resnet,BTS,airline_origin_airport,2,rbf_half,0.0021573564523787382,0.0019020864299615903,0.006282864642244897,43,43,310,True
resnet,STRING_BENCHMARK,medical_charges,2,harmonic,0.0008258169625459428,0.0004996911503227092,0.0012563863439470323,20,20,52,True
resnet,STRING_BENCHMARK,medical_charges,2,kernel_ridge,0.037585639021853294,0.027773381393037002,0.05382281844399282,20,20,52,True
resnet,STRING_BENCHMARK,medical_charges,2,knn_1,0.0706779811535291,0.06637805294501035,0.02102582474201272,20,20,52,True
resnet,STRING_BENCHMARK,medical_charges,2,knn_10,0.040210478434636134,0.0311783907724092,0.037789564878179915,20,20,52,True
resnet,STRING_BENCHMARK,medical_charges,2,knn_3,0.08582261960553522,0.07820105770880736,0.02433424998695826,20,20,52,True
resnet,STRING_BENCHMARK,medical_charges,2,knn_5,0.07210365869148896,0.060611626308319407,0.055575688313580195,20,20,52,True
resnet,STRING_BENCHMARK,medical_charges,2,rbf,0.0003958197611003845,0.0002932693688279282,0.0010808727473729195,20,20,52,True
resnet,STRING_BENCHMARK,medical_charges,2,rbf_double,0.00012371303191420995,9.450399530798605e-05,0.00030309120747270966,20,20,52,True
resnet,STRING_BENCHMARK,medical_charges,2,rbf_half,0.0016988734302639283,0.001341776480259657,0.004688635274164759,20,20,52,True
resnet,NYC_TLC,tlc_pickup_zone,2,harmonic,0.03880748266163345,0.031625274264544326,0.0031552729328561016,18,19,254,True
resnet,NYC_TLC,tlc_pickup_zone,2,kernel_ridge,0.08783255269981842,0.06325874719383909,-0.050750656005705885,18,19,254,True
resnet,NYC_TLC,tlc_pickup_zone,2,knn_1,0.09942732900241318,0.07693369261105511,-0.170234806425999,18,19,254,True
resnet,NYC_TLC,tlc_pickup_zone,2,knn_10,0.06704130739479018,0.039023742034129436,-0.019948566688004054,18,19,254,True
resnet,NYC_TLC,tlc_pickup_zone,2,knn_3,0.08231609662328315,0.05715714155301661,-0.07149175128483382,18,19,254,True
resnet,NYC_TLC,tlc_pickup_zone,2,knn_5,0.07650413999268668,0.04828928150841853,-0.04333744084971104,18,19,254,True
resnet,NYC_TLC,tlc_pickup_zone,2,rbf,0.03018681790444333,0.02328164157918389,0.004290084039867672,18,19,254,True
resnet,NYC_TLC,tlc_pickup_zone,2,rbf_double,0.007925418406003519,0.00676625343711618,0.00041195007482287295,18,19,254,True
resnet,NYC_TLC,tlc_pickup_zone,2,rbf_half,0.06879818655905974,0.05107199426042758,-0.015315384094829682,18,19,254,True
