dataset,K,method,indices,utility,logloss,accuracy,roc_auc,rmse,mae,runtime_seconds
diamonds,32,fallback128_additive,0;6;8;17;21;24;28;34;38;43;47;52;53;57;59;62;63;65;72;76;82;92;93;99;102;105;110;112;118;120;125;126,-0.2997944753830635,,,,1219.0514007869183,647.4949731826782,0.544192987959832
diamonds,32,fallback128_fm_swap,6;8;16;17;21;24;28;34;38;43;47;53;59;60;63;65;67;72;76;82;92;93;99;102;105;110;112;116;118;120;125;126,-0.3188128562535897,,,,1296.3856605703588,709.1199960708618,0.0309510740917176
