model,seed,parameters,capacity_relative_gap,train_seconds,temperature,latency_ms_per_context,crps_point,coverage50_point,coverage90_point,crps_difference,coverage50_difference,coverage90_difference,crps_dense,coverage50_dense,coverage90_dense,crps_scaled_dense,coverage50_scaled_dense,coverage90_scaled_dense,macro_crps,coverage50,coverage90,coverage_error
attention_k4,20261302.0,134494.0,0.015273100014643432,28.281326368295897,1.298681100209554,0.008068843120175492,0.1747360626856486,0.5149739583333334,0.8802083333333334,0.23366271456082663,0.5439453125,0.8935546875,0.1826262871424357,0.5055338541666666,0.8805338541666666,0.27597081661224365,0.5208333333333334,0.8844401041666666,0.21674896776676178,0.5213216145833334,0.8846842447916666,0.018318684895833343
attention_k8,20261302.0,137396.0,0.005974520427588227,28.32371967867948,1.342463215192159,0.007859361100296761,0.1761963963508606,0.4892578125,0.8854166666666666,0.23656310637791952,0.5423177083333334,0.8981119791666666,0.1833803504705429,0.5211588541666666,0.8805338541666666,0.2829881211121877,0.5042317708333334,0.8870442708333334,0.21978199978669485,0.5142415364583334,0.8877766927083334,0.014941406250000011
mlp_k4,20261302.0,136580.0,0.0,,1.3742415110270183,0.006880184552452799,0.17116762200991312,0.5123697916666666,0.9016927083333334,0.22865073879559836,0.5504557291666666,0.9055989583333334,0.17896985014279684,0.5052083333333334,0.890625,0.273689071337382,0.5205078125,0.8958333333333334,0.21311931312084198,0.5221354166666666,0.8984375,0.014257812500000003
mlp_k8,20261302.0,136495.0,0.0006223458778737736,14.439054632714639,1.4534370104471843,0.004397049224280636,0.1770955224831899,0.5139973958333334,0.9007161458333334,0.23647500574588776,0.5572916666666666,0.8997395833333334,0.18200776477654776,0.51953125,0.8981119791666666,0.277747521797816,0.5260416666666666,0.8994140625,0.2183314561843872,0.5292154947916666,0.8994954427083334,0.017024739583333337
