step,loss
1,1.2531180381774902
250,0.8921231031417847
500,0.8479692339897156
750,0.8117927312850952
1000,0.8594678640365601
1250,0.7740507125854492
1500,0.8227285146713257
1750,0.8054484128952026
2000,0.8210293054580688
2250,0.8146243095397949
2500,0.8401588797569275
2750,0.8313344120979309
3000,0.8062451481819153
3250,0.8243906497955322
3500,0.785181999206543
3750,0.8063756823539734
4000,0.8340681791305542
