hypothesis,dataset,task,seed,arm,budget_per_numeric,input_features,encoding_metadata,parameters,best_epoch,epochs_trained,train_seconds,val_proper_loss,val_metric,val_member_loss_mean,val_member_loss_std,val_ensemble_gain_vs_mean_member,val_member_disagreement,val_member_prediction_correlation,val_rmse,test_proper_loss,test_metric,test_member_loss_mean,test_member_loss_std,test_ensemble_gain_vs_mean_member,test_member_disagreement,test_member_prediction_correlation,test_rmse,val_roc_auc,val_accuracy,test_roc_auc,test_accuracy
measure_orbit,black-friday,regression,0,baseline_tabm,128,534,"{""budget"":128,""columns"":{""0"":{""baseline"":{""active_width"":19,""atoms"":[],""column"":0,""knots"":20},""mixed"":{""active_width"":21,""atom_rows"":94719,""atoms"":[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,10.0,11.0,12.0,14.0,15.0,16.0,17.0,20.0],""column"":0,""knots"":5,""nonatom_rows"":5281},""tail"":{""active_width"":4,""atom_rows"":94719,""atoms"":[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,10.0,11.0,12.0,14.0,15.0,16.0,17.0,20.0],""column"":0,""knots"":5,""nonatom_rows"":5281}},""1"":{""baseline"":{""active_width"":10,""atoms"":[],""column"":1,""knots"":11},""mixed"":{""active_width"":14,""atom_rows"":99186,""atoms"":[1.0,2.0,3.0,4.0,5.0,6.0,8.0,10.0,11.0],""column"":1,""knots"":5,""nonatom_rows"":814},""tail"":{""active_width"":2,""atom_rows"":99186,""atoms"":[1.0,2.0,3.0,4.0,5.0,6.0,8.0,10.0,11.0],""column"":1,""knots"":3,""nonatom_rows"":814}},""2"":{""baseline"":{""active_width"":13,""atoms"":[],""column"":2,""knots"":14},""mixed"":{""active_width"":15,""atom_rows"":99483,""atoms"":[2.0,3.0,4.0,5.0,6.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0],""column"":2,""knots"":2,""nonatom_rows"":517},""tail"":{""active_width"":1,""atom_rows"":99483,""atoms"":[2.0,3.0,4.0,5.0,6.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0],""column"":2,""knots"":2,""nonatom_rows"":517}},""3"":{""baseline"":{""active_width"":14,""atoms"":[],""column"":3,""knots"":15},""mixed"":{""active_width"":16,""atom_rows"":99631,""atoms"":[4.0,5.0,6.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0],""column"":3,""knots"":2,""nonatom_rows"":369},""tail"":{""active_width"":1,""atom_rows"":99631,""atoms"":[4.0,5.0,6.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0],""column"":3,""knots"":2,""nonatom_rows"":369}}}}",93128,16,22,34.03289713407867,0.485221803188324,0.6956870359584144,0.4858122169971466,0.00043892234881976236,0.0012153128064008724,0.024298934265971184,0.9987245527965742,0.6956870359584144,0.49116262793540955,0.6999329553216853,0.49175651371479034,0.000583595879740574,0.0012076825884714992,0.024370023980736732,0.9987188328760223,0.6999329553216853,,,,
measure_orbit,black-friday,regression,0,measure_orbit_tabm,128,534,"{""budget"":128,""columns"":{""0"":{""baseline"":{""active_width"":19,""atoms"":[],""column"":0,""knots"":20},""mixed"":{""active_width"":21,""atom_rows"":94719,""atoms"":[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,10.0,11.0,12.0,14.0,15.0,16.0,17.0,20.0],""column"":0,""knots"":5,""nonatom_rows"":5281},""tail"":{""active_width"":4,""atom_rows"":94719,""atoms"":[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,10.0,11.0,12.0,14.0,15.0,16.0,17.0,20.0],""column"":0,""knots"":5,""nonatom_rows"":5281}},""1"":{""baseline"":{""active_width"":10,""atoms"":[],""column"":1,""knots"":11},""mixed"":{""active_width"":14,""atom_rows"":99186,""atoms"":[1.0,2.0,3.0,4.0,5.0,6.0,8.0,10.0,11.0],""column"":1,""knots"":5,""nonatom_rows"":814},""tail"":{""active_width"":2,""atom_rows"":99186,""atoms"":[1.0,2.0,3.0,4.0,5.0,6.0,8.0,10.0,11.0],""column"":1,""knots"":3,""nonatom_rows"":814}},""2"":{""baseline"":{""active_width"":13,""atoms"":[],""column"":2,""knots"":14},""mixed"":{""active_width"":15,""atom_rows"":99483,""atoms"":[2.0,3.0,4.0,5.0,6.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0],""column"":2,""knots"":2,""nonatom_rows"":517},""tail"":{""active_width"":1,""atom_rows"":99483,""atoms"":[2.0,3.0,4.0,5.0,6.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0],""column"":2,""knots"":2,""nonatom_rows"":517}},""3"":{""baseline"":{""active_width"":14,""atoms"":[],""column"":3,""knots"":15},""mixed"":{""active_width"":16,""atom_rows"":99631,""atoms"":[4.0,5.0,6.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0],""column"":3,""knots"":2,""nonatom_rows"":369},""tail"":{""active_width"":1,""atom_rows"":99631,""atoms"":[4.0,5.0,6.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0],""column"":3,""knots"":2,""nonatom_rows"":369}}}}",93128,26,30,45.891068486031145,0.4832443296909332,0.6942679990604859,0.4908733516931534,0.01382339617946369,0.015541731845710545,0.08734404295682907,0.9846139976393911,0.6942679990604859,0.4888080060482025,0.6982531842341047,0.4966941885650158,0.014582292991345705,0.015877340018003856,0.08880430459976196,0.9841447952559729,0.6982531842341047,,,,
measure_orbit,black-friday,regression,1,baseline_tabm,128,534,"{""budget"":128,""columns"":{""0"":{""baseline"":{""active_width"":19,""atoms"":[],""column"":0,""knots"":20},""mixed"":{""active_width"":21,""atom_rows"":94719,""atoms"":[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,10.0,11.0,12.0,14.0,15.0,16.0,17.0,20.0],""column"":0,""knots"":5,""nonatom_rows"":5281},""tail"":{""active_width"":4,""atom_rows"":94719,""atoms"":[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,10.0,11.0,12.0,14.0,15.0,16.0,17.0,20.0],""column"":0,""knots"":5,""nonatom_rows"":5281}},""1"":{""baseline"":{""active_width"":10,""atoms"":[],""column"":1,""knots"":11},""mixed"":{""active_width"":14,""atom_rows"":99186,""atoms"":[1.0,2.0,3.0,4.0,5.0,6.0,8.0,10.0,11.0],""column"":1,""knots"":5,""nonatom_rows"":814},""tail"":{""active_width"":2,""atom_rows"":99186,""atoms"":[1.0,2.0,3.0,4.0,5.0,6.0,8.0,10.0,11.0],""column"":1,""knots"":3,""nonatom_rows"":814}},""2"":{""baseline"":{""active_width"":13,""atoms"":[],""column"":2,""knots"":14},""mixed"":{""active_width"":15,""atom_rows"":99483,""atoms"":[2.0,3.0,4.0,5.0,6.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0],""column"":2,""knots"":2,""nonatom_rows"":517},""tail"":{""active_width"":1,""atom_rows"":99483,""atoms"":[2.0,3.0,4.0,5.0,6.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0],""column"":2,""knots"":2,""nonatom_rows"":517}},""3"":{""baseline"":{""active_width"":14,""atoms"":[],""column"":3,""knots"":15},""mixed"":{""active_width"":16,""atom_rows"":99631,""atoms"":[4.0,5.0,6.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0],""column"":3,""knots"":2,""nonatom_rows"":369},""tail"":{""active_width"":1,""atom_rows"":99631,""atoms"":[4.0,5.0,6.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0],""column"":3,""knots"":2,""nonatom_rows"":369}}}}",93128,30,30,47.37103127990849,0.48062288761138916,0.6923823789254584,0.48182879388332367,0.00045833394188324805,0.0025027692143830722,0.034726280719041824,0.9975922720160574,0.6923823789254584,0.4864800274372101,0.6965884738200359,0.48769498616456985,0.00047566921299203136,0.0024912266105392993,0.034856099635362625,0.9975777515797981,0.6965884738200359,,,,
measure_orbit,black-friday,regression,1,measure_orbit_tabm,128,534,"{""budget"":128,""columns"":{""0"":{""baseline"":{""active_width"":19,""atoms"":[],""column"":0,""knots"":20},""mixed"":{""active_width"":21,""atom_rows"":94719,""atoms"":[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,10.0,11.0,12.0,14.0,15.0,16.0,17.0,20.0],""column"":0,""knots"":5,""nonatom_rows"":5281},""tail"":{""active_width"":4,""atom_rows"":94719,""atoms"":[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,10.0,11.0,12.0,14.0,15.0,16.0,17.0,20.0],""column"":0,""knots"":5,""nonatom_rows"":5281}},""1"":{""baseline"":{""active_width"":10,""atoms"":[],""column"":1,""knots"":11},""mixed"":{""active_width"":14,""atom_rows"":99186,""atoms"":[1.0,2.0,3.0,4.0,5.0,6.0,8.0,10.0,11.0],""column"":1,""knots"":5,""nonatom_rows"":814},""tail"":{""active_width"":2,""atom_rows"":99186,""atoms"":[1.0,2.0,3.0,4.0,5.0,6.0,8.0,10.0,11.0],""column"":1,""knots"":3,""nonatom_rows"":814}},""2"":{""baseline"":{""active_width"":13,""atoms"":[],""column"":2,""knots"":14},""mixed"":{""active_width"":15,""atom_rows"":99483,""atoms"":[2.0,3.0,4.0,5.0,6.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0],""column"":2,""knots"":2,""nonatom_rows"":517},""tail"":{""active_width"":1,""atom_rows"":99483,""atoms"":[2.0,3.0,4.0,5.0,6.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0],""column"":2,""knots"":2,""nonatom_rows"":517}},""3"":{""baseline"":{""active_width"":14,""atoms"":[],""column"":3,""knots"":15},""mixed"":{""active_width"":16,""atom_rows"":99631,""atoms"":[4.0,5.0,6.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0],""column"":3,""knots"":2,""nonatom_rows"":369},""tail"":{""active_width"":1,""atom_rows"":99631,""atoms"":[4.0,5.0,6.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0],""column"":3,""knots"":2,""nonatom_rows"":369}}}}",93128,30,30,45.24269519094378,0.4825354814529419,0.6937586149370034,0.4876324385404587,0.010358364656760086,0.010452456983322474,0.07139313220977783,0.9891114258198614,0.6937586149370034,0.4879966676235199,0.6976734375964284,0.4933733195066452,0.010268477489345909,0.010897735387275816,0.07332560420036316,0.9885527424449299,0.6976734375964284,,,,
measure_orbit,black-friday,regression,2,baseline_tabm,128,534,"{""budget"":128,""columns"":{""0"":{""baseline"":{""active_width"":19,""atoms"":[],""column"":0,""knots"":20},""mixed"":{""active_width"":21,""atom_rows"":94719,""atoms"":[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,10.0,11.0,12.0,14.0,15.0,16.0,17.0,20.0],""column"":0,""knots"":5,""nonatom_rows"":5281},""tail"":{""active_width"":4,""atom_rows"":94719,""atoms"":[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,10.0,11.0,12.0,14.0,15.0,16.0,17.0,20.0],""column"":0,""knots"":5,""nonatom_rows"":5281}},""1"":{""baseline"":{""active_width"":10,""atoms"":[],""column"":1,""knots"":11},""mixed"":{""active_width"":14,""atom_rows"":99186,""atoms"":[1.0,2.0,3.0,4.0,5.0,6.0,8.0,10.0,11.0],""column"":1,""knots"":5,""nonatom_rows"":814},""tail"":{""active_width"":2,""atom_rows"":99186,""atoms"":[1.0,2.0,3.0,4.0,5.0,6.0,8.0,10.0,11.0],""column"":1,""knots"":3,""nonatom_rows"":814}},""2"":{""baseline"":{""active_width"":13,""atoms"":[],""column"":2,""knots"":14},""mixed"":{""active_width"":15,""atom_rows"":99483,""atoms"":[2.0,3.0,4.0,5.0,6.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0],""column"":2,""knots"":2,""nonatom_rows"":517},""tail"":{""active_width"":1,""atom_rows"":99483,""atoms"":[2.0,3.0,4.0,5.0,6.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0],""column"":2,""knots"":2,""nonatom_rows"":517}},""3"":{""baseline"":{""active_width"":14,""atoms"":[],""column"":3,""knots"":15},""mixed"":{""active_width"":16,""atom_rows"":99631,""atoms"":[4.0,5.0,6.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0],""column"":3,""knots"":2,""nonatom_rows"":369},""tail"":{""active_width"":1,""atom_rows"":99631,""atoms"":[4.0,5.0,6.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0],""column"":3,""knots"":2,""nonatom_rows"":369}}}}",93128,28,30,44.85493415594101,0.48147836327552795,0.6929982592738924,0.48251527175307274,0.00039210322288935127,0.0021489650965398305,0.03220090642571449,0.9976435697565538,0.6929982592738924,0.4884353578090668,0.6979869734359028,0.48947830498218536,0.0003369219796786424,0.002130732174445504,0.032294660806655884,0.9976363387604287,0.6979869734359028,,,,
measure_orbit,black-friday,regression,2,measure_orbit_tabm,128,534,"{""budget"":128,""columns"":{""0"":{""baseline"":{""active_width"":19,""atoms"":[],""column"":0,""knots"":20},""mixed"":{""active_width"":21,""atom_rows"":94719,""atoms"":[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,10.0,11.0,12.0,14.0,15.0,16.0,17.0,20.0],""column"":0,""knots"":5,""nonatom_rows"":5281},""tail"":{""active_width"":4,""atom_rows"":94719,""atoms"":[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,10.0,11.0,12.0,14.0,15.0,16.0,17.0,20.0],""column"":0,""knots"":5,""nonatom_rows"":5281}},""1"":{""baseline"":{""active_width"":10,""atoms"":[],""column"":1,""knots"":11},""mixed"":{""active_width"":14,""atom_rows"":99186,""atoms"":[1.0,2.0,3.0,4.0,5.0,6.0,8.0,10.0,11.0],""column"":1,""knots"":5,""nonatom_rows"":814},""tail"":{""active_width"":2,""atom_rows"":99186,""atoms"":[1.0,2.0,3.0,4.0,5.0,6.0,8.0,10.0,11.0],""column"":1,""knots"":3,""nonatom_rows"":814}},""2"":{""baseline"":{""active_width"":13,""atoms"":[],""column"":2,""knots"":14},""mixed"":{""active_width"":15,""atom_rows"":99483,""atoms"":[2.0,3.0,4.0,5.0,6.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0],""column"":2,""knots"":2,""nonatom_rows"":517},""tail"":{""active_width"":1,""atom_rows"":99483,""atoms"":[2.0,3.0,4.0,5.0,6.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0],""column"":2,""knots"":2,""nonatom_rows"":517}},""3"":{""baseline"":{""active_width"":14,""atoms"":[],""column"":3,""knots"":15},""mixed"":{""active_width"":16,""atom_rows"":99631,""atoms"":[4.0,5.0,6.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0],""column"":3,""knots"":2,""nonatom_rows"":369},""tail"":{""active_width"":1,""atom_rows"":99631,""atoms"":[4.0,5.0,6.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0],""column"":3,""knots"":2,""nonatom_rows"":369}}}}",93128,27,30,45.15171420783736,0.4834400415420532,0.6944086050321658,0.49105921015143394,0.015266982378188338,0.015515783945954513,0.08728788048028946,0.9831750926672068,0.6944086050321658,0.48902902007102966,0.6984109939000334,0.49711931496858597,0.015827951229916218,0.01627435236160065,0.08994609862565994,0.9821652235160337,0.6984109939000334,,,,
measure_orbit,churn,binclass,0,baseline_tabm,128,909,"{""budget"":128,""columns"":{""0"":{""baseline"":{""active_width"":125,""atoms"":[],""column"":0,""knots"":126},""mixed"":{""active_width"":128,""atom_rows"":153,""atoms"":[850.0],""column"":0,""knots"":127,""nonatom_rows"":6247},""tail"":{""active_width"":128,""atom_rows"":153,""atoms"":[850.0],""column"":0,""knots"":129,""nonatom_rows"":6247}},""1"":{""baseline"":{""active_width"":46,""atoms"":[],""column"":1,""knots"":47},""mixed"":{""active_width"":57,""atom_rows"":4050,""atoms"":[28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0],""column"":1,""knots"":41,""nonatom_rows"":2350},""tail"":{""active_width"":40,""atom_rows"":4050,""atoms"":[28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0],""column"":1,""knots"":41,""nonatom_rows"":2350}},""2"":{""baseline"":{""active_width"":10,""atoms"":[],""column"":2,""knots"":11},""mixed"":{""active_width"":12,""atom_rows"":6149,""atoms"":[1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0],""column"":2,""knots"":2,""nonatom_rows"":251},""tail"":{""active_width"":1,""atom_rows"":6149,""atoms"":[1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0],""column"":2,""knots"":2,""nonatom_rows"":251}},""3"":{""baseline"":{""active_width"":83,""atoms"":[],""column"":3,""knots"":84},""mixed"":{""active_width"":128,""atom_rows"":2271,""atoms"":[0.0],""column"":3,""knots"":127,""nonatom_rows"":4129},""tail"":{""active_width"":128,""atom_rows"":2271,""atoms"":[0.0],""column"":3,""knots"":129,""nonatom_rows"":4129}},""4"":{""baseline"":{""active_width"":3,""atoms"":[],""column"":4,""knots"":4},""mixed"":{""active_width"":5,""atom_rows"":6362,""atoms"":[1.0,2.0,3.0],""column"":4,""knots"":2,""nonatom_rows"":38},""tail"":{""active_width"":1,""atom_rows"":6362,""atoms"":[1.0,2.0,3.0],""column"":4,""knots"":2,""nonatom_rows"":38}},""5"":{""baseline"":{""active_width"":128,""atoms"":[],""column"":5,""knots"":129},""mixed"":{""active_width"":128,""atoms"":[],""column"":5,""knots"":129},""tail"":{""active_width"":128,""atoms"":[],""column"":5,""knots"":129}},""6"":{""baseline"":{""active_width"":128,""atoms"":[],""column"":6,""knots"":129},""mixed"":{""active_width"":128,""atoms"":[],""column"":6,""knots"":129},""tail"":{""active_width"":128,""atoms"":[],""column"":6,""knots"":129}}}}",117128,29,30,4.025659064063802,0.34574425957497595,0.86375,0.34631384998189507,0.0013469000946375652,0.001644723151987412,0.014633744955062866,0.9962916434957393,,0.3645750599546512,0.8525,0.3651852971294927,0.0007414673947700955,0.001671034347872722,0.014679908752441406,0.9961775609306137,,0.8563194036463099,0.86375,0.8360671919993955,0.8525
measure_orbit,churn,binclass,0,measure_orbit_tabm,128,909,"{""budget"":128,""columns"":{""0"":{""baseline"":{""active_width"":125,""atoms"":[],""column"":0,""knots"":126},""mixed"":{""active_width"":128,""atom_rows"":153,""atoms"":[850.0],""column"":0,""knots"":127,""nonatom_rows"":6247},""tail"":{""active_width"":128,""atom_rows"":153,""atoms"":[850.0],""column"":0,""knots"":129,""nonatom_rows"":6247}},""1"":{""baseline"":{""active_width"":46,""atoms"":[],""column"":1,""knots"":47},""mixed"":{""active_width"":57,""atom_rows"":4050,""atoms"":[28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0],""column"":1,""knots"":41,""nonatom_rows"":2350},""tail"":{""active_width"":40,""atom_rows"":4050,""atoms"":[28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0],""column"":1,""knots"":41,""nonatom_rows"":2350}},""2"":{""baseline"":{""active_width"":10,""atoms"":[],""column"":2,""knots"":11},""mixed"":{""active_width"":12,""atom_rows"":6149,""atoms"":[1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0],""column"":2,""knots"":2,""nonatom_rows"":251},""tail"":{""active_width"":1,""atom_rows"":6149,""atoms"":[1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0],""column"":2,""knots"":2,""nonatom_rows"":251}},""3"":{""baseline"":{""active_width"":83,""atoms"":[],""column"":3,""knots"":84},""mixed"":{""active_width"":128,""atom_rows"":2271,""atoms"":[0.0],""column"":3,""knots"":127,""nonatom_rows"":4129},""tail"":{""active_width"":128,""atom_rows"":2271,""atoms"":[0.0],""column"":3,""knots"":129,""nonatom_rows"":4129}},""4"":{""baseline"":{""active_width"":3,""atoms"":[],""column"":4,""knots"":4},""mixed"":{""active_width"":5,""atom_rows"":6362,""atoms"":[1.0,2.0,3.0],""column"":4,""knots"":2,""nonatom_rows"":38},""tail"":{""active_width"":1,""atom_rows"":6362,""atoms"":[1.0,2.0,3.0],""column"":4,""knots"":2,""nonatom_rows"":38}},""5"":{""baseline"":{""active_width"":128,""atoms"":[],""column"":5,""knots"":129},""mixed"":{""active_width"":128,""atoms"":[],""column"":5,""knots"":129},""tail"":{""active_width"":128,""atoms"":[],""column"":5,""knots"":129}},""6"":{""baseline"":{""active_width"":128,""atoms"":[],""column"":6,""knots"":129},""mixed"":{""active_width"":128,""atoms"":[],""column"":6,""knots"":129},""tail"":{""active_width"":128,""atoms"":[],""column"":6,""knots"":129}}}}",117128,28,30,3.878939173882827,0.34764383243214814,0.86125,0.35764676982626664,0.018115601794559656,0.027968762024546207,0.061081402003765106,0.9362527195299671,,0.35646988144671293,0.8555,0.3679508885502901,0.01299866209674852,0.031202553005950984,0.06332726776599884,0.9276634641849558,,0.8560738122526027,0.86125,0.8451564044784383,0.8555
measure_orbit,churn,binclass,1,baseline_tabm,128,909,"{""budget"":128,""columns"":{""0"":{""baseline"":{""active_width"":125,""atoms"":[],""column"":0,""knots"":126},""mixed"":{""active_width"":128,""atom_rows"":153,""atoms"":[850.0],""column"":0,""knots"":127,""nonatom_rows"":6247},""tail"":{""active_width"":128,""atom_rows"":153,""atoms"":[850.0],""column"":0,""knots"":129,""nonatom_rows"":6247}},""1"":{""baseline"":{""active_width"":46,""atoms"":[],""column"":1,""knots"":47},""mixed"":{""active_width"":57,""atom_rows"":4050,""atoms"":[28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0],""column"":1,""knots"":41,""nonatom_rows"":2350},""tail"":{""active_width"":40,""atom_rows"":4050,""atoms"":[28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0],""column"":1,""knots"":41,""nonatom_rows"":2350}},""2"":{""baseline"":{""active_width"":10,""atoms"":[],""column"":2,""knots"":11},""mixed"":{""active_width"":12,""atom_rows"":6149,""atoms"":[1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0],""column"":2,""knots"":2,""nonatom_rows"":251},""tail"":{""active_width"":1,""atom_rows"":6149,""atoms"":[1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0],""column"":2,""knots"":2,""nonatom_rows"":251}},""3"":{""baseline"":{""active_width"":83,""atoms"":[],""column"":3,""knots"":84},""mixed"":{""active_width"":128,""atom_rows"":2271,""atoms"":[0.0],""column"":3,""knots"":127,""nonatom_rows"":4129},""tail"":{""active_width"":128,""atom_rows"":2271,""atoms"":[0.0],""column"":3,""knots"":129,""nonatom_rows"":4129}},""4"":{""baseline"":{""active_width"":3,""atoms"":[],""column"":4,""knots"":4},""mixed"":{""active_width"":5,""atom_rows"":6362,""atoms"":[1.0,2.0,3.0],""column"":4,""knots"":2,""nonatom_rows"":38},""tail"":{""active_width"":1,""atom_rows"":6362,""atoms"":[1.0,2.0,3.0],""column"":4,""knots"":2,""nonatom_rows"":38}},""5"":{""baseline"":{""active_width"":128,""atoms"":[],""column"":5,""knots"":129},""mixed"":{""active_width"":128,""atoms"":[],""column"":5,""knots"":129},""tail"":{""active_width"":128,""atoms"":[],""column"":5,""knots"":129}},""6"":{""baseline"":{""active_width"":128,""atoms"":[],""column"":6,""knots"":129},""mixed"":{""active_width"":128,""atoms"":[],""column"":6,""knots"":129},""tail"":{""active_width"":128,""atoms"":[],""column"":6,""knots"":129}}}}",117128,26,30,4.067716250894591,0.3443878254044185,0.863125,0.34487871857584196,0.0005686432508207411,0.0014233791329618585,0.013029389083385468,0.9968007745756626,,0.36124462318997075,0.85,0.3617785519334609,0.0005444265041624265,0.0014758441058395758,0.013023551553487778,0.996758717141926,,0.8562543941597403,0.863125,0.8383822960094145,0.85
measure_orbit,churn,binclass,1,measure_orbit_tabm,128,909,"{""budget"":128,""columns"":{""0"":{""baseline"":{""active_width"":125,""atoms"":[],""column"":0,""knots"":126},""mixed"":{""active_width"":128,""atom_rows"":153,""atoms"":[850.0],""column"":0,""knots"":127,""nonatom_rows"":6247},""tail"":{""active_width"":128,""atom_rows"":153,""atoms"":[850.0],""column"":0,""knots"":129,""nonatom_rows"":6247}},""1"":{""baseline"":{""active_width"":46,""atoms"":[],""column"":1,""knots"":47},""mixed"":{""active_width"":57,""atom_rows"":4050,""atoms"":[28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0],""column"":1,""knots"":41,""nonatom_rows"":2350},""tail"":{""active_width"":40,""atom_rows"":4050,""atoms"":[28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0],""column"":1,""knots"":41,""nonatom_rows"":2350}},""2"":{""baseline"":{""active_width"":10,""atoms"":[],""column"":2,""knots"":11},""mixed"":{""active_width"":12,""atom_rows"":6149,""atoms"":[1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0],""column"":2,""knots"":2,""nonatom_rows"":251},""tail"":{""active_width"":1,""atom_rows"":6149,""atoms"":[1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0],""column"":2,""knots"":2,""nonatom_rows"":251}},""3"":{""baseline"":{""active_width"":83,""atoms"":[],""column"":3,""knots"":84},""mixed"":{""active_width"":128,""atom_rows"":2271,""atoms"":[0.0],""column"":3,""knots"":127,""nonatom_rows"":4129},""tail"":{""active_width"":128,""atom_rows"":2271,""atoms"":[0.0],""column"":3,""knots"":129,""nonatom_rows"":4129}},""4"":{""baseline"":{""active_width"":3,""atoms"":[],""column"":4,""knots"":4},""mixed"":{""active_width"":5,""atom_rows"":6362,""atoms"":[1.0,2.0,3.0],""column"":4,""knots"":2,""nonatom_rows"":38},""tail"":{""active_width"":1,""atom_rows"":6362,""atoms"":[1.0,2.0,3.0],""column"":4,""knots"":2,""nonatom_rows"":38}},""5"":{""baseline"":{""active_width"":128,""atoms"":[],""column"":5,""knots"":129},""mixed"":{""active_width"":128,""atoms"":[],""column"":5,""knots"":129},""tail"":{""active_width"":128,""atoms"":[],""column"":5,""knots"":129}},""6"":{""baseline"":{""active_width"":128,""atoms"":[],""column"":6,""knots"":129},""mixed"":{""active_width"":128,""atoms"":[],""column"":6,""knots"":129},""tail"":{""active_width"":128,""atoms"":[],""column"":6,""knots"":129}}}}",117128,27,30,4.0203727029729635,0.345039124946853,0.861875,0.3529544291481645,0.016202581506800713,0.022425853163012058,0.05482545495033264,0.9396367602962318,,0.35403102050368446,0.8595,0.3627321488969263,0.011610190479376748,0.02398775079546185,0.05646335706114769,0.9359116590342814,,0.8563410734751662,0.861875,0.8455743879472691,0.8595
