dataset,task,relative_proper_loss_reduction,official_gain,paired_wins,runtime_ratio
adult,binclass,0.04930729195178809,1.0134512622074876,3,1.6291267983485376
black-friday,regression,0.00015365327237488297,0.00782910799317705,1,1.1033733309873675
california,regression,0.00793218100299708,0.404151717801766,1,1.0312594486418925
churn,binclass,0.022299983808900678,0.5333333333333375,3,0.956093514356077
diamond,regression,-0.023523702137274158,-1.1062729433651632,1,1.0099172228643378
higgs-small,binclass,-8.360037884886512e-05,-0.01869794322624611,1,1.0456110550990398
house,regression,0.01968669214575667,0.989335004664779,3,0.9747371510996997
microsoft,regression,0.005783067582316355,0.28965600881867054,3,1.193060049851925
