dataset,task,model,seed,bins,representation,blend_alpha_local,train_rows,val_rows,test_rows,input_features,basis_features,parameters,width,best_epoch,val_loss,val_score,test_loss,test_score,train_seconds
higgs-small,binclass,mlp,3,32,seed_select,0.0,62751,15688,19610,804,776,675842,256,9,0.538232378467482,0.7243753187149413,0.5439853705498745,0.7147883732789393,17.595531990984455
house,regression,mlp,1,32,cumulative_ple,,14581,3646,4557,455,439,248577,256,10,0.34687843918800354,30691.34649170423,0.3955744206905365,32774.90154964174,2.0253554419614375
house,regression,mlp,1,32,local_ple,,14581,3646,4557,455,439,248577,256,5,0.42521485686302185,33980.63619155926,0.4753246605396271,35927.124699577456,1.4525631298311055
house,regression,mlp,1,32,cumulative_seedmate,,14581,3646,4557,455,439,248577,256,14,0.33765125274658203,30280.389113262063,0.37894830107688904,32078.73802981316,2.553913214011118
house,regression,mlp,1,32,basis_blend,0.15000000000000002,14581,3646,4557,455,439,497154,256,10,0.3444938361644745,30585.67271343246,0.39448344707489014,32729.67446465511,3.477918571792543
house,regression,mlp,1,32,basis_select,0.0,14581,3646,4557,455,439,497154,256,10,0.34687843918800354,30691.34649170423,0.3955744206905365,32774.90154964174,3.477918571792543
house,regression,mlp,1,32,seed_blend,0.6000000000000001,14581,3646,4557,455,439,497154,256,14,0.33217114210128784,30033.657520445762,0.3766535818576813,31981.46299048816,4.579268655972555
house,regression,mlp,1,32,seed_select,1.0,14581,3646,4557,455,439,497154,256,14,0.33765125274658203,30280.389113262063,0.37894830107688904,32078.73802981316,4.579268655972555
house,regression,mlp,2,32,cumulative_ple,,14581,3646,4557,455,439,248577,256,15,0.3339727818965912,30114.998561694985,0.36975324153900146,31687.15925059025,2.7457347470335662
house,regression,mlp,2,32,local_ple,,14581,3646,4557,455,439,248577,256,4,0.4292389154434204,34141.04775698297,0.4762346148490906,35961.49616599199,1.356973925139755
house,regression,mlp,2,32,cumulative_seedmate,,14581,3646,4557,455,439,248577,256,12,0.34042951464653015,30404.711570763262,0.39126041531562805,32595.695320990635,2.298141028964892
house,regression,mlp,2,32,basis_blend,0.2,14581,3646,4557,455,439,497154,256,15,0.32926061749458313,29901.79048568802,0.3699195086956024,31694.28140606545,4.102708672173321
house,regression,mlp,2,32,basis_select,0.0,14581,3646,4557,455,439,497154,256,15,0.3339727818965912,30114.998561694985,0.36975324153900146,31687.15925059025,4.102708672173321
house,regression,mlp,2,32,seed_blend,0.45,14581,3646,4557,455,439,497154,256,15,0.3256455361843109,29737.185762875946,0.3698490560054779,31691.262332745828,5.043875775998458
house,regression,mlp,2,32,seed_select,0.0,14581,3646,4557,455,439,497154,256,15,0.3339727818965912,30114.998561694985,0.36975324153900146,31687.15925059025,5.043875775998458
house,regression,mlp,3,32,cumulative_ple,,14581,3646,4557,455,439,248577,256,9,0.3417159914970398,30462.108130303677,0.3968350291252136,32827.08306380804,2.1972805680707097
house,regression,mlp,3,32,local_ple,,14581,3646,4557,455,439,248577,256,7,0.4228813648223877,33887.26855371171,0.4812122583389282,36148.94583146437,1.7230056959670037
house,regression,mlp,3,32,cumulative_seedmate,,14581,3646,4557,455,439,248577,256,8,0.342658668756485,30504.095612952486,0.3846238851547241,32318.071029370883,1.7261873660609126
house,regression,mlp,3,32,basis_blend,0.05,14581,3646,4557,455,439,497154,256,9,0.34151729941368103,30453.249697065447,0.39704111218452454,32835.6060444552,3.9202862640377134
house,regression,mlp,3,32,basis_select,0.0,14581,3646,4557,455,439,497154,256,9,0.3417159914970398,30462.108130303677,0.3968350291252136,32827.08306380804,3.9202862640377134
house,regression,mlp,3,32,seed_blend,0.5,14581,3646,4557,455,439,497154,256,9,0.33715006709098816,30257.910683617927,0.3854359984397888,32352.17227008706,3.9234679341316223
house,regression,mlp,3,32,seed_select,0.0,14581,3646,4557,455,439,497154,256,9,0.3417159914970398,30462.108130303677,0.3968350291252136,32827.08306380804,3.9234679341316223
microsoft,regression,mlp,1,32,cumulative_ple,,100000,25000,25000,2436,2300,755713,256,8,0.8415679931640625,0.7556873343055166,0.8464903831481934,0.7578941633675988,25.51143231499009
microsoft,regression,mlp,1,32,local_ple,,100000,25000,25000,2436,2300,755713,256,3,0.8515182733535767,0.7601416468697515,0.8603593111038208,0.7640776153230888,14.243186888983473
microsoft,regression,mlp,1,32,cumulative_seedmate,,100000,25000,25000,2436,2300,755713,256,9,0.8429555296897888,0.7563100640922471,0.8456845879554749,0.7575333306621914,21.6624728650786
microsoft,regression,mlp,1,32,basis_blend,0.35000000000000003,100000,25000,25000,2436,2300,1511426,256,8,0.8371423482894897,0.7536977217203322,0.8437188267707825,0.7566523862615355,39.75461920397356
microsoft,regression,mlp,1,32,basis_select,0.0,100000,25000,25000,2436,2300,1511426,256,8,0.8415679931640625,0.7556873343055166,0.8464903831481934,0.7578941633675988,39.75461920397356
microsoft,regression,mlp,1,32,seed_blend,0.45,100000,25000,25000,2436,2300,1511426,256,9,0.8371591567993164,0.7537052830533888,0.8410949110984802,0.7554749295860184,47.17390518006869
microsoft,regression,mlp,1,32,seed_select,0.0,100000,25000,25000,2436,2300,1511426,256,9,0.8415679931640625,0.7556873343055166,0.8464903831481934,0.7578941633675988,47.17390518006869
microsoft,regression,mlp,2,32,cumulative_ple,,100000,25000,25000,2436,2300,755713,256,10,0.8411291241645813,0.755490297749958,0.8491826057434082,0.7590984284057711,25.931017403956503
microsoft,regression,mlp,2,32,local_ple,,100000,25000,25000,2436,2300,755713,256,3,0.8457080721855164,0.7575438379691661,0.8505576848983765,0.7597127621668349,14.479497227817774
microsoft,regression,mlp,2,32,cumulative_seedmate,,100000,25000,25000,2436,2300,755713,256,10,0.8409777879714966,0.7554222948520142,0.850509524345398,0.7596912565572325,22.804501350037754
microsoft,regression,mlp,2,32,basis_blend,0.4,100000,25000,25000,2436,2300,1511426,256,10,0.8370262384414673,0.7536454306832852,0.8437889814376831,0.7566838590828944,40.41051463177428
microsoft,regression,mlp,2,32,basis_select,0.0,100000,25000,25000,2436,2300,1511426,256,10,0.8411291241645813,0.755490297749958,0.8491826057434082,0.7590984284057711,40.41051463177428
microsoft,regression,mlp,2,32,seed_blend,0.5,100000,25000,25000,2436,2300,1511426,256,10,0.8363463282585144,0.7533392948936246,0.8450087308883667,0.7572305827425367,48.735518753994256
microsoft,regression,mlp,2,32,seed_select,1.0,100000,25000,25000,2436,2300,1511426,256,10,0.8409777879714966,0.7554222948520142,0.850509524345398,0.7596912565572325,48.735518753994256
microsoft,regression,mlp,3,32,cumulative_ple,,100000,25000,25000,2436,2300,755713,256,10,0.8416113257408142,0.7557067777333764,0.8475422859191895,0.7583649299997184,23.082298481836915
microsoft,regression,mlp,3,32,local_ple,,100000,25000,25000,2436,2300,755713,256,1,0.8564988374710083,0.7623614382170736,0.8596928715705872,0.7637816431434459,12.18382180784829
microsoft,regression,mlp,3,32,cumulative_seedmate,,100000,25000,25000,2436,2300,755713,256,15,0.8406163454055786,0.7552599716891244,0.8474365472793579,0.7583175980187669,32.091174964094535
microsoft,regression,mlp,3,32,basis_blend,0.30000000000000004,100000,25000,25000,2436,2300,1511426,256,10,0.8389675617218018,0.7545189119500151,0.8438714742660522,0.7567208310555671,35.266120289685205
microsoft,regression,mlp,3,32,basis_select,0.0,100000,25000,25000,2436,2300,1511426,256,10,0.8416113257408142,0.7557067777333764,0.8475422859191895,0.7583649299997184,35.266120289685205
microsoft,regression,mlp,3,32,seed_blend,0.5,100000,25000,25000,2436,2300,1511426,256,15,0.833946704864502,0.7522577787687084,0.8403418064117432,0.7551366335810847,55.17347344593145
microsoft,regression,mlp,3,32,seed_select,1.0,100000,25000,25000,2436,2300,1511426,256,15,0.8406163454055786,0.7552599716891244,0.8474365472793579,0.7583175980187669,55.17347344593145
otto,multiclass,mlp,1,32,cumulative_ple,,39601,9901,12376,483,390,257801,256,11,0.5346843186510237,0.8021411978588021,0.5299216498730913,0.7943600517129928,5.938358905026689
otto,multiclass,mlp,1,32,local_ple,,39601,9901,12376,483,390,257801,256,8,0.5589826979799288,0.7912332087667913,0.5563959550801006,0.7899159663865546,5.014352322090417
otto,multiclass,mlp,1,32,cumulative_seedmate,,39601,9901,12376,483,390,257801,256,10,0.5340385422656707,0.8025451974548026,0.5357135275045161,0.7970265029088559,5.679908228106797
otto,multiclass,mlp,1,32,basis_blend,0.35000000000000003,39601,9901,12376,483,390,515602,256,11,0.5233566313059841,0.8074941925058075,0.5208588265686414,0.7984001292824823,10.952711227117106
otto,multiclass,mlp,1,32,basis_select,0.0,39601,9901,12376,483,390,515602,256,11,0.5346843186510237,0.8021411978588021,0.5299216498730913,0.7943600517129928,10.952711227117106
otto,multiclass,mlp,1,32,seed_blend,0.5,39601,9901,12376,483,390,515602,256,11,0.512431723494376,0.8073931926068074,0.5123432930265462,0.8035714285714286,11.618267133133486
otto,multiclass,mlp,1,32,seed_select,1.0,39601,9901,12376,483,390,515602,256,11,0.5340385422656707,0.8025451974548026,0.5357135275045161,0.7970265029088559,11.618267133133486
otto,multiclass,mlp,2,32,cumulative_ple,,39601,9901,12376,483,390,257801,256,10,0.541020431258517,0.8013331986668013,0.527201422729803,0.8013089851325146,5.366974745877087
otto,multiclass,mlp,2,32,local_ple,,39601,9901,12376,483,390,257801,256,8,0.5605367207813614,0.7893142106857893,0.555031540386317,0.7850678733031674,4.4729642160236835
otto,multiclass,mlp,2,32,cumulative_seedmate,,39601,9901,12376,483,390,257801,256,7,0.5316234112977728,0.7973942026057974,0.5336933660699471,0.795814479638009,4.332612437196076
otto,multiclass,mlp,2,32,basis_blend,0.4,39601,9901,12376,483,390,515602,256,10,0.527188595642251,0.8035551964448036,0.5174298848586433,0.7980769230769231,9.83993896190077
otto,multiclass,mlp,2,32,basis_select,0.0,39601,9901,12376,483,390,515602,256,10,0.541020431258517,0.8013331986668013,0.527201422729803,0.8013089851325146,9.83993896190077
otto,multiclass,mlp,2,32,seed_blend,0.6000000000000001,39601,9901,12376,483,390,515602,256,10,0.515552680615754,0.8060801939198061,0.5122456606016813,0.8041370394311571,9.699587183073163
otto,multiclass,mlp,2,32,seed_select,1.0,39601,9901,12376,483,390,515602,256,10,0.5316234112977728,0.7973942026057974,0.5336933660699471,0.795814479638009,9.699587183073163
otto,multiclass,mlp,3,32,cumulative_ple,,39601,9901,12376,483,390,257801,256,13,0.5431945316323051,0.7999192000807999,0.5330922754215166,0.7946024563671622,7.2235411398578435
otto,multiclass,mlp,3,32,local_ple,,39601,9901,12376,483,390,257801,256,7,0.5542989223680647,0.7893142106857893,0.5524286526344226,0.7868455074337427,4.37776182196103
otto,multiclass,mlp,3,32,cumulative_seedmate,,39601,9901,12376,483,390,257801,256,10,0.5279331303843098,0.8011311988688011,0.5215700272806176,0.8008241758241759,5.304750430863351
otto,multiclass,mlp,3,32,basis_blend,0.5,39601,9901,12376,483,390,515602,256,13,0.523418078366951,0.8032521967478032,0.5181732984195093,0.7996929541047189,11.601302961818874
otto,multiclass,mlp,3,32,basis_select,0.0,39601,9901,12376,483,390,515602,256,13,0.5431945316323051,0.7999192000807999,0.5330922754215166,0.7946024563671622,11.601302961818874
otto,multiclass,mlp,3,32,seed_blend,0.6000000000000001,39601,9901,12376,483,390,515602,256,13,0.5101875506410213,0.8066861933138066,0.5034288769583318,0.806076276664512,12.528291570721194
otto,multiclass,mlp,3,32,seed_select,1.0,39601,9901,12376,483,390,515602,256,13,0.5279331303843098,0.8011311988688011,0.5215700272806176,0.8008241758241759,12.528291570721194
