dataset,task,fold,split_hash,model,seed,representation,selection,encoded_selection,state_metadata,diagnostics,reused_baseline,bins,train_rows,test_error,input_features,parameters,width,best_epoch,val_score,test_score,train_seconds,selected_numeric,members,activation,test_loss,test_auc,test_mae
miami_housing,regression,0,6c008552b71f04dd,mlp,0,baseline_ple,singletons=|pairs=11+13,singletons=|pairs=,[],"[{""cardinality"":95,""columns"":[11],""fold_wins"":0,""incremental_fold_wins"":0,""incremental_gain"":-0.00341696301707622,""kind"":""singleton"",""relative_gain"":-0.00341696301707622},{""cardinality"":12,""columns"":[12],""fold_wins"":1,""incremental_fold_wins"":1,""incremental_gain"":-8.01105866792283e-05,""kind"":""singleton"",""relative_gain"":-8.01105866792283e-05},{""cardinality"":5,""columns"":[13],""fold_wins"":4,""incremental_fold_wins"":4,""incremental_gain"":0.011363657521922574,""kind"":""singleton"",""relative_gain"":0.011363657521922574},{""cardinality"":310,""columns"":[11,13],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.013877160082216487,""kind"":""pair"",""relative_gain"":0.021873027630577677},{""cardinality"":52,""columns"":[12,13],""fold_wins"":4,""incremental_fold_wins"":2,""incremental_gain"":0.0003035762954920142,""kind"":""pair"",""relative_gain"":0.011686676942621583}]",0,128,7347,91835.6796875,1471,861313,384,56,87335.5947856979,91835.6796875,6.8783924099989235,,,gelu,8433791371.768924,nan,45412.452055432936
miami_housing,regression,0,6c008552b71f04dd,mlp,0,adaptive_atomic,singletons=|pairs=11+13,singletons=|pairs=11+13,"[{""cardinality"":310,""columns"":[11,13],""gated"":true,""maximum_count"":231,""median_count"":13.0,""minimum_count"":1,""test_unseen_rate"":0.005226480836236891,""val_unseen_rate"":0.0016330974414806576}]","[{""cardinality"":95,""columns"":[11],""fold_wins"":0,""incremental_fold_wins"":0,""incremental_gain"":-0.00341696301707622,""kind"":""singleton"",""relative_gain"":-0.00341696301707622},{""cardinality"":12,""columns"":[12],""fold_wins"":1,""incremental_fold_wins"":1,""incremental_gain"":-8.01105866792283e-05,""kind"":""singleton"",""relative_gain"":-8.01105866792283e-05},{""cardinality"":5,""columns"":[13],""fold_wins"":4,""incremental_fold_wins"":4,""incremental_gain"":0.011363657521922574,""kind"":""singleton"",""relative_gain"":0.011363657521922574},{""cardinality"":310,""columns"":[11,13],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.013877160082216487,""kind"":""pair"",""relative_gain"":0.021873027630577677},{""cardinality"":52,""columns"":[12,13],""fold_wins"":4,""incremental_fold_wins"":2,""incremental_gain"":0.0003035762954920142,""kind"":""pair"",""relative_gain"":0.011686676942621583}]",0,128,7347,90221.9140625,1781,860214,347,45,86619.32334158689,90221.9140625,5.452118451008573,11;13,,gelu,8139994508.058795,nan,45488.160541656725
miami_housing,regression,0,6c008552b71f04dd,mlp,0,adaptive_atomic_ungated,singletons=|pairs=11+13,singletons=|pairs=11+13,"[{""cardinality"":310,""columns"":[11,13],""gated"":false,""maximum_count"":231,""median_count"":13.0,""minimum_count"":1,""test_unseen_rate"":0.005226480836236891,""val_unseen_rate"":0.0016330974414806576}]","[{""cardinality"":95,""columns"":[11],""fold_wins"":0,""incremental_fold_wins"":0,""incremental_gain"":-0.00341696301707622,""kind"":""singleton"",""relative_gain"":-0.00341696301707622},{""cardinality"":12,""columns"":[12],""fold_wins"":1,""incremental_fold_wins"":1,""incremental_gain"":-8.01105866792283e-05,""kind"":""singleton"",""relative_gain"":-8.01105866792283e-05},{""cardinality"":5,""columns"":[13],""fold_wins"":4,""incremental_fold_wins"":4,""incremental_gain"":0.011363657521922574,""kind"":""singleton"",""relative_gain"":0.011363657521922574},{""cardinality"":310,""columns"":[11,13],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.013877160082216487,""kind"":""pair"",""relative_gain"":0.021873027630577677},{""cardinality"":52,""columns"":[12,13],""fold_wins"":4,""incremental_fold_wins"":2,""incremental_gain"":0.0003035762954920142,""kind"":""pair"",""relative_gain"":0.011686676942621583}]",0,128,7347,89354.671875,1781,860214,347,58,86400.42182545879,89354.671875,6.26370566803962,11;13,,gelu,7984258543.950076,nan,44434.776525086025
miami_housing,regression,0,6c008552b71f04dd,mlp,0,all_eligible_singletons,singletons=|pairs=11+13,singletons=11;12;13|pairs=,"[{""cardinality"":95,""columns"":[11],""gated"":true,""maximum_count"":542,""median_count"":61.0,""minimum_count"":1,""test_unseen_rate"":0.00021777003484324542,""val_unseen_rate"":0.0},{""cardinality"":12,""columns"":[12],""gated"":true,""maximum_count"":756,""median_count"":622.5,""minimum_count"":465,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0},{""cardinality"":5,""columns"":[13],""gated"":true,""maximum_count"":4026,""median_count"":1051.0,""minimum_count"":8,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0}]","[{""cardinality"":95,""columns"":[11],""fold_wins"":0,""incremental_fold_wins"":0,""incremental_gain"":-0.00341696301707622,""kind"":""singleton"",""relative_gain"":-0.00341696301707622},{""cardinality"":12,""columns"":[12],""fold_wins"":1,""incremental_fold_wins"":1,""incremental_gain"":-8.01105866792283e-05,""kind"":""singleton"",""relative_gain"":-8.01105866792283e-05},{""cardinality"":5,""columns"":[13],""fold_wins"":4,""incremental_fold_wins"":4,""incremental_gain"":0.011363657521922574,""kind"":""singleton"",""relative_gain"":0.011363657521922574},{""cardinality"":310,""columns"":[11,13],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.013877160082216487,""kind"":""pair"",""relative_gain"":0.021873027630577677},{""cardinality"":52,""columns"":[12,13],""fold_wins"":4,""incremental_fold_wins"":2,""incremental_gain"":0.0003035762954920142,""kind"":""pair"",""relative_gain"":0.011686676942621583}]",0,128,7347,92074.421875,1583,860991,370,16,91943.39120438925,92074.421875,2.694544021040201,11;12;13,,gelu,8477699735.329775,nan,47174.806059871844
miami_housing,regression,0,6c008552b71f04dd,mlp,0,matched_random_0,singletons=|pairs=11+13,singletons=|pairs=12+13,"[{""cardinality"":52,""columns"":[12,13],""gated"":true,""maximum_count"":428,""median_count"":104.0,""minimum_count"":1,""test_unseen_rate"":0.0013066202090592505,""val_unseen_rate"":0.0005443658138268859}]","[{""cardinality"":95,""columns"":[11],""fold_wins"":0,""incremental_fold_wins"":0,""incremental_gain"":-0.00341696301707622,""kind"":""singleton"",""relative_gain"":-0.00341696301707622},{""cardinality"":12,""columns"":[12],""fold_wins"":1,""incremental_fold_wins"":1,""incremental_gain"":-8.01105866792283e-05,""kind"":""singleton"",""relative_gain"":-8.01105866792283e-05},{""cardinality"":5,""columns"":[13],""fold_wins"":4,""incremental_fold_wins"":4,""incremental_gain"":0.011363657521922574,""kind"":""singleton"",""relative_gain"":0.011363657521922574},{""cardinality"":310,""columns"":[11,13],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.013877160082216487,""kind"":""pair"",""relative_gain"":0.021873027630577677},{""cardinality"":52,""columns"":[12,13],""fold_wins"":4,""incremental_fold_wins"":2,""incremental_gain"":0.0003035762954920142,""kind"":""pair"",""relative_gain"":0.011686676942621583}]",0,128,7347,94885.28125,1523,859938,377,35,91140.22194969535,94885.28125,4.717837940901518,12;13,,gelu,9003216892.031588,nan,47594.54957145077
miami_housing,regression,0,6c008552b71f04dd,resnet,0,baseline_ple,singletons=|pairs=11+13,singletons=|pairs=,[],"[{""cardinality"":95,""columns"":[11],""fold_wins"":0,""incremental_fold_wins"":0,""incremental_gain"":-0.00341696301707622,""kind"":""singleton"",""relative_gain"":-0.00341696301707622},{""cardinality"":12,""columns"":[12],""fold_wins"":1,""incremental_fold_wins"":1,""incremental_gain"":-8.01105866792283e-05,""kind"":""singleton"",""relative_gain"":-8.01105866792283e-05},{""cardinality"":5,""columns"":[13],""fold_wins"":4,""incremental_fold_wins"":4,""incremental_gain"":0.011363657521922574,""kind"":""singleton"",""relative_gain"":0.011363657521922574},{""cardinality"":310,""columns"":[11,13],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.013877160082216487,""kind"":""pair"",""relative_gain"":0.021873027630577677},{""cardinality"":52,""columns"":[12,13],""fold_wins"":4,""incremental_fold_wins"":2,""incremental_gain"":0.0003035762954920142,""kind"":""pair"",""relative_gain"":0.011686676942621583}]",0,128,7347,93994.15625,1471,1749889,384,58,93557.52509700158,93994.15625,7.761444718111306,,,gelu,8834902397.78951,nan,47106.615443703355
miami_housing,regression,0,6c008552b71f04dd,resnet,0,adaptive_atomic,singletons=|pairs=11+13,singletons=|pairs=11+13,"[{""cardinality"":310,""columns"":[11,13],""gated"":true,""maximum_count"":231,""median_count"":13.0,""minimum_count"":1,""test_unseen_rate"":0.005226480836236891,""val_unseen_rate"":0.0016330974414806576}]","[{""cardinality"":95,""columns"":[11],""fold_wins"":0,""incremental_fold_wins"":0,""incremental_gain"":-0.00341696301707622,""kind"":""singleton"",""relative_gain"":-0.00341696301707622},{""cardinality"":12,""columns"":[12],""fold_wins"":1,""incremental_fold_wins"":1,""incremental_gain"":-8.01105866792283e-05,""kind"":""singleton"",""relative_gain"":-8.01105866792283e-05},{""cardinality"":5,""columns"":[13],""fold_wins"":4,""incremental_fold_wins"":4,""incremental_gain"":0.011363657521922574,""kind"":""singleton"",""relative_gain"":0.011363657521922574},{""cardinality"":310,""columns"":[11,13],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.013877160082216487,""kind"":""pair"",""relative_gain"":0.021873027630577677},{""cardinality"":52,""columns"":[12,13],""fold_wins"":4,""incremental_fold_wins"":2,""incremental_gain"":0.0003035762954920142,""kind"":""pair"",""relative_gain"":0.011686676942621583}]",0,128,7347,92460.5,1781,1751644,369,68,94526.78873677706,92460.5,7.38512857304886,11;13,,gelu,8548943937.072578,nan,45467.7448144854
miami_housing,regression,0,6c008552b71f04dd,resnet,0,adaptive_atomic_ungated,singletons=|pairs=11+13,singletons=|pairs=11+13,"[{""cardinality"":310,""columns"":[11,13],""gated"":false,""maximum_count"":231,""median_count"":13.0,""minimum_count"":1,""test_unseen_rate"":0.005226480836236891,""val_unseen_rate"":0.0016330974414806576}]","[{""cardinality"":95,""columns"":[11],""fold_wins"":0,""incremental_fold_wins"":0,""incremental_gain"":-0.00341696301707622,""kind"":""singleton"",""relative_gain"":-0.00341696301707622},{""cardinality"":12,""columns"":[12],""fold_wins"":1,""incremental_fold_wins"":1,""incremental_gain"":-8.01105866792283e-05,""kind"":""singleton"",""relative_gain"":-8.01105866792283e-05},{""cardinality"":5,""columns"":[13],""fold_wins"":4,""incremental_fold_wins"":4,""incremental_gain"":0.011363657521922574,""kind"":""singleton"",""relative_gain"":0.011363657521922574},{""cardinality"":310,""columns"":[11,13],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.013877160082216487,""kind"":""pair"",""relative_gain"":0.021873027630577677},{""cardinality"":52,""columns"":[12,13],""fold_wins"":4,""incremental_fold_wins"":2,""incremental_gain"":0.0003035762954920142,""kind"":""pair"",""relative_gain"":0.011686676942621583}]",0,128,7347,99851.828125,1781,1751644,369,54,96279.1494609146,99851.828125,7.085101611213759,11;13,,gelu,9970387323.937014,nan,50357.41936852028
miami_housing,regression,0,6c008552b71f04dd,resnet,0,all_eligible_singletons,singletons=|pairs=11+13,singletons=11;12;13|pairs=,"[{""cardinality"":95,""columns"":[11],""gated"":true,""maximum_count"":542,""median_count"":61.0,""minimum_count"":1,""test_unseen_rate"":0.00021777003484324542,""val_unseen_rate"":0.0},{""cardinality"":12,""columns"":[12],""gated"":true,""maximum_count"":756,""median_count"":622.5,""minimum_count"":465,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0},{""cardinality"":5,""columns"":[13],""gated"":true,""maximum_count"":4026,""median_count"":1051.0,""minimum_count"":8,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0}]","[{""cardinality"":95,""columns"":[11],""fold_wins"":0,""incremental_fold_wins"":0,""incremental_gain"":-0.00341696301707622,""kind"":""singleton"",""relative_gain"":-0.00341696301707622},{""cardinality"":12,""columns"":[12],""fold_wins"":1,""incremental_fold_wins"":1,""incremental_gain"":-8.01105866792283e-05,""kind"":""singleton"",""relative_gain"":-8.01105866792283e-05},{""cardinality"":5,""columns"":[13],""fold_wins"":4,""incremental_fold_wins"":4,""incremental_gain"":0.011363657521922574,""kind"":""singleton"",""relative_gain"":0.011363657521922574},{""cardinality"":310,""columns"":[11,13],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.013877160082216487,""kind"":""pair"",""relative_gain"":0.021873027630577677},{""cardinality"":52,""columns"":[12,13],""fold_wins"":4,""incremental_fold_wins"":2,""incremental_gain"":0.0003035762954920142,""kind"":""pair"",""relative_gain"":0.011686676942621583}]",0,128,7347,95515.703125,1583,1746739,378,52,93058.56408234601,95515.703125,6.003617434063926,11;12;13,,gelu,9123250416.415283,nan,48714.33208501109
miami_housing,regression,0,6c008552b71f04dd,resnet,0,matched_random_0,singletons=|pairs=11+13,singletons=|pairs=12+13,"[{""cardinality"":52,""columns"":[12,13],""gated"":true,""maximum_count"":428,""median_count"":104.0,""minimum_count"":1,""test_unseen_rate"":0.0013066202090592505,""val_unseen_rate"":0.0005443658138268859}]","[{""cardinality"":95,""columns"":[11],""fold_wins"":0,""incremental_fold_wins"":0,""incremental_gain"":-0.00341696301707622,""kind"":""singleton"",""relative_gain"":-0.00341696301707622},{""cardinality"":12,""columns"":[12],""fold_wins"":1,""incremental_fold_wins"":1,""incremental_gain"":-8.01105866792283e-05,""kind"":""singleton"",""relative_gain"":-8.01105866792283e-05},{""cardinality"":5,""columns"":[13],""fold_wins"":4,""incremental_fold_wins"":4,""incremental_gain"":0.011363657521922574,""kind"":""singleton"",""relative_gain"":0.011363657521922574},{""cardinality"":310,""columns"":[11,13],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.013877160082216487,""kind"":""pair"",""relative_gain"":0.021873027630577677},{""cardinality"":52,""columns"":[12,13],""fold_wins"":4,""incremental_fold_wins"":2,""incremental_gain"":0.0003035762954920142,""kind"":""pair"",""relative_gain"":0.011686676942621583}]",0,128,7347,92711.3203125,1523,1746886,381,61,93808.80381471087,92711.3203125,6.779120794963092,12;13,,gelu,8595388182.97532,nan,46027.60012140663
