dataset,task,model,seed,bins,representation,blend_alpha_local,train_rows,val_rows,test_rows,input_features,basis_features,parameters,width,best_epoch,val_loss,val_score,test_loss,test_score,train_seconds
adult,binclass,mlp,0,128,cumulative_ple,,26048,6513,16281,350,243,221697,256,11,0.2987019016786779,0.8593582066635959,0.301668315078666,0.8614335728763589,3.7995542068965733
adult,binclass,mlp,0,128,local_ple,,26048,6513,16281,350,243,221697,256,11,0.30027306326665243,0.8570551205281745,0.3030313298728756,0.8611264664332657,3.272695888997987
adult,binclass,mlp,0,128,cumulative_seedmate,,26048,6513,16281,350,243,221697,256,10,0.2986219335159821,0.8576692768309535,0.30038077641690775,0.8610650451446471,3.42304011201486
adult,binclass,mlp,0,128,basis_blend,0.4,26048,6513,16281,350,243,443394,256,11,0.2961167761095009,0.8615077537233226,0.29954780445342105,0.8618635218966894,7.07225009589456
adult,binclass,mlp,0,128,basis_select,0.0,26048,6513,16281,350,243,443394,256,11,0.2987019016786779,0.8593582066635959,0.301668315078666,0.8614335728763589,7.07225009589456
adult,binclass,mlp,0,128,seed_blend,0.5,26048,6513,16281,350,243,443394,256,11,0.297924076834174,0.8575157377552587,0.30029969274394436,0.8608807812787912,7.222594318911433
adult,binclass,mlp,0,128,seed_select,1.0,26048,6513,16281,350,243,443394,256,11,0.2986219335159821,0.8576692768309535,0.30038077641690775,0.8610650451446471,7.222594318911433
adult,binclass,resnet,0,128,cumulative_ple,,26048,6513,16281,350,243,880897,256,14,0.2955798718276901,0.8584369722094273,0.30074149590018273,0.8591609851974694,5.539290904998779
adult,binclass,resnet,0,128,local_ple,,26048,6513,16281,350,243,880897,256,2,0.2999057807972747,0.8572086596038692,0.30169129940109385,0.859406670351944,2.754835973959416
adult,binclass,resnet,0,128,cumulative_seedmate,,26048,6513,16281,350,243,880897,256,16,0.2963129500963468,0.861200675571933,0.3028625273528322,0.8613107302991216,6.115190966054797
adult,binclass,resnet,0,128,basis_blend,0.35000000000000003,26048,6513,16281,350,243,1761794,256,14,0.2940708411418622,0.8601259020420697,0.2978859505711112,0.8601437258153676,8.294126878958195
adult,binclass,resnet,0,128,basis_select,0.0,26048,6513,16281,350,243,1761794,256,14,0.2955798718276901,0.8584369722094273,0.30074149590018273,0.8591609851974694,8.294126878958195
adult,binclass,resnet,0,128,seed_blend,0.45,26048,6513,16281,350,243,1761794,256,16,0.293303623248174,0.8607400583448488,0.29909033835264387,0.8597751980836558,11.654481871053576
adult,binclass,resnet,0,128,seed_select,0.0,26048,6513,16281,350,243,1761794,256,16,0.2955798718276901,0.8584369722094273,0.30074149590018273,0.8591609851974694,11.654481871053576
adult,binclass,mlp,1,128,cumulative_ple,,26048,6513,16281,350,243,221697,256,7,0.30108941719867266,0.8558268079226163,0.30012923097022604,0.8613107302991216,2.7266128931660205
adult,binclass,mlp,1,128,local_ple,,26048,6513,16281,350,243,221697,256,7,0.3003167923621976,0.8575157377552587,0.3008524723970143,0.8610650451446471,2.833510264987126
adult,binclass,mlp,1,128,cumulative_seedmate,,26048,6513,16281,350,243,221697,256,6,0.30036631585775825,0.8570551205281745,0.3011780743278467,0.861249309010503,2.567272352054715
adult,binclass,mlp,1,128,basis_blend,0.55,26048,6513,16281,350,243,443394,256,7,0.2986173259754875,0.8575157377552587,0.29868393680212585,0.8624777347828757,5.5601231581531465
