dataset,task,model,seed,bins,representation,blend_alpha_local,train_rows,val_rows,test_rows,input_features,basis_features,parameters,width,best_epoch,val_loss,val_score,test_loss,test_score,train_seconds
adult,binclass,mlp,1,32,cumulative_ple,,26048,6513,16281,203,96,184065,256,14,0.30442533217351103,0.8561338860740059,0.3066633235360031,0.8579939807137154,4.618942470988259
adult,binclass,mlp,1,32,local_ple,,26048,6513,16281,203,96,184065,256,8,0.30487641627860557,0.8536772608628896,0.30724363079924194,0.8562127633437749,2.973507172893733
adult,binclass,mlp,1,32,cumulative_seedmate,,26048,6513,16281,203,96,184065,256,11,0.30313168553849,0.8552126516198373,0.30560978415333073,0.8584239297340458,3.742810378083959
adult,binclass,mlp,1,32,basis_blend,0.5,26048,6513,16281,203,96,368130,256,14,0.3025580731652445,0.8565945033010901,0.30492651695962736,0.8587924574657576,7.5924496438819915
adult,binclass,mlp,1,32,basis_select,0.0,26048,6513,16281,203,96,368130,256,14,0.30442533217351103,0.8561338860740059,0.3066633235360031,0.8579939807137154,7.5924496438819915
adult,binclass,mlp,1,32,seed_blend,0.6000000000000001,26048,6513,16281,203,96,368130,256,14,0.3020087416601588,0.857362198679564,0.3044990917737084,0.8585467723112831,8.361752849072218
adult,binclass,mlp,1,32,seed_select,1.0,26048,6513,16281,203,96,368130,256,14,0.30313168553849,0.8552126516198373,0.30560978415333073,0.8584239297340458,8.361752849072218
adult,binclass,mlp,2,32,cumulative_ple,,26048,6513,16281,203,96,184065,256,12,0.302128624470063,0.8561338860740059,0.3054575027323939,0.8590995639088508,4.077985517913476
adult,binclass,mlp,2,32,local_ple,,26048,6513,16281,203,96,184065,256,12,0.30461806663666385,0.8555197297712268,0.3073200376016675,0.8587924574657576,3.613084679003805
adult,binclass,mlp,2,32,cumulative_seedmate,,26048,6513,16281,203,96,184065,256,9,0.3021543170867666,0.8550591125441425,0.30523049372587296,0.8579939807137154,3.945001582149416
adult,binclass,mlp,2,32,basis_blend,0.25,26048,6513,16281,203,96,368130,256,12,0.301882054442428,0.8549055734684478,0.3050279425228618,0.8594680916405626,7.6910701969172806
adult,binclass,mlp,2,32,basis_select,0.0,26048,6513,16281,203,96,368130,256,12,0.302128624470063,0.8561338860740059,0.3054575027323939,0.8590995639088508,7.6910701969172806
adult,binclass,mlp,2,32,seed_blend,0.5,26048,6513,16281,203,96,368130,256,12,0.30158552596140475,0.8550591125441425,0.3047679703924549,0.8585467723112831,8.022987100062892
adult,binclass,mlp,2,32,seed_select,0.0,26048,6513,16281,203,96,368130,256,12,0.302128624470063,0.8561338860740059,0.3054575027323939,0.8590995639088508,8.022987100062892
adult,binclass,mlp,3,32,cumulative_ple,,26048,6513,16281,203,96,184065,256,12,0.30316249480513496,0.8552126516198373,0.3060741631307026,0.8566427123641054,3.9571154080331326
adult,binclass,mlp,3,32,local_ple,,26048,6513,16281,203,96,184065,256,6,0.30567390827686874,0.8550591125441425,0.30643343033670123,0.8572569252502917,2.638446240918711
adult,binclass,mlp,3,32,cumulative_seedmate,,26048,6513,16281,203,96,184065,256,12,0.30258683630080163,0.8564409642253954,0.3052427698770385,0.8590381426202321,3.840458784950897
adult,binclass,mlp,3,32,basis_blend,0.30000000000000004,26048,6513,16281,203,96,368130,256,12,0.30245918190528165,0.8562874251497006,0.304704541234967,0.8585467723112831,6.595561648951843
adult,binclass,mlp,3,32,basis_select,0.0,26048,6513,16281,203,96,368130,256,12,0.30316249480513496,0.8552126516198373,0.3060741631307026,0.8566427123641054,6.595561648951843
adult,binclass,mlp,3,32,seed_blend,0.65,26048,6513,16281,203,96,368130,256,12,0.3022622863311648,0.8561338860740059,0.30501456172834013,0.8586081935999017,7.79757419298403
adult,binclass,mlp,3,32,seed_select,1.0,26048,6513,16281,203,96,368130,256,12,0.30258683630080163,0.8564409642253954,0.3052427698770385,0.8590381426202321,7.79757419298403
black-friday,regression,mlp,1,32,cumulative_ple,,100000,25000,25000,66,44,148993,256,19,0.4835851490497589,0.6945127796513191,0.48878350853919983,0.6982356828980869,17.919656954007223
black-friday,regression,mlp,1,32,local_ple,,100000,25000,25000,66,44,148993,256,19,0.47913432121276855,0.6913093208198262,0.4843602478504181,0.6950691316459512,18.255820089951158
black-friday,regression,mlp,1,32,cumulative_seedmate,,100000,25000,25000,66,44,148993,256,32,0.48099973797798157,0.692653768690441,0.486880898475647,0.6968754004853608,26.688280896982178
black-friday,regression,mlp,1,32,basis_blend,0.8,100000,25000,25000,66,44,297986,256,19,0.4788306653499603,0.6910901969494816,0.48403024673461914,0.6948323278545274,36.17547704395838
black-friday,regression,mlp,1,32,basis_select,1.0,100000,25000,25000,66,44,297986,256,19,0.47913432121276855,0.6913093208198262,0.4843602478504181,0.6950691316459512,36.17547704395838
black-friday,regression,mlp,1,32,seed_blend,0.65,100000,25000,25000,66,44,297986,256,32,0.47977375984191895,0.6917704869767292,0.48539695143699646,0.6958125812565825,44.6079378509894
black-friday,regression,mlp,1,32,seed_select,1.0,100000,25000,25000,66,44,297986,256,32,0.48099973797798157,0.692653768690441,0.486880898475647,0.6968754004853608,44.6079378509894
black-friday,regression,mlp,2,32,cumulative_ple,,100000,25000,25000,66,44,148993,256,37,0.48093390464782715,0.692606324592461,0.4868491291999817,0.6968526606542085,27.47913650679402
black-friday,regression,mlp,2,32,local_ple,,100000,25000,25000,66,44,148993,256,29,0.47895804047584534,0.6911821087277517,0.48645737767219543,0.696572222579448,24.83312744786963
black-friday,regression,mlp,2,32,cumulative_seedmate,,100000,25000,25000,66,44,148993,256,34,0.4812502861022949,0.6928341396024607,0.4877678453922272,0.6975098536801809,27.135284458985552
black-friday,regression,mlp,2,32,basis_blend,0.6000000000000001,100000,25000,25000,66,44,297986,256,37,0.47690242528915405,0.6896972929988721,0.48356395959854126,0.6944975999210996,52.31226395466365
black-friday,regression,mlp,2,32,basis_select,1.0,100000,25000,25000,66,44,297986,256,37,0.47895804047584534,0.6911821087277517,0.48645737767219543,0.696572222579448,52.31226395466365
black-friday,regression,mlp,2,32,seed_blend,0.5,100000,25000,25000,66,44,297986,256,37,0.47850102186203003,0.6908523216476894,0.4846649169921875,0.6952877197611116,54.61442096577957
black-friday,regression,mlp,2,32,seed_select,0.0,100000,25000,25000,66,44,297986,256,37,0.48093390464782715,0.692606324592461,0.4868491291999817,0.6968526606542085,54.61442096577957
black-friday,regression,mlp,3,32,cumulative_ple,,100000,25000,25000,66,44,148993,256,28,0.48227161169052124,0.6935688980734369,0.4882102608680725,0.6978261278239302,23.725097447866574
black-friday,regression,mlp,3,32,local_ple,,100000,25000,25000,66,44,148993,256,21,0.47899267077445984,0.6912071106363484,0.4848713278770447,0.6954357667770168,19.23547815508209
black-friday,regression,mlp,3,32,cumulative_seedmate,,100000,25000,25000,66,44,148993,256,19,0.48395246267318726,0.6947764902586613,0.48841965198516846,0.6979757225770342,16.72941300389357
black-friday,regression,mlp,3,32,basis_blend,0.7000000000000001,100000,25000,25000,66,44,297986,256,28,0.4781499207019806,0.6905987903888473,0.48401957750320435,0.694824648696887,42.960575602948666
black-friday,regression,mlp,3,32,basis_select,1.0,100000,25000,25000,66,44,297986,256,28,0.47899267077445984,0.6912071106363484,0.4848713278770447,0.6954357667770168,42.960575602948666
black-friday,regression,mlp,3,32,seed_blend,0.4,100000,25000,25000,66,44,297986,256,28,0.4808465242385864,0.6925434031224924,0.4861754775047302,0.6963703619317059,40.45451045176014
black-friday,regression,mlp,3,32,seed_select,0.0,100000,25000,25000,66,44,297986,256,28,0.48227161169052124,0.6935688980734369,0.4882102608680725,0.6978261278239302,40.45451045176014
california,regression,mlp,1,32,cumulative_ple,,13209,3303,4128,262,254,199169,256,30,0.1711874008178711,0.48019190719452,0.1721966713666916,0.4816053575024455,3.61129974713549
california,regression,mlp,1,32,local_ple,,13209,3303,4128,262,254,199169,256,38,0.1700502336025238,0.47859434344014673,0.16858309507369995,0.47652527217084284,3.942826760932803
california,regression,mlp,1,32,cumulative_seedmate,,13209,3303,4128,262,254,199169,256,36,0.17158401012420654,0.4807478447156086,0.17220312356948853,0.4816143850450949,3.8771353159099817
california,regression,mlp,1,32,basis_blend,0.5,13209,3303,4128,262,254,398338,256,38,0.16166459023952484,0.4666447478000535,0.16138018667697906,0.4662341156685059,7.554126508068293
california,regression,mlp,1,32,basis_select,1.0,13209,3303,4128,262,254,398338,256,38,0.1700502336025238,0.47859434344014673,0.16858309507369995,0.47652527217084284,7.554126508068293
california,regression,mlp,1,32,seed_blend,0.5,13209,3303,4128,262,254,398338,256,36,0.16799665987491608,0.47569574130739056,0.16876503825187683,0.47678236690077824,7.488435063045472
california,regression,mlp,1,32,seed_select,0.0,13209,3303,4128,262,254,398338,256,36,0.1711874008178711,0.48019190719452,0.1721966713666916,0.4816053575024455,7.488435063045472
california,regression,mlp,2,32,cumulative_ple,,13209,3303,4128,262,254,199169,256,37,0.16822326183319092,0.47601644389530406,0.17248328030109406,0.48200599361933527,3.844195530982688
california,regression,mlp,2,32,local_ple,,13209,3303,4128,262,254,199169,256,36,0.17020456492900848,0.478811454111451,0.1676388829946518,0.47518891915244055,4.045243516098708
california,regression,mlp,2,32,cumulative_seedmate,,13209,3303,4128,262,254,199169,256,34,0.17309847474098206,0.48286482076104065,0.17155368626117706,0.4807053703003845,4.001692848978564
california,regression,mlp,2,32,basis_blend,0.45,13209,3303,4128,262,254,398338,256,37,0.16032452881336212,0.46470669695816724,0.16123367846012115,0.4660224353581057,7.889439047081396
california,regression,mlp,2,32,basis_select,0.0,13209,3303,4128,262,254,398338,256,37,0.16822326183319092,0.47601644389530406,0.17248328030109406,0.48200599361933527,7.889439047081396
california,regression,mlp,2,32,seed_blend,0.30000000000000004,13209,3303,4128,262,254,398338,256,37,0.16729961335659027,0.4747078306822843,0.16980917751789093,0.47825499776607217,7.845888379961252
california,regression,mlp,2,32,seed_select,0.0,13209,3303,4128,262,254,398338,256,37,0.16822326183319092,0.47601644389530406,0.17248328030109406,0.48200599361933527,7.845888379961252
california,regression,mlp,3,32,cumulative_ple,,13209,3303,4128,262,254,199169,256,32,0.17289583384990692,0.48258209611116953,0.17351245880126953,0.4834418917248833,3.8475075871683657
