dataset,task,model,seed,representation,selection,encoded_selection,state_metadata,diagnostics,reused_baseline,bins,train_rows,input_features,parameters,width,best_epoch,val_score,test_score,train_seconds,selected_numeric,members,activation,test_loss,test_auc,test_mae
adult,binclass,mlp,0,baseline_ple,singletons=3;4|pairs=3+4,singletons=|pairs=,[],"[{""cardinality"":73,""columns"":[0],""fold_wins"":0,""incremental_fold_wins"":0,""incremental_gain"":-0.00676481064154223,""kind"":""singleton"",""relative_gain"":-0.00676481064154223},{""cardinality"":16,""columns"":[2],""fold_wins"":3,""incremental_fold_wins"":3,""incremental_gain"":-0.00019522939887215636,""kind"":""singleton"",""relative_gain"":-0.00019522939887215636},{""cardinality"":116,""columns"":[3],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.027455180475580775,""kind"":""singleton"",""relative_gain"":0.027455180475580775},{""cardinality"":88,""columns"":[4],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.0150816228874289,""kind"":""singleton"",""relative_gain"":0.0150816228874289},{""cardinality"":93,""columns"":[5],""fold_wins"":1,""incremental_fold_wins"":1,""incremental_gain"":-0.008467153221546325,""kind"":""singleton"",""relative_gain"":-0.008467153221546325},{""cardinality"":361,""columns"":[2,4],""fold_wins"":5,""incremental_fold_wins"":1,""incremental_gain"":-0.0007249403014487832,""kind"":""pair"",""relative_gain"":0.01417780196790198},{""cardinality"":203,""columns"":[3,4],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.011040489667823361,""kind"":""pair"",""relative_gain"":0.05162667632449497}]",0,128,26048,350,430849,384,6,0.8572086596038692,0.8616792580308335,5.221092847874388,,,gelu,0.3022345632470673,0.9135398926210365,nan
adult,binclass,mlp,0,adaptive_atomic,singletons=3;4|pairs=3+4,singletons=3;4|pairs=3+4,"[{""cardinality"":116,""columns"":[3],""gated"":true,""maximum_count"":23856,""median_count"":8.0,""minimum_count"":1,""test_unseen_rate"":0.0004913703089490795,""val_unseen_rate"":0.0006141563027790564},{""cardinality"":88,""columns"":[4],""gated"":true,""maximum_count"":24851,""median_count"":5.0,""minimum_count"":1,""test_unseen_rate"":0.0007370554634236193,""val_unseen_rate"":0.0006141563027790564},{""cardinality"":203,""columns"":[3,4],""gated"":true,""maximum_count"":22659,""median_count"":7.0,""minimum_count"":1,""test_unseen_rate"":0.0012284257723726988,""val_unseen_rate"":0.0012283126055581128}]","[{""cardinality"":73,""columns"":[0],""fold_wins"":0,""incremental_fold_wins"":0,""incremental_gain"":-0.00676481064154223,""kind"":""singleton"",""relative_gain"":-0.00676481064154223},{""cardinality"":16,""columns"":[2],""fold_wins"":3,""incremental_fold_wins"":3,""incremental_gain"":-0.00019522939887215636,""kind"":""singleton"",""relative_gain"":-0.00019522939887215636},{""cardinality"":116,""columns"":[3],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.027455180475580775,""kind"":""singleton"",""relative_gain"":0.027455180475580775},{""cardinality"":88,""columns"":[4],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.0150816228874289,""kind"":""singleton"",""relative_gain"":0.0150816228874289},{""cardinality"":93,""columns"":[5],""fold_wins"":1,""incremental_fold_wins"":1,""incremental_gain"":-0.008467153221546325,""kind"":""singleton"",""relative_gain"":-0.008467153221546325},{""cardinality"":361,""columns"":[2,4],""fold_wins"":5,""incremental_fold_wins"":1,""incremental_gain"":-0.0007249403014487832,""kind"":""pair"",""relative_gain"":0.01417780196790198},{""cardinality"":203,""columns"":[3,4],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.011040489667823361,""kind"":""pair"",""relative_gain"":0.05162667632449497}]",0,128,26048,757,430114,311,13,0.8701059419622293,0.8718137706529083,7.851313329068944,3;4,,gelu,0.2769135812072427,0.9275319858793547,nan
adult,binclass,mlp,0,adaptive_atomic_ungated,singletons=3;4|pairs=3+4,singletons=3;4|pairs=3+4,"[{""cardinality"":116,""columns"":[3],""gated"":false,""maximum_count"":23856,""median_count"":8.0,""minimum_count"":1,""test_unseen_rate"":0.0004913703089490795,""val_unseen_rate"":0.0006141563027790564},{""cardinality"":88,""columns"":[4],""gated"":false,""maximum_count"":24851,""median_count"":5.0,""minimum_count"":1,""test_unseen_rate"":0.0007370554634236193,""val_unseen_rate"":0.0006141563027790564},{""cardinality"":203,""columns"":[3,4],""gated"":false,""maximum_count"":22659,""median_count"":7.0,""minimum_count"":1,""test_unseen_rate"":0.0012284257723726988,""val_unseen_rate"":0.0012283126055581128}]","[{""cardinality"":73,""columns"":[0],""fold_wins"":0,""incremental_fold_wins"":0,""incremental_gain"":-0.00676481064154223,""kind"":""singleton"",""relative_gain"":-0.00676481064154223},{""cardinality"":16,""columns"":[2],""fold_wins"":3,""incremental_fold_wins"":3,""incremental_gain"":-0.00019522939887215636,""kind"":""singleton"",""relative_gain"":-0.00019522939887215636},{""cardinality"":116,""columns"":[3],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.027455180475580775,""kind"":""singleton"",""relative_gain"":0.027455180475580775},{""cardinality"":88,""columns"":[4],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.0150816228874289,""kind"":""singleton"",""relative_gain"":0.0150816228874289},{""cardinality"":93,""columns"":[5],""fold_wins"":1,""incremental_fold_wins"":1,""incremental_gain"":-0.008467153221546325,""kind"":""singleton"",""relative_gain"":-0.008467153221546325},{""cardinality"":361,""columns"":[2,4],""fold_wins"":5,""incremental_fold_wins"":1,""incremental_gain"":-0.0007249403014487832,""kind"":""pair"",""relative_gain"":0.01417780196790198},{""cardinality"":203,""columns"":[3,4],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.011040489667823361,""kind"":""pair"",""relative_gain"":0.05162667632449497}]",0,128,26048,757,430114,311,8,0.8699524028865346,0.8733493028683742,6.15775510109961,3;4,,gelu,0.27578959202571757,0.9282994922531119,nan
adult,binclass,mlp,0,matched_random_0,singletons=3;4|pairs=3+4,singletons=2;5|pairs=2+4,"[{""cardinality"":16,""columns"":[2],""gated"":true,""maximum_count"":8398,""median_count"":631.0,""minimum_count"":38,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0},{""cardinality"":93,""columns"":[5],""gated"":true,""maximum_count"":12131,""median_count"":29.0,""minimum_count"":1,""test_unseen_rate"":0.00024568515447453976,""val_unseen_rate"":0.00015353907569481962},{""cardinality"":361,""columns"":[2,4],""gated"":true,""maximum_count"":8085,""median_count"":1.0,""minimum_count"":1,""test_unseen_rate"":0.007124869479761653,""val_unseen_rate"":0.007676953784738205}]","[{""cardinality"":73,""columns"":[0],""fold_wins"":0,""incremental_fold_wins"":0,""incremental_gain"":-0.00676481064154223,""kind"":""singleton"",""relative_gain"":-0.00676481064154223},{""cardinality"":16,""columns"":[2],""fold_wins"":3,""incremental_fold_wins"":3,""incremental_gain"":-0.00019522939887215636,""kind"":""singleton"",""relative_gain"":-0.00019522939887215636},{""cardinality"":116,""columns"":[3],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.027455180475580775,""kind"":""singleton"",""relative_gain"":0.027455180475580775},{""cardinality"":88,""columns"":[4],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.0150816228874289,""kind"":""singleton"",""relative_gain"":0.0150816228874289},{""cardinality"":93,""columns"":[5],""fold_wins"":1,""incremental_fold_wins"":1,""incremental_gain"":-0.008467153221546325,""kind"":""singleton"",""relative_gain"":-0.008467153221546325},{""cardinality"":361,""columns"":[2,4],""fold_wins"":5,""incremental_fold_wins"":1,""incremental_gain"":-0.0007249403014487832,""kind"":""pair"",""relative_gain"":0.01417780196790198},{""cardinality"":203,""columns"":[3,4],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.011040489667823361,""kind"":""pair"",""relative_gain"":0.05162667632449497}]",0,128,26048,820,431257,302,11,0.8598188238906802,0.8594680916405626,7.297205985058099,2;4;5,,gelu,0.3007948529823185,0.9142017429792487,nan
adult,binclass,mlp,0,matched_random_1,singletons=3;4|pairs=3+4,singletons=0;2|pairs=2+4,"[{""cardinality"":73,""columns"":[0],""gated"":true,""maximum_count"":725,""median_count"":339.0,""minimum_count"":1,""test_unseen_rate"":0.00012284257723726988,""val_unseen_rate"":0.0},{""cardinality"":16,""columns"":[2],""gated"":true,""maximum_count"":8398,""median_count"":631.0,""minimum_count"":38,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0},{""cardinality"":361,""columns"":[2,4],""gated"":true,""maximum_count"":8085,""median_count"":1.0,""minimum_count"":1,""test_unseen_rate"":0.007124869479761653,""val_unseen_rate"":0.007676953784738205}]","[{""cardinality"":73,""columns"":[0],""fold_wins"":0,""incremental_fold_wins"":0,""incremental_gain"":-0.00676481064154223,""kind"":""singleton"",""relative_gain"":-0.00676481064154223},{""cardinality"":16,""columns"":[2],""fold_wins"":3,""incremental_fold_wins"":3,""incremental_gain"":-0.00019522939887215636,""kind"":""singleton"",""relative_gain"":-0.00019522939887215636},{""cardinality"":116,""columns"":[3],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.027455180475580775,""kind"":""singleton"",""relative_gain"":0.027455180475580775},{""cardinality"":88,""columns"":[4],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.0150816228874289,""kind"":""singleton"",""relative_gain"":0.0150816228874289},{""cardinality"":93,""columns"":[5],""fold_wins"":1,""incremental_fold_wins"":1,""incremental_gain"":-0.008467153221546325,""kind"":""singleton"",""relative_gain"":-0.008467153221546325},{""cardinality"":361,""columns"":[2,4],""fold_wins"":5,""incremental_fold_wins"":1,""incremental_gain"":-0.0007249403014487832,""kind"":""pair"",""relative_gain"":0.01417780196790198},{""cardinality"":203,""columns"":[3,4],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.011040489667823361,""kind"":""pair"",""relative_gain"":0.05162667632449497}]",0,128,26048,800,431271,305,6,0.8588975894365116,0.8616792580308335,5.46852172492072,0;2;4,,gelu,0.3007441258494848,0.9142428929967813,nan
adult,binclass,resnet,0,baseline_ple,singletons=3;4|pairs=3+4,singletons=|pairs=,[],"[{""cardinality"":73,""columns"":[0],""fold_wins"":0,""incremental_fold_wins"":0,""incremental_gain"":-0.00676481064154223,""kind"":""singleton"",""relative_gain"":-0.00676481064154223},{""cardinality"":16,""columns"":[2],""fold_wins"":3,""incremental_fold_wins"":3,""incremental_gain"":-0.00019522939887215636,""kind"":""singleton"",""relative_gain"":-0.00019522939887215636},{""cardinality"":116,""columns"":[3],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.027455180475580775,""kind"":""singleton"",""relative_gain"":0.027455180475580775},{""cardinality"":88,""columns"":[4],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.0150816228874289,""kind"":""singleton"",""relative_gain"":0.0150816228874289},{""cardinality"":93,""columns"":[5],""fold_wins"":1,""incremental_fold_wins"":1,""incremental_gain"":-0.008467153221546325,""kind"":""singleton"",""relative_gain"":-0.008467153221546325},{""cardinality"":361,""columns"":[2,4],""fold_wins"":5,""incremental_fold_wins"":1,""incremental_gain"":-0.0007249403014487832,""kind"":""pair"",""relative_gain"":0.01417780196790198},{""cardinality"":203,""columns"":[3,4],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.011040489667823361,""kind"":""pair"",""relative_gain"":0.05162667632449497}]",0,128,26048,350,1319425,384,19,0.8601259020420697,0.8616792580308335,9.570660531055182,,,gelu,0.2996808489250813,0.914268967220289,nan
adult,binclass,resnet,0,adaptive_atomic,singletons=3;4|pairs=3+4,singletons=3;4|pairs=3+4,"[{""cardinality"":116,""columns"":[3],""gated"":true,""maximum_count"":23856,""median_count"":8.0,""minimum_count"":1,""test_unseen_rate"":0.0004913703089490795,""val_unseen_rate"":0.0006141563027790564},{""cardinality"":88,""columns"":[4],""gated"":true,""maximum_count"":24851,""median_count"":5.0,""minimum_count"":1,""test_unseen_rate"":0.0007370554634236193,""val_unseen_rate"":0.0006141563027790564},{""cardinality"":203,""columns"":[3,4],""gated"":true,""maximum_count"":22659,""median_count"":7.0,""minimum_count"":1,""test_unseen_rate"":0.0012284257723726988,""val_unseen_rate"":0.0012283126055581128}]","[{""cardinality"":73,""columns"":[0],""fold_wins"":0,""incremental_fold_wins"":0,""incremental_gain"":-0.00676481064154223,""kind"":""singleton"",""relative_gain"":-0.00676481064154223},{""cardinality"":16,""columns"":[2],""fold_wins"":3,""incremental_fold_wins"":3,""incremental_gain"":-0.00019522939887215636,""kind"":""singleton"",""relative_gain"":-0.00019522939887215636},{""cardinality"":116,""columns"":[3],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.027455180475580775,""kind"":""singleton"",""relative_gain"":0.027455180475580775},{""cardinality"":88,""columns"":[4],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.0150816228874289,""kind"":""singleton"",""relative_gain"":0.0150816228874289},{""cardinality"":93,""columns"":[5],""fold_wins"":1,""incremental_fold_wins"":1,""incremental_gain"":-0.008467153221546325,""kind"":""singleton"",""relative_gain"":-0.008467153221546325},{""cardinality"":361,""columns"":[2,4],""fold_wins"":5,""incremental_fold_wins"":1,""incremental_gain"":-0.0007249403014487832,""kind"":""pair"",""relative_gain"":0.01417780196790198},{""cardinality"":203,""columns"":[3,4],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.011040489667823361,""kind"":""pair"",""relative_gain"":0.05162667632449497}]",0,128,26048,757,1320900,361,15,0.8681099339781975,0.8719366132301456,9.600822467822582,3;4,,gelu,0.27959459774909107,0.9266531256344747,nan
adult,binclass,resnet,0,adaptive_atomic_ungated,singletons=3;4|pairs=3+4,singletons=3;4|pairs=3+4,"[{""cardinality"":116,""columns"":[3],""gated"":false,""maximum_count"":23856,""median_count"":8.0,""minimum_count"":1,""test_unseen_rate"":0.0004913703089490795,""val_unseen_rate"":0.0006141563027790564},{""cardinality"":88,""columns"":[4],""gated"":false,""maximum_count"":24851,""median_count"":5.0,""minimum_count"":1,""test_unseen_rate"":0.0007370554634236193,""val_unseen_rate"":0.0006141563027790564},{""cardinality"":203,""columns"":[3,4],""gated"":false,""maximum_count"":22659,""median_count"":7.0,""minimum_count"":1,""test_unseen_rate"":0.0012284257723726988,""val_unseen_rate"":0.0012283126055581128}]","[{""cardinality"":73,""columns"":[0],""fold_wins"":0,""incremental_fold_wins"":0,""incremental_gain"":-0.00676481064154223,""kind"":""singleton"",""relative_gain"":-0.00676481064154223},{""cardinality"":16,""columns"":[2],""fold_wins"":3,""incremental_fold_wins"":3,""incremental_gain"":-0.00019522939887215636,""kind"":""singleton"",""relative_gain"":-0.00019522939887215636},{""cardinality"":116,""columns"":[3],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.027455180475580775,""kind"":""singleton"",""relative_gain"":0.027455180475580775},{""cardinality"":88,""columns"":[4],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.0150816228874289,""kind"":""singleton"",""relative_gain"":0.0150816228874289},{""cardinality"":93,""columns"":[5],""fold_wins"":1,""incremental_fold_wins"":1,""incremental_gain"":-0.008467153221546325,""kind"":""singleton"",""relative_gain"":-0.008467153221546325},{""cardinality"":361,""columns"":[2,4],""fold_wins"":5,""incremental_fold_wins"":1,""incremental_gain"":-0.0007249403014487832,""kind"":""pair"",""relative_gain"":0.01417780196790198},{""cardinality"":203,""columns"":[3,4],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.011040489667823361,""kind"":""pair"",""relative_gain"":0.05162667632449497}]",0,128,26048,757,1320900,361,11,0.8699524028865346,0.871199557766722,8.226249867118895,3;4,,gelu,0.27688475122960315,0.9280654933475183,nan
adult,binclass,resnet,0,matched_random_0,singletons=3;4|pairs=3+4,singletons=2;5|pairs=2+4,"[{""cardinality"":16,""columns"":[2],""gated"":true,""maximum_count"":8398,""median_count"":631.0,""minimum_count"":38,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0},{""cardinality"":93,""columns"":[5],""gated"":true,""maximum_count"":12131,""median_count"":29.0,""minimum_count"":1,""test_unseen_rate"":0.00024568515447453976,""val_unseen_rate"":0.00015353907569481962},{""cardinality"":361,""columns"":[2,4],""gated"":true,""maximum_count"":8085,""median_count"":1.0,""minimum_count"":1,""test_unseen_rate"":0.007124869479761653,""val_unseen_rate"":0.007676953784738205}]","[{""cardinality"":73,""columns"":[0],""fold_wins"":0,""incremental_fold_wins"":0,""incremental_gain"":-0.00676481064154223,""kind"":""singleton"",""relative_gain"":-0.00676481064154223},{""cardinality"":16,""columns"":[2],""fold_wins"":3,""incremental_fold_wins"":3,""incremental_gain"":-0.00019522939887215636,""kind"":""singleton"",""relative_gain"":-0.00019522939887215636},{""cardinality"":116,""columns"":[3],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.027455180475580775,""kind"":""singleton"",""relative_gain"":0.027455180475580775},{""cardinality"":88,""columns"":[4],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.0150816228874289,""kind"":""singleton"",""relative_gain"":0.0150816228874289},{""cardinality"":93,""columns"":[5],""fold_wins"":1,""incremental_fold_wins"":1,""incremental_gain"":-0.008467153221546325,""kind"":""singleton"",""relative_gain"":-0.008467153221546325},{""cardinality"":361,""columns"":[2,4],""fold_wins"":5,""incremental_fold_wins"":1,""incremental_gain"":-0.0007249403014487832,""kind"":""pair"",""relative_gain"":0.01417780196790198},{""cardinality"":203,""columns"":[3,4],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.011040489667823361,""kind"":""pair"",""relative_gain"":0.05162667632449497}]",0,128,26048,820,1317331,357,14,0.8584369722094273,0.8627234199373502,9.151172671001405,2;4;5,,gelu,0.3001137884396351,0.9143543095965898,nan
adult,binclass,resnet,0,matched_random_1,singletons=3;4|pairs=3+4,singletons=0;2|pairs=2+4,"[{""cardinality"":73,""columns"":[0],""gated"":true,""maximum_count"":725,""median_count"":339.0,""minimum_count"":1,""test_unseen_rate"":0.00012284257723726988,""val_unseen_rate"":0.0},{""cardinality"":16,""columns"":[2],""gated"":true,""maximum_count"":8398,""median_count"":631.0,""minimum_count"":38,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0},{""cardinality"":361,""columns"":[2,4],""gated"":true,""maximum_count"":8085,""median_count"":1.0,""minimum_count"":1,""test_unseen_rate"":0.007124869479761653,""val_unseen_rate"":0.007676953784738205}]","[{""cardinality"":73,""columns"":[0],""fold_wins"":0,""incremental_fold_wins"":0,""incremental_gain"":-0.00676481064154223,""kind"":""singleton"",""relative_gain"":-0.00676481064154223},{""cardinality"":16,""columns"":[2],""fold_wins"":3,""incremental_fold_wins"":3,""incremental_gain"":-0.00019522939887215636,""kind"":""singleton"",""relative_gain"":-0.00019522939887215636},{""cardinality"":116,""columns"":[3],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.027455180475580775,""kind"":""singleton"",""relative_gain"":0.027455180475580775},{""cardinality"":88,""columns"":[4],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.0150816228874289,""kind"":""singleton"",""relative_gain"":0.0150816228874289},{""cardinality"":93,""columns"":[5],""fold_wins"":1,""incremental_fold_wins"":1,""incremental_gain"":-0.008467153221546325,""kind"":""singleton"",""relative_gain"":-0.008467153221546325},{""cardinality"":361,""columns"":[2,4],""fold_wins"":5,""incremental_fold_wins"":1,""incremental_gain"":-0.0007249403014487832,""kind"":""pair"",""relative_gain"":0.01417780196790198},{""cardinality"":203,""columns"":[3,4],""fold_wins"":5,""incremental_fold_wins"":5,""incremental_gain"":0.011040489667823361,""kind"":""pair"",""relative_gain"":0.05162667632449497}]",0,128,26048,800,1316725,358,7,0.857976354982343,0.8607579387015539,6.462565195048228,0;2;4,,gelu,0.3012039983772218,0.9134895842154555,nan
