dataset,task,model,seed,bins,representation,blend_alpha_local,train_rows,val_rows,test_rows,input_features,basis_features,parameters,width,best_epoch,val_loss,val_score,test_loss,test_score,train_seconds
higgs-small,binclass,mlp,0,128,cumulative_ple,,62751,15688,19610,3108,3080,927745,256,13,0.5361360411439549,0.7224630290668026,0.5457335373259065,0.7154513003569607,23.647415624000132
higgs-small,binclass,mlp,0,128,local_ple,,62751,15688,19610,3108,3080,927745,256,2,0.5770057601511623,0.6886792452830188,0.5812534903482975,0.6856195818459969,11.712405202910304
higgs-small,binclass,mlp,0,128,cumulative_seedmate,,62751,15688,19610,3108,3080,927745,256,9,0.5387819415512657,0.7218255991840897,0.5437531468223228,0.7191738908720041,18.16950823389925
higgs-small,binclass,mlp,0,128,basis_blend,0.15000000000000002,62751,15688,19610,3108,3080,1855490,256,13,0.5351180377338026,0.7239928607853137,0.5438745480253153,0.7155532891381948,35.359820826910436
higgs-small,binclass,mlp,0,128,basis_select,0.0,62751,15688,19610,3108,3080,1855490,256,13,0.5361360411439549,0.7224630290668026,0.5457335373259065,0.7154513003569607,35.359820826910436
higgs-small,binclass,mlp,0,128,seed_blend,0.45,62751,15688,19610,3108,3080,1855490,256,13,0.5328124577675605,0.7249490056093829,0.5402885015053518,0.7198368179500255,41.81692385789938
higgs-small,binclass,mlp,0,128,seed_select,0.0,62751,15688,19610,3108,3080,1855490,256,13,0.5361360411439549,0.7224630290668026,0.5457335373259065,0.7154513003569607,41.81692385789938
higgs-small,binclass,resnet,0,128,cumulative_ple,,62751,15688,19610,3108,3080,1586945,256,9,0.5384750741505346,0.7249490056093829,0.5447458446939317,0.7176440591534932,20.251208433881402
higgs-small,binclass,resnet,0,128,local_ple,,62751,15688,19610,3108,3080,1586945,256,2,0.5758899413147675,0.693969913309536,0.580352044984581,0.6886282508924019,11.330790860112756
higgs-small,binclass,resnet,0,128,cumulative_seedmate,,62751,15688,19610,3108,3080,1586945,256,9,0.533910856184057,0.7227817440081591,0.5422208321076213,0.7194288628250892,21.41688902094029
higgs-small,binclass,resnet,0,128,basis_blend,0.2,62751,15688,19610,3108,3080,3173890,256,9,0.5362444364921858,0.7239928607853137,0.5421789482839942,0.7180010198878123,31.58199929399416
higgs-small,binclass,resnet,0,128,basis_select,0.0,62751,15688,19610,3108,3080,3173890,256,9,0.5384750741505346,0.7249490056093829,0.5447458446939317,0.7176440591534932,31.58199929399416
higgs-small,binclass,resnet,0,128,seed_blend,0.65,62751,15688,19610,3108,3080,3173890,256,9,0.5319110447296459,0.7247577766445691,0.539478988516563,0.7216216216216216,41.66809745482169
higgs-small,binclass,resnet,0,128,seed_select,1.0,62751,15688,19610,3108,3080,3173890,256,9,0.533910856184057,0.7227817440081591,0.5422208321076213,0.7194288628250892,41.66809745482169
higgs-small,binclass,mlp,1,128,cumulative_ple,,62751,15688,19610,3108,3080,927745,256,11,0.5413237498707631,0.72431157572667,0.5470281671455302,0.7162162162162162,18.92050842102617
higgs-small,binclass,mlp,1,128,local_ple,,62751,15688,19610,3108,3080,927745,256,2,0.5787794135686398,0.6894441611422744,0.58208477618614,0.6856195818459969,9.059875034028664
higgs-small,binclass,mlp,1,128,cumulative_seedmate,,62751,15688,19610,3108,3080,927745,256,13,0.5390890373149277,0.7232916879143294,0.5418487394731604,0.7177970423253442,18.606840075924993
higgs-small,binclass,mlp,1,128,basis_blend,0.2,62751,15688,19610,3108,3080,1855490,256,11,0.5387233759784397,0.724502804691484,0.5442064327310476,0.7183069862315146,27.980383455054834
higgs-small,binclass,mlp,1,128,basis_select,0.0,62751,15688,19610,3108,3080,1855490,256,11,0.5413237498707631,0.72431157572667,0.5470281671455302,0.7162162162162162,27.980383455054834
higgs-small,binclass,mlp,1,128,seed_blend,0.55,62751,15688,19610,3108,3080,1855490,256,13,0.5347637762643432,0.7243753187149413,0.5388129166982661,0.720652728199898,37.52734849695116
higgs-small,binclass,mlp,1,128,seed_select,1.0,62751,15688,19610,3108,3080,1855490,256,13,0.5390890373149277,0.7232916879143294,0.5418487394731604,0.7177970423253442,37.52734849695116
higgs-small,binclass,resnet,1,128,cumulative_ple,,62751,15688,19610,3108,3080,1586945,256,11,0.5350384002151064,0.7239291177970423,0.539846456423194,0.7195818459969403,23.065259125083685
higgs-small,binclass,resnet,1,128,local_ple,,62751,15688,19610,3108,3080,1586945,256,1,0.5795290461117353,0.6942248852626212,0.5825019238599523,0.6878633350331463,11.410929101053625
higgs-small,binclass,resnet,1,128,cumulative_seedmate,,62751,15688,19610,3108,3080,1586945,256,13,0.5363407750983284,0.7245665476797553,0.5436238237107214,0.7186129525752167,28.400638011982664
higgs-small,binclass,resnet,1,128,basis_blend,0.2,62751,15688,19610,3108,3080,3173890,256,11,0.5321471365316313,0.7252677205507394,0.5370399486839262,0.7212136664966854,34.47618822613731
higgs-small,binclass,resnet,1,128,basis_select,0.0,62751,15688,19610,3108,3080,3173890,256,11,0.5350384002151064,0.7239291177970423,0.539846456423194,0.7195818459969403,34.47618822613731
higgs-small,binclass,resnet,1,128,seed_blend,0.45,62751,15688,19610,3108,3080,3173890,256,13,0.5298309286866415,0.7290285568587456,0.5356331446154846,0.7208057113717491,51.46589713706635
higgs-small,binclass,resnet,1,128,seed_select,0.0,62751,15688,19610,3108,3080,3173890,256,13,0.5350384002151064,0.7239291177970423,0.539846456423194,0.7195818459969403,51.46589713706635
higgs-small,binclass,mlp,2,128,cumulative_ple,,62751,15688,19610,3108,3080,927745,256,8,0.538994371248999,0.7227180010198878,0.5459435931037617,0.7169301376848547,13.950525885913521
higgs-small,binclass,mlp,2,128,local_ple,,62751,15688,19610,3108,3080,927745,256,2,0.5782759126375208,0.6885517593064763,0.5821651417994524,0.6883222845486996,8.97008233005181
higgs-small,binclass,mlp,2,128,cumulative_seedmate,,62751,15688,19610,3108,3080,927745,256,5,0.5427119304012483,0.718574706782254,0.5481973371371778,0.7134115247322794,10.551786124939099
higgs-small,binclass,mlp,2,128,basis_blend,0.15000000000000002,62751,15688,19610,3108,3080,1855490,256,8,0.5376139352176413,0.7246302906680265,0.5442583539976741,0.7195818459969403,22.92060821596533
higgs-small,binclass,mlp,2,128,basis_select,0.0,62751,15688,19610,3108,3080,1855490,256,8,0.538994371248999,0.7227180010198878,0.5459435931037617,0.7169301376848547,22.92060821596533
higgs-small,binclass,mlp,2,128,seed_blend,0.45,62751,15688,19610,3108,3080,1855490,256,8,0.5352252502743231,0.7256501784803672,0.541501911609417,0.7185109637939827,24.50231201085262
higgs-small,binclass,mlp,2,128,seed_select,0.0,62751,15688,19610,3108,3080,1855490,256,8,0.538994371248999,0.7227180010198878,0.5459435931037617,0.7169301376848547,24.50231201085262
higgs-small,binclass,resnet,2,128,cumulative_ple,,62751,15688,19610,3108,3080,1586945,256,10,0.5386568730788577,0.7221443141254462,0.543744550096193,0.7189189189189189,24.84092623810284
higgs-small,binclass,resnet,2,128,local_ple,,62751,15688,19610,3108,3080,1586945,256,2,0.573798214386332,0.6947985721570628,0.5789473542919658,0.6931157572667007,13.649029777152464
higgs-small,binclass,resnet,2,128,cumulative_seedmate,,62751,15688,19610,3108,3080,1586945,256,12,0.5359439585889433,0.7249490056093829,0.540226409248206,0.7217746047934727,26.615832972107455
higgs-small,binclass,resnet,2,128,basis_blend,0.2,62751,15688,19610,3108,3080,3173890,256,10,0.5359553080813133,0.7226542580316165,0.5409481682033231,0.7219785823559408,38.4899560152553
higgs-small,binclass,resnet,2,128,basis_select,0.0,62751,15688,19610,3108,3080,3173890,256,10,0.5386568730788577,0.7221443141254462,0.543744550096193,0.7189189189189189,38.4899560152553
higgs-small,binclass,resnet,2,128,seed_blend,0.55,62751,15688,19610,3108,3080,3173890,256,12,0.5323386496173452,0.7272437531871494,0.5368662420476016,0.7245792962774095,51.45675921021029
higgs-small,binclass,resnet,2,128,seed_select,1.0,62751,15688,19610,3108,3080,3173890,256,12,0.5359439585889433,0.7249490056093829,0.540226409248206,0.7217746047934727,51.45675921021029
