experiment,dataset,task,split_fingerprint,representation,target_kappa,model,remedy,seed,learning_rate_requested,ridge_requested,precondition_frequency_requested,failure,natural_equivalence_max_error,representation_metadata,transform_metadata,preprocessing_seconds,rank,effective_rank,sigma_max,sigma_min_nonzero,condition_number,log_condition_number,trace_cov,logdet_nonzero_cov,max_variance,min_nonzero_variance,parameters,best_epoch,epochs_trained,learning_rate,ridge,precondition_frequency,train_seconds,peak_cuda_bytes,peak_memory_observation_valid,first_gradient_norm,first_update_norm,preconditioner_condition,val_roc_auc,val_accuracy,val_primary,test_roc_auc,test_accuracy,test_primary
broad_basis_benchmark,churn,binclass,9e1c19b3fdc18541,cumulative_helmert,1.0,mlp,adamw,3,-1.0,1e-08,10,,6.458672028913212e-15,"{""categorical"": [{""column"": 0, ""levels"": 3, ""status"": ""helmert""}], ""equivalence_class"": ""natural_exact_spline_contrast"", ""input_features"": 53, ""numeric_bins"": 8}","{""implementation"": ""pytorch_adamw"", ""optimizer_scope"": ""all_parameters""}",6.168847903609276e-06,45,42.52537458169206,1.4241356112811765,0.6463450986671275,2.2033672324861504,0.34308688650656355,52.99999999999987,4.937760100030653,1.000000000000082,0.9999999999998915,145665,10,16,0.001,1e-08,10,0.9717563709709793,nan,False,nan,nan,nan,0.8519613602873901,0.85375,0.8519613602873901,0.8363772092585651,0.8525,0.8363772092585651
broad_basis_benchmark,churn,binclass,9e1c19b3fdc18541,cumulative_helmert,1.0,mlp,adamw,4,-1.0,1e-08,10,,6.458672028913212e-15,"{""categorical"": [{""column"": 0, ""levels"": 3, ""status"": ""helmert""}], ""equivalence_class"": ""natural_exact_spline_contrast"", ""input_features"": 53, ""numeric_bins"": 8}","{""implementation"": ""pytorch_adamw"", ""optimizer_scope"": ""all_parameters""}",6.168847903609276e-06,45,42.52537458169206,1.4241356112811765,0.6463450986671275,2.2033672324861504,0.34308688650656355,52.99999999999987,4.937760100030653,1.000000000000082,0.9999999999998915,145665,11,17,0.001,1e-08,10,0.8603291010949761,78258688,True,nan,nan,nan,0.853502325894964,0.8625,0.853502325894964,0.8360378868853445,0.8515,0.8360378868853445
broad_basis_benchmark,churn,binclass,9e1c19b3fdc18541,cumulative_helmert,1.0,mlp,adamw,5,-1.0,1e-08,10,,6.458672028913212e-15,"{""categorical"": [{""column"": 0, ""levels"": 3, ""status"": ""helmert""}], ""equivalence_class"": ""natural_exact_spline_contrast"", ""input_features"": 53, ""numeric_bins"": 8}","{""implementation"": ""pytorch_adamw"", ""optimizer_scope"": ""all_parameters""}",6.168847903609276e-06,45,42.52537458169206,1.4241356112811765,0.6463450986671275,2.2033672324861504,0.34308688650656355,52.99999999999987,4.937760100030653,1.000000000000082,0.9999999999998915,145665,11,17,0.001,1e-08,10,0.8904665468726307,78258688,True,nan,nan,nan,0.85550558118481,0.85875,0.85550558118481,0.8383082620370755,0.855,0.8383082620370755
broad_basis_benchmark,churn,binclass,9e1c19b3fdc18541,cumulative_helmert,1.0,mlp,adamw,6,-1.0,1e-08,10,,6.458672028913212e-15,"{""categorical"": [{""column"": 0, ""levels"": 3, ""status"": ""helmert""}], ""equivalence_class"": ""natural_exact_spline_contrast"", ""input_features"": 53, ""numeric_bins"": 8}","{""implementation"": ""pytorch_adamw"", ""optimizer_scope"": ""all_parameters""}",6.168847903609276e-06,45,42.52537458169206,1.4241356112811765,0.6463450986671275,2.2033672324861504,0.34308688650656355,52.99999999999987,4.937760100030653,1.000000000000082,0.9999999999998915,145665,12,18,0.001,1e-08,10,0.8226427240297198,78258688,True,nan,nan,nan,0.8526933189509877,0.85875,0.8526933189509877,0.8396501277857209,0.8505,0.8396501277857209
broad_basis_benchmark,churn,binclass,9e1c19b3fdc18541,cumulative_helmert,1.0,mlp,adamw,7,-1.0,1e-08,10,,6.458672028913212e-15,"{""categorical"": [{""column"": 0, ""levels"": 3, ""status"": ""helmert""}], ""equivalence_class"": ""natural_exact_spline_contrast"", ""input_features"": 53, ""numeric_bins"": 8}","{""implementation"": ""pytorch_adamw"", ""optimizer_scope"": ""all_parameters""}",6.168847903609276e-06,45,42.52537458169206,1.4241356112811765,0.6463450986671275,2.2033672324861504,0.34308688650656355,52.99999999999987,4.937760100030653,1.000000000000082,0.9999999999998915,145665,10,16,0.001,1e-08,10,0.7750574238598347,78258688,True,nan,nan,nan,0.8537334707361,0.861875,0.8537334707361,0.8399431789262297,0.8535,0.8399431789262297
broad_basis_benchmark,churn,binclass,9e1c19b3fdc18541,cumulative_helmert,1.0,mlp,adamw,8,-1.0,1e-08,10,,6.458672028913212e-15,"{""categorical"": [{""column"": 0, ""levels"": 3, ""status"": ""helmert""}], ""equivalence_class"": ""natural_exact_spline_contrast"", ""input_features"": 53, ""numeric_bins"": 8}","{""implementation"": ""pytorch_adamw"", ""optimizer_scope"": ""all_parameters""}",6.168847903609276e-06,45,42.52537458169206,1.4241356112811765,0.6463450986671275,2.2033672324861504,0.34308688650656355,52.99999999999987,4.937760100030653,1.000000000000082,0.9999999999998915,145665,11,17,0.001,1e-08,10,0.842254671966657,78258688,True,nan,nan,nan,0.8531122689755468,0.8575,0.8531122689755468,0.8339572237877322,0.8495,0.8339572237877322
broad_basis_benchmark,churn,binclass,9e1c19b3fdc18541,cumulative_helmert,1.0,mlp,adamw,9,-1.0,1e-08,10,,6.458672028913212e-15,"{""categorical"": [{""column"": 0, ""levels"": 3, ""status"": ""helmert""}], ""equivalence_class"": ""natural_exact_spline_contrast"", ""input_features"": 53, ""numeric_bins"": 8}","{""implementation"": ""pytorch_adamw"", ""optimizer_scope"": ""all_parameters""}",6.168847903609276e-06,45,42.52537458169206,1.4241356112811765,0.6463450986671275,2.2033672324861504,0.34308688650656355,52.99999999999987,4.937760100030653,1.000000000000082,0.9999999999998915,145665,10,16,0.001,1e-08,10,0.7936886518727988,78258688,True,nan,nan,nan,0.8542029836946575,0.861875,0.8542029836946575,0.8386645505289573,0.853,0.8386645505289573
broad_basis_benchmark,churn,binclass,9e1c19b3fdc18541,cumulative_helmert,1.0,mlp,adamw,10,-1.0,1e-08,10,,6.458672028913212e-15,"{""categorical"": [{""column"": 0, ""levels"": 3, ""status"": ""helmert""}], ""equivalence_class"": ""natural_exact_spline_contrast"", ""input_features"": 53, ""numeric_bins"": 8}","{""implementation"": ""pytorch_adamw"", ""optimizer_scope"": ""all_parameters""}",6.168847903609276e-06,45,42.52537458169206,1.4241356112811765,0.6463450986671275,2.2033672324861504,0.34308688650656355,52.99999999999987,4.937760100030653,1.000000000000082,0.9999999999998915,145665,11,17,0.001,1e-08,10,0.8036882278975099,78258688,True,nan,nan,nan,0.8537960724639078,0.858125,0.8537960724639078,0.8353638692621744,0.856,0.8353638692621744
broad_basis_benchmark,churn,binclass,9e1c19b3fdc18541,cumulative_helmert,1.0,mlp,adamw,11,-1.0,1e-08,10,,6.458672028913212e-15,"{""categorical"": [{""column"": 0, ""levels"": 3, ""status"": ""helmert""}], ""equivalence_class"": ""natural_exact_spline_contrast"", ""input_features"": 53, ""numeric_bins"": 8}","{""implementation"": ""pytorch_adamw"", ""optimizer_scope"": ""all_parameters""}",6.168847903609276e-06,45,42.52537458169206,1.4241356112811765,0.6463450986671275,2.2033672324861504,0.34308688650656355,52.99999999999987,4.937760100030653,1.000000000000082,0.9999999999998915,145665,13,19,0.001,1e-08,10,0.9175739649217576,78258688,True,nan,nan,nan,0.8531700551858309,0.86,0.8531700551858309,0.8417755197416213,0.85,0.8417755197416213
broad_basis_benchmark,churn,binclass,9e1c19b3fdc18541,cumulative_helmert,1.0,mlp,adamw,12,-1.0,1e-08,10,,6.458672028913212e-15,"{""categorical"": [{""column"": 0, ""levels"": 3, ""status"": ""helmert""}], ""equivalence_class"": ""natural_exact_spline_contrast"", ""input_features"": 53, ""numeric_bins"": 8}","{""implementation"": ""pytorch_adamw"", ""optimizer_scope"": ""all_parameters""}",6.168847903609276e-06,45,42.52537458169206,1.4241356112811765,0.6463450986671275,2.2033672324861504,0.34308688650656355,52.99999999999987,4.937760100030653,1.000000000000082,0.9999999999998915,145665,9,15,0.001,1e-08,10,0.7242449389304966,78258688,True,nan,nan,nan,0.8506081998632392,0.85625,0.8506081998632392,0.8392614494309408,0.859,0.8392614494309408
