dataset,representation,target_kappa,model,remedy,seed,epoch,train_loss,val_primary,val_roc_auc,val_accuracy
churn,cumulative_helmert,1.0,resnet,adamw,3,1,0.4578518724441528,0.8408664079128584,0.8408664079128584,0.83125
churn,cumulative_helmert,1.0,resnet,adamw,3,2,0.34917057275772095,0.8564975777946857,0.8564975777946857,0.86125
churn,cumulative_helmert,1.0,resnet,adamw,3,3,0.3283985841274262,0.8553731544529091,0.8553731544529091,0.856875
churn,cumulative_helmert,1.0,resnet,adamw,3,4,0.31091646194458006,0.8501748032861092,0.8501748032861092,0.860625
churn,cumulative_helmert,1.0,resnet,adamw,3,5,0.29845056295394895,0.8454796737005328,0.8454796737005328,0.8525
churn,cumulative_helmert,1.0,resnet,adamw,3,6,0.28309781789779664,0.8444563762267532,0.8444563762267532,0.848125
churn,cumulative_helmert,1.0,resnet,adamw,3,7,0.2702238368988037,0.8402813225337328,0.8402813225337328,0.85125
churn,cumulative_helmert,1.0,resnet,adamw,3,8,0.2568196266889572,0.8418535890052105,0.8418535890052105,0.8525
churn,cumulative_helmert,1.0,resnet,adamw,4,1,0.501575632095337,0.8247440552436172,0.8247440552436172,0.82125
churn,cumulative_helmert,1.0,resnet,adamw,4,2,0.35834086537361143,0.848378615249781,0.848378615249781,0.855625
churn,cumulative_helmert,1.0,resnet,adamw,4,3,0.3349942755699158,0.8539020138494284,0.8539020138494284,0.859375
churn,cumulative_helmert,1.0,resnet,adamw,4,4,0.3192645311355591,0.8531122689755468,0.8531122689755468,0.863125
churn,cumulative_helmert,1.0,resnet,adamw,4,5,0.3057852852344513,0.8511354990320812,0.8511354990320812,0.858125
churn,cumulative_helmert,1.0,resnet,adamw,4,6,0.29147246837615964,0.8446658512390327,0.8446658512390327,0.8625
churn,cumulative_helmert,1.0,resnet,adamw,4,7,0.27795040369033813,0.8446754822740801,0.8446754822740801,0.858125
churn,cumulative_helmert,1.0,resnet,adamw,4,8,0.26627457797527315,0.8400742552802148,0.8400742552802148,0.855625
churn,cumulative_helmert,1.0,resnet,adamw,4,9,0.2517607879638672,0.8394915776598512,0.8394915776598512,0.851875
churn,cumulative_helmert,1.0,resnet,adamw,5,1,0.4918741238117218,0.8454074409376776,0.8454074409376776,0.82625
churn,cumulative_helmert,1.0,resnet,adamw,5,2,0.36343725442886354,0.8492261463339464,0.8492261463339464,0.85375
churn,cumulative_helmert,1.0,resnet,adamw,5,3,0.3390480327606201,0.8525031060088029,0.8525031060088029,0.84625
churn,cumulative_helmert,1.0,resnet,adamw,5,4,0.32043552041053774,0.8561821613968853,0.8561821613968853,0.85125
churn,cumulative_helmert,1.0,resnet,adamw,5,5,0.3084918463230133,0.8565962959039207,0.8565962959039207,0.85875
churn,cumulative_helmert,1.0,resnet,adamw,5,6,0.29393203973770143,0.8452075969604453,0.8452075969604453,0.856875
churn,cumulative_helmert,1.0,resnet,adamw,5,7,0.2832436728477478,0.8482413730003564,0.8482413730003564,0.850625
churn,cumulative_helmert,1.0,resnet,adamw,5,8,0.2668503499031067,0.8409554949870462,0.8409554949870462,0.85625
churn,cumulative_helmert,1.0,resnet,adamw,5,9,0.25428795754909517,0.843890552917722,0.843890552917722,0.845625
churn,cumulative_helmert,1.0,resnet,adamw,5,10,0.24502221941947938,0.832233388872302,0.832233388872302,0.831875
churn,cumulative_helmert,1.0,resnet,adamw,5,11,0.23690752446651459,0.8370910421743025,0.8370910421743025,0.84375
churn,cumulative_helmert,1.0,resnet,adamw,6,1,0.4705642509460449,0.8335203359305025,0.8335203359305025,0.830625
churn,cumulative_helmert,1.0,resnet,adamw,6,2,0.35459948778152467,0.8489179532124317,0.8489179532124317,0.850625
churn,cumulative_helmert,1.0,resnet,adamw,6,3,0.33354178071022034,0.8550505147788233,0.8550505147788233,0.84875
churn,cumulative_helmert,1.0,resnet,adamw,6,4,0.3186963558197021,0.851337750768075,0.851337750768075,0.859375
churn,cumulative_helmert,1.0,resnet,adamw,6,5,0.3019144177436829,0.8472517841492425,0.8472517841492425,0.85875
