dataset,representation,target_kappa,model,remedy,seed,epoch,train_loss,val_primary,val_roc_auc,val_accuracy
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,3,1,0.6883590313720703,0.5049093887106817,0.5049093887106817,0.56645
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,3,2,0.6857878637695313,0.5089928381876628,0.5089928381876628,0.5557
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,3,3,0.6839294112968445,0.5071506273986844,0.5071506273986844,0.54815
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,3,4,0.6826554840660095,0.5038295610460961,0.5038295610460961,0.53445
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,3,5,0.6815910312080383,0.5072679801602711,0.5072679801602711,0.539
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,3,6,0.6802042824554443,0.504990814248351,0.504990814248351,0.52815
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,3,7,0.6788559494400025,0.5020662302921715,0.5020662302921715,0.52415
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,3,8,0.6773070177650452,0.5056971912241945,0.5056971912241945,0.52885
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,4,1,0.6893207449150085,0.5051863444862698,0.5051863444862698,0.5604
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,4,2,0.6856198414802551,0.5080593209224197,0.5080593209224197,0.55595
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,4,3,0.683753581790924,0.5057291372820208,0.5057291372820208,0.5521
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,4,4,0.6827835616874695,0.5048122726948894,0.5048122726948894,0.5418
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,4,5,0.681776308479309,0.5080061810098153,0.5080061810098153,0.53905
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,4,6,0.6804451434135437,0.5091510106291942,0.5091510106291942,0.5255
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,4,7,0.6793889919090271,0.5064606740057173,0.5064606740057173,0.537
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,4,8,0.6786025701332092,0.5059661948496113,0.5059661948496113,0.5341
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,4,9,0.6769627306556701,0.5026513038863685,0.5026513038863685,0.5257
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,4,10,0.674282170791626,0.504568790278697,0.504568790278697,0.53615
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,4,11,0.6729128539085388,0.5051446186073939,0.5051446186073939,0.5326
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,4,12,0.67066113571167,0.5047206396917312,0.5047206396917312,0.5304
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,5,1,0.6882139822387695,0.5038314803550683,0.5038314803550683,0.5615
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,5,2,0.6854681986427307,0.505589771013814,0.505589771013814,0.55525
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,5,3,0.6841828714752197,0.5063402920960178,0.5063402920960178,0.54685
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,5,4,0.6827385724067688,0.5078492507735605,0.5078492507735605,0.5394
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,5,5,0.6818225896453858,0.5042501798983064,0.5042501798983064,0.52895
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,5,6,0.6806482398414612,0.5071610486863929,0.5071610486863929,0.5305
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,5,7,0.6793689835166932,0.505685802645492,0.505685802645492,0.53155
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,5,8,0.677890786743164,0.5049931713837732,0.5049931713837732,0.52145
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,5,9,0.6765660980224609,0.5031886289425013,0.5031886289425013,0.51165
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,5,10,0.6753729885292054,0.5051276553779633,0.5051276553779633,0.52245
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,6,1,0.6882889540672302,0.5062148751821447,0.5062148751821447,0.56045
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,6,2,0.6855067894744873,0.5056628829399407,0.5056628829399407,0.5513
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,6,3,0.6841103739547729,0.5068066943582732,0.5068066943582732,0.54675
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,6,4,0.6827291923522949,0.5080682963646423,0.5080682963646423,0.55185
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,6,5,0.6817162021446228,0.5078642896030137,0.5078642896030137,0.5407
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,6,6,0.6802286646461487,0.5075504494945248,0.5075504494945248,0.53575
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,6,7,0.6786955715370179,0.5009639818405472,0.5009639818405472,0.5159
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,6,8,0.6775695677375794,0.5071385158972391,0.5071385158972391,0.5198
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,6,9,0.6761920671653747,0.5051526114856071,0.5051526114856071,0.5255
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,6,10,0.6747442596817017,0.5077289146829082,0.5077289146829082,0.5242
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,7,1,0.6880368725395203,0.5108109277938553,0.5108109277938553,0.5628
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,7,2,0.685290915851593,0.507917164783346,0.507917164783346,0.55065
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,7,3,0.6833946899604797,0.5083072019671317,0.5083072019671317,0.54545
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,7,4,0.6823489426231384,0.5083010113047706,0.5083010113047706,0.53075
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,7,5,0.681379252166748,0.5074968717554705,0.5074968717554705,0.53325
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,7,6,0.6800198435211182,0.5080389823565207,0.5080389823565207,0.53505
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,7,7,0.6787421074295044,0.5069621940220581,0.5069621940220581,0.5264
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,8,1,0.6887767113876343,0.5073476034820887,0.5073476034820887,0.5624
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,8,2,0.685745903263092,0.5058659071375599,0.5058659071375599,0.5535
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,8,3,0.6839299272918701,0.5073737814309882,0.5073737814309882,0.55
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,8,4,0.6829141569709778,0.5072717067761006,0.5072717067761006,0.5396
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,8,5,0.6815970977020264,0.5085031547584847,0.5085031547584847,0.53665
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,8,6,0.6807084059143066,0.5079777528366037,0.5079777528366037,0.5395
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,8,7,0.679536987400055,0.5076533183462285,0.5076533183462285,0.52725
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,8,8,0.6778863541793824,0.5056220734420065,0.5056220734420065,0.5274
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,8,9,0.6757737992095947,0.5083817597387442,0.5083817597387442,0.52895
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,8,10,0.674849887752533,0.5064145189522903,0.5064145189522903,0.52485
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,8,11,0.6726654697799682,0.5079218332351431,0.5079218332351431,0.52365
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,9,1,0.6896042677307129,0.5056003806687159,0.5056003806687159,0.5657
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,9,2,0.6853431374740601,0.5056427581962613,0.5056427581962613,0.55735
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,9,3,0.6840657840538025,0.5056366235349576,0.5056366235349576,0.5518
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,9,4,0.6828872728538513,0.5060703822716699,0.5060703822716699,0.53685
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,9,5,0.6817568515586853,0.5061079386172612,0.5061079386172612,0.54105
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,9,6,0.6805851417160034,0.5033251544297891,0.5033251544297891,0.5388
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,9,7,0.6795711686706543,0.5060981078861595,0.5060981078861595,0.5278
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,9,8,0.6783542971801758,0.5043182568202593,0.5043182568202593,0.52655
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,9,9,0.6764659694290162,0.5053076122308794,0.5053076122308794,0.52565
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,9,10,0.6750905421257019,0.5011451656257241,0.5011451656257241,0.52005
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,9,11,0.6725602178382873,0.5012300988659979,0.5012300988659979,0.5178
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,10,1,0.6886443015289306,0.5082655371803189,0.5082655371803189,0.56515
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,10,2,0.685759494972229,0.5068703370146698,0.5068703370146698,0.5584
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,10,3,0.6841017846298217,0.5080412529448538,0.5080412529448538,0.54535
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,10,4,0.6831713075065613,0.5097862306249197,0.5097862306249197,0.5398
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,10,5,0.6819010863113404,0.5067935035637189,0.5067935035637189,0.54175
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,10,6,0.6807269995880127,0.509279324325044,0.509279324325044,0.5357
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,10,7,0.6796487057495118,0.5050374224012437,0.5050374224012437,0.5301
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,10,8,0.6780863406944275,0.5096785609552827,0.5096785609552827,0.52435
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,10,9,0.6765895218467712,0.5046161060813167,0.5046161060813167,0.5201
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,10,10,0.6742219479751587,0.5064465973762527,0.5064465973762527,0.53205
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,11,1,0.6890815675163269,0.5104779098686602,0.5104779098686602,0.5604
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,11,2,0.6857866884040833,0.5086491749705289,0.5086491749705289,0.5547
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,11,3,0.6838934205818177,0.5080959150680222,0.5080959150680222,0.5423
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,11,4,0.6828170781898498,0.5049496687440718,0.5049496687440718,0.5384
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,11,5,0.6817482644271851,0.5056031654485775,0.5056031654485775,0.53085
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,11,6,0.6809500559043884,0.506774137379819,0.506774137379819,0.5348
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,11,7,0.6792229376792908,0.5067290259824645,0.5067290259824645,0.5143
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,12,1,0.6882580662536621,0.5085045089658762,0.5085045089658762,0.5633
compustat_kor_direction,cumulative_helmert,1.0,mlp,adamw,12,2,0.6855223608398437,0.5071393202760657,0.5071393202760657,0.5552
