dataset,representation,target_kappa,model,remedy,seed,epoch,train_loss,val_primary,val_roc_auc,val_accuracy
churn,cumulative_helmert,1.0,mlp,adamw,3,1,0.6175323390960693,0.6377418593676262,0.6377418593676262,0.79625
churn,cumulative_helmert,1.0,mlp,adamw,3,2,0.47551526546478273,0.7804292552320599,0.7804292552320599,0.8
churn,cumulative_helmert,1.0,mlp,adamw,3,3,0.41221807956695555,0.8250594716414174,0.8250594716414174,0.84125
churn,cumulative_helmert,1.0,mlp,adamw,3,4,0.3709177756309509,0.8394337914495671,0.8394337914495671,0.843125
churn,cumulative_helmert,1.0,mlp,adamw,3,5,0.3501186168193817,0.8468063487783033,0.8468063487783033,0.845
churn,cumulative_helmert,1.0,mlp,adamw,3,6,0.3393841767311096,0.8509236162610395,0.8509236162610395,0.85
churn,cumulative_helmert,1.0,mlp,adamw,3,7,0.3370747530460358,0.8495800868719362,0.8495800868719362,0.854375
churn,cumulative_helmert,1.0,mlp,adamw,3,8,0.32967544555664063,0.850454103302482,0.850454103302482,0.854375
churn,cumulative_helmert,1.0,mlp,adamw,3,9,0.3264584922790527,0.8517759628627288,0.8517759628627288,0.853125
churn,cumulative_helmert,1.0,mlp,adamw,3,10,0.3240056490898132,0.8519613602873901,0.8519613602873901,0.85375
churn,cumulative_helmert,1.0,mlp,adamw,3,11,0.31566853523254396,0.8503602007107705,0.8503602007107705,0.853125
churn,cumulative_helmert,1.0,mlp,adamw,3,12,0.3136407804489136,0.849946066203735,0.849946066203735,0.855625
churn,cumulative_helmert,1.0,mlp,adamw,3,13,0.3105385148525238,0.8494837765214628,0.8494837765214628,0.8575
churn,cumulative_helmert,1.0,mlp,adamw,3,14,0.30720423221588133,0.8479452186726508,0.8479452186726508,0.853125
churn,cumulative_helmert,1.0,mlp,adamw,3,15,0.3028087913990021,0.845761381475667,0.845761381475667,0.856875
churn,cumulative_helmert,1.0,mlp,adamw,3,16,0.29966808736324313,0.8473505022584777,0.8473505022584777,0.859375
churn,cumulative_helmert,1.0,mlp,adamw,4,1,0.6180438446998596,0.650330826053876,0.650330826053876,0.79625
churn,cumulative_helmert,1.0,mlp,adamw,4,2,0.4800111961364746,0.7824782579383806,0.7824782579383806,0.798125
churn,cumulative_helmert,1.0,mlp,adamw,4,3,0.4153786730766296,0.8248499966291377,0.8248499966291377,0.84125
churn,cumulative_helmert,1.0,mlp,adamw,4,4,0.3770258903503418,0.8367154318074562,0.8367154318074562,0.848125
churn,cumulative_helmert,1.0,mlp,adamw,4,5,0.3536675524711609,0.843238050293265,0.843238050293265,0.85
churn,cumulative_helmert,1.0,mlp,adamw,4,6,0.34960323572158813,0.846635397906213,0.846635397906213,0.85375
churn,cumulative_helmert,1.0,mlp,adamw,4,7,0.34014973282814026,0.8462934961620325,0.8462934961620325,0.854375
churn,cumulative_helmert,1.0,mlp,adamw,4,8,0.33564058542251585,0.8478055686644644,0.8478055686644644,0.856875
churn,cumulative_helmert,1.0,mlp,adamw,4,9,0.32851892232894897,0.8505046662364804,0.8505046662364804,0.86
churn,cumulative_helmert,1.0,mlp,adamw,4,10,0.3261127722263336,0.8522839999614757,0.8522839999614757,0.8575
churn,cumulative_helmert,1.0,mlp,adamw,4,11,0.3206236958503723,0.853502325894964,0.853502325894964,0.8625
churn,cumulative_helmert,1.0,mlp,adamw,4,12,0.31717119574546815,0.8514605464649286,0.8514605464649286,0.86125
churn,cumulative_helmert,1.0,mlp,adamw,4,13,0.31410722017288206,0.8503626084695322,0.8503626084695322,0.86
churn,cumulative_helmert,1.0,mlp,adamw,4,14,0.309817920923233,0.8517181766524449,0.8517181766524449,0.86125
churn,cumulative_helmert,1.0,mlp,adamw,4,15,0.3054711508750916,0.8506298696920958,0.8506298696920958,0.860625
churn,cumulative_helmert,1.0,mlp,adamw,4,16,0.29955415964126586,0.8495608248018414,0.8495608248018414,0.86
churn,cumulative_helmert,1.0,mlp,adamw,4,17,0.29472057938575746,0.8482678583467365,0.8482678583467365,0.85875
churn,cumulative_helmert,1.0,mlp,adamw,5,1,0.637865469455719,0.6130033419691614,0.6130033419691614,0.79625
churn,cumulative_helmert,1.0,mlp,adamw,5,2,0.48160845279693604,0.7923621076557098,0.7923621076557098,0.79875
churn,cumulative_helmert,1.0,mlp,adamw,5,3,0.4108425188064575,0.8326944746751934,0.8326944746751934,0.848125
churn,cumulative_helmert,1.0,mlp,adamw,5,4,0.3688793766498566,0.8430839537325077,0.8430839537325077,0.851875
churn,cumulative_helmert,1.0,mlp,adamw,5,5,0.3538715410232544,0.848376207491019,0.848376207491019,0.851875
churn,cumulative_helmert,1.0,mlp,adamw,5,6,0.3441411304473877,0.8451209176450194,0.8451209176450194,0.85375
churn,cumulative_helmert,1.0,mlp,adamw,5,7,0.3390172362327576,0.844355250358756,0.844355250358756,0.855
churn,cumulative_helmert,1.0,mlp,adamw,5,8,0.33483762145042417,0.8493080101318489,0.8493080101318489,0.858125
churn,cumulative_helmert,1.0,mlp,adamw,5,9,0.3272061288356781,0.8527703672313663,0.8527703672313663,0.85625
churn,cumulative_helmert,1.0,mlp,adamw,5,10,0.325404589176178,0.8547519526923559,0.8547519526923559,0.85625
churn,cumulative_helmert,1.0,mlp,adamw,5,11,0.32071460247039796,0.85550558118481,0.85550558118481,0.85875
churn,cumulative_helmert,1.0,mlp,adamw,5,12,0.3157131487131119,0.8551347863354875,0.8551347863354875,0.85875
churn,cumulative_helmert,1.0,mlp,adamw,5,13,0.3127392280101776,0.8550456992612996,0.8550456992612996,0.860625
churn,cumulative_helmert,1.0,mlp,adamw,5,14,0.3087028157711029,0.8518650499369168,0.8518650499369168,0.86
churn,cumulative_helmert,1.0,mlp,adamw,5,15,0.30305054903030393,0.8527053577447967,0.8527053577447967,0.860625
churn,cumulative_helmert,1.0,mlp,adamw,5,16,0.30070182085037234,0.8538538586741917,0.8538538586741917,0.8625
churn,cumulative_helmert,1.0,mlp,adamw,5,17,0.2942925751209259,0.8495487860080322,0.8495487860080322,0.861875
churn,cumulative_helmert,1.0,mlp,adamw,6,1,0.6329167699813842,0.6149728886363417,0.6149728886363417,0.79625
churn,cumulative_helmert,1.0,mlp,adamw,6,2,0.4815642249584198,0.7786210284019225,0.7786210284019225,0.798125
churn,cumulative_helmert,1.0,mlp,adamw,6,3,0.4103620147705078,0.8268002812262233,0.8268002812262233,0.843125
churn,cumulative_helmert,1.0,mlp,adamw,6,4,0.36907474279403685,0.8417645019310225,0.8417645019310225,0.848125
churn,cumulative_helmert,1.0,mlp,adamw,6,5,0.355371972322464,0.8476418410686597,0.8476418410686597,0.849375
churn,cumulative_helmert,1.0,mlp,adamw,6,6,0.3452345216274261,0.8494404368637496,0.8494404368637496,0.85375
churn,cumulative_helmert,1.0,mlp,adamw,6,7,0.3403265166282654,0.851031965405322,0.851031965405322,0.85875
churn,cumulative_helmert,1.0,mlp,adamw,6,8,0.3345655989646912,0.8522743689264286,0.8522743689264286,0.859375
churn,cumulative_helmert,1.0,mlp,adamw,6,9,0.33047013521194457,0.8523080775490942,0.8523080775490942,0.854375
churn,cumulative_helmert,1.0,mlp,adamw,6,10,0.3256014561653137,0.8514629542236904,0.8514629542236904,0.8575
churn,cumulative_helmert,1.0,mlp,adamw,6,11,0.32111605048179626,0.8521299034007186,0.8521299034007186,0.855625
churn,cumulative_helmert,1.0,mlp,adamw,6,12,0.3182122874259949,0.8526933189509877,0.8526933189509877,0.85875
churn,cumulative_helmert,1.0,mlp,adamw,6,13,0.31487648248672484,0.8525223680788974,0.8525223680788974,0.86125
churn,cumulative_helmert,1.0,mlp,adamw,6,14,0.31025344133377075,0.8525127370438501,0.8525127370438501,0.86
churn,cumulative_helmert,1.0,mlp,adamw,6,15,0.306098005771637,0.849028710115476,0.849028710115476,0.8625
churn,cumulative_helmert,1.0,mlp,adamw,6,16,0.30001736760139464,0.8479187333262707,0.8479187333262707,0.859375
churn,cumulative_helmert,1.0,mlp,adamw,6,17,0.2969608736038208,0.8465703884196434,0.8465703884196434,0.85875
churn,cumulative_helmert,1.0,mlp,adamw,6,18,0.29187154054641723,0.8436281072126822,0.8436281072126822,0.858125
