experiment,dataset,task,split_fingerprint,representation,target_kappa,model,remedy,seed,learning_rate_requested,ridge_requested,precondition_frequency_requested,failure,natural_equivalence_max_error,representation_metadata,transform_metadata,preprocessing_seconds,rank,effective_rank,sigma_max,sigma_min_nonzero,condition_number,log_condition_number,trace_cov,logdet_nonzero_cov,max_variance,min_nonzero_variance,parameters,best_epoch,epochs_trained,learning_rate,ridge,precondition_frequency,train_seconds,peak_cuda_bytes,peak_memory_observation_valid,first_gradient_norm,first_update_norm,preconditioner_condition,val_roc_auc,val_accuracy,val_primary,test_roc_auc,test_accuracy,test_primary
broad_basis_benchmark,compustat_kor_direction,binclass,b899ebd561dc724d,cumulative_helmert,1.0,resnet,adamw,3,-1.0,1e-08,10,,4.50700224870618e-15,"{""categorical"": [{""column"": 0, ""levels"": 278, ""status"": ""high_cardinality_dropped""}, {""column"": 1, ""levels"": 44, ""status"": ""helmert""}, {""column"": 2, ""levels"": 68, ""status"": ""helmert""}], ""equivalence_class"": ""natural_exact_spline_contrast"", ""input_features"": 326, ""numeric_bins"": 8}","{""implementation"": ""pytorch_adamw"", ""optimizer_scope"": ""all_parameters""}",1.7907004803419113e-05,282,164.05363928073282,3.6277970262598895,0.011200097197032728,323.9076378034479,2.5104211888770576,325.9999999999996,-181.9956591265469,1.0000000000000675,0.9999999999999182,874753,2,8,0.001,1e-08,10,3.6876393749844283,nan,False,nan,nan,nan,0.5071507037637628,0.5555,0.5071507037637628,0.5086376821893475,0.5396,0.5086376821893475
broad_basis_benchmark,compustat_kor_direction,binclass,b899ebd561dc724d,cumulative_helmert,1.0,resnet,adamw,4,-1.0,1e-08,10,,4.50700224870618e-15,"{""categorical"": [{""column"": 0, ""levels"": 278, ""status"": ""high_cardinality_dropped""}, {""column"": 1, ""levels"": 44, ""status"": ""helmert""}, {""column"": 2, ""levels"": 68, ""status"": ""helmert""}], ""equivalence_class"": ""natural_exact_spline_contrast"", ""input_features"": 326, ""numeric_bins"": 8}","{""implementation"": ""pytorch_adamw"", ""optimizer_scope"": ""all_parameters""}",1.7907004803419113e-05,282,164.05363928073282,3.6277970262598895,0.011200097197032728,323.9076378034479,2.5104211888770576,325.9999999999996,-181.9956591265469,1.0000000000000675,0.9999999999999182,874753,10,16,0.001,1e-08,10,7.760305297095329,193612288,True,nan,nan,nan,0.5095149818661957,0.5284,0.5095149818661957,0.5018168938779726,0.5099,0.5018168938779726
broad_basis_benchmark,compustat_kor_direction,binclass,b899ebd561dc724d,cumulative_helmert,1.0,resnet,adamw,5,-1.0,1e-08,10,,4.50700224870618e-15,"{""categorical"": [{""column"": 0, ""levels"": 278, ""status"": ""high_cardinality_dropped""}, {""column"": 1, ""levels"": 44, ""status"": ""helmert""}, {""column"": 2, ""levels"": 68, ""status"": ""helmert""}], ""equivalence_class"": ""natural_exact_spline_contrast"", ""input_features"": 326, ""numeric_bins"": 8}","{""implementation"": ""pytorch_adamw"", ""optimizer_scope"": ""all_parameters""}",1.7907004803419113e-05,282,164.05363928073282,3.6277970262598895,0.011200097197032728,323.9076378034479,2.5104211888770576,325.9999999999996,-181.9956591265469,1.0000000000000675,0.9999999999999182,874753,1,7,0.001,1e-08,10,2.935594907030463,193612288,True,nan,nan,nan,0.5097938518597508,0.53305,0.5097938518597508,0.5062466073443128,0.5191,0.5062466073443128
broad_basis_benchmark,compustat_kor_direction,binclass,b899ebd561dc724d,cumulative_helmert,1.0,resnet,adamw,6,-1.0,1e-08,10,,4.50700224870618e-15,"{""categorical"": [{""column"": 0, ""levels"": 278, ""status"": ""high_cardinality_dropped""}, {""column"": 1, ""levels"": 44, ""status"": ""helmert""}, {""column"": 2, ""levels"": 68, ""status"": ""helmert""}], ""equivalence_class"": ""natural_exact_spline_contrast"", ""input_features"": 326, ""numeric_bins"": 8}","{""implementation"": ""pytorch_adamw"", ""optimizer_scope"": ""all_parameters""}",1.7907004803419113e-05,282,164.05363928073282,3.6277970262598895,0.011200097197032728,323.9076378034479,2.5104211888770576,325.9999999999996,-181.9956591265469,1.0000000000000675,0.9999999999999182,874753,4,10,0.001,1e-08,10,4.136815454112366,193612288,True,nan,nan,nan,0.5075441875580903,0.53125,0.5075441875580903,0.49945515000083224,0.51755,0.49945515000083224
broad_basis_benchmark,compustat_kor_direction,binclass,b899ebd561dc724d,cumulative_helmert,1.0,resnet,adamw,7,-1.0,1e-08,10,,4.50700224870618e-15,"{""categorical"": [{""column"": 0, ""levels"": 278, ""status"": ""high_cardinality_dropped""}, {""column"": 1, ""levels"": 44, ""status"": ""helmert""}, {""column"": 2, ""levels"": 68, ""status"": ""helmert""}], ""equivalence_class"": ""natural_exact_spline_contrast"", ""input_features"": 326, ""numeric_bins"": 8}","{""implementation"": ""pytorch_adamw"", ""optimizer_scope"": ""all_parameters""}",1.7907004803419113e-05,282,164.05363928073282,3.6277970262598895,0.011200097197032728,323.9076378034479,2.5104211888770576,325.9999999999996,-181.9956591265469,1.0000000000000675,0.9999999999999182,874753,4,10,0.001,1e-08,10,4.197605352848768,193612288,True,nan,nan,nan,0.5073938858106465,0.52435,0.5073938858106465,0.508382874455862,0.51605,0.508382874455862
broad_basis_benchmark,compustat_kor_direction,binclass,b899ebd561dc724d,cumulative_helmert,1.0,resnet,adamw,8,-1.0,1e-08,10,,4.50700224870618e-15,"{""categorical"": [{""column"": 0, ""levels"": 278, ""status"": ""high_cardinality_dropped""}, {""column"": 1, ""levels"": 44, ""status"": ""helmert""}, {""column"": 2, ""levels"": 68, ""status"": ""helmert""}], ""equivalence_class"": ""natural_exact_spline_contrast"", ""input_features"": 326, ""numeric_bins"": 8}","{""implementation"": ""pytorch_adamw"", ""optimizer_scope"": ""all_parameters""}",1.7907004803419113e-05,282,164.05363928073282,3.6277970262598895,0.011200097197032728,323.9076378034479,2.5104211888770576,325.9999999999996,-181.9956591265469,1.0000000000000675,0.9999999999999182,874753,1,7,0.001,1e-08,10,2.919316723011434,193612288,True,nan,nan,nan,0.5052515297172514,0.51625,0.5052515297172514,0.5064741647501882,0.5116,0.5064741647501882
broad_basis_benchmark,compustat_kor_direction,binclass,b899ebd561dc724d,cumulative_helmert,1.0,resnet,adamw,9,-1.0,1e-08,10,,4.50700224870618e-15,"{""categorical"": [{""column"": 0, ""levels"": 278, ""status"": ""high_cardinality_dropped""}, {""column"": 1, ""levels"": 44, ""status"": ""helmert""}, {""column"": 2, ""levels"": 68, ""status"": ""helmert""}], ""equivalence_class"": ""natural_exact_spline_contrast"", ""input_features"": 326, ""numeric_bins"": 8}","{""implementation"": ""pytorch_adamw"", ""optimizer_scope"": ""all_parameters""}",1.7907004803419113e-05,282,164.05363928073282,3.6277970262598895,0.011200097197032728,323.9076378034479,2.5104211888770576,325.9999999999996,-181.9956591265469,1.0000000000000675,0.9999999999999182,874753,4,10,0.001,1e-08,10,4.209256537025794,193612288,True,nan,nan,nan,0.5090473373986639,0.53155,0.5090473373986639,0.5042529347936222,0.5189,0.5042529347936222
broad_basis_benchmark,compustat_kor_direction,binclass,b899ebd561dc724d,cumulative_helmert,1.0,resnet,adamw,10,-1.0,1e-08,10,,4.50700224870618e-15,"{""categorical"": [{""column"": 0, ""levels"": 278, ""status"": ""high_cardinality_dropped""}, {""column"": 1, ""levels"": 44, ""status"": ""helmert""}, {""column"": 2, ""levels"": 68, ""status"": ""helmert""}], ""equivalence_class"": ""natural_exact_spline_contrast"", ""input_features"": 326, ""numeric_bins"": 8}","{""implementation"": ""pytorch_adamw"", ""optimizer_scope"": ""all_parameters""}",1.7907004803419113e-05,282,164.05363928073282,3.6277970262598895,0.011200097197032728,323.9076378034479,2.5104211888770576,325.9999999999996,-181.9956591265469,1.0000000000000675,0.9999999999999182,874753,1,7,0.001,1e-08,10,3.086705141933635,193612288,True,nan,nan,nan,0.510556504807421,0.52505,0.510556504807421,0.5036147892881043,0.5119,0.5036147892881043
broad_basis_benchmark,compustat_kor_direction,binclass,b899ebd561dc724d,cumulative_helmert,1.0,resnet,adamw,11,-1.0,1e-08,10,,4.50700224870618e-15,"{""categorical"": [{""column"": 0, ""levels"": 278, ""status"": ""high_cardinality_dropped""}, {""column"": 1, ""levels"": 44, ""status"": ""helmert""}, {""column"": 2, ""levels"": 68, ""status"": ""helmert""}], ""equivalence_class"": ""natural_exact_spline_contrast"", ""input_features"": 326, ""numeric_bins"": 8}","{""implementation"": ""pytorch_adamw"", ""optimizer_scope"": ""all_parameters""}",1.7907004803419113e-05,282,164.05363928073282,3.6277970262598895,0.011200097197032728,323.9076378034479,2.5104211888770576,325.9999999999996,-181.9956591265469,1.0000000000000675,0.9999999999999182,874753,2,8,0.001,1e-08,10,3.2253424760419875,193612288,True,nan,nan,nan,0.5080463439500851,0.53765,0.5080463439500851,0.5031268488407965,0.5231,0.5031268488407965
broad_basis_benchmark,compustat_kor_direction,binclass,b899ebd561dc724d,cumulative_helmert,1.0,resnet,adamw,12,-1.0,1e-08,10,,4.50700224870618e-15,"{""categorical"": [{""column"": 0, ""levels"": 278, ""status"": ""high_cardinality_dropped""}, {""column"": 1, ""levels"": 44, ""status"": ""helmert""}, {""column"": 2, ""levels"": 68, ""status"": ""helmert""}], ""equivalence_class"": ""natural_exact_spline_contrast"", ""input_features"": 326, ""numeric_bins"": 8}","{""implementation"": ""pytorch_adamw"", ""optimizer_scope"": ""all_parameters""}",1.7907004803419113e-05,282,164.05363928073282,3.6277970262598895,0.011200097197032728,323.9076378034479,2.5104211888770576,325.9999999999996,-181.9956591265469,1.0000000000000675,0.9999999999999182,874753,2,8,0.001,1e-08,10,3.371597824152559,193612288,True,nan,nan,nan,0.5060584845924444,0.5525,0.5060584845924444,0.5010204884082884,0.5377,0.5010204884082884
