experiment,dataset,task,split_fingerprint,representation,target_kappa,model,remedy,seed,learning_rate_requested,ridge_requested,precondition_frequency_requested,failure,natural_equivalence_max_error,representation_metadata,transform_metadata,preprocessing_seconds,rank,effective_rank,sigma_max,sigma_min_nonzero,condition_number,log_condition_number,trace_cov,logdet_nonzero_cov,max_variance,min_nonzero_variance,parameters,best_epoch,epochs_trained,learning_rate,ridge,precondition_frequency,train_seconds,peak_cuda_bytes,peak_memory_observation_valid,first_gradient_norm,first_update_norm,preconditioner_condition,val_roc_auc,val_accuracy,val_primary,test_roc_auc,test_accuracy,test_primary
broad_basis_benchmark,churn,binclass,9e1c19b3fdc18541,cumulative_helmert,1.0,resnet,adamw,3,-1.0,1e-08,10,,6.458672028913212e-15,"{""categorical"": [{""column"": 0, ""levels"": 3, ""status"": ""helmert""}], ""equivalence_class"": ""natural_exact_spline_contrast"", ""input_features"": 53, ""numeric_bins"": 8}","{""implementation"": ""pytorch_adamw"", ""optimizer_scope"": ""all_parameters""}",6.029848009347916e-06,45,42.52537458169206,1.4241356112811765,0.6463450986671275,2.2033672324861504,0.34308688650656355,52.99999999999987,4.937760100030653,1.000000000000082,0.9999999999998915,804865,2,8,0.001,1e-08,10,0.6271105560008436,nan,False,nan,nan,nan,0.8564975777946857,0.86125,0.8564975777946857,0.8423940118855373,0.8515,0.8423940118855373
broad_basis_benchmark,churn,binclass,9e1c19b3fdc18541,cumulative_helmert,1.0,resnet,adamw,4,-1.0,1e-08,10,,6.458672028913212e-15,"{""categorical"": [{""column"": 0, ""levels"": 3, ""status"": ""helmert""}], ""equivalence_class"": ""natural_exact_spline_contrast"", ""input_features"": 53, ""numeric_bins"": 8}","{""implementation"": ""pytorch_adamw"", ""optimizer_scope"": ""all_parameters""}",6.029848009347916e-06,45,42.52537458169206,1.4241356112811765,0.6463450986671275,2.2033672324861504,0.34308688650656355,52.99999999999987,4.937760100030653,1.000000000000082,0.9999999999998915,804865,3,9,0.001,1e-08,10,0.4320995630696416,104807936,True,nan,nan,nan,0.8539020138494284,0.859375,0.8539020138494284,0.83982750084445,0.848,0.83982750084445
broad_basis_benchmark,churn,binclass,9e1c19b3fdc18541,cumulative_helmert,1.0,resnet,adamw,5,-1.0,1e-08,10,,6.458672028913212e-15,"{""categorical"": [{""column"": 0, ""levels"": 3, ""status"": ""helmert""}], ""equivalence_class"": ""natural_exact_spline_contrast"", ""input_features"": 53, ""numeric_bins"": 8}","{""implementation"": ""pytorch_adamw"", ""optimizer_scope"": ""all_parameters""}",6.029848009347916e-06,45,42.52537458169206,1.4241356112811765,0.6463450986671275,2.2033672324861504,0.34308688650656355,52.99999999999987,4.937760100030653,1.000000000000082,0.9999999999998915,804865,5,11,0.001,1e-08,10,0.6509819058701396,104807936,True,nan,nan,nan,0.8565962959039207,0.85875,0.8565962959039207,0.841703028143706,0.851,0.841703028143706
broad_basis_benchmark,churn,binclass,9e1c19b3fdc18541,cumulative_helmert,1.0,resnet,adamw,6,-1.0,1e-08,10,,6.458672028913212e-15,"{""categorical"": [{""column"": 0, ""levels"": 3, ""status"": ""helmert""}], ""equivalence_class"": ""natural_exact_spline_contrast"", ""input_features"": 53, ""numeric_bins"": 8}","{""implementation"": ""pytorch_adamw"", ""optimizer_scope"": ""all_parameters""}",6.029848009347916e-06,45,42.52537458169206,1.4241356112811765,0.6463450986671275,2.2033672324861504,0.34308688650656355,52.99999999999987,4.937760100030653,1.000000000000082,0.9999999999998915,804865,3,9,0.001,1e-08,10,0.5385526749305427,104807936,True,nan,nan,nan,0.8550505147788233,0.84875,0.8550505147788233,0.8413390277797059,0.845,0.8413390277797059
broad_basis_benchmark,churn,binclass,9e1c19b3fdc18541,cumulative_helmert,1.0,resnet,adamw,7,-1.0,1e-08,10,,6.458672028913212e-15,"{""categorical"": [{""column"": 0, ""levels"": 3, ""status"": ""helmert""}], ""equivalence_class"": ""natural_exact_spline_contrast"", ""input_features"": 53, ""numeric_bins"": 8}","{""implementation"": ""pytorch_adamw"", ""optimizer_scope"": ""all_parameters""}",6.029848009347916e-06,45,42.52537458169206,1.4241356112811765,0.6463450986671275,2.2033672324861504,0.34308688650656355,52.99999999999987,4.937760100030653,1.000000000000082,0.9999999999998915,804865,3,9,0.001,1e-08,10,0.4505654328968376,104807936,True,nan,nan,nan,0.8522731650470476,0.85375,0.8522731650470476,0.8375787189346511,0.85,0.8375787189346511
broad_basis_benchmark,churn,binclass,9e1c19b3fdc18541,cumulative_helmert,1.0,resnet,adamw,8,-1.0,1e-08,10,,6.458672028913212e-15,"{""categorical"": [{""column"": 0, ""levels"": 3, ""status"": ""helmert""}], ""equivalence_class"": ""natural_exact_spline_contrast"", ""input_features"": 53, ""numeric_bins"": 8}","{""implementation"": ""pytorch_adamw"", ""optimizer_scope"": ""all_parameters""}",6.029848009347916e-06,45,42.52537458169206,1.4241356112811765,0.6463450986671275,2.2033672324861504,0.34308688650656355,52.99999999999987,4.937760100030653,1.000000000000082,0.9999999999998915,804865,3,9,0.001,1e-08,10,0.5340242569800466,104807936,True,nan,nan,nan,0.8523297473779508,0.858125,0.8523297473779508,0.8338230372128677,0.8515,0.8338230372128677
broad_basis_benchmark,churn,binclass,9e1c19b3fdc18541,cumulative_helmert,1.0,resnet,adamw,9,-1.0,1e-08,10,,6.458672028913212e-15,"{""categorical"": [{""column"": 0, ""levels"": 3, ""status"": ""helmert""}], ""equivalence_class"": ""natural_exact_spline_contrast"", ""input_features"": 53, ""numeric_bins"": 8}","{""implementation"": ""pytorch_adamw"", ""optimizer_scope"": ""all_parameters""}",6.029848009347916e-06,45,42.52537458169206,1.4241356112811765,0.6463450986671275,2.2033672324861504,0.34308688650656355,52.99999999999987,4.937760100030653,1.000000000000082,0.9999999999998915,804865,4,10,0.001,1e-08,10,0.5478943579364568,104807936,True,nan,nan,nan,0.8556452311929963,0.8625,0.8556452311929963,0.8351803267057505,0.8535,0.8351803267057505
broad_basis_benchmark,churn,binclass,9e1c19b3fdc18541,cumulative_helmert,1.0,resnet,adamw,10,-1.0,1e-08,10,,6.458672028913212e-15,"{""categorical"": [{""column"": 0, ""levels"": 3, ""status"": ""helmert""}], ""equivalence_class"": ""natural_exact_spline_contrast"", ""input_features"": 53, ""numeric_bins"": 8}","{""implementation"": ""pytorch_adamw"", ""optimizer_scope"": ""all_parameters""}",6.029848009347916e-06,45,42.52537458169206,1.4241356112811765,0.6463450986671275,2.2033672324861504,0.34308688650656355,52.99999999999987,4.937760100030653,1.000000000000082,0.9999999999998915,804865,4,10,0.001,1e-08,10,0.4940587340388447,104807936,True,nan,nan,nan,0.8531411620806887,0.865625,0.8531411620806887,0.8458874899552866,0.851,0.8458874899552866
broad_basis_benchmark,churn,binclass,9e1c19b3fdc18541,cumulative_helmert,1.0,resnet,adamw,11,-1.0,1e-08,10,,6.458672028913212e-15,"{""categorical"": [{""column"": 0, ""levels"": 3, ""status"": ""helmert""}], ""equivalence_class"": ""natural_exact_spline_contrast"", ""input_features"": 53, ""numeric_bins"": 8}","{""implementation"": ""pytorch_adamw"", ""optimizer_scope"": ""all_parameters""}",6.029848009347916e-06,45,42.52537458169206,1.4241356112811765,0.6463450986671275,2.2033672324861504,0.34308688650656355,52.99999999999987,4.937760100030653,1.000000000000082,0.9999999999998915,804865,3,9,0.001,1e-08,10,0.5183129708748311,104807936,True,nan,nan,nan,0.8519878456337702,0.860625,0.8519878456337702,0.8446535904163023,0.8505,0.8446535904163023
broad_basis_benchmark,churn,binclass,9e1c19b3fdc18541,cumulative_helmert,1.0,resnet,adamw,12,-1.0,1e-08,10,,6.458672028913212e-15,"{""categorical"": [{""column"": 0, ""levels"": 3, ""status"": ""helmert""}], ""equivalence_class"": ""natural_exact_spline_contrast"", ""input_features"": 53, ""numeric_bins"": 8}","{""implementation"": ""pytorch_adamw"", ""optimizer_scope"": ""all_parameters""}",6.029848009347916e-06,45,42.52537458169206,1.4241356112811765,0.6463450986671275,2.2033672324861504,0.34308688650656355,52.99999999999987,4.937760100030653,1.000000000000082,0.9999999999998915,804865,3,9,0.001,1e-08,10,0.5433910188730806,104807936,True,nan,nan,nan,0.8527294353324152,0.85375,0.8527294353324152,0.840754467873112,0.849,0.840754467873112
