cell,rho,effect_gap,n_train,seed,world,model,true_ate,plugin_ate,causal_absolute_error,predictive_rmse,predictive_mae,predictive_r2,mean_80_interval_width,runtime_seconds
0,0.25,0.6,2048,18,high_effect,tabpfn,0.55,0.272034227848053,0.27796577215194707,0.96838725,0.7751472,0.06757413961845415,2.3263282775878906,1.5308780670166016
0,0.25,0.6,2048,19,low_effect,ridge,-0.04999999999999999,0.26609742641448975,0.31609742641448973,0.96553147,0.77519035,0.04971452302021451,,0.010223627090454102
0,0.25,0.6,2048,19,low_effect,tabpfn,-0.04999999999999999,0.28067055344581604,0.33067055344581603,0.9652134,0.77451956,0.05034055177757446,2.325239658355713,1.3464465141296387
0,0.25,0.6,2048,19,high_effect,ridge,0.55,0.2599101960659027,0.29008980393409733,0.96925974,0.7704151,0.06565768869685862,,0.002309083938598633
0,0.25,0.6,2048,19,high_effect,tabpfn,0.55,0.2642481327056885,0.28575186729431157,0.97009754,0.7709619,0.06404173170051308,2.3741872310638428,0.9850072860717773
0,0.25,0.6,2048,20,low_effect,ridge,-0.04999999999999999,0.21199968457221985,0.26199968457221984,0.9883146,0.7962885,0.05073832048441973,,0.010199546813964844
0,0.25,0.6,2048,20,low_effect,tabpfn,-0.04999999999999999,0.2157513052225113,0.2657513052225113,0.98796713,0.7958594,0.051405733938704734,2.362065553665161,1.284860372543335
0,0.25,0.6,2048,20,high_effect,ridge,0.55,0.27013295888900757,0.2798670411109925,0.9704394,0.7808531,0.06812686735417872,,0.0032150745391845703
0,0.25,0.6,2048,20,high_effect,tabpfn,0.55,0.29470953345298767,0.2552904665470124,0.9714046,0.7810887,0.06627225045487928,2.355167865753174,0.8951272964477539
0,0.25,0.6,2048,21,low_effect,ridge,-0.04999999999999999,0.2402699738740921,0.2902699738740921,0.95637,0.75958115,0.061987450261594246,,0.015404939651489258
0,0.25,0.6,2048,21,low_effect,tabpfn,-0.04999999999999999,0.22116494178771973,0.2711649417877197,0.95601577,0.75960547,0.06268211204817131,2.4297423362731934,1.3366057872772217
0,0.25,0.6,2048,21,high_effect,ridge,0.55,0.22958853840827942,0.3204114615917206,0.98031455,0.7858832,0.06310420345826662,,0.0022962093353271484
0,0.25,0.6,2048,21,high_effect,tabpfn,0.55,0.2684085965156555,0.2815914034843445,0.9800781,0.7851466,0.06355620350371283,2.3220958709716797,1.646399974822998
0,0.25,0.6,2048,22,low_effect,ridge,-0.04999999999999999,0.2608209550380707,0.31082095503807067,0.95625806,0.7637795,0.04737664308464429,,0.0021932125091552734
0,0.25,0.6,2048,22,low_effect,tabpfn,-0.04999999999999999,0.25598472356796265,0.30598472356796264,0.9558324,0.7633047,0.04822445707066614,2.38114595413208,1.57735276222229
0,0.25,0.6,2048,22,high_effect,ridge,0.55,0.25094011425971985,0.2990598857402802,0.94438016,0.75258493,0.054899469463629114,,0.0024802684783935547
0,0.25,0.6,2048,22,high_effect,tabpfn,0.55,0.26136496663093567,0.2886350333690644,0.9426427,0.7507194,0.05837395503090481,2.3920910358428955,1.2761518955230713
0,0.25,0.6,2048,23,low_effect,ridge,-0.04999999999999999,0.21950894594192505,0.26950894594192504,0.95171803,0.7589141,0.0612804795801597,,0.002549409866333008
0,0.25,0.6,2048,23,low_effect,tabpfn,-0.04999999999999999,0.21308624744415283,0.2630862474441528,0.95148957,0.7589582,0.061731173659897554,2.3175911903381348,1.4636924266815186
0,0.25,0.6,2048,23,high_effect,ridge,0.55,0.2551133334636688,0.2948866665363312,1.0069346,0.80127776,0.05530225544691625,,0.010921716690063477
0,0.25,0.6,2048,23,high_effect,tabpfn,0.55,0.24723568558692932,0.3027643144130707,1.0066464,0.80070424,0.05584309591412684,2.384225606918335,1.6697535514831543
0,0.25,0.6,2048,24,low_effect,ridge,-0.04999999999999999,0.2854517102241516,0.3354517102241516,0.93803924,0.7517741,0.059260398830360494,,0.005618095397949219
0,0.25,0.6,2048,24,low_effect,tabpfn,-0.04999999999999999,0.2667635977268219,0.3167635977268219,0.9383597,0.75245327,0.0586176238568874,2.400292158126831,1.5425925254821777
0,0.25,0.6,2048,24,high_effect,ridge,0.55,0.2229584902524948,0.32704150974750523,0.9789011,0.77916986,0.05755837466660274,,0.010479927062988281
0,0.25,0.6,2048,24,high_effect,tabpfn,0.55,0.23253270983695984,0.3174672901630402,0.9775751,0.7788714,0.060109834201164114,2.381013870239258,1.1642141342163086
0,0.25,0.6,2048,25,low_effect,ridge,-0.04999999999999999,0.24934276938438416,0.29934276938438414,0.9895582,0.7839067,0.06305732175888323,,0.012392044067382812
0,0.25,0.6,2048,25,low_effect,tabpfn,-0.04999999999999999,0.2569335401058197,0.3069335401058197,0.9888286,0.7829752,0.06443855728985703,2.4206387996673584,1.3766765594482422
0,0.25,0.6,2048,25,high_effect,ridge,0.55,0.27588024735450745,0.2741197526454926,0.9918389,0.7919365,0.05692560214587461,,0.002448558807373047
0,0.25,0.6,2048,25,high_effect,tabpfn,0.55,0.3335008919239044,0.21649910807609563,0.99227256,0.7925716,0.05610068958658698,2.362051486968994,0.9206283092498779
0,0.25,0.6,2048,26,low_effect,ridge,-0.04999999999999999,0.30087387561798096,0.35087387561798095,0.96581054,0.7725641,0.05321896750910349,,0.002762317657470703
0,0.25,0.6,2048,26,low_effect,tabpfn,-0.04999999999999999,0.2829195261001587,0.3329195261001587,0.9652299,0.7719495,0.05435704716068701,2.305692195892334,0.8797850608825684
0,0.25,0.6,2048,26,high_effect,ridge,0.55,0.284681499004364,0.26531850099563603,0.980032,0.7869487,0.05699027437909021,,0.010213613510131836
0,0.25,0.6,2048,26,high_effect,tabpfn,0.55,0.3376120328903198,0.21238796710968022,0.9798868,0.78747725,0.0572698392277996,2.354093551635742,1.1156508922576904
0,0.25,0.6,2048,27,low_effect,ridge,-0.04999999999999999,0.25239431858062744,0.30239431858062743,0.95730585,0.75908583,0.0518930242184118,,0.0024068355560302734
0,0.25,0.6,2048,27,low_effect,tabpfn,-0.04999999999999999,0.26998335123062134,0.3199833512306213,0.95599204,0.7584791,0.05449364824186276,2.3737709522247314,0.9391231536865234
0,0.25,0.6,2048,27,high_effect,ridge,0.55,0.25548452138900757,0.2945154786109925,0.9685683,0.7700181,0.05712396392115393,,0.0023522377014160156
0,0.25,0.6,2048,27,high_effect,tabpfn,0.55,0.27730196714401245,0.2726980328559876,0.96668607,0.7677678,0.0607849645020162,2.3442702293395996,1.117645263671875
0,0.25,0.6,2048,28,low_effect,ridge,-0.04999999999999999,0.2547837197780609,0.3047837197780609,0.9784626,0.7802621,0.06682014236947542,,0.00237274169921875
0,0.25,0.6,2048,28,low_effect,tabpfn,-0.04999999999999999,0.20791344344615936,0.25791344344615935,0.98012227,0.7828122,0.06365154362316461,2.290207862854004,1.253917932510376
0,0.25,0.6,2048,28,high_effect,ridge,0.55,0.2649625837802887,0.28503741621971135,0.9605878,0.7609488,0.04960931331364582,,0.009356975555419922
0,0.25,0.6,2048,28,high_effect,tabpfn,0.55,0.2461572289466858,0.30384277105331425,0.95748115,0.7582732,0.05574664567102461,2.3689441680908203,0.9883768558502197
0,0.25,0.6,2048,29,low_effect,ridge,-0.04999999999999999,0.25754228234291077,0.30754228234291076,0.94221705,0.76098007,0.05295488944908244,,0.003284931182861328
0,0.25,0.6,2048,29,low_effect,tabpfn,-0.04999999999999999,0.25608131289482117,0.30608131289482116,0.940367,0.75843084,0.05667019180477273,2.323378086090088,1.2211670875549316
0,0.25,0.6,2048,29,high_effect,ridge,0.55,0.310748428106308,0.23925157189369206,0.97607857,0.77554536,0.0473570517161187,,0.002263307571411133
0,0.25,0.6,2048,29,high_effect,tabpfn,0.55,0.30020660161972046,0.24979339838027959,0.9739886,0.7737324,0.05143218398418192,2.3245630264282227,0.8774352073669434
1,0.25,1.0,128,0,low_effect,ridge,-0.25,0.44084256887435913,0.6908425688743591,0.98341054,0.79495764,0.018887503106065795,,0.010047674179077148
1,0.25,1.0,128,0,low_effect,tabpfn,-0.25,0.4547703266143799,0.7047703266143799,0.9717676,0.78316605,0.0419814785492183,2.38773775100708,0.763803243637085
1,0.25,1.0,128,0,low_effect,tabpfn_shuffled_outcome,-0.25,,,1.0160025,0.8164927,-0.047221820648253754,,
1,0.25,1.0,128,0,high_effect,ridge,0.75,0.22615639865398407,0.5238436013460159,0.9705066,0.7819765,0.03116295334759145,,0.0018792152404785156
1,0.25,1.0,128,0,high_effect,tabpfn,0.75,0.11501066386699677,0.6349893361330032,0.96345437,0.7795563,0.04519197373108186,2.423035144805908,1.2826404571533203
1,0.25,1.0,128,0,high_effect,tabpfn_shuffled_outcome,0.75,,,0.9976792,0.8078362,-0.023848191254032258,,
1,0.25,1.0,128,1,low_effect,ridge,-0.25,0.2685167193412781,0.5185167193412781,1.0021346,0.79831964,0.01511673193618035,,0.0017211437225341797
1,0.25,1.0,128,1,low_effect,tabpfn,-0.25,0.17249473929405212,0.4224947392940521,0.98602307,0.7850042,0.046530288451118396,2.245628595352173,1.1378183364868164
1,0.25,1.0,128,1,low_effect,tabpfn_shuffled_outcome,-0.25,,,1.010504,0.8032817,-0.0014027033187089533,,
1,0.25,1.0,128,1,high_effect,ridge,0.75,0.27361083030700684,0.47638916969299316,0.99186456,0.7898334,0.006331496912633461,,0.0016522407531738281
1,0.25,1.0,128,1,high_effect,tabpfn,0.75,0.1128852441906929,0.6371147558093071,0.97552353,0.7772652,0.03880324222058029,2.5726113319396973,1.0347695350646973
1,0.25,1.0,128,1,high_effect,tabpfn_shuffled_outcome,0.75,,,1.0034724,0.80090237,-0.0170626992419034,,
1,0.25,1.0,128,2,low_effect,ridge,-0.25,0.2487315535545349,0.4987315535545349,0.97128147,0.7704314,0.025073923268481013,,0.008303403854370117
1,0.25,1.0,128,2,low_effect,tabpfn,-0.25,0.24184031784534454,0.49184031784534454,0.95936793,0.7652432,0.048843699657154516,2.427046060562134,1.3520629405975342
1,0.25,1.0,128,2,low_effect,tabpfn_shuffled_outcome,-0.25,,,0.9852305,0.78724205,-0.0031297979903215367,,
1,0.25,1.0,128,2,high_effect,ridge,0.75,0.03650793805718422,0.7134920619428158,1.0256908,0.8124676,-0.028764597530602343,,0.0017495155334472656
1,0.25,1.0,128,2,high_effect,tabpfn,0.75,0.0006672143936157227,0.7493327856063843,1.0114485,0.80318975,-0.0003932077884742924,2.2785143852233887,0.9926114082336426
1,0.25,1.0,128,2,high_effect,tabpfn_shuffled_outcome,0.75,,,1.0070069,0.80072486,0.008373968327457959,,
1,0.25,1.0,128,3,low_effect,ridge,-0.25,0.24648645520210266,0.49648645520210266,1.00193,0.80344135,0.02031593997936043,,0.0019583702087402344
1,0.25,1.0,128,3,low_effect,tabpfn,-0.25,0.12594661116600037,0.37594661116600037,0.99706024,0.79896235,0.029816011550939492,2.506096363067627,0.8466277122497559
1,0.25,1.0,128,3,high_effect,ridge,0.75,0.17843163013458252,0.5715683698654175,0.98215795,0.7762376,0.029020979175035544,,0.0018820762634277344
1,0.25,1.0,128,3,high_effect,tabpfn,0.75,0.04108092933893204,0.708919070661068,0.992416,0.78465533,0.00863237116108051,2.5315093994140625,0.7489213943481445
1,0.25,1.0,128,4,low_effect,ridge,-0.25,0.3133724331855774,0.5633724331855774,1.0187918,0.80433685,0.014448094162347935,,0.004132986068725586
1,0.25,1.0,128,4,low_effect,tabpfn,-0.25,-0.0829724669456482,0.1670275330543518,1.0270696,0.8182672,-0.0016321134218195699,2.202033281326294,0.7838666439056396
1,0.25,1.0,128,4,high_effect,ridge,0.75,0.42894667387008667,0.32105332612991333,0.9898111,0.7875509,0.037532099062954516,,0.026304006576538086
1,0.25,1.0,128,4,high_effect,tabpfn,0.75,0.42396867275238037,0.32603132724761963,0.9759698,0.7757045,0.06426189666990167,2.692833423614502,0.9944298267364502
1,0.25,1.0,128,5,low_effect,ridge,-0.25,0.2556471824645996,0.5056471824645996,0.9706541,0.7675494,0.02947678704728718,,0.008962631225585938
1,0.25,1.0,128,5,low_effect,tabpfn,-0.25,0.12647220492362976,0.37647220492362976,0.96403986,0.76374316,0.042658306689195014,2.6378824710845947,1.1296007633209229
1,0.25,1.0,128,5,high_effect,ridge,0.75,0.23655278980731964,0.5134472101926804,0.96739066,0.78138006,0.02374665558212863,,0.002018451690673828
1,0.25,1.0,128,5,high_effect,tabpfn,0.75,0.180789977312088,0.569210022687912,0.9591082,0.76924896,0.040391767039308135,2.5296683311462402,1.0183889865875244
1,0.25,1.0,128,6,low_effect,ridge,-0.25,0.2742863595485687,0.5242863595485687,0.9773081,0.7835114,0.038298776255506484,,0.0021309852600097656
1,0.25,1.0,128,6,low_effect,tabpfn,-0.25,0.1703709065914154,0.4203709065914154,0.97990644,0.781903,0.03317826421017811,2.3601579666137695,1.1330015659332275
1,0.25,1.0,128,6,high_effect,ridge,0.75,0.2424696981906891,0.5075303018093109,1.0152375,0.8128838,-0.02327228909855794,,0.0022156238555908203
1,0.25,1.0,128,6,high_effect,tabpfn,0.75,0.13948358595371246,0.6105164140462875,0.9983994,0.7978363,0.010388894045019192,2.7677016258239746,1.2587897777557373
1,0.25,1.0,128,7,low_effect,ridge,-0.25,0.4012156128883362,0.6512156128883362,1.0179385,0.8082675,-0.015241779453404991,,0.002280712127685547
1,0.25,1.0,128,7,low_effect,tabpfn,-0.25,0.3901248574256897,0.6401248574256897,1.0032252,0.7964062,0.013894896984332994,2.4660754203796387,1.2485716342926025
1,0.25,1.0,128,7,high_effect,ridge,0.75,0.24701637029647827,0.5029836297035217,1.0012405,0.80308485,0.007104889009090565,,0.0022542476654052734
1,0.25,1.0,128,7,high_effect,tabpfn,0.75,0.24029700458049774,0.5097029954195023,0.98173696,0.78403234,0.04541014742974947,2.525228977203369,1.242527723312378
1,0.25,1.0,128,8,low_effect,ridge,-0.25,0.2756268382072449,0.5256268382072449,0.9815822,0.7830367,0.03553735206638409,,0.002649545669555664
1,0.25,1.0,128,8,low_effect,tabpfn,-0.25,0.1431635320186615,0.3931635320186615,0.9712325,0.77776253,0.05576865946274456,2.6388373374938965,1.450402021408081
1,0.25,1.0,128,8,high_effect,ridge,0.75,0.34696292877197266,0.40303707122802734,0.99799496,0.79384136,0.021198041178460914,,0.0020983219146728516
1,0.25,1.0,128,8,high_effect,tabpfn,0.75,0.3507409989833832,0.3992590010166168,0.98681617,0.78500295,0.04300284900875284,2.4368948936462402,1.1684317588806152
1,0.25,1.0,128,9,low_effect,ridge,-0.25,0.26070234179496765,0.5107023417949677,0.98875326,0.7791906,0.05766850076554886,,0.010039329528808594
1,0.25,1.0,128,9,low_effect,tabpfn,-0.25,0.15420028567314148,0.4042002856731415,0.98870665,0.7815236,0.05775743047575799,2.2015771865844727,1.8913483619689941
1,0.25,1.0,128,9,high_effect,ridge,0.75,0.2435358464717865,0.5064641535282135,0.9819846,0.78582764,0.030418116474249413,,0.0019600391387939453
1,0.25,1.0,128,9,high_effect,tabpfn,0.75,0.16046856343746185,0.5895314365625381,0.97727937,0.7811423,0.039687457694385975,2.4444267749786377,0.8355576992034912
1,0.25,1.0,128,10,low_effect,ridge,-0.25,0.4216955006122589,0.6716955006122589,1.0317211,0.8195932,-0.07562622871952773,,0.002139568328857422
1,0.25,1.0,128,10,low_effect,tabpfn,-0.25,0.35413044691085815,0.6041304469108582,0.9981873,0.7895398,-0.006841014671538526,2.411369800567627,0.8857805728912354
1,0.25,1.0,128,10,high_effect,ridge,0.75,0.2572651505470276,0.4927348494529724,0.9931625,0.7837299,0.020717249303362384,,0.002173185348510742
1,0.25,1.0,128,10,high_effect,tabpfn,0.75,0.10905233770608902,0.640947662293911,0.9825548,0.77290267,0.041524500437073675,2.7049400806427,0.8522748947143555
1,0.25,1.0,128,11,low_effect,ridge,-0.25,0.19475580751895905,0.44475580751895905,1.014469,0.8139727,0.025521061497463138,,0.0020034313201904297
1,0.25,1.0,128,11,low_effect,tabpfn,-0.25,0.10856880992650986,0.35856880992650986,1.008532,0.8117635,0.03689364256320449,2.0624289512634277,0.801525354385376
1,0.25,1.0,128,11,high_effect,ridge,0.75,0.45876574516296387,0.29123425483703613,1.0223929,0.817085,-0.05964501876064254,,0.014434337615966797
1,0.25,1.0,128,11,high_effect,tabpfn,0.75,0.5240048170089722,0.22599518299102783,1.000502,0.7984768,-0.014753823175585934,2.289097785949707,0.9129419326782227
1,0.25,1.0,128,12,low_effect,ridge,-0.25,0.22750504314899445,0.47750504314899445,0.96135086,0.7705961,0.043148757197204124,,0.0018849372863769531
1,0.25,1.0,128,12,low_effect,tabpfn,-0.25,0.11921229958534241,0.3692122995853424,0.9597151,0.768069,0.04640207365544391,2.08534836769104,0.8495619297027588
1,0.25,1.0,128,12,high_effect,ridge,0.75,0.28237977623939514,0.46762022376060486,1.0007285,0.7996194,0.005366458418551656,,0.0059397220611572266
1,0.25,1.0,128,12,high_effect,tabpfn,0.75,0.14820799231529236,0.6017920076847076,0.9794273,0.78065026,0.04725863846170797,2.7603960037231445,1.0355868339538574
1,0.25,1.0,128,13,low_effect,ridge,-0.25,0.283491313457489,0.533491313457489,1.0528809,0.8392198,-0.08141358306740254,,0.0021181106567382812
1,0.25,1.0,128,13,low_effect,tabpfn,-0.25,0.3979448080062866,0.6479448080062866,1.0062952,0.8077342,0.012165689665234458,2.3004209995269775,0.8161482810974121
1,0.25,1.0,128,13,high_effect,ridge,0.75,0.26722532510757446,0.48277467489242554,0.96870446,0.7724093,0.023794114934831412,,0.0019216537475585938
1,0.25,1.0,128,13,high_effect,tabpfn,0.75,0.1514715552330017,0.5985284447669983,0.95964485,0.76708746,0.04196822015457946,2.3738842010498047,0.9557058811187744
1,0.25,1.0,128,14,low_effect,ridge,-0.25,0.34754639863967896,0.597546398639679,1.0018144,0.80484235,0.027490883221246598,,0.001977205276489258
1,0.25,1.0,128,14,low_effect,tabpfn,-0.25,0.2885451018810272,0.5385451018810272,1.0024735,0.8057069,0.026210637352244825,2.50901198387146,0.8577802181243896
1,0.25,1.0,128,14,high_effect,ridge,0.75,0.36846986413002014,0.38153013586997986,1.0020996,0.792869,-0.0067127732161547105,,0.010230302810668945
1,0.25,1.0,128,14,high_effect,tabpfn,0.75,0.29515841603279114,0.45484158396720886,0.97045267,0.7706114,0.055868453837973564,2.5733227729797363,0.7674643993377686
1,0.25,1.0,128,15,low_effect,ridge,-0.25,0.1824268400669098,0.4324268400669098,0.98658305,0.7872406,0.008676607874047226,,0.0018846988677978516
1,0.25,1.0,128,15,low_effect,tabpfn,-0.25,0.049293965101242065,0.29929396510124207,0.9847473,0.7856797,0.012362358718437494,2.325139045715332,0.8883225917816162
1,0.25,1.0,128,15,high_effect,ridge,0.75,0.2653920650482178,0.4846079349517822,1.0050907,0.79892886,0.06208619868476806,,0.0024318695068359375
1,0.25,1.0,128,15,high_effect,tabpfn,0.75,0.1039385199546814,0.6460614800453186,1.0142071,0.8055002,0.04499484392266129,2.4978814125061035,1.2133090496063232
1,0.25,1.0,128,16,low_effect,ridge,-0.25,0.23456677794456482,0.4845667779445648,0.96308976,0.76935685,0.04155393585060507,,0.0018694400787353516
1,0.25,1.0,128,16,low_effect,tabpfn,-0.25,0.1308635175228119,0.3808635175228119,0.9633948,0.76952606,0.040946737090805874,2.5295000076293945,1.2012381553649902
1,0.25,1.0,128,16,high_effect,ridge,0.75,0.2975359559059143,0.4524640440940857,1.0096478,0.80649924,-0.018287212718916646,,0.0020346641540527344
1,0.25,1.0,128,16,high_effect,tabpfn,0.75,0.17358270287513733,0.5764172971248627,0.9875185,0.7871952,0.025860944269051944,2.4260497093200684,1.2414219379425049
1,0.25,1.0,128,17,low_effect,ridge,-0.25,0.1503906100988388,0.4003906100988388,1.0042652,0.8027576,0.02027145509728845,,0.0019230842590332031
1,0.25,1.0,128,17,low_effect,tabpfn,-0.25,0.23625688254833221,0.4862568825483322,0.99371225,0.7932664,0.04075352445502278,2.388911724090576,1.4344894886016846
1,0.25,1.0,128,17,high_effect,ridge,0.75,0.29593053460121155,0.45406946539878845,0.98351055,0.7854475,0.04470228648633279,,0.005210161209106445
1,0.25,1.0,128,17,high_effect,tabpfn,0.75,0.17191016674041748,0.5780898332595825,0.9772722,0.77897936,0.056782566090419095,2.356663703918457,1.0975589752197266
1,0.25,1.0,128,18,low_effect,ridge,-0.25,0.1326766014099121,0.3826766014099121,1.0069698,0.80782247,0.029389679953721104,,0.0018811225891113281
1,0.25,1.0,128,18,low_effect,tabpfn,-0.25,0.00410198699682951,0.2541019869968295,1.0177022,0.8164488,0.008589808237700947,2.504436492919922,1.6376590728759766
1,0.25,1.0,128,18,high_effect,ridge,0.75,0.31032437086105347,0.43967562913894653,1.0161865,0.8060857,0.011428479068126496,,0.005238056182861328
1,0.25,1.0,128,18,high_effect,tabpfn,0.75,0.062136292457580566,0.6878637075424194,1.0077237,0.8020393,0.02782556150500648,2.122546672821045,0.7947432994842529
1,0.25,1.0,128,19,low_effect,ridge,-0.25,0.3067520558834076,0.5567520558834076,0.9678134,0.7696043,0.052137710061354814,,0.0030689239501953125
1,0.25,1.0,128,19,low_effect,tabpfn,-0.25,0.2245817929506302,0.4745817929506302,0.96214014,0.76401293,0.063217558065081,2.4611425399780273,0.8595504760742188
1,0.25,1.0,128,19,high_effect,ridge,0.75,0.1527634710073471,0.5972365289926529,0.98082507,0.7746694,0.03498857580628956,,0.0035424232482910156
1,0.25,1.0,128,19,high_effect,tabpfn,0.75,0.012060768902301788,0.7379392310976982,0.99875784,0.78622687,-0.0006212275717225602,2.351172924041748,0.8621065616607666
1,0.25,1.0,128,20,low_effect,ridge,-0.25,0.22638040781021118,0.4763804078102112,1.0071951,0.8029897,0.0038897170589852204,,0.002407073974609375
1,0.25,1.0,128,20,low_effect,tabpfn,-0.25,0.16921065747737885,0.41921065747737885,0.99773175,0.7926697,0.022520171607824047,2.149796724319458,0.9623734951019287
1,0.25,1.0,128,20,high_effect,ridge,0.75,0.25167346000671387,0.49832653999328613,0.9803635,0.78291684,0.022308615342188753,,0.0019180774688720703
1,0.25,1.0,128,20,high_effect,tabpfn,0.75,0.35506540536880493,0.39493459463119507,0.968888,0.7736315,0.0450630819973693,2.4671483039855957,0.8070657253265381
1,0.25,1.0,128,21,low_effect,ridge,-0.25,0.2896093428134918,0.5396093428134918,0.9697003,0.77480686,0.053174999568326276,,0.0019142627716064453
1,0.25,1.0,128,21,low_effect,tabpfn,-0.25,0.2954798936843872,0.5454798936843872,0.9651163,0.7731974,0.062105482886483765,2.3530755043029785,0.7618575096130371
1,0.25,1.0,128,21,high_effect,ridge,0.75,0.3023811876773834,0.4476188123226166,0.97763956,0.7757839,0.01688643831797687,,0.010053634643554688
1,0.25,1.0,128,21,high_effect,tabpfn,0.75,0.23641552031040192,0.5135844796895981,0.9598783,0.7610278,0.05228324125427364,2.445816993713379,0.8830456733703613
1,0.25,1.0,128,22,low_effect,ridge,-0.25,0.22343887388706207,0.4734388738870621,0.9914579,0.7885603,0.05735936379796158,,0.0020456314086914062
1,0.25,1.0,128,22,low_effect,tabpfn,-0.25,0.04116135090589523,0.29116135090589523,1.0019283,0.7990332,0.03734441825966328,2.2639012336730957,1.1341214179992676
1,0.25,1.0,128,22,high_effect,ridge,0.75,0.16154229640960693,0.5884577035903931,0.9926507,0.79050505,-0.0025223289506748348,,0.0019164085388183594
1,0.25,1.0,128,22,high_effect,tabpfn,0.75,0.02429625391960144,0.7257037460803986,0.98840714,0.7881969,0.006030988952388849,2.533108949661255,1.1101195812225342
1,0.25,1.0,128,23,low_effect,ridge,-0.25,0.2742655873298645,0.5242655873298645,0.99208856,0.7919015,0.0569982450975991,,0.002427816390991211
1,0.25,1.0,128,23,low_effect,tabpfn,-0.25,0.18179716169834137,0.43179716169834137,0.9886604,0.7893627,0.06350413693862278,2.3010802268981934,1.0137639045715332
1,0.25,1.0,128,23,high_effect,ridge,0.75,0.10394878685474396,0.646051213145256,1.0171094,0.8168928,-0.0073416017814142975,,0.002165555953979492
1,0.25,1.0,128,23,high_effect,tabpfn,0.75,0.0030823349952697754,0.7469176650047302,1.0249718,0.82411665,-0.02297560773585916,2.5121893882751465,1.2665743827819824
1,0.25,1.0,128,24,low_effect,ridge,-0.25,0.17631611227989197,0.42631611227989197,0.97157294,0.77697885,0.021845245610352504,,0.002154111862182617
1,0.25,1.0,128,24,low_effect,tabpfn,-0.25,0.03902662917971611,0.2890266291797161,0.9736573,0.78180224,0.017643817770925274,2.5767977237701416,1.3782458305358887
1,0.25,1.0,128,24,high_effect,ridge,0.75,0.1772734820842743,0.5727265179157257,0.9862835,0.7950297,0.013956836863337041,,0.002070903778076172
1,0.25,1.0,128,24,high_effect,tabpfn,0.75,0.04983944073319435,0.7001605592668056,0.9902687,0.79876727,0.005972121668058272,2.2728374004364014,1.119823694229126
1,0.25,1.0,128,25,low_effect,ridge,-0.25,0.23309141397476196,0.48309141397476196,0.99266773,0.7875491,-0.0031797697235422806,,0.0034139156341552734
1,0.25,1.0,128,25,low_effect,tabpfn,-0.25,0.08608430624008179,0.3360843062400818,0.9892286,0.78476065,0.0037593019668167305,2.311953544616699,1.0846760272979736
1,0.25,1.0,128,25,high_effect,ridge,0.75,0.28931301832199097,0.46068698167800903,1.00976,0.80718046,0.022044153952075485,,0.010146856307983398
1,0.25,1.0,128,25,high_effect,tabpfn,0.75,0.1623014360666275,0.5876985639333725,1.0058181,0.80239916,0.02966483404958875,2.6024885177612305,0.9723701477050781
1,0.25,1.0,128,26,low_effect,ridge,-0.25,0.15634045004844666,0.40634045004844666,0.9864354,0.7911986,0.02384827641613696,,0.008394718170166016
1,0.25,1.0,128,26,low_effect,tabpfn,-0.25,0.03647494316101074,0.28647494316101074,0.99940705,0.80385333,-0.0019933008291694865,2.3171424865722656,1.1307201385498047
1,0.25,1.0,128,26,high_effect,ridge,0.75,0.19260987639427185,0.5573901236057281,0.9931342,0.79337245,0.002787060042481082,,0.0020258426666259766
1,0.25,1.0,128,26,high_effect,tabpfn,0.75,0.06154322251677513,0.6884567774832249,0.9955781,0.7941179,-0.0021268705333525872,2.3396873474121094,0.9284071922302246
1,0.25,1.0,128,27,low_effect,ridge,-0.25,0.21420860290527344,0.46420860290527344,0.9671595,0.7687104,0.036099172831028925,,0.0018765926361083984
1,0.25,1.0,128,27,low_effect,tabpfn,-0.25,0.05088105425238609,0.3008810542523861,0.96936494,0.76983327,0.031698235333061375,2.420541524887085,0.7777571678161621
1,0.25,1.0,128,27,high_effect,ridge,0.75,0.25232598185539246,0.49767401814460754,1.0013885,0.80096006,0.015595450610633055,,0.001886129379272461
1,0.25,1.0,128,27,high_effect,tabpfn,0.75,0.1459740698337555,0.6040259301662445,0.9920073,0.791429,0.033953421196588174,2.338548421859741,0.9261620044708252
1,0.25,1.0,128,28,low_effect,ridge,-0.25,0.30714988708496094,0.5571498870849609,0.99017507,0.7978349,0.02811782951461761,,0.0018923282623291016
1,0.25,1.0,128,28,low_effect,tabpfn,-0.25,0.250313401222229,0.500313401222229,0.97667414,0.7874012,0.05444019001664391,2.2702524662017822,0.7627975940704346
1,0.25,1.0,128,28,high_effect,ridge,0.75,0.13513776659965515,0.6148622334003448,0.973967,0.780897,0.024283999394067557,,0.002070188522338867
1,0.25,1.0,128,28,high_effect,tabpfn,0.75,0.01936173439025879,0.7306382656097412,0.9876123,0.79263705,-0.0032470382079416993,2.3091959953308105,0.7727415561676025
1,0.25,1.0,128,29,low_effect,ridge,-0.25,0.28241294622421265,0.5324129462242126,0.94607186,0.75799567,0.04794439412899687,,0.0019099712371826172
1,0.25,1.0,128,29,low_effect,tabpfn,-0.25,0.30770695209503174,0.5577069520950317,0.94721496,0.7581351,0.04564223889428587,2.521040916442871,1.015456199645996
1,0.25,1.0,128,29,high_effect,ridge,0.75,0.21323859691619873,0.5367614030838013,0.9792235,0.78010076,0.04004370237343646,,0.0020399093627929688
