cell,q,p,association,nuisance_features,n_train,seed,world,true_ate,plugin_ate,causal_absolute_error,runtime_seconds,auroc,accuracy,log_loss,brier,mean_confidence
0,0.0,0.05,0.9,0,2048,1,hidden_confounding,0.0,0.9202632,0.9202631711959839,0.5364816188812256,0.9535888182391017,0.947265625,0.20740954103481926,0.050031382004060786,0.96116257
0,0.0,0.05,0.9,0,2048,2,randomized_causal,0.9,0.9244633,0.02446327209472654,0.37566304206848145,0.9587919847328243,0.955078125,0.18420405547924656,0.042971183481475855,0.9637816
0,0.0,0.05,0.9,0,2048,2,hidden_confounding,0.0,0.9266988,0.9266988039016724,0.42229795455932617,0.9475139493999847,0.951171875,0.1984176108699276,0.04667103103837403,0.9648566
0,0.0,0.05,0.9,0,2048,3,randomized_causal,0.9,0.9163666,0.016366577148437478,0.3894224166870117,0.9616756439208984,0.9541015625,0.1849246283061845,0.043663457537764905,0.9587563
0,0.0,0.05,0.9,0,2048,3,hidden_confounding,0.0,0.92049843,0.9204984307289124,0.3737671375274658,0.9390065727484617,0.9453125,0.21521775192482923,0.05194843786886073,0.96146786
0,0.0,0.05,0.9,0,2048,4,randomized_causal,0.9,0.9243471,0.024347102642059304,0.4909393787384033,0.9658023729900591,0.9658203125,0.1492493470736483,0.03303426765368899,0.9621894
0,0.0,0.05,0.9,0,2048,4,hidden_confounding,0.0,0.94541687,0.9454168677330017,0.4264841079711914,0.9518496467867325,0.953125,0.19533862160029464,0.04506266703053464,0.9722139
0,0.0,0.05,0.9,0,2048,5,randomized_causal,0.9,0.93425953,0.03425953388214109,0.4410104751586914,0.9571782736082937,0.9560546875,0.1838091117223714,0.04222189245826267,0.96890074
0,0.0,0.05,0.9,0,2048,5,hidden_confounding,0.0,0.9352965,0.9352964758872986,0.39435791969299316,0.9385815033541655,0.9375,0.24493940063108863,0.05942041759467435,0.96562004
0,0.0,0.05,0.9,0,2048,6,randomized_causal,0.9,0.9375603,0.03756031990051267,0.47090959548950195,0.9454411539638813,0.9482421875,0.21051265334632846,0.04954878043107775,0.96779156
0,0.0,0.05,0.9,0,2048,6,hidden_confounding,0.0,0.92366844,0.9236684441566467,0.4386756420135498,0.9590308033325691,0.9560546875,0.18967121789675273,0.04263001651028131,0.96360075
0,0.0,0.05,0.9,0,2048,7,randomized_causal,0.9,0.921533,0.021532988548278786,0.37931299209594727,0.9501131407333351,0.947265625,0.20925842304739273,0.05018109956561487,0.96063113
0,0.0,0.05,0.9,0,2048,7,hidden_confounding,0.0,0.92714024,0.9271402359008789,0.5152773857116699,0.945151761486587,0.9462890625,0.2134517789841484,0.0511444965607863,0.96147674
0,0.0,0.05,0.9,0,2048,8,randomized_causal,0.9,0.9277933,0.02779332399368284,0.4550600051879883,0.9557497977438905,0.95703125,0.17865029283074652,0.04121114706177436,0.96455926
0,0.0,0.05,0.9,0,2048,8,hidden_confounding,0.0,0.94217634,0.942176342010498,0.4160168170928955,0.9497230360739791,0.951171875,0.2026158872240875,0.04692033824144685,0.9702488
0,0.0,0.05,0.9,0,2048,9,randomized_causal,0.9,0.9286644,0.028664386272430398,0.3930373191833496,0.9482029598308668,0.94921875,0.20396786232495362,0.048442598622267984,0.9645331
0,0.0,0.05,0.9,0,2048,9,hidden_confounding,0.0,0.92416984,0.9241698384284973,0.36313319206237793,0.9620262343382069,0.958984375,0.17137355065770565,0.03934858287224263,0.96270114
0,0.0,0.05,0.9,0,2048,10,randomized_causal,0.9,0.9288458,0.028845822811126687,0.3644113540649414,0.9462209912291746,0.94921875,0.2054324306302845,0.04854303767325013,0.964188
0,0.0,0.05,0.9,0,2048,10,hidden_confounding,0.0,0.9256455,0.9256454706192017,0.6147541999816895,0.9557380872277955,0.9560546875,0.1819520183503589,0.04213638865483081,0.9631111
0,0.0,0.05,0.9,0,2048,11,randomized_causal,0.9,0.93652403,0.03652403354644773,0.5604920387268066,0.9392201261730208,0.9453125,0.2212565035860733,0.05233217391322356,0.96875
0,0.0,0.05,0.9,0,2048,11,hidden_confounding,0.0,0.933356,0.933355987071991,0.3781251907348633,0.9347491025068766,0.9345703125,0.2541188641005774,0.06211852219112007,0.96571416
0,0.0,0.05,0.9,0,2048,12,randomized_causal,0.9,0.92863476,0.02863476276397703,0.9699289798736572,0.9513888888888888,0.9521484375,0.19410818106393304,0.04569127046669031,0.96409327
0,0.0,0.05,0.9,0,2048,12,hidden_confounding,0.0,0.94514954,0.9451495409011841,0.4623122215270996,0.9655544644119478,0.9658203125,0.15008576028187684,0.03307314996396027,0.9717369
0,0.0,0.05,0.9,0,2048,13,randomized_causal,0.9,0.9352356,0.03523561954498289,0.4810056686401367,0.9400272369384766,0.9482421875,0.21467032908155495,0.04979984810621542,0.9680904
0,0.0,0.05,0.9,0,2048,13,hidden_confounding,0.0,0.9196094,0.9196094274520874,0.6239919662475586,0.9382362365722656,0.9384765625,0.2377558500855712,0.0582960493490406,0.9619965
0,0.0,0.05,0.9,0,2048,14,randomized_causal,0.9,0.93236464,0.03236464262008665,0.49436020851135254,0.9415216727716728,0.943359375,0.22708560851954585,0.05411800411257296,0.9652322
0,0.0,0.05,0.9,0,2048,14,hidden_confounding,0.0,0.9304717,0.9304717183113098,1.0904061794281006,0.9582689482821114,0.9541015625,0.18754702333692358,0.043889024449757286,0.96565676
0,0.0,0.05,0.9,4,512,0,randomized_causal,0.9,0.9293411,0.029341077804565407,0.6663792133331299,0.9628085613001452,0.9619140625,0.1618743103839155,0.036611609574113725,0.9640266
0,0.0,0.05,0.9,4,512,0,hidden_confounding,0.0,0.9232219,0.9232218861579895,0.4492061138153076,0.9375417272307616,0.9404296875,0.23202325848152117,0.0564946713687641,0.9612121
0,0.0,0.05,0.9,4,512,1,randomized_causal,0.9,0.90299004,0.0029900431632995383,0.7998559474945068,0.9316888914324959,0.9345703125,0.2511509469367471,0.06194974994363728,0.9510827
0,0.0,0.05,0.9,4,512,1,hidden_confounding,0.0,0.9405722,0.940572202205658,0.629976749420166,0.9446939149560118,0.9423828125,0.23307327892621488,0.055024567543132494,0.96958077
0,0.0,0.05,0.9,4,512,2,randomized_causal,0.9,0.93081766,0.03081766366958616,0.4197523593902588,0.9562365962009803,0.951171875,0.20131841001781814,0.046792359312448656,0.9655041
0,0.0,0.05,0.9,4,512,2,hidden_confounding,0.0,0.9547293,0.9547293186187744,0.8423740863800049,0.95318311258911,0.9482421875,0.21665364903526335,0.049803831589717996,0.9751199
0,0.0,0.05,0.9,4,512,3,randomized_causal,0.9,0.92070514,0.020705139636993386,0.8611705303192139,0.9482444743387795,0.9443359375,0.21802724691221098,0.05283886366893142,0.9603369
0,0.0,0.05,0.9,4,512,3,hidden_confounding,0.0,0.9222877,0.9222877025604248,0.43337559700012207,0.9355209670517757,0.9423828125,0.2277546960719632,0.05489056069023876,0.96011686
0,0.0,0.05,0.9,4,512,4,randomized_causal,0.9,0.9327966,0.032796597480773904,0.8412253856658936,0.953748453891612,0.9541015625,0.1903470620600018,0.04416765706406672,0.96507394
0,0.0,0.05,0.9,4,512,4,hidden_confounding,0.0,0.9257257,0.9257256984710693,0.36284828186035156,0.9589343774327975,0.95703125,0.17778833444074787,0.041160681283938676,0.9625728
0,0.0,0.05,0.9,4,512,5,randomized_causal,0.9,0.96610355,0.06610355377197263,0.37212443351745605,0.952790403895841,0.951171875,0.21534251182966022,0.04744191362458883,0.982265
0,0.0,0.05,0.9,4,512,5,hidden_confounding,0.0,0.9051676,0.9051675796508789,0.9204902648925781,0.9625605108662065,0.951171875,0.19486173674076346,0.04641917045425655,0.9531506
0,0.0,0.05,0.9,4,512,6,randomized_causal,0.9,0.9153418,0.015341794490814187,0.4472038745880127,0.9517279136844354,0.9609375,0.16569043927032745,0.037630482831981234,0.957281
0,0.0,0.05,0.9,4,512,6,hidden_confounding,0.0,0.9087288,0.9087287783622742,0.9227118492126465,0.9578327960783566,0.955078125,0.18333015130494584,0.04293332475393856,0.95355517
0,0.0,0.05,0.9,4,512,7,randomized_causal,0.9,0.9332487,0.03324869871139524,0.36526012420654297,0.9535867959178219,0.951171875,0.19977368417247476,0.046775123187625715,0.96607417
0,0.0,0.05,0.9,4,512,7,hidden_confounding,0.0,0.9309594,0.9309594035148621,0.4590761661529541,0.9420173680694722,0.94921875,0.20811138914689237,0.04871407803863057,0.9652176
0,0.0,0.05,0.9,4,512,8,randomized_causal,0.9,0.93246275,0.03246275186538694,0.4286332130432129,0.9419484665200392,0.94140625,0.23122239771505151,0.05578116396737601,0.9656736
0,0.0,0.05,0.9,4,512,8,hidden_confounding,0.0,0.9486563,0.9486563205718994,0.42265820503234863,0.9487566356112412,0.947265625,0.21787569090570372,0.05066708184342032,0.9741276
0,0.0,0.05,0.9,4,512,9,randomized_causal,0.9,0.92644465,0.026444649696350075,0.8192026615142822,0.9522740719534306,0.9560546875,0.18368243958798014,0.042272817300141416,0.9621056
0,0.0,0.05,0.9,4,512,9,hidden_confounding,0.0,0.9615232,0.961523175239563,0.44789600372314453,0.9558612586217422,0.9521484375,0.20691803610989867,0.04634017131812391,0.97973377
0,0.0,0.05,0.9,4,512,10,randomized_causal,0.9,0.92175514,0.021755135059356667,0.8800835609436035,0.9496916232265948,0.9521484375,0.20633155723358287,0.046127249616956946,0.9580543
0,0.0,0.05,0.9,4,512,10,hidden_confounding,0.0,0.94211715,0.9421171545982361,0.4540221691131592,0.9465700416723909,0.9443359375,0.23310400073892268,0.053532775133428155,0.9699709
0,0.0,0.05,0.9,4,512,11,randomized_causal,0.9,0.92583257,0.02583256959915159,1.0053856372833252,0.9450283852457766,0.9462890625,0.21387580815156465,0.051167481423807795,0.9644264
0,0.0,0.05,0.9,4,512,11,hidden_confounding,0.0,0.9194562,0.9194561839103699,0.4609217643737793,0.9377299232190013,0.9375,0.23907970399846287,0.05904684297616456,0.95953447
0,0.0,0.05,0.9,4,512,12,randomized_causal,0.9,0.88997984,0.01002016067504885,0.8696544170379639,0.9528596987140606,0.9560546875,0.18222145362728956,0.04221549388861538,0.94453466
0,0.0,0.05,0.9,4,512,12,hidden_confounding,0.0,0.93029064,0.9302906394004822,0.43556642532348633,0.9495209923664122,0.9453125,0.2186608465002936,0.052133184779280556,0.96366924
0,0.0,0.05,0.9,4,512,13,randomized_causal,0.9,0.943322,0.04332200288772581,0.7678823471069336,0.9470363529992085,0.9482421875,0.2122576992916722,0.04959243055628713,0.9688509
0,0.0,0.05,0.9,4,512,13,hidden_confounding,0.0,0.8858892,0.8858891725540161,0.42606639862060547,0.9431666685766456,0.94140625,0.2254727569624033,0.055528994402570475,0.94186056
0,0.0,0.05,0.9,4,512,14,randomized_causal,0.9,0.95528245,0.05528244972229002,0.7953288555145264,0.9450039143800958,0.9404296875,0.24701827769111193,0.05733756879648987,0.9769282
0,0.0,0.05,0.9,4,512,14,hidden_confounding,0.0,0.90793943,0.9079394340515137,0.3814218044281006,0.9453769325593554,0.94921875,0.20342216013922515,0.04836980572085107,0.9530573
0,0.0,0.05,0.9,4,2048,0,randomized_causal,0.9,0.90293527,0.0029352664947509544,0.4411587715148926,0.9562158805127892,0.955078125,0.18388066798485808,0.042957744509705305,0.9513215
0,0.0,0.05,0.9,4,2048,0,hidden_confounding,0.0,0.92664766,0.9266476631164551,0.6840841770172119,0.9499575473862959,0.9482421875,0.2067251122129339,0.049321468274533736,0.9633142
0,0.0,0.05,0.9,4,2048,1,randomized_causal,0.9,0.9286878,0.028687810897827126,0.48964571952819824,0.9552839480741427,0.9599609375,0.16864895946692082,0.03847632565063716,0.9647635
0,0.0,0.05,0.9,4,2048,1,hidden_confounding,0.0,0.9174321,0.9174321293830872,0.4831883907318115,0.9430935262780298,0.947265625,0.2093051879917373,0.050179845273915794,0.95790756
0,0.0,0.05,0.9,4,2048,2,randomized_causal,0.9,0.9260491,0.026049113273620583,0.6783087253570557,0.9506269682221586,0.947265625,0.20934327864905697,0.050169118030614655,0.9631663
0,0.0,0.05,0.9,4,2048,2,hidden_confounding,0.0,0.9237902,0.9237902164459229,0.45104074478149414,0.9551949786324787,0.953125,0.1896627917749954,0.044710490031278805,0.9616853
0,0.0,0.05,0.9,4,2048,3,randomized_causal,0.9,0.9256467,0.02564672231674192,0.4157381057739258,0.9510187728937729,0.9501953125,0.2005154733400124,0.04750732997501215,0.96260256
0,0.0,0.05,0.9,4,2048,3,hidden_confounding,0.0,0.92563146,0.9256314635276794,0.764643669128418,0.9343116141251221,0.939453125,0.23701632129234518,0.05753507135321514,0.9631581
0,0.0,0.05,0.9,4,2048,4,randomized_causal,0.9,0.9292523,0.02925232648849485,0.5218865871429443,0.9459667728460526,0.9443359375,0.2219290323580853,0.05308330136067492,0.9646549
0,0.0,0.05,0.9,4,2048,4,hidden_confounding,0.0,0.9420597,0.9420596957206726,1.0856852531433105,0.9547095629293068,0.9560546875,0.18463127718181535,0.04226693741281303,0.9722382
0,0.0,0.05,0.9,4,2048,5,randomized_causal,0.9,0.9244593,0.02445927858352659,0.5107102394104004,0.9330284728213977,0.9326171875,0.25746395304867953,0.06374072661128183,0.9624434
0,0.0,0.05,0.9,4,2048,5,hidden_confounding,0.0,0.93882036,0.9388203620910645,1.0120670795440674,0.946645664589426,0.9501953125,0.20560690508922413,0.04780323342314885,0.96959496
0,0.0,0.05,0.9,4,2048,6,randomized_causal,0.9,0.94015557,0.040155565738677956,0.4842228889465332,0.9572243309744979,0.9580078125,0.17669660276438393,0.04036663999648552,0.96919143
0,0.0,0.05,0.9,4,2048,6,hidden_confounding,0.0,0.93141377,0.9314137697219849,0.8620362281799316,0.9407044625963357,0.9365234375,0.24628056969901085,0.060251499151018656,0.9659883
0,0.0,0.05,0.9,4,2048,7,randomized_causal,0.9,0.93504345,0.03504345417022703,0.44723057746887207,0.9521472251597775,0.955078125,0.18614596528584837,0.043095373334261014,0.9680307
0,0.0,0.05,0.9,4,2048,7,hidden_confounding,0.0,0.9263108,0.9263107776641846,0.875535249710083,0.9381216165176884,0.9423828125,0.2273928309341216,0.05483817736385065,0.9644576
0,0.0,0.05,0.9,4,2048,8,randomized_causal,0.9,0.92705154,0.027051544189453103,0.42920541763305664,0.9533704263406144,0.955078125,0.1849170256643007,0.04302306688714173,0.9640498
0,0.0,0.05,0.9,4,2048,8,hidden_confounding,0.0,0.93216366,0.932163655757904,0.9118015766143799,0.9376526061986298,0.9384765625,0.2428577711705154,0.058605279952325076,0.96588373
0,0.0,0.05,0.9,4,2048,9,randomized_causal,0.9,0.9358965,0.03589651584625242,0.441713809967041,0.9534181039909353,0.95703125,0.17954601904513962,0.04127119107803494,0.9678967
0,0.0,0.05,0.9,4,2048,9,hidden_confounding,0.0,0.9139719,0.9139719009399414,0.7878720760345459,0.9530181623931624,0.9482421875,0.20487790264765027,0.049181788760769146,0.95734596
0,0.0,0.05,0.9,4,2048,10,randomized_causal,0.9,0.9151213,0.015121316909790017,0.5081753730773926,0.9452849285768847,0.951171875,0.19644409399984403,0.04654814769527231,0.9584398
0,0.0,0.05,0.9,4,2048,10,hidden_confounding,0.0,0.91407377,0.9140737652778625,0.8682401180267334,0.952937338806904,0.951171875,0.1946705804094086,0.04641896052965533,0.956873
0,0.0,0.05,0.9,4,2048,11,randomized_causal,0.9,0.9289423,0.028942322731018044,0.5365769863128662,0.9592497556207232,0.95703125,0.17810266293352625,0.041187655837696485,0.9641979
0,0.0,0.05,0.9,4,2048,11,hidden_confounding,0.0,0.9298961,0.9298961162567139,1.0528223514556885,0.9529302708826861,0.9541015625,0.18905870121168916,0.04397612666072292,0.9654204
0,0.0,0.05,0.9,4,2048,12,randomized_causal,0.9,0.93678737,0.03678736686706541,0.5540614128112793,0.9359240286802428,0.9365234375,0.2500127191085634,0.060489727755293814,0.9676969
0,0.0,0.05,0.9,4,2048,12,hidden_confounding,0.0,0.92415774,0.9241577386856079,0.4531838893890381,0.950223256278243,0.947265625,0.209461230867931,0.05019071143282248,0.96225655
0,0.0,0.05,0.9,4,2048,13,randomized_causal,0.9,0.9347608,0.034760808944702126,0.7707698345184326,0.949420736010498,0.947265625,0.21205243531443319,0.050344328367350435,0.9674572
0,0.0,0.05,0.9,4,2048,13,hidden_confounding,0.0,0.93838954,0.9383895397186279,0.5712175369262695,0.9483008077939131,0.95703125,0.18261330686272478,0.04142977622811789,0.96935844
0,0.0,0.05,0.9,4,2048,14,randomized_causal,0.9,0.9252162,0.025216197967529275,0.7516281604766846,0.9540380514193935,0.95703125,0.17866210118123038,0.04121671557953683,0.9625913
0,0.0,0.05,0.9,4,2048,14,hidden_confounding,0.0,0.9180592,0.9180591702461243,0.5085365772247314,0.9523231073064332,0.9501953125,0.19907536039572427,0.04741153993378487,0.9591938
0,0.0,0.05,0.9,16,512,0,randomized_causal,0.9,0.91755605,0.017556047439575173,1.0169789791107178,0.9329219676884049,0.939453125,0.23581277366550313,0.05750800451291606,0.9583918
0,0.0,0.05,0.9,16,512,0,hidden_confounding,0.0,0.907244,0.9072440266609192,0.5032670497894287,0.9486645299145299,0.9443359375,0.21646984616985346,0.05270324203599985,0.9533278
0,0.0,0.05,0.9,16,512,1,randomized_causal,0.9,0.91899765,0.01899764537811277,0.4319496154785156,0.9324584660575657,0.93359375,0.25429757303914635,0.06281589166779282,0.9579897
0,0.0,0.05,0.9,16,512,1,hidden_confounding,0.0,0.93622464,0.936224639415741,0.38656115531921387,0.9533353961105191,0.9580078125,0.18179239660576302,0.04064753622064364,0.9665463
0,0.0,0.05,0.9,16,512,2,randomized_causal,0.9,0.9544188,0.05441877841949461,0.3818855285644531,0.9496638273664759,0.947265625,0.2207704551838747,0.050717876290367975,0.97585976
0,0.0,0.05,0.9,16,512,2,hidden_confounding,0.0,0.92865145,0.9286514520645142,0.8040573596954346,0.9514495324642624,0.9462890625,0.2143345571131065,0.05112653149463996,0.9635848
0,0.0,0.05,0.9,16,512,3,randomized_causal,0.9,0.920078,0.020077979564666726,0.37796592712402344,0.9331592021765759,0.9345703125,0.2503602308172066,0.061862258861021854,0.9589226
0,0.0,0.05,0.9,16,512,3,hidden_confounding,0.0,0.93543214,0.9354321360588074,0.8631227016448975,0.9552741453408494,0.955078125,0.18753303631832213,0.04314634757649907,0.9671583
0,0.0,0.05,0.9,16,512,4,randomized_causal,0.9,0.9236236,0.023623621463775613,0.4165358543395996,0.940638815756793,0.9365234375,0.24656964993390892,0.06020980520075653,0.96192324
0,0.0,0.05,0.9,16,512,4,hidden_confounding,0.0,0.93556786,0.9355678558349609,0.9143545627593994,0.9465964590964592,0.9501953125,0.20518799395314896,0.047798047294458135,0.9677625
0,0.0,0.05,0.9,16,512,5,randomized_causal,0.9,0.904698,0.004698014259338357,0.47591710090637207,0.9382749398439775,0.9365234375,0.24065350601618093,0.05976994328382052,0.95263433
0,0.0,0.05,0.9,16,512,5,hidden_confounding,0.0,0.9195329,0.9195328950881958,0.875535249710083,0.9498907930107527,0.951171875,0.1982455209655411,0.04665505082303504,0.95906854
0,0.0,0.05,0.9,16,512,6,randomized_causal,0.9,0.9334065,0.0334064722061157,0.48905205726623535,0.9553417132393617,0.95703125,0.17987864241228252,0.04127457711773426,0.9660269
0,0.0,0.05,0.9,16,512,6,hidden_confounding,0.0,0.9470595,0.9470595121383667,0.806704044342041,0.950743004991528,0.951171875,0.20187998475395702,0.0467423814615025,0.972582
0,0.0,0.05,0.9,16,512,7,randomized_causal,0.9,0.95904475,0.05904475450515745,0.49395108222961426,0.946623941405356,0.9541015625,0.20654696189355207,0.044707300581292866,0.97760403
0,0.0,0.05,0.9,16,512,7,hidden_confounding,0.0,0.91214174,0.912141740322113,0.9017274379730225,0.9328922495274101,0.939453125,0.23551248024751337,0.057451221259390034,0.9559783
0,0.0,0.05,0.9,16,512,8,randomized_causal,0.9,0.93768984,0.0376898407936096,0.5018000602722168,0.9490847620610311,0.9521484375,0.20221610137176854,0.04616260627228881,0.96731657
0,0.0,0.05,0.9,16,512,8,hidden_confounding,0.0,0.95502806,0.9550280570983887,0.7590084075927734,0.9489860546748317,0.953125,0.2065867039142269,0.0455068839736078,0.9769395
0,0.0,0.05,0.9,16,512,9,randomized_causal,0.9,0.89990515,9.485483169557885e-05,0.4934506416320801,0.9359684323167469,0.9423828125,0.2254817778013053,0.05479270834628598,0.9500894
0,0.0,0.05,0.9,16,512,9,hidden_confounding,0.0,0.9195531,0.9195531010627747,0.8238327503204346,0.9432027557478171,0.9423828125,0.228752440275723,0.054873988306293975,0.9600003
0,0.0,0.05,0.9,16,512,10,randomized_causal,0.9,0.92486614,0.024866139888763406,0.5398313999176025,0.9427201947028911,0.947265625,0.21313078217732986,0.05044903981570381,0.9619751
0,0.0,0.05,0.9,16,512,10,hidden_confounding,0.0,0.94504285,0.9450428485870361,1.0797557830810547,0.9382319811131514,0.9375,0.254685217859367,0.05999192802974525,0.9723398
0,0.0,0.05,0.9,16,512,11,randomized_causal,0.9,0.9146082,0.014608180522918679,0.4055643081665039,0.9573373173970784,0.9541015625,0.19199201413331812,0.04419943024526796,0.9577354
0,0.0,0.05,0.9,16,512,11,hidden_confounding,0.0,0.930553,0.9305530190467834,0.410353422164917,0.9396407948920514,0.935546875,0.250315286809895,0.061134120332206346,0.96444046
0,0.0,0.05,0.9,16,512,12,randomized_causal,0.9,0.8925635,0.007436478137969993,0.6400504112243652,0.9552591524473284,0.95703125,0.18422187599236844,0.04204758372178122,0.9442745
