cell,rho,effect_gap,n_train,seed,high_effect,low_effect,tabpfn_plugin_effect_distance,observational_summary_distance
1,0.25,1.0,512,11,0.1986525207757949,0.1797436475753784,0.01890887320041651,0.3349083029585234
1,0.25,1.0,512,12,0.2177613675594329,0.304461121559143,0.08669975399971011,0.248017573148706
1,0.25,1.0,512,13,0.2528310418128967,0.1383973807096481,0.11443366110324857,0.2118606325200588
1,0.25,1.0,512,14,0.2387702763080597,0.2261491566896438,0.012621119618415888,0.2931924085690159
1,0.25,1.0,512,15,0.1626769304275512,0.2337964326143264,0.07111950218677521,0.1956669531341936
1,0.25,1.0,512,16,0.2441137582063675,0.2198526859283447,0.024261072278022794,0.3475662997438377
1,0.25,1.0,512,17,0.2567980587482452,0.2815375030040741,0.024739444255828913,0.3074320717107281
1,0.25,1.0,512,18,0.5143347382545471,0.2829574942588806,0.2313772439956665,0.2663037790868141
1,0.25,1.0,512,19,0.2636811137199402,0.23825603723526,0.025425076484680176,0.3369928704079592
1,0.25,1.0,512,20,0.2025241553783416,0.2227057367563247,0.02018158137798312,0.2508947655859607
1,0.25,1.0,512,21,0.1291930079460144,0.2795045375823974,0.150311529636383,0.3349893212822988
1,0.25,1.0,512,22,0.263239711523056,0.2336528301239013,0.029586881399154663,0.2613340035675913
1,0.25,1.0,512,23,0.2719928324222564,0.1733714938163757,0.09862133860588071,0.2774747495522499
1,0.25,1.0,512,24,0.3803521394729614,0.180678516626358,0.19967362284660342,0.4732872673114468
1,0.25,1.0,512,25,0.2631772756576538,0.2840102314949035,0.0208329558372497,0.3445645844004998
1,0.25,1.0,512,26,0.13147833943367,0.2253860682249069,0.0939077287912369,0.2779840831055326
1,0.25,1.0,512,27,0.1802496761083603,0.2710402011871338,0.0907905250787735,0.3764269591331204
1,0.25,1.0,512,28,0.3500136733055115,0.2200796902179718,0.12993398308753967,0.214646577083822
1,0.25,1.0,512,29,0.229390874505043,0.2463182508945465,0.016927376389503507,0.3457441534709137
1,0.25,1.0,2048,0,0.2613958716392517,0.1970545202493667,0.064341351389885,0.0785775422818794
1,0.25,1.0,2048,1,0.3034068644046783,0.2495315670967102,0.053875297307968084,0.1458109457656027
1,0.25,1.0,2048,2,0.3343535363674164,0.2496828138828277,0.08467072248458868,0.1157535156180408
1,0.25,1.0,2048,3,0.21732097864151,0.2670433819293976,0.04972240328788757,0.1732952671853398
1,0.25,1.0,2048,4,0.2296164631843567,0.2888182997703552,0.059201836585998535,0.1751231556049825
1,0.25,1.0,2048,5,0.2318335473537445,0.2742860615253448,0.042452514171600286,0.2199940203781908
1,0.25,1.0,2048,6,0.2758669853210449,0.2380627989768982,0.03780418634414673,0.1444163867289911
1,0.25,1.0,2048,7,0.2346806973218917,0.2724735736846924,0.03779287636280068,0.225453408888374
1,0.25,1.0,2048,8,0.2879936993122101,0.2605475187301636,0.02744618058204651,0.1283213910679333
1,0.25,1.0,2048,9,0.188335046172142,0.3355184495449066,0.14718340337276462,0.1488351460062819
1,0.25,1.0,2048,10,0.2361896187067031,0.1735867261886596,0.06260289251804349,0.1955523793535986
1,0.25,1.0,2048,11,0.334163099527359,0.2113371938467025,0.12282590568065652,0.1685774654968627
1,0.25,1.0,2048,12,0.2728524506092071,0.1951719224452972,0.07768052816390988,0.1659377403926255
1,0.25,1.0,2048,13,0.2773869335651397,0.260237455368042,0.017149478197097723,0.143393310396932
1,0.25,1.0,2048,14,0.266217291355133,0.2585011422634125,0.0077161490917205255,0.1173571406736313
1,0.25,1.0,2048,15,0.2426375150680542,0.2279261648654937,0.014711350202560508,0.1150824024591495
1,0.25,1.0,2048,16,0.1959550231695175,0.2648013532161712,0.06884633004665372,0.18182836830946
1,0.25,1.0,2048,17,0.2773506045341491,0.3105365335941314,0.0331859290599823,0.1404562072623633
1,0.25,1.0,2048,18,0.3504587411880493,0.2603355050086975,0.0901232361793518,0.1587567624746483
1,0.25,1.0,2048,19,0.2846669554710388,0.3231906592845917,0.038523703813552856,0.1472519279082253
1,0.25,1.0,2048,20,0.2483532577753067,0.2501762211322784,0.0018229633569716852,0.2215989858450977
1,0.25,1.0,2048,21,0.2462709248065948,0.285651296377182,0.039380371570587214,0.2003472937930083
1,0.25,1.0,2048,22,0.2502897381782532,0.2593549191951751,0.009065181016921942,0.1102165428951017
1,0.25,1.0,2048,23,0.2389888763427734,0.2661502659320831,0.027161389589309665,0.152317004436408
1,0.25,1.0,2048,24,0.283274233341217,0.2594595849514007,0.023814648389816284,0.1281113437672812
1,0.25,1.0,2048,25,0.2785012722015381,0.2405005544424057,0.038000717759132385,0.1585510014815544
1,0.25,1.0,2048,26,0.1702453643083572,0.2292959243059158,0.059050559997558594,0.1345736226543218
1,0.25,1.0,2048,27,0.3192609548568725,0.2464623153209686,0.0727986395359039,0.1457027573522065
1,0.25,1.0,2048,28,0.2372010499238968,0.2721051275730133,0.034904077649116516,0.1090486430025121
1,0.25,1.0,2048,29,0.2767834365367889,0.2712247967720032,0.005558639764785711,0.1564955710741259
2,0.35,0.8,128,0,0.2597329020500183,0.1524303406476974,0.10730256140232092,0.6405576732887139
2,0.35,0.8,128,1,0.5048669576644897,0.4299076795578003,0.07495927810668945,0.7672243885487012
2,0.35,0.8,128,2,0.2258874773979187,0.0812060832977294,0.14468139410018932,0.730645064806846
2,0.35,0.8,128,3,0.322479635477066,0.0358377546072006,0.28664188086986536,0.6909294118807628
2,0.35,0.8,128,4,0.4817542433738708,0.3810383081436157,0.10071593523025507,0.5597634643329655
2,0.35,0.8,128,5,0.2520445883274078,0.2549618184566498,0.002917230129241999,0.8346832354022367
2,0.35,0.8,128,6,0.3059897422790527,0.0774446725845336,0.2285450696945191,0.42609488442876
2,0.35,0.8,128,7,0.274052083492279,0.5044769644737244,0.23042488098144537,0.4903442298021658
2,0.35,0.8,128,8,0.1625247001647949,0.3970932960510254,0.2345685958862305,0.4635258986089745
2,0.35,0.8,128,9,0.1366821676492691,0.3070216476917267,0.17033948004245758,0.5747378449094961
2,0.35,0.8,128,10,0.2230300903320312,0.2348736524581909,0.011843562126159696,0.5859653024177589
2,0.35,0.8,128,11,0.3750057816505432,0.53621906042099,0.16121327877044678,0.5957399287380634
2,0.35,0.8,128,12,0.4751811921596527,0.3720021247863769,0.10317906737327581,0.5299891632947626
2,0.35,0.8,128,13,0.1911768019199371,0.3493368625640869,0.1581600606441498,0.5342823740278823
2,0.35,0.8,128,14,0.2002874612808227,0.356477826833725,0.15619036555290228,0.4509291175429304
2,0.35,0.8,128,15,0.3473705351352691,0.1270436197519302,0.2203269153833389,0.5415092996359593
2,0.35,0.8,128,16,0.2813344895839691,0.2733960449695587,0.0079384446144104,0.5880235815920587
2,0.35,0.8,128,17,0.4429547786712646,0.1646420806646347,0.2783126980066299,0.5659203852106145
2,0.35,0.8,128,18,0.406663030385971,0.416876882314682,0.010213851928710993,0.4562453545919775
2,0.35,0.8,128,19,0.3354941606521606,0.2925224304199219,0.042971730232238714,0.560948125715508
2,0.35,0.8,128,20,0.4132634997367859,0.1024692133069038,0.3107942864298821,0.7321665174492693
2,0.35,0.8,128,21,0.3621825873851776,0.1174534112215042,0.2447291761636734,0.5830886998244432
2,0.35,0.8,128,22,0.3952496945858001,0.4138531386852264,0.01860344409942627,0.4658586461538891
2,0.35,0.8,128,23,0.1644857227802276,0.3594198226928711,0.1949340999126435,0.7645618243441031
2,0.35,0.8,128,24,0.4504960179328918,0.3256929814815521,0.12480303645133967,0.6733943008204354
2,0.35,0.8,128,25,0.2296144962310791,0.2105485796928405,0.01906591653823861,0.5376001913935788
2,0.35,0.8,128,26,0.3906747102737427,0.2798366546630859,0.1108380556106568,0.5561805575635832
2,0.35,0.8,128,27,0.2643971443176269,0.1616611033678054,0.1027360409498215,0.3793630797926017
2,0.35,0.8,128,28,0.4835743308067322,0.4963254034519195,0.012751072645187322,0.5401544956707683
2,0.35,0.8,128,29,0.1271184384822845,0.1258857399225235,0.0012326985597609919,0.7649853450485574
2,0.35,0.8,512,0,0.3167999386787414,0.3157017827033996,0.0010981559753417969,0.3368726970254443
2,0.35,0.8,512,1,0.4245472848415375,0.3448963761329651,0.07965090870857239,0.327185539771579
2,0.35,0.8,512,2,0.3279003202915191,0.3410771489143371,0.013176828622817993,0.3254576327339983
2,0.35,0.8,512,3,0.3568095564842224,0.3894074559211731,0.032597899436950684,0.4543401844083272
2,0.35,0.8,512,4,0.3148809671401977,0.2846380174160003,0.030242949724197388,0.27430365567139
2,0.35,0.8,512,5,0.3625485897064209,0.3422630429267883,0.020285546779632624,0.35766812755562
2,0.35,0.8,512,6,0.3587679266929626,0.2592600882053375,0.09950783848762507,0.423024025435379
2,0.35,0.8,512,7,0.3609860241413116,0.3229318857192993,0.038054138422012274,0.2119834609102141
2,0.35,0.8,512,8,0.2949941754341125,0.3439701199531555,0.048975944519043024,0.2765241497558819
2,0.35,0.8,512,9,0.2874447107315063,0.2080943584442138,0.07935035228729248,0.2329580497393679
2,0.35,0.8,512,10,0.3490759134292602,0.3799440860748291,0.030868172645568903,0.2388704135888711
2,0.35,0.8,512,11,0.2810301780700683,0.3752504289150238,0.0942202508449555,0.1665772322518299
2,0.35,0.8,512,12,0.3519398272037506,0.332116961479187,0.0198228657245636,0.3718139741048636
2,0.35,0.8,512,13,0.3131312727928161,0.4877037405967712,0.17457246780395508,0.2984635625129991
2,0.35,0.8,512,14,0.3462043106555938,0.3036662340164184,0.042538076639175415,0.3333628399896022
2,0.35,0.8,512,15,0.3066979646682739,0.3240470588207245,0.01734909415245056,0.2490551883777778
2,0.35,0.8,512,16,0.4659751653671264,0.37518110871315,0.09079405665397638,0.2828378201505503
2,0.35,0.8,512,17,0.2879830300807953,0.3640618026256561,0.07607877254486078,0.2262308044818989
2,0.35,0.8,512,18,0.3163773119449615,0.2284565567970276,0.0879207551479339,0.4065541680611481
2,0.35,0.8,512,19,0.3930303454399109,0.3230273127555847,0.07000303268432617,0.3838709520198265
2,0.35,0.8,512,20,0.3086399137973785,0.360077291727066,0.0514373779296875,0.2927794577812999
2,0.35,0.8,512,21,0.2885335683822632,0.3181447386741638,0.029611170291900635,0.283814338140574
2,0.35,0.8,512,22,0.39276123046875,0.3820206820964813,0.010740548372268677,0.2373091031918922
2,0.35,0.8,512,23,0.362009197473526,0.3152657747268677,0.046743422746658325,0.3010202789707092
2,0.35,0.8,512,24,0.31128591299057,0.2999566197395324,0.011329293251037598,0.2205113720671362
2,0.35,0.8,512,25,0.343167632818222,0.3792954683303833,0.03612783551216131,0.3104370820683182
2,0.35,0.8,512,26,0.3148671984672546,0.3464587926864624,0.03159159421920782,0.1736869629537175
2,0.35,0.8,512,27,0.3345678746700287,0.3796442449092865,0.04507637023925781,0.2405357488989194
2,0.35,0.8,512,28,0.3851485252380371,0.376480758190155,0.008667767047882136,0.3173180604616401
2,0.35,0.8,512,29,0.4558258652687073,0.3196595311164856,0.13616633415222168,0.3581691512223381
2,0.35,0.8,2048,0,0.3452555537223816,0.3344866335391998,0.010768920183181818,0.0858910867329115
2,0.35,0.8,2048,1,0.3334124684333801,0.3152415454387665,0.018170922994613647,0.1791154222250358
2,0.35,0.8,2048,2,0.4155116677284241,0.3508222699165344,0.06468939781188965,0.0993863482243542
2,0.35,0.8,2048,3,0.4146002829074859,0.3578165173530578,0.0567837655544281,0.1492476171429607
2,0.35,0.8,2048,4,0.4234146177768707,0.3167359530925751,0.10667866468429565,0.1577723241609151
2,0.35,0.8,2048,5,0.2950395047664642,0.3670701086521148,0.07203060388565063,0.1323353931941956
2,0.35,0.8,2048,6,0.3383393883705139,0.3175861239433288,0.020753264427185114,0.1203955666095566
2,0.35,0.8,2048,7,0.3606728613376617,0.3929585218429565,0.0322856605052948,0.1686627801482154
2,0.35,0.8,2048,8,0.4076204597949981,0.3754415810108185,0.03217887878417963,0.1018791208050199
2,0.35,0.8,2048,9,0.3694387078285217,0.3282390832901001,0.041199624538421575,0.1294316685880594
2,0.35,0.8,2048,10,0.3554532527923584,0.3628183603286743,0.007365107536315918,0.188832746163203
2,0.35,0.8,2048,11,0.4104717075824737,0.3662536740303039,0.0442180335521698,0.1260756732950605
2,0.35,0.8,2048,12,0.3545345664024353,0.2973201870918274,0.05721437931060791,0.1970781337011496
2,0.35,0.8,2048,13,0.3987731635570526,0.355788379907608,0.042984783649444636,0.1493558150404201
2,0.35,0.8,2048,14,0.2875938713550567,0.3588687181472778,0.07127484679222107,0.2080024863410875
2,0.35,0.8,2048,15,0.4362973272800445,0.4099544286727905,0.026342898607253973,0.1419520691681606
2,0.35,0.8,2048,16,0.3799459934234619,0.2915062606334686,0.08843973278999334,0.1786747800485638
2,0.35,0.8,2048,17,0.323835164308548,0.3482812643051147,0.024446099996566717,0.2200918208137311
2,0.35,0.8,2048,18,0.3487266302108764,0.3538233637809753,0.005096733570098877,0.0917833935753129
2,0.35,0.8,2048,19,0.3490242063999176,0.3776631951332092,0.02863898873329157,0.1357662305122057
2,0.35,0.8,2048,20,0.3280077576637268,0.356553167104721,0.028545409440994207,0.1827123560205828
2,0.35,0.8,2048,21,0.2771688997745514,0.4170002937316894,0.139831393957138,0.1939531200867765
2,0.35,0.8,2048,22,0.401481032371521,0.2804169952869415,0.12106403708457952,0.1234350711291386
2,0.35,0.8,2048,23,0.2368675917387008,0.3235999941825866,0.0867324024438858,0.1692161517549079
2,0.35,0.8,2048,24,0.3816533386707306,0.3742222487926483,0.007431089878082275,0.1417664717279757
2,0.35,0.8,2048,25,0.3738879859447479,0.3078084588050842,0.06607952713966375,0.1801063493070147
2,0.35,0.8,2048,26,0.3755145072937011,0.4117434918880462,0.03622898459434509,0.1684894995152356
2,0.35,0.8,2048,27,0.3604309260845184,0.3100528419017792,0.0503780841827392,0.1010418006527985
2,0.35,0.8,2048,28,0.3621240258216858,0.3747035562992096,0.012579530477523804,0.1017229623921365
2,0.35,0.8,2048,29,0.3423672318458557,0.3196815252304077,0.022685706615447998,0.1043994702452982
3,0.35,1.2,128,0,0.0518807992339134,0.3906784653663635,0.3387976661324501,0.5528814425162522
3,0.35,1.2,128,1,0.2228048890829086,0.2266401201486587,0.0038352310657500943,0.5079922512817542
3,0.35,1.2,128,2,0.1468314826488495,0.2065530121326446,0.05972152948379511,0.8972182782330199
3,0.35,1.2,128,3,0.3954953253269195,0.4210056066513061,0.025510281324386597,0.5003925309929305
3,0.35,1.2,128,4,0.4622571170330047,0.3816767334938049,0.08058038353919983,0.6317395506222594
3,0.35,1.2,128,5,0.8182884454727173,0.2787224054336548,0.5395660400390625,0.5345986227871575
3,0.35,1.2,128,6,0.3938522338867187,0.2717387676239013,0.12211346626281738,0.2911264155675929
