cell,rho,effect_gap,n_train,seed,high_effect,low_effect,tabpfn_plugin_effect_distance,observational_summary_distance
0,0.25,0.6,128,0,0.0603090748190879,0.0705775767564773,0.010268501937389402,0.5102734263420562
0,0.25,0.6,128,1,0.2488711327314376,0.3112804293632507,0.06240929663181308,0.6293369437844519
0,0.25,0.6,128,2,0.1872463226318359,0.1038168892264366,0.08342943340539931,0.6104948940024083
0,0.25,0.6,128,3,0.2116175889968872,0.2348772287368774,0.023259639739990207,0.679611722276385
0,0.25,0.6,128,4,0.3273350596427917,0.3947206735610962,0.0673856139183045,0.5025206135472055
0,0.25,0.6,128,5,-0.0017518736422061,0.0145917776972055,0.0163436513394116,0.4838321825950475
0,0.25,0.6,128,6,0.0105704367160797,0.2114665061235427,0.200896069407463,0.6602627201156039
0,0.25,0.6,128,7,0.2306722998619079,0.1663162112236023,0.06435608863830561,0.6367793138806275
0,0.25,0.6,128,8,-0.0072100833058357,0.0255004987120628,0.032710582017898504,0.5117445953413335
0,0.25,0.6,128,9,0.1428779363632202,0.3210028111934662,0.178124874830246,0.7241552628891578
0,0.25,0.6,128,10,0.135787084698677,0.225836232304573,0.090049147605896,0.6366347307861664
0,0.25,0.6,128,11,0.4218843579292297,0.1136301532387733,0.3082542046904564,0.5840582500899798
0,0.25,0.6,128,12,0.1151979267597198,0.0459535792469978,0.06924434751272199,0.7105509017128431
0,0.25,0.6,128,13,0.0037452094256877,0.2207934558391571,0.2170482464134694,0.4811295826679202
0,0.25,0.6,128,14,0.3315075635910034,0.1634498238563537,0.1680577397346497,0.5740531696710285
0,0.25,0.6,128,15,0.1099874302744865,0.1226524785161018,0.012665048241615295,0.6040373121973907
0,0.25,0.6,128,16,0.4034608006477356,0.2786925733089447,0.1247682273387909,0.5145102484608154
0,0.25,0.6,128,17,0.0140405725687742,0.3713282942771911,0.3572877217084169,0.7038377980225758
0,0.25,0.6,128,18,0.0650909692049026,0.0443596988916397,0.02073127031326289,0.6222791984036287
0,0.25,0.6,128,19,0.1424415409564972,-0.0040275836363434,0.1464691245928406,0.5872186078738091
0,0.25,0.6,128,20,0.151373952627182,0.0351203978061676,0.1162535548210144,0.8052923202600696
0,0.25,0.6,128,21,0.0914956778287887,0.1637693345546722,0.07227365672588351,0.5007802788116603
0,0.25,0.6,128,22,0.6661286950111389,0.2125687003135681,0.4535599946975708,0.7028457617913191
0,0.25,0.6,128,23,0.458645612001419,0.0812975466251373,0.37734806537628174,0.7553223920047675
0,0.25,0.6,128,24,0.0551772229373455,0.2048844397068023,0.1497072167694568,0.4153189507493823
0,0.25,0.6,128,25,0.2860934734344482,0.0760021731257438,0.21009130030870438,0.5505144417195207
0,0.25,0.6,128,26,0.1282088458538055,0.1610576659440994,0.03284882009029391,0.3947034073222342
0,0.25,0.6,128,27,0.167020097374916,0.2192457318305969,0.0522256344556809,0.6367965679119858
0,0.25,0.6,128,28,0.0058920979499816,0.3125374317169189,0.3066453337669373,0.8150156488674623
0,0.25,0.6,128,29,0.1480992436408996,0.1219539046287536,0.026145339012145996,0.6499935808740962
0,0.25,0.6,512,0,0.2317867279052734,0.2899587750434875,0.058172047138214084,0.2429859917503588
0,0.25,0.6,512,1,0.1903421580791473,0.2388447225093841,0.04850256443023679,0.2815343769184087
0,0.25,0.6,512,2,0.2595468163490295,0.215030550956726,0.044516265392303495,0.2791702329719363
0,0.25,0.6,512,3,0.3005595505237579,0.3749509453773498,0.07439139485359192,0.3471755242469597
0,0.25,0.6,512,4,0.1991841197013855,0.1826699823141098,0.016514137387275696,0.202559059391467
0,0.25,0.6,512,5,0.202813982963562,0.268489122390747,0.065675139427185,0.2564780351749375
0,0.25,0.6,512,6,0.1634632498025894,0.2872419953346252,0.1237787455320358,0.2522490570556705
0,0.25,0.6,512,7,0.2666580080986023,0.1338163465261459,0.1328416615724564,0.3412883540428488
0,0.25,0.6,512,8,0.2649857997894287,0.2070880830287933,0.057897716760635404,0.2717581898368202
0,0.25,0.6,512,9,0.2782330811023712,0.3581606745719909,0.0799275934696197,0.2730157210722174
0,0.25,0.6,512,10,0.3138895332813263,0.2064036279916763,0.10748590528964999,0.2326241293971076
0,0.25,0.6,512,11,0.3551057875156402,0.2220696806907653,0.1330361068248749,0.3042507471901691
0,0.25,0.6,512,12,0.110189139842987,0.2273250967264175,0.11713595688343051,0.2921663217085256
0,0.25,0.6,512,13,0.3499967753887176,0.2594015598297119,0.09059521555900568,0.2695382329739685
0,0.25,0.6,512,14,0.2651846408843994,0.2568328082561493,0.008351832628250122,0.3817836723021656
0,0.25,0.6,512,15,0.2932630181312561,0.3442817032337188,0.05101868510246271,0.2122881946732387
0,0.25,0.6,512,16,0.1540175080299377,0.2749454379081726,0.12092792987823492,0.22781268609248
0,0.25,0.6,512,17,0.2362844049930572,0.3429060280323028,0.1066216230392456,0.3303428142245624
0,0.25,0.6,512,18,0.2258427441120147,0.2703542113304138,0.04451146721839913,0.435853900449838
0,0.25,0.6,512,19,0.1704244911670684,0.2661319077014923,0.09570741653442391,0.4010538469983656
0,0.25,0.6,512,20,0.2320880740880966,0.2993983030319214,0.0673102289438248,0.231806086522532
0,0.25,0.6,512,21,0.2210564017295837,0.2797476649284363,0.05869126319885257,0.2679858139159523
0,0.25,0.6,512,22,0.1935944557189941,0.1861641108989715,0.007430344820022611,0.2985573175514915
0,0.25,0.6,512,23,0.176760584115982,0.3032076358795166,0.1264470517635346,0.4027150223545986
0,0.25,0.6,512,24,0.2587468028068542,0.2879464328289032,0.029199630022049006,0.2825357246601929
0,0.25,0.6,512,25,0.1740252673625946,0.396519660949707,0.22249439358711237,0.2607520526509201
0,0.25,0.6,512,26,0.1960377395153045,0.2974326014518738,0.10139486193656927,0.2725321785923852
0,0.25,0.6,512,27,0.2613266110420227,0.2554597556591034,0.0058668553829193115,0.3492702051497963
0,0.25,0.6,512,28,0.2284769564867019,0.3628629744052887,0.1343860179185868,0.2716150944448455
0,0.25,0.6,512,29,0.188396155834198,0.3370837271213531,0.1486875712871551,0.3108096028654632
0,0.25,0.6,2048,0,0.2630082070827484,0.2337209433317184,0.029287263751030024,0.1390494083623071
0,0.25,0.6,2048,1,0.1848866790533065,0.2675120532512665,0.08262537419795998,0.1436371165223472
0,0.25,0.6,2048,2,0.2457154542207718,0.22494438290596,0.02077107131481179,0.1711682230287655
0,0.25,0.6,2048,3,0.30153489112854,0.2747172713279724,0.02681761980056757,0.1620112513791274
0,0.25,0.6,2048,4,0.2134799212217331,0.2313998937606811,0.017919972538948004,0.2018667686744868
0,0.25,0.6,2048,5,0.2508696317672729,0.2626623213291168,0.011792689561843928,0.1522300647780071
0,0.25,0.6,2048,6,0.3147261440753937,0.2431874722242355,0.07153867185115817,0.2044194076019025
0,0.25,0.6,2048,7,0.231317937374115,0.2899627983570099,0.0586448609828949,0.1819462995043173
0,0.25,0.6,2048,8,0.2132839858531952,0.2424737811088562,0.02918979525566101,0.1157827661209299
0,0.25,0.6,2048,9,0.1936978548765182,0.2463382333517074,0.05264037847518921,0.0967491072873026
0,0.25,0.6,2048,10,0.2360295057296753,0.297749787569046,0.06172028183937073,0.1495090325422297
0,0.25,0.6,2048,11,0.2893491983413696,0.2390658408403396,0.05028335750102997,0.1946405572015371
0,0.25,0.6,2048,12,0.2628675699234009,0.2367834746837616,0.026084095239639282,0.1507356153369739
0,0.25,0.6,2048,13,0.2456599622964859,0.2391931265592575,0.0064668357372283936,0.1628239993346744
0,0.25,0.6,2048,14,0.2464835345745086,0.281470388174057,0.034986853599548395,0.0904599586310384
0,0.25,0.6,2048,15,0.2595482468605041,0.2186482697725296,0.04089997708797449,0.1442271024373116
0,0.25,0.6,2048,16,0.2344151139259338,0.2501562535762787,0.015741139650344876,0.1412637112685038
0,0.25,0.6,2048,17,0.2912887036800384,0.1647880226373672,0.1265006810426712,0.1285819237098032
0,0.25,0.6,2048,18,0.272034227848053,0.2683350145816803,0.0036992132663726807,0.1469442704065718
0,0.25,0.6,2048,19,0.2642481327056885,0.280670553445816,0.016422420740127508,0.1025011486245925
0,0.25,0.6,2048,20,0.2947095334529876,0.2157513052225113,0.07895822823047632,0.1659876844518156
0,0.25,0.6,2048,21,0.2684085965156555,0.2211649417877197,0.04724365472793582,0.1638031432799474
0,0.25,0.6,2048,22,0.2613649666309356,0.2559847235679626,0.0053802430629730225,0.1150325128968342
0,0.25,0.6,2048,23,0.2472356855869293,0.2130862474441528,0.03414943814277649,0.1968812149971921
0,0.25,0.6,2048,24,0.2325327098369598,0.2667635977268219,0.03423088788986209,0.1541866446259212
0,0.25,0.6,2048,25,0.3335008919239044,0.2569335401058197,0.07656735181808472,0.144036271516783
0,0.25,0.6,2048,26,0.3376120328903198,0.2829195261001587,0.05469250679016113,0.1701768776227107
0,0.25,0.6,2048,27,0.2773019671440124,0.2699833512306213,0.007318615913391113,0.1095055241736497
0,0.25,0.6,2048,28,0.2461572289466858,0.2079134434461593,0.038243785500526484,0.1336908560498368
0,0.25,0.6,2048,29,0.3002066016197204,0.2560813128948211,0.04412528872489929,0.1738751208055257
1,0.25,1.0,128,0,0.1150106638669967,0.4547703266143799,0.3397596627473832,0.5481121723171055
1,0.25,1.0,128,1,0.1128852441906929,0.1724947392940521,0.059609495103359195,0.5978942999568546
1,0.25,1.0,128,2,0.0006672143936157,0.2418403178453445,0.2411731034517288,0.4512940474146205
1,0.25,1.0,128,3,0.041080929338932,0.1259466111660003,0.0848656818270683,0.5235970585691457
1,0.25,1.0,128,4,0.4239686727523803,-0.0829724669456482,0.5069411396980286,0.7626689743766724
1,0.25,1.0,128,5,0.180789977312088,0.1264722049236297,0.05431777238845831,0.4486740957429004
1,0.25,1.0,128,6,0.1394835859537124,0.1703709065914154,0.030887320637702997,0.6341771567061801
1,0.25,1.0,128,7,0.2402970045804977,0.3901248574256897,0.149827852845192,0.6754921578267276
1,0.25,1.0,128,8,0.3507409989833832,0.1431635320186615,0.20757746696472168,0.5193709079873624
1,0.25,1.0,128,9,0.1604685634374618,0.1542002856731414,0.006268277764320401,0.4639167008507166
1,0.25,1.0,128,10,0.109052337706089,0.3541304469108581,0.24507810920476908,0.6804434754104538
1,0.25,1.0,128,11,0.5240048170089722,0.1085688099265098,0.41543600708246237,0.8184216078855981
1,0.25,1.0,128,12,0.1482079923152923,0.1192122995853424,0.02899569272994991,0.8367849852229718
1,0.25,1.0,128,13,0.1514715552330017,0.3979448080062866,0.2464732527732849,0.7247457519825711
1,0.25,1.0,128,14,0.2951584160327911,0.2885451018810272,0.0066133141517638605,0.6474140500636323
1,0.25,1.0,128,15,0.1039385199546814,0.049293965101242,0.054644554853439394,0.4788000388131063
1,0.25,1.0,128,16,0.1735827028751373,0.1308635175228119,0.04271918535232541,0.3810198390760623
1,0.25,1.0,128,17,0.1719101667404174,0.2362568825483322,0.06434671580791479,0.5877879171753623
1,0.25,1.0,128,18,0.0621362924575805,0.0041019869968295,0.058034305460750994,0.71879135350946
1,0.25,1.0,128,19,0.0120607689023017,0.2245817929506302,0.21252102404832848,0.5881684371687514
1,0.25,1.0,128,20,0.3550654053688049,0.1692106574773788,0.1858547478914261,0.6829189928109821
1,0.25,1.0,128,21,0.2364155203104019,0.2954798936843872,0.05906437337398532,0.4866722206788147
1,0.25,1.0,128,22,0.0242962539196014,0.0411613509058952,0.0168650969862938,0.6072697130690031
1,0.25,1.0,128,23,0.0030823349952697,0.1817971616983413,0.1787148267030716,0.9178044385043236
1,0.25,1.0,128,24,0.0498394407331943,0.0390266291797161,0.0108128115534782,0.8141760865970106
1,0.25,1.0,128,25,0.1623014360666275,0.0860843062400817,0.0762171298265458,0.9382057681348498
1,0.25,1.0,128,26,0.0615432225167751,0.0364749431610107,0.025068279355764396,0.7060603152577306
1,0.25,1.0,128,27,0.1459740698337555,0.050881054252386,0.09509301558136948,0.8268672976310913
1,0.25,1.0,128,28,0.0193617343902587,0.250313401222229,0.2309516668319703,0.704795265831462
1,0.25,1.0,128,29,0.0834144651889801,0.3077069520950317,0.22429248690605158,0.604685970174165
1,0.25,1.0,512,0,0.1836496293544769,0.2719941139221191,0.08834448456764218,0.2527037546245925
1,0.25,1.0,512,1,0.2816304564476013,0.2579857110977173,0.023644745349884033,0.3848515147503809
1,0.25,1.0,512,2,0.2162248939275741,0.270863264799118,0.054638370871543884,0.3831065141901221
1,0.25,1.0,512,3,0.2644943594932556,0.2972207367420196,0.03272637724876398,0.3157626495664576
1,0.25,1.0,512,4,0.3106165826320648,0.2498993277549743,0.06071725487709051,0.3980686281319173
1,0.25,1.0,512,5,0.2262303233146667,0.2506804466247558,0.02445012331008911,0.375902994495731
1,0.25,1.0,512,6,0.231047973036766,0.2677100598812103,0.03666208684444433,0.4278750684936762
1,0.25,1.0,512,7,0.2054269313812255,0.2223178446292877,0.01689091324806219,0.2779940717957103
1,0.25,1.0,512,8,0.2597343027591705,0.3220047652721405,0.062270462512970026,0.1591048267164696
1,0.25,1.0,512,9,0.286855399608612,0.2898526787757873,0.002997279167175293,0.2848496087289085
1,0.25,1.0,512,10,0.0895597711205482,0.1920636743307113,0.1025039032101631,0.3025009253495628
