cell_id,q,p,observational_flip_rate_r,population_observational_association,n_train,data_seed,world,model,true_ate,plugin_ate,causal_absolute_error,runtime_seconds,auroc,accuracy,log_loss,brier,mean_confidence,paired_observational_summary_distance
0,0.0,0.05,0.05,0.9,128,0,randomized_causal,logistic,0.9,0.872471107899058,0.027528892100942004,0.0025634765625,0.9568620043938348,0.9501953125,0.20255283440878932,0.04804057193078034,0.9359692157701981,0.2979767689489106
0,0.0,0.05,0.05,0.9,128,0,randomized_causal,random_forest,0.9,0.8005435281948954,0.09945647180510464,0.5237452983856201,0.9551115295715773,0.9501953125,0.22519271698269389,0.05325040590591916,0.8900730525352107,0.2979767689489106
0,0.0,0.05,0.05,0.9,128,0,randomized_causal,tabpfn,0.9,0.9266362190246582,0.02663621902465818,2.361393451690674,0.9454901186411737,0.9501953125,0.2160331243966627,0.048407103183477004,0.9612120985984802,0.2979767689489106
0,0.0,0.05,0.05,0.9,128,0,randomized_causal,tabpfn_shuffled_labels,0.9,,,0.4154078960418701,0.061015256318164776,0.474609375,0.7326569968267478,0.26962044381435724,0.5380199551582336,0.2979767689489106
0,0.0,0.05,0.05,0.9,128,0,hidden_confounding,logistic,0.0,0.8427567921083037,0.8427567921083037,0.0025739669799804688,0.9518811204279021,0.951171875,0.2089265019679711,0.049369758454805825,0.9228038185570753,0.2979767689489106
0,0.0,0.05,0.05,0.9,128,0,hidden_confounding,random_forest,0.0,0.7733197953034379,0.7733197953034379,0.5797111988067627,0.9492076897518174,0.951171875,0.24173198291204678,0.0565880746193619,0.8832486894706134,0.2979767689489106
0,0.0,0.05,0.05,0.9,128,0,hidden_confounding,tabpfn,0.0,0.9013985395431519,0.9013985395431519,0.7008423805236816,0.9493072731294364,0.951171875,0.20522791329696294,0.04714458677445846,0.9505000710487366,0.2979767689489106
0,0.0,0.05,0.05,0.9,128,0,hidden_confounding,tabpfn_shuffled_labels,0.0,,,0.359607458114624,0.8518673319602318,0.63427734375,0.6441786430074582,0.22584874148287615,0.554823100566864,0.2979767689489106
0,0.0,0.05,0.05,0.9,128,1,randomized_causal,logistic,0.9,0.7869724123917332,0.11302758760826681,0.0024917125701904297,0.9466997979867379,0.9462890625,0.25365530672100556,0.06058478173129592,0.890884880853387,0.2824843476348096
0,0.0,0.05,0.05,0.9,128,1,randomized_causal,random_forest,0.9,0.7462641769489913,0.15373582305100875,0.530052661895752,0.945916841531713,0.943359375,0.29134586860647477,0.07308315694141965,0.8512101379647461,0.2824843476348096
0,0.0,0.05,0.05,0.9,128,1,randomized_causal,tabpfn,0.9,0.833040714263916,0.066959285736084,0.6908981800079346,0.9480276272459304,0.9462890625,0.26289415326296106,0.05773982814386694,0.9174903631210327,0.2824843476348096
0,0.0,0.05,0.05,0.9,128,1,randomized_causal,tabpfn_shuffled_labels,0.9,,,0.3816235065460205,0.47965362884333335,0.48779296875,0.7165487862267337,0.26149060725717754,0.5921070575714111,0.2824843476348096
0,0.0,0.05,0.05,0.9,128,1,hidden_confounding,logistic,0.0,0.8359288735719989,0.8359288735719989,0.0024306774139404297,0.9527161931799211,0.95068359375,0.20684386303324165,0.0485667924407848,0.9178551020742265,0.2824843476348096
0,0.0,0.05,0.05,0.9,128,1,hidden_confounding,random_forest,0.0,0.7832715944672731,0.7832715944672731,0.5064623355865479,0.9514598578442734,0.95068359375,0.23447799877966455,0.056063665404113776,0.883684379573967,0.2824843476348096
0,0.0,0.05,0.05,0.9,128,1,hidden_confounding,tabpfn,0.0,0.902031660079956,0.902031660079956,0.7065556049346924,0.9541280202845214,0.95068359375,0.1969614088845245,0.04695839879303698,0.948687732219696,0.2824843476348096
0,0.0,0.05,0.05,0.9,128,1,hidden_confounding,tabpfn_shuffled_labels,0.0,,,0.3902008533477783,0.3061742633458203,0.40478515625,0.706005495630733,0.2564157180484731,0.5199829339981079,0.2824843476348096
0,0.0,0.05,0.05,0.9,128,2,randomized_causal,logistic,0.9,0.8542734476914102,0.045726552308589796,0.002645730972290039,0.9524865840714041,0.94970703125,0.21860850287540493,0.05145986741768044,0.9258450324483003,0.4709394563528274
0,0.0,0.05,0.05,0.9,128,2,randomized_causal,random_forest,0.9,0.7986596309777462,0.10134036902225385,0.5349740982055664,0.9500866420553002,0.94970703125,0.2416761773736349,0.05910830940525592,0.8899096466503693,0.4709394563528274
0,0.0,0.05,0.05,0.9,128,2,randomized_causal,tabpfn,0.9,0.9187299609184265,0.01872996091842649,0.7411422729492188,0.9493275107837648,0.94970703125,0.214506714988442,0.04907017387956024,0.9560473561286926,0.4709394563528274
0,0.0,0.05,0.05,0.9,128,2,randomized_causal,tabpfn_shuffled_labels,0.9,,,0.367678165435791,0.7368518177665329,0.50146484375,0.6938548408869893,0.25032245490284166,0.6104825139045715,0.4709394563528274
0,0.0,0.05,0.05,0.9,128,2,hidden_confounding,logistic,0.0,0.8738068864840628,0.8738068864840628,0.005609750747680664,0.9584498445457494,0.95556640625,0.20503104675784797,0.04586104739215014,0.9370844301690016,0.4709394563528274
0,0.0,0.05,0.05,0.9,128,2,hidden_confounding,random_forest,0.0,0.7997748706958913,0.7997748706958913,0.47433042526245117,0.9584817937322373,0.95556640625,0.21516162967784325,0.049869569256539514,0.8966150373784347,0.4709394563528274
0,0.0,0.05,0.05,0.9,128,2,hidden_confounding,tabpfn,0.0,0.9429759383201599,0.9429759383201599,0.6829273700714111,0.9567660747324852,0.95556640625,0.2508656018860364,0.04394242025203372,0.9710843563079834,0.4709394563528274
0,0.0,0.05,0.05,0.9,128,2,hidden_confounding,tabpfn_shuffled_labels,0.0,,,0.3646845817565918,0.7961346252884964,0.4970703125,0.685296660277603,0.24624999106790255,0.5801154971122742,0.4709394563528274
0,0.0,0.05,0.05,0.9,128,3,randomized_causal,logistic,0.9,0.8359673273882232,0.06403267261177681,0.002317667007446289,0.9504724246490553,0.95263671875,0.22339457175086636,0.05177472032205635,0.915987525096022,0.263211873176706
0,0.0,0.05,0.05,0.9,128,3,randomized_causal,random_forest,0.9,0.7861511462396472,0.11384885376035281,0.5314145088195801,0.9578399030258641,0.95263671875,0.23013491232810546,0.055259673346550964,0.8770165509087628,0.263211873176706
0,0.0,0.05,0.05,0.9,128,3,randomized_causal,tabpfn,0.9,0.905937910079956,0.0059379100799560325,0.7144269943237305,0.9543931629800664,0.953125,0.19780937782152447,0.04585858557404398,0.9511160850524902,0.263211873176706
0,0.0,0.05,0.05,0.9,128,3,hidden_confounding,logistic,0.0,0.8793679267665726,0.8793679267665726,0.002244234085083008,0.951313765377173,0.94970703125,0.20145816780455678,0.04805437133549174,0.9391305177747575,0.263211873176706
